title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Don Camillo della Bassa: Gente così - Lo spumarino pallido,Giovannino Guareschi,4.30,80 rating,"January 1, 1999","La Bassa: così è chiamata la terra emiliana in riva al Po. In questa pianura, che brucia di sole in estate e sprofonda nella nebbia d'inverno, la passione politica, come dice Guareschi, arriva spesso ad una intensità preoccupante.Qui nascono le storie di Don Camillo della Bassa (il libro che raccoglie i racconti già pubblicati con i titoli Gente così e Lo Spumarino pallido): sono storie vere di gente vera, gente che ""è simpatica e ospitale e generosa e ha uno spiccato senso dell'umorismo"". Gente che per glorificare Dio o il Partito farebbe qualunque cosa, salvo una: dimenticare l'amicizia. Un'amicizia che lega da sempre don Camillo e Peppone, che mantiene il calore dell'affetto, della complicità e del cameratismo al di là delle divergenze politiche.",493,[],205 follower,4 review,192,0 (0%),1 (1%),11 (13%),31 (38%),37 (46%)
If Tomorrow Comes,Sidney Sheldon,4.07,"67,364 rating","January 1, 1985","This is a story of intrigue and revenge. Tracy Whitney is young, beautiful and intelligent - and about to marry into wealth and glamour. Until, suddenly, she is betrayed, framed by a ruthless Mafia gang, abandoned by the man she loves. Only her ingenuity saves her and helps her fight back.",501,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Crime', 'Mystery Thriller']","8,009 follower","2,681 review",277,744 (1%),"2,673 (3%)","13,522 (20%)","24,815 (36%)","25,610 (38%)"
The Town and the City,Jack Kerouac,3.91,"3,682 rating","January 1, 1950","'It is the sum of myself, as far as the written word can go' - Kerouac on ""The Town and the City"". Kerouac's debut novel is a great coming of age story which can be read as the essential prelude to his later classics. Inspired by grief over his father's death and gripped by determination to write the Great American Novel, he draws largely on his own New England childhood.",512,"['Fiction', 'Classics', 'Novels', 'American', 'Literature', '20th Century', 'Literary Fiction']",10.4k follower,234 review,357,52 (1%),234 (6%),895 (24%),"1,317 (35%)","1,184 (32%)"
Bridge of Birds,Barry Hughart,4.27,"10,362 rating","April 1, 1984","When the children of his village were struck with a mysterious illness, Number Ten Ox sought a wiseman to save them. He found master Li Kao, a scholar with a slight flaw in his character. Together, they set out to find the Great Root of Power, the only possible cure.The quest led them to a host of truly memorable characters, multiple wonders, incredible adventures—and strange coincidences, which were really not coincidences at all. And it involved them in an ancient crime that still perturbed the serenity of Heaven. Simply and charmingly told, this is a wry tale, a sly tale, and a story of wisdom delightfully askew. Once read, its marvels and beauty will not easily fade from the mind.The author claims that this is a novel of an ancient China that never was. But, oh…it should have been!",278,"['Fantasy', 'Fiction', 'Historical Fiction', 'China', 'Humor', 'Historical', 'Mystery']",259 follower,"1,181 review",10,156 (1%),345 (3%),"1,345 (12%)","3,168 (30%)","5,348 (51%)"
The Willows,Algernon Blackwood,4.07,"13,011 rating","January 1, 1907","Two friends are midway on a canoe trip down the Danube River. Throughout the story Blackwood personifies the surrounding environment—river, sun, wind—and imbues them with a powerful and ultimately threatening character. Most ominous are the masses of dense, desultory, menacing willows, which ""moved of their own will as though alive, and they touched, by some incalculable method, my own keen sense of the horrible.""""The Willows"" is one of Algernon Blackwood's best known short stories. American horror author H.P. Lovecraft considered it to be the finest supernatural tale in English literature. ""The Willows"" is an example of early modern horror and is connected within the literary tradition of weird fiction.",105,"['Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Gothic', 'Weird Fiction', 'Classics']","1,019 follower","1,467 review","1,150",125 (<1%),531 (4%),"2,454 (18%)","5,058 (38%)","4,843 (37%)"
Louis de Bernières Box Set of 3 books: The War of Don Emmanuel's Nether Parts / Señor Vivo and the Coca Lord / The Troublesome Offspring of Cardinal Guzmán,Louis de Bernières,4.48,662 rating,"January 1, 1994","This rambunctious first novel by the author of the bestselling Corelli's Mandolin is set in an impoverished, violent, yet ravishingly beautiful country somewhere in South America. When the haughty Dona Constanza decides to divert a river to fill her swimming pool, the consequences are at once tragic, heroic, and outrageously funny. ""Walks a precarious edge between slapstick and pathos, never once losing its balance.""Washington Post Book World.","PaperbackFirst published January 1, 1994","['Fiction', 'Magical Realism', 'English Literature', 'Contemporary', 'British Literature']","1,825 follower",53 review,60,5 (<1%),7 (1%),54 (8%),194 (29%),402 (60%)
Op-Center,Jeff Rovin,3.65,"14,297 rating","February 28, 1995","Tom Clancy's Op-Center is the beating heart of America's defense, intelligence and crisis management technology. It is run by a crack team of operatives both within its own walls and out in the field. When a job is too dirty--or too dangerous--it's the only place our government can turn.But nothing can prepare Director Paul Hood and his Op-Center crisis management team for what they're about to uncover--a very real, very frightening power play that could unleash new players in a new world order...",387,"['Fiction', 'Thriller', 'Adventure', 'Espionage', 'Action', 'Military Fiction', 'Mystery', 'Fiction', 'Thriller', 'Adventure', 'Espionage', 'Action', 'Military Fiction', 'Mystery', 'Fiction', 'Thriller', 'Adventure', 'Espionage', 'Action', 'Military Fiction', 'Mystery', 'Fiction', 'Thriller', 'Adventure', 'Espionage', 'Action', 'Military Fiction', 'Mystery', 'Fiction', 'Thriller', 'Adventure', 'Espionage', 'Action', 'Military Fiction', 'Mystery']",206 follower,243 review,232,528 (3%),"1,323 (9%)","4,386 (30%)","4,505 (31%)","3,555 (24%)"
Forty Fathom Bank,Les Galloway,3.90,41 rating,"December 31, 1984","Book by Galloway, Les",108,[],11 book,6 review,11,0 (0%),2 (4%),12 (29%),15 (36%),12 (29%)
I giganti della montagna,Luigi Pirandello,3.82,164 rating,"95 pages, PaperbackPublished March 26, 1994","Uma companhia teatral decadente chega a uma vila mágica povoada por fantasmas e governada pelo Mago Cotrone. Sua história convida os leitores para uma reflexão fundamental: qual o lugar da arte num mundo cada vez mais pragmático e dominado por “gigantes” insensíveis à poesia e ao poder da imaginação?Com idealização e roteirização de Inês Peixoto para o universo das HQs, criado a partir da montagem do Grupo Galpão (dirigida por Gabriel Villela), Os gigantes da montanha ganha vida pelo olhar encantado dos artistas Carlos Avelino e Bruno Costa, trazendo para a linguagem dos quadrinhos a magia dessa obra inacabada do dramaturgo italiano Luigi Pirandello.",95,"['Italian Literature', 'Fiction', 'Plays', 'Drama']","1,256 follower",7 review,"1,229",3 (1%),10 (6%),44 (26%),64 (39%),43 (26%)
A Student of Weather,Elizabeth Hay,3.70,"2,467 rating","January 1, 2000","From some accidents of love and weather we never quite recover. At the worst of the Prairie dust bowl of the 1930s, a young man appears out of a blizzard and forever alters the lives of two sisters. There is the beautiful, fastidious Lucinda, and the tricky and tenacious Norma Joyce, at first a strange, self-possessed child, later a woman who learns something of self-forgiveness and of the redemptive nature of art. Their rivalry sets the stage for all that follows in a narrative spanning over thirty years, beginning in Saskatchewan and moving, in the decades following the war, to Ottawa and New York City. Disarming, vividly told, unforgettable, this is a story about the mistakes we make that never go away, about how the things we want to keep vanish and the things we want to lose return to haunt us.",376,"['Fiction', 'Canada', 'Historical Fiction', 'Canadian Literature', 'Literary Fiction', 'Contemporary', 'Coming Of Age']",279 follower,188 review,26,52 (2%),181 (7%),706 (28%),"1,033 (41%)",495 (20%)
Batman: Year One,Frank Miller,4.24,"249,469 rating","January 1, 1988","A new edition of one of the most important and critically acclaimed Batman adventures ever, written by Frank Miller, author of The Dark Knight Returns!In 1986, Frank Miller and David Mazzucchelli produced this groundbreaking reinterpretation of the origin of Batman—who he is and how he came to be.Written shortly after The Dark Knight Returns, Miller's dystopian fable of Batman's final days, Year One set the stage for a new vision of a legendary character.This edition includes the complete graphic novel, a new introduction by writer Frank Miller and a new illustrated afterword by artist David Mazzucchelli. Completing this collection are over 40 pages of never-before-seen developmental material such as character and layout sketches, sample script pages, sketches and more that provide a glimpse into the making of this contemporary classic.This volume collects Batman #404–407.",144,"['Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book']","4,745 follower","4,207 review","1,394","6,729 (2%)","7,659 (3%)","31,414 (12%)","77,584 (31%)","126,083 (50%)"
The Old Man and Mr. Smith: A Fable,Peter Ustinov,3.94,807 rating,"January 1, 1990","An increasingly decrepit God and a merely ill-tempered Satan are reconciled and attempt a mission to Earth, where their misadventures point up the comedy and tragedy of modern life",368,"['Fiction', 'Humor', 'Fantasy', 'Roman', 'German Literature', 'British Literature', 'Novels']",47 follower,65 review,125,15 (1%),48 (5%),190 (23%),272 (33%),282 (34%)
Ka: Stories of the Mind and Gods of India,Roberto Calasso,4.14,948 rating,"September 1, 1996","With the same narrative fecundity and imaginative sympathy he brought to his acclaimed retelling of the Greek myths, Roberto Calasso plunges Western readers into the mind of ancient India. He begins with a mystery: Why is the most important god in the Rg Veda, the oldest of India's sacred texts, known by a secret name--""Ka,"" or Who?What ensues is not an explanation, but an unveiling. Here are the stories of the creation of mind and matter; of the origin of Death, of the first sexual union and the first parricide. We learn why Siva must carry his father's skull, why snakes have forked tongues, and why, as part of a certain sacrifice, the king's wife must copulate with a dead horse. A tour de force of scholarship and seduction, Ka is irresistible.",464,"['Mythology', 'India', 'Religion', 'Philosophy', 'Fiction', 'Spirituality', 'Hinduism']",435 follower,94 review,59,26 (2%),41 (4%),142 (14%),309 (32%),430 (45%)
The Cream of the Jest,James Branch Cabell,3.93,164 rating,"October 1, 1917","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.","PaperbackFirst published October 1, 1917","['Fantasy', 'Fiction', 'Speculative Fiction', 'Novels', 'Science Fiction Fantasy']",116 follower,14 review,278,5 (3%),8 (4%),31 (18%),69 (42%),51 (31%)
"The Struggle for Mastery in Europe, 1848-1918",A.J.P. Taylor,4.07,349 rating,"December 4, 1954","The fall of Metternich in the revolutions which swept Europe in 1848 heralded an era of unprecedented nationalism, which culminated in the collapse of the Habsburg, Romanov, and Hohenzollern dynasties at the of the First World War. In the intervening seventy years which are the subject of this book, the boundaries of Europe changed dramatically from those established at Vienna in 1815: Cavour championed the cause of Risorgimento in Italy; Bismarck brought about the unification of Germany; while the Great Powers scrambled for a place in the sun in Africa.In this, one of his most enduring works, A.J.P. Taylor shows how the changing balance of power determined the course of European history, during this, the last age when Europe was the centre of world history. Throughout, Taylor's narrative is so vivid that the book is as much a work of literature as a contribution to historical scholarship.",674,"['History', 'European History', 'Nonfiction', 'Politics', 'International Relations', 'World War I', '19th Century']",147 follower,30 review,109,2 (<1%),18 (5%),65 (18%),131 (37%),133 (38%)
When Memory Dies,Ambalavaner Sivanandan,4.24,221 rating,"696 pages, PaperbackPublished January 1, 1997",A powerful three-generational saga of a Sri Lankan family's search for coherence and continuity in a country broken by colonial occupation and riven by ethnic wars. Winner of the Sagittarius Prize. Shortlisted for the Commonwealth Writers' Prize,696,"['Fiction', 'Historical Fiction', 'India', 'Literature']",28 follower,32 review,17,2 (<1%),10 (4%),31 (14%),67 (30%),111 (50%)
The Monk Who Sold His Ferrari,Robin S. Sharma,3.89,"158,580 rating","January 1, 1996","WISDOM TO CREATE A LIFE OF PASSION, PURPOSE, AND PEACE. This inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance, and joy. A wonderfully crafted fable, The Monk Who Sold His Ferrari tells the extraordinary story of Julian Mantle, a lawyer forced to confront the spiritual crisis of his out-of-balance life. On a life-changing odyssey to an ancient culture, he discovers powerful, wise, and practical lessons that teach us to:— Develop joyful thoughts— Follow our life's mission and calling— Cultivate self-discipline and act courageously— Value time as our most important commodity— Nourish our relationships, and— live fully, one day at a time",198,"['Self Help', 'Nonfiction', 'Philosophy', 'Spirituality', 'Personal Development', 'Psychology', 'Inspirational']","6,100 follower","9,936 review",278,"5,933 (3%)","11,686 (7%)","32,590 (20%)","52,042 (32%)","56,329 (35%)"
Dina's Book,Herbjørg Wassmo,4.07,"4,102 rating","January 1, 1989","On the scale of Gone with the Wind and War and Peace, this grand, sweeping epic will enthrall readers just as Dina bewitches everyone she meets. Set in Norway in the mid-nineteenth century, Dina's Book presents an extraordinary heroine. Beautiful, eccentric, and tempestuous, Dina carries a terrible at the age of five she accidentally causes her mother's death. Blamed by her father and banished to a farm, she grows up untamed and untaught. Nobody leads the child through her grief, and the accident remains a gruesome riddle of death. Her guilt becomes her her unforgiving mother haunts her every day. After several years of exile, and at the insistence of the local pastor, her father takes Dina back. By now she has become like a wolf cub. Her father has remarried, to a younger woman whom she detests, and a strict discipline begins. A tutor is brought in; coarse language is replaced by polite conversation, climbing to the top of the trees by music. But the efforts have little effect. Private and closely guarded, Dina nonetheless is able to manipulate those around her, while her unconventional behavior and erotic power both enchant and ensnare. At sixteen Dina is married off to wealthy fifty-year-old landowner Jacob, a friend of her father who has fallen completely under her spell. Jacob dies under mysterious circumstances, and Dina becomes mute. When finally she emerges from her trauma, she runs Jacob's estate with an iron hand. But still Dina wrestles with her two unappeased Jacob and her mother. Until one day a mysterious stranger, the Russian wanderer Leo, enters her life and changes it forever.",527,"['Fiction', 'Historical Fiction', 'Historical', 'Romance', 'Scandinavian Literature', 'Classics', 'Roman']",271 follower,201 review,37,69 (1%),197 (4%),727 (17%),"1,503 (36%)","1,606 (39%)"
Tales of the Klondyke,Jack London,3.61,241 rating,"January 1, 1901","Contents:- The God of His Fathers- The Great Interrogation Which Make Men Remember- Siwash- The Man with the Gash- Jan, the Unrepentant- Grit of Women- Where the Trail Forks- A Daughter of the Aurora- At the Rainbow's End- The Scorn of Women",132,"['Short Stories', 'Fiction', 'Adventure', 'Classics', 'American', 'Canada', 'Westerns']","6,795 follower",15 review,"6,588",7 (2%),29 (12%),71 (29%),79 (32%),55 (22%)
Shiloh,Shelby Foote,4.11,"5,306 rating","January 1, 1952","In the novel Shiloh, historian and Civil War expert Shelby Foote delivers a spare, unflinching account of the battle of Shiloh, which was fought over the course of two days in April 1862. By mirroring the troops' movements through the woods of Tennessee with the activity of each soldier's mind, Foote offers the reader a broad perspective of the battle and a detailed view of the issues behind it. The battle becomes tangible as Foote interweaves the observations of Union and Confederate officers, simple foot soldiers, brave men, and cowards and describes the roar of the muskets and the haze of the gun smoke. The author's vivid storytelling creates a rich chronicle of a pivotal battle in American history.",226,"['Historical Fiction', 'Civil War', 'Fiction', 'American Civil War', 'War', 'American History', 'Military Fiction']",602 follower,298 review,129,46 (<1%),154 (2%),985 (18%),"2,121 (39%)","2,000 (37%)"
Theophilus North,Thornton Wilder,4.03,"1,100 rating","January 1, 1973","Marking the thirtieth anniversary of Theophilus North, this beautiful new edition features Wilder's unpublished notes for the novel and other illuminating documentary material, all of which is included in a new Afterword by Tappan Wilder. The last of Wilder's works published during his lifetime, this novel is part autobiographical and part the imagined adventure of his twin brother who died at birth. Setting out to see the world in the summer of 1926, Theophilus North gets as far as Newport, Rhode Island, before his car breaks down. To support himself, Theophilus takes jobs in the elegant mansions along Ocean Drive, just as Wilder himself did in the same decade. Soon the young man finds himself playing the roles of tutor, spy, confidant, lover, friend, and enemy as he becomes entangled in the intrigues of both upstairs and downstairs in a glittering society dominated by leisure. Narrated by the elderly North from a distance of fifty years, Theophilus North is a fascinating commentary on youth and education from the vantage point of age, and deftly displays Wilder's trademark wit juxtaposed with his lively and timeless ruminations on what really matters about life, love, and work at the end of the day -- even after a visit to Newport.",351,"['Fiction', 'Historical Fiction', 'Classics', 'American', '20th Century', 'Novels', 'Literature']",435 follower,127 review,213,16 (1%),52 (4%),214 (19%),414 (37%),404 (36%)
A Book Dragon,Donn Kushner,4.05,286 rating,"January 1, 1987","Nonesuch, the last in a line of dragons, uses his unique ability to change in size to survive for six centuries, during which time he observes such different humans as a medieval monk, an eighteenth-century London chemist, and a modern American bookseller.Nonesuch, the last of a family of dragons, survives six centuries, including visits to plague-stricken London and a modern bookstore, without being discovered",198,"['Fantasy', 'Dragons', 'Fiction', 'Young Adult', 'Middle Grade', 'Historical Fiction', 'Childrens']",2 follower,50 review,10,8 (2%),17 (5%),49 (17%),90 (31%),122 (42%)
Silent Night,R.L. Stine,3.69,"4,522 rating","November 1, 1991","Welcome to Fear Street.Don’t listen to the stories they tell you about Fear Street. Wouldn’t you rather explore it yourself…and see if its dark terrors and unexplained mysteries are true? You’re not afraid, are you?Don’t open that present!If only Reva Dalby had listened to that warning.But beautiful, cold Reva won’t listen to anyone. Reva thinks she can have whatever—and whoever—she wants. After all, her daddy owns Dalby Department Stores.Now, someone has some surprises instore for her. Robbery? Terror? Even murder? Someone wants to treat Reva to a holiday she’ll never forget.Holiday cheer quickly turns to holiday chills for Reva. Someone is stalking her, someone is trying to get to her.Her money can’t help her. No one can.After all, who can you turn to when murder comes gift-wrapped?",216,"['Horror', 'Young Adult', 'Christmas', 'Fiction', 'Childrens', 'Thriller', 'Mystery']",16.7k follower,268 review,"1,674",81 (1%),369 (8%),"1,592 (35%)","1,301 (28%)","1,179 (26%)"
Grand Canyon: A Trail Through Time,Linda Vieira,3.85,27 rating,"November 1, 1997","Visited by millions of people every year, the Grand Canyon is one of the Seven Natural Wonders of the World. It is also a multi-story home to all kinds of animals and plants. The award-winning team of The Ever-Living Tree brings to life the awesome story of one of our country's greatest national treasures, with breathtaking illustrations and illuminating prose.",32,"['Geography', 'Picture Books', 'Geography', 'Picture Books', 'Geography', 'Picture Books']",5 book,5 review,5,0 (0%),2 (7%),8 (29%),9 (33%),8 (29%)
Patience dans l'azur,Hubert Reeves,4.31,348 rating,"January 1, 1981","Paul Valéry, étendu sur le sable chaud d’une lagune, regarde le ciel. Dans son champ de vision, des palmiers se balancent mollement, mûrissant leurs fruits. Il est à l’écoute du temps qui sourdement fait son œuvre. Cette écoute, on peut l’appliquer à l’univers. Au fil du temps se déroule la gestation cosmique. À chaque seconde, l’univers prépare quelque chose. Il monte lentement les marches de la complexité. » H.R.Quand Hubert Reeves rencontre Paul Valéry, et l’astrophysique la poésie, la vulgarisation des sciences s’enrichit d’un grand classique qui, en un quart de siècle, n’a pas pris une ride.",324,"['Science', 'Nonfiction', 'Astronomy', 'Physics', 'Popular Science', 'Contemporary', 'Space']",142 follower,23 review,136,2 (<1%),4 (1%),47 (13%),126 (36%),169 (48%)
