title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Mornings on Horseback,David McCullough,4.09,"32,909 rating","January 1, 1981","Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt is the brilliant biography of the young Theodore Roosevelt. Hailed as a masterpiece by Newsday, it also won the Los Angeles Times Book Prize for Biography. Now with a new introduction by the author, Mornings on Horseback is reprinted as a Simon & Schuster Classic Edition.  Mornings on Horseback is about the world of the young Theodore Roosevelt. It is the story of a remarkable little boy, seriously handicapped by recurrent and nearly fatal attacks of asthma, and his struggle to manhood: an amazing metamorphosis seen in the context of the very uncommon household (and rarefied social world) in which he was raised.  His father is the first Theodore Roosevelt, ""Greatheart,"" a figure of unbounded energy, enormously attractive and selfless, a god in the eyes of his small, frail namesake. His mother, Mittie Bulloch Roosevelt, is a Southerner and celebrated beauty, but also considerably more, which the book makes clear as never before. There are sisters Anna and Corinne, brother Elliott (who becomes the father of Eleanor Roosevelt), and the lovely, tragic Alice Lee, Teddy Roosevelt's first love. And while such disparate figures as Abraham Lincoln, Mrs. John Jacob Astor, and Senator Roscoe Conkling play a part, it is this diverse and intensely human assemblage of Roosevelts, all brought to vivid life, which gives the book its remarkable power.  The book spans seventeen years � from 1869 when little ""Teedie"" is ten, to 1886 when, as a hardened ""real life cowboy,"" he returns from the West to pick up the pieces of a shattered life and begin anew, a grown man, whole in body and spirit. The story does for Teddy Roosevelt what Sunrise at Campobello did for FDR � reveals the inner man through his battle against dreadful odds.  Like David McCullough's The Great Bridge, also set in New York, this is at once an enthralling story, with all the elements of a great novel, and a penetrating character study. It is brilliant social history and a work of important scholarship, which does away with several old myths and breaks entirely new ground. For the first time, for example, Roosevelt's asthma is examined closely, drawing on information gleaned from private Roosevelt family papers and in light of present-day knowledge of the disease and its psychosomatic aspects.  At heart it is a book about life intensely lived...about family love and family loyalty...about courtship and childbirth and death, fathers and sons...about winter on the Nile in the grand manner and Harvard College...about gutter politics in washrooms and the tumultuous Republican Convention of 1884...about grizzly bears, grief and courage, and ""blessed"" mornings on horseback at Oyster Bay or beneath the limitless skies of the Badlands. ""Black care rarely sits behind a rider whose pace is fast enough,"" Roosevelt once wrote. It is the key to his life and to much that is so memorable in this magnificent book.",445,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Biography Memoir', 'Politics']",10k follower,"1,737 review",99,930 (2%),"1,340 (4%)","5,208 (15%)","11,760 (35%)","13,671 (41%)"
Fred & Edie,Jill Dawson,3.64,462 rating,"January 1, 2000","In the winter of 1922 Edith Thompson and her younger lover, Freddy Bywaters, were found guilty of murdering Percy Thompson, Edith's boorish husband. The two lovers were executed in a whirl of publicity in 1923. The case caused a sensation, a crime of passion that gripped the nation's imagination and became the raw material for Jill Dawson's sensual and captivating novel Fred and Edie, a fictional account of the lovers' romance and their subsequent trial, predominantly told through Edie's imaginary letters addressed to her lover, ""Darlint Freddie"". This is a remarkable novel, that brilliantly evokes the suburban world of 1920s London (T.S. Eliot's The Waste Land, published the same year as the trial, runs like a leitmotif throughout the novel). Edie, viewed from the public gallery as ""silly, vain"" is a superb literary creation--sensual, intelligent, articulate and liberated, bitterly denouncing in her letters to Freddy a world that denies ""that our love might be a real love, on a par with other great loves. That just because you are from Norwood and work as a ship's laundry man and I grew up in Stamford Hill and read a certain kind of novel, we are not capable of true emotions, of having feelings and experiences that matter"".Dawson's novel gradually reveals that Edie's ""crime"" is actually her articulate, contradictory and assertive femininity. ""I am not all sweetness and light"" she insists, but it is her independent behaviour that ultimately stands trial, as Freddy becomes an increasingly enigmatic and questionable figure on the margins of the novel. Elegantly written and carefully researched, Fred and Edie is as passionate and assured as the tragic heroine it portrays. --Jerry Brotton",276,"['Historical Fiction', 'Fiction', 'Crime', 'Historical', 'British Literature', 'True Crime', 'Literary Fiction']",93 follower,53 review,36,14 (3%),42 (9%),131 (28%),185 (40%),90 (19%)
White Queen,Gwyneth Jones,3.31,230 rating,"October 1, 1991","Johnny Guglioli used to be a journalist, but his QV virus has rendered him an outcast. In exile from his native America, he encounters an enigmatic young woman. He is convinced she is an alien, and that she is part of a small force sent to reconnoitre Earth.",312,"['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Aliens']",104 follower,26 review,141,14 (6%),47 (20%),63 (27%),65 (28%),41 (17%)
The Hopkins Manuscript,R.C. Sherriff,4.11,"1,232 rating","January 1, 1939","Recently there was a revival of one of the greatest of C20th stage plays, Journey's End (1929). It was wonderfully acted and produced, prompting us to search out the author's other work. R C Sherriff (1896-1975) had served in WW1; when he returned to his job as an insurance clerk he wrote plays for his local amateur dramatic club and, eventually, Journey's End, based on his letters home from the Front. During the 1930s he worked in Hollywood, writing screenplays for films such as Goodbye Mr Chips (1933) and The Four Feathers (1938); meanwhile he wrote novels, including A Fortnight in September (1931), which Persephone Books will publish in 2006, and a 1939 catastrophe novel 'written' by 'Edgar Hopkins'.I n The Hopkins Manuscript we watch through his eyes as the moon veers off course, draws slowly closer to the earth, and finally crashes into it on May 3rd 1946. Because it falls into the Atlantic much of humanity survives – only to generate new disasters. But this is not science fiction in the mode of H G Wells's The War of the Worlds; it is a novel about human nature.The 'manuscript' was named after its 'author', a retired Hampshire schoolmaster whose greatest interest in life is his Bantam hens; rather self-important and lacking much sense of humour, Edgar Hopkins nevertheless emerges as an increasingly sympathetic and credible character, the ordinary man with whom we very much identify as Sherriff describes the small Hampshire village trying to prepare itself in its last days. In Journey's End he evoked the trench experience as he had lived it; in The Hopkins Manuscript he describes the catastrophe as he might have lived it.But the book is also a superbly written novel in its own right, one which we are sure readers will find as unforgettable as any of Persephone Books' other titles. We defy anyone not to be overwhelmed by the scene when the villagers staunchly play a last game of cricket by the light of the moon that 'hung like a great amber, pock-marked lamp above a billiard-table, so vast and enveloping that the little white-clad cricketers moved without shadows to their appointed places on the field.'So how did 'the destruction of the Western civilisation' happen?  In 1945 (and there is a wonderful irony that, writing in 1939, Sherriff anticipated that our civilisation might be destroyed then) scientists discovered, during an eclipse of the sun, that the moon was twelve seconds late in its arrival and had drawn nearer to the earth by 3,583 miles; subsequent observations showed that it was continuing to approach at a speed increasing steadily by eight miles a day. Disaster had become inevitable.R C Sherriff made the scientific aspect of The Hopkins Manuscript strangely plausible even though, as Michael Moorcock writes in his Preface, 'he did not believe that there was any immediate likelihood of the moon crashing into the Earth.  We write such books not because we are convinced that they describe the future, but because we hope they do not.' Nonetheless, Sherriff's writing is so convincing that we have added a scientific explanation of the events in the book; this was written by the Big Bang scientist George Gamow for a 1963 US reprint.The reason The Hopkins Manuscript was reprinted then was because of the near-catastrophe of the Cuban Missile Crisis the year before; the previous reprint had been in 1958, at the height of the world's desperate anxieties about the H-Bomb; and the original publication was in the spring of 1939 when many believed that, once war was declared, Hitler would destroy civilisation as they knew it. And the 2005 reprint? The largest threat facing mankind today is global warming. The Hopkins manuscript can be read as a gripping and extremely interesting novel in its own right; but also as a parable of the possibly catastrophic effects of climate change.",440,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Post Apocalyptic', 'British Literature', 'Science Fiction Fantasy', 'Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Post Apocalyptic', 'British Literature', 'Science Fiction Fantasy', 'Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Post Apocalyptic', 'British Literature', 'Science Fiction Fantasy', 'Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Post Apocalyptic', 'British Literature', 'Science Fiction Fantasy', 'Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Post Apocalyptic', 'British Literature', 'Science Fiction Fantasy']",130 follower,223 review,26,13 (1%),33 (2%),221 (17%),501 (40%),464 (37%)
The Ninth Wave,Eugene Burdick,4.04,80 rating,"January 1, 1956","A political novel which opens with protagonist surfing and waiting to catch a Big One, a ""9th wave"" generally the largest in a wave sequence, and if possible , a NINTH ninth wave, etc. This concept of the gathering propitious moment becomes a conscious often reflected-upon metaphor throughout the story.",332,['Fiction'],24 follower,13 review,33,0 (0%),6 (7%),16 (20%),27 (33%),31 (38%)
If the Stars Are Gods,Gregory Benford,3.45,238 rating,"March 1, 1974","Man searched a long time for alien life, until finally it found him. The aliens put their ship into orbit around the moon, peacably ignoring frantic human excitement, and asked to see someone who knew the stars. Earth sent Bradley Reynolds, 52, officially retired, a man who knew the stars as well as any man could. But the aliens wanted more than Reynolds could give. They wanted to know whether the sun loves us.For Bradley Reynolds, it was the beginning of a life-long quest for alien intelligence, for beings who could speak to him with that wonderful Otherness. On Mars, on Jupiter, on Titan he would find hints of what he sought, and what he would find in the end was a tranformation so glorious as to be far beyond his capacity to dream.",251,"['Science Fiction', 'Fiction', 'Aliens', 'Novels', 'Speculative Fiction', 'Science Fiction Fantasy']",571 follower,15 review,554,7 (2%),25 (10%),100 (42%),67 (28%),39 (16%)
التفكير العلمي,فؤاد زكريا,3.86,"1,355 rating","March 1, 1977",ليس التفكير العلمى هو تفكير العلماء بالضرورة. فالعالِم يفكر فى مشكلة متخصصة، هى فى أغلب الأحيان منتمية إلى مجال لا يستطيع غير المتخصص أن يخوضه، بل قد لا يعرف فى بعض الحالات أنه موجود أصلًا.أما التفكير العلمى الذى يقصده الكاتب فلا ينصب على مشكلة متخصصة بعينها، أو حتى على مجموعة المشكلات المحددة التى يحددها العلماء.بل إن ما يود الكاتب التحدث عنه هو التفكير المنظم، الذى يمكن أن نستخدمه فى حياتنا اليومية و فى علاقاتنا مع الناس.,206,"['Science', 'Philosophy', 'Nonfiction', 'Classics', 'Cultural']",668 follower,193 review,59,44 (3%),82 (6%),311 (22%),505 (37%),413 (30%)
Freaky Friday,Mary Rodgers,3.69,"8,636 rating","May 2, 1972","Annabel thinks her mom has the best life. If she were a grown-up, she could do whatever she wanted! Then one morning she wakes up to find she's turned into her mother… and she soon discovers it's not as easy as it looks!",154,"['Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Middle Grade', 'Humor', 'Classics']",61 follower,442 review,32,206 (2%),802 (9%),"2,789 (32%)","2,544 (29%)","2,295 (26%)"
The Lust Lizard of Melancholy Cove,Christopher Moore,3.87,"34,915 rating","April 1, 1999","The town psychiatrist has decided to switch everybody in Pine Cove, California, from their normal antidepressants to placebos, so naturally—well, to be accurate, artificially—business is booming at the local blues bar. Trouble is, those lonely slide-guitar notes have also attracted a colossal sea beast named Steve with, shall we say, a thing for explosive oil tanker trucks. Suddenly, morose Pine Cove turns libidinous and is hit by a mysterious crime wave, and a beleaguered constable has to fight off his own gonzo appetites to find out what's wrong and what, if anything, to do about it.",304,"['Humor', 'Fiction', 'Fantasy', 'Comedy', 'Urban Fantasy', 'Paranormal', 'Audiobook']",90.4k follower,"1,522 review",94,366 (1%),"1,741 (4%)","9,432 (27%)","13,756 (39%)","9,620 (27%)"
The Key,Lynsay Sands,4.02,"3,524 rating","January 1, 1999","Iliana Wildwood would do anything to escape from the depraved baron who sought her lands - including marrying a barbarian. Fleeing the highlands, Iliana was wedded to Duncan, laird to Dunbar Castle. Certainly, there was something about the virile warrior that made her weak in the knees - but something stank in the state of Scotland, and Iliana would not trust anyone until she'd discovered the source.Determined therefore to resist her handsome husband, Iliana found a way to keep her secrets safe. Employing a belt of chastity, the spirited beauty managed to thwart the thane's advances. But then her husband changed his tactics and began a sensual assault that sent her intentions up in smoke. And as the air cleared, Iliana found it had been her heart she had locked away, and that this stubborn Scot had finally found...",313,"['Historical Romance', 'Romance', 'Historical', 'Medieval', 'Medieval Romance', 'Historical Fiction', 'Scotland']",11.6k follower,184 review,123,50 (1%),167 (4%),740 (20%),"1,274 (36%)","1,293 (36%)"
"City of Darkness, City of Light",Marge Piercy,3.94,"1,283 rating","January 1, 1996","In her most splendid, thought-provoking novel yet, Marge Piercy brings to vibrant life three women who play prominent roles in the tumultuous, bloody French Revolution--as well as their more famous male counterparts. Defiantly independent Claire Lacombe tests her theory: if men can make things happen, perhaps women can too. . . . Manon Philipon finds she has a talent for politics--albeit as the ghostwriter of her husband's speeches. . . . And Pauline Léon knows one thing for certain: the women must apply the pressure or their male colleagues will let them starve. While illuminating the lives of Robespierre, Danton, and Condorcet, Piercy also opens to us the minds and hearts of women who change their world, live their ideals--and are prepared to die for them.",479,"['Historical Fiction', 'Fiction', 'France', 'French Revolution', 'Historical', 'Novels', 'Literary Fiction']",855 follower,126 review,103,21 (1%),84 (6%),270 (21%),484 (37%),424 (33%)
VILD-Hussen,Lars Molin,3.33,9 rating,"January 1, 1973",,212,[],16 book,0 review,16,0 (0%),1 (11%),5 (55%),2 (22%),1 (11%)
Love Poems,Anne Sexton,4.09,"2,067 rating","January 1, 1969",Twenty-five poems celebrating the sensual frontiers of Sexton's life.,80,"['Poetry', 'Love', 'American', 'Classics', 'Romance', '20th Century', 'Female Authors', 'Poetry', 'Love', 'American', 'Classics', 'Romance', '20th Century', 'Female Authors', 'Poetry', 'Love', 'American', 'Classics', 'Romance', '20th Century', 'Female Authors']","2,237 follower",172 review,149,27 (1%),78 (3%),401 (19%),743 (35%),818 (39%)
The Art of War in the Western World,Archer Jones,3.98,169 rating,"January 1, 1987","The magnum opus of one of America's most respected military historians, The Art of War in the Western World has earned its place as the standard work on how the three major operational components of war--tactics, logistics, and strategy--have evolved and changed over time. This monumental work encompasses 2,500 years of military history, from infantry combat in ancient Greece through the dissolution of the Roman Empire to the Thirty Years' War and from the Napoleonic campaigns through World War II, which Jones sees as the culmination of modern warfare, to the Israeli-Egyptian War of 1973. ",768,"['History', 'Military History', 'Military Fiction', 'Nonfiction', 'War', 'European History', 'World War I']",5 follower,10 review,11,1 (<1%),9 (5%),40 (23%),62 (36%),57 (33%)
Dances with Wolves,Michael Blake,4.23,"27,271 rating","January 1, 1988","Ordered to hold an abandoned army post, John Dunbar found himself alone, beyond the edge of civilization. Thievery and survival soon forced him into the Indian camp, where he began a dangerous adventure that changed his life forever. Relive the adventure and beauty of the incredible movie, Dances with Wolves.",304,"['Historical Fiction', 'Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Media Tie In']",132 follower,816 review,90,311 (1%),831 (3%),"4,171 (15%)","8,967 (32%)","12,991 (47%)"
The Big Fisherman,Lloyd C. Douglas,4.09,"1,883 rating","January 1, 1936",A story of Simon Peter,459,"['Historical Fiction', 'Fiction', 'Christian', 'Christian Fiction', 'Classics', 'Religion', 'Biblical Fiction']",441 follower,139 review,174,22 (1%),72 (3%),361 (19%),689 (36%),739 (39%)
Imagining Argentina,Lawrence Thornton,4.03,"1,327 rating","August 18, 1987","“Remarkable . . . deeply  inventive . . . Thorton has imagined Argentina truly; his  inspired fable troubles and feeds our own intriguing imagining.”— Los Angeles TimesImagining Argentina is set in the dark days of the late 1970's, when thousands of Argentineans disappeared without a trace into the general's prison cells and torture chambers. When Carlos Ruweda's wife is suddenly taken from him, he discovers a magical In waking dreams, he had clear visions of the fates of “the disappeared.” But he cannot “imagine” what has happened to his own wife. Driven to near madness, his mind cannot be taken imagination, stories, and the mystical secrets of the human spirit.Praise for Imagining Argentina“A harrowing, brilliant  novel.” — The New Yorker“A  powerful new novel . . . Thorton seems to have wedded  his study of such writers as Borges and Marquez with thy his own instinctive gift for metaphor, and  in doing so, created his own brand of magical realism”— The New York Times“ Imagining Argentina  is a slim volume filled with beautiful writing. It is an exciting adventure story. It is a haunting love story. And it is a story for all  time.” — Detroit Free Press“The writing is crystalline, the  metaphors compelling . . . Its central theme is universal.” — The Philadelphia Inquirer“In a time when much North American fiction is contained by crabbed realism, Thorton takes for his material one of the bleaker recent instances of human cruelty, sees in it the enduring nobility of the human spirit and imagines a book that celebrates that spirit.” — The Washington Post Book World “A powerful first  novel and a manifesto for the memorializing power of literature.” — The New York Times Book Review“A  profoundly hopeful book.” — The Cleveland Plain Dealer",214,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Novels', 'School', 'Literature', 'Literary Fiction']",12 follower,165 review,15,17 (1%),71 (5%),258 (19%),495 (37%),486 (36%)
Act of Passion,Georges Simenon,3.88,"1,387 rating","January 1, 1946","     For forty years Charles Alavoine has sleepwalked through his life. Growing up as a good boy in the grip of a domineering mother, he trains as a doctor, marries, opens a medical practice in a quiet country town, and settles into an existence of impeccable bourgeois conformity. And yet at unguarded moments this model family man is haunted by a sense of emptiness and futility.     Then, one night, laden with Christmas presents, he meets Martine. It is time for the sleeper to awake.",216,"['Fiction', 'France', 'Crime', 'Mystery', 'Classics', 'Belgium', 'Literature', 'Fiction', 'France', 'Crime', 'Mystery', 'Classics', 'Belgium', 'Literature', 'Fiction', 'France', 'Crime', 'Mystery', 'Classics', 'Belgium', 'Literature', 'Fiction', 'France', 'Crime', 'Mystery', 'Classics', 'Belgium', 'Literature', 'Fiction', 'France', 'Crime', 'Mystery', 'Classics', 'Belgium', 'Literature']","1,870 follower",191 review,"2,368",17 (1%),76 (5%),344 (24%),575 (41%),375 (27%)
Hidden Journey: A Spiritual Awakening,Andrew Harvey,3.79,100 rating,"January 1, 1991","At 25, Andrew Harvey abandoned a brilliant career at Oxford to return to his native India. A rationalist atheist, he raised every possible argument against the existence of another reality and watched each dissolve in the face of extraordinary mystical experiences. Here is the story of his spiritual transformation.",272,"['Spirituality', 'Biography', 'India', 'Nonfiction', 'Memoir', 'Travel', 'Religion']",84 follower,11 review,173,4 (4%),7 (7%),31 (31%),22 (22%),36 (36%)
1914 and Other Poems,Rupert Brooke,3.89,220 rating,"January 1, 1915",The poetry of one of World War I's great poets. Includes some of Brooke's earlier poetry.,33,"['Poetry', 'Classics', 'World War I', 'War', 'British Literature', 'Fiction']",104 follower,19 review,209,3 (1%),17 (7%),57 (25%),67 (30%),76 (34%)
Fantasia: An Algerian Cavalcade,Assia Djebar,3.67,"1,203 rating","January 1, 1985","In this stunning novel, Assia Djebar intertwines the history of her native Algeria with episodes from the life of a young girl in a story stretching from the French conquest in 1830 to the War of Liberation of the 1950s. The girl, growing up in the old Roman coastal town of Cherchel, sees her life in contrast to that of a neighboring French family, and yearns for more than law and tradition allow her to experience. Headstrong and passionate, she escapes from the cloistered life of her family to join her brother in the maquis' fight against French domination. Djebar's exceptional descriptive powers bring to life the experiences of girls and women caught up in the dual struggle for independence--both their own and Algeria's.",227,"['Algeria', 'Fiction', 'Africa', 'France', 'Historical Fiction', 'Literature', 'African Literature', 'Algeria', 'Fiction', 'Africa', 'France', 'Historical Fiction', 'Literature', 'African Literature', 'Algeria', 'Fiction', 'Africa', 'France', 'Historical Fiction', 'Literature', 'African Literature']",338 follower,117 review,51,40 (3%),136 (11%),335 (27%),368 (30%),324 (26%)
Ασκητική,Nikos Kazantzakis,4.08,"5,063 rating","January 1, 1927","«Να πεθαίνεις κάθε μέρα.Να γεννιέσαι κάθε μέρα.Ν' αρνιέσαι ό,τι έχεις κάθε μέρα.Η ανώτατη αρετή δεν είναι να΄σαι ελεύθερος παρά να μάχεσαι για την ελευθερία.»Το καλοκαίρι του 1922 στη Bιέννη, ο Καζαντζάκης ξεκινά τη σύνθεση της Ασκητικής. Το έργο τελειώνει στο Bερολίνο περί τις αρχές του 1923. Στη μορφή αυτή δημοσιεύεται στο περιοδικό Αναγέννηση του Δημ. Γληνού. Το 1928, ο συγγραφέας επεξεργάζεται εκ νέου το κείμενο και προσθέτει ένα τελευταίο κεφάλαιο με τίτλο «Σιγή».Ακολούθησαν κι άλλες επεξεργασίες μέχρι το 1944, οπότε γράφει στον Πρεβελάκη ότι τη θεωρεί πλέον οριστικά διορθωμένη. Το έργο προκάλεσε αρκετές αρνητικές αντιδράσεις και ζητήθηκε η δίωξη του Καζαντζάκη για αθεϊσμό. Η δίκη ορίστηκε για τις 10 Ιουνίου 1930, αλλά δεν έγινε ποτέ.«Δεν ελπίζω τίποτα, δε φοβούµαι τίποτα, είµαι λεύτερος.»",98,"['Philosophy', 'Nonfiction', 'Classics', 'Literature', 'Spirituality', 'Religion', 'Poetry', 'Philosophy', 'Nonfiction', 'Classics', 'Literature', 'Spirituality', 'Religion', 'Poetry', 'Philosophy', 'Nonfiction', 'Classics', 'Literature', 'Spirituality', 'Religion', 'Poetry']","3,852 follower",678 review,193,117 (2%),296 (5%),897 (17%),"1,524 (30%)","2,229 (44%)"
