title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Silences,Tillie Olsen,4.21,564 rating,"January 1, 1978","First published in 1978, Silences single-handedly revolutionized the literary canon. In this classic work, now back in print, Olsen broke open the study of literature and discovered a lost continent-the writing of women and working-class people. From the excavated testimony of authors' letters and diaries we learn the many ways the creative spirit, especially in those disadvantaged by gender, class and race, can be silenced. Olsen recounts the torments of Melville, the crushing weight of criticism on Thomas Hardy, the shame that brought Willa Cather to a dead halt, and struggles of Virginia Woolf, Olsen's heroine and greatest exemplar of a writer who confronted the forces that would silence her. This 25th-anniversary edition includes Olsen's now infamous reading lists of forgotten authors and a new introduction and author preface.",316,42,116 follower,"['Feminism', 'Nonfiction', 'Writing', 'Essays', 'Literature', 'Literary Criticism', 'Womens']",88 review,247 (43%),207 (36%),92 (16%),16 (2%),2 (<1%)
Ronggeng Dukuh Paruk,Ahmad Tohari,4.23,"6,418 rating","January 1, 1982","Gabungan 3 buku seri Dukuh Paruk: Ronggeng Dukuh Paruk, Lintang Kemukus Dini Hari & Jantera Bianglala.Semangat Dukuh Paruk kembali menggeliat sejak Srintil dinobatkan menjadi ronggeng baru, menggantikan ronggeng terakhir yang mati dua belas tahun yang lalu. Bagi pedukuhan yang kecil, miskin, terpencil dan bersahaja itu, ronggeng adalah perlambang. Tanpanya dukuh itu merasakah kehilangan jati diri.Dengan segera Srintil menjadi tokoh yang amat terkenal dan digandrungi. Cantik dan menggoda. Semua ingin pernah bersama ronggeng itu. Dari kaula biasa hingga pekabat-pejabat desa maupun kabupaten. Namun malapetaka politik tahun 1965 membuat dukuh tersebut hancur, baik secara fisik maupun mental. Karena kebodohannya, mereka terbawa arus dan divonis sebagai manusia-manusia yang telah mengguncangkan negara ini. Pedukuhan itu dibakar. Ronggeng berserta para penabuh calung ditahan.Hanya karena kecantikannya Srintil tidak diperlakukan semena-mena oleh para penguasa penjara itu. Namun pengalaman pahit sebagai tahanan politikmembuat Srintil sadar akan harkatnya sebagai manusia. Karena itulah setelah bebas, ia berniat memperbaiki citra dirinya. Ia tak ingin lagi melayani lelaki manapun. Ia ingin menjadi wanita somahan. Dan ketika Bajus muncul dalam hidupnya sepercik harapan muncul, harapan yang semakin lama semakin besar.",406,30,438 follower,"['Fiction', 'Indonesian Literature', 'Historical Fiction', 'Novels', 'Classics', 'Romance', 'Literature']",789 review,"2,889 (45%)","2,451 (38%)",839 (13%),170 (2%),69 (1%)
The Dream of Heroes,Adolfo Bioy Casares,3.89,"1,992 rating","January 1, 1954","At the end of carnival 1927, Emilio Gauna had an experience that he knew was the culmination of his life. The problem is that Gauna can only dimly remember what happened: he was out on the town with his raucous, reckless friends when a masked woman appeared. Several hours later, gasping and horrified, Gauna awoke at the edge of a lake. Three years later, he tries to solve the mystery the only way he knows: by re-creating the same situation and reliving it- despite the warnings of his secret protector, the Sorcerer.In The Dreams of Heroes, Adolfo Bioy Casares assembles magicians, prophetic and brave women, shamefully self-conscious men and Buenos Aires under the rubric of a sinister and mocking fate, and thrusts them forward into the dizzying realm of memory, doom and cyclical time. Written in 1954 and never before published in America, The Dream of Heroes stands as a predecessor of and model for a whole school of European and American novels that followed but never quite matched it.",212,220,743 follower,"['Fiction', 'Latin American', 'Fantasy', 'Magical Realism', 'Spanish Literature', 'Novels', 'Latin American Literature', 'Fiction', 'Latin American', 'Fantasy', 'Magical Realism', 'Spanish Literature', 'Novels', 'Latin American Literature', 'Fiction', 'Latin American', 'Fantasy', 'Magical Realism', 'Spanish Literature', 'Novels', 'Latin American Literature']",163 review,612 (30%),771 (38%),436 (21%),129 (6%),44 (2%)
The Walking Drum,Louis L'Amour,4.24,"9,250 rating","May 1, 1984","Louis L’Amour has been best known for his ability to capture the spirit and drama of the authentic American West. Now he guides his readers to an even more distant frontier—the enthralling lands of the twelfth century. Warrior, lover, and scholar, Kerbouchard is a daring seeker of knowledge and fortune bound on a journey of enormous challenge, danger, and revenge. Across Europe, over the Russian steppes, and through the Byzantine wonders of Constantinople, Kerbouchard is thrust into the treacheries, passions, violence, and dazzling wonders of a magnificent time. From castle to slave galley, from sword-racked battlefields to a princess’s secret chamber, and ultimately, to the impregnable fortress of the Valley of Assassins, The Walking Drum is a powerful adventure in an ancient world that you will find every bit as riveting as Louis L’Amour’s stories of the American West.",496,946,"2,914 follower","['Historical Fiction', 'Fiction', 'Westerns', 'Adventure', 'Historical', 'Classics', 'Fantasy']",841 review,"4,666 (50%)","2,739 (29%)","1,384 (14%)",345 (3%),116 (1%)
Et stort øde landskap,Kjell Askildsen,3.93,313 rating,"January 1, 1991","Disse sju novellene, som fungerer som løsrevne avsnitt av menneskeskjebner, handler om menneskenes ensomhet. Askildsen beskriver hverdagssituasjoner. Typisk for flere av hovedpersonene er at de reagerer kraftig, dels irrasjonelt på det trivielle livet, på språklige klisjeer, som om talemåter, med alt hva de innebærer av løgn og kamuflasje, vekker ubehagelige minner. Men det eneste alternativet de har til trivialitetene er desperasjon. Boka er innstilt til Nordisk Råds litteraturpris.",88,48,91 follower,"['Short Stories', 'Fiction']",39 review,80 (25%),149 (47%),68 (21%),14 (4%),2 (<1%)
"The Laws of Spirit: Simple, Powerful Truths for Making Life Work",Dan Millman,4.26,"1,531 rating","September 20, 1995","Explains twelve of the spiritual laws upon which all religions and moral systems are founded, laws that point the way to a life of harmony and insight",120,154,"1,102 follower","['Spirituality', 'Self Help', 'Philosophy', 'Personal Development', 'Nonfiction', 'Audiobook', 'Psychology']",108 review,760 (49%),492 (32%),217 (14%),43 (2%),19 (1%)
My Ishmael,Daniel Quinn,4.10,"10,082 rating","November 3, 1997","An extraordinary and startlingly original sequel to  Ishmael   “Enthralling, shocking, hope-filled, and utterly fearless, Daniel Quinn leads us deeper and deeper into the human heart, history, and spirit. In  My Ishmael , Quinn strikes out into entirely new territory, posing questions that will rock you on your heels, and providing tantalizing possibilities for a truly new world vision.”—Susan Chernak McElroy, author of  Animals as Teachers & HealersWhen Ishmael places an advertisement for pupils with “an earnest desire to save the world,” he does not expect a child to answer him.  But twelve-year-old Julie Gerchak is undaunted by Ishmael’s reluctance to teach someone so young, and convinces him to take her on as his next student.  Ishmael knows he can't apply the same strategies with Julie that he used with his first pupil, Alan Lomax—nor can he hope for the same outcome. But young Julie proves that she is ready to forge her own spiritual path and arrive at her own destination.  And when the time comes to choose a pupil to carry out his greatest mission yet, Ishmael makes a daring decision—a choice that just might change the world. Explore Daniel Quinn’s spiritual  Ishmael  trilogy: ISHMAEL • MY ISHMAEL • THE STORY OF B",293,46,"1,564 follower","['Fiction', 'Philosophy', 'Spirituality', 'Environment', 'Novels', 'Animals', 'Literature']",503 review,"4,189 (41%)","3,479 (34%)","1,791 (17%)",481 (4%),142 (1%)
Noddy Gets Into Trouble,Enid Blyton,3.96,228 rating,"December 1, 1954","Poor Noddy has landed himself in serious trouble. A mysterious bell wearer has been breaking into Miss Fluffy Cat's house and stealing her tarts and pies. Now all of Toyland think Noddy, the most famous bell jangler in town, is the culprit! With the help of his friend Tessie Bear, join Noddy as he sets out to uncover the real Toy Town burglar.",62,"5,916","5,786 follower","['Childrens', 'Picture Books', 'Fiction', 'Adventure', 'Childrens', 'Picture Books', 'Fiction', 'Adventure', 'Childrens', 'Picture Books', 'Fiction', 'Adventure']",17 review,85 (37%),70 (30%),56 (24%),13 (5%),4 (1%)
La vera storia dell'ultimo re socialista,Roy  Lewis,3.48,80 rating,"January 1, 1990","«E se le cose fossero andate in un altro modo? Se in un momento cruciale avessero preso un corso diverso?». Domande che qualsiasi persona ragionevole si pone ogni volta che tocca quella strana, impalpabile materia che si chiama Storia. Roy Lewis l’ha affrontata in questo romanzo con la stessa sottile verve, con la stessa illuminante disinvoltura con cui aveva trattato la preistoria in Il più grande uomo scimmia del Pleistocene, anche qui usando il gioco per dare evidenza e plasticità a pensieri che vanno lontano. Così ha voluto seguire una vena del possibile, immettendo, per così dire, in un supercomputer «la vittoria del socialismo, anziché quella del capitalismo, nella rivoluzione che travolse l’Europa del 1848». Dopo lunga elaborazione, il computer ha prodotto questo teorema in forma di romanzo. Osserviamo i fatti: anzitutto la regina Vittoria non regna per più di mezzo secolo, bensì deve abdicare nel 1849 davanti alla rivolta dei cartisti (i socialisti inglesi). Ma che avviene dopo? Si stabilisce un regime socialista (ma senza abolire la monarchia, perché siamo pur sempre in Inghilterra). Di un socialismo relativamente mite e bucolico, preoccupato soprattutto di garantire il lavoro a tutti e di mantenere l’uguaglianza. Il risultato è un lento disastro. Soprattutto perché socialismo e tecnologia non vanno insieme. La tecnologia, che è la vera rivoluzione, scompagina continuamente i rapporti sociali – e questo i bravi e un po’ tonti socialisti non riescono a sopportarlo. Si preparano così le basi per una rivoluzione che abbatta il sistema. Ma che accadrà se complice di questa rivoluzione diventa «l’ultimo re socialista»? Ce lo racconterà lui stesso, e non sarà facile dimenticare il personaggio di questo gentile, amabile sovrano, che avrebbe senz’altro preferito insegnare matematica in qualche oscura università, e si ritrova invece, spinto dalla forza delle cose, a guidare una controrivoluzione per rovesciare il proprio regime – quindi per esautorare se stesso. La vera storia dell’ultimo re socialista è apparso in Inghilterra nel 1990.",248,23,29 follower,"['Fiction', 'Historical Fiction', 'Fiction', 'Historical Fiction', 'Fiction', 'Historical Fiction']",8 review,12 (15%),28 (35%),27 (33%),12 (15%),1 (1%)
Recapitulation,Wallace Stegner,3.86,"1,451 rating","January 1, 1979","The moving sequel to the bestselling Big Rock Candy Mountain.Bruce Mason returns to Salt Lake City not for his aunt's funeral, but to encounter after forty-five years the place he fled in bitterness. A successful statesman and diplomat, Mason had buried his awkward and lonely childhood, sealed himself off from the thrills and torments of adolescence to become a figure who commanded international respect.But the realities of the present recede in the face of the ghosts of his past. As he makes the perfunctory arrangements for the funeral, we enter with him on an intensely personal and painful inner pilgrimage: we meet the father who darkened his childhood, the mother whose support was both redeeming and embarrassing, the friend who drew him into the respectable world of which he so craved to be a part, and the woman he nearly married. In this profoundly moving book Stegner has drawn an intimate portrait of a man understanding how his life has been shaped by experiences seemingly remote and inconsequential.",288,204,"1,717 follower","['Fiction', 'Literary Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Relationships', 'American Fiction']",166 review,355 (24%),647 (44%),355 (24%),77 (5%),17 (1%)
Before you're a stranger: New & selected poems,Raymond Fraser,5.00,2 rating,"January 1, 2000","Poems.About Raymond Fraser's ""Unfailingly interesting and impossible to put down once I started. The poems have wit and a perfectly authentic consistency — a subtle play against a constant background bass of despair or cosmic absurdity. Wonderful stuff!"" — LOUIS DUDEK (Poet & Critic)""I read the book from cover to cover; I found the verses so delightful I couldn’t put it down until I finished. The everyday subjects and events the poems deal with ring so true."" — T.C. TOMMY DOUGLAS (voted 'The Greatest Canadian')""Fraser notices so much, he responds with feeling and humor, and it's all so accessible to the reader. There isn't a poem in the book that isn't worth reading."" — ALAN PEARSON (Poet, 'Exploring Amazement')""Raymond Fraser happens to be one of the liveliest and most entertaining writers in the country.” — ALDEN NOWLAN (poet)",103,25,13 follower,[],0 review,2 (100%),0 (0%),0 (0%),0 (0%),0 (0%)
Elianto,Stefano Benni,4.05,"1,869 rating","January 1, 1996","Riusciranno i nostri intrepidi eroi a superare tutte le prove e trovare l'elisir che guarisca il giovane Elianto e gli faccia salvare la contea? Se si fugge di notte da Villa Bacilla sulle ali di una diavolessa sexy, sorvolando Tristalia, assieme a tre equipaggi che si spostano contemporaneamente, può accadere di visitare gli otto mondi alterei della mappa nootica. Capita così di conoscere la terra primordiale di Ermete Trismegisto, Protoplas; i mari incantati di Capitan Guepière a Posidon; i cinquanta casinò e i locali notturni di Bludus; Mnemonia con i suoi fuochi fatui e l'insidia dell'embambolia; Medium con le sue giornate di Beneficenza Ben-evidente. E poi è possibile incontrare Siperquater e Triperott a Neikos, o gli angeli cannibali nel deserto freddo di Yamserius. L'importante è fare in tempo a guarire il giovane Elianto, affetto dal Morbo Dolce, perché possa liberare le contee dal dominio del Grande Chiodo. C'è speranza di riuscire, assieme ai protagonisti (oltre a Elianto, Fido PassPass, Fuku Occhio di Tigre, Tigre Triste), a districarsi tra le mille prove e di attraversare gli infiniti mondi creati dalla fantasia di Stefano Benni?",313,100,695 follower,"['Fantasy', 'Fiction', 'Italian Literature', 'Humor', 'Italy', 'Novels', 'Contemporary']",75 review,719 (38%),660 (35%),372 (19%),100 (5%),18 (<1%)
Strength to Love,Martin Luther King Jr.,4.62,"3,816 rating","January 1, 1963",A collection of sermons by this martyred Black American leader which explains his convictions in terms of the conditions and problems of contemporary society.,160,355,"3,124 follower","['Nonfiction', 'Theology', 'Religion', 'History', 'Christianity', 'Philosophy', 'Christian']",456 review,"2,703 (70%)",848 (22%),207 (5%),40 (1%),18 (<1%)
The Solution,K.A. Applegate,4.07,"3,808 rating","January 1, 1998","David, the newest Animorph, is not what he appears. His need to control the other Animorphs and Ax is all he thinks about. And the things he does are starting to break up the group.Rachel and the others know that time is running out. The newest battle against the Yeerks is the most important one yet. And it's not one that will wait. Winning this fight could mean slowing down the invasion. But no one knows what to do with David. Because the newest Animorph is more than just a little problem. He's deadly. . . .",152,254,361 follower,"['Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens']",207 review,"1,573 (41%)","1,161 (30%)",857 (22%),186 (4%),31 (<1%)
The Invention of Curried Sausage,Uwe Timm,3.47,"3,401 rating","January 1, 1993","The Invention of Curried Sausage is an ingenious, revealing, and delightful novel about the invention of a popular German sidewalk food. Uwe Timm has heard claims that currywurst first appeared in Berlin in the 1950s, but he seems to recall having eaten it much earlier, as a boy in his native Hamburg, at a stand owned and operated by Lena Brücker. He decides to check it out. Although the discovery of curried sausage is eventually explained, it is its prehistory - about how Lena Brücker met, seduced and held captive a German deserter in Hamburg, in April, 1945, just before the war's end - that is the tastiest part. Timm draws gorgeous details from Lena's fine-grained recollections, and the pleasure these provide her and the reader supply the tale's real charm.",218,76,102 follower,"['Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'School', 'Contemporary', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'School', 'Contemporary', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'School', 'Contemporary', 'Classics']",307 review,556 (16%),"1,225 (36%)","1,040 (30%)",413 (12%),167 (4%)
The Fat Man in History,Peter Carey,3.86,"1,078 rating","January 1, 1974","If, in some post-Marxist utopia, obesity were declared counterrevolutionary, how would a houseful of fat men strike back?  If it were possible to win a new body by lottery, what kind of people would choose ugliness? If two gun-toting thugs decided to take over a business—and run it through sheer terror—how far would their methods take them? These are the questions that Peter Carey, author of The Tax Inspector and Oscar and Lucinda, brilliantly explores in this collection of stories. Exquisitely written and thoroughly envisioned, the tales in The Fat Man in History reach beyond their arresting premises to utter deep and often frightening truths about our brightest and darkest selves.",192,97,989 follower,"['Short Stories', 'Fiction', 'Australia', 'Fantasy', 'Novels', 'Anthologies', 'Science Fiction']",84 review,316 (29%),408 (37%),270 (25%),59 (5%),25 (2%)
El cuaderno gris: Un dietario,Josep Pla,4.19,634 rating,"January 1, 1965","Al abrir «El cuaderno gris»> es mucho lo que puede asombrar al lector: una conversación cazada al vuelo en un café; una sentencia (casi un aforismo) oída o pronunciada como por casualidad, capaz de condensar el sentimiento de toda una época; la sucinta y emotiva descripción de un paisaje; descarnados apuntes de crítica literaria; un afilado juicio político, hilvanado en medio de consideraciones sobre el tiempo, la higiene, la salud, las mujeres o la gastronomía. Todo esto y mucho más contiene el dietario que Josep Pla (nace en Palafrugell, 1897, muere en Llofriu, 1981) escribió entre marzo de 1918 y noviembre de 1919, siendo un joven estudiante de Derecho al que el cierre de la universidad, a causa de la Gran Guerra, obliga a interrumpir sus estudios en Barcelona y regresar a su pueblo natal, donde se entretiene, con constancia de grafómano, en escribir sus impresiones sobre el día a día en un cuaderno gris. Observador minucioso, Pla proyectará a posteriori sobre sus apuntes de juventud, laboriosamente reelaborados, toda una vida de corresponsal El cuaderno gris acaba justo antes de que el joven Pla parta hacia París, el primero de sus destinos en el extranjero, ya sea en Francia tras el fin de la guerra, en Roma durante el despunte del fascismo o en el Madrid de la Segunda República. Tras un período retirado de la vida pública, en los años cincuenta retoma los viajes por el mundo a instancias de Josep Vergés, histórico editor de Pla en Destino, quien también le convencerá para editar su obra completa, 46 volúmenes que se abrirán en 1966 precisamente con este libro. Traducido años después al castellano por Dionisio Ridruejo y su mujer, Gloria de Ros, «El cuaderno gris» llega hoy hasta nosotros revisado por Narcís Garolera, catedrático de Filología Catalana de la Universitat Pompeu Fabra, y vuelve, así, a lucir como lo concibió Pla: un libro de vida que es también valioso testimonio de una época y el mejor exponente de la obra de uno de los más grandes de la literatura catalana.",848,209,91 follower,"['Nonfiction', 'Spain', 'Memoir', 'History', 'Biography', 'Spanish Literature', 'Literature']",67 review,285 (44%),221 (34%),100 (15%),19 (2%),9 (1%)
Mistress,Amanda Quick,3.96,"9,392 rating","June 1, 1994","After a year of grand adventures touring the classical ruins of Italy and Greece, Iphiginia Bright returned to England to discover that the real excitement was at home. It seems that her Aunt Zoe has fallen victim to a sinister blackmailer and only Iphiginia can hope to stop the culprit before he can do more harm. Her plan is Imitating history's most legendary beauties--Cleopatra, Helen of Troy, Aphrodite--the former schoolmistress will remake herself, and descend upon London Society as the dazzling mistress of Marcus Valerius Cloud, the infamous Earl of Masters. Rumors hint that the Earl has disappeared at the blackmailer's hands, and by posing as his unknown mistress, Iphiginia is convinced she can ferret out the villain. Overnight, Iphiginia is transformed into a vision with a host of eager admirers, including one she does not expect -- the Earl of Masters himself, who strides into a shimmering ballroom one evening to cooly reclaim his ""mistress"". He is everything they say he is... arrogant, attractive, devastatingly seductive, and Iphiginia can't help but be enthralled. But when Marcus agrees to play along with her charade, she doesn't know that the determined earl has plans of his to tease and tempt her, until the beautiful deceiver becomes more than his mistress in name only.",384,117,"5,205 follower","['Romance', 'Historical Romance', 'Historical', 'Regency', 'Historical Fiction', 'Mystery', 'Fiction', 'Romance', 'Historical Romance', 'Historical', 'Regency', 'Historical Fiction', 'Mystery', 'Fiction', 'Romance', 'Historical Romance', 'Historical', 'Regency', 'Historical Fiction', 'Mystery', 'Fiction']",441 review,"3,062 (32%)","3,555 (37%)","2,247 (23%)",434 (4%),94 (1%)
O Menino Maluquinho,Ziraldo,4.25,"2,426 rating","January 1, 1980","Na grande obra infantil de Ziraldo, verso e desenho contam a história de um menino traquinas que aprontava muita confusão. Alegria da casa, liderava a garotada, era sabido e um amigão. Fazia versinhos, canções, inventava brincadeiras. Tirava dez em todas as matérias, mas era zero em comportamento. Menino maluquinho, diziam. Mas na verdade ele era um menino feliz.",107,268,70 follower,"['Childrens', 'Fiction', 'Brazil', 'Portuguese Literature', 'Comics', 'Classics', 'Literature']",56 review,"1,201 (49%)",735 (30%),397 (16%),76 (3%),17 (<1%)
The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War,Lynn H. Nicholas,3.92,"7,505 rating","April 12, 1994","The story told in this superbly researched and suspenseful book is that of the Third Reich's war on European culture and the Allies' desperate effort to preserve it. From the Nazi purges of 'degenerate art' and Goering's shopping sprees in occupied Paris to the perilous journey of the 'Mona Lisa' from Paris and the painstaking reclamation of the priceless treasures of liberated Italy, The Rape of Europa is a sweeping narrative of greed, philistinism, and heroism that combines superlative scholarship with a compelling drama.The cast of characters includes Hitler and Goering, Gertrude Stein and Marc Chagall--not to mention works by artists from Leonardo da Vinci to Pablo Picasso.",498,6,14 follower,"['History', 'Nonfiction', 'Art', 'World War II', 'Art History', 'War', 'Germany']",238 review,"2,878 (38%)","2,303 (30%)","1,484 (19%)",531 (7%),309 (4%)
