title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"A Child Called ""It""",Dave Pelzer,4.13,"431,957 rating","January 1, 1995","Also see: Alternate Cover Editions for this ISBN [ACE]  
ACE #1
This book chronicles the unforgettable account of one of the most severe child abuse cases in California history. It is the story of Dave Pelzer, who was brutally beaten and starved by his emotionally unstable, alcoholic mother: a mother who played tortuous, unpredictable games—games that left him nearly dead. He had to learn how to play his mother's games in order to survive because she no longer considered him a son, but a slave; and no longer a boy, but an ""it."" Dave's bed was an old army cot in the basement, and his clothes were torn and raunchy. When his mother allowed him the luxury of food, it was nothing more than spoiled scraps that even the dogs refused to eat. The outside world knew nothing of his living nightmare. He had nothing or no one to turn to, but his dreams kept him alive—dreams of someone taking care of him, loving him and calling him their son.",184,"['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Abuse', 'Biography Memoir']","2,977 follower","18,211 review",65,"9,952 (2%)","20,481 (4%)","71,922 (16%)","132,182 (30%)","197,420 (45%)"
Ham on Rye,Charles Bukowski,4.15,"105,390 rating","September 1, 1982","In what is widely hailed as the best of his many novels, Charles Bukowski details the long, lonely years of his own hardscrabble youth in the raw voice of alter ego Henry Chinaski. From a harrowingly cheerless childhood in Germany through acne-riddled high school years and his adolescent discoveries of alcohol, women, and the Los Angeles Public Library's collection of D. H. Lawrence, ""Ham on Rye"" offers a crude, brutal, and savagely funny portrait of an outcast's coming-of-age during the desperate days of the Great Depression.",288,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Coming Of Age', 'Contemporary']",27.7k follower,"5,115 review",786,"1,158 (1%)","3,548 (3%)","16,443 (15%)","41,833 (39%)","42,408 (40%)"
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,3.97,"69,005 rating","August 4, 1995","This national best-seller is an entertaining, informative, and sometimes shocking expose of the way history is taught to American students. Lies My Teacher Told Me won the American Book Award and the Oliver Cromwell Cox Award for Distinguished Anti-Racist Scholarship.James W. Loewen, a sociology professor and distinguished critic of history education, puts 12 popular textbooks under the microscope-and what he discovers will surprise you. In his opinion, every one of these texts fails to make its subject interesting or memorable. Worse still is the proliferation of blind patriotism, mindless optimism and misinformation filling the pages.From the truth about Christopher Columbus to the harsh reality of the Vietnam War, Loewen picks apart the lies we've been told. This audiobook, narrated by Brian Keeler (The Hurricane, ""All My Children"") will forever change your view of the past.",383,"['History', 'Nonfiction', 'Education', 'Politics', 'American History', 'Historical', 'Teaching']",851 follower,"3,787 review",17,"1,950 (2%)","3,629 (5%)","13,567 (19%)","25,242 (36%)","24,617 (35%)"
Ferdydurke,Witold Gombrowicz,3.79,"17,522 rating","October 1, 1937","In this bitterly funny novel by the renowned Polish author Witold Gombrowicz. a writer finds himself tossed into a chaotic world of schoolboys by a diabolical professor who wishes to reduce him to childishness. Originally published in Poland in 1937. Ferdydurke became an instant literary sensation and catapulted the young author to fame. Deemed scandalous and subversive by Nazis. Stalinists. and the Polish Communist regime in turn. the novel (as well as all of Gombrowicz's other works) was officially banned in Poland for decades. It has nonetheless remained one of the most influential works of twentieth-century European literature.Ferdydurke is translated here directly from the Polish for the first time. Danuta Borchardt deftly captures Gombrowicz's playful and idiosyncratic style. and she allows English speakers to experience fully the masterpiece of a writer whom Milan Kundera describes as ""one of the great novelists of our century."" Witold Gombrowicz (1904-1969) wrote three other novels. Trans-Atlantyk. Pornografia. and Cosmos. which together with his plays and his three-volume Diary have been translated into more than thirty languages.",320,"['Fiction', 'Polish Literature', 'Classics', 'School', 'Poland', 'Literature', 'Novels', 'Fiction', 'Polish Literature', 'Classics', 'School', 'Poland', 'Literature', 'Novels', 'Fiction', 'Polish Literature', 'Classics', 'School', 'Poland', 'Literature', 'Novels', 'Fiction', 'Polish Literature', 'Classics', 'School', 'Poland', 'Literature', 'Novels', 'Fiction', 'Polish Literature', 'Classics', 'School', 'Poland', 'Literature', 'Novels']",915 follower,"1,123 review",113,898 (5%),"1,562 (8%)","3,568 (20%)","5,860 (33%)","5,634 (32%)"
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.11,"113,763 rating","May 1, 1997","""Takes readers into the maelstrom and shows nature's splendid and dangerous havoc at its utmost"".October 1991. It was ""the perfect storm""--a tempest that may happen only once in a century--a nor'easter created by so rare a combination of factors that it could not possibly have been worse. Creating waves ten stories high and winds of 120 miles an hour, the storm whipped the sea to inconceivable levels few people on Earth have ever witnessed. Few, except the six-man crew of the Andrea Gail, a commercial fishing boat tragically headed towards its hellish center.",256,"['Nonfiction', 'History', 'Adventure', 'Biography', 'Survival', 'Nature', 'Science']","2,490 follower","2,245 review",58,"1,256 (1%)","3,534 (3%)","20,166 (17%)","45,171 (39%)","43,636 (38%)"
Wizard's First Rule,Terry Goodkind,4.12,"245,768 rating","August 15, 1994","In the aftermath of the brutal murder of his father, a mysterious woman, Kahlan Amnell, appears in Richard Cypher's forest sanctuary seeking help . . . and more. His world, his very beliefs, are shattered when ancient debts come due with thundering violence. In a dark age it takes courage to live, and more than mere courage to challenge those who hold dominion, Richard and Kahlan must take up that challenge or become the next victims. Beyond awaits a bewitching land where even the best of their hearts could betray them. Yet, Richard fears nothing so much as what secrets his sword might reveal about his own soul. Falling in love would destroy them—for reasons Richard can't imagine and Kahlan dare not say.In their darkest hour, hunted relentlessly, tormented by treachery and loss, Kahlan calls upon Richard to reach beyond his sword—to invoke within himself something more noble. Neither knows that the rules of battle have just changed . . . or that their time has run out.This is the beginning. One book. One Rule. Witness the birth of a legend.",836,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']",11.8k follower,"7,469 review",255,"8,981 (3%)","12,704 (5%)","35,309 (14%)","71,643 (29%)","117,131 (47%)"
Birdy,William Wharton,4.02,"7,410 rating","December 12, 1978","Hailed upon its publication as ""a classic for readers not yet born"" ( Philadelphia Inquirer ), Birdy is an inventive, hypnotic novel about friendship and family, dreaming and surviving, love and war, madness and beauty, and, above all, ""birdness."" It tells the story of Al, a bold, hot-tempered boy whose goals in life are to life weights and pick up girls, and his strange friend Birdy, the skinny, tongue-tied perhaps genius who only wants to raise canaries and to fly. While fighting in World War II, they find their dreams become all too real—and their lives are changed forever.In Birdy , William Wharton crafts an unforgettable tale that suggests another notion of sanity in a world that is manifestly insane.",320,"['Fiction', 'Classics', 'War', 'Novels', 'American', 'Psychology', 'Literature']",242 follower,380 review,45,125 (1%),347 (4%),"1,410 (19%)","2,869 (38%)","2,659 (35%)"
Lost Horizon,James Hilton,3.95,"22,418 rating","January 1, 1933","James Hilton’s bestselling adventure novel about a military man who stumbles on the world’s greatest hope for peace deep in Tibet: Shangri-La. Hugh Conway saw humanity at its worst while fighting in the trenches of the First World War. Now, more than a decade later, Conway is a British diplomat serving in Afghanistan and facing war yet again—this time, a civil conflict forces him to flee the country by plane.   When his plane crashes high in the Himalayas, Conway and the other survivors are found by a mysterious guide and led to a breathtaking discovery: the hidden valley of Shangri-La.   Kept secret from the world for more than two hundred years, Shangri-La is like paradise—a place whose inhabitants live for centuries amid the peace and harmony of the fertile valley. But when the leader of the Shangri-La monastery falls ill, Conway and the others must face the daunting prospect of returning home to a world about to be torn open by war.   Thrilling and timeless, Lost Horizon is a masterpiece of modern fiction, and one of the most enduring classics of the twentieth century.  ",166,"['Fiction', 'Classics', 'Fantasy', 'Adventure', 'Historical Fiction', 'Literature', 'Travel']",243 follower,"2,061 review",163,262 (1%),"1,052 (4%)","5,356 (23%)","8,713 (38%)","7,035 (31%)"
The Collected Poems of W.B. Yeats,W.B. Yeats,4.23,"38,698 rating","January 1, 1933","The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworking of ancient Irish myths and legends, to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, nature, and art to somber and angry poems of life in a nation torn by war and uprising. In observing the development of rich and recurring images and themes over the course of his body of work, we can trace the quest of this century's greatest poet to unite intellect and artistry in a single magnificent vision.Revised and corrected, this edition includes Yeat's own notes on his poetry, complemented by explanatory notes from esteemed Yeats scholar Richard J. Finneran. The Collected Poems of W. B. Yeats is the most comprehensive edition of one of the world's most beloved poets available in paperback.",544,"['Poetry', 'Classics', 'Irish Literature', 'Fiction', 'Ireland', 'Literature', '20th Century', 'Poetry', 'Classics', 'Irish Literature', 'Fiction', 'Ireland', 'Literature', '20th Century', 'Poetry', 'Classics', 'Irish Literature', 'Fiction', 'Ireland', 'Literature', '20th Century']","2,353 follower",502 review,"1,665",637 (1%),"1,247 (3%)","5,620 (14%)","12,422 (32%)","18,772 (48%)"
Perdido Street Station,China Miéville,3.98,"69,471 rating","March 1, 2000","Beneath the towering bleached ribs of a dead, ancient beast lies the city of New Crobuzon, where the unsavory deal is stranger to no one--not even to Isaac, a gifted and eccentric scientist who has spent a lifetime quietly carrying out his unique research. But when a half-bird, half-human creature known as the Garuda comes to him from afar, Isaac is faced with challenges he has never before encountered. Though the Garuda's request is scientifically daunting, Isaac is sparked by his own curiosity and an uncanny reverence for this curious stranger. Soon an eerie metamorphosis will occur that will permeate every fiber of New Crobuzon--and not even the Ambassador of Hell will challenge the malignant terror it evokes.",710,"['Fantasy', 'Fiction', 'Science Fiction', 'Steampunk', 'Horror', 'Urban Fantasy', 'New Weird']",14.2k follower,"5,884 review",153,"2,209 (3%)","4,447 (6%)","11,973 (17%)","24,942 (35%)","25,900 (37%)"
Nostromo,Joseph Conrad,3.81,"16,875 rating","January 1, 1904","A gripping tale of capitalist exploitation and rebellion, set amid the mist-shrouded mountains of a fictional South American republic, employs flashbacks and glimpses of the future to depict the lure of silver and its effects on men. Conrad's deeply moral consciousness and masterful narrative technique are at their best in this, one of his finest works.",336,"['Fiction', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'Adventure', '20th Century']","4,179 follower",823 review,"3,102",605 (3%),"1,305 (7%)","3,932 (23%)","5,823 (34%)","5,210 (30%)"
Tropic of Capricorn,Henry Miller,3.81,"20,131 rating","February 1, 1939","Banned in America for almost thirty years because of its explicit sexual content, this companion volume to Miller's Tropic of Cancer chronicles his life in 1920s New York City. Famous for its frank portrayal of life in Brooklyn's ethnic neighborhoods, and Miller's outrageous sexual exploits, Tropic of Capricorn is now considered a cornerstone of modern literature. ",348,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Erotica', 'The United States Of America']","4,724 follower",856 review,779,709 (3%),"1,545 (7%)","4,613 (22%)","7,227 (35%)","6,037 (29%)"
The Valley of Horses,Jean M. Auel,4.03,"89,011 rating","January 1, 1982","Librarian note: See an alternate cover edition here.This unforgettable odyssey into the distant past carries us back to the awesome mysteries of the exotic, primeval world of The Clan of the Cave Bear, and to Ayla, now grown into a beautiful and courageous young woman.Cruelly cast out by the new leader of the ancient Clan that adopted her as a child, Ayla leaves those she loves behind and travels alone through a stark, open land filled with dangerous animals but few people, searching for the Others, tall and fair like herself. The short summer gives her little time to look, and when she finds a sheltered valley with a herd of hardy steppe horses, she decides to stay and prepare for the long glacial winter ahead. Living with the Clan has taught Ayla many skills but not real hunting. She finally knows she can survive when she traps a horse, which gives her meat and a warm pelt for the winter, but fate has bestowed a greater gift, an orphaned foal with whom she develops a unique kinship. One winter extends to more; she discovers a way to make fire more quickly and a wounded cave lion cub joins her unusual family, but her beloved animals don't fulfill her restless need for human companionship. Then she hears the sound of a man screaming in pain. She saves tall, handsome Jondalar, who brings her a language to speak and an awakening of love and desire, but Ayla is torn between her fear of leaving her valley and her hope of living with her own kind.",564,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Adventure', 'Prehistoric', 'Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Adventure', 'Prehistoric', 'Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Adventure', 'Prehistoric']","3,974 follower","2,960 review",86,"1,200 (1%)","4,361 (4%)","18,374 (20%)","32,059 (36%)","33,017 (37%)"
The Stone Diaries,Carol Shields,3.89,"40,157 rating","January 1, 1993","The Stone Diaries is one ordinary woman's story of her journey through life. Born in 1905, Daisy Stone Goodwill drifts through the roles of child, wife, widow, and mother, and finally into her old age. Bewildered by her inability to understand her place in her own life, Daisy attempts to find a way to tell her story within a novel that is itself about the limitations of autobiography. Her life is vivid with incident, and yet she feels a sense of powerlessness. She listens, she observes, and through sheer force of imagination she becomes a witness of her own life: her birth, her death, and the troubling missed connections she discovers between. Daisy's struggle to find a place for herself in her own life is a paradigm of the unsettled decades of our era. A witty and compassionate anatomist of the human heart, Carol Shields has made distinctively her own that place where the domestic collides with the elemental. With irony and humor she weaves the strands of The Stone Diaries together in this, her richest and most poignant novel to date.",361,"['Fiction', 'Canada', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Classics']",618 follower,"2,188 review",78,716 (1%),"2,434 (6%)","9,537 (23%)","15,534 (38%)","11,936 (29%)"
"Speak, Memory",Vladimir Nabokov,4.08,"16,374 rating","January 1, 1966","This is an older alternate cover edition for ISBN 0141183225/ 9780141183220. A newer edition may be found here. From one of the 20th century's great writers comes one of the finest autobiographies of our time. Speak, Memory, first published in 1951 as Conclusive Evidence and then assiduously revised in 1966, is an elegant and rich evocation of Nabokov’s life and times, even as it offers incisive insights into his major works, including Lolita, Pnin, Despair, The Gift, The Real Life of Sebastian Knight, and The Luhzin Defense. One of the 20th century's master prose stylists, Vladimir Nabokov was born in St. Petersburg in 1899. He studied French and Russian literature at Trinity College, Cambridge, then lived in Berlin and Paris, where he launched a brilliant literary career. In 1940 he moved to the United States, and achieved renown as a novelist, poet, critic, and translator. He taught literature at Wellesley, Stanford, Cornell, and Harvard. In 1961 he moved to Montreux, Switzerland, where he died in 1977.",255,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Russia', 'Autobiography', 'Russian Literature']",13.3k follower,"1,152 review",751,460 (2%),840 (5%),"2,652 (16%)","5,462 (33%)","6,960 (42%)"
The Stars My Destination,Alfred Bester,4.07,"50,991 rating","June 14, 1956","In this pulse-quickening novel, Alfred Bester imagines a future in which people ""jaunte"" a thousand miles with a single thought, where the rich barricade themselves in labyrinths and protect themselves with radioactive hitmen—and where an inarticulate outcast is the most valuable and dangerous man alive. The Stars My Destination is a classic of technological prophecy and timeless narrative enchantment by an acknowledged master of science fiction.",258,"['Science Fiction', 'Fiction', 'Classics', 'Cyberpunk', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy']",858 follower,"3,584 review",362,831 (1%),"2,492 (4%)","9,373 (18%)","17,999 (35%)","20,296 (39%)"
What We Talk About When We Talk About Love,Raymond Carver,4.05,"65,996 rating","April 20, 1981","Alternate-cover edition can be found here In his second collection, Carver establishes his reputation as one of the most celebrated and beloved short-story writers in American literature—a haunting meditation on love, loss, and companionship, and finding one’s way through the dark.",159,"['Short Stories', 'Fiction', 'Classics', 'American', 'Literature', 'Contemporary', 'Literary Fiction']","4,635 follower","5,499 review",319,"1,012 (1%)","3,377 (5%)","12,074 (18%)","24,384 (36%)","25,149 (38%)"
Foundation and Empire,Isaac Asimov,4.22,"203,057 rating","January 1, 1952","Foundation and Empire tells the incredible story of a new breed of man who create a new force for galactic government. Thus, the Foundation hurtles into conflict with the decadent, decrepit First Empire. In this struggle for power amid the chaos of the stars, man stands at the threshold of a new, enlightened life which could easily be put aside for the old forces of barbarism. The Foundation novels of Isaac Asimov constitute what is very likely the most famed epic in all of science-fiction",256,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Novels']",24.8k follower,"5,160 review","4,420","1,107 (<1%)","4,873 (2%)","30,865 (15%)","76,873 (37%)","89,339 (43%)"
A Swiftly Tilting Planet,Madeleine L'Engle,4.08,"108,102 rating","July 1, 1978","In this companion volume to A Wrinkle In Time (Newbery Award winner) and A Wind In The Door fifteen-year-old Charles Wallace and the unicorn Gaudior undertake a perilous journey through time in a desperate attempt to stop the destruction of the world by the mad dictator Madog Branzillo. They are not alone in their quest. Charles Wallace's sister, Meg - grown and expecting her first child, but still able to enter her brother's thoughts and emotions by ""kything"" - goes with him in spirit.",278,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Middle Grade']","8,606 follower","2,805 review",183,"1,762 (1%)","4,508 (4%)","20,540 (19%)","37,580 (34%)","43,712 (40%)"
My Name Is Red,Orhan Pamuk,3.87,"56,130 rating","January 1, 1998","At once a fiendishly devious mystery, a beguiling love story, and a brilliant symposium on the power of art, My Name Is Red is a transporting tale set amid the splendor and religious intrigue of sixteenth-century Istanbul, from one of the most prominent contemporary Turkish writers.The Sultan has commissioned a cadre of the most acclaimed artists in the land to create a great book celebrating the glories of his realm. Their task: to illuminate the work in the European style. But because figurative art can be deemed an affront to Islam, this commission is a dangerous proposition indeed. The ruling elite therefore mustn’t know the full scope or nature of the project, and panic erupts when one of the chosen miniaturists disappears. The only clue to the mystery–or crime? –lies in the half-finished illuminations themselves. Part fantasy and part philosophical puzzle, My Name is Red is a kaleidoscopic journey to the intersection of art, religion, love, sex and power.",417,"['Fiction', 'Historical Fiction', 'Mystery', 'Literature', 'Turkish', 'Novels', 'Turkish Literature', 'Fiction', 'Historical Fiction', 'Mystery', 'Literature', 'Turkish', 'Novels', 'Turkish Literature', 'Fiction', 'Historical Fiction', 'Mystery', 'Literature', 'Turkish', 'Novels', 'Turkish Literature']","9,607 follower","5,172 review",105,"1,654 (2%)","3,970 (7%)","12,200 (21%)","20,640 (36%)","17,666 (31%)"
Of Human Bondage,W. Somerset Maugham,4.14,"56,806 rating","January 1, 1915","From a tormented orphan with a clubfoot, Philip Carey grows into an impressionable young man with a voracious appetite for adventure and knowledge. His cravings take him to Paris at age eighteen to try his hand at art, then back to London to study medicine. But even so, nothing can sate his nagging hunger for experience. Then he falls obsessively in love, embarking on a disastrous relationship that will change his life forever.…Marked by countless similarities to Maugham’s own life, his masterpiece is “not an autobiography,” as the author himself once contended, “but an autobiographical novel; fact and fiction are inexorably mingled; the emotions are my own.”",684,"['Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction', 'Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction', 'Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction', 'Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction', 'Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction']","5,276 follower","4,027 review","1,310","1,030 (1%)","2,505 (4%)","8,823 (15%)","19,520 (34%)","24,928 (43%)"
