title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
A Grain of Wheat,Ngũgĩ wa Thiong'o,3.87,"5,797 rating","January 1, 1967","Set in the wake of the Mau Mau rebellion and on the cusp of Kenya's independence from Britain, A Grain of Wheat follows a group of villagers whose lives have been transformed by the 1952–1960 Emergency. At the center of it all is the reticent Mugo, the village's chosen hero and a man haunted by a terrible secret. As we learn of the villagers' tangled histories in a narrative interwoven with myth and peppered with allusions to real-life leaders, including Jomo Kenyatta, a masterly story unfolds in which compromises are forced, friendships are betrayed, and loves are tested.",247,83,"1,698 follower","['Fiction', 'Africa', 'Kenya', 'Historical Fiction', 'African Literature', 'Classics', 'Novels']",499 review,"1,594 (27%)","2,348 (40%)","1,469 (25%)",298 (5%),88 (1%)
Little Man: Meyer Lansky and the Gangster Life,Robert Lacey,3.93,987 rating,"January 1, 1991","Based on interviews with Lansky's close friends & criminal associates, with law enforcement experts, & with members of Lansky's own family, & using previously unpublished documents written by Lansky himself, this is both the biography of a mob operator & a social history of American crime.",559,93,310 follower,"['Biography', 'True Crime', 'Crime', 'Nonfiction', 'History', 'American History', 'Biography Memoir']",63 review,328 (33%),362 (36%),217 (21%),56 (5%),24 (2%)
Planificarea libertăţii şi alte eseuri,Ludwig von Mises,4.39,109 rating,"January 1, 1952","În acest volum Ludwig von Mises include texte apărute iniţial în diverse publicaţii, sub formă de articole, dar şi materiale-suport ale unor conferinţe susţinute de-a lungul vieţii sale. Pe parcursul a şaptesprezece capitole, economistul austriac reia marile teme ale prodigioasei sale opere: piaţa liberă, logica sistemului profit-pierderi, imposibilitatea „căii de mijloc”, nocivitatea politicilor keynesiene etc. Practic, din perspective diferite, von Mises transmite un singur mesaj: prosperitatea constituie rodul funcţionării libere a sistemului capitalist. Din cuprins: 1. Planificarea libertăţii 2. „Calea de mijloc” duce spre socialism 3. Laissez-faire sau dictatură 4. Pietrele făcute pâine sau miracolul keynesian 5. Lordul Keynes şi legea lui Say 6. Inflaţia şi controlul preţurilor 7. Aspecte economice ale problemei pensiilor 8. Benjamin M. Anderson versus filosofia pseudo-progresiştilor 9. Profituri şi pierderi 10. Salarii, şomaj şi inflaţie 11. Predarea economiei în universităţi 12. Trendul poate fi schimbat 13. Şansele politice ale liberalismului veritabil",212,223,"1,051 follower","['Economics', 'Politics', 'Nonfiction', 'Philosophy', 'Business', 'History', 'Essays']",10 review,64 (58%),31 (28%),9 (8%),2 (1%),3 (2%)
Jeeves and the Feudal Spirit,P.G. Wodehouse,4.23,"8,246 rating","October 15, 1954","A Jeeves and Wooster novelThe beefy 'Stilton' Cheesewright has drawn Bertie Wooster as red-hot favourite in the Drones club annual darts tournament - which is lucky for Bertie because otherwise Stilton would have beaten him to a pulp and buttered the lawn with him. Stilton does not, after all like men who he thinks are trifling with his fiancée's affections.Meanwhile Bertie has committed a more heinous offence by growing a moustache, and Jeeves strongly disapproves - which is unfortunate, because Jeeves's feudal spirit is desperately needed. Bertie's Aunt Dahlia is trying to sell her magazine Milady's Boudoir to the Trotter Empire and still keep her amazing chef Anatole out of Lady Trotter's clutches. And Bertie? Bertie simply has to try to hold onto his moustache and hope he gets to the end in one piece.",231,"1,129","6,441 follower","['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', 'Novels']",562 review,"3,626 (43%)","3,301 (40%)","1,046 (12%)",157 (1%),116 (1%)
With God in Russia,Walter J. Ciszek,4.52,"1,513 rating","January 1, 1964","Father Walter Ciszek, S.J., author of the best-selling He Leadeth Me , tells here the gripping, astounding story of his twenty-three years in Russian prison camps in Siberia, how he was falsely imprisoned as an ""American spy"", the incredible rigors of daily life as a prisoner, and his extraordinary faith in God and commitment to his priestly vows and vocation. He said Mass under cover, in constant danger of death. He heard confession of hundreds who could have betrayed him; he aided spiritually many who could have gained by exposing him. This is a remarkable story of personal experience. It would be difficult to write fiction that could honestly portray the heroic patience, endurance, fortitude and complete trust in God lived by Fr. Walter Ciszek, S.J.",433,10,84 follower,"['Biography', 'Religion', 'History', 'Nonfiction', 'Memoir', 'Russia', 'Catholic']",161 review,979 (64%),386 (25%),110 (7%),25 (1%),13 (<1%)
Trollslayer,William King,3.97,"4,814 rating","January 1, 1999","Gotrek & Felix Book 1When Felix Jaeger, a student, poet and minor political agitator, swears a drunken oath to a half-mad dwarf, it changes his life. Adventure awaits, as Felix records the mighty deeds of Gotrek Gurnisson, Trollslayer.READ IT BECAUSEA surly, doom-seeking dwarf and a young human poet with no experience of the world… Who'd have thought they'd become the greatest heroic duo in the history of the Warhammer World? And it all begins here.THE STORYGotrek and Felix: unsung heroes of the Empire, or nothing more than common thieves and murderers? The truth perhaps lies somewhere in between, and depends entirely upon whom you ask…After fleeing the authorities in the Imperial city of Altdorf, Felix Jaeger swears a drunken oath to dour dwarf Gotrek Gurnisson to record his death saga. In the cold light of day, Felix's worst fears are confirmed as he learns that Gotrek is a Trollslayer - a dwarf doomed to seek out a heroic death in battle to atone for an unknown personal disgrace. Their travels throw them into a string of extraordinary adventures as Felix tries to survive his companion's destiny.",320,334,660 follower,"['Fantasy', 'Fiction', 'Audiobook', 'High Fantasy', 'Sword and Sorcery', 'Dark Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Fiction', 'Audiobook', 'High Fantasy', 'Sword and Sorcery', 'Dark Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Fiction', 'Audiobook', 'High Fantasy', 'Sword and Sorcery', 'Dark Fantasy', 'Science Fiction Fantasy']",292 review,"1,514 (31%)","1,938 (40%)","1,121 (23%)",202 (4%),39 (<1%)
Ring of Swords,Eleanor Arnason,3.90,387 rating,"August 1, 1993","For half a century, Earth has been on the brink of total war with an implacable alien race. Biologist Anna Perez is the first to discover the truth – the hwarhath have segregated their society strictly along gender lines, to prevent the warlike males from harming women and children. In their eyes, humans are a dishonorable and barbaric race who may require extermination...",384,99,67 follower,"['Science Fiction', 'Fiction', 'LGBT', 'Fantasy', 'Aliens', 'Science Fiction Fantasy', 'Speculative Fiction']",69 review,114 (29%),164 (42%),78 (20%),20 (5%),11 (2%)
The King's Daughter,Barbara Kyle,3.75,"1,100 rating","July 1, 1995","Upon the death of her father, Henry VIII, Queen Mary assumes the throne after a long exile. Her first order of business is to wed the devout Prince Philip of Spain, creating a powerful alliance that will transform Mary-s fanatical dream of ridding England of Protestantism into terrifying reality. And so begins the reign of Bloody Mary...Even as she plans for her own nuptials, Isabel Thornleigh is helping to lay the groundwork to overthrow Mary and bring Elizabeth to power. But none of the secrets Isabel has discovered compares to the truths hidden in her own family. With her beloved father imprisoned by Queen Mary, only Carlos Valverde-a Spanish soldier of fortune-can help Isabel. Now with England-s future at stake, Isabel risks all to change the course of history...Filled with lavish period detail and fascinating characters, The King-s Daughter mesmerizes readers as it takes them into a riveting world of riches, pageantry, passion, and danger...",549,14,328 follower,"['Historical Fiction', 'Fiction', 'Historical', 'Tudor Period', 'British Literature', 'Romance', '16th Century']",95 review,349 (31%),308 (28%),310 (28%),89 (8%),44 (4%)
Fiddlesticks and Freckles,Sam Campbell,4.34,99 rating,"January 1, 1955",The forest frolicks of two funny fawns,243,121,14 follower,"['Nature', 'Nonfiction', 'Animals', 'Childrens']",10 review,55 (55%),24 (24%),19 (19%),1 (1%),0 (0%)
Inside Edge: A Revealing Journey into the Secret World of Figure Skating,Christine Brennan,3.81,437 rating,"January 1, 1996","Figure skating is the most beautiful and mysterious of all sports. When the skaters are on the ice, every twitch of a muscle and every slip of a skate blade is visible for the world to see. In Inside Edge , Christine Brennan chronicles--for the first time--a season on the skating circuit, intimately portraying the lives, on and off the ice, of the sport's current and upcoming stars. Woven into the narrative are stories of figure skating luminaries past, present, and future--including Peggy Fleming, Katarina Witt, Brian Boitano, Scott Hamilton, Kristi Yamaguchi, Nancy Kerrigan, Oksana Baiul, Michelle Kwan, Rudy Galindo, and Tara Lipinski. Revealing the backstage conflicts high-profile figure skaters face, and the ambition that drives them, Brennan also tells the stories of their families, of improbable rises to the top, and of wasted talents.If skaters are perfect, they can become international heroes. But if they fall, if they miss a three-revolution jump on a quarter-inch blade of steel, the despair is theirs alone. This is their life on the edge, where decades of training culminate in little more than four crucial minutes on the ice. There is no other sport like it. There is no other story like theirs.The figure skaters gathered slowly in the mahogany-paneled lobby of the majestic Mirror Lake Inn in Lake Placid, New York, flashing no smiles, barely saying a word. The collection of gregarious entertainers had been reduced to silent, wide-eyed stares. The crackling wood in the fireplace made the room's only noise.They had met in hotel lobbies in fancy street clothes hundreds of times in the past, but never for an event as devastating as this. On a cold night in late November 1995, they were to travel through snowswept Adirondack mountain roads to a nearby funeral home for a private wake for Sergei Grinkov, their colleague and friend who died of a massive heart attack during a skating practice the day before.",352,12,9 follower,"['Sports', 'Nonfiction', 'Figure Skating', 'Biography', 'Memoir', 'Biography Memoir', 'Womens']",40 review,112 (25%),166 (37%),128 (29%),26 (5%),5 (1%)
Rose Daughter,Robin McKinley,3.79,"20,692 rating","September 16, 1997","It is the heart of this place, and it is dying, says the Beast. And it is true; the center of the Beast's palace, the glittering glasshouse that brings Beauty both comfort and delight in her strange new environment, is filled with leafless brown rosebushes. But deep within this enchanted world, new life, at once subtle and strong, is about to awaken.Twenty years ago, Robin McKinley dazzled readers with the power of her novel Beauty. Now this extraordinarily gifted novelist returns to the story of Beauty and the Beast with a fresh perspective, ingenuity, and mature insight. With Rose Daughter, she presents her finest and most deeply felt work--a compelling, richly imagined, and haunting exploration of the transformative power of love.",304,37,"6,930 follower","['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Fiction', 'Retellings', 'Beauty and The Beast']","1,345 review","5,648 (27%)","7,321 (35%)","5,760 (27%)","1,595 (7%)",368 (1%)
Music for Torching,A.M. Homes,3.70,"4,012 rating","January 1, 1999","Paul and Elaine have two boys and a beautiful home, yet they find themselves thoroughly, inexplicably stuck. Obsessed with 'making things good again', they spin the quiet terrors of family life into a fantastical frenzy that careens well and truly out of control. As A. M. Homes's incendiary novel unfolds, the Kodacolor hues of the American good life become nearly hallucinogenic: from a strange and hilarious encounter on the floor of the pantry with a Stepford-wife neighbour, to a house-cleaning team in space suits, to a hostage situation at the school. Homes lays bare the foundations of marriage and family life, and creates characters outrageously flawed, deeply human and entirely believable.",368,62,"1,296 follower","['Fiction', 'Novels', 'Contemporary', 'Literary Fiction', 'Literature', 'American', 'Family']",416 review,930 (23%),"1,550 (38%)","1,061 (26%)",331 (8%),140 (3%)
Montana Sky,Nora Roberts,4.10,"48,545 rating","March 12, 1996","#1 New York Times bestselling author Nora Roberts surpasses herself once again, with a novel as sweeping and extraordinary as the Montana sky itself…When Jack Mercy died, he left behind a ranch worth nearly twenty million dollars. Now his three daughters—each born of a different mother, and each unknown by the others—are gathered to hear the reading of the will. But the women are shocked to learn that before any of them can inherit, they must live together on the ranch for one year. For Tess, a screenwriter who just wants to collect her cash and get back to Hollywood, it’s a nightmare. For Lily, on the run from her abusive ex-husband, it’s a refuge. And for Willa—who grew up on the ranch—it’s an intrusion into her rightful home.They are sisters…and strangers. Now they face a challenge: to put their bitterness aside and live like a family. To protect each other from danger—and unite against a brutal enemy who threatens to destroy them all…",438,"1,786",52.5k follower,"['Romance', 'Contemporary Romance', 'Fiction', 'Romantic Suspense', 'Contemporary', 'Mystery', 'Suspense']","1,282 review","19,646 (40%)","16,735 (34%)","9,901 (20%)","1,787 (3%)",476 (<1%)
Zero Option,Chris Ryan,4.01,"1,146 rating","January 1, 1997","SAS Sergeant Geordie Sharp is required to undertake two top-secret missions, in the full knowledge that, if things go wrong, the authorities will deny all involvement. In the first mission he is to serve as a commander of a hit team on a Black, or 100 per cent non-attributable operation assigned to the SAW, the Regiment's ultra-secret Subversive Action Wing. His target is an Iraqi who defected to Libya after the Gulf War. The aim is to kill him and leave no clue to the identity or origin of the assassins. Returning to base, Sharp finds he must also carry out a high-level political assassination on mainland Britain. If he fails, his four-year-old son will die at the hands of the IRA. Trapped between opposing forces in a fight to the death, he twists and turns through a nightmare maze, desperately seeking some way of averting tragedy. Who will be hit the hardest — Geordie Sharp or the British government?",256,277,930 follower,"['Fiction', 'Thriller', 'Military Fiction', 'War', 'Action']",41 review,406 (35%),417 (36%),259 (22%),51 (4%),13 (1%)
The Kepi,Colette,3.67,33 rating,"January 1, 1943","This is an amusing tale of a fated love affair, by one of France's most outstanding writers.",64,555,"1,498 follower",['Fiction'],5 review,7 (21%),13 (39%),8 (24%),5 (15%),0 (0%)
Missing Joseph,Elizabeth  George,3.95,"14,392 rating","January 1, 1993","Deborah and Simon St. James have taken a holiday in the winter landscape of Lancashire, hoping to heal the growing rift in their marriage. But in the barren countryside awaits bleak news: the vicar of Winslough, the man they had come to see, is dead - a victim of accidental poisoning. Unsatisfied with the inquest ruling and unsettled by the close association between the investigating constable and the woman who served the deadly meal, Simon calls in his old friend Detective Inspector Thomas Lynley. Together they uncover dark, complex relationships in this rural village, relationships that bring men and women together with passion, with grief, or with the intention to kill.",576,107,"5,024 follower","['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Detective', 'British Literature']",591 review,"4,086 (28%)","6,327 (43%)","3,291 (22%)",550 (3%),138 (<1%)
In Search of Duende,Federico García Lorca,4.29,994 rating,"January 1, 1933","The notion of ""duende"" became a cornerstone of Federico Garcia Lorca's poetics over the course of his career. In his lecture ""Play and the Theory of Duende,"" he says, "". . .there are no maps nor disciplines to help us find the duende. We only know that he burns the blood like a poultice of broken glass, that he exhausts, that he rejects all the sweet geometry we have learned. . . ."" The duende is portrayed by Lorca as a demonic earth spirit containing irrationality, earthiness, and a heightened awareness of death. In Search of Duende gathers Lorca's writings about the duende and about three art forms most susceptible to dance, music, and the bullfight. A full bilingual sampling of Lorca's poetry is also included, with special attention to poems arising from traditional Spanish verse forms. The result is an excellent introduction to Lorca's poetry and prose for American readers.",99,"1,262","2,604 follower","['Poetry', 'Nonfiction', 'Essays', 'Spain', 'Philosophy', 'Literary Criticism', 'Spanish Literature', 'Poetry', 'Nonfiction', 'Essays', 'Spain', 'Philosophy', 'Literary Criticism', 'Spanish Literature', 'Poetry', 'Nonfiction', 'Essays', 'Spain', 'Philosophy', 'Literary Criticism', 'Spanish Literature']",78 review,524 (52%),288 (28%),145 (14%),25 (2%),12 (1%)
Konec nylonového věku,Josef Škvorecký,3.57,90 rating,"January 1, 1998","Novela, která na pozadí poúnorových událostí líčí jakousi labutí píseň prozápadně orientované pražské mládeže někdejších dobře situovaných rodin. Příběh z plesu v Reprezentačním domě brzy po Únoru, kdy plesová iluze dává ještě mnohým s obdivem vzhlížet ke všemu, co nylonem přicházelo od bohatých dárců z Ameriky a kdy jen někteří – jako např. mladý profesor, který musí nastoupit na škole někde na vesnici – chápou, že tato doba obdivné a mnohdy nekritické orientace končí.",124,121,149 follower,"['Czech Literature', 'Fiction', 'Czech Literature', 'Fiction', 'Czech Literature', 'Fiction']",2 review,13 (14%),33 (36%),36 (40%),8 (8%),0 (0%)
Monkey Business: The Lives and Legends of The Marx Brothers,Simon Louvish,4.03,257 rating,"January 1, 1999","Strange but this is the first authentic account of the Marx Brothers, their origins and of the roots of their comedy.First and foremost, this is the saga of a family whose theatrical roots stretch back to mid-19th century Germany. From Groucho Marx's first warblings with the singing Leroy Trio, this book brings to life the vanished world of America's wild and boisterous variety circuits, leading to the Marx Brothers' Broadway successes, and their alliance with New York's theatrical lions, George S. Kaufman and the 'Algonquin Round Table'.Never-before-published scripts, well-minted Marxian dialogue, and much madness and mayham feature in this tale of the Brothers' battles with Hollywood, their films, their loves and marriages, and the story of the forgotten brother Gummo.",464,24,11 follower,"['Biography', 'Nonfiction', 'Film', 'Comedy', 'Media Tie In', 'History', 'Humor']",27 review,83 (32%),105 (40%),63 (24%),6 (2%),0 (0%)
Daemonslayer,William King,4.20,"3,129 rating","January 1, 1999","Gotrek & Felix Book 3An encounter with an old friend of Gotrek's leads the Slayer and his human companion north into the Chaos Wastes. There. they will face their greatest adventure yet, and the most fearsome foe they can imagine.READ IT BECAUSEThis is the book that brings in loads of the elements of classic Gotrek and Felix – Snorri Nosebiter, Malakai Makaisson, Ulrika Magdova and Max Schrieber all make their first appearances. Plus it's a cracking tale in its own right, with a truly epic conclusion.THE STORYGotrek and Felix: unsung heroes of the Empire, or nothing more than common thieves and murderers? The truth perhaps lies somewhere in between, and depends entirely upon whom you ask…Gotrek & Felix join an expedition northwards in search of the long-lost dwarf hold of Karag Dum. Setting forth for the hideous Realms of Chaos in an experimental dwarf airship captained by an insane Slayer-Engineer, the heroic pair are sworn to recover the ancient treasures or die in the attempt. But darkness awaits them in Karag Dum, along with the greatest battle of Gotrek's life…",320,334,660 follower,"['Fantasy', 'Fiction', 'High Fantasy', 'Dark Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Novels']",116 review,"1,326 (42%)","1,196 (38%)",525 (16%),67 (2%),15 (<1%)
Punktown,Jeffrey Thomas,4.00,583 rating,"January 1, 2000","In the city they call Punktown, on a planet where a hundred sentient species collide, you can become a creator of clones. You can become a piece of performance art. You might even become a library of sorrows...Table Of Contents: The Reflections Of Ghosts Pink Pills The Flaying Season Union Dick Wakizashi Dissecting The Soul Precious Metal Sisters Of No Mercy Heart for Heart’s Sake The Ballad Of Moosecock Lip Face The Pressman The Palace Of Nothingness The Rusted Gates Of Heaven Immolation Unlimited Daylight The Library Of Sorrows Nom de Guerre The Color Shrain",224,233,249 follower,"['Science Fiction', 'Horror', 'Short Stories', 'Fiction', 'Cyberpunk', 'Anthologies', 'New Weird', 'Science Fiction', 'Horror', 'Short Stories', 'Fiction', 'Cyberpunk', 'Anthologies', 'New Weird', 'Science Fiction', 'Horror', 'Short Stories', 'Fiction', 'Cyberpunk', 'Anthologies', 'New Weird']",78 review,206 (35%),226 (38%),105 (18%),37 (6%),9 (1%)
The Portable Beat Reader,Ann Charters,4.16,"7,900 rating","January 1, 1992","An anthology of writing from the Beat Generation features the surrealism of Burroughs, the poetry of Ginsberg, the zen prose of Gary Snyder, and essays, songs lyrics, letters, and memoirs by Cassady, Corso, Di Prima, Dylan, Baraka, and Kerouac. Reprint.",645,80,28 follower,"['Poetry', 'Fiction', 'Classics', 'Anthologies', 'Literature', 'Short Stories', 'Essays']",133 review,"3,338 (42%)","2,931 (37%)","1,303 (16%)",223 (2%),105 (1%)
The Ends of the Earth,Valerio Massimo Manfredi,4.15,"5,595 rating","January 1, 1998","All his life, Alexander defied the limits the gods gave mortals. That passion overwhelmed cities and armies...and united a vast empire. Alexander was no longer simply King of Macedonia: The Pan-Hellenic League had named him Supreme Leader. Egypt crowned him Pharaoh. And all Persia acknowledged him as Great King. He was a true heir to Achilles and Hercules, a leader who had guided troops to victory beyond the Nile, the Tigris, and the Euphrates. Now, conquering India would place all of Asia in his hands. But his army reached the limit of its endurance, and the cost of triumph had been high -- in blood, betrayal, and tragedy. Alexander lost Barsine, his first beloved; Bucephalus, a steed unequaled; Peritas, his loyal hound; and Hephaestion, the closest companion of his youth. Still he sought the wisdom and might to transform the empire he had claimed into the one of which he dreamed, no longer divided into victors and vanquished, but a unified people under his rule. For Alexander was destined for timeless glory in the domain of heroes and gods -- both in his lifetime and in the realm of eternal legend.",464,130,"1,334 follower","['Historical Fiction', 'Fiction', 'Historical', 'War', 'Novels', 'Historical Romance', 'Literature']",167 review,"2,270 (40%)","2,150 (38%)",969 (17%),171 (3%),35 (<1%)
Freddy's Book,John Gardner,3.74,533 rating,"January 1, 1973","In a gloomy mansion in Madison, Wisconsin, a sheltered and sensitive young man slips a visiting professor his secret manuscript—a staggering and beautiful fantasy of knights, knaves, and fools, a rich tale of timeless battles with the devil himself over power and destiny.",245,362,407 follower,"['Fiction', 'Fantasy', 'Literature', 'Novels', 'American', 'Literary Fiction', '20th Century']",49 review,134 (25%),196 (36%),145 (27%),49 (9%),9 (1%)
Stardust of Yesterday,Lynn Kurland,4.09,"4,141 rating","April 1, 1996","Dreaming of her wonderful castle, she imagined that it contained a handsome, brave knight—Suddenly, her eyes flew open. She scrambled over her chair, looking with alarm at what was quivering in front of her, only an inch away from where her toes had dangled off the edge…It was a sword.“I’ll not miss my mark a second time.” A deep voice grated from behind her.She whirled around.It was her knight.It was also her ghost.Genevieve Buchanan inherited a castle—and a ghost to go along with it. But Kendrick de Piaget was no typical ghost. He was a handsome and infuriatingly arrogant thirteenth-century knight. At first he wanted to frighten Genevieve, though she was more charmed than scared by his ghostly tricks. But when his thoughts turned to wooing her instead, Genevieve had to face her greatest fear: falling in love.",368,55,"1,514 follower","['Romance', 'Time Travel', 'Historical Romance', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Historical']",212 review,"1,852 (44%)","1,262 (30%)",708 (17%),193 (4%),126 (3%)
Creatures Great and Small,Colette,3.90,30 rating,"January 1, 1978","Creatures Great and Small consists of three books that were originally published separately and contain the imagined conversations that go on between Colette's bulldog and Angora cat. Whether Colette is describing a goldfish, snake, or bear, she is perceptive and loving.",304,555,"1,498 follower",[],4 review,7 (23%),13 (43%),10 (33%),0 (0%),0 (0%)
