title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Prince of the Blood,Raymond E. Feist,4.01,"25,557 rating","July 28, 1989","Prince of the Blood is a work that explores strength and weakness, hope and fear, and what it means to be a man—in a kingdom where peace is the most precious commodity of all.If there were two more impetuous and carefree men in the Kingdom of the Isles, they had yet to be found. Twins Borric and Erland wore that mantle proudly, much to the chagrin of their father, Prince Arutha of Krondor. But their blissful youth has come to an end. Their uncle, the King, has produced no male children. Bypassing himself, Arutha names Borric, the eldest twin by seconds, the Royal Heir. As his brother, Erland will have his own great responsibilities to shoulder. To drive home their future roles, Arutha sends them as ambassadors to Kesh, the most feared nation in the world. Borric and Erland will be presented to the Queen of Kesh—the single most powerful ruler in the known world—at her Seventy-fifth Jubilee Anniversary.But they have not even left Krondor when an assassination attempt on Borric is thwarted. Aware that he is being provoked into war, Arutha does not rise to the bait. His sons’ journey will not be deterred, for nothing less than peace is riding on it. Yet there is to be no peace for the young princes. When their traveling party is ambushed, Borric disappears and is presumed dead—sending Erland into spirals of rage and grief as he is forced to navigate alone the court intrigues at Kesh. But unbeknownst to anyone, Borric lives and has escaped his captors. In a strange land, with a price on his head, Borric must use all his wits and stamina to find his way back to his brother.On separate paths, the two men—one a fugitive and one a future king—make their journey toward maturity, honor, and duty. For every step they take could sway the fragile peace of the land, as those who crave war rally against them—and become ever more daring.",429,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Magic']","8,430 follower",371 review,330,122 (<1%),908 (3%),"5,985 (23%)","9,992 (39%)","8,550 (33%)"
Schoolboy into war,H.E.L. Mellersh,4.25,4 rating,"January 1, 1978",,200,[],5 follower,2 review,31,0 (0%),0 (0%),0 (0%),3 (75%),1 (25%)
The Good Fairies of New York,Martin Millar,3.51,"5,453 rating","January 1, 1992","Morag and Heather, two eighteen-inch fairies with swords, green kilts and badly dyed hair fly through the window of the worst violinist in New York, an overweight and antisocial type named Dinnie, and vomit on his carpet. Who they are, how they came to New York and what this has to do with the lovely Kerry - who lives across the street, and has Crohn's Disease, and is making a flower alphabet - and what this has to do with the other fairies (of all nationalities) of New York, not to mention the poor repressed fairies of Britain, is the subject of this book. It has a war in it, and a most unusual production of Shakespeare's A Midsummer Night's Dream and Johnny Thunders' New York Dolls guitar solos. What more could anyone desire from a book?","PaperbackFirst published January 1, 1992","['Fantasy', 'Fiction', 'Urban Fantasy', 'Humor', 'Fairies', 'Science Fiction Fantasy', 'New York']",507 follower,698 review,40,287 (5%),651 (11%),"1,619 (29%)","1,763 (32%)","1,133 (20%)"
Compassion: A Reflection on the Christian Life,Henri J.M. Nouwen,4.36,"1,335 rating","January 1, 1982","In this provocative essay on that least understood virtue, compassion, the authors challenge themselves and us with these Where do we place compassion in our lives? Is it enough to live a life in which we hurt one another as little as possible? Is our guiding ideal a life of maximum pleasure and minimum pain? Compassion answers no.After years of study and discussion among themselves, with other religious, and with men and women at the very center of national politics, the authors look at compassion with a vigorous new perspective. They place compassion at the heart of a Christian life in a world governed far too long by principles of power and destructive control. Compassion, no longer merely an eraser of human mistakes, is a force of prayer and action -- the expression of God's love for us and our love for God and one another.Compassion is a book that says no to a compassion of guilt and failure and yes to a compassionate love that pervades our spirit and moves us to action. Henri Nouwen, Donald McNeill, and Douglas Morrison have written a moving document on what it means to be a Christian in a difficult time.",160,"['Spirituality', 'Theology', 'Christian', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality', 'Theology', 'Christian', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality', 'Theology', 'Christian', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality', 'Theology', 'Christian', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality', 'Theology', 'Christian', 'Religion', 'Nonfiction', 'Christianity', 'Faith']","1,837 follower",122 review,345,15 (1%),32 (2%),149 (11%),405 (30%),734 (54%)
A Bird in the House,Margaret Laurence,3.94,"2,735 rating","January 1, 1974","Vanessa was born in the small Manitoba town of Manawaka - a world of proud personal struggles, bitter family conflicts, and unyielding prairie traditions.It was here, in the lean years of the Depression, that she came into her own, a courageous provincial girl determined to satisfy her thirst for freedom.A brilliant collection of short stories by Canada's most celebrated, most popular novelist and part of her acclaimed Manawaka series which also includes The Diviners, A Jest of God, The Stone Angel and The Fire-Dwellers.",182,"['Fiction', 'Canada', 'Short Stories', 'Classics', 'Canadian Literature', 'Historical Fiction', 'Literary Fiction']",360 follower,132 review,52,32 (1%),121 (4%),628 (22%),"1,145 (41%)",809 (29%)
The Doubtful Guest,Edward Gorey,4.42,"4,369 rating","January 1, 1957","The doubtful guest shows up unannounced and unwelcome, yet its presence is accepted after only a brief interlude of screaming. The staid, pale, Victorian inhabitants of the mansion alternately stare and glare at the doubtful guest as it tears out whole chapters from books, peels the soles of its white canvas shoes, and broods while lying on the floor (""inconveniently close to the drawing-room door""). Strangely, or rather, typically, as this is a Gorey book, the stymied occupants never ask the guest to leave--and in 17 years it has still ""shown no intention of going away.""",32,"['Humor', 'Fiction', 'Picture Books', 'Art', 'Comics', 'Graphic Novels', 'Poetry']","1,931 follower",216 review,325,20 (<1%),69 (1%),453 (10%),"1,338 (30%)","2,489 (56%)"
Walt Disney's Peter Pan,Eugene Bradley Coco,4.35,"47,162 rating","January 1, 1960","With illustrations and vocabulary the kids can understand, this book provides an easy way for the kids to understand the story (of Peter Pan). It is a must for any children's book collection.",24,"['Childrens', 'Fantasy', 'Classics', 'Picture Books', 'Fiction', 'Adventure', 'Fairy Tales', 'Childrens', 'Fantasy', 'Classics', 'Picture Books', 'Fiction', 'Adventure', 'Fairy Tales', 'Childrens', 'Fantasy', 'Classics', 'Picture Books', 'Fiction', 'Adventure', 'Fairy Tales', 'Childrens', 'Fantasy', 'Classics', 'Picture Books', 'Fiction', 'Adventure', 'Fairy Tales', 'Childrens', 'Fantasy', 'Classics', 'Picture Books', 'Fiction', 'Adventure', 'Fairy Tales']",10 follower,142 review,44,656 (1%),"1,388 (2%)","6,850 (14%)","10,244 (21%)","28,024 (59%)"
The Many Adventures of Winnie the Pooh,Jamie Simons,4.02,188 rating,"August 1, 1997","Book by Mouse Works, Simons, Jamie",95,"['Childrens', 'Animals', 'Fiction', 'Childrens', 'Animals', 'Fiction', 'Childrens', 'Animals', 'Fiction']",8 follower,8 review,35,6 (3%),14 (7%),34 (18%),50 (26%),84 (44%)
"Faith, Love, and Hope: An Exegetical Commentary on James",Spiros Zodhiates,5.00,2 rating,"August 1, 1993","This verse-by-verse commentary on the book of James from the New Testament was compiled by Dr. Spiros Zodhiates, past president of AMG International and AMG Publishers. His life's goal was to provide exegetical commentary on each New Testament passage allowing both the leader and the laity the opporutunity to learn the principles from God's Word. First published in 1972, this revised edition was recreated and edited for content in 1997. Dr. Zodhiates takes the reader through each verse and passage with Greek insights from his over 50 years in study and ministry.",830,[],11 follower,0 review,151,0 (0%),0 (0%),0 (0%),0 (0%),2 (100%)
The Misenchanted Sword,Lawrence Watt-Evans,4.03,"3,619 rating","August 12, 1985","The Misenchanted Sword /A Legend of Ethshar/ A LAND AT WAR / Ethshar and the Northern Empire have been at war for hundreds of years. Hardly anyone alive remembers why, or over what. The tempest, turmoil, and war are endless, and the killing more endless still. The war has become not just a way of life, but an institution; no one dares to dream that it could end. Not even Valder of Kardoret, Ethsharitic Scout, trapped behind enemy lines. / A MISENCHANTED SWORD / But now everything has at a moment of great need, a hermit wizard crafted Valder a magic sword called Wirikidor -- a blade at once cursed and enchanted, a misenchanted blade that makes him unbeatable. / A LEGEND OF ETHSHAR / Soon the tides of battle will turn, and once they've turned they'll turn forever.",228,"['Fantasy', 'Fiction', 'Humor', 'Magic', 'Science Fiction Fantasy', 'High Fantasy', 'Sword and Sorcery']",496 follower,167 review,216,35 (<1%),151 (4%),775 (21%),"1,357 (37%)","1,301 (35%)"
Joy of Man's Desiring,Jean Giono,4.15,421 rating,"January 1, 1935","A novel of provincial France follows Jourdan, a farmer completely in touch with the wonders of nature",472,"['Fiction', 'France', 'Classics', 'Magical Realism', 'Nature', 'French Literature', 'Literature']",295 follower,54 review,244,9 (2%),22 (5%),56 (13%),144 (34%),190 (45%)
Roman Fever and Other Stories,Edith Wharton,4.10,"1,999 rating","January 1, 1934","These short works display Wharton's talent as a satirist ""skilled at dissecting the elements of emotional subtleties, moral ambiguities, and the implications of social constrictions"" (Cythina Griffin Wolfe, from the Introduction).Roman fever (1934)Xingu (1911)The other two (1904)Souls belated (1899)The angel at the grave (1901)The last asset (1904)After Holbein (1928)Autres temps (1911)",304,"['Short Stories', 'Classics', 'Fiction', 'American', 'Literature', 'Italy', 'School']","4,335 follower",124 review,"1,435",21 (1%),60 (3%),358 (17%),825 (41%),735 (36%)
James Herriot's Dog Stories,James Herriot,4.43,"7,335 rating","January 1, 1986","James Herriot is one of the most beloved storytellers of our time. The warm and joyful memoirs of his life as a country vet in Yorkshire have endeared him to countless readers around the world, and many of his most memorable tales featured man's best friend.Here are the complete dog stories from his much-beloved memoirs: a handsome collection of tales, available for the first time in trade paperback, that will warm the hearts of dog lovers around the world. Featuring a special introduction by the author and his own accompanying notes to each specially illustrated story, this tribute from man to dog is a volume no Herriot fan will want to be without.",464,"['Nonfiction', 'Animals', 'Dogs', 'Short Stories', 'Biography', 'Memoir', 'Humor', 'Nonfiction', 'Animals', 'Dogs', 'Short Stories', 'Biography', 'Memoir', 'Humor', 'Nonfiction', 'Animals', 'Dogs', 'Short Stories', 'Biography', 'Memoir', 'Humor']","2,891 follower",418 review,316,39 (<1%),93 (1%),740 (10%),"2,257 (30%)","4,206 (57%)"
The Winds of Autumn,Janette Oke,4.11,"4,218 rating","January 1, 1987","""I don't know who was most excited that morning when the three of us hoisted packs on our backs and started off down the trail. Just before we disappeared from view of our yard, I turned for one more wave. You woulda thought we were marching off to war or something. I even saw Aunt Lou blow her nose on her white hankie. They all looked glad and sad at the same time--happy we were doing something we really wanted to do, anxious that everything would go all right, and a bit sad we were growing up."" On the brink of manhood, Josh was facing important questions about life, about love, about himself...""I sure was having a time of it trying to sort out all these different ideas and feelings--maybe I should just go fishing!""",218,"['Christian Fiction', 'Christian', 'Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Christian Romance']","3,023 follower",166 review,296,38 (<1%),162 (3%),853 (20%),"1,400 (33%)","1,765 (41%)"
حمار الحكيم,Tawfiq Al-Hakim,3.43,"3,950 rating","January 1, 1940",هذا الكتاب هو إحدى روايات توفيق الحكيم الشهيرة ولكنها أقرب إلى السيرة الذاتية في فترة معينة منها الى الرواية,132,"['Novels', 'Literature', 'Classics', 'Fiction', 'Art', 'Egypt', 'Egyptian Literature', 'Novels', 'Literature', 'Classics', 'Fiction', 'Art', 'Egypt', 'Egyptian Literature', 'Novels', 'Literature', 'Classics', 'Fiction', 'Art', 'Egypt', 'Egyptian Literature']",640 follower,484 review,244,180 (4%),505 (12%),"1,355 (34%)","1,257 (31%)",653 (16%)
The Singing Stone,O.R. Melling,4.06,471 rating,"May 29, 1987","Libro usado en buenas condiciones, por su antiguedad podria contener señales normales de uso",224,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Canada', 'Time Travel', 'Historical Fiction']",474 follower,22 review,23,7 (1%),19 (4%),101 (21%),158 (33%),186 (39%)
Monster,Walter Dean Myers,3.73,"71,207 rating","April 21, 1999","Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady who is the prosecutor called me. Monster.Fade In: Interior Court. A guard sits at a desk behind Steve. Kathy O'Brien, Steve's lawyer, is all business as she talks to Steve.O'BrienLet me make sure you understand what's going on. Both you and this king character are on trial for felony murder. Felony Murder is as serious as it gets. . . . When you're in court, you sit there and pay attetion. You let the jury know that you think the case is a serious as they do. . . .SteveYou think we're going to win ?O'Brien (seriously)It probably depends on what you mean by ""win.""Sixteen-year-old Steve Harmon is on trial for murder. A Harlem drugstore owner was shot and killed in his store, and the word is that Steve served as the lookout.Guilty or innocent, Steve becomes a pawn in the hands of ""the system,"" cluttered with cynical authority figures and unscrupulous inmates, who will turn in anyone to shorten their own sentences. For the first time, Steve is forced to think about who he is as he faces prison, where he may spend all the tomorrows of his life.As a way of coping with the horrific events that entangle him, Steve, an amateur filmmaker, decides to transcribe his trial into a script, just like in the movies. He writes it all down, scene by scene, the story of how his whole life was turned around in an instant. But despite his efforts, reality is blurred and his vision obscured until he can no longer tell who he is or what is the truth. This compelling novel is Walter Dean Myers's writing at its best.",281,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Crime', 'Contemporary', 'Teen', 'School']","1,106 follower","6,902 review",209,"2,024 (2%)","5,883 (8%)","19,781 (27%)","25,060 (35%)","18,459 (25%)"
Joe Gould's Secret,Joseph Mitchell,4.06,"1,766 rating","January 1, 1965","Now a major motion picture starring Ian Holm, Hope Davis, and Stanley Tucci, who also directs.Joseph Mitchell was a legendary New Yorker writer and the author of the national bestseller Up in the Old Hotel, in which these two pieces appeared. What Joseph Mitchell wrote about, principally, was New York. In Joe Gould, Mitchell found the perfect subject. And Joe Gould's Secret has become a legendary piece of New York history.Joe Gould may have been the quintessential Greenwich Village bohemian. In 1916, he left behind patrician roots for a scrappy, hand-to-mouth existence: he wore ragtag clothes, slept in Bowery flophouses, and mooched food, drinks, and money off of friends and strangers. Thus he was able to devote his energies to writing ""An Oral History of Our Time,"" which Gould said would constitute ""the informal history of the shirt-sleeved multitude."" But when Joe Gould died in 1957, the manuscript could not be found. Where had he hidden it? This is Joe Gould's Secret. ""[Mitchell is] one of our finest journalists.""--Dawn Powell, The Washington Post ""What people say is history--Joe Gould was right about that-- and history, when recorded by Mitchell, is literature.""--The New Criterion",186,"['Nonfiction', 'Biography', 'New York', 'History', 'Journalism', '20th Century', 'Memoir']",171 follower,166 review,120,17 (<1%),65 (3%),318 (18%),754 (42%),612 (34%)
Object Lessons: The Life of the Woman and the Poet in Our Time,Eavan Boland,4.26,320 rating,"January 1, 1995","In this important prose work, one of our major poets explores, through autobiography and argument, a woman's life in Ireland together with a poet's work. Eavan Boland beautifully uncovers the powerful drama of how these lives affect one another; how the tradition of womanhood and the historic vocation of the poet act as revealing illuminations of the other.",254,"['Poetry', 'Memoir', 'Feminism', 'Nonfiction', 'Irish Literature', 'Ireland', 'Biography']",148 follower,35 review,70,2 (<1%),9 (2%),42 (13%),117 (36%),150 (46%)
The Reunion,K.A. Applegate,3.92,"2,913 rating","June 1, 1999","Marco's mom is back. But she's not Visser One anymore. Marco's not even sure if she's still a Controller. But he's determined to find out. No matter what it takes. No matter what might happen. Marco wants his mom back.Jake, the other Animorphs, and Ax realize that Marco is under some serious stress. And that the situation with his mom could very well jeopardize everything they've worked for. Now they also have to wonder if Marco will be the one to give away the secret of the Animorphs. . . .",156,"['Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens']",361 follower,137 review,254,22 (<1%),144 (4%),803 (27%),"1,010 (34%)",934 (32%)
"Yes, Virginia, There Is a Santa Claus",Francis Pharcellus Church,4.28,"2,099 rating","January 1, 1897","In 1897, a young girl wrote to The New York Sun asking whether Santa Claus truly existed. The paper's response, written by reporter Francis P. Church, has become a beloved holiday literary tradition. An original approach to a children's classic, this captivating book creatively reinterprets that heartwarming letter about the truth behind Santa Claus and Christmas. It is accompanied by charming Victorian artwork. Joel Spector is an artist and illustrator known for his elegant pastel images. His work appears regularly in magazines and newspapers including Business Week, Newsweek, Good Housekeeping, and The New York Times.",32,"['Christmas', 'Classics', 'Holiday', 'Picture Books', 'Childrens', 'Fiction', 'True Story', 'Christmas', 'Classics', 'Holiday', 'Picture Books', 'Childrens', 'Fiction', 'True Story', 'Christmas', 'Classics', 'Holiday', 'Picture Books', 'Childrens', 'Fiction', 'True Story', 'Christmas', 'Classics', 'Holiday', 'Picture Books', 'Childrens', 'Fiction', 'True Story', 'Christmas', 'Classics', 'Holiday', 'Picture Books', 'Childrens', 'Fiction', 'True Story']",5 follower,74 review,19,40 (1%),59 (2%),313 (14%),545 (25%),"1,142 (54%)"
The Touch of Fire,Linda Howard,3.86,"4,537 rating","October 1, 1992","Annie Parker came to Silver Mesa, Arizona, because it was the only place she'd found where folks thought a woman doctor was better than no doctor at all. Her lonely life became harder still on the winter night Rafe McCay broke into her office with a bullet in his side and a bounty hunter at his back. With a gun aimed at her heart, he led her deep into the Arizona mountains, and into a world of danger and passion, for Annie discovered in Rafe not only a wounded man, but a soul betrayed...and Rafe, healed by her skill and the magic in her hands, awakened in Annie a woman's tender longing and hungry desire. Pursued by dangerous secrets of the past, they are swept into a thrilling odyssey of the heart -- a bold, exhilarating journey that rekindles Rafe's lost hope and transforms Annie's healing gift into a deep, enduring love.",312,"['Romance', 'Historical Romance', 'Historical', 'Westerns', 'Western Romance', 'Romantic Suspense', 'Fiction']","6,852 follower",244 review,279,106 (2%),288 (6%),"1,151 (25%)","1,584 (34%)","1,408 (31%)"
Nobody's Baby But Mine,Susan Elizabeth Phillips,4.04,"41,746 rating","February 1, 1997","Librarian Note: There is an Alternate Cover Edition for this edition of this book here.Genius physics professor Dr. Jane Darlington desperately wants a baby. But finding a father won’t be easy. Jane’s super-intelligence made her feel like a freak when she was growing up, and she’s determined to spare her own child that suffering. Which means she must find someone very special to father her child. Someone who’s more comfortable working out his muscles than exercising his brain.Cal Bonner, the Chicago Stars’ legendary quarterback, seems like the perfect choice. But his champion good looks and down-home ways are deceiving. Dr. Jane is about to learn a little too late that this good ol’ boy is a lot smarter than he lets on—and he’s not about to be used and abandoned by a brainy, baby-mad schemer.",374,"['Romance', 'Contemporary Romance', 'Contemporary', 'Sports', 'Sports Romance', 'Chick Lit', 'Fiction']",15k follower,"2,264 review",51,779 (1%),"1,960 (4%)","8,092 (19%)","14,949 (35%)","15,966 (38%)"
Vixen 03,Clive Cussler,3.86,"13,370 rating","January 1, 1978","1954. Vixen 03 is down. The  plane, bound for the Pacific carrying thirty-six  Doomsday bombs -- canisters armed with quick-death  germs of unbelievable potency -- vanishes. Vixen has  in fact crashed into an ice-covered lake in  Colorado. 1988. Dirk Pitt, who heroically raised  the Titanic , discovers the wreckage of   Vixen 03 . But two deadly canisters  are missing. They're in the hands of a terrorist  group. Their lethal to sail a battleship  seventy-five miles up the Potomac and blast  Washington, D.C., to kingdom come. Only Dirk can stop  them.",362,"['Adventure', 'Fiction', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']","7,903 follower",373 review,492,73 (<1%),538 (4%),"3,978 (29%)","5,409 (40%)","3,372 (25%)"
The Illearth War,Stephen R. Donaldson,4.02,"27,357 rating","September 1, 1978","After scant days in his ""real"" world, Thomas Covenant found himnself again summoned to the Land--the strange world of magic and earthpower. There, forty bitter years had passed while Lord Foul, immortal enemy of the Land, moved to fulfill his prophecy of doom. Foul's countless minions, led by a Giant Raver, were already on the march of destruction. They were opposed only by the untried war skill of Hile Troy, blind and bitter exile from ""reality."" The Council of Lords found their spells useless now that Foul the Despiser held the Illearth Stone, ancient source of evil power. High Lord Elena turned in desperation to Covenant and the legendary white gold magic of his ring. And nobody knew how to use the white gold--least of all Thomas Covenant. Thus continues one of the strangest epic fantasies ever written.",527,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'Science Fiction', 'Adventure', 'High Fantasy']","2,553 follower",484 review,164,592 (2%),"1,378 (5%)","5,202 (19%)","9,954 (36%)","10,231 (37%)"
How to Eat Fried Worms,Thomas Rockwell,3.76,"47,477 rating","January 1, 1973","People are always daring Billy to do zany things. But Billy may have bitten off more than he can chew when he takes his friend Alan's bet that Billy can't eat fifteen worms in fifteen days. If Billy wins, Alan has to fork over fifty dollars. Billy wants the money to buy a used minibike, so he's ready to dig in. He sets up mustard and ketchup, salt and pepper, and sugar and lemon to disguise the disgusting taste.Good news for Billy—once he gets going, he finds himself actually getting hooked on those juicy worms.Bad news for Billy—Alan is busy cooking up schemes to make Billy worm out of the bet. Will Billy keep up his wormy work for fifteen days?No cheating! Keep eating! Worm by worm by worm...--back cover",118,"['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Humor', 'Realistic Fiction', 'Juvenile']",35 follower,"1,222 review",28,"1,386 (2%)","3,738 (7%)","13,917 (29%)","14,366 (30%)","14,070 (29%)"
