title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Andersonville,MacKinlay Kantor,4.10,"8,103 rating","January 1, 1955",The 1956 Pulitzer Prize-winning story of the Andersonville Fortress and its use as a concentration camp-like prison by the South during the Civil War.,766,"['Historical Fiction', 'Fiction', 'Civil War', 'War', 'Classics', 'American Civil War', 'Historical']",62 follower,394 review,196,160 (1%),280 (3%),"1,398 (17%)","2,996 (36%)","3,269 (40%)"
Auto-da-Fé,Elias Canetti,4.03,"6,020 rating","January 1, 1935","""Auto-da-Fé"" is the story of Peter Kien, a distinguished, reclusive sinologist living in Vienna between the wars. With masterly precision, Canetti reveals Kien's character, displaying the flawed personal relationships which ultimately lead to his destruction.Manipulated by his illiterate and grasping housekeeper, Therese, who has tricked him into marriage, and Benedikt Pfaff, a brutish concierge, Kien is forced out of his apartment - which houses his great library and one true passion - and into the underworld of the city. In this purgatory he is guided by a chess-playing dwarf of evil propensities, until he is eventually restored to his home. But on his return he is visited by his brother, an eminent psychiatrist who, by an error of diagnosis, precipitates the final crisis...""Auto-da-Fé"" was first published in Germany in 1935 as ""Die Blendung"" (""The Blinding"" or ""Bedazzlement"") and later in Britain in 1947, where the publisher noted Canetti as a 'writer of strongly individual genius, which may prove influential', an observation borne out when the author was awarded the Nobel Prize for Literature in 1981. ""Auto-da-Fé"" still towers as one of the greatest novels of the twentieth century, and Canetti's incisive vision of an insular man battling agianst the outside world is as fresh and rewarding today as when first it appeared in print.",464,"['Fiction', 'Classics', 'German Literature', 'Literature', 'Nobel Prize', 'Novels', 'Bulgaria', 'Fiction', 'Classics', 'German Literature', 'Literature', 'Nobel Prize', 'Novels', 'Bulgaria', 'Fiction', 'Classics', 'German Literature', 'Literature', 'Nobel Prize', 'Novels', 'Bulgaria']",582 follower,565 review,129,187 (3%),382 (6%),"1,018 (16%)","1,938 (32%)","2,495 (41%)"
Claudius the God and His Wife Messalina,Robert Graves,4.21,"15,048 rating","January 1, 1934","With the same brilliance that characterized his classic I, Claudius, Robert Graves continues the tumultuous life of the Roman who became emperor in spite of himself and his handicaps. Claudius the God reveals the splendor, vitality and decadence of the Roman Empire through the eyes of the wry and bemused Claudius who reigns as emperor for thirteen years. The crippled Claudius describes himself as the fool of the royal family, whom none of his ambitious and blood-thirsty relatives considered worth the trouble of killing. Once in the throne, however, he finds himself at last at the center of the political maelstrom.",533,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels', 'Roman']","1,635 follower",746 review,479,63 (<1%),368 (2%),"2,326 (15%)","5,841 (38%)","6,450 (42%)"
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.37,"1,024 rating","January 1, 1973",Kurt Three Complete Cat's Cradle; God Bless You Mr. Rosewater; Breakfast of Champions.,527,"['Fiction', 'Science Fiction', 'Classics', 'Literature']",33.4k follower,10 review,530,2 (<1%),12 (1%),132 (12%),335 (32%),543 (53%)
Mason & Dixon,Thomas Pynchon,4.11,"11,249 rating","August 1, 1997","Charles Mason (1728-1786) and Jeremiah Dixon (1733-1779) were the British surveyors best remembered for running the boundary between Pennsylvania and Maryland that we know today as the Mason-Dixon Line. Here is their story as re-imagined by Thomas Pynchon, featuring Native Americans and frontier folk, ripped bodices, naval warfare, conspiracies erotic and political, major caffeine abuse. We follow the mismatch'd pair—one rollicking, the other depressive; one Gothic, the other pre-Romantic—from their first journey together to the Cape of Good Hope, to pre-Revolutionary America and back, through the strange yet redemptive turns of fortune in their later lives, on a grand tour of the Enlightenment's dark hemisphere, as they observe and participate in the many opportunities for insanity presented them by the Age of Reason.",773,"['Fiction', 'Historical Fiction', 'Literature', 'Novels', 'American', 'Classics', 'Literary Fiction']","6,401 follower","1,081 review",58,291 (2%),623 (5%),"1,750 (15%)","3,448 (30%)","5,137 (45%)"
The Hamlet,William Faulkner,3.87,"5,490 rating","January 1, 1940","The Hamlet, the first novel of Faulkner's Snopes trilogy, is both an ironic take on classical tragedy and a mordant commentary on the grand pretensions of the antebellum South and the depths of its decay in the aftermath of war and Reconstruction. It tells of the advent and the rise of the Snopes family in Frenchman's Bend, a small town built on the ruins of a once-stately plantation. Flem Snopes -- wily, energetic, a man of shady origins -- quickly comes to dominate the town and its people with his cunning and guile.",409,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Literary Fiction', 'Southern Gothic']","9,237 follower",356 review,927,146 (2%),342 (6%),"1,271 (23%)","2,070 (37%)","1,661 (30%)"
Brighton Rock,Graham Greene,3.70,"31,842 rating","January 1, 1938","ISBN 9780099478478 moved to this edition.A gang war is raging through the dark underworld of Brighton. Seventeen-year-old Pinkie, malign and ruthless, has killed a man. Believing he can escape retribution, he is unprepared for the courageous, life-embracing Ida Arnold. Greene's gripping thriller, exposes a world of loneliness and fear, of life lived on the 'dangerous edge of things'.WITH AN INTRODUCTION BY J.M. COETZEE",269,"['Fiction', 'Classics', 'Crime', 'Mystery', 'Literature', 'British Literature', 'Thriller', 'Fiction', 'Classics', 'Crime', 'Mystery', 'Literature', 'British Literature', 'Thriller', 'Fiction', 'Classics', 'Crime', 'Mystery', 'Literature', 'British Literature', 'Thriller']","5,270 follower","2,022 review",456,762 (2%),"2,552 (8%)","9,117 (28%)","12,470 (39%)","6,941 (21%)"
The Rebel,Albert Camus,4.14,"15,826 rating","January 1, 1951","By one of the most profoundly influential thinkers of our century, The Rebel is a classic essay on revolution. For Albert Camus, the urge to revolt is one of the ""essential dimensions"" of human nature, manifested in man's timeless Promethean struggle against the conditions of his existence, as well as the popular uprisings against established orders throughout history. And yet, with an eye toward the French Revolution and its regicides and deicides, he shows how inevitably the course of revolution leads to tyranny, as old regimes throughout the world collapse, The Rebel resonates as an ardent, eloquent, and supremely rational voice of conscience for our tumultuous times.Translated from the French by Anthony Bower.",320,"['Philosophy', 'Nonfiction', 'Classics', 'Essays', 'France', 'Politics', 'French Literature']",30k follower,797 review,843,164 (1%),571 (3%),"2,637 (16%)","5,938 (37%)","6,516 (41%)"
Immortality,Milan Kundera,4.14,"38,383 rating","January 12, 1990","This breathtaking, reverberating survey of human nature finds Kundera still attempting to work out the meaning of life, without losing his acute sense of humour. It is one of those great unclassifiable masterpieces that appear once every twenty years or so.'It will make you cleverer, maybe even a better lover. Not many novels can do that.' Nicholas Lezard, GQ",400,"['Fiction', 'Philosophy', 'Czech Literature', 'Novels', 'Literature', 'Classics', 'Contemporary', 'Fiction', 'Philosophy', 'Czech Literature', 'Novels', 'Literature', 'Classics', 'Contemporary', 'Fiction', 'Philosophy', 'Czech Literature', 'Novels', 'Literature', 'Classics', 'Contemporary']",17.2k follower,"2,431 review",192,358 (<1%),"1,389 (3%)","6,547 (17%)","14,146 (36%)","15,943 (41%)"
Silence,Shūsaku Endō,4.09,"33,836 rating","January 1, 1966","""In my opinion one of the finest novels of our time."" - Graham GreeneShusaku Endo is Japan's foremost novelist, and Silence is generally regarded to be his masterpiece. In a perfect fusion of treatment and theme, this powerful novel tells the story of a seventeenth-century Portuguese priest in Japan at the height of the fearful persecution of the small Christian community.",219,"['Fiction', 'Historical Fiction', 'Japan', 'Religion', 'Japanese Literature', 'Classics', 'Novels', 'Fiction', 'Historical Fiction', 'Japan', 'Religion', 'Japanese Literature', 'Classics', 'Novels', 'Fiction', 'Historical Fiction', 'Japan', 'Religion', 'Japanese Literature', 'Classics', 'Novels']",914 follower,"4,329 review",361,350 (1%),"1,394 (4%)","5,952 (17%)","13,439 (39%)","12,701 (37%)"
Man's Fate,André Malraux,3.74,"5,729 rating","April 28, 1933","As explosive and immediate today as when it was first published in 1933, 'Man's Fate' ('La Condition Humaine'), an account of a crucial episode in the early days of the Chinese Revolution, foreshadows the contemporary world and brings to life the profound meaning of the revolutionary impulse for the individuals involved. As a study of conspiracy and conspirators, of men caught in the desperate clash of ideologies, betrayal, expediency, and of free will, Andre Malraux's novel remains unequaled.Translated from the French by Haakon M. Chevalier",368,"['Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'China', 'Novels', 'Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'China', 'Novels', 'Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'China', 'Novels', 'Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'China', 'Novels', 'Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'China', 'Novels']",357 follower,383 review,249,171 (2%),492 (8%),"1,490 (26%)","2,056 (35%)","1,520 (26%)"
The Waste Land and Other Poems,T.S. Eliot,4.22,"68,487 rating","January 1, 1922","Librarian Note: Also available as an Alternate Cover Edition.
“And I will show you something different from eitherYour shadow at morning striding behind youOr your shadow at evening rising to meet youI will show you fear in a handful of dust”
When The Waste Land was published in 1922, initial reaction to the poem was decidedly negative. Critics attacked the poem's ""kaleidoscopic"" design, and nearly everyone disagreed furiously about its meaning. The poem was even rumored to a hoax. Eventually, though, The Waste Land went on to become what many regard as the most influential poem written in English in the twentieth century.""In ten years' time,"" wrote Edmund Wilson in Axel's Castle (1931), ""Elliot has left upon English poetry a mark more unmistakable than that of any other poet writing in English."" In 1948, T.S. Eliot was awarded the Nobel Price ""for his work as a trail-blazing pioneer of modern poetry.""In addition to the title poem, this selection includes ""The Love Song of J. Alfred Prufrock,"" ""Geronition,"" ""Ash-Wednesday,"" and other poems from Eliot's early and middle work.Includes:- The Love Song of J. Alfred Prufrock - Preludes - Gerontion - Sweeney Among the Nightingales - The Waste Land: I. The Burial of the Dead II. A Game of Chess III. The Fire Sermon IV. Death by Water V. What the Thunder Said Notes on 'The Waste Land' - Ash-Wednesday -J ourney of the Magi - Marina - Landscapes: I. New Hampshire II. Virginia III. USK - Two Choruses from 'The Rock'",88,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'American', 'School']","5,039 follower","1,579 review","1,112","1,251 (1%)","2,512 (3%)","9,906 (14%)","20,950 (30%)","33,868 (49%)"
Rubyfruit Jungle,Rita Mae Brown,3.92,"41,958 rating","January 1, 1973","Bawdy and moving, the ultimate word-of-mouth bestseller, Rubyfruit Jungle is about growing up a lesbian in America--and living happily ever after.",246,"['Fiction', 'LGBT', 'Queer', 'Classics', 'Lesbian', 'Feminism', 'Gay']","1,991 follower","2,291 review",130,805 (1%),"2,414 (5%)","9,716 (23%)","15,470 (36%)","13,553 (32%)"
Kitchen,Banana Yoshimoto,3.90,"97,088 rating","January 30, 1988","Banana Yoshimoto's novels have made her a sensation in Japan and all over the world, and Kitchen, the dazzling English-language debut that is still her best-loved book, is an enchantingly original and deeply affecting book about mothers, love, tragedy, and the power of the kitchen and home in the lives of a pair of free-spirited young women in contemporary Japan. Mikage, the heroine of Kitchen, is an orphan raised by her grandmother, who has passed away. Grieving, she is taken in by her friend Yoichi and his mother (who was once his father), Eriko. As the three of them form an improvised family that soon weathers its own tragic losses, Yoshimoto spins a lovely, evocative tale that recalls early Marguerite Duras. Kitchen and its companion story, ""Moonlight Shadow,"" are elegant tales whose seeming simplicity is the ruse of a writer whose voice echoes in the mind and the soul.",160,"['Fiction', 'Japanese Literature', 'Short Stories', 'Contemporary', 'Asian Literature', 'Romance', 'Literary Fiction', 'Fiction', 'Japanese Literature', 'Short Stories', 'Contemporary', 'Asian Literature', 'Romance', 'Literary Fiction', 'Fiction', 'Japanese Literature', 'Short Stories', 'Contemporary', 'Asian Literature', 'Romance', 'Literary Fiction']","7,555 follower","10,425 review",199,"1,114 (1%)","5,341 (5%)","23,362 (24%)","39,712 (40%)","27,559 (28%)"
The Last Picture Show,Larry McMurtry,4.00,"18,325 rating","January 1, 1966","This is one of McMurtry's most memorable novels - the basis for the film of the same name. Set in a small, dusty Texas town, it introduces Jacy, Duane and Sonny, teenagers stumbling towards adulthood, discovering the beguiling mysteries of sex and the even more baffling mysteries of love.",280,"['Fiction', 'Classics', 'Westerns', 'Coming Of Age', 'Literature', 'Historical Fiction', 'Novels']","3,195 follower","1,193 review",170,230 (1%),783 (4%),"3,781 (20%)","7,557 (41%)","5,974 (32%)"
Memnoch the Devil,Anne Rice,3.76,"81,920 rating","July 3, 1995","In the fifth Vampire Chronicle, Lestat is searching for Dora, the beautiful and charismatic mortal daughter of a drug lord. Dora has moved Lestat like no other mortal ever has, and he cannot get her out of his visions. At the same time, he is increasingly aware that the Devil knows who he is and wants something from him. While torn betwen his vampire world and his passion for Dora, Lestat is sucked in by Memnoch, who claims to be the Devil himself. Memnoch presents Lestat with unimagined opportunities: to witness creation, to visit purgatory, to be treated like a prophet. Lestat faces a choice between the Devil or God. Whom does he believe in? Who does he serve? What are the element of religious belief? Lestat finds himself caught in a whirlpool of the ultimate choice",354,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy']",25.3k follower,"1,989 review",434,"2,651 (3%)","7,883 (9%)","21,654 (26%)","23,677 (28%)","26,055 (31%)"
The Society of the Spectacle,Guy Debord,4.03,"20,372 rating","January 1, 1967","Few works of political and cultural theory have been as enduringly provocative as Guy Debord's The Society of the Spectacle. From its publication amid the social upheavals of the 1960s up to the present, the volatile theses of this book have decisively transformed debates on the shape of modernity, capitalism and everyday life in the late twentieth century. Now finally available in a superb English translation approved by the author, Debord's text remains as crucial as ever for understanding the contemporary effects of power, which are increasingly inseparable from the new virtual worlds of our rapidly changing image/information culture.",160,"['Philosophy', 'Nonfiction', 'Politics', 'Theory', 'Sociology', 'Art', 'France', 'Philosophy', 'Nonfiction', 'Politics', 'Theory', 'Sociology', 'Art', 'France', 'Philosophy', 'Nonfiction', 'Politics', 'Theory', 'Sociology', 'Art', 'France']",643 follower,"1,027 review",90,513 (2%),"1,019 (5%)","3,858 (18%)","7,018 (34%)","7,964 (39%)"
Master & Commander,Patrick O'Brian,4.07,"57,322 rating","January 1, 1969","As the Royal Navy takes part in the wars against Napoleonic France, young Jack Aubrey receives his first command, the small, old, and slow HMS Sophie. Accompanied by his eccentric new friend, the physician and naturalist Stephen Maturin, Aubrey does battle with the naval hierarchy, with his own tendency to make social blunders, and with the challenges of forging an effective crew -- before ultimately taking on enemy ships in a vivid, intricately detailed series of sea battles.",464,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Classics', 'War', 'Audiobook']","2,192 follower","4,150 review",272,"1,157 (2%)","2,890 (5%)","10,047 (17%)","19,768 (34%)","23,460 (40%)"
"Little, Big",John Crowley,3.81,"11,346 rating","September 1, 1981","John Crowley's masterful Little, Big is the epic story of Smoky Barnable, an anonymous young man who travels by foot from the City to a place called Edgewood—not found on any map—to marry Daily Alice Drinkwater, as was prophesied. It is the story of four generations of a singular family, living in a house that is many houses on the magical border of an otherworld. It is a story of fantastic love and heartrending loss; of impossible things and unshakable destinies; and of the great Tale that envelops us all. It is a wonder.",538,"['Fantasy', 'Fiction', 'Magical Realism', 'Novels', 'Science Fiction Fantasy', 'Unfinished', 'Science Fiction']",752 follower,"1,649 review",119,711 (6%),"1,213 (10%)","2,051 (18%)","2,954 (26%)","4,417 (38%)"
Dragonsinger,Anne McCaffrey,4.30,"46,094 rating","February 1, 1977","Menolly needs more than music’s power to make it as a Harper in the second book in the Harper Hall trilogy, set within science fiction legend Anne McCaffrey’s beloved and bestselling Dragonriders of Pern series.In the world of Pern, Harpers are more powerful than kings, for the music they play can control the minds of others. For young Menolly, her dreams of becoming a Harper have nothing to do with power, but rather her love of music. Now she is finally living out her musical dreams as an apprentice Harper, but it’s turning out to be more challenging than she thought. Formerly forbidden to study music because of her gender, Menolly quickly encounters hostility from a number of her male peers and masters.With the help of new friends, teachers, and her nine tiny, colorful dragons, Menolly finds that her musical talents may be stronger than anyone could imagine.",288,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']","7,225 follower","1,051 review",568,216 (<1%),846 (1%),"6,645 (14%)","15,743 (34%)","22,644 (49%)"
Growth of the Soil,Knut Hamsun,4.23,"10,428 rating","January 1, 1917","A grand, sweeping saga of sacrifice and struggle, this epic tale recaptures the world of Norwegian homesteaders at the turn of the 20th century. It created an international sensation upon first publication and led to the author's 1920 Nobel Prize in Literature. Rich in symbolism, it continues to resonate with modern readers today.",435,"['Fiction', 'Classics', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature', '20th Century']","2,184 follower",933 review,718,110 (1%),366 (3%),"1,489 (14%)","3,494 (33%)","4,969 (47%)"
Here Be Dragons,Sharon Kay Penman,4.29,"23,900 rating","January 1, 1985","Thirteenth-century Wales is a divided country, ever at the mercy of England's ruthless, power-hungry King John. Then Llewelyn, Prince of North Wales, secures an uneasy truce with England by marrying the English king's beloved, illegitimate daughter, Joanna. Reluctant to wed her father's bitter enemy, Joanna slowly grows to love her charismatic and courageous husband who dreams of uniting Wales. But as John's attentions turn again and again to subduing Wales--and Llewelyn--Joanna must decide to which of these powerful men she owes her loyalty and love.A sweeping novel of power and passion, loyalty and lives, this is the book that began the trilogy that includes FALLS THE SHADOW and THE RECKONING.",704,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Fantasy', 'Romance', 'British Literature']","3,856 follower","1,567 review",36,332 (1%),675 (2%),"2,865 (11%)","7,815 (32%)","12,213 (51%)"
The Littlest Angel,Charles Tazewell,4.28,"6,147 rating","January 1, 1946","When heaven prepares for the birth of Christ, the Littlest Angel is not sure what he can give the Baby, but his gift turns out to be the best of all. Ages 4-8.",32,"['Christmas', 'Picture Books', 'Childrens', 'Fiction', 'Holiday', 'Classics', 'Christian', 'Christmas', 'Picture Books', 'Childrens', 'Fiction', 'Holiday', 'Classics', 'Christian', 'Christmas', 'Picture Books', 'Childrens', 'Fiction', 'Holiday', 'Classics', 'Christian']",4 follower,226 review,42,108 (1%),240 (3%),945 (15%),"1,411 (22%)","3,443 (56%)"
