title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Gulag Archipelago,Aleksandr Solzhenitsyn,4.37,"10,181 rating","January 1, 1973","Volume 1 of the gripping epic masterpiece, Solzhenitsyn's chilling report of his arrest and interrogation, which exposed to the world the vast bureaucracy of secret police that haunted Soviet society",660,432,"3,581 follower","['History', 'Nonfiction', 'Russia', 'Politics', 'Classics', 'Biography', 'Russian Literature', 'History', 'Nonfiction', 'Russia', 'Politics', 'Classics', 'Biography', 'Russian Literature', 'History', 'Nonfiction', 'Russia', 'Politics', 'Classics', 'Biography', 'Russian Literature']",883 review,"5,613 (55%)","3,103 (30%)","1,150 (11%)",223 (2%),92 (<1%)
The Pilgrim's Regress,C.S. Lewis,3.86,"9,818 rating","January 1, 1933","One of C. S. Lewis’ works of fiction, or more specifically allegory, this book is clearly modelled upon Bunyan’s Pilgrim’s Progress, as Lewis cleverly satirizes different sections of the Church.Written within a year of Lewis’ conversion, it characterises the various theological and temperamental leanings of the time. This brilliant and biting allegory has lost none of its freshness and theological profundity, as the pilgrims pass the City of Claptrap, the tableland of the High Anglicans and the far-off marsh of the Theosophists. As ever, Lewis says memorably in brief what would otherwise have demanded a full-length philosophy of religion.",256,"1,291",42.2k follower,"['Fiction', 'Christian', 'Fantasy', 'Religion', 'Theology', 'Christianity', 'Classics']",746 review,"3,042 (30%)","3,418 (34%)","2,473 (25%)",669 (6%),216 (2%)
The Descent of Woman: The Classic Study of Evolution,Elaine Morgan,4.13,856 rating,"January 1, 1972","The Descent of Woman is a pioneering work, the first to argue for the equal role of women in human evolution. On its first publication in 1972 it sparked an international debate and became a rallying-point for feminism, changing the terminology of anthropologists forever. Starting with her demolition of the Biblical myth that woman was an afterthought to the creation of man, Elaine Morgan rewrites human history and evolution.This lively, informative book sets out to solve the riddle of our origins; its answer is controversial. Elaine Morgan has made The Aquatic Ape Hypothesis a plausible alternative to conventional theories of evolution and The Descent of Woman first set out an understanding of who humans are and where they came from.Elaine Morgan was best known as a writer for television until the publication of The Descent of Woman in 1972, which became an international bestseller. She then spent ten years researching human evolution before publishing The Aquatic Ape (published by Souvenir Press as a revised edition, The Aquatic Ape Hypothesis) in 1982. In the years since, The Aquatic Ape Hypothesis has gone on to win widespread support among scientists.It is a measure of Elaine Morgan's enduring importance, provocative thought and international reputation that in January 2006, the first Chinese translation of The Aquatic Ape Hypothesis became a Number 1 bestseller in Taiwan.",288,41,39 follower,"['Nonfiction', 'Science', 'Feminism', 'History', 'Evolution', 'Anthropology', 'Biology']",89 review,372 (43%),300 (35%),129 (15%),35 (4%),20 (2%)
Presidential Agent,Upton Sinclair,4.30,352 rating,"January 1, 1944","On the eve of World War II, Lanny Budd reenters the deadly snake pit of Nazi Germany as a presidential spy An American art expert raised in a world of European wealth and privilege, Lanny Budd is dedicated to his socialist ideals and to combatting the twin scourges of Nazism and Fascism. In 1937, a chance encounter in New York with Professor Charles Alston—his boss at the Paris Peace Conference and now one of President Roosevelt’s top advisors—provides Lanny with the opportunity to make a profound difference.   Appointed Presidential Agent 103, the international art dealer embarks on a secret assignment that takes him back into the Third Reich as the Allied powers prepare to cede Czechoslovakia to Adolf Hitler in a futile attempt to avoid war. But Lanny’s motivations are not just political: The woman he loves has fallen into the brutal hands of the Gestapo, and Lanny will risk everything to save her.  Presidential Agent is the action-packed fifth installment of Upton Sinclair’s Pulitzer Prize–winning series that brings the first half of the twentieth century to dramatic life. An astonishing mix of history, adventure, and romance, the Lanny Budd Novels are a testament to the breathtaking scope of the author’s vision and his singular talents as a storyteller.",998,643,"1,030 follower","['Historical Fiction', 'Fiction', 'Classics', 'World War II', 'Thriller', 'Politics', 'Historical']",29 review,171 (48%),127 (36%),43 (12%),9 (2%),2 (<1%)
Critical Path,R. Buckminster Fuller,4.24,"1,080 rating","March 1, 1981","R. Buckminster Fuller is regarded as one of the most important figures of the 20th century, renowned for his achievements as an inventor, designer, architect, philosopher, mathematician, and dogged individualist. Perhaps best remembered for the Geodesic Dome and the term ""Spaceship Earth,"" his work and his writings have had a profound impact on modern life and thought.Critical Path is Fuller's master work--the summing up of a lifetime's thought and concern--as urgent and relevant as it was upon its first publication in 1981. Critical Path details how humanity found itself in its current situation--at the limits of the planet's natural resources and facing political, economic, environmental, and ethical crises.The crowning achievement of an extraordinary career, Critical Path offers the reader the excitement of understanding the essential dilemmas of our time and how responsible citizens can rise to meet this ultimate challenge to our future.",471,120,701 follower,"['Philosophy', 'Nonfiction', 'Science', 'History', 'Design', 'Politics', 'Technology', 'Philosophy', 'Nonfiction', 'Science', 'History', 'Design', 'Politics', 'Technology', 'Philosophy', 'Nonfiction', 'Science', 'History', 'Design', 'Politics', 'Technology']",92 review,527 (48%),345 (31%),156 (14%),40 (3%),12 (1%)
"Yesterday, I Cried",Iyanla Vanzant,4.26,"2,837 rating","January 1, 1998","“The most powerful spiritual healer, fixer, teacher on the planet.” —Oprah WinfreyWhat is the lesson in abuse, neglect, abandonment, rejection? What is the lesson when you lose someone you really love? Just what are the lessons of life's hard times?Bestselling author Iyanla Vanzant has had an amazing and difficult life—one of great challenges that unmasked her wonderful gifts and led to wisdom gained. In this simple book, she uses her own personal experiences to show how life's hardships can be re-languaged and revisioned to become lessons that teach us as we grow, heal, and learn to love. The pain of the past does not have to be today's reality. Iyanla Vanzant is an example of how yesterday's tears become the seeds of today's hope, renewal, and strength.",304,126,"1,230 follower","['Nonfiction', 'Self Help', 'Spirituality', 'Inspirational', 'Autobiography', 'Memoir', 'Personal Development']",184 review,"1,453 (51%)",839 (29%),401 (14%),104 (3%),40 (1%)
Richard's Cork Leg,Brendan Behan,3.81,21 rating,"June 1, 1974",,87,64,138 follower,[],0 review,4 (19%),10 (47%),6 (28%),1 (4%),0 (0%)
Heart of the Wilderness,Janette Oke,4.06,"3,315 rating","January 1, 1993","Living in the wilderness with her grandfather, a trapper, Kendra returns to school and soon must decide between love with the older brother of a classmate and staying with her grandfather. Original.",239,296,"3,023 follower","['Christian Fiction', 'Fiction', 'Christian', 'Historical Fiction', 'Romance', 'Historical', 'Christian Romance']",85 review,"1,380 (41%)",978 (29%),747 (22%),182 (5%),28 (<1%)
The Mighty Walzer,Howard Jacobson,3.48,460 rating,"August 26, 1999","From the beginning Oliver Walzer is a natural - at ping-pong. Even with his improvised bat (the Collins Classic edition of Dr Jekyll and Mr Hyde) he can chop, flick, half-volley like a champion. At sex he is not so adept, but with tuition from Sheeny Waxman, fellow member of the Akiva Social Club Table Tennis Team and stalwart of the Kardomah coffee bar, his game improves.",400,69,355 follower,"['Fiction', 'British Literature', 'Literary Fiction', 'Jewish', 'Novels', 'Humor', '20th Century']",58 review,84 (18%),153 (33%),144 (31%),57 (12%),22 (4%)
Corduroy's Christmas Surprise,Lisa McCue,4.02,428 rating,"September 25, 2000","Christmas is coming, and Corduroy has a list of gifts he'd like from Santa-until he discovers the true meaning of Christmas is not about train sets and ice skates, but about good friends. Celebrate the season with Corduroy in this Christmas story that is sure to be a holiday read-aloud favorite.",32,217,17 follower,"['Christmas', 'Picture Books', 'Childrens', 'Holiday', 'Fiction', 'Kids', 'Classics']",43 review,173 (40%),120 (28%),107 (25%),26 (6%),2 (<1%)
The Minority Report,Philip K. Dick,3.84,"22,450 rating","January 1, 1956","In the world of The Minority Report, Commissioner John Anderton is the one to thank for the lack of crime. He is the originator of the Precrime System, which uses precogs—people with the power to see into the future—to identify criminals before they can do any harm. Unfortunately for Anderton, his precogs perceive him as the next criminal.",112,"1,582",20.1k follower,"['Science Fiction', 'Fiction', 'Short Stories', 'Dystopia', 'Classics', 'Mystery', 'Science Fiction Fantasy']","1,132 review","5,056 (22%)","10,140 (45%)","6,144 (27%)",921 (4%),189 (<1%)
Uncle Tom's Children,Richard Wright,4.12,"3,189 rating","January 1, 1938","Set in the American Deep South, each of the powerful novellas collected here concerns an aspect of the lives of black people in the postslavery era, exploring their resistance to white racism and oppression. Published in 1938, this was the first book from Wright, who would continue on to worldwide fame as the author of the novels Native Son and Black Boy.",301,293,"1,832 follower","['Fiction', 'Short Stories', 'Classics', 'African American', 'Historical Fiction', 'Literature', 'Race', 'Fiction', 'Short Stories', 'Classics', 'African American', 'Historical Fiction', 'Literature', 'Race', 'Fiction', 'Short Stories', 'Classics', 'African American', 'Historical Fiction', 'Literature', 'Race']",210 review,"1,257 (39%)","1,213 (38%)",590 (18%),99 (3%),30 (<1%)
Father of Frankenstein,Christopher Bram,4.11,"1,020 rating","April 1, 1995","This novel--the basis for the critically acclaimed 1998 film Gods and Monsters--re-creates the last days of film director James Whale, who was found dead in his swimming pool, an apparent suicide, in 1957. Bram offers sharp insights into the darkly comic sensibility that infuses Whale's two most famous films, Frankenstein and Bride of Frankenstein, as memories of an impoverished English childhood, the trenches of World War I, and Hollywood studios compete for space in a mind whose defenses have been weakened by a stroke. Written in the fluid present tense of a cinematic treatment, Father of Frankenstein is a powerful evocation of an era before Hollywood celebrities could proclaim anything but domestic heterosexuality to the outside world.",276,28,118 follower,"['Fiction', 'LGBT', 'Historical Fiction', 'Gay', 'Queer', 'Historical', 'Film']",96 review,356 (34%),466 (45%),163 (15%),25 (2%),10 (<1%)
Melody,V.C. Andrews,3.86,"8,890 rating","September 1, 1996","Melody Logan knew that her mother felt unhappy in a poor town of miners. But surrounded by the unrestrained love of her father, she felt safe until the terrible accident in the mine did not take away her father. Not yet recovering after his father's death, Melody left West Virginia with his mother Heile after this dream to become a model or actress. But first they came to Cape Code to finally visit her father's family ..",373,325,"8,072 follower","['Fiction', 'Young Adult', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Contemporary']",165 review,"2,949 (33%)","2,680 (30%)","2,449 (27%)",655 (7%),157 (1%)
Madita,Astrid Lindgren,4.18,"4,821 rating","January 1, 1960","Madita heißt eigentlich Margareta, aber als sie noch klein war, nannte sie sich selbst Madita. Jetzt ist sie fast sieben und wird immer noch Madita gerufen. Nur wenn sie etwas angestellt hat, wird sie Margareta genannt. Und sie wird ziemlich oft so genannt, denn auf Birkenlund kann man jeden Tag neue Abenteuer erleben und dabei eine ganze Menge anstellen. Der Mädchen- und Familienklassiker zum Vor- und Selberlesen in neuer Ausstattung.",222,"1,008","3,442 follower","['Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Scandinavian Literature', 'Sweden', 'German Literature', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Scandinavian Literature', 'Sweden', 'German Literature', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Scandinavian Literature', 'Sweden', 'German Literature', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Scandinavian Literature', 'Sweden', 'German Literature', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Scandinavian Literature', 'Sweden', 'German Literature']",183 review,"2,126 (44%)","1,681 (34%)",829 (17%),144 (2%),41 (<1%)
A Whale for the Killing,Farley Mowat,4.15,"1,350 rating","January 1, 1972","In the 1960s, Farley Mowat was living in the tiny fishing community of Burgeo on the southwest coast of Newfoundland. When an 80-ton fin whale became trapped in a nearby saltwater lagoon, Mowat here was the first chance to study at close range one of the most magnificent animals in creation. Some local villagers thought otherwise, blasting the whale with rifle fire and hacking open her back with a motorboat propeller. Mowat appealed desperately to the authorities, but it was too late-ravaged by an infection resulting from her massive wounds, the whale died. A plea for the end of commercial hunting of the whale, this moving account blends all the tension of the life-and-death struggle for one animal's survival with the drama of man's wanton destruction of life-bearing creatures and the environment itself.",240,136,599 follower,"['Nonfiction', 'Canada', 'Nature', 'Animals', 'Classics', 'Environment', 'Science']",104 review,530 (39%),538 (39%),248 (18%),25 (1%),9 (<1%)
Magic Kingdom for Sale/Sold,Terry Brooks,3.91,"37,575 rating","March 12, 1986","Landover was a genuine magic kingdom, complete with fairy folk and wizardry, just as the advertisement had promised. But after he purchased it for a million dollars, Ben Holiday discovered that there were a few details the ad had failed to mention. Such as the fact that the kingdom was falling into ruin. The barons refused to recognize a king and taxes hadn't been collected for years. The dragon, Strabo, was laying waste to the countryside, while the evil witch, Nightshade, was plotting to destroy no less than everything. And if that weren't enough for a prospective king to deal with, Ben soon learned that the Iron Mark, terrible lord of the demons, challenged all pretenders to the throne of Landover to a duel to the death - a duel no mere mortal could hope to win. But Ben Holiday had one human trait that even magic couldn't overcome. Ben Holiday was stubborn...",324,420,77.4k follower,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Humor', 'Magic', 'Adventure', 'Young Adult']","1,374 review","11,906 (31%)","13,530 (36%)","9,412 (25%)","2,224 (5%)",503 (1%)
Cordelia's Honor,Lois McMaster Bujold,4.33,"13,955 rating","November 1, 1996","This a previously-published edition of ISBN 9780671578282, newer one here.In her first trial by fire, Cordelia Naismith captained a throwaway ship of the Betan Expeditionary Force on a mission to destroy an enemy armada. Discovering deception within deception, treachery within treachery, she was forced into a separate peace with her chief opponent, Lord Aral Vorkosigan - he who was called ""The Butcher of Komarr"" - and would consequently become an outcast on her own planet and the Lady Vorkosigan on his. Sick of combat and betrayal, she was ready to settle down to a quiet life, interrupted only by the occasional ceremonial appearances required of the Lady Vorkosigan. But when the Emperor died, Aral suddenly became guardian of the infant heir to the imperial throne of Barrayar - and the target of high-tech assassins in a dynastic civil war that was reminiscent of earth's Middle Ages, but fought with up-to-the minute biowar technology. Neither Aral nor Cordelia guessed the part that their cell-damaged unborn son would play in Barrayar's bloody legacy. This edition includes an author's afterword, and a chronology of the events in the Vorkosigan Saga series. Cover art by Gary Ruddell.",596,176,38.1k follower,"['Science Fiction', 'Fiction', 'Space Opera', 'Romance', 'Fantasy', 'Science Fiction Fantasy', 'Space']",618 review,"7,224 (51%)","4,718 (33%)","1,593 (11%)",270 (1%),150 (1%)
A Choice of Kipling's Verse,T.S. Eliot,3.83,58 rating,"January 1, 1943","'The best criticism renews our interest in an author, and that is what Mr Eliot has done in his remarkable essay which prefaces his own selection from Kipling's verse . . . a mature essay full of insight . . . Mr Eliot's essay is an admirable example of the finest type of criticism. He succeeds in making us look at his subject's work with freshly opened eyes and he is at once sober, illuminating and sound.' Spectator",306,"1,112","5,041 follower","['Poetry', 'Classics', 'Criticism', 'Literature', 'Poetry', 'Classics', 'Criticism', 'Literature', 'Poetry', 'Classics', 'Criticism', 'Literature']",5 review,11 (18%),29 (50%),15 (25%),3 (5%),0 (0%)
A Sunday at the Pool in Kigali,Gil Courtemanche,3.96,"4,054 rating","January 1, 2000"," A Sunday at the Pool in Kigali is a moving, passionate love story set amid the turmoil and terror of Rwanda’s genocide.All manner of Kigali residents pass their time by the pool of the Mille-Collines hotel: aid workers, Rwandan bourgeoisie, expatriates, UN peacekeepers, prostitutes. Keeping a watchful eye is Bernard Valcourt, a jaded foreign journalist, but his closest attention is devoted to Gentille, a hotel waitress with the slender, elegant build of a Tutsi. As they slip into an intense, improbable affair, the delicately balanced world around them–already devastated by AIDS–erupts in a Hutu-led genocide against the Tutsi people. Valcourt’s efforts to spirit Gentille to safety end in their separation. It will be months before he learns of his lover’s shocking fate.",248,20,27 follower,"['Fiction', 'Africa', 'Historical Fiction', 'Rwanda', 'Canada', 'War', 'France', 'Fiction', 'Africa', 'Historical Fiction', 'Rwanda', 'Canada', 'War', 'France', 'Fiction', 'Africa', 'Historical Fiction', 'Rwanda', 'Canada', 'War', 'France']",421 review,"1,264 (31%)","1,708 (42%)",806 (19%),198 (4%),78 (1%)
Seven Taoist Masters: A Folk Novel of China,Eva Wong,4.16,551 rating,"January 1, 1990","History and legend are interwoven in this folk novel that both entertains and instructs. Written by an unknown author, Seven Taoist Masters  is the story of six men and one woman who overcome tremendous hardships on the journey to self-mastery. These characters and their teacher, Wang Ch'ung-yang, are all historical figures who lived in the Southern Sung (1127–1279) and Yuan (1271–1368) dynasties. Wang is regarded as the greatest patriarch of the Complete Reality school, a highly purified branch of Taoism having a strong affinity with Zen Buddhism. The novel brings to life the essentials of Taoist philosophy and practice, both through the instructions offered by Wang—on topics such as the cultivation of mind and body, meditation techniques, and overcoming the obstacles to enlightenment—and through the experiences of the characters.",208,66,118 follower,"['Taoism', 'Religion', 'Philosophy', 'China', 'Nonfiction', 'Classics', 'Spirituality']",55 review,235 (42%),198 (35%),94 (17%),17 (3%),7 (1%)
The Land of Green Plums,Herta Müller,3.66,"5,708 rating","January 1, 1994","From the winner of the International IMPAC Dublin Literary Award and the 2009 Nobel Prize in Literature, a devastating picture of a society and a generation ruined by fear Set in Romania at the height of Ceausescu's reign of terror, The Land of Green Plums is the story of a group of young people who leave the impoverished provinces for the city in search of better prospects and camaraderie. Their hopes are quickly dashed: the city, no less than the countryside, bears the mark of the dictatorship's corrosive touch. All of the narrator's friends come to betray one another and themselves. The totalitarian state, we see, has come to inhabit every human realm: everyone, even the strongest, must either bend to the oppressors or resist them and perish.Herta Müller, herself a survivor of Ceausescu's police state, speaks from intimate experience. Scene by scene, in simple images of hieroglyphic power—men filling their mouths with unripe plums; girls sleeping with abattoir workers for bags of offal; a docile proletariat making things no one wants—""tin sheep and wooden watermelons""—Müller anatomizes a country, its citizens, and the corruption that has rotted the core of both.",258,90,"1,086 follower","['Fiction', 'Romania', 'Nobel Prize', 'Historical Fiction', 'German Literature', 'Literature', 'Novels', 'Fiction', 'Romania', 'Nobel Prize', 'Historical Fiction', 'German Literature', 'Literature', 'Novels', 'Fiction', 'Romania', 'Nobel Prize', 'Historical Fiction', 'German Literature', 'Literature', 'Novels']",762 review,"1,418 (24%)","1,976 (34%)","1,527 (26%)",556 (9%),231 (4%)
"Consider This, Señora",Harriet Doerr,3.88,952 rating,"January 1, 1993","The long-awaited and highly praised second novel by the author of Stones for Ibarra. The American characters here find themselves waiting, hoping, and living in rural Mexico-a land with the power to enchant, repulse, captivate, and change all who pass through it. Named a Best Book of the Year by Publishers Weekly and a Notable Book of the Year by the New York Times.",240,9,32 follower,"['Fiction', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Historical', 'Latin American', 'Adult Fiction']",134 review,252 (26%),401 (42%),234 (24%),59 (6%),6 (<1%)
Le calice noir. Le secret des Templiers,Peter Berling,4.08,24 rating,"January 1, 1997",,793,66,26 follower,[],0 review,10 (41%),7 (29%),6 (25%),1 (4%),0 (0%)
