title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,3.81,"43,563 rating","January 1, 1936","The ideal introduction to the genius of Ernest Hemingway, The Snows of Kilimanjaro and Other Stories contains ten of Hemingway's most acclaimed and popular works of short fiction. Selected from Winner Take Nothing, Men Without Women, and The Fifth Column and the First Forty-Nine Stories, this collection includes ""The Killers,"" the first of Hemingway's mature stories to be accepted by an American periodical; the autobiographical ""Fathers and Sons,"" which alludes, for the first time in Hemingway's career, to his father's suicide; ""The Short Happy Life of Francis Macomber,"" a ""brilliant fusion of personal observation, hearsay and invention,"" wrote Hemingway's biographer, Carlos Baker; and the title story itself, of which Hemingway said: ""I put all the true stuff in,"" with enough material, he boasted, to fill four novels. Beautiful in their simplicity, startling in their originality, and unsurpassed in their craftsmanship, the stories in this volume highlight one of America's master storytellers at the top of his form.",144,"['Classics', 'Fiction', 'Short Stories', 'Literature', 'American', 'Africa', '20th Century']",28.9k follower,"2,275 review","1,700",756 (1%),"2,976 (6%)","11,656 (26%)","16,743 (38%)","11,432 (26%)"
The Wretched of the Earth,Frantz Fanon,4.31,"26,106 rating","January 1, 1961","A distinguished psychiatrist from Martinique who took part in the Algerian Nationalist Movement, Frantz Fanon was one of the most important theorists of revolutionary struggle, colonialism, and racial difference in history. Fanon's masterwork is a classic alongside Edward Said's Orientalism or The Autobiography of Malcolm X, and it is now available in a new translation that updates its language for a new generation of readers.The Wretched of the Earth is a brilliant analysis of the psychology of the colonized and their path to liberation. Bearing singular insight into the rage and frustration of colonized peoples, and the role of violence in effecting historical change, the book incisively attacks the twin perils of post-independence colonial politics: the disenfranchisement of the masses by the elites on the one hand, and intertribal and interfaith animosities on the other.Fanon's analysis, a veritable handbook of social reorganization for leaders of emerging nations, has been reflected all too clearly in the corruption and violence that has plagued present-day Africa. The Wretched of the Earth has had a major impact on civil rights, anticolonialism, and black consciousness movements around the world, and this bold new translation by Richard Philcox reaffirms it as a landmark.",251,"['Nonfiction', 'Politics', 'History', 'Philosophy', 'Theory', 'Race', 'Africa', 'Nonfiction', 'Politics', 'History', 'Philosophy', 'Theory', 'Race', 'Africa', 'Nonfiction', 'Politics', 'History', 'Philosophy', 'Theory', 'Race', 'Africa', 'Nonfiction', 'Politics', 'History', 'Philosophy', 'Theory', 'Race', 'Africa', 'Nonfiction', 'Politics', 'History', 'Philosophy', 'Theory', 'Race', 'Africa']","1,997 follower","1,556 review",54,294 (1%),732 (2%),"3,179 (12%)","8,210 (31%)","13,691 (52%)"
Play It As It Lays,Joan Didion,3.92,"65,474 rating","January 1, 1970","A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil - literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul - it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose.",231,"['Fiction', 'Classics', 'Literary Fiction', 'Contemporary', 'Feminism', 'Novels', 'Literature']",13.3k follower,"7,262 review",92,893 (1%),"3,627 (5%)","15,014 (22%)","26,479 (40%)","19,461 (29%)"
I'm Not Stiller,Max Frisch,4.03,"5,018 rating","January 1, 1954","Arrested and imprisoned in a small Swiss town, a prisoner begins this book with an exclamation: ""I'm not Stiller!"" He claims that his name is Jim White, that he has been jailed under false charges and under the wrong identity. To prove he is who he claims to be, he confesses to three unsolved murders and recalls in great detail an adventuresome life in America and Mexico among cowboys and peasants, in back alleys and docks. He is consumed by ""the morbid impulse to convince,"" but no one believes him. This is a harrowing account part Kafka, part Camus of the power of self-deception and the freedom that ultimately lies in self-acceptance. Simultaneously haunting and humorous, I'm Not Stiller has come to be recognized as ""one of the major post-war works of fiction"" and a masterpiece of German literature.",377,"['Fiction', 'German Literature', 'Classics', 'Literature', 'Novels', 'Philosophy', 'Mystery', 'Fiction', 'German Literature', 'Classics', 'Literature', 'Novels', 'Philosophy', 'Mystery', 'Fiction', 'German Literature', 'Classics', 'Literature', 'Novels', 'Philosophy', 'Mystery']",707 follower,309 review,238,88 (1%),293 (5%),926 (18%),"1,762 (35%)","1,949 (38%)"
"Good Night, Mr. Tom",Michelle Magorian,4.31,"49,105 rating","January 1, 1981","London is poised on the brink of World War II. Timid, scrawny Willie Beech -- the abused child of a single mother -- is evacuated to the English countryside. At first, he is terrified of everything, of the country sounds and sights, even of Mr. Tom, the gruff, kindly old man who has taken him in. But gradually Willie forgets the hate and despair of his past. He learns to love a world he never knew existed, a world of friendship and affection in which harsh words and daily beatings have no place. Then a telegram comes. Willie must return to his mother in London. When weeks pass by with no word from Willie, Mr. Tom sets out for London to look for the young boy he has come to love as a son.",320,"['Historical Fiction', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Historical', 'War']",332 follower,"2,674 review",28,577 (1%),"1,368 (2%)","5,834 (11%)","15,832 (32%)","25,494 (51%)"
Corduroy,Don Freeman,4.32,"220,619 rating","January 1, 1968","Corduroy has been on the department store shelf for a long time...Yet as soon as Lisa sees him, she knows that he's the bear she's always wanted. Her mother, though, thinks he's a little shopworn—he's even missing a button! Still, Corduroy knows that with a bit of work he can tidy himself up and be just the bear for Lisa. And where better to start than with a quick search through the department store for a new button!Corduroy, with his unaffected simplicity and childlike emotion, is one of the best-loved bears in children's books. His story has become an irresistible childhood classic, as basic and appealing as a small bear's desire for a home and a friend and the perfect fulfillment found in the devotion of a young girl.
Don Freeman
 was born in San Diego, California, and moved to New York City to study art, making his living as a jazz trumpeter. With this loss of his trumpet on a subway train, Mr. Freeman turned his talents to art full-time. In the 1940s he began writing and illustrating children's books; his many popular titles include Beady Bear, Dandelion, Mop Top, Norman the Doorman, and his follow-up to Corduroy, A Pocket For Corduroy. At the time of his death in 1978, the Los Angeles Times wrote: ""Ingeniousness and humor, theatricality and commonality, humanity and beauty: these elements survive in his picture books.""Edition MSRP: U.S. $16⁹⁹ / CAN. $21⁰⁰ (ISBN 978-0-670-24133-0)Reinforced Binding. Age Group: 3-8.",32,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Kids']",191 follower,"3,244 review",283,"3,221 (1%)","6,985 (3%)","30,899 (14%)","54,014 (24%)","125,500 (56%)"
Ignorance,Milan Kundera,3.81,"24,002 rating","April 1, 2000","A man and a woman meet by chance while returning to their homeland, which they had abandoned twenty years earlier when they had chosen to become exiles. Will they manage to pick up the thread of their strange love story, interrupted almost as soon as it began and then lost in the tides of history? The truth is that after such a long absence ""their memories no longer match."" We always believe that our memories coincide with those of the person we loved, that we experienced the same thing. But this is just an illusion. Then again, what can we expect of our weak memory? It records only ""an insignificant, minuscule particle"" of the past, ""and no one knows why it's this bit and not any other bit."" We live our lives sunk in a vast forgetting, a fact we refuse to recognize. Only those who return after twenty years, like Odysseus returning to his native Ithaca, can be dazzled and astounded by observing the goddess of ignorance firsthand.Milan Kundera is the only author today who can take such dizzying concepts as absence, memory, forgetting, and ignorance, and transform them into material for a novel, masterfully orchestrating them into a polyphonic and moving work.Author Biography: The Franco-Czech novelist Milan Kundera was born in Brno and has lived in France, his second homeland, for more than twenty years. He is the author of the novels The Joke, Life Is Elsewhere, The Farewell Party, The Books of Laughter and Forgetting, The Unbearable Lightness of Being, and Immortality, and the short story collection Laughable Loves, all originally written in Czech. Like Slowness, his two earlier nonfiction works, The Art ofthe Novel and Testaments Betrayed, were originally written in French.",195,"['Fiction', 'Czech Literature', 'Novels', 'Literature', 'Philosophy', 'Classics', 'France']",17.2k follower,"1,917 review",192,267 (1%),"1,378 (5%)","6,680 (27%)","10,097 (42%)","5,580 (23%)"
The Fall of Freddie the Leaf: A Story of Life for All Ages,Leo F. Buscaglia,4.30,"1,753 rating","September 15, 1982","An incisive, sensitive exploration of the questions of life, death, mortality, and immortality uses the leaves of a tree as symbols of enjoying life to the fullest and accepting mortality with dignity and equanimity",32,"['Picture Books', 'Death', 'Childrens', 'Fiction', 'Spirituality', 'Psychology', 'Parenting']",669 follower,190 review,80,30 (1%),63 (3%),224 (12%),463 (26%),973 (55%)
Enduring Love,Ian McEwan,3.64,"44,322 rating","January 1, 1997","Joe planned a postcard-perfect afternoon in the English countryside to celebrate his lover's return after 6 weeks in the States. The perfect day turns to nightmare however, when they are involved in freak ballooning accident in which a boy is saved but a man is killed. In itself, the accident would change the couple and the survivors' lives, filling them with an uneasy combination of shame, happiness, and endless self-reproach. But fate has far more unpleasant things in store for Joe. Meeting the eye of fellow rescuer Jed Parry, for example, turns out to be a very bad move. For Jed is instantly obsessed, making the first of many calls to Joe and Clarissa's London flat that same night. Soon he's openly shadowing Joe and writing him endless letters. (One insane epistle begins, ""I feel happiness running through me like an electrical current. I close my eyes and see you as you were last night in the rain, across the road from me, with the unspoken love between us as strong as steel cable."") Worst of all, Jed's version of love comes to seem a distortion of Joe's feelings for Clarissa.  Apart from the incessant stalking, it is the conditionals--the contingencies--that most frustrate Joe, a scientific journalist. If only he and Clarissa had gone straight home from the airport... If only the wind hadn't picked up... If only he had saved Jed's 29 messages in a single day... Ian McEwan has long been a poet of the arbitrary nightmare, his characters ineluctably swept up in others' fantasies, skidding into deepening violence, and--worst of all--becoming strangers to those who love them. Even his prose itself is a masterful and methodical exercise in de-familiarisation. But Enduring Love and its underrated predecessor, Black Dogs, are also meditations on knowledge and perception as well as brilliant manipulations of our own expectations. By the novel's end, you will be surprisingly unafraid of hot-air balloons, but you won't be too keen on looking a stranger in the eye. --Alex Freeman",245,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'British Literature', 'Novels', 'Romance']",16.3k follower,"2,612 review",124,"1,336 (3%)","3,908 (8%)","12,829 (28%)","17,384 (39%)","8,865 (20%)"
Death in Venice,Thomas Mann,3.70,"55,785 rating","January 1, 1912","The world-famous masterpiece by Nobel laureate Thomas Mann -- here in a new translation by Michael Henry Heim.Published on the eve of World War I, a decade after Buddenbrooks had established Thomas Mann as a literary celebrity, Death in Venice tells the story of Gustav von Aschenbach, a successful but aging writer who follows his wanderlust to Venice in search of spiritual fulfillment that instead leads to his erotic doom.In the decaying city, besieged by an unnamed epidemic, he becomes obsessed with an exquisite Polish boy, Tadzio. ""It is a story of the voluptuousness of doom,"" Mann wrote. ""But the problem I had especially in mind was that of the artist's dignity.""",142,"['Fiction', 'German Literature', 'Literature', 'Classics', 'Germany', 'Novels', 'LGBT', 'Fiction', 'German Literature', 'Literature', 'Classics', 'Germany', 'Novels', 'LGBT', 'Fiction', 'German Literature', 'Literature', 'Classics', 'Germany', 'Novels', 'LGBT', 'Fiction', 'German Literature', 'Literature', 'Classics', 'Germany', 'Novels', 'LGBT', 'Fiction', 'German Literature', 'Literature', 'Classics', 'Germany', 'Novels', 'LGBT']","4,369 follower","3,860 review","1,449","1,725 (3%)","4,950 (8%)","15,439 (27%)","19,777 (35%)","13,894 (24%)"
At Home in Mitford,Jan Karon,4.13,"65,475 rating","October 28, 1994","Enter the world of Mitford, and you won't want to leave.It's easy to feel at home in Mitford. In these high, green hills, the air is pure, the village is charming, and the people are generally lovable.Yet, Father Tim, the bachelor rector, wants something more. Enter a dog the size of a sofa who moves in and won't go away. Add an attractive neighbor who begins wearing a path through the hedge. Now, stir in a lovable but unloved boy, a mystifying jewel theft, and a secret that's sixty years old.Suddenly, Father Tim gets more than he bargained for. And readers get a rich, provincial comedy in which mysteries and miracles abound.- Includes new Readers' Guide to group discussion or personal reflection- Includes a new introduction by Professor Dale Brown, a friend of Jan Karon.",413,"['Fiction', 'Christian Fiction', 'Christian', 'Adult Fiction', 'Contemporary', 'Inspirational', 'Adult']","2,440 follower","4,427 review",116,"1,585 (2%)","2,991 (4%)","10,876 (16%)","20,067 (30%)","29,956 (45%)"
Pawn of Prophecy,David Eddings,4.16,"105,497 rating","March 12, 1982","BOOK 1 OF THE BELGARIAD, the worldwide bestselling fantasy series by master storyteller David Eddings. Discover the epic story that inspired thousands - from Raymond Feist's The Riftwar Cycle series to George R. R. Martin's A Game of Thrones.A battle is coming......And in that battle shall be decidedthe fate of the worldMyths tell of the ancient wars of Gods and men, and a powerful object - the Orb - that ended the bloodshed. As long as it was held by the line of Riva, it would assure the peace.But a dark force has stolen the Orb, and the prophecies tell of war.Young farm boy Garion knows nothing of myth or fate. But then the mysterious Old Storyteller visits his aunt, and they embark on a sudden journey. Pursued by evil forces, with only a small band of companions they can trust, Garion begins to doubt all he thought he knew...",304,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']","5,301 follower","3,778 review",333,"1,305 (1%)","3,889 (3%)","17,936 (17%)","36,004 (34%)","46,363 (43%)"
Beneath the Wheel,Hermann Hesse,3.87,"18,964 rating","January 1, 1906","In Hermann Hesse's Beneath the Wheel or The Prodigy, Hans Giebenrath lives among the dull and respectable townsfolk of a sleepy Black Forest village. When he is discovered to be an exceptionally gifted student, the entire community presses him onto a path of serious scholarship. Hans dutifully follows the regimen of tireless study and endless examinations, his success rewarded only with more crushing assignments. When Hans befriends a rebellious young poet, he begins to imagine other possibilities outside the narrowly circumscribed world of the academy. Finally sent home after a nervous breakdown, Hans is revived by nature and romance, and vows never to return to the gray conformity of the academic system.",192,"['Fiction', 'Classics', 'German Literature', 'Literature', 'Novels', 'Philosophy', 'Germany', 'Fiction', 'Classics', 'German Literature', 'Literature', 'Novels', 'Philosophy', 'Germany', 'Fiction', 'Classics', 'German Literature', 'Literature', 'Novels', 'Philosophy', 'Germany']",17k follower,"1,113 review","1,788",251 (1%),"1,002 (5%)","4,875 (25%)","7,627 (40%)","5,209 (27%)"
The Crossing,Cormac McCarthy,4.15,"39,644 rating","June 1, 1994","Following All the Pretty Horses in Cormac McCarthy's Border Trilogy is a novel whose force of language is matched only by its breadth of experience and depth of thought. In the bootheel of New Mexico hard on the frontier, Billy and Boyd Parham are just boys in the years before the Second World War, but on the cusp of unimaginable events. First comes a trespassing Indian and the dream of wolves running wild amongst the cattle lately brought onto the plain by settlers - this when all the wisdom of trappers has disappeared along with the trappers themselves. So Billy sets forth at the age of sixteen on an unwitting journey into the souls of boys, animals and men.Having trapped a she-wolf he would restore to the mountains of Mexico, he is long gone and returns to find everything he left behind transformed utterly in his absence. Except his kid brother, Boyd, with whom he strikes out yet again to reclaim what is theirs - thus crossing into ""that antique gaze from whence there could be no way back forever.""What they find instead, is an extraordinary panoply of fiestas and circuses, dogs, horses and hawks, pilgrims and revolutionaries, grand haciendas and forlorn cantinas, bandits, gypsies and roving tribes, a young girl alone on the road, a mystery in the mountain wilds, and a myth in the making.And in this wider world they fight a war as rageful as the one neither, in the end, will join up for back home. One brother finds his destiny, while the other arrives only at his fate.An essential novel by any measure, and the transfixing middle passage of Cormac McCarthy's ongoing trilogy, The Crossing is luminous and appalling, a book that touches, stops,and starts the heart and mind at once.",426,"['Fiction', 'Westerns', 'Historical Fiction', 'Literature', 'Novels', 'American', 'Literary Fiction']",24.2k follower,"2,856 review",54,284 (<1%),"1,224 (3%)","6,519 (16%)","15,709 (39%)","15,908 (40%)"
The Drifters,James A. Michener,4.05,"8,100 rating","January 1, 1971","In his triumphant best seller, James Michener unfolds a powerful and poignant drama of six young runaways adrift in a world they have created out of dreams, drugs, and dedication to pleasure. With the sure touch of a master, Michener pulls us into the dark center of their private world, whether it's in Spain, Marrakech, or Mozambique, and exposes the naked nerve ends with shocking candor and infinite compassion.""A superior, picaresque novel...and a revealing mirror held up to contemporary society.""JOHN BARKHAM REVIEWS",768,"['Fiction', 'Historical Fiction', 'Travel', 'Novels', 'Classics', 'Adventure', 'Historical']","2,995 follower",510 review,439,103 (1%),409 (5%),"1,603 (19%)","2,813 (34%)","3,172 (39%)"
The Civil War: A Narrative,Shelby Foote,4.53,"7,843 rating","October 12, 1963","The Civil A Narrative (Hardcover, 3 Vol. Gift Set) A stunning literary and historical achievement, the three volumes of Shelby Foote’s THE CIVIL WAR vividly bring to life the four years of torment and strife that altered American life forever. Presented in a handsome boxed set, these three beautifully bound hardcovers are an essential addition to every American history collection. Taking the reader from the drama of Jefferson Davis’s resignation from the United States Senate and Abraham Lincoln’s arrival in the nation’s capital to Davis’s final flight and capture and Lincoln’s tragic death, Foote covers his subject with astonishing depth and scope. Every battle, every general, and every statesman has its place in this monumental narrative, told in lively prose that captures the sights, smells, and sounds of the conflict. Never before have the great battles and personalities of the Civil War been so excitingly presented, and never before has the story been told so completely. With a novelist’s gift for narrative and a historian’s commitment to research, Shelby Foote’s epic retelling is the definitive account of the Civil War, a trilogy that has earned a place of honor on the bookshelves of all Americans.",2934,"['History', 'Civil War', 'Nonfiction', 'American History', 'War', 'American Civil War', 'Military History']",602 follower,377 review,129,77 (<1%),170 (2%),578 (7%),"1,707 (21%)","5,311 (67%)"
Ringworld,Larry Niven,3.95,"121,066 rating","October 1, 1970","The artefact is a circular ribbon of matter six hundred million miles long and ninety million miles in radius. Pierson's puppeteers, the aliens who discovered it, are understandably wary of encountering the builders of such an immense structure and have assembled a team of two humans, a mad puppeteer and a kzin, a huge cat-like alien, to explore it. But a crash landing on the vast edifice forces the crew on a desperate and dangerous trek across the Ringworld.",288,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Audiobook']","3,090 follower","4,426 review",677,"1,968 (1%)","7,380 (6%)","26,770 (22%)","43,798 (36%)","41,150 (33%)"
