title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"Green Grass, Running Water",Thomas King,4.03,"7,942 rating","March 1, 1993","Strong, sassy women and hard-luck, hard-headed men, all searching for the middle ground between Native American Tradition and the modern world, perform an elaborate dance of approach and avoidance in this magical, rollicking tale by Cherokee author Thomas King. Alberta is a university professor who would like to trade her two boyfriends for a baby but no husband; Lionel is forty and still sells televisions for a patronizing boss; Eli and his log cabin stand in the way of a profitable dam project. These three - and others - are coming to the Blackfoot reservation for the Sun Dance and there they will encounter four Indian elders and their companion, the trickster Coyote - and nothing in the small town of Blossom will be the same again....",431,"['Fiction', 'Canada', 'Fantasy', 'Magical Realism', 'School', 'Canadian Literature', 'Contemporary']","1,180 follower",553 review,149,137 (1%),336 (4%),"1,541 (19%)","3,085 (38%)","2,843 (35%)"
The Long Secret,Louise Fitzhugh,3.79,"2,967 rating","January 1, 1965","Harriet the Spy refuses to become ruffled when an unidentified person starts leaving disturbing notes all over the quiet little beach town of Water Mill. She’s determined to discover the author of the notes. And she drags her friend, mousy Beth Ellen, into all kinds of odd and embarrassing situations in her efforts to reveal the culprit. Observing in her own special, caustic way with her ever-present notebook, Harriet the Spy is on the case. But will she be ready to face the truth when she finds it?Praise for Harriet the Spy® and Her Friends Harriet the Spy ®“Harriet is . . . wholly relatable whether you’re eleven or several times that age.”— EW.com Harriet Spies AgainBy Louise Fitzhugh and Helen EricsonWinner of the Edgar Award for Best Juvenile Novel“Ericson has perfectly captured the voice and pacing of Fitzhugh’s original novel in a seamless rendering of a fresh, enjoyable story for today’s readers.” — School Library JournalHarriet the Spy, Double AgentBy Louise Fitzhugh and Maya Gold“Harriet the Spy is back, and Gold does a credible job of maintaining the special character and her crusty charm.” — BooklistThe Long Secret[ STAR ] “Written with subtlety, compassion, and [Louise Fitzhugh’s] remarkable ability to see inside the minds of children.” — School Library Journal, Starred Sport[ STAR ] “A worthy successor to Harriet the Spy —and that is high tribute.” — Booklist, Starred",288,"['Fiction', 'Childrens', 'Young Adult', 'Mystery', 'Middle Grade', 'Classics', 'Realistic Fiction']",451 follower,185 review,16,118 (3%),239 (8%),745 (25%),900 (30%),965 (32%)
The Norton Anthology of English Literature Vol. 2,M.H. Abrams,4.22,"3,557 rating","January 1, 1962","The Sixth Edition of The Norton Anthology of English Literature continues to be the indispensable anthology. Like its predecessors, the Sixth Edition offers the best in English literature from the classic to the contemporary in a readable, teachable format. More selections by women and twentieth-century writers, a richer offering of contextual writings, apparatus fully revised to reflect today's scholarship, and a new larger trim size make the Sixth Edition the choice for breadth, depth, and quality. The EditorsM. H. Abrams, General Editor, Emeritus, Cornell UniversityE. Talbot Donaldson, Late of Indiana UniversityAlfred David, Emeritus, Indiana UniversityHallett Smith, Formerly with The Huntington LibraryBarbara K. Lewalski, Harvard UniversityRobert M. Adams, Late of University of California, Los AngelesGeorge M. Logan, Queen's UniversitySamuel Holt Monk, Late of the University of MinnesotaLawrence Lipking, Northwestern UniversityJack Stillinger, University of IllinoisGeorge H. Ford, Late of the University of RochesterCarol T. Christ, University of California at BerkeleyDavid Daiches, Emeritus, University of SussexJon Stallworthy, Oxford University New in the sixth edition of Volume 2: The Romantic PeriodA major addition is a selection of Lord Byron's incomparable letters, as well as his poem ""On this day I complete my thirty sixth year."" Sir Walter Scott's fine short story ""The Two Drovers"" and two new poems fittingly expand the representation of this major Romantic writer. Doubling the number of Romantic lyric poets are, newly anthologized, Anna Laetitia Barbauld, Charlotte Smith, William Lisle Bowles, Joanna Baillie, and Felicia Dorothea Hemans. The Victorian AgeSelections from Elizabeth Barrett Browning's ""Aurora Leigh"" have been almost doubled. From George Eliot's ""The Mill on the Floss"" come the first five chapters, a self-contained section on Maggie Tulliver's childhood. New also are Christina Rossetti's engaging poem ""Promises Like Pie-Crust,"" Oscar Wilde's ""The Critic as Artist,"" and excerpts from John Ruskin's autobiography ""Praeterita."" The much-assigned section of ""Victorian Issues"" on ""The Woman Question"" has been expanded with selections from Coventry Patmore's ""Angel in the House"" and Harriet Martineau's ""Autobiography."" The Twentieth CenturyVirginia Woolf's ""A Room of One's Own,"" a cornerstone of feminist criticism, is now included in its entirety and her short story ""The Legacy"" has been added, allowing Woolf to be taught as the major writer she is. Katherine Mansfield is now represented by a second story, ""The Garden-Party,"" and George Orwell's powerful ""Shooting an Elephant"" joins his ""Politics and the English Language."" Newly anthologized are Nadine Gordimer and Fleur Adcock, whose work further extends the geographical reach of the anthology, Contemporary poetry is strengthened by additional poems by Seamus Heaney and Philip Larkin. In addition, the entire text has been redesigned and reset for easier reading.",2580,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Reference', 'Anthologies', 'Textbooks']",91 follower,105 review,69,35 (<1%),100 (2%),554 (15%),"1,232 (34%)","1,636 (45%)"
Spellsinger,Alan Dean Foster,3.86,"7,234 rating","March 1, 1983","Among sentient animals and humans, hardheaded and hard-shelled wizard Clothahump searches across dimensions for a wizard to defeat looming armies of Plated Folk. Jonathan-Thomas Meriweather, part-time wannabe rock guitarist and janitor, makes magic to his well-worn rock repertoire on his duar instrument. While lyrics may be righteous, the magic is too often something else.",347,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy', 'Science Fiction', 'Magic', 'High Fantasy']","1,846 follower",273 review,503,120 (1%),444 (6%),"1,893 (26%)","2,613 (36%)","2,164 (29%)"
The Silver Metal Lover,Tanith Lee,4.03,"3,949 rating","January 1, 1981","Tanith Lee is one of the most thought-provoking and imaginative authors of our time. In this unforgettably poignant novel, Lee has created a classic tale—a beautiful, tragic, sensual, and ultimately triumphant love story of the future.Love is made of more than mere flesh and blood. . . .For sixteen-year-old Jane, life is a mystery she despairs of ever mastering. She and her friends are the idle, pampered children of the privileged class, living in luxury on an Earth remade by natural disaster. Until Jane's life is changed forever by a chance encounter with a robot minstrel with auburn hair and silver skin, whose songs ignite in her a desperate and inexplicable passion.Jane is certain that Silver is more than just a machine built to please. And she will give up everything to prove it. So she escapes into the city's violent, decaying slums to embrace a love bordering on madness. Or is it something more? Has Jane glimpsed in Silver something no one else has dared to see—not even the robot or his creators? A love so perfect it must be destroyed, for no human could ever compete?",291,"['Science Fiction', 'Fantasy', 'Romance', 'Young Adult', 'Fiction', 'Robots', 'Dystopia']","1,707 follower",400 review,651,84 (2%),229 (5%),764 (19%),"1,278 (32%)","1,594 (40%)"
A Rake's Vow,Stephanie Laurens,4.01,"12,169 rating","October 1, 1998","He vowed never to marry.She vowed no man would trap her.But some vows are meant to be broken...Vane Cynster greatly enjoys his dalliances, but he's always remained aloof when other Cynster men stepped up to the altar. Resolved to never submit to being leg-shackled to any woman, he believes hes found the ideal temporary refuge from London's infuriating husband hunters at Bellamy Hall. But an encounter with irresistible Patience Debbington has his head—and his heart—spinning...and soon he has more than mere seduction on his mind.But Patience is not about to succumb to arrogant, presumptuous Vane's sensuous propositions. Certainly his kisses leave her weak, and his caresses leave her flushed and burning with desire. But he is bound to be unfaithful—just like every other man—and despite his assurances, she will not trust the handsome, elegant rogue with her heart.But can a promise to resist temptation stand firm when passion demands otherwise?",374,"['Historical Romance', 'Romance', 'Historical', 'Regency', 'Historical Fiction', 'Regency Romance', 'Fiction']","5,409 follower",486 review,216,124 (1%),539 (4%),"2,690 (22%)","4,596 (37%)","4,220 (34%)"
"Billy Budd, Sailor",Herman Melville,3.17,"17,806 rating","January 1, 1924",A handsome young sailor is unjustly accused of plotting mutiny in this timeless tale of the sea.--back cover,166,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'American', '19th Century', 'School']","3,919 follower","1,293 review","2,061","1,865 (10%)","3,085 (17%)","5,668 (31%)","4,601 (25%)","2,587 (14%)"
The Secret of Shadow Ranch,Carolyn Keene,3.95,"20,514 rating","January 1, 1931","This cool paperback blank journal features one of the most memorable cover images from the classic Nancy Drew Mystery Stories series.TM & 2006 Simon & Schuster, Inc.",160,"['Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller', 'Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller', 'Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']","3,379 follower",905 review,"1,165",144 (<1%),826 (4%),"5,799 (28%)","6,929 (33%)","6,816 (33%)"
Μαουτχάουζεν,Ιάκωβος Καμπανέλλης,4.51,578 rating,"January 1, 1963","""Πλήθος οι συγκλονιστικές περιγραφές και τα επεισόδια στο βιβλίο του κ. Καμπανέλλη. Διαβάζοντάς τα αναρωτιέσαι πώς μπορεί ο άνθρωπος να φτάσει σε τέτοιο σημείο αγριότητας και κτηνωδίας, και μάλιστα χωρίς να υποπτεύεται τη φθορά και την πτώση του. Γιατί όλοι τούτοι οι βασανιστές, οι περισσότεροι τουλάχιστον, δεν έπαυσαν να είναι τρυφεροί εραστές, αφοσιωμένοι σύζυγοι, φιλόστοργοι πατέρες. Η διπλή αυτή προσωπικότητα θα παραμένει ένα πρόβλημα, που θα υπαινίσσεται τη χαοτική φύση του ανθρώπου. [...] Αλλά εδώ, εκείνο που μας ενδιαφέρει δεν είναι ο πλουτισμός των γνώσεων μας, είναι η αμεσότητα της προσωπικής μαρτυρίας, που μας αναταράζει"".Βάσος Βαρίκας, ""Μορφές βαρβαρότητας. Ιάκ. Καμπανέλλη: Μαουτχάουζεν""""Το Βήμα"", Κυριακή 12 Ιουνίου 1966",510,"['Nonfiction', 'History', 'Classics', 'War', 'World War II', 'Memoir', 'Literature']",27 follower,61 review,26,0 (0%),4 (<1%),38 (6%),194 (33%),342 (59%)
Sellevision,Augusten Burroughs,3.59,"15,918 rating","September 7, 2000","Darkly funny and gleefully mean-spirited, Sellevision explores greed, obsession and third tier celebrity, in the world of a fictional home shopping network.Welcome to the troubled world of Sellevision, America's premier retail broadcasting network. When Max Andrews, the much-loved and handsome (lonely and gay) host of ""Slumber Sunday Sundown"" accidentally exposes himself in front of twenty million kids and their parents during a ""Toys for Tots"" segment, Sellevision faces its first big scandal. As Max fails to find a job in television, another host, the popular and perky Peggy Jean Smythe is receiving sinister emails about her appearance from a stalker. Popping pills and drinking heavily, she fails to notice that her husband is spending a lot of time with the very young babysitter who lives next door. Then there's Leigh, whose affair with Sellevision boss Howard Toast is going nowhere, until she exposes him on air; and Bebe, Sellevision's star host, who finds Mr. Right through the Internet--if she can just stop her shopping addiction from taking over.",229,"['Fiction', 'Humor', 'Contemporary', 'Comedy', 'LGBT', 'Novels', 'Adult']","8,742 follower",975 review,23,469 (2%),"1,784 (11%)","5,119 (32%)","4,968 (31%)","3,578 (22%)"
O Amor Natural,Carlos Drummond de Andrade,4.01,309 rating,"January 1, 1992",Livro de poemas eróticos que Carlos Drummond de Andrade preferiu não ver publicado em vida. São 40 textos repletos de paixão e sensualidade que revelam uma nova faceta da obra do poeta. As ilustrações são de Milton da Costa.,100,"['Poetry', 'Erotica']",421 follower,25 review,226,4 (1%),16 (5%),66 (21%),110 (35%),113 (36%)
Pearl in the Mist,V.C. Andrews,3.93,"10,725 rating","January 1, 1994","Fate whisked Ruby from a simple life in the Louisiana Bayou. But her new riches bring more treachery than happiness...  Even after a year as a Dumas, Ruby still wonders at the splendor of the family's New Orleans mansion, and rejoices in the love of the father she had never known. But true happiness in her new home is as elusive as the swamp mist. Ruby must carefully avoid a venomous enemy: her stepmother, Daphne, who cringes and sneers at her backwater upbringing. And Ruby's every effort to befriend her twin sister, Gisselle -- especially since Gisselle's crippling accident -- is answered with bitterness and vicious backstabbing.  So idyllic Greenwood -- the exclusive girls' boarding school that her father has chosen for his daughters' senior year -- seems to promise some peace from the conniving Daphne, and maybe even a fresh start with Gisselle. But Ruby's kind isn't welcome at Greenwood, and the legendarily strict headmistress, Mrs. Ironwood, plots with her stepmother to make her life miserable. Meanwhile, Gisselle is on a mission to break every school rule, leaving Ruby to suffer the humiliating punishments. But Ruby doesn't lose hope -- until a terrible tragedy leaves her alone in a world that never really wanted her. Ruby will have to summon every last ounce of her Cajun strength to reclaim her home, her future, and the happiness she once knew....--back cover",384,"['Fiction', 'Young Adult', 'Horror', 'Romance', 'Gothic', 'Chick Lit', 'Mystery']","8,072 follower",157 review,325,113 (1%),642 (5%),"2,861 (26%)","3,411 (31%)","3,698 (34%)"
East of the Mountains,David Guterson,3.67,"7,511 rating","January 1, 1999","NATIONAL BESTSELLER • From the award-winning, bestselling author of Snow Falling on Cedars comes ”a strikingly joyful book and a monumental achievement” ( The Philadelphia Inquirer ) about a dying man’s final journey through the American West.When he discovers that he has terminal cancer, retired heart surgeon Ben Givens refuses to simply sit back and wait. Instead he takes his two beloved dogs and goes on a last hunt, determined to end his life on his own terms. But as the people he meets and the memories over which he lingers remind him of the mystery of life’s endurance, his trek into the American West becomes much more than a final journey.",279,"['Fiction', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'American', 'Adult Fiction']","1,016 follower",788 review,42,126 (1%),606 (8%),"2,432 (32%)","2,801 (37%)","1,546 (20%)"
Shepherds of the Night,Jorge Amado,3.90,385 rating,"January 1, 1964","""This work can be described tersely but not unfairly as a contribution to the debate on Brazilian self-definition, rendered ineffective by being cast in the form of pastoral. Amado's theme is the life of the Bahian poor: not the whole of their lives, for we seldom glimpse them at the back-breaking work that must occupy some of their waking hours, but their leisure life. His scene is laid in cheap brothels, alleys, shanties on the beaches, and in those hidden shrines on the mountainsides where the priests and priestesses of Ogun or Oxala exact their rites...Novels aren't any worse for having no 'social message'; but it's strange to find one which handles so much social material without taking it somewhere, only moving it from place to place.""John Wain, New York Review of Books, 5/4/1967",372,"['Fiction', 'Classics', 'Literature', 'Magical Realism', 'Brazil', 'Portuguese Literature', 'Latin American', 'Fiction', 'Classics', 'Literature', 'Magical Realism', 'Brazil', 'Portuguese Literature', 'Latin American', 'Fiction', 'Classics', 'Literature', 'Magical Realism', 'Brazil', 'Portuguese Literature', 'Latin American']","1,377 follower",25 review,127,5 (1%),14 (3%),97 (25%),166 (43%),103 (26%)
"Uzumaki: Spiral into Horror, Vol. 2.",Junji Ito,4.32,"12,065 rating","February 1, 1999","A sleepy town on the coast of Japan is under quiet, deadly siege, not by a person or group but by a primeval spiral shape whose victims include both parents of Shuichi Saito. In this second volume of the saga, Shuichi’s girlfriend Kirie becomes further involved in the town’s terrible secret when schoolmates start turning up as horrible human snails and something unspeakable is discovered within the walls of the local hospital.",208,"['Manga', 'Horror', 'Comics', 'Graphic Novels', 'Fiction', 'Fantasy', 'Japan']",11.6k follower,767 review,295,46 (<1%),253 (2%),"1,481 (12%)","4,321 (35%)","5,964 (49%)"
The Pine Barrens,John McPhee,4.19,"3,565 rating","January 1, 1967","Most people think of New Jersey as a suburban-industrial corridor that runs between New York and Philadelphia. Yet in the low center of the state is a near wilderness, larger than most national parks, which has been known since the seventeenth century as the Pine Barrens.The term refers to the predominant trees in the vast forests that cover the area and to the quality of the soils below, which are too sandy and acid to be good for farming. On all sides, however, developments of one kind or another have gradually moved in, so that now the central and integral forest is reduced to about a thousand square miles. Although New Jersey has the heaviest population density of any state, huge segments of the Pine Barrens remain uninhabited. The few people who dwell in the region, the ""Pineys,"" are little known and often misunderstood. Here McPhee uses his uncanny skills as a journalist to explore the history of the region and describe the people ""and their distinctive folklore"" who call it home.",157,"['Nonfiction', 'Nature', 'History', 'Travel', 'Science', 'Environment', 'Natural History', 'Nonfiction', 'Nature', 'History', 'Travel', 'Science', 'Environment', 'Natural History', 'Nonfiction', 'Nature', 'History', 'Travel', 'Science', 'Environment', 'Natural History']","1,622 follower",269 review,122,19 (<1%),65 (1%),567 (15%),"1,475 (41%)","1,439 (40%)"
The Ruby in the Smoke,Philip Pullman,3.77,"28,436 rating","January 1, 1985","Sally is sixteen and uncommonly pretty. Her knowledge of English literature, French, history, art and music is non-existent, but she has a thorough grounding in military tactics, can run a business, ride like a Cossack and shoot straight with a pistol.When her dear father is drowned in suspicious circumstances in the South China Sea, Sally is left to fend for herself, an orphan and alone in the smoky fog of Victorian London. Though she doesn't know it, Sally is already in terrible danger. Soon the mystery and the danger will deepen - and at the rotten heart of it all lies the deadly secret of the ruby in the smoke...",230,"['Mystery', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Adventure']",24k follower,"1,757 review",274,397 (1%),"1,727 (6%)","8,234 (28%)","11,635 (40%)","6,443 (22%)"
Killing Me Softly,Nicci French,3.66,"7,649 rating","January 1, 1999","Now that you've read GONE GIRL...Alice Loudon has it a devoted boyfriend, a marvelous circle of friends, a challenging job as a research scientist. Then one morning, on her way to work, she exchanges a lingering look with a devastatingly attractive man. Adam Tallis is the essence of every female fantasy--a daring mountain climber who has been hailed as a hero. As a lover, he is more passionate than Alice's wildest imaginings. Soon there isn't anything or anyone she wouldn't give up to stay by his side. Soon all she has is Adam, and life with this stranger will take her to new heights of madness...and fear.",385,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Romance', 'Mystery Thriller']","3,120 follower",567 review,74,183 (2%),638 (8%),"2,414 (31%)","2,812 (36%)","1,602 (20%)"
The Knowledge of the Holy,A.W. Tozer,4.39,"26,261 rating","January 1, 1961","The Knowledge of the Holy by popular evangelical author and Christian mystic A.W. Tozer illuminates God’s attributes—from wisdom, to grace, to mercy—and in doing so, attempts to restore the majesty and wonder of God in the hearts and minds of all Christians. A modern classic of Christian testimony and devotion, The Knowledge of the Holy shows us how we can rejuvenate our prayer life, meditate more reverently, understand God more deeply, and experience God’s presence in our daily lives. ",188,"['Christian', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Christian Living', 'Religion']","1,776 follower","1,250 review",411,509 (1%),722 (2%),"2,678 (10%)","6,519 (24%)","15,833 (60%)"
Sideways Stories from Wayside School,Louis Sachar,4.16,"97,243 rating","January 1, 1978","There was a terrible mistake - Wayside School was built with one classroom on top of another, thirty stories high (The builder said he was sorry.) Maybe that's why all kinds of funny things happened at Wayside-especially on the thirteenth floor.",144,"['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Short Stories', 'Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Short Stories', 'Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Short Stories']","3,878 follower","3,272 review",141,"1,767 (1%)","3,839 (3%)","16,880 (17%)","29,788 (30%)","44,969 (46%)"
