title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
"The Sandman, Vol. 3: Dream Country",Neil Gaiman,4.24,"120,913 rating","January 1, 1990","The third volume of the Sandman collection is a series of four short comic book stories. In each of these otherwise unrelated stories, Morpheus serves only as a minor character. Here we meet the mother of Morpheus's son, find out what cats dream about, and discover the true origin behind Shakespeare's A Midsummer's Night Dream. The latter won a World Fantasy Award for best short story, the first time a comic book was given that honor. collecting The Sandman #17–20",160,"2,138",313k follower,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']","3,231 review","61,836 (51%)","36,320 (30%)","16,120 (13%)","3,434 (2%)","3,203 (2%)"
Batman: The Killing Joke,Alan Moore,4.37,"220,390 rating","November 16, 1988","For the first time the Joker's origin is revealed in this tale of insanity and human perseverance. Looking to prove that any man can be pushed past his breaking point and go mad, the Joker attempts to drive Commissioner Gordon insane. After shooting and permanently paralyzing his daughter Barbara (a.k.a. Batgirl), the Joker kidnaps the commissioner and attacks his mind in hopes of breaking the man. But refusing to give up, Gordon maintains his sanity with the help of Batman in an effort to beset the madman.",50,"1,476",19.8k follower,"['Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Superheroes', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Superheroes', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Superheroes', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Superheroes', 'Graphic Novels', 'Batman', 'Fiction', 'Dc Comics', 'Graphic Novels Comics', 'Comic Book', 'Superheroes']","6,606 review","122,477 (55%)","65,885 (29%)","24,649 (11%)","5,256 (2%)","2,123 (<1%)"
In Praise of Idleness and Other Essays,Bertrand Russell,4.01,"5,742 rating","January 1, 1935","First published in 1984. Routledge is an imprint of Taylor & Francis, an informa company.",192,"1,420","6,687 follower","['Philosophy', 'Nonfiction', 'Essays', 'Politics', 'Sociology', 'Classics', 'Economics']",615 review,"1,897 (33%)","2,358 (41%)","1,171 (20%)",260 (4%),56 (<1%)
Miss Lonelyhearts,Nathanael West,3.58,"6,092 rating","January 1, 1933","NYC. Height of Depression. The male Miss G columnist is weighted down by gloom. Obscene rhymes repeat, patterned after songs for children or mocking religion. His boss yells them in the office. In the Speakeasy other drunken writers chorus, commiserate and rant, with rape fantasies about female writers.",208,21,340 follower,"['Fiction', 'Classics', 'American', 'Novels', '20th Century', 'Literature', 'The United States Of America']",666 review,"1,389 (22%)","1,994 (32%)","1,751 (28%)",684 (11%),274 (4%)
The Western Lands,William S. Burroughs,4.05,"2,078 rating","January 1, 1987","The Western Lands is the eagerly awaited new novel by the most visionary American novelist of the twentieth century—a haunting Book of the Dead for the nuclear age. Every new work from the pen of William S. Burroughs is an important literary event. This is especially so in the case of The Western Lands. For in this novel, Burroughs completes a trilogy that began with Cities of the Red Night and The Place of Dead Roads, with a profound, revealing, and often astounding meditation on the themes of mortality, loneliness, nuclear peril—and the inextinguishable hope for an existence beyond bodily death. The symbolic vehicle Burroughs uses here is ancient Egyptian mythology, a long-standing interest of his. ""The Western Lands"" of the title are the territory to which the Egyptians believed the souls of the dead made a hazardous pilgrimage in their quest for true immortality. The questers—Joe the Dead, Kim Carsons, the scribe Neferti, Hassan i Sabbah, the Old Man of the Mountain—travel through an unmistakably Burroughs-esque universe of appalling danger and otherworldly beauty—now the back alleys of ancient Egypt, now bombed-out Berlin, now the Old West of the shootists. Their hallucinatory journeys express the author's belief that only through facing the most extreme dangers and testing the possibilities of biological mutation can man escape a dead-end world of blasted dreams and atomic finale. And presiding over all is the haunting figure of ""the old writer,"" who shares in the fate of his characters in being finally unable to write himself out of Time, and into Space. The Western Lands continues and extends one of the great literary odysseys of our time, adding to Burroughs's awesome literary style and black humor chilling touches of elegy and autobiography. It is at once Burroughs's most personal and most universal work, yet another masterwork from the reigning genius of the American literary avant-garde.",258,360,"6,028 follower","['Fiction', 'Literature', 'Novels', 'Fantasy', 'Science Fiction', '20th Century', 'American']",111 review,795 (38%),744 (35%),415 (19%),96 (4%),28 (1%)
Laddie: A True Blue Story,Gene Stratton-Porter,4.25,"4,364 rating","January 1, 1913","Loosely based on Stratton-Porter's own childhood, Laddie is a double tale—the classic poor-boy/rich-girl romance and the story of a child of nature and her idyllic childhood.",416,119,579 follower,"['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Romance', 'Childrens', 'Christian']",484 review,"2,240 (51%)","1,284 (29%)",606 (13%),164 (3%),70 (1%)
The Street Lawyer,John Grisham,3.88,"115,575 rating","February 16, 1998","Michael was in a hurry. He was scrambling up the ladder at Drake & Sweeney, a giant D.C. law firm with eight hundred lawyers. The money was good and getting better; a partnership was three years away. He was a rising star with no time to waste, no time to stop, no time to toss a few coins into the cups of panhandlers. No time for a conscience.But a violent encounter with a homeless man stopped him cold. Michael survived; his assailant did not. Who was this man? Michael did some digging, and learned that he was a mentally ill veteran who'd been in and out of shelters for many years. Then Michael dug a little deeper, and found a dirty secret, and the secret involved Drake & Sweeney.The fast track derailed; the ladder collapsed. Michael bolted the firm and took a top-secret file with him. He landed in the streets, an advocate for the homeless, a street lawyer.And a thief.",384,712,80.4k follower,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']","3,079 review","33,056 (28%)","43,849 (37%)","31,251 (27%)","6,102 (5%)","1,317 (1%)"
The Collected Short Stories of Saki,Saki,4.19,"2,747 rating","January 1, 1930","An alternate cover for this isbn can be found here.'All decent people live beyond their incomes nowadays, and those who aren't respectable live beyond other peoples'Saki (H.H. Munro) stands alongside Anton Chekhov and O Henry as a master of the short story. His extraordinary stories are a mixture of humorous satire, irony and the macabre, in which the stupidities and hypocrisy of conventional society are viciously pilloried. This collection includes Sredni Vastar and The Unrest Cure. 'We all know that Prime Ministers are wedded to the truth, but like other married couples they sometimes live apart'[Description from back cover]",512,"1,253",536 follower,"['Short Stories', 'Fiction', 'Classics', 'Humor', 'Literature', 'Horror', 'British Literature']",163 review,"1,220 (44%)",980 (35%),418 (15%),95 (3%),34 (1%)
The Story Girl,L.M. Montgomery,3.98,"11,402 rating","January 1, 1911","Sara Stanley is only fourteen, but she can weave tales that are impossible to resist. In the charming town of Carlisle, children and grown-ups alike flock from miles around to hear her spellbinding tales. And when Bev King and his younger brother Felix arrive for the summer, they, too, are captivated by the Story Girl. Whether she's leading them on exciting misadventure or narrating timeless stories--from the scary ""Tale of the Family Ghost"" to the fanciful ""How Kissing Was Discovered"" to the bittersweet ""The Blue Chest of Rachel Ward""--the Story Girl has her audience hanging on every word.",220,"2,111",11.5k follower,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Middle Grade']",819 review,"3,931 (34%)","4,065 (35%)","2,805 (24%)",485 (4%),116 (1%)
Gone to Soldiers,Marge Piercy,4.26,"4,972 rating","January 1, 1987","In a stunning tour-de-force, Marge Piercy has woven a tapestry of World War II, of six women and four men, who fought and died, worked and worried, and moved through the dizzying days of the war. A compelling chronicle of humans in conflict with inhuman events, Gone to Soldiers is an unforgettable reading experience and a stirring tribute to the remarkable survival of the human spirit.",800,103,855 follower,"['Historical Fiction', 'Fiction', 'World War II', 'War', 'Historical', 'Holocaust', 'Novels']",418 review,"2,452 (49%)","1,657 (33%)",652 (13%),147 (2%),64 (1%)
Forever Amber,Kathleen Winsor,3.99,"18,573 rating","January 1, 1944","Abandoned pregnant and penniless on the teeming streets of London, 16-year-old Amber St. Clare manages, by using her wits, beauty, and courage, to climb to the highest position a woman could achieve in Restoration England—that of favorite mistress of the Merry Monarch, Charles II. From whores and highwaymen to courtiers and noblemen, from events such as the Great Plague and the Fire of London to the intimate passions of ordinary—and extraordinary—men and women, Amber experiences it all. But throughout her trials and escapades, she remains, in her heart, true to the one man she really loves, the one man she can never have. Frequently compared to Gone with the Wind, Forever Amber is the other great historical romance, outselling every other American novel of the 1940s—despite being banned in Boston for its sheer sexiness. A book to read and reread, this edition brings back to print an unforgettable romance and a timeless masterpiece.",972,48,156 follower,"['Historical Fiction', 'Fiction', 'Romance', 'Classics', 'Historical', 'Historical Romance', 'British Literature']","1,290 review","7,281 (39%)","5,937 (31%)","3,758 (20%)","1,164 (6%)",433 (2%)
Phantoms,Dean Koontz,3.96,"73,486 rating","January 1, 1983","Closer...They found the first body hideously swollen and still warm. Then they found two severed hands. Then two staring heads in wall ovens. 150 were grotesquely dead and it had hardly begun in the tiny mountain town of Snowfield, California.and closer...At first they thought it was a maniac. Then they thought it was an obscene new disease. Then they thought it was the Russians.and closer...Then they found out the truth. And they saw it in the flesh. And it was worse than anything any of them had ever imagined...",448,922,36.2k follower,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Science Fiction', 'Paranormal']","1,942 review","24,327 (33%)","27,075 (36%)","17,724 (24%)","3,470 (4%)",890 (1%)
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.90,"66,416 rating","January 1, 1998","After living in Britain for two decades, Bill Bryson recently moved back to the United States with his English wife and four children (he had read somewhere that nearly 3 million Americans believed they had been abducted by aliens--as he later put it, ""it was clear my people needed me""). They were greeted by a new and improved America that boasts microwave pancakes, twenty-four-hour dental-floss hotlines, and the staunch conviction that ice is not a luxury item. Delivering the brilliant comic musings that are a Bryson hallmark, I'm a Stranger Here Myself recounts his sometimes disconcerting reunion with the land of his birth. The result is a book filled with hysterical scenes of one man's attempt to reacquaint himself with his own country, but it is also an extended if at times bemused love letter to the homeland he has returned to after twenty years away.",304,110,20.1k follower,"['Nonfiction', 'Travel', 'Humor', 'Memoir', 'Essays', 'Biography', 'Audiobook']","3,271 review","19,338 (29%)","26,540 (39%)","16,114 (24%)","3,273 (4%)","1,151 (1%)"
The Ragged Trousered Philanthropists,Robert Tressell,4.03,"9,600 rating","April 23, 1914","The Ragged Trousered Philanthropists tells the story of a group of working men who are joined one day by Owen, a journeyman-prophet with a vision of a just society. Owen's spirited attacks on the greed and dishonesty of the capitalist system rouse his fellow men from their political quietism. The Ragged Trousered Philanthropists is both a masterpiece of wit and political passion and one of the most authentic novels of English working class life ever written.",590,9,52 follower,"['Fiction', 'Classics', 'Politics', 'Historical Fiction', 'Philosophy', 'Novels', 'Literature']",724 review,"3,942 (41%)","3,106 (32%)","1,751 (18%)",544 (5%),257 (2%)
Freedom at Midnight,Larry Collins,4.33,"10,275 rating","October 1, 1975","In this, the most sweeping, powerful and enthralling of their books, the authors of such worldwide best sellers as ls Paris Burning?, Or I'll Dress You in Mourning, and O Jerusalem! have re-created the majestic and tumultuous end of an era, when 400,000,000 people, one fifth of all humanity, claimed their freedom from the greatest empire history has ever known—only to find that the price of freedom was partition, war, riots and murder.Their subject is the eclipse of the British Raj and the birth of an independent India and Pakistan; the violent transformation of that fabled India—the land of maharajas with their palaces, vices, jewels and harems,-their gold-caparisoned elephants and their glittering private armies; the India of KipIing’s army, with its centuries of legendary heroism, its skirmishes along the Khyber Pass of the Northwest Frontier against the fiercest warriors on the globe, the Pathans, its young British officers commanding troops of a dozen races and religions and castes; the India of tiger hunts and pigsticking, of polo and memsahibs, of dazzling-balls and luxurious clubs; the India of astrologers and sadhus, holy men and strange customs; the India that was the heart and soul of an empire—into the new India of Gandhi and Nehru, precursor of the Third World.Their story begins in London on New Year's Day of 1947, when a black Austin brings to the door of 10 Downing Street the man Prime Minister Clement Attlee had selected for the task of cutting England's ties to her proudest possession, her Indian Raj. The choice could not have been more ironic. It fell -on Lord Louis Mountbatten, the great-grandson of Queen Victoria, the empress in whose name the empire had been assembled. The story ends just over a year later, at Allahabad, India, on February 12, 1948, as a man leans from a steam boat to pour into the Ganges the ashes of India's murdered liberator, Mahatma Gandhi. Between those dates the world had changed. An age, the Age of Imperialism, had passed and another had begun. An independent India had been born on a day cursed by the stars; the largest Moslem nation in the world, Pakistan, had come into existence; ten million people had been uprooted and perhaps a quarter of a miIIion killed in the greatest migration in history. At the center of their narrative are major figures of a drama: Nehru, the sensitive politician who prepared for greatness as India's prime minister in a British jail; Jinnah, a Moslem who drank, ate pork and rarely entered a mosque, yet who led 45 million Moslems to nationhood, proclaiming “We shall have lndia divided or lndia destroyed""; Mountbatten drawing up the plans for India's division, predicting as he did so that one day the Indians would “bitterly regret the decision they are about to take”; Gandhi, the gentle prophet of a revolution, who stirred the masses of the most populous area on earth without raising his voice, and humbled the British empire by refusing all nourishment except water and bicarbonate of soda.Weaving together the lives of people great and small, of statesmen, revolutionaries, politicians, ordinary men and women caught up in the triumph and tragedy of a world in upheaval, Collins and Lapierre have illuminated one of the great dramas of our time. Theirs is a book that brims over with pathos, human tragedy, heroism, excitement, conveying the fever pitch of those hot, terrible, dusty days when an age ended and the soul of a nation found utterance at last. They take the reader from the frenzied debates in the imperial grandeur of the Viceroy’s palace to villages destroyed by massacres and riots; from the sordid slums of Calcutta to the funeral ghats of the Holy City of Benares; from the palaces of bewildered maharajas to the baking roads on which millions of refugees sought a new destiny; from the garden in which Gandhi pledged a fast unto death to bring his countrymen back to reason to the bazaars in which his assassins searched for the weapons with which to kill him; from Delhi's jubilant celebrations of independence to the cruel awakening of a divided subcontinent. . . .",500,56,168 follower,"['History', 'Nonfiction', 'India', 'Politics', 'Historical', 'Pakistan', 'Asia', 'History', 'Nonfiction', 'India', 'Politics', 'Historical', 'Pakistan', 'Asia', 'History', 'Nonfiction', 'India', 'Politics', 'Historical', 'Pakistan', 'Asia']",804 review,"5,208 (50%)","3,650 (35%)","1,094 (10%)",220 (2%),103 (1%)
The Black Obelisk,Erich Maria Remarque,4.38,"13,870 rating","January 1, 1956","From the author of the masterpiece All Quiet on the Western Front, The Black Obelisk is a classic novel of the troubling aftermath of World War I in Germany.A hardened young veteran from the First World War, Ludwig now works for a monument company, selling stone markers to the survivors of deceased loved ones. Though ambivalent about his job, he suspects there’s more to life than earning a living off other people’s misfortunes.A self-professed poet, Ludwig soon senses a growing change in his fatherland, a brutality brought upon it by inflation. When he falls in love with the beautiful but troubled Isabelle, Ludwig hopes he has found a soul who will offer him salvation—who will free him from his obsession to find meaning in a war-torn world. But there comes a time in every man’s life when he must choose to live—despite the prevailing thread of history horrifically repeating itself.",448,119,"5,247 follower","['Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'War', 'Germany', 'Novels']",469 review,"7,491 (54%)","4,497 (32%)","1,558 (11%)",260 (1%),64 (<1%)
Baudolino,Umberto Eco,3.79,"23,426 rating","November 1, 2000","It is April 1204, and Constantinople, the splendid capital of the Byzantine Empire, is being sacked and burned by the knights of the Fourth Crusade. Amid the carnage and confusion, one Baudolino saves a historian and high court official from certain death at the hands of the crusading warriors and proceeds to tell his own fantastical story.Born a simple peasant in northern Italy, Baudolino has two major gifts-a talent for learning languages and a skill in telling lies. When still a boy he meets a foreign commander in the woods, charming him with his quick wit and lively mind. The commander-who proves to be Emperor Frederick Barbarossa-adopts Baudolino and sends him to the university in Paris, where he makes a number of fearless, adventurous friends.Spurred on by myths and their own reveries, this merry band sets out in search of Prester John, a legendary priest-king said to rule over a vast kingdom in the East-a phantasmagorical land of strange creatures with eyes on their shoulders and mouths on their stomachs, of eunuchs, unicorns, and lovely maidens. With dazzling digressions, outrageous tricks, extraordinary feeling, and vicarious reflections on our postmodern age, this is Eco the storyteller at his brilliant best.",527,862,10.8k follower,"['Fiction', 'Historical Fiction', 'Fantasy', 'Literature', 'Italian Literature', 'Historical', 'Italy', 'Fiction', 'Historical Fiction', 'Fantasy', 'Literature', 'Italian Literature', 'Historical', 'Italy', 'Fiction', 'Historical Fiction', 'Fantasy', 'Literature', 'Italian Literature', 'Historical', 'Italy']","1,294 review","6,404 (27%)","8,541 (36%)","6,132 (26%)","1,815 (7%)",534 (2%)
Saint Joan,George Bernard Shaw,3.77,"9,050 rating","January 1, 1923","One of Shaw's most unusual and enduringly popular plays. With SAINT JOAN (1923) Shaw reached the height of his fame and Joan is one of his finest creations; forceful, vital, and rebelling against the values that surround her. The play distils Shaw's views on the subjects of politics, religion and creative evolution.",163,"1,568","3,667 follower","['Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature', 'Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature', 'Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature', 'Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature', 'Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature']",416 review,"2,449 (27%)","3,318 (36%)","2,336 (25%)",654 (7%),293 (3%)
Baltasar and Blimunda,José Saramago,3.93,"22,505 rating","January 1, 1982","From the recipient of the 1998 Nobel Prize in Literature, a “brilliant...enchanting novel” (New York Times Book Review) of romance, deceit, religion, and magic set in eighteenth-century Portugal at the height of the Inquisition. National bestseller. Translated by Giovanni Pontiero.When King and Church exercise absolute power what happens to the dreams of ordinary people? In early eighteenth century Lisbon, Baltasar, a soldier who has lost a hand in battle, falls in love with Blimunda, a young girl with strange visionary powers. From the day that he follows her home from the auto-da-fé where her mother is condemned and sent into exile, the two are bound body and soul by a love of unassailable strength. A third party shares their supper that evening: Padre Bartolemeu Lourenço, whose fantasy is to invent a flying machine. As the inquisition rages and royalty and religion clash, they pursue his impossible, not to mention heretical, dream of flight.",346,278,14.8k follower,"['Fiction', 'Historical Fiction', 'Classics', 'Portugal', 'Portuguese Literature', 'Romance', 'Nobel Prize', 'Fiction', 'Historical Fiction', 'Classics', 'Portugal', 'Portuguese Literature', 'Romance', 'Nobel Prize', 'Fiction', 'Historical Fiction', 'Classics', 'Portugal', 'Portuguese Literature', 'Romance', 'Nobel Prize']","1,219 review","7,522 (33%)","8,323 (36%)","4,731 (21%)","1,439 (6%)",490 (2%)
Final Harvest: Emily Dickinson's Poems,Emily Dickinson,4.28,"2,043 rating","January 1, 1961","Librarian's Note: this is an alternate edition to ISBN-10 0316184152Though generally overlooked during her lifetime, Emily Dickinson's poetry has achieved acclaim due to her experiments in prosody, her tragic vision and the range of her emotional and intellectual explorations.",331,"1,353","5,859 follower","['Poetry', 'Classics', 'Fiction', 'College', '19th Century', 'Literature', 'American', 'Poetry', 'Classics', 'Fiction', 'College', '19th Century', 'Literature', 'American', 'Poetry', 'Classics', 'Fiction', 'College', '19th Century', 'Literature', 'American']",88 review,"1,054 (51%)",617 (30%),287 (14%),59 (2%),26 (1%)
