title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Vidas Secas,Graciliano Ramos,4.21,"15,334 rating","January 1, 1938","Vidas secas, lançado originalmente em 1938, é o romance em que mestre Graciliano — tão meticuloso que chegava a comparecer à gráfica no momento em que o livro entrava no prelo, para checar se a revisão não haveria interferido em seu texto — alcança o máximo da expressão que vinha buscando em sua prosa. O que impulsiona os personagens é a seca, áspera e cruel, e paradoxalmente a ligação telúrica, afetiva, que expõe naqueles seres em retirada, à procura de meios de sobrevivência e um futuro. Apesar desse sentimento de transbordante solidariedade e compaixão com que a narrativa acompanha a miúda saga do vaqueiro Fabiano e sua gente, o autor contou: Procurei auscultar a alma do ser rude e quase primitivo que mora na zona mais recuada do sertão... os meus personagens são quase selvagens... pesquisa que os escritores regionalistas não fazem e nem mesmo podem fazer ...porque comumente não são familiares com o ambiente que descrevem...Fiz o livrinho sem paisagens, sem diálogos. E sem amor. A minha gente, quase muda, vive numa casa velha de fazenda. As pessoas adultas, preocupadas com o estômago, não tem tempo de abraçar-se. Até a cachorra [Baleia] é uma criatura decente, porque na vizinhança não existem galãs caninos.Vidas secas é o livro em que Graciliano, visto como antipoético e anti-sonhador por excelência, consegue atingir, com o rigor do texto que tanto prezava, um estado maior de poesia.",176,"['Classics', 'Fiction', 'Brazil', 'Literature', 'Romance', 'Portuguese Literature', 'Drama']",341 follower,571 review,75,208 (1%),580 (3%),"2,256 (14%)","4,972 (32%)","7,318 (47%)"
On Power and Ideology: The Managua Lectures,Noam Chomsky,4.11,306 rating,"January 1, 1999","One of Chomsky's most accessible books, this succinct series of lectures lays out the parameters of his foreign policy analysis.",140,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Sociology', 'Theory', 'Political Science']",15.2k follower,34 review,982,7 (2%),12 (3%),53 (17%),101 (33%),133 (43%)
Tao Te Ching,Lao Tzu,4.30,"156,243 rating","January 1, 401","The Tao Te Ching, the esoteric but infinitely practical book written most probably in the sixth century B.C. by Lao Tsu, has been translated more frequently than any work except the Bible. This translation of the Chinese classic, which was first published twenty-five years ago, has sold more copies than any of the others. It offers the essence of each word and makes Lao Tsu's teaching immediate and alive.The philosophy of Lao Tsu is simple: Accept what is in front of you without wanting the situation to be other than it is. Study the natural order of things and work with it rather than against it, for to try to change what is only sets up resistance. Nature provides everything without requiring payment or thanks, and also provides for all without discrimination—therefore let us present the same face to everyone and treat all men as equals, however they may behave. If we watch carefully, we will see that work proceeds more quickly and easily if we stop ""trying,"" if we stop putting in so much extra effort, if we stop looking for results. In the clarity of a still and open mind, truth will be reflected. We will come to appreciate the original meaning of the word ""understand,"" which means ""to stand under."" We serve whatever or whoever stands before us, without any thought for ourselves. Te—which may be translated as ""virtue"" or ""strength""—lies always in Tao, or"" natural law. In other words: Simply be.",184,"['Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism', 'Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism', 'Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism', 'Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism', 'Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism']","3,963 follower","7,341 review",499,"2,488 (1%)","5,078 (3%)","20,400 (13%)","43,296 (27%)","84,981 (54%)"
Christ Stopped at Eboli: The Story of a Year,Carlo Levi,4.10,"8,484 rating","January 1, 1945","It was to Lucania, a desolate land in southern Italy, that Carlo Levi―a doctor, painter, philosopher, and man of letters―was confined as a political prisoner because of his opposition to Italy's Fascist government at the start of the Ethiopian war in 1935. While there, Levi reflected on the harsh landscape and its inhabitants, peasants who lived the same lives their ancestors had, constantly fearing black magic and the near presence of death. In so doing, Levi offered a starkly beautiful and moving account of a place and a people living outside the boundaries of progress and time.",275,"['Italy', 'Italian Literature', 'Nonfiction', 'History', 'Memoir', 'Classics', 'Travel', 'Italy', 'Italian Literature', 'Nonfiction', 'History', 'Memoir', 'Classics', 'Travel', 'Italy', 'Italian Literature', 'Nonfiction', 'History', 'Memoir', 'Classics', 'Travel', 'Italy', 'Italian Literature', 'Nonfiction', 'History', 'Memoir', 'Classics', 'Travel', 'Italy', 'Italian Literature', 'Nonfiction', 'History', 'Memoir', 'Classics', 'Travel']",129 follower,723 review,71,114 (1%),345 (4%),"1,414 (16%)","3,286 (38%)","3,325 (39%)"
The Moonflower Vine,Jetta Carleton,3.95,"5,180 rating","January 1, 1962","A timeless American classic rediscovered—an unforgettable saga of a heartland family.On a farm in western Missouri during the first half of the twentieth century, Matthew and Callie Soames create a life for themselves and raise four headstrong daughters. Jessica will break their hearts. Leonie will fall in love with the wrong man. Mary Jo will escape to New York. And wild child Mathy's fate will be the family's greatest tragedy. Over the decades they will love, deceive, comfort, forgive—and, ultimately, they will come to cherish all the more fiercely the bonds of love that hold the family together.",352,"['Fiction', 'Historical Fiction', 'Classics', 'Family', 'Literary Fiction', 'Historical', 'Book Club']",39 follower,809 review,11,62 (1%),243 (4%),"1,173 (22%)","2,130 (41%)","1,572 (30%)"
Murder in the Cathedral,T.S. Eliot,3.72,"10,794 rating","January 1, 1936","T. S. Eliot's verse dramatization of the murder of Thomas Becket at Canterbury, winner of the Nobel Prize for Literature.The Archbishop Thomas Becket speaks fatal words before he is martyred in T. S. Eliot's best-known drama, based on the murder of the Archbishop of Canterbury in 1170. Praised for its poetically masterful handling of issues of faith, politics, and the common good, T. S. Eliot's play bolstered his reputation as the most significant poet of his time.",148,"['Plays', 'Classics', 'Drama', 'Poetry', 'Fiction', 'Historical Fiction', 'Theatre']","5,041 follower",611 review,"1,112",378 (3%),904 (8%),"2,916 (27%)","3,735 (34%)","2,861 (26%)"
Blood and Chocolate,Annette Curtis Klause,3.79,"42,309 rating","January 1, 1990","Vivian Gandillon relishes the change, the sweet, fierce ache that carries her from girl to wolf. At sixteen, she is beautiful and strong, and all the young wolves are on her tail. But Vivian still grieves for her dead father; her pack remains leaderless and in disarray, and she feels lost in the suburbs of Maryland. She longs for a normal life. But what is normal for a werewolf?Then Vivian falls in love with a human, a meat-boy. Aiden is kind and gentle, a welcome relief from the squabbling pack. He’s fascinated by magic, and Vivian longs to reveal herself to him. Surely he would understand her and delight in the wonder of her dual nature, not fear her as an ordinary human would.Vivian’s divided loyalties are strained further when a brutal murder threatens to expose the pack. Moving between two worlds, she does not seem to belong in either. What is she really—human or beast? Which tastes sweeter—blood or chocolate?",288,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Urban Fantasy', 'Fiction']","1,019 follower","2,451 review",8,"1,445 (3%)","3,846 (9%)","10,427 (24%)","12,850 (30%)","13,741 (32%)"
Moderato cantabile,Marguerite Duras,3.49,"5,702 rating","January 1, 1958","Eine Stadt am Meer, irgendwo. Eine Frau, Anne Desbaresdes, Gattin eines Fabrikanten, ist mit ihrem kleinen Jungen bei einer Klavierlehrerin, Schreie auf der Straße, im Café drunten hat ein Mann eine Frau erschossen, man sagt, sie habe es von ihm verlangt. Anne betritt das Café, sie kehrt in den folgenden Tagen immer wieder dahin zurück, unterhält sich, in kurzen Sätzen, mit einem Unbekannten über den Mord, über die beiden, wie es dazu kam. Die Grenzen zwischen dem fremden Schicksal und ihrem eigenen verfließen. In ihrer Beziehung zu dem Unbekannten scheint sich das Verhältnis der Ermordeten zu ihrem Mörder wiederholen zu wollen.",122,"['France', 'Fiction', 'Classics', 'French Literature', 'Roman', 'Literature', 'Novels']","2,672 follower",442 review,289,270 (4%),722 (12%),"1,736 (30%)","1,908 (33%)","1,066 (18%)"
Demon Lord of Karanda,David Eddings,4.06,"42,328 rating","August 12, 1988","Captives of His Imperial Majesty...Zandramas had stolen King Garion's infant son and fled to use the child in some ritual that would make the Dark Destiny supreme. Garion and his friends had followed, but now they were captives of Zakath, Emperor of Mallorea, who, while friendly, stubbornly refused to let them leave. Meanwhile, a horde of demons was ravaging the cities through which they must travel. Zandramas was escaping further toward her goal. And the Seeress of Kell revealed that they must be at the anient palace of Ashaba within a matter of days or Zandramas would win by default. Then a horrible, fatal plague struck the city of Mal Zeth. closing it against all traffic in or out.",404,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Adventure']","5,301 follower",365 review,333,420 (<1%),"1,605 (3%)","8,896 (21%)","15,470 (36%)","15,937 (37%)"
It's a Magical World,Bill Watterson,4.73,"28,247 rating","September 1, 1996","When cartoonist Bill Watterson announced that his phenomenally popular cartoon strip would be discontinued, Calvin and Hobbes fans throughout the world went into mourning. Fans have learned to survive -- despite the absence of the boy and his tiger in the daily newspaper. It's a Magical World delivers all the satisfaction of visiting its characters once more. Calvin fans will be able to see their favorite mischief maker stir it up with his furry friend, long-suffering parents, classmate Susie Derkins, school teacher Miss Wormwood, and Rosalyn the baby-sitter. It's a Magical World includes full-color Sundays and has it all: Calvin-turned-firefly waking Hobbes with his flashlight glow; courageous Spaceman Spiff rocketing through alien galaxies as he battles Dad-turned-Bug-Being; and Calvin's always inspired snowman art. There's no better way for Watterson fans to savor again the special qualities of their favorite strip.",176,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Strips', 'Comedy', 'Comic Book']","4,474 follower",430 review,384,143 (<1%),158 (<1%),"1,084 (3%)","4,391 (15%)","22,471 (79%)"
Final del juego,Julio Cortázar,4.31,"7,519 rating","January 1, 1956","Final del juego es una de las colecciones de cuentos más importantes de la segunda mitad del siglo XX. Empeñado en transgredir las leyes de la narrativa convencional, en estos dieciocho relatos Julio Cortázar combina la intertextualidad, un uso inédito de lo coloquial y el juego interminable para hacer entrar al lector en un particularísimo universo donde nada es lo que parece. No se trata de simple literatura: a lo que nos invita el autor argentino es a sospechar de la seriedad y el racionalismo crédulo de nuestro mundo. «Continuidad de los parques», «Los venenos», «Axolotl» o «La noche boca arriba» son algunos de los míticos relatos que componen este imprescindible volumen.",232,"['Short Stories', 'Fiction', 'Spanish Literature', 'Classics', 'Latin American', 'Magical Realism', '20th Century']","6,287 follower",404 review,668,32 (<1%),145 (1%),909 (12%),"2,799 (37%)","3,634 (48%)"
The White Mountains,John Christopher,3.95,"13,722 rating","April 1, 1967","Long ago, the Tripods—huge, three-legged machines—descended upon Earth and took control. Now people unquestioningly accept the Tripods' power. They have no control over their thoughts or their lives.But for a brief time in each person's life—in childhood—he is not a slave. For Will, his time of freedom is about to end—unless he can escape to the White Mountains, where the possibility of freedom still exists.",195,"['Science Fiction', 'Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Childrens', 'Adventure']",513 follower,"1,054 review",168,214 (1%),579 (4%),"3,117 (22%)","5,583 (40%)","4,229 (30%)"
"On Death and Dying: What the Dying Have to Teach Doctors, Nurses, Clergy and Their Own Families",Elisabeth Kübler-Ross,4.16,"26,506 rating","January 1, 1969","Written by Dr. Elisabeth Kübler--Ross this book explores the five stages of death: denial and isolation, anger, bargaining, depression, and acceptance. It’s uses interviews and conversations to give the reader a better understanding of how imminent death affects the patient, medical professionals and the patient's family.",288,"['Psychology', 'Nonfiction', 'Death', 'Philosophy', 'Self Help', 'Medicine', 'Spirituality']","1,326 follower",752 review,110,202 (<1%),835 (3%),"4,717 (17%)","9,471 (35%)","11,281 (42%)"
Living with Joy: Keys to Personal Power and Spiritual Transformation,Sanaya Roman,4.44,"1,579 rating","January 1, 1986","In Living with Joy , Orin teaches how to express the inner qualities of love, joy, well-being, and inner peace. You will see immediate results in your life when you use the processes to learn how to radiate love, increase your feelings of self-esteem, and live in harmony with your higher purpose. Living with Joy will help you open your heart, create what you want without struggle, discover your life purpose, take a quantum leap in any area, change negatives into positives, gain clarity in your relationships, increase your sense of aliveness and ",195,"['Spirituality', 'Self Help', 'Nonfiction', 'Metaphysics', 'Inspirational', 'Psychology', 'New Age']",236 follower,74 review,94,20 (1%),32 (2%),161 (10%),385 (24%),981 (62%)
Hideous Kinky,Esther Freud,3.51,"3,763 rating","January 30, 1992","When her mother decides to take her and her sister away from life as they know it and move to Morocco, a five-year-old English school girl embarks on an adventure-filled romp through northern Africa.",192,"['Fiction', 'Africa', 'Travel', 'Morocco', 'Contemporary', 'Novels', 'Family']",214 follower,305 review,26,105 (2%),401 (10%),"1,340 (35%)","1,310 (34%)",607 (16%)
Through a Glass Darkly,Karleen Koen,3.97,"11,069 rating","July 12, 1986","THE NEW YORK TIMES BESTSELLER!One of the most beloved historical fiction novels of all time!As opulent and passionate as the 18th century it celebrates, Through A Glass Darkly sparkles with all of the extravagance and scandal of a grand and glorious era.Barbara Alderly has loved her husband, the wealthy, charming Earl of Devane, Roger Montgeoffry, since childhood. Set against a French court awash in intrigue, treachery and debauchery, Barbara must learn to navigate the dark currents of deception, scandal and betrayal. Peopled by a cast of unforgettable characters, here is the story of a great family ruled by a dowager of extraordinary power; a young woman coming of age, seeking love in the midst of a storm; her mother, the cruel and self-centered Diana; and of a man haunted by a secret that could turn all of their dreams to ashes...Like no other historical fiction novel, Through a Glass Darkly is infused with intrigue, sweetened by romance and awash in the black ink of betrayal. ",674,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Historical Romance', 'British Literature', '18th Century']",506 follower,885 review,16,259 (2%),661 (5%),"2,260 (20%)","3,854 (34%)","4,035 (36%)"
Legend,David Gemmell,4.26,"32,257 rating","April 1, 1984","He is DRUSS the Legend. His skill in battle has earned him a fearsome reputation throughout the world and the stories of his life are told everywhere. But the grizzled veteran has spurned a life of fame and fortune and has retreated to the solitude of his mountain lair to await his old enemy, Death.Meanwhile, barbarian hordes of the Nadir are on the march, conquering all before them. All that stands before them and victory is the legendary six-walled fortress of the Drenai empire, Dros Delnoch. If the fortress falls, so do the Drenai. Druss reluctantly agrees to come out of retirement. But can even Druss live up to his own legends?Held by many to be Gemmell's most iconic work, the book is considered a classic in the heroic fantasy genre.",345,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Heroic Fantasy', 'Adventure', 'Sword and Sorcery']","3,233 follower","1,644 review",156,303 (<1%),"1,014 (3%)","4,522 (14%)","10,486 (32%)","15,932 (49%)"
Cities of Salt,Abdul Rahman Munif,4.06,"4,449 rating","January 1, 1984","Set in an unnamed Persian Gulf kingdom in the 1930s, this remarkable novel tells the story of the disruption and diaspora of a poor oasis community following the discovery of oil there. The meeting of the Arabs and the Americans who, in essence, colonize the remote region is a cultural confrontation in which religion, history, superstition, and mutual incomprehension all play a part.Powerful political fiction that it is, CITIES OF SALT has been banned in several Arab countries, including Saudi Arabia. This novel, the first volume in a trilogy, has been translated from the Arabic to the English by Peter Theroux.",627,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Classics', 'Historical', 'Politics', 'Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Classics', 'Historical', 'Politics', 'Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Classics', 'Historical', 'Politics', 'Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Classics', 'Historical', 'Politics', 'Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Classics', 'Historical', 'Politics']",26 follower,708 review,7,85 (1%),195 (4%),840 (18%),"1,574 (35%)","1,755 (39%)"
The Counterlife,Philip Roth,3.91,"5,127 rating","January 1, 1986","The Counterlife is about people enacting their dreams of renewal and escape, some of them going so far as to risk their lives to alter seemingly irreversible destinies. Wherever they may find themselves, the characters of The Counterlife are tempted unceasingly by the prospect of an alternative existence that can reverse their fate.Illuminating these lives in transition and guiding us through the book's evocative landscapes, familiar and foreign, is the mind of the novelist Nathan Zuckerman. His is the skeptical, enveloping intelligence that calculates the price that's paid in the struggle to change personal fortune and reshape history, whether in a dentist's office in suburban New Jersey, or in a tradition-bound English Village in Gloucestershire, or in a church in London's West End, or in a tiny desert settlement in Israel's occupied West Bank.",324,"['Fiction', 'Novels', 'American', 'Literature', 'Literary Fiction', 'Jewish', 'Religion']","6,690 follower",406 review,260,101 (1%),307 (5%),"1,173 (22%)","1,898 (37%)","1,648 (32%)"
Possessing the Secret of Joy,Alice Walker,4.09,"15,338 rating","January 1, 1992","Possessing the Secret of Joy is the story of Tashi, a tribal African woman who lives much of her adult life in North America. As a young woman, a misguided loyalty to the customs of her people led her to voluntarily submit to the tsunga's knife and be genitally mutilated (pharoanoically circumcised). Severely traumatized by this experience, she spends the rest of her life battling madness, trying desperately through psychotherapy - she is treated by disciples of both Freud and C.G. Jung, and even by Jung himself - to regain the ability to recognize her own reality and to feel. It is only with the help of the most unlikely ally she can imagine that she begins to study the mythological ""reasons"" invented by her ancient ancestors for what was done to her and to millions of other women and girls over thousands of years. As her understanding grows, so does her capacity to encounter her overwhelming grief. Underneath this grief is her glowing anger. Anger propels her to act. Action brings both feeling - life, the ability to exist with awareness in the moment - and death, of which she finds she has completely lost her fear.While not a sequel to The Color Purple or The Temple of My Familiar, Possessing the Secret of Joy follows the life of a barely-glimpsed character from those books. Combining fact and fiction, communing with the spirits of the living and the dead, Alice Walker in this novel strikes with graceful power at the heart of one of the most controversial issues of our time.",304,"['Fiction', 'Feminism', 'African American', 'Africa', 'Classics', 'Historical Fiction', 'Literature']","6,469 follower",734 review,267,179 (1%),555 (3%),"2,925 (19%)","5,745 (37%)","5,934 (38%)"
The Duke and I,Julia Quinn,3.81,"485,830 rating","January 5, 2000","Librarian note: See alternate cover editions here and here.The Duke and I is a romance set in the Regency era.In the ballrooms and drawing rooms of Regency London, rules abound. From their earliest days, children of aristocrats learn how to address an earl and curtsey before a prince—while other dictates of the ton are unspoken yet universally understood. A proper duke should be imperious and aloof. A young, marriageable lady should be amiable… but not too amiable.Daphne Bridgerton has always failed at the latter. The fourth of eight siblings in her close-knit family, she has formed friendships with the most eligible young men in London. Everyone likes Daphne for her kindness and wit. But no one truly desires her. She is simply too deuced honest for that, too unwilling to play the romantic games that captivate gentlemen.Amiability is not a characteristic shared by Simon Basset, Duke of Hastings. Recently returned to England from abroad, he intends to shun both marriage and society—just as his callous father shunned Simon throughout his painful childhood. Yet an encounter with his best friend’s sister offers another option. If Daphne agrees to a fake courtship, Simon can deter the mamas who parade their daughters before him. Daphne, meanwhile, will see her prospects and her reputation soar.The plan works like a charm—at first. But amid the glittering, gossipy, cut-throat world of London’s elite, there is only one certainty: love ignores every rule...",384,"['Romance', 'Historical Romance', 'Historical Fiction', 'Historical', 'Fiction', 'Audiobook', 'Adult']",38.2k follower,"36,283 review",141,"11,710 (2%)","34,297 (7%)","124,951 (25%)","176,752 (36%)","138,120 (28%)"
A Rage in Harlem,Chester Himes,3.89,"6,514 rating","January 1, 1957","A Rage in Harlem is a ripping introduction to Coffin Ed Johnson and Grave Digger Jones, patrolling New York City’s roughest streets in Chester Himes’s groundbreaking Harlem Detectives series.  For love of fine, wily Imabelle, hapless Jackson surrenders his life savings to a con man who knows the secret of turning ten-dollar bills into hundreds—and then he steals from his boss, only to lose the stolen money at a craps table. Luckily for him, he can turn to his savvy twin brother, Goldy, who earns a living—disguised as a Sister of Mercy—by selling tickets to Heaven in Harlem.  With Goldy on his side, Jackson is ready for payback.",151,"['Fiction', 'Mystery', 'Crime', 'Noir', 'Classics', 'African American', 'Mystery Thriller']",419 follower,607 review,147,82 (1%),315 (4%),"1,562 (23%)","2,805 (43%)","1,750 (26%)"
Birthday Letters,Ted Hughes,3.90,"9,897 rating","January 10, 1998","Formerly Poet Laureate to Queen Elizabeth II, the late Ted Hughes (1930-98) is recognized as one of the few contemporary poets whose work has mythic scope and power. And few episodes in postwar literature have the legendary stature of Hughes's romance with, and marriage to, the great American poet Sylvia Plath.The poems in Birthday Letters are addressed (with just two exceptions) to Plath, and were written over a period of more than twenty-five years, the first a few years after her suicide in 1963. Some are love letters, others haunted recollections and ruminations. In them, Hughes recalls his and Plath's time together, drawing on the powerful imagery of his work--animal, vegetable, mythological--as well as on Plath's famous verse.Countless books have discussed the subject of this intense relationship from a necessary distance, but this volume--at last--offers us Hughes's own account. Moreover, it's a truly remarkable collection of poems in its own right.",198,"['Poetry', 'Classics', 'Nonfiction', 'Biography', 'British Literature', 'Memoir', '20th Century']",665 follower,530 review,339,265 (2%),643 (6%),"2,211 (22%)","3,466 (35%)","3,312 (33%)"
Star Maker,Olaf Stapledon,3.91,"8,057 rating","January 1, 1937","One moment a man sits on a suburban hill, gazing curiously at the stars. The next, he is whirling through the firmament, and perhaps the most remarkable of all science fiction journeys has begun.Even Stapledon's other great work, LAST AND FIRST MEN, pales in ambition next to STAR MAKER, which presents nothing less than an entire imagined history of life in the universe, encompassing billions of years.",272,"['Science Fiction', 'Fiction', 'Philosophy', 'Classics', 'Speculative Fiction', 'Fantasy', 'Novels']",486 follower,763 review,81,232 (2%),647 (8%),"1,713 (21%)","2,467 (30%)","2,998 (37%)"
