title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Hear the Wind Sing,Haruki Murakami,3.57,"28,031 rating","July 1, 1979","Hear the Wind Sing is the first novel by Haruki Murakami; it first appeared in the June 1979 issue of Gunzo, one of the most influential literary magazines in Japan.There’s not a whole lot to say story wise. A young man drinks a lot of beer and has strange conversations with a mysterious young lady he just met. So, classic Murakami.",130,545,117k follower,"['Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Literature', 'Novels', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Literature', 'Novels', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Literature', 'Novels']","2,654 review","4,483 (15%)","10,261 (36%)","10,505 (37%)","2,397 (8%)",385 (1%)
Polar Bears Past Bedtime,Mary Pope Osborne,3.93,"10,216 rating","January 1, 1998","The Magic Tree House transportss Jack and Annie to the freezing Arctic. There, they must solve the final riddle to become master librarians. But it's not going to be easy--especially when they have cracking ice, a seal hunter, and a prodigious polar bear to deal with. Will they be able to solve the riddle before they get iced themselves?",71,895,"2,273 follower","['Childrens', 'Fantasy', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade', 'Childrens', 'Fantasy', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade', 'Childrens', 'Fantasy', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade']",375 review,"3,705 (36%)","2,996 (29%)","2,740 (26%)",605 (5%),170 (1%)
Climbing Mount Improbable,Richard Dawkins,4.11,"9,537 rating","January 1, 1996","In Climbing Mount Improbable, Richard Dawkins, author of The God Delusion, builds a powerful and carefully reasoned argument for evolutionary adaptation as the force behind all life on earth. What drives species to evolve? How can intricate structures such as the human eye, the spider's web or the wings of birds develop, seemingly by chance? Regarding evolution's most complex achievements as peaks on a metaphorical mountain, Climbing Mount Improbable reveals the ways in which the theory of natural selection can precisely explain the beautiful, bizarre and seemingly 'designed' complexity of living things.And through it all runs the thread of DNA, the molecule of life, responsible for its own destiny on an unending pilgrimage through time. Accompanied by evocative illustrations, Dawkins's eloquent descriptions of the living world's astonishing adaptations throw back the curtain on the mysteries of 'Mount Improbable'.An alternative cover edition for this ISBN can be found here.",308,161,20.1k follower,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Philosophy', 'Popular Science', 'Atheism']",210 review,"3,976 (41%)","3,346 (35%)","1,643 (17%)",390 (4%),182 (1%)
Selected Poems of Langston Hughes,Langston Hughes,4.31,"7,913 rating","January 1, 1959","This edition contains the poems Langston Hughes selected himself in 1959 and includes the drawings by E. McKnight Kauffer which first appeared in Hughes earlier work, ""Shakespeare in Harlem."" Later editions currently available do not contain the artwork.",297,552,"1,948 follower","['Poetry', 'Classics', 'African American', 'Race', 'Nonfiction', 'Literature', 'American']",437 review,"3,910 (49%)","2,782 (35%)","1,032 (13%)",151 (1%),38 (<1%)
Der Keller: Eine Entziehung,Thomas Bernhard,4.22,"1,099 rating","January 1, 1976","Eines Morgens beschließt der sechzehnjährige Gymnasiast auf dem Schulweg spontan, sich seinem bisherigen, verhaßten Leben zu entziehen und sich im Keller, einem Kolonialwarenladen, eine Lehrstelle zu verschaffen. Im Keller, am Rande der Salzburger Scherzhauserfeldsiedlung, dem heruntergekommenen, tristen Wohngetto der Besitzlosen, der Asozialen und Kriminellen, lernt Bernhard all die von der Gesellschaft Ausgestoßenen kennen, verstehen und ergreift Partei für diese verlorenen, verstörten Existenzen.",144,272,"2,045 follower","['Fiction', 'German Literature', 'Classics', 'Novels', 'Literature', '20th Century', 'Dark']",106 review,477 (43%),446 (40%),130 (11%),28 (2%),18 (1%)
A Prayer for Katerina Horovitzova,Arnošt Lustig,3.88,"1,799 rating","January 1, 1964","As their Nazi captors negotiate their exchange for American-held German officers, twenty Jewish businessmen plead for the life of a woman prisoner",244,72,72 follower,"['Czech Literature', 'Classics', 'School', 'Holocaust', 'Fiction', 'War', 'Historical Fiction']",89 review,529 (29%),693 (38%),444 (24%),104 (5%),29 (1%)
Raptor,Gary Jennings,4.10,"1,844 rating","June 1, 1992","AN ADVENTURER UNLIKE ANY OTHER--THE RAPTOR...HE BOLDLY EMBRACED THE PASSION AND VIOLENCE OF AN EMPIRE AS CORRUPT AS IT WAS MAGNIFICENTAn abandoned waif, the blond, gray-eyed Goth was called simply Thorn. From his unorthodox sexual awakening in a monastery and a convent to his exciting journey across Europe in search of his people, he would learn a warrior's skills and the cunning of a survivor. And amidst it all a stunning secret would mark him forever as an outsider who knew too deeply and too well all the hidden desires of men's ... and women's ... hearts. In the great cities of a dying empire, on the battlefields of Roman legions, and in the opulent palaces of potentates and kings, Thorn would witness human beings at their most brutal and their most noble. His incomparable adventures bring to electrifying life a vanished age never again matched for its doers of great deeds...and of chilling revenge. (Set in the fifth century A.D. and framed by Theodoric the Great's conquest of Rome.)",914,127,412 follower,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Intersex', 'Historical Romance', 'Medieval']",96 review,769 (41%),634 (34%),326 (17%),90 (4%),25 (1%)
Blood Brothers,Brian Lumley,4.16,"3,964 rating","January 1, 1992","The vampires have been vanquished! Harry Keogh and the armies of the dead have destroyed the evil that once plagued the world. Nathan and Nestor, secret twin sons of the Necroscope and a proud gypsy woman, were children when their father, his humanity poisoned by his fearsome struggles, sacrificed himself to save mankind.Yet there are vampires still, vampires crueler and stranger than any the Necroscope had faced. When these new, merciless killers swoop out of the sky, Nathan and Nestor are men--but they have few of Harry Keogh's miraculous powers.Torn from each other by battle, the sons of the Necroscope journey across the vampire world, exploring its mysteries, each seeking the powerful, terrible vampires, his missing brother...and the woman they both love!",565,444,"1,286 follower","['Horror', 'Vampires', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Science Fiction']",67 review,"1,772 (44%)","1,310 (33%)",689 (17%),148 (3%),45 (1%)
Tommo and Hawk,Bryce Courtenay,4.09,"7,311 rating","January 1, 1998","Brutally kidnapped and separated in childhood, Tommo and Hawk are reunited at the age of fifteen in Hobart. Together they escape their troubled pasts and set off on a journey into manhood. From whale hunting in the Pacific to the Maori wars of New Zealand, from the Rocks in Sydney to the miners' riots at the goldfields, Tommo and Hawk must learn each other's strengths and weaknesses in order to survive. Especially in their last, worst confrontation between good and evil. Brilliantly evoking a time of struggle and triumph in the young colonies, Bryce Courtenay has created an unforgettable tale of the enduring bond between two brothers.",688,72,"1,984 follower","['Historical Fiction', 'Fiction', 'Australia', 'Historical', 'Audiobook', 'Drama', 'Adventure']",291 review,"2,728 (37%)","2,920 (39%)","1,328 (18%)",264 (3%),71 (<1%)
Tonio Kröger,Thomas Mann,3.73,"6,940 rating","January 1, 1903","A title in the Bristol Classical Press German Texts series, in German with English notes, vocabulary and introduction. Thomas Mann (1875-1955), was awarded the Nobel Prize for literature in 1929, and ""Tonio Kroger"" occupies a central position in his spiritual and artistic development. A study of youth, it draws together many strands of his life and the duality of his parentage; his abhorrence of discipline; and the influence of Schopenhauer and Wagner on his early phase of writing.",128,"1,449","4,370 follower","['Classics', 'German Literature', 'Fiction', 'Germany', 'Short Stories', 'Literature', 'Novels', 'Classics', 'German Literature', 'Fiction', 'Germany', 'Short Stories', 'Literature', 'Novels', 'Classics', 'German Literature', 'Fiction', 'Germany', 'Short Stories', 'Literature', 'Novels']",380 review,"1,784 (25%)","2,429 (35%)","1,958 (28%)",613 (8%),156 (2%)
Freedom's Landing,Anne McCaffrey,3.98,"11,681 rating","January 1, 1995","Kristin Bjornsen lived a normal life, right up until the day the spaceships floated into view above Denver. As human slaves were herded into the maw of a massive vessel, Kristin realized her normal life was over and her fight for freedom was just beginning…The alien Catteni value strength and intelligence in their slaves—and Kristin has managed to survive her enslavement while hundreds of other humans have not. But her trial has just begun, for now she finds herself part of a massive experiment. The aliens have discovered a new world, and they have a simple way of finding out if it’s habitable: drop hundreds of slaves on the surface and see what happens.If they survive, colonization can begin. If not, there are always more slaves.",324,568,"7,225 follower","['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Aliens', 'Adventure']",393 review,"4,194 (35%)","3,980 (34%)","2,707 (23%)",639 (5%),161 (1%)
Certain Prey,John Sandford,4.25,"25,017 rating","May 10, 1999","Have you met Carmel Loan?She's beautiful, intelligent, ambitious - and used to getting what she wants. When she becomes infatuated with fellow barrister Hale Allen, she isn't going to let a little thing like his being married get in the way. So, through the contacts of an ex-client, she hires professional killer Clara Rinker to get rid of his wife. Smart and attractive, Rinker is the best hitwoman in the business - but things go wrong; by an amazing coincidence there's a witness. It's the shooting of the witness, a cop, that brings Deputy Chief Lucas Davenport into the case.Loan and Rinker must work together to clean up the loose ends - which includes getting Davenport off their backs by whatever means necessary.",384,210,"8,659 follower","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']",802 review,"10,951 (43%)","10,190 (40%)","3,333 (13%)",364 (1%),179 (<1%)
Justine,Lawrence Durrell,3.85,"9,063 rating","January 1, 1957","The time is the eve of the World War II. The place is Alexandria, an Egyptian city that once housed the world's greatest library and whose inhabitants are dedicated to knowledge. But for the obsessed characters in this mesmerizing novel, their pursuits lead only to bedrooms in which each seeks to know—and possess—the other. Since its publication in 1957, Justine has inspired an almost religious devotion among readers and critics alike.",253,226,807 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Egypt', 'Novels', 'Africa']","1,072 review","3,046 (33%)","3,037 (33%)","1,896 (20%)",771 (8%),313 (3%)
Crown Duel,Sherwood Smith,4.19,"25,189 rating","June 10, 2002","Battle on and off the field, with sword and fan, with might and manners...It begins in a cold and shabby tower room, where young Countess Meliara swears to her dying father that she and her brother will defend their people from the growing greed of the king. That promise leads them into a war for which they are ill prepared, a war that threatens the homes and lives of the very people they are trying to protect. But war is simple compared to what follows, when the bloody fighting is done and a fragile peace is at hand. Although she wants to turn her back on politics and the crown, Meliara is summoned to the royal palace. There, she soon discovers, friends and enemies look alike, and intrigue fills the dance halls and the drawing rooms. If she is to survive, Meliara must learn a whole new way of fighting--with wit and words and secret alliances. In war, at least, she knew whom she could trust. Now she can trust no one. The Firebird edition of Crown Duel combines the hardcover editions of Crown Duel and Court Duel-and features a never-before-published story by Sherwood Smith!",471,147,37.5k follower,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Adventure', 'Magic']","1,122 review","12,312 (48%)","7,293 (28%)","4,140 (16%)","1,014 (4%)",430 (1%)
"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,4.17,"30,936 rating","May 5, 1998","John D. Rockefeller, Sr.--history's first billionaire and the patriarch of America's most famous dynasty--is an icon whose true nature has eluded three generations of historians. Now Ron Chernow, the National Book Award-winning biographer of the Morgan and Warburg banking families, gives us a history of the mogul ""etched with uncommon objectivity and literary grace . . . as detailed, balanced, and psychologically insightful a portrait of the tycoon as we may ever have"" (Kirkus Reviews). Titan is the first full-length biography based on unrestricted access to Rockefeller's exceptionally rich trove of papers. A landmark publication full of startling revelations, the book will indelibly alter our image of this most enigmatic capitalist.        Born the son of a flamboyant, bigamous snake-oil salesman and a pious, straitlaced mother, Rockefeller rose from rustic origins to become the world's richest man by creating America's most powerful and feared monopoly, Standard Oil. Branded ""the Octopus"" by legions of muckrakers, the trust refined and marketed nearly 90 percent of the oil produced in America.        Rockefeller was likely the most controversial businessman in our nation's history. Critics charged that his empire was built on unscrupulous tactics: grand-scale collusion with the railroads, predatory pricing, industrial espionage, and wholesale bribery of political officials. The titan spent more than thirty years dodging investigations until Teddy Roosevelt and his trustbusters embarked on a marathon crusade to bring Standard Oil to bay.        While providing abundant new evidence of Rockefeller's misdeeds, Chernow discards the stereotype of the cold-blooded monster to sketch an unforgettably human portrait of a quirky, eccentric original. A devout Baptist and temperance advocate, Rockefeller gave money more generously--his chosen philanthropies included the Rockefeller Foundation, the University of Chicago, and what is today Rockefeller University--than anyone before him. Titan presents a finely nuanced portrait of a fascinating, complex man, synthesizing his public and private lives and disclosing numerous family scandals, tragedies, and misfortunes that have never before come to light.        John D. Rockefeller's story captures a pivotal moment in American history, documenting the dramatic post-Civil War shift from small business to the rise of giant corporations that irrevocably transformed the nation. With cameos by Joseph Pulitzer, William Randolph Hearst, Jay Gould, William Vanderbilt, Ida Tarbell, Andrew Carnegie, Carl Jung, J. Pierpont Morgan, William James, Henry Clay Frick, Mark Twain, and Will Rogers, Titan turns Rockefeller's life into a vivid tapestry of American society in the late nineteenth and early twentieth centuries. It is Ron Chernow's signal triumph that he narrates this monumental saga with all the sweep, drama, and insight that this giant subject deserves.From the Hardcover edition.",832,45,"5,291 follower","['Biography', 'History', 'Nonfiction', 'Business', 'American History', 'Biography Memoir', 'Audiobook']","1,675 review","14,219 (45%)","10,536 (34%)","4,195 (13%)","1,149 (3%)",837 (2%)
The Golem,Gustav Meyrink,3.84,"7,889 rating","January 1, 1915","First published in serial form as Der Golem in the periodical Die weissen Blätter in 1913–14, The Golem is a haunting Gothic tale of stolen identity and persecution, set in a strange underworld peopled by fantastical characters. The red-headed prostitute Rosina; the junk-dealer Aaron Wassertrum; puppeteers; street musicians; and a deaf-mute silhouette artist.Lurking in its inhabitants’ subconscious is the Golem, a creature of rabbinical myth. Supposedly a manifestation of all the suffering of the ghetto, it comes to life every 33 years in a room without a door. When the jeweller Athanasius Pernath, suffering from broken dreams and amnesia, sees the Golem, he realises to his terror that the ghostly man of clay shares his own face...The Golem, though rarely seen, is central to the novel as a representative of the ghetto's own spirit and consciousness, brought to life by the suffering and misery that its inhabitants have endured over the centuries. Perhaps the most memorable figure in the story is the city of Prague itself, recognisable through its landmarks such as the Street of the Alchemists and the Castle.",264,291,294 follower,"['Horror', 'Fiction', 'Classics', 'Fantasy', 'Gothic', 'German Literature', 'Literature', 'Horror', 'Fiction', 'Classics', 'Fantasy', 'Gothic', 'German Literature', 'Literature', 'Horror', 'Fiction', 'Classics', 'Fantasy', 'Gothic', 'German Literature', 'Literature', 'Horror', 'Fiction', 'Classics', 'Fantasy', 'Gothic', 'German Literature', 'Literature', 'Horror', 'Fiction', 'Classics', 'Fantasy', 'Gothic', 'German Literature', 'Literature']",658 review,"2,331 (29%)","2,900 (36%)","1,886 (23%)",612 (7%),160 (2%)
The Return of Philip Latinowicz,Miroslav Krleža,3.51,"2,839 rating","January 1, 1932","Philip Latinowics is a successful but disillusioned painter who returns to his hometown on Croatia's Danubian plain after an absence of twenty-three years. He hopes that revisiting his cultural roots will inspire him to create the perfect work of art and thereby restore his faith in both art and life. Haunted by his troubled childhood, however, he falls in with shady characters and discovers the emotional, intellectual, and imaginative poverty of his background.",232,220,195 follower,"['Classics', 'Fiction', 'School', 'Literature', 'Novels', 'Literary Fiction', 'Read For School', 'Classics', 'Fiction', 'School', 'Literature', 'Novels', 'Literary Fiction', 'Read For School', 'Classics', 'Fiction', 'School', 'Literature', 'Novels', 'Literary Fiction', 'Read For School', 'Classics', 'Fiction', 'School', 'Literature', 'Novels', 'Literary Fiction', 'Read For School', 'Classics', 'Fiction', 'School', 'Literature', 'Novels', 'Literary Fiction', 'Read For School']",105 review,728 (25%),804 (28%),707 (24%),382 (13%),218 (7%)
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.09,"97,413 rating","February 1, 1999","Brian Greene, one of the world's leading string theorists, peels away the layers of mystery surrounding string theory to reveal a universe that consists of eleven dimensions, where the fabric of space tears and repairs itself, and all matter, from the smallest quarks to the most gargantuan supernovas, is generated by the vibrations of microscopically tiny loops of energy.Today, physicists and mathematicians throughout the world are feverishly working on one of the most ambitious theories ever proposed: superstring theory. String theory, as it is often called, is the key to the Unified Field Theory that eluded Einstein for more than thirty years. Finally, the century-old antagonism between the large and the small--General Relativity and Quantum Theory--is resolved. String theory proclaims that all of the wondrous happenings in the universe, from the frantic dancing of subatomic quarks to the majestic swirling of heavenly galaxies, are reflections of one grand physical principle and manifestations of one single entity: microscopically tiny vibrating loops of energy, a billionth of a billionth the size of an atom. In this brilliantly articulated and refreshingly clear book, Greene relates the scientific story and the human struggle behind twentieth-century physics' search for a theory of everything.Through the masterful use of metaphor and analogy, The Elegant Universe makes some of the most sophisticated concepts ever contemplated viscerally accessible and thoroughly entertaining, bringing us closer than ever to understanding how the universe works.",464,45,"3,657 follower","['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Philosophy']","2,279 review","39,219 (40%)","36,052 (37%)","16,149 (16%)","3,750 (3%)","2,243 (2%)"
