title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
One of our Submarines,Edward   Young,4.33,574 rating,"January 1, 1952","In the very highest rank of books about the last war. Submarines are thrilling beasts, and Edward Young tells of four years’ adventures in them in a good stout book with excitement on every page. He writes beautifully, economically and with humour, and in the actions he commands he manages to put the reader at the voice-pipe and the periscope so that sometimes the tension is so great that one has to put the book down’. The Sunday Times.",324,4,4 book,"['History', 'Nonfiction', 'World War II', 'War', 'Military Fiction', 'Military History', 'Memoir']",20 review,289 (50%),208 (36%),61 (10%),11 (1%),5 (<1%)
The High House,James Stoddard,4.06,618 rating,"December 1, 1998","Evenmere, the High House, a Victorian mansion of infinite size, is the mechanism that runs the universe; the lamps must be lit or the stars fail; the clocks must be wound lest Time cease; the Balance between Order and Chaos must be preserved of Existence crumbles. When Carter Anderson finds himself Steward of Evenmere, he must learn, before it is too late, the strange rules of the house; he must travel its winding corridors and secret passages to the myriad countries lying within its walls. He has little time to act; the Anarchists are seizing control of the house; the Gnawlings are massing; the Black River is rising; the Eternity Clock is running down. His actions will determine the fate of Reality. But his enemies are strong, and the Room of Horrors is never far from him.  Winner of the Compton Crook/Stephen Tall award, nominated as Best Fantasy of the Year by the International Association for the Fantastic in the Arts, and a finalist for the Mythopoeic (Aslan) Award.",321,22,109 follower,"['Fantasy', 'Fiction', 'Horror', 'High Fantasy', 'Magical Realism', 'Speculative Fiction', 'Science Fiction']",92 review,247 (39%),219 (35%),106 (17%),36 (5%),10 (1%)
Everything You Always Wanted to Know About Sex: But Were Afraid to Ask,David Reuben,3.27,537 rating,"January 1, 1969","In a thirtieth anniversary edition of the classic guide to human sexuality, a psychiatrist candidly discusses sexual mores, problems, and taboos in light of the latest research findings and contemporary health and social issues. 100,000 first printing.",384,25,11 follower,"['Nonfiction', 'Sexuality', 'Psychology', 'Self Help', 'Science', 'Health', 'Reference']",63 review,99 (18%),129 (24%),185 (34%),66 (12%),58 (10%)
SCUM Manifesto,Valerie Solanas,3.74,"9,355 rating","January 1, 1967","SCUM Manifesto was considered one of the most outrageous, violent and certifiably crazy tracts when it first appeared in 1968. Valerie Solanas, the woman who shot Andy Warhol, self-published this work just before her rampage against the king of Pop Art made her a household name and resulted in her confinement to a mental institution. But the Manifesto, for all its vitriol, is impossible to dismiss as just the rantings of a lesbian lunatic. In fact, the work has indisputable prescience, not only as a radical feminist analysis light-years ahead of its timepredicting artificial insemination, ATMs, a feminist uprising against under-representation in the artsbut also as a stunning testament to the rage of an abused and destitute woman.The focus of this edition is not on the nostalgic appeal of the work, but on Avital Ronell’s incisive introduction, “Deviant The Aims of Valerie Solanas.” Here is a reconsideration of Solanas’s infamous text in light of her social milieu, Derrida’s “The Ends of Man” (written in the same year), Judith Butler’s Excitable Speech , Nietzsche’s Ubermensch and notorious feminist icons from Medusa, Medea and Antigone, to Lizzie Borden, Lorenna Bobbit and Aileen Wournos, illuminating the evocative exuberance of Solanas’s dark tract.",96,6,161 follower,"['Feminism', 'Nonfiction', 'Politics', 'Philosophy', 'Essays', 'Gender', 'Classics', 'Feminism', 'Nonfiction', 'Politics', 'Philosophy', 'Essays', 'Gender', 'Classics', 'Feminism', 'Nonfiction', 'Politics', 'Philosophy', 'Essays', 'Gender', 'Classics']","1,451 review","2,912 (31%)","2,866 (30%)","2,253 (24%)",843 (9%),481 (5%)
The Convenient Marriage,Georgette Heyer,3.70,"15,934 rating","January 1, 1934","A dashing hero, with an equally dashing rival, and a swordfight that will take readers' breath away.Horatia Winwood is a plain girl with a stutter. When she rescues her sister from an undesired marriage to the Earl of Rule by proposing to him herself, he is thoroughly impressed by her spirit and enjoys watching her take the ton by storm. When Rule's archenemy, Sir Robert, tries to kiss Horatia, she spurns his advances, and in the ensuing scuffle loses an heirloom brooch. Horatia's brother's hare-brained scheme to recover the brooch fails, and then the Earl himself must step in, challenging Sir Robert in a swordfight that is Heyer at her most stirring.",320,242,"4,893 follower","['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Regency', 'Fiction', 'Classics']","1,775 review","3,952 (24%)","5,410 (33%)","4,744 (29%)","1,429 (8%)",399 (2%)
Nightmare Alley,William Lindsay Gresham,3.84,"6,264 rating","January 1, 1946","Nightmare Alley begins with an extraordinary description of a carnival-show geek—alcoholic and abject and the object of the voyeuristic crowd’s gleeful disgust and derision—going about his work at a county fair. Young Stan Carlisle is working as a carny, and he wonders how a man could fall so low. There’s no way in hell, he vows, that anything like that will ever happen to him.And since Stan is clever and ambitious and not without a useful streak of ruthlessness, soon enough he’s going places. Onstage he plays the mentalist with a cute assistant (before long his harried wife), then he graduates to full-blown spiritualist, catering to the needs of the rich and gullible in their well-upholstered homes. It looks like the world is Stan’s for the taking. At least for now.",275,33,89 follower,"['Fiction', 'Noir', 'Mystery', 'Classics', 'Horror', 'Crime', 'Novels', 'Fiction', 'Noir', 'Mystery', 'Classics', 'Horror', 'Crime', 'Novels', 'Fiction', 'Noir', 'Mystery', 'Classics', 'Horror', 'Crime', 'Novels']",930 review,"1,701 (27%)","2,498 (39%)","1,522 (24%)",439 (7%),104 (1%)
Love's Abiding Joy,Janette Oke,4.21,"11,429 rating","January 1, 1983","Book 4 of Love Comes Softly. Reuniting with their daughter's family, grandparents Clark and Marty's hope and faith are tested by a tragedy. Another Janette Oke bestseller!","PaperbackFirst published January 1, 1983",296,"3,023 follower","['Christian Fiction', 'Historical Fiction', 'Christian', 'Romance', 'Fiction', 'Historical', 'Christian Romance']",231 review,"5,389 (47%)","3,609 (31%)","1,947 (17%)",355 (3%),129 (1%)
التاريخ العاصف لعلم وراثة الإنسان,Daniel J. Kevles,3.79,163 rating,"January 1, 1985",كتاب مثير للتفكير ملئ بالشخصيات والافكار يمثل رحلة فى تاريخ علم اليوجينيا (التحسين الوراثى للانسان) منذ نشأته فى اواخر القرن الماضى على يد جالتون وحتى عصرنا هذا عصر الهندسة الوراثيةويمزج الكتاب بين هذا العلم والتاريخ الاجتماعى والثقافى والسياسى فهو يسير التفاعل بين التأكيدات الاجتماعية التى يقول بها اليوجينيون من ناحية وبين منجزات العلوم ذات العلاقة (علم الوراثة مثلا) من ناحية اخرى,384,18,10 follower,"['History', 'Science', 'Nonfiction', 'Eugenics', 'Biology', 'Genetics', 'Sociology', 'History', 'Science', 'Nonfiction', 'Eugenics', 'Biology', 'Genetics', 'Sociology', 'History', 'Science', 'Nonfiction', 'Eugenics', 'Biology', 'Genetics', 'Sociology']",14 review,48 (29%),51 (31%),50 (30%),9 (5%),5 (3%)
Good Times/Bad Times,James Kirkwood Jr.,4.22,549 rating,"January 1, 1968","This coming-of-age novel by young author James Kirkwood tells the tragic and charming story of Peter Kilburn: a young man facing accusations of murdering the headmaster of his New England prep school—the same man with a sexual fixation on Peter.When his lawyer is caught in another case and asks Peter Kilburn to write down his experiences at Gilford Academy and his interactions with the now-dead headmaster, Mr. Hoyt, Peter begins to pen the letter that makes up the pages of Good Times/Bad Times. From Peter’s elaborate involvement on campus and meeting the closest friend he’s ever had to the unwelcome sexual advances he received from Mr. Hoyt, this letter tells of the ups and downs of Peter’s time at school. As the good times give way to bad and a series of compelling incidents steadily heighten the tension of his time as a student at Gilford Academy, readers fall under the spell of the magnificent storyteller Peter exposes himself to be. Good Times/Bad Times pulses with warmth and laughter of the young and still honest, complete with strong and memorable characters.",288,15,40 follower,"['Fiction', 'Coming Of Age', 'Boarding School', 'Gay', 'LGBT', 'Gay Fiction', 'Young Adult']",67 review,264 (48%),178 (32%),78 (14%),23 (4%),6 (1%)
The Invasion,K.A. Applegate,3.88,"17,671 rating","June 1, 1996","Sometimes weird things happen to people. Ask Jake. He may tell you about the night he and his friends saw the strange light in the sky. He may even tell you about what happened when they realized the ""light"" was only a plane -- from another planet. Here's where Jake's story gets a little weird. It's where they're told that the human race is under attack -- and given the chance to fight back.Now Jake, Rachel, Cassie, Tobias, and Marco have the power to morph into any animal they choose. And they must use that power to outsmart an evil that is greater than anything the world has ever seen...",184,254,361 follower,"['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Middle Grade', 'Childrens', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Middle Grade', 'Childrens', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Middle Grade', 'Childrens', 'Aliens']","1,501 review","5,761 (32%)","5,882 (33%)","4,557 (25%)","1,023 (5%)",448 (2%)
"Life of Andrew Jackson, The",Robert V. Remini,4.04,"3,716 rating","August 24, 1988","The classic one-volume biography of Andrew JacksonRobert V. Remini's prizewinning, three-volume biography, The Life of Andrew Jackson, won the National Book Award upon its completion in 1984. Now, Remini captures the essence of the life and career of the seventh president of the United States in the meticulously crafted single-volume abridgement.",448,48,55 follower,"['Biography', 'History', 'Presidents', 'American History', 'Nonfiction', 'Us Presidents', 'Politics']",144 review,"1,435 (38%)","1,310 (35%)",725 (19%),186 (5%),60 (1%)
Lady Be Good,Susan Elizabeth Phillips,3.99,"17,846 rating","February 1, 1999","A British LadyLady Emma Wells-Finch, the oh-so-proper headmistressof England's St. Gertrude's School for Girls, is a woman on a mission—she has two weeks to lose her reputation. Arriving in Texas with skirts flying, umbrella pointing, and beautiful mouth issuing orders, she knows only one thing will save her from losing everything she holds dear: complete and utter disgrace!A Texas RascalWorld-famous playboy-athlete Kenny Traveler has kickedup his boot heels one too many times, and now he's suspended from the sport he loves. Only one thing will restore his career:complete and utter respectability! Unfortunately, he's been blackmailed into chauffeuring bossy, single-minded Lady Emma, and she's hell-bent on visiting honkytonks,chasing down tattoo parlors, and worse.. lots worse.Love, All-American StyleWhen a gorgeous man who can't afford another scandal meets a hardheaded woman who's determined to cause one, anything can happen. But love? Oh, dear. That's impossible.That's outrageous. That's... inevitable!",384,51,15k follower,"['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Sports', 'Fiction', 'Sports Romance']",750 review,"6,120 (34%)","6,682 (37%)","4,022 (22%)",826 (4%),196 (1%)
An Infamous Army,Georgette Heyer,3.70,"4,601 rating","January 1, 1937","In 1815, beneath the aegis of the Army of Occupation, Brussels is the gayest town in Europe. And the widow Lady Barbara Childe, renowned for being as outrageous as she is beautiful, is at the centre of all that is fashionable and light-hearted. When she meets Charles Audley, dashing aide-de-camp to the great Duke of Wellington himself, her joie de vivre knows no bounds – until the eve of the fateful Battle of Waterloo ...",431,242,"4,893 follower","['Historical Fiction', 'Romance', 'Historical Romance', 'Regency', 'Historical', 'Fiction', 'Regency Romance']",433 review,"1,249 (27%)","1,449 (31%)","1,303 (28%)",470 (10%),130 (2%)
Grand Opening,Jon Hassler,3.96,853 rating,"January 1, 1987","Twelve-year old Brendan tells the story, set in 1944-45, that begins with his parents' decision to buy a run-down grocery store in a tiny Minnesota town. What they discover about small town idealism, bigotry, and good old American values will change them and the town forever....",336,36,104 follower,"['Fiction', 'Novels', 'Contemporary', 'School', 'Historical Fiction', 'Literary Fiction']",74 review,233 (27%),395 (46%),185 (21%),35 (4%),5 (<1%)
The Courts of Chaos,Roger Zelazny,4.18,"23,084 rating","January 1, 1978","Amber, the one real world of which all others – including our own Earth – are but Shadows...For untold millennia, the cosmic Pattern sustained order in Amber and all the known worlds. But now the forces of Chaos have succeeded in disrupting the Pattern, unleashing destructive forces beyond measure... forces meant to reshape the universe.To save Amber, Corwin, prince of the blood, champion of the perfect realm, must undertake the most perilous journey of his life. A journey that will take him through all the terrors of Shadows to the enemy's last stonghold. A journey beyond the very edge of existence... to the Courts of Chaos.",189,758,"3,582 follower","['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Audiobook', 'Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Audiobook', 'Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Audiobook']",476 review,"10,001 (43%)","8,199 (35%)","4,098 (17%)",652 (2%),134 (<1%)
The Gift,Vladimir Nabokov,3.99,"4,274 rating","January 1, 1937","The Gift is the last of the novels Nabokov wrote in his native Russian and the crowning achievement of that period in his literary career.  It is also his ode to Russian literature, evoking the works of Pushkin, Gogol, and others in the course of its narrative:  the story of Fyodor Godunov-Cherdyntsev, an impoverished émigré poet living in Berlin, who dreams of the book he will someday write--a book very much like The Gift itself.",403,751,13.3k follower,"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Novels', '20th Century', 'Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Novels', '20th Century', 'Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Novels', '20th Century']",303 review,"1,570 (36%)","1,498 (35%)",876 (20%),244 (5%),86 (2%)
Beach House,R.L. Stine,3.72,"3,573 rating","August 1, 1992","Swim.Sunbathe.Die.The sun is hot. The water's cold. And the kids are cool. Too cool to live. Because a killer is stalking them, one by one. A killer who never leaves a clue. Who disappears as completely as a footprint in the sand.A killer who has found a very special place in the sunfor some very special sun...",210,"1,674",16.7k follower,"['Horror', 'Young Adult', 'Fiction', 'Thriller', 'Childrens', 'Mystery', 'Teen']",224 review,972 (27%),"1,049 (29%)","1,181 (33%)",305 (8%),66 (1%)
Wild Seed,Octavia E. Butler,4.21,"33,995 rating","January 1, 1980","Doro is an entity who changes bodies like clothes, killing his hosts by reflex--or design. He fears no one--until he meets Anyanwu. Anyanwu has also died many times. She can absorb bullets and make medicine with a kiss, give birth to tribes, nurture and heal, and savage anyone who threatens those she loves. She fears no one--until she meets Doro. From African jungles to the colonies of America, Doro and Anyanwu weave together a pattern of destiny that not even immortals can imagine.",279,95,17.4k follower,"['Fantasy', 'Science Fiction', 'Fiction', 'Historical Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Audiobook']","3,064 review","15,171 (44%)","12,576 (36%)","4,700 (13%)","1,146 (3%)",402 (1%)
The Country Under My Skin: A Memoir of Love and War,Gioconda Belli,4.22,"2,953 rating","January 1, 2001","""A passionate, lyrical, tough-minded account of an extraordinary life in art, revolution, and love. It's a book to relish, to read and re-read. Unforgettable."" --Salmon RushdieAn electrifying memoir from the acclaimed Nicaraguan writer (“A wonderfully free and original talent”—Harold Pinter) and central figure in the Sandinista Revolution.Until her early twenties, Gioconda Belli inhabited an upper-class cocoon: sheltered from the poverty in Managua in a world of country clubs and debutante balls; educated abroad; early marriage and motherhood. But in 1970, everything changed. Her growing dissatisfaction with domestic life, and a blossoming awareness of the social inequities in Nicaragua, led her to join the Sandinistas, then a burgeoning but still hidden organization. She would be involved with them over the next twenty years at the highest, and often most dangerous, levels.Her memoir is both a revelatory insider’s account of the Revolution and a vivid, intensely felt story about coming of age under extraordinary circumstances. Belli writes with both striking lyricism and candor about her personal and political lives: about her family, her children, the men in her life; about her poetry; about the dichotomies between her birth-right and the life she chose for herself; about the failures and triumphs of the Revolution; about her current life, divided between California (with her American husband and their children) and Nicaragua; and about her sustained and sustaining passion for her country and its people.",380,79,700 follower,"['Nonfiction', 'Memoir', 'History', 'Biography', 'Biography Memoir', 'Politics', 'Spanish Literature']",288 review,"1,373 (46%)","1,030 (34%)",419 (14%),94 (3%),37 (1%)
Sonata Pathetique,Mykola Kulish,3.91,94 rating,"January 1, 1929", English (translation),110,20,7 follower,"['Ukrainian Literature', 'Plays', 'Historical Fiction', 'Drama', 'Ukrainian Literature', 'Plays', 'Historical Fiction', 'Drama', 'Ukrainian Literature', 'Plays', 'Historical Fiction', 'Drama']",5 review,26 (27%),41 (43%),20 (21%),7 (7%),0 (0%)
Being Green,Joe Raposo,4.33,9 rating,"January 1, 1973","Etienne Delessert creates his picture book version of Being Green, Kermit the Frog's anthem about fitting in, written by Joe Raposo.",24,34,8 follower,[],4 review,4 (44%),4 (44%),1 (11%),0 (0%),0 (0%)
A Perfect Pony,Lois K. Szymanski,3.74,38 rating,"August 1, 1996","A PERFECT PONYIt's the most exciting day of Niki's life She's saved up enough money to buy her very own pony and today is the day of the pony auction. She could take home a magnificent pinto or a proud Thoroughbred, but she sets her heart on a beautiful white mare instead.When a little black horse with big sad eyes distracts Niki from the mare of her dreams, will she miss the chance to own the perfect pony?",96,28,8 follower,"['Animals', 'Horses']",8 review,13 (34%),8 (21%),11 (28%),6 (15%),0 (0%)
The Skin Chairs,Barbara Comyns,4.24,216 rating,"January 1, 1962","""Could I see the chairs, please?"" ...""Chairs, chairs. What does the child mean?"" ...""Oh, she means the chairs in your hall, the ones your husband had covered with skin. I'm afraid she is a morbid little thing."" She giggled and bounced about on her rickety chair.Her father dies and the ten-year-old Frances, her mother and assorted siblings are taken under the wing of their horsey relations, led by bullying Aunt Lawrence. Their new home is small and they can't afford a maid. Mother occasionally dabs at the furniture with a duster and sister Polly rules the kitchen. Living in patronised poverty isn't much fun but Frances makes friends with Mrs Alexander who has a collection of monkeys and a yellow motor car, and the young widow, Vanda, who is friendly if the Major isn't due to call. But times do change and one day Aunt Lawrence gets her come-uppance and Frances goes to live in the house with 'the skin chairs'.First published in 1962, this quirky novel describing the adult world with a young girl's eye, resounds with Barbara Comyn's original voice.",200,13,237 follower,"['Fiction', 'Classics', 'British Literature', '20th Century', 'Novels', 'Literature', 'Fiction', 'Classics', 'British Literature', '20th Century', 'Novels', 'Literature', 'Fiction', 'Classics', 'British Literature', '20th Century', 'Novels', 'Literature']",36 review,98 (45%),79 (36%),33 (15%),5 (2%),1 (<1%)
The Unreality of Time,J.M.E. McTaggart,3.52,94 rating,"January 1, 1908",McTaggart argues against the existence of time in this essay. He explains in great detail his theory as to how time could not possibly exist.,18,21,11 follower,"['Philosophy', 'Essays', 'Nonfiction', 'Metaphysics']",11 review,23 (24%),24 (25%),31 (32%),11 (11%),5 (5%)
"The Spanish Civil War: Reaction, Revolution, and Revenge",Paul Preston,3.98,"1,185 rating","January 1, 1978","Paul Preston is the world's foremost historian of Spain. This surging history recounts the struggles of the 1936 war in which more than 3,000 Americans took up arms. Tracking the emergence of Francisco Franco's brutal (and, ultimately, extraordinarily durable) fascist dictatorship, Preston assesses the ways in which the Spanish Civil War presaged the Second World War that ensued so rapidly after it.The attempted social revolution in Spain awakened progressive hopes during the Depression, but the conflict quickly escalated into a new and horrifying form of warfare. As Preston shows, the unprecedented levels of brutality were burned into the American consciousness as never before by the revolutionary war reporting of Ernest Hemingway, John Dos Passos, Herbert Matthews, Vincent Sheean, Louis Fischer, and many others. Completely revised, including previously unseen material on Franco's treatment of women in wartime prisons, The Spanish Civil War is a classic work on this pivotal epoch in the twentieth century.",432,139,213 follower,"['History', 'Spain', 'Nonfiction', 'Spanish Civil War', 'Politics', 'War', 'European History']",98 review,354 (29%),542 (45%),221 (18%),52 (4%),16 (1%)
