title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
A Pocket Full of Rye,Agatha Christie,3.92,"44,575 rating","November 9, 1953","A handful of grain is found in the pocket of a murdered businessman!Let us explain. Rex Fortescue, king of a financial empire, was sipping tea in his 'counting house' office when he suffered a sudden and agonising death. On later inspection, the pockets of the deceased were found to contain rye grain. What is that all about? It was a second incident, this time in the parlour at his home, which confirmed Jane Marple's suspicion that here she was looking at a case of crime by rhyme!Librarian's note: this entry is for the novel, ""A Pocket Full of Rye."" Collections and other Miss Marple stories are located elsewhere on Goodreads. The series includes 12 novels and 20 short stories. Entries for the short stories can be found by searching Goodreads for: ""a Miss Marple Short Story.""",220,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'British Literature']",64.5k follower,"2,634 review","4,153",207 (<1%),"1,407 (3%)","11,905 (26%)","19,329 (43%)","11,727 (26%)"
Beau Geste,P.C. Wren,4.02,"3,498 rating","January 1, 1924","French Legionnaires find one of their fortresses manned by dead men. Who could have done it? A flashback unravels the mystery of the three English Geste brothers. A classic, rip-roaring tale of adventure.",367,"['Fiction', 'Classics', 'Adventure', 'Historical Fiction', 'Mystery', 'War', 'Africa']",43 follower,233 review,121,37 (1%),135 (3%),809 (23%),"1,264 (36%)","1,253 (35%)"
Catering to Nobody,Diane Mott Davidson,3.83,"21,511 rating","January 1, 1990","MEET THE CATERER WHO WHIPPED UP THE MULTIMILLION-COPY MYSTERY SERIES–AS GOLDY SOLVES HER FIRST MURDER!Diane Mott Davidson’s winning recipe of first-class suspense and five-star fare has won her and caterer Goldy critical raves and a regular place on major bestseller lists across the country. In Goldy’s tantalizing debut, she serves up a savory dish of secrets, suspicions, and murder....Catering a wake is not Goldy’s idea of fun. Yet the Colorado caterer throws herself into preparing a savory feast including Poached Salmon and Strawberry Shortcake Buffet designed to soothe forty mourners. And her culinary efforts seem to be exactly what the doctor ordered...until her ex-father-in-law gynecologist Fritz Korman is struck down and Goldy is accused of adding poison to the menu. Now, with the Department of Health impounding her leftovers, her ex-husband proclaiming her guilt, and her business about to be shut down, Goldy knows she can’t wait for the police to serve up the answers. She’ll soon uncover more than one family skeleton and a veritable stew of unpalatable secrets–the kind that could make Goldy the main course in an unsavory killer’s next murder! ",301,"['Mystery', 'Cozy Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Food', 'Culinary']","2,213 follower","1,054 review",80,497 (2%),"1,176 (5%)","5,867 (27%)","7,845 (36%)","6,126 (28%)"
Death in the Afternoon,Ernest Hemingway,3.68,"8,903 rating","January 1, 1932","Still considered one of the best books ever written about bullfighting, Death in the Afternoon is an impassioned look at the sport by one of its true aficionados. It reflects Hemingway's conviction that bullfighting was more than mere sport and reveals a rich source of inspiration for his art. The unrivaled drama of bullfighting, with its rigorous combination of athleticism and artistry, and its requisite display of grace under pressure, ignited Hemingway's imagination. Here he describes and explains the technical aspects of this dangerous ritual and ""the emotional and spiritual intensity and pure classic beauty that can be produced by a man, an animal, and a piece of scarlet serge draped on a stick."" Seen through his eyes, bullfighting becomes a richly choreographed ballet, with performers who range from awkward amateurs to masters of great elegance and cunning.A fascinating look at the history and grandeur of bullfighting, Death in the Afternoon is also a deeper contemplation of the nature of cowardice and bravery, sport and tragedy, and is enlivened throughout by Hemingway's sharp commentary on life and literature.",496,"['Classics', 'Nonfiction', 'Spain', 'Literature', 'Travel', 'American', 'Sports']",28.9k follower,561 review,"1,698",210 (2%),747 (8%),"2,706 (30%)","3,240 (36%)","2,000 (22%)"
English Grammar in Use With Answers: Reference and Practice for Intermediate Students,Raymond Murphy,4.31,"1,914 rating","January 1, 1985","A self-study reference and practice book for intermediate and more advanced learners of English. Covering all areas of language which students at this level find difficult, this substantially revised and updated book retains the clarity, simplicity and accessibility of the first edition, adding to it new and redesigned units and appendices, modified right-hand page exercises and additional exercises. • Easy to use: 136 two-page units combine clear, accurate language presentation on left-hand pages with thorough, varied practice on facing pages. • New additional exercises offer further practice of grammar points from different groups of units. • Designed for self-study: learners choose and study problematic areas with the help of a new study guide. • Key section contains answers to all exercises and the study guide. • Appendices deal with irregular verbs, tense formation, modals, spelling, short forms and American English.",350,"['Nonfiction', 'Reference', 'Language', 'Linguistics', 'Writing', 'Education', 'Textbooks']",140 follower,122 review,130,81 (4%),55 (2%),181 (9%),467 (24%),"1,130 (59%)"
Plain Truth,Jodi Picoult,3.99,"182,707 rating","May 1, 2000","The small town of Paradise, Pennsylvania, is a jewel in Lancaster County - known for its picture-postcard landscapes and bucolic lifestyle. But that peace is shattered by the discovery of a dead infant in the barn of an Amish farmer. A police investigation quickly leads to two startling disclosures: the newborn's mother is an unmarried Amish woman, eighteen-year-old Katie Fisher. And the infant did not die of natural causes. Although Katie denies the medical proof that she gave birth to the child, circumstantial evidence leads to her arrest for the murder of her baby. One hundred miles away, Philadelphia defense attorney Ellie Hathaway has achieved an enviable, high-profile career. But her latest court victory has set the sands shifting beneath her. Single at thirty-nine and unsatisfied with her relationship, Ellie doesn't look back when she turns down her chance to make partner and takes off for an open-ended stay at her great-aunt's home in Paradise. Fate brings her to Katie Fisher. Suddenly, Ellie sees the chance to defend a client who truly needs her, not just one who can afford her. But taking on this case challenges Ellie in more ways than one. She finds herself not only in a clash of wills with a client who does not want to be defended but also in a clash of cultures with a people whose channels of justice are markedly different from her own. Immersing herself in Katie Fisher's life -- and in a world founded on faith, humility, duty, and honesty -- Ellie begins to understand the pressures and sacrifices of those who to live plain. As she peels away the layers of fact and fantasy, Ellie calls on an old friend for guidance. Now, just as this man from Ellie's past reenters her life, she must uncover the truth about a complex case, a tragic loss, the bonds of love -- and her own deepest fears and desires.",416,"['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Amish', 'Adult Fiction', 'Drama']",80.1k follower,"8,046 review",107,"1,749 (<1%)","7,051 (3%)","40,343 (22%)","75,285 (41%)","58,279 (31%)"
First Test,Tamora Pierce,4.24,"60,565 rating","June 7, 1999","In the medieval and fantastic realm of Tortall, Keladry of Mindelan is the first girl to take advantage of the decree that permits females to train for knighthood. Up against the traditional hazing of pages and a grueling schedule, Kel faces only one real roadblock: Lord Wyldon, the training master of pages and squires. He is absolutely against girls becoming knights. So while he is forced to train her, Wyldon puts her on probation for one year. It is a trial period that no male page has ever had to endure and one that separates the good natured Kel even more from her fellow trainees during the tough first year. But Kel Is not a girl to underestimate, as everyone is about to find out...",240,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Adventure', 'Middle Grade']",84k follower,"1,755 review",141,698 (1%),"1,648 (2%)","9,012 (14%)","20,067 (33%)","29,140 (48%)"
The Acid House,Irvine Welsh,3.74,"16,581 rating","January 1, 1994","
Description from the inside sleeve:
This scintillating, disturbing, and altogether outrageous collection of stories introduces to these shores a young writer already being called ""the Scottish Celine of the 1990s"" (Guardian) and ""a mad postmodern Roald Dahl"" (Weekend Scotsman). Using a range of approaches from bitter realism to demented fantasy, Irvine Welsh is able to evoke the essential humanity, well hidden as it is, of his generally depraved, lazy, manipulative, and vicious characters. He specializes particularly in cosmic reversals--God turns a hapless footballer into a fly; an acid head and a newborn infant exchange consciousnesses with sardonically unexpected results--always displaying a corrosive wit and a telling accuracy of language and detail. Irvine Welsh is one hilariously dangerous writer and he is bound to create a sensation.
Includes the following stories:
""The Shooter""""Eurotrash""""Stoke Newington Blues""""Vat '96""""A Soft Touch""""The Last Resort on the Adriatic""""Sexual Disaster Quartet""""Snuff""""A Blockage in the System""""Wayne Foster""""Where the Debris Meets the Sea""""Granny's Old Junk""""The House of John Deaf""""Across the Hall""""Lisa's Mum Meets the Queen Mum""""The Two Philosophers""""Disnae Matter""""The Granton Star Cause""""Snowman Building Parts for Rico the Squirrel""""Sport for All""""The Acid House""A Smart Cunt: a novella",289,"['Fiction', 'Short Stories', 'Contemporary', 'Scotland', 'British Literature', 'Literature', 'Novels']","6,793 follower",491 review,138,214 (1%),"1,019 (6%)","5,228 (31%)","6,585 (39%)","3,535 (21%)"
If the River Was Whiskey,T. Coraghessan Boyle,3.93,"1,307 rating","May 1, 1989","In sixteen stories, T.C. Boyle tears through the walls of contemporary society to reveal a world at once comic and tragic, droll and horrific. Boyle introduces us to a death-defying stuntman who rides across the country strapped to the axle of a Peterbilt, and to a retired primatologist who can’t adjust to the “civilized” world. He chronicles the state of romance that requires full-body protection in a disease-conscious age and depicts with aching tenderness the relationship between a young boy and his alcoholic father. These magical and provocative stories mark yet another virtuoso performance from one of America’s most supple and electric literary inventors.",240,"['Short Stories', 'Fiction', 'Literature', 'Contemporary', 'Literary Fiction', 'American Fiction', 'The United States Of America']","2,772 follower",96 review,153,12 (<1%),57 (4%),308 (23%),557 (42%),373 (28%)
Evening Class,Maeve Binchy,4.02,"43,105 rating","January 1, 1996","Among the many evening classes starting all over Dublin is an 'Introduction to Italian'. On the surface it could be just one of hundreds in which some students will succeed and some will fall along the way. the hopes and dreams of so many people are tied up in the twice weekly lessons. they are ready to set off on the promised trip to Italy at the end of the year, everyone's destiny has changed utterly.",528,"['Fiction', 'Romance', 'Chick Lit', 'Ireland', 'Contemporary', 'Irish Literature', 'Adult Fiction']","4,496 follower","1,313 review",248,262 (<1%),"1,407 (3%)","10,110 (23%)","16,963 (39%)","14,363 (33%)"
If You Give a Mouse a Cookie,Laura Joffe Numeroff,4.28,"296,100 rating","January 1, 1985","
""If you give a mouse a cookie, he's going to ask for a glass of milk...""
If a hungry little traveler shows up at your house, you might want to give him a cookie. If you give him a cookie, he's going to ask for a glass of milk. He'll want to look in a mirror to make sure he doesn't have a milk mustache, and then he'll ask for a pair of scissors to give himself a trim...The consequences of giving a cookie to this energetic mouse run the young host ragged, but readers of all ages will come away smiling at the antics that tumble like dominoes through the pages of this delightful picture book.This book is a great first introduction to Mouse, the star of the 'If You Give...' Series, and a perennial favorite among children. With its spare, rhythmic text and circular tale, 
'If You Give a Mouse a Cookie' (1985)
 is perfect for beginning readers and story time. Sure to inspire giggles and requests to ""read it again!""The award-winning If You Give a Mouse a Cookie, one of the most beloved children’s books of all time, is from the #1 Best-Selling team 
Laura Numeroff
 and Felicia Bond. Age: Preschool-2+",40,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Humor', 'Fantasy', 'Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Humor', 'Fantasy', 'Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Humor', 'Fantasy']",927 follower,"4,878 review",126,"5,718 (1%)","11,344 (3%)","43,099 (14%)","69,502 (23%)","166,437 (56%)"
Opened Ground,Seamus Heaney,4.27,"5,704 rating","January 1, 1996","In ""Digging"", the first poem in Opened Ground, Heaney likens his pen to both spade and gun. With these metaphors in place, he makes clear his difficult poetic task: to delve into the past, both personal and historic, while remaining ever mindful of the potentially fatal power of language.Born and raised in Northern Ireland, where any hint of Gaelic tradition in one's speech was considered a political act, Heaney is all too aware of the dire consequences of speaking one's mind. Indeed, during times of crisis, he has been expected to appear on television and dispense political wisdom. Most often, however, he stays out of the fray and opts for a supreme sense of empathy to guide his words. As excavator--of earth, of his beloved Gaelic, of his own life--Heaney is unmatched. In ""Bone Dreams"", the archaeologist's task is synonymous with reaching for a cultural past: I push back through dictions, Elizabethan canopies, Norman devices, the erotic mayflowers of Provence and the ivied Latins of churchmen to the scop's twang, the iron flash of consonants cleaving the line.And in early poems like ""Blackberry Picking"", Heaney's images--deftly, delightfully--carry us back to childhood fields: At first, just one, a glossy purple clot Among others, red, green, hard as a knot. You ate that first one and its flesh was sweet Like thickened wine: summer's blood was in it Leaving stains upon the tongue and lust for Picking. Then red ones inked up and that hunger Sent us out with milk cans, pea tins, jam pots Where briars scratched and wet grass bleached our boots. Round hayfields, cornfields and potato drills We trekked and picked until the cans were full... Opened Ground is a pleasure and a triumph. These three decades of work confirm Heaney as one of the most important poets of his time. --Martha Silano",443,"['Poetry', 'Ireland', 'Irish Literature', 'Classics', 'Nobel Prize', 'Literature', '20th Century']",947 follower,182 review,275,67 (1%),180 (3%),759 (13%),"1,843 (32%)","2,855 (50%)"
Promise at Dawn,Romain Gary,4.25,"11,548 rating","January 1, 1960","'Promise at Dawn' begins as the story of a mother's sacrifice. Alone and poor, she fights fiercely to give her son the very best. Gary chronicles his childhood with her in Russia, Poland, and on the French Riviera. And he recounts his adventurous life as a young man fighting for France in the Second World War. But above all, he tells the story of the love for his mother that was his very life, their secret and private planet, their wonderland ""born out of a mother's murmur into a child's ear, a promise whispered at dawn of future triumphs and greatness, of justice and love."" A romantic, thrilling memoir that has become a French classic.",348,"['France', 'Fiction', 'Classics', 'French Literature', 'Roman', 'Novels', '20th Century', 'France', 'Fiction', 'Classics', 'French Literature', 'Roman', 'Novels', '20th Century', 'France', 'Fiction', 'Classics', 'French Literature', 'Roman', 'Novels', '20th Century']","1,689 follower",840 review,153,142 (1%),447 (3%),"1,558 (13%)","3,679 (31%)","5,722 (49%)"
The Scramble for Africa: The White Man's Conquest of the Dark Continent from 1876 to 1912,Thomas Pakenham,4.15,"2,462 rating","January 1, 1991","From the rear cover of this 738 page ""A phenomenal achievement, clear, authoritative and compelling......Thomas Pakenham's fine book tells the story of this particular gold rush with admirable and judicious poise....Contains some of the best-known episodes of 19th-Century history as well as some of the most mythologized and colorful characters the world has ever seen.....Livingstone and Stanley, Brazza and Rhodes, Kitchener and Gordon, Lugard and Jameson.....Highly readable."" and ""Taking the entire continent as his canvas, Pakenham has painted a picture of heroism and horror. He writes both with compassion and with an effective combination of detachment and judgement. A splendid book.""",738,"['History', 'Africa', 'Nonfiction', 'World History', 'Politics', 'European History', '19th Century']",80 follower,182 review,26,34 (1%),80 (3%),393 (15%),939 (38%),"1,016 (41%)"
Watchers,Dean Koontz,4.18,"163,866 rating","January 1, 1987","They escape from a secret government: two mutant creatures, both changed utterly from the animals they once were. And no one who encounters them will ever be the same again:A lonely widower; a ruthless assassin; a beautiful woman; a government agent.Drawn together in a deadly hunt, all four are inexorably propelled towards a confrontation with an evil beyond human imagining.",624,"['Horror', 'Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Suspense', 'Fantasy']",36.2k follower,"5,013 review",922,"2,230 (1%)","5,648 (3%)","27,318 (16%)","53,242 (32%)","75,428 (46%)"
The Subterraneans,Jack Kerouac,3.66,"15,510 rating","January 1, 1958","Jack Kerouac, one of the great voices of the Beat generation and author of the classic On the Road, here continues his peregrinations in postwar, underground San Francisco. ""The subterraneans"" come alive at night, travel along dark alleyways, and live in a world filled with paint, poetry, music, smoke, and sex. Simmering in the center of it all is the brief affair between Leo Percepied, a writer, and Mardou Fox, a black woman ten years younger. Just at the moment when she is coolly leaving him, Leo realizes his passion for passion, his inability to function without it, and the puzzling futility of seeking redemption and fulfillment through writing.",111,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'The United States Of America', '20th Century']",10.4k follower,749 review,357,328 (2%),"1,357 (8%)","4,926 (31%)","5,552 (35%)","3,347 (21%)"
The Day Lasts More than a Hundred Years,Chingiz Aitmatov,4.34,"6,868 rating","January 1, 1980","Set in the vast windswept Central Asian steppes and the infinite reaches of galactic space, this powerful novel offers a vivid view of the culture and values of the Soviet Union's Central Asian peoples.",368,"['Fiction', 'Russia', 'Classics', 'Science Fiction', 'Russian Literature', 'Historical Fiction', 'Asia', 'Fiction', 'Russia', 'Classics', 'Science Fiction', 'Russian Literature', 'Historical Fiction', 'Asia', 'Fiction', 'Russia', 'Classics', 'Science Fiction', 'Russian Literature', 'Historical Fiction', 'Asia']",806 follower,491 review,144,60 (<1%),160 (2%),786 (11%),"2,265 (32%)","3,597 (52%)"
The Citadel of the Autarch,Gene Wolfe,4.23,"9,065 rating","January 1, 1983","Severian the Torturer, possessor of the miracle-producing gem, the Claw of the Conciliator, experiences strange adventures as he journeys across the savage land of Urth",330,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Classics', 'Audiobook']","3,095 follower",454 review,496,79 (<1%),289 (3%),"1,374 (15%)","3,006 (33%)","4,317 (47%)"
Tar Baby,Toni Morrison,3.98,"21,505 rating","March 12, 1981","Ravishingly beautiful and emotionally incendiary, Tar Baby is Toni Morrison’s reinvention of the love story. Jadine Childs is a black fashion model with a white patron, a white boyfriend, and a coat made out of ninety perfect sealskins. Son is a black fugitive who embodies everything she loathes and desires. As Morrison follows their affair, which plays out from the Caribbean to Manhattan and the deep South, she charts all the nuances of obligation and betrayal between blacks and whites, masters and servants, and men and women.",305,"['Fiction', 'Classics', 'African American', 'Literary Fiction', 'Novels', 'Literature', 'American']",19.3k follower,"1,093 review",208,249 (1%),932 (4%),"4,831 (22%)","8,492 (39%)","7,001 (32%)"
Ordeal by Innocence,Agatha Christie,3.83,"26,949 rating","November 3, 1958","Recovering from amnesia, Dr. Arthur Calgary discovers that he alone could have provided an alibi in a scandalous murder trial. It ended in the conviction of Jacko Argyle. The victim was Jacko's own mother, and to make matters worse, he died in prison. But the young man's innocence means that someone else killed the Argyle matriarch, and would certainly kill again to remain in the shadows. Shaded in the moral ambiguity of murder, the provocative psychological puzzler of guilt, vengeance, and blood secrets is among Agatha Christie's personal favorites.",288,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']",64.5k follower,"2,297 review","4,153",233 (<1%),"1,337 (4%)","7,707 (28%)","11,150 (41%)","6,522 (24%)"
"Pride and Prejudice, Mansfield Park, Persuasion",Jane Austen,4.51,"6,312 rating","May 12, 1976","Jane Austen's sparkling and witty novels continue to entrance readers today--as proven by the rapturous reception given the many film and TV adaptations of her work. Pride and Prejudice, Austen's most well-loved story, tells of Lizzy Bennet and her five sisters as they search for true love-a love Lizzy nearly loses because of pride. Fanny, of Mansfield Park, comes to live with her aunt and uncle in their elegant mansion. But she finds herself both out of place and in love with her handsome cousin Edmund. Can shy Fanny win him from the outgoing and charming Miss Crawford? Persuasion, Austen's last final novel, explores the consequences of giving in to the opinions of others, rather than following one's own heart. Delightfully illustrated with delicate line drawings. ",832,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'British Literature', 'Novels']",66.2k follower,101 review,"4,222",73 (1%),109 (1%),498 (7%),"1,457 (23%)","4,175 (66%)"
