title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Tvrđava,Meša Selimović,4.67,"5,367 rating","January 1, 1970","Dve osnove odlike Selimovićevog rukopisa određuju ovaj roman: gradnja zanimljive fabule i majstorsko oblikovanje likova. Možda pre svega, smisao i besmisao kao osnovna uporišta čovekovog identiteta; večita i sveprisutna pitanja koja proganjaju pisca i njegove junake u vremenima društvene prisile kada bujaju strah i nesigurnost i kada se ljudi povlače u sebe ili napadaju bližnje. U romanu Tvrđava Meša Selimović nastavlja uzvišenu metaforu iz romana Derviš i smrt o čoveku kome prete smrt i vlast. Unutrašnji prostor ovog romana jasnije je određen duhom nego što je spolja određen realnim istorijskiom vremenom. Tvrđava oslikava večitu težnju za izlaskom iz zatvorenog prostora kao što je opaska glavnog junaka Ahmeta Šaba o bibliotekaru Seidu Mehmedu primenjiva na skoro sve junake ove knjige: ""Zazidan u sebi, kao mogila.""",383,31,803 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Historical', 'Literature', 'Novels', 'Serbian Literature']",202 review,"4,034 (75%)","1,005 (18%)",260 (4%),46 (<1%),22 (<1%)
Wingmen,Ensan Case,4.38,316 rating,"January 1, 1979","WINGMEN is back in print after a 30-year absence. First published in 1979 by Avon books, this World War II novel, with overtones of From Here to Eternity, was a precursor to the gay romance genre. Jack Hardigan's Hellcat fighter squadron blew the Japanese Zekes out of the blazing Pacific skies. But a more subtle kind of hell was brewing in his feelings for rookie pilot Fred Trusteau. While a beautiful widow pursues Jack, and another pilot becomes suspicious of Jack and Fred's close friendship, the two heroes cut a fiery swath through the skies from Wake Island to Tarawa to Truk, there to keep a fateful rendezvous with love and death in the blood-clouded waters of the Pacific. ""...Wingmen is gratifying to read."" - The Advocate, November 1, 1979",408,1,1 book11 follower,"['Historical', 'LGBT', 'M M Romance', 'Historical Fiction', 'Romance', 'Military Fiction', 'Fiction']",58 review,180 (56%),92 (29%),31 (9%),9 (2%),4 (1%)
Ex Ponto,Ivo Andrić,4.31,855 rating,"January 1, 1918","Ex Ponto je knjiga stihova u prozi koju je napisao Ivo Andrić 1918. godine. U ovom ranom Andrićevom delu, nazvanom ""razgovorom s dušom"" (Niko Bartulović), stilizovano je lično iskustvo u nastojanju da mu se, u lirskoj sentenci, pridoda značenje filozofsko-poetske istine, a da pritom zadrži fabulativno-narativnu osnovu, na osnovu koje bi se mogla rekonstruisati stanja jednog zatočenika.Ova knjiga pesama u prozi razvrstana je u tri ciklusa: prvi ima 26, drugi 25, a treći 88 tekstova, uz završni ""Epilog"".U strasnom lirskom monologu, pesnik se obračunava sa sobom, pokušava da u tamničkim bdenjima razreši unutrašnju dramu i oslobodi se traume izazvane utamničenjem. Nepravedan pad iza rešetaka u drugi, surov i mučan svet, gde je žrtva „na suvom ukletom sprudu“, dovodi pesnika u stanje da postavlja važna egzistencijlna pitanja i grozničavo razmišlja o svetu i mestu pojedinca u njegovim tragičnim okvirima.",108,271,"1,127 follower","['Poetry', 'Classics', 'Serbian Literature', 'Read For School']",24 review,469 (54%),229 (26%),115 (13%),34 (3%),8 (<1%)
Liebelei / Reigen,Arthur Schnitzler,3.64,309 rating,"January 1, 1989","""Girotondo"", opera teatrale di Schnitzler di cui nel 1904 venne vietata la pubblicazione perché giudicata oscena, è un dramma in cui dieci individui di differente estrazione sociale (dal conte alla prostituta, passando per il poeta e la ragazzina) si incontrano a due a due in altrettante scene. I quadri consistono quindi dei loro dialoghi e si concludono sempre con un atto sessuale, che non viene però mai rappresentato sul palco. Uno dei due personaggi della scena appena conclusa riappare in quella successiva, in una concatenazione di incontri che potrebbe procedere all'infinito. Quello di Schnitzler è un testo grottesco, in cui i personaggi e le loro parole si svuotano di senso, in cui la danza del corteggiamento si conclude in rapporti sessuali aridi e scontati. A dominare e governare i comportamenti umani è la banalità, la vacuità delle relazioni, l'assenza di sentimenti sinceri. Arricchisce il volume il dramma in tre atti ""Amoretto"".",160,"1,100",461 follower,"['Plays', 'German Literature', 'Classics', 'Drama', 'Fiction', 'School', '20th Century']",11 review,71 (22%),105 (33%),95 (30%),27 (8%),11 (3%)
Gig: Americans Talk About Their Jobs,John Bowe,4.12,"1,394 rating","January 1, 2000","More than 150 people in common and unusual occupations talk about their lives and work in the new economy, encompassing the human experience from a labor-support doula to a funeral home director.For the last several years, the editors of Word, the pioneering Web magazine, have been sending interviewers—nearly forty in all—across America to talk to people about their jobs. They wanted to document reality, not to advance any overarching thesis or political agenda. Their sole position on work was that it's a fascinating topic and an elemental part of nearly everyone's life. They were certainly not disappointed with what they found; this wide-ranging survey of the American economy at the turn of the millennium is stunning, surprising, and always entertaining. It gives us an unflinching view of the fabric of this country from the point of view of the people who keep it all moving.Recalling Studs Terkel's 1972 classic best-seller, Working, the more than 120 roughly textured monologues that make up Gig beautifully capture the voices of our fast-paced and diverse economy. The selections demonstrate how much our world has changed—and stayed the same—in the last three decades. If you think things have speeded up, become more complicated and more technological, you're right.But people's attitudes about their jobs, their hopes and goals and disappointments, endure. Gig's soul isn't sociological—it's emotional. The wholehearted diligence that people bring to their work is deeply, inexplicably moving. People speak in these pages of the constant and complex stresses nearly all of them confront on the job, but, nearly universally, they throw themselves without reservation into coping with them. Instead of resisting work, we seem to adapt to it. Some of us love our jobs, some of us don't, but almost all of us are not quite sure what we would do without one.With all the hallmarks of another classic on this subject, Gig is a fabulous read, filled with indelible voices from coast to coast. After hearing them, you'll never again feel quite the same about how we work.",688,16,19 follower,"['Nonfiction', 'Sociology', 'Business', 'Biography', 'Essays', 'Economics', 'Labor', 'Nonfiction', 'Sociology', 'Business', 'Biography', 'Essays', 'Economics', 'Labor', 'Nonfiction', 'Sociology', 'Business', 'Biography', 'Essays', 'Economics', 'Labor', 'Nonfiction', 'Sociology', 'Business', 'Biography', 'Essays', 'Economics', 'Labor', 'Nonfiction', 'Sociology', 'Business', 'Biography', 'Essays', 'Economics', 'Labor']",159 review,553 (39%),522 (37%),267 (19%),44 (3%),8 (<1%)
Εξορία,Pavlos Matesis,4.67,6 rating,"January 1, 1982",,84,21,49 follower,[],0 review,5 (83%),0 (0%),1 (16%),0 (0%),0 (0%)
Handcuff Secrets,Harry Houdini,4.54,268 rating,"January 1, 1909","This Amazon Kindle eBook is a near-exact reproduction of the title authored by the greatest escape artist born yet, magician Harry Houdini, in 1907. Born on 24 Mar 1874 in Budapest, the author moved to the USA in 1878. Starting out as an ordinary magician, he took Illinois by storm by performing his handcuff act in 1899. Within months he became known all over the USA. The rest is history. In this volume, Houdini demonstrates with pictures, the various methods of undoing locks, handcuffs, straitjackets and kindred devices. He travels to various countries of the world and takes on the greatest performers in his sphere, of many lands. The man whom no lock could restrain wrote this book at the young age of 23. He wrote one before and five later and was also a very capable and unbiased author in his own right.",96,85,56 follower,[],12 review,201 (75%),32 (11%),19 (7%),10 (3%),6 (2%)
The Moon Is Down,John Steinbeck,3.93,"28,270 rating","January 1, 1942","Taken by surprise, a small coastal town is overrun by an invading army with little resistance. The town is important because it is a port that serves a large coal mine. Colonel Lanser, the head of the invading battalion, along with his staff establishes his HQ in the house of the democratically elected and popular Mayor Orden.As the reality of occupation sinks in and the weather turns bleak, with the snows beginning earlier than usual, the ""simple, peaceful people"" of the town are angry and confused. Colonel Lanser, a veteran of many wars, tries to operate under a veil of civility and law, but in his heart he knows that ""there are no peaceful people"" amongst those whose freedom has been taken away by force. The veil is soon torn apart when Alexander Morden, an erstwhile alderman and ""a free man,"" is ordered to work in the mine. He strikes out at Captain Loft with a pick axe, but Captain Bentick steps into its path and dies of it. After a summary trial, Morden is executed by a firing squad. This incident catalyzes the people of the town and they settle into ""a slow, silent, waiting revenge."" Sections of the railroad linking the port with the mine get damaged regularly, the machinery breaks down often, and the dynamo of the electricity generators gets short circuited. Whenever a soldier relaxes his guard, drinks or goes out with a woman, he is killed. Mayor Orden stands by his people, and tries to explain to Col. Lanser that his goal – ""to break man’s spirit permanently"" – is impossible.The cold weather and the constant fear weighs heavy on the occupying force, many of whom wish the war to end so that they can return home. They realize the futility of the war and that ""the flies have conquered the flypaper."" Some members of the resistance escape to England and ask the English for explosives so that the townspeople can intensify their efforts. English planes parachute-drop small packages containing dynamite sticks and chocolates all around the town. In a state of panic, the army takes the Mayor and his friend Dr. Winter, the town doctor and historian, hostage and lets it be known that any action from resistance will lead to their execution. Mayor Orden knows that nothing can stop his people and that his death is imminent. He tells his wife that while he can be killed, the idea of Mayor (and freedom and democracy) is beyond the reach of any army. Before his execution, Mayor Orden reminds Dr. Winter of the dialogues of Socrates in the Apology, a part he played in the high school play, and tells him to make sure that the debt is repaid to the army, i.e., that the resistance is continued.",144,784,22.5k follower,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'American', 'Novels']","2,350 review","8,107 (28%)","11,915 (42%)","6,666 (23%)","1,273 (4%)",309 (1%)
The Trick Is to Keep Breathing,Janice Galloway,3.84,"3,102 rating","October 1, 1989",Book was mistakenly purchased for a class and has never been read.,236,47,125 follower,"['Fiction', 'Scotland', 'Mental Health', 'Mental Illness', 'Psychology', 'Contemporary', 'British Literature']",272 review,909 (29%),"1,157 (37%)",749 (24%),205 (6%),82 (2%)
The Snuggle Bunny,Nancy Jewell,4.41,29 rating,"January 1, 1972",A bunny looking for someone to snuggle against finds an old man who is happy to snuggle back.,32,17,3 follower,"['Picture Books', 'Animals', 'Childrens', 'Picture Books', 'Animals', 'Childrens', 'Picture Books', 'Animals', 'Childrens']",5 review,17 (58%),7 (24%),5 (17%),0 (0%),0 (0%)
Winter in the Blood,James Welch,3.83,"3,994 rating","January 1, 1974","During his life, James Welch came to be regarded as a master of American prose, and his first novel, Winter in the Blood, is one of his most enduring works. The narrator of this beautiful, often disquieting novel is a young Native American man living on the Fort Belknap Reservation in Montana. Sensitive and self-destructive, he searches for something that will bind him to the lands of his ancestors but is haunted by personal tragedy, the dissolution of his once proud heritage, and Montana's vast emptiness. Winter in the Blood is an evocative and unforgettable work of literature that will continue to move and inspire anyone who encounters it.",177,53,196 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Literary Fiction', 'Westerns', 'Literature', 'Novels']",421 review,"1,116 (27%)","1,533 (38%)",983 (24%),272 (6%),90 (2%)
The Psychopathology of Everyday Life,Sigmund Freud,3.82,"6,059 rating","January 1, 1901","Parapraxes, that is to say, everyday errors such as slips of the tongue, forgetting names and misreadings, had a special fascination for Freud, enabling him to extend to normal mental life the discoveries he had first made in connection with neuroses. This book is a comprehensive analysis of such errors and shows a penetrating insight into complex human behaviour, explained in terms readily grasped by the lay mind. This edition supersedes the Brill translation first published in 1914 and reprinted nineteen times. It was commissioned for the Standard Edition of Freud's works published by the Hogarth Press and the Institute of Psychoanalysis. The Brill translation had ""modified and substituted some of the author's cases by examples comprehensible to the English-speaking reader."" This new version is an exact rendering of the German text, with explanations where linguistic differences occur. It incorporates new material added by Freud to the later German editions and is almost half as long gain as the former English version.",116,"3,474","7,459 follower","['Psychology', 'Nonfiction', 'Psychoanalysis', 'Philosophy', 'Science', 'Classics', 'Essays', 'Psychology', 'Nonfiction', 'Psychoanalysis', 'Philosophy', 'Science', 'Classics', 'Essays', 'Psychology', 'Nonfiction', 'Psychoanalysis', 'Philosophy', 'Science', 'Classics', 'Essays']",324 review,"1,708 (28%)","2,225 (36%)","1,594 (26%)",409 (6%),123 (2%)
Hangover Square,Patrick Hamilton,4.13,"5,126 rating","January 1, 1941","Hamilton captures the edgy, obsessive and eventually murderous mindset of a romantically frustrated British man in this WWII-era novel. London 1939, and in the grimy publands of Earls Court, George Harvey Bone is pursuing a helpless infatuation with Netta who is cool, contemptuous and hopelessly desirable to George. George is adrift in hell, until something goes click in his head and he realizes that he must kill her.",334,40,259 follower,"['Fiction', 'Classics', 'Mystery', 'British Literature', 'Crime', 'Noir', 'Novels']",506 review,"2,024 (39%)","2,033 (39%)",824 (16%),203 (3%),42 (<1%)
Practical Magic,Alice Hoffman,3.73,"131,849 rating","July 1, 1995","The Owens sisters confront the challenges of life and love in this bewitching novel from New York Times bestselling author Alice Hoffman.For more than two hundred years, the Owens women have been blamed for everything that has gone wrong in their Massachusetts town. Gillian and Sally have endured that fate as well: as children, the sisters were forever outsiders, taunted, talked about, pointed at. Their elderly aunts almost seemed to encourage the whispers of witchery, with their musty house and their exotic concoctions and their crowd of black cats. But all Gillian and Sally wanted was to escape. One will do so by marrying, the other by running away. But the bonds they share will bring them back—almost as if by magic...",278,106,22k follower,"['Fantasy', 'Fiction', 'Magical Realism', 'Romance', 'Witches', 'Magic', 'Paranormal']","12,138 review","32,032 (24%)","47,805 (36%)","39,243 (29%)","10,229 (7%)","2,540 (1%)"
"One Piece, Volume 1: Romance Dawn",Eiichiro Oda,4.48,"141,140 rating","December 24, 1997","A new shonen sensation in Japan, this series features Monkey D. Luffy, whose main ambition is to become a pirate. Eating the Gum-Gum Fruit gives him strange powers but also invokes the fruit's curse: anybody who consumes it can never learn to swim. Nevertheless, Monkey and his crewmate Roronoa Zoro, master of the three-sword fighting style, sail the Seven Seas of swashbuckling adventure in search of the elusive treasure ""One Piece.""",207,"1,808","3,739 follower","['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Adventure', 'Fiction', 'Pirates']","3,233 review","95,041 (67%)","27,430 (19%)","12,662 (8%)","3,267 (2%)","2,740 (1%)"
Net of Jewels,Ellen Gilchrist,4.03,683 rating,"January 1, 1992","Rhoda finally has everything she has ever wanted, but when she begins to question the simplicity of her upper-class, mid-1950s existence, it throws her into a frenetic and rebellious course toward destruction",360,53,245 follower,"['Fiction', 'Southern', 'Short Stories', 'Literature', 'Literary Fiction', 'Novels']",38 review,243 (35%),257 (37%),147 (21%),32 (4%),4 (<1%)
Rigadoon,Louis-Ferdinand Céline,3.93,520 rating,"January 1, 1969",Follows Celine's nightmare journey with his wife and cat across war-torn Germany into Denmark,1,153,"2,341 follower","['Fiction', 'France', 'Literature', 'French Literature', 'Classics', 'Novels', '20th Century', 'Fiction', 'France', 'Literature', 'French Literature', 'Classics', 'Novels', '20th Century', 'Fiction', 'France', 'Literature', 'French Literature', 'Classics', 'Novels', '20th Century']",46 review,166 (31%),195 (37%),126 (24%),24 (4%),9 (1%)
"The Grand Design: A Simply Stated, User Friendly Guide to Living in the Universe",Paddy McMahon,4.25,4 rating,"January 1, 1999","Book by McMahon, Paddy",201,23,4 follower,[],0 review,2 (50%),1 (25%),1 (25%),0 (0%),0 (0%)
My Life,Oswald Mosley,3.85,89 rating,"January 1, 1968",Book by Sir Oswald Mosley,521,81,112 follower,"['Politics', 'Biography', 'History', 'Nonfiction', 'British Literature', 'Autobiography', 'World War II']",9 review,29 (32%),28 (31%),25 (28%),4 (4%),3 (3%)
The Gold Bug Variations,Richard Powers,4.03,"2,033 rating","August 25, 1991","A national bestseller, voted by Time as the #1 novel of 1991, selected as one of the ""Best Books of 1991"" by Publishers Weekly , and nominated for a National Book Critics Circle Award--a magnificent story that probes the meaning of love, science, music, and art, by the brilliant author of Three Farmers on Their Way to a Dance .",640,348,"4,662 follower","['Fiction', 'Literature', 'Novels', 'Music', 'Literary Fiction', 'Contemporary', 'American']",243 review,856 (42%),643 (31%),348 (17%),121 (5%),65 (3%)
Ketika Mas Gagah Pergi,Helvy Tiana Rosa,4.07,"2,030 rating","January 1, 1997","Kumpulan Cerpen dari Helvy Tiana Rosa ini ditulis tahun 1990-an dan diterbitkan pertama kali tahun 1997 oleh Pustaka Annida, mengilhami lahirnya genre baru yakni sastra islami kontemporer.Pada cetakan kedua ini ditambah bonus novellet Gadis Bening yang bersetting Timor-Timur.",190,66,948 follower,"['Novels', 'Fiction', 'Indonesian Literature', 'Islam', 'Drama', 'Inspirational', 'Religion']",153 review,864 (42%),615 (30%),419 (20%),86 (4%),46 (2%)
Bats Out of Hell,Barry Hannah,4.14,412 rating,"January 1, 1993","Love and torment, lunacy and desire, tenderness and war — the stories in Bats Out of Hell provide a brilliant, dazzling odyssey into American life. Barry Hannah's reputation as a master of the short story, first established in 1978 with the publication of Airships, is magnified in this volatile, long-awaited collection of new stories. Astonishing in range and in the portrayal of the human heart, these fierce and radar-perfect stories give us individuals with whom hilarity and pain combine with true and startling clarity.",400,51,257 follower,"['Fiction', 'Short Stories', 'American', 'Literary Fiction', 'Southern', 'Southern Gothic']",18 review,173 (41%),142 (34%),81 (19%),12 (2%),4 (<1%)
The Collected Books,Jack Spicer,4.58,494 rating,"January 1, 1975","The Collected Books includes all the poems written from After Lorca (1957) up to the poet's early death, including Admonitions (1958), A Book of Music (1958), Billy the Kid (1958), and The Holy Grail (1962).",382,59,66 follower,"['Poetry', 'Queer', 'Poetry', 'Queer', 'Poetry', 'Queer']",22 review,345 (69%),106 (21%),30 (6%),10 (2%),3 (<1%)
In Parenthesis,David  Jones,3.94,675 rating,"January 1, 1937","""This writing has to do with some things I saw, felt, and was part of"": with quiet modesty, David Jones begins a work that is among the most powerful imaginative efforts to grapple with the carnage of the First World War, a book celebrated by W.B. Yeats and T.S. Eliot as one of the masterpieces of modern literature. Fusing poetry and prose, gutter talk and high music, wartime terror and ancient myth, Jones, who served as an infantryman on the Western Front, presents a picture at once panoramic and intimate of a world of interminable waiting and unforeseen death. And yet throughout he remains alert to the flashes of humanity that light up the wasteland of war.",227,10,2 follower,"['Poetry', 'Fiction', 'War', 'World War I', 'Classics', 'Literature', 'British Literature', 'Poetry', 'Fiction', 'War', 'World War I', 'Classics', 'Literature', 'British Literature', 'Poetry', 'Fiction', 'War', 'World War I', 'Classics', 'Literature', 'British Literature', 'Poetry', 'Fiction', 'War', 'World War I', 'Classics', 'Literature', 'British Literature', 'Poetry', 'Fiction', 'War', 'World War I', 'Classics', 'Literature', 'British Literature']",112 review,262 (38%),211 (31%),128 (18%),49 (7%),25 (3%)
Travelling in the Family: Selected Poems,Carlos Drummond de Andrade,4.34,41 rating,"October 12, 1986","Andrade, Carlos Drummond De, De Andrade, Carlos Drummond, Colchie, Thomas, Strand, Mark",134,226,421 follower,['Poetry'],7 review,21 (51%),13 (31%),7 (17%),0 (0%),0 (0%)
