title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Medicine Burns: And Other Stories,Adam Klein,3.81,37 rating,"May 1, 1995",Klein's debut fiction collection brims with images of boys and men who just don't fit in. They have acne; they are drag queens; they have club feet; they are social misfits; some even have AIDS. His variety of protagonists sheds new light on the role of the outsider in a society obssessed with beauty and sex.,200,"['Short Stories', 'Fiction']",6 follower,6 review,14,0 (0%),4 (10%),10 (27%),12 (32%),11 (29%)
Son of the Morning,Linda Howard,3.99,"7,927 rating","January 1, 1997","All of Linda Howard's novels are wonderful but this exceptional time-travel is her first foray into paranormal romance--and it's not to be missed.Grace St. John, a scholar, unwittingly discovers the Knights of Templar's secret treasure. Suddenly, her life is upturned when she spies her boss murdering her husband and brother. With no reason to live, except to extract vengeance, Grace becomes a fugitive of the law as she attempts to find an explanation for this horrible act.Grace simultaneously translates 14th century medieval documents written by Black Niall. This embittered knight reaches into Grace's subconscious and the two begin to share dreams 700 years apart. A scholar specializing in ancient manuscripts, Grace St. John never imagined that a cache of fragile, old documents she discovered was the missing link to a lost Celtic treasure. But as soon as she deciphers the intriguing legend of the Knights of the Templar -- long fabled to hold the key to unlimited power -- Grace becomes the target of a ruthless killer bent on abusing the coveted force.Determined to stop him, Grace needs the help of a celebrated warrior bound by duty to uphold the Templar's secret for all eternity. But to find him -- and to save herself -- she must go back in time.Summoning the magic of an arcane ritual, Grace steps back to the barren hills of 14th-century Scotland, enduring the perils of an untamed land to confront Black Niall, a fierce man of dark fury and raw, unbridled desire. Driven by a mix of fear and passion, Grace enlists this brazen knight to join her in a modern-day search for a killer.In their quest to protect a timeless secret, they uncover a love for all time -- and a deadly duel of honor that risks everything they have.",374,"['Romance', 'Time Travel', 'Historical Romance', 'Romantic Suspense', 'Historical', 'Paranormal', 'Contemporary']","6,852 follower",495 review,279,162 (2%),459 (5%),"1,640 (20%)","2,666 (33%)","3,000 (37%)"
I Can Read With My Eyes Shut!,Dr. Seuss,4.18,"20,564 rating","January 1, 1978","“The more that you read, the more things you will know. The more you learn, the more places you’ll go”. In this delightful book, Dr. Seuss celebrates the joys of reading, encouraging young children to take pride in their budding reading abilities. With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic Cat in the Hat, and ranked among the UK's top ten favourite children's authors, Seuss is firmly established as a global best-seller, with nearly half a billion books sold worldwide. As the first step in a major rebrand programme, HarperCollins is relaunching 17 of Dr. Seuss's best-selling books, including such perennial favourites as The Cat in the Hat, Green Eggs and Ham and Fox in Socks. In response to consumer demand, the bright new cover designs incorporate much needed guidance on reading levels, with the standard paperbacks divided into three reading strands – Blue Back Books for parents to share with young children, Green Back Books for budding readers to tackle on their own, and Yellow Back Books for older, more fluent readers to enjoy. I Can Read With My Eyes Shut belongs to the Green Back Book range.",48,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Poetry', 'Humor', 'Kids']",17.6k follower,685 review,848,367 (1%),845 (4%),"3,806 (18%)","5,309 (25%)","10,237 (49%)"
Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,4.31,"41,624 rating","January 1, 1992","In the rush of modern life, we tend to lose touch with the peace that is available in each moment.World-renowned Zen master, spiritual leader, and author Thich Nhat Hanh shows us how to make positive use of the very situations that usually pressure and antagonize us. For him a ringing telephone can be a signal to call us back to our true selves. Dirty dishes, red lights, and traffic jams are spiritual friends on the path to “mindfulness”—the process of keeping our consciousness alive to our present experience and reality. The most profound satisfactions, the deepest feelings of joy and completeness lie as close at hand as our next aware breath and the smile we can form right now.Lucidly and beautifully written, Peace Is Every Step contains commentaries and meditations, personal anecdotes and stories from Nhat Hanh’s experiences as a peace activist, teacher, and community leader. It begins where the reader already is—in the kitchen, office, driving a car, walking a part—and shows how deep meditative presence is available now. Nhat Hanh provides exercises to increase our awareness of our own body and mind through conscious breathing, which can bring immediate joy and peace. Nhat Hanh also shows how to be aware of relationships with others and of the world around us, its beauty and also its pollution and injustices. The deceptively simple practices of Peace Is Every Step encourage the reader to work for peace in the world as he or she continues to work on sustaining inner peace by turning the “mindless” into the mindFUL.",134,"['Nonfiction', 'Spirituality', 'Buddhism', 'Philosophy', 'Self Help', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Buddhism', 'Philosophy', 'Self Help', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Buddhism', 'Philosophy', 'Self Help', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Buddhism', 'Philosophy', 'Self Help', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Buddhism', 'Philosophy', 'Self Help', 'Religion', 'Psychology']",11.2k follower,"2,303 review",956,543 (1%),"1,075 (2%)","5,159 (12%)","13,210 (31%)","21,637 (51%)"
O Jogral de Nossa Senhora,Michel Zink,4.29,7 rating,"January 1, 1999","Reúnem-se neste volume alguns contos da Idade Média, selecionados e reescritos por Michel Zink. A idéia que presidiu à sua seleção foi oferecer ao leitor moderno umas narrativas em que palpitam com toda a viveza a fé e a sabedoria cristãs, reelaboradas para que a forma literária ultrapassada não dificultasse o acesso às verdades de fundo, àquilo que o narrador queria dizer quando se dirigia ao público do seu tempo.Não é pouco o que estas velhas histórias têm a dizer-nos. A variedade de personagens e situações é impressionante, e dificilmente deixaremos de encontrar tipos e casos com que identificar-nos. Por trás dessa variedade está o maravilhoso realismo da mentalidade medieval, que se alegra na colorida multiplicidade do mundo e na riqueza ímpar do ser humano, imagem de Deus. E na sua singela psicologia, estes contos representam muito ao vivo o que acontece no coração humano.Mas, sobretudo, as narrativas testemunham uma fé viva, generosa e fervente, praticada na vida de cada dia, em que a misericórdia divina está ao alcance da mão e a graça salvadora é uma realidade sólida e incontestável.",152,"['Short Stories', 'History']",2 follower,3 review,76,0 (0%),0 (0%),0 (0%),5 (71%),2 (28%)
Salka Valka,Halldór Laxness,4.00,"1,672 rating","January 1, 1931","Islantilaisen Halldór Laxnessin (1902-98) Salka Valka -romaanin tapahtumapaikkana on vähäinen kalastajakylä tunturien katveessa. Miten sellaisessa paikassa eletään ja kuinka kuollaan? Millaisia iloja ja suruja koetaan noiden himmeiden öljytuikkujen ympärillä? Tämä kylä tunnetaan nykyisin kaikkialla maailmassa, samoin nuori tyttö Salka Valka, joka saa raataa koko elämänsä kalanperkaamossa voidakseen aikanaan maksaa edes omat hautajaisensa. Ankeissa oloissa hän kasvaa rakkauteen, sankaruuteen, kohtaloonsa. Salka Valka on Laxnessin viimeinen nuoruudenteos ja samalla hänen ensimmäinen kuuluisa islantilaiseepoksensa, josta hän sai vuoden 1955 Nobel-palkinnon. Jyrki Mäntylän vuonna 1966 suomentaman tekstin on tarkistanut Tapio Koivukari. Suomessa Salka Valka on aina ollut Laxnessin suosituin teos. Siitä on tehty maailmalla lukuisia näytelmä-, elokuva- ja kuunnelmaversioita.",477,"['Fiction', 'Classics', 'Historical Fiction', 'Nobel Prize', 'Novels', 'Scandinavian Literature', 'Historical', 'Fiction', 'Classics', 'Historical Fiction', 'Nobel Prize', 'Novels', 'Scandinavian Literature', 'Historical', 'Fiction', 'Classics', 'Historical Fiction', 'Nobel Prize', 'Novels', 'Scandinavian Literature', 'Historical']",684 follower,154 review,153,18 (1%),59 (3%),349 (20%),718 (42%),528 (31%)
A Girl Named Disaster,Nancy Farmer,3.84,"5,035 rating","January 1, 1996","Nhamo is a virtual slave in her African village in 1981. Before her twelfth birthday, Nhamo runs away to escape marriage to a cruel husband, and spends a year going from Zimbabwe to Mozambique. Alone on the river in a stolen boat, swept into the uncharted heart of a great lake, she battles drowning, starvation, wild animals.Orchard collectible editions have new designs, author prefaces and discussion guides.",320,"['Young Adult', 'Fiction', 'Historical Fiction', 'Africa', 'Adventure', 'Survival', 'Middle Grade']","1,465 follower",564 review,51,118 (2%),367 (7%),"1,246 (24%)","1,777 (35%)","1,527 (30%)"
The Starlight Crystal,Christopher Pike,3.85,"2,257 rating","December 29, 1995","Joining the crew of the spaceship Traveler in order to study Earth for two centuries, Paige Christian survives a terrible tragedy that befalls the planet and her fellow crew members.",224,"['Young Adult', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Time Travel', 'Teen']","5,179 follower",125 review,240,69 (3%),206 (9%),552 (24%),593 (26%),837 (37%)
One,David Karp,4.14,269 rating,"January 1, 1953","A dystopian novel set in a perversely benevolent future in which an attempt is made to remould the identity of a so-called heretic, Professor Burden, who had, up until then, regarded himself as a loyal citizen of the State.",220,"['Science Fiction', 'Dystopia', 'Fiction', 'Classics', 'Novels', 'Philosophy', '20th Century']",10 follower,35 review,15,3 (1%),3 (1%),50 (18%),111 (41%),102 (37%)
The Ophiuchi Hotline,John Varley,3.87,"3,414 rating","January 1, 1977","After the effortless capture of Earth by vastly superior aliens, humanity is forced to fight for existence on the Moon and other lumps of airless rock. The invention of the Hotline — a constant stream of data from a star in the constellation Ophiuchus —facilitates survival and enables the development of amazing new technologies. Then, after 400 years, humanity's unknown helpers send a bill for their services...and suddenly everything is threatened once again.The Ophiuchi Hotline was John Varley's first novel, and it received nominations for both the Hugo and Nebula awards; he later won both for his book Persistence of Vision.",180,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Speculative Fiction', 'Cyberpunk', 'Aliens']",552 follower,204 review,215,43 (1%),181 (5%),896 (26%),"1,350 (39%)",944 (27%)
A Song for Summer,Eva Ibbotson,3.83,"7,069 rating","September 7, 1997","Ellen never expected the Hallendorf school to be quite so unusual. Her life back in England with her suffragette mother and liberated aunts certainly couldn't be called normal, but buried deep in the beautiful Austrian countryside, Ellen discovers an eccentric world occupied by wild children and even wilder teachers, experimental dancers and a tortoise on wheels. And then there is the particularly intriguing, enigmatic, and very handsome Marek, part-time gardener and fencing teacher. Ellen is instantly attracted to the mysterious gardener, but Hitler's Reich is already threatening their peaceful world, and only when she discovers Marek's true identity and his dangerous mission does Ellen realize the depth of her feelings for him - and the danger their newfound love faces in the shadow of war.",416,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Historical Romance', 'World War II', 'Boarding School']","2,261 follower",565 review,58,138 (1%),515 (7%),"1,835 (25%)","2,506 (35%)","2,075 (29%)"
Törst,Nawal El Saadawi,3.28,29 rating,"January 1, 1987","Tretton noveller om psykiskt och fysiskt förtryck. Det är framför allt kvinnors och barns erfarenheter i ett mansdominerat samhälle som skildras. Individernas känsloliv sätts i centrum medan miljöbeskrivningarna är knapphändiga. Långsamt och utdraget skildras de utsattas känslor och reaktioner: den torterade kvinnan som värjer sig för ljuset i rättssalen, den unga flickan som ryggar för faderns hotande gestalt, den förtryckta hustrun som tvingas till undergivenhet och tystnad. Människornas tragik i dessa sällsynt gripande noveller är att de alla är låsta i sina roller. Mannen i sin destruktiva roll som maktutövare, kvinnan i sin som den utsatta.Översatt från engelska och arabiska. Novellerna hämtade ur samlingarna She has no place in paradise (1987) och Death of an ex-minister (1987)",143,[],"2,911 follower",3 review,124,4 (13%),3 (10%),7 (24%),11 (37%),4 (13%)
Angelina Ballerina,Katharine Holabird,4.02,"10,281 rating","January 1, 1983",Angelina is so busy dancing that she does nothing else. Her parents are in despair until they send her to ballet school.,32,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Fantasy', 'Family', 'Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Fantasy', 'Family', 'Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Fantasy', 'Family']",65 follower,235 review,281,184 (1%),519 (5%),"2,389 (23%)","2,975 (28%)","4,214 (40%)"
Moonlight and Vines,Charles de Lint,4.21,"3,088 rating","January 1, 1999","Return to NewfordFamiliar to Charles de Lint's ever-growing audience as the setting of the novels Moonheart, Forests of the Heart, The Onion Girl, and many others, Newford is the quintessential North American city, tough and streetwise on the surface and rich with hidden magic for those who can see.In the World Fantasy Award-winning Moonlight and Vines, de Lint returns to this extraordinary city for another volume of stories set there, featuring the intertwined lives of many characters from the novels. Here is enchantment under a streetlamp: the landscape of our lives as only Charles de Lint can show it.",384,"['Fantasy', 'Urban Fantasy', 'Short Stories', 'Fiction', 'Science Fiction Fantasy', 'Magical Realism', 'Canada']","3,859 follower",106 review,450,11 (<1%),56 (1%),492 (15%),"1,252 (40%)","1,277 (41%)"
The Ideological Origins of the American Revolution,Bernard Bailyn,4.04,"4,228 rating","January 1, 1967","To the original text of what has become a classic of American historical literature, Bernard Bailyn adds a substantial essay, ""Fulfillment,"" as a Postscript. Here he discusses the intense, nation-wide debate on the ratification of the Constitution, stressing the continuities between that struggle over the foundations of the national government and the original principles of the Revolution. This detailed study of the persistence of the nation's ideological origins adds a new dimension to the book and projects its meaning forward into vital current concerns.",416,"['History', 'American History', 'Nonfiction', 'American Revolution', 'Politics', 'Philosophy', 'American']",112 follower,126 review,122,99 (2%),232 (5%),805 (19%),"1,341 (31%)","1,751 (41%)"
Harvest Home,Thomas Tryon,3.82,"9,712 rating","June 18, 1973","It was almost as if time had not touched the village of Cornwall Coombe. The quiet, peaceful place was straight out of a bygone era, with well-cared-for Colonial houses, a white-steepled church fronting a broad Common. Ned and Beth Constantine chanced upon the hamlet and immediately fell in love with it. This was exactly the haven they dream of. Or so they thought.For Ned and his family, Cornwall Coombe was to become a place of ultimate horror.",401,"['Horror', 'Fiction', 'Gothic', 'Mystery', 'Classics', 'Thriller', 'Halloween']",256 follower,"1,057 review",28,260 (2%),708 (7%),"2,411 (24%)","3,445 (35%)","2,888 (29%)"
The Julius House,Charlaine Harris,3.85,"18,980 rating","February 1, 1995","Since she met her fiance Martin Bartell, Roe Teagarden has never been happier. There's a difference in age and in background, but he seems to know exactly what she wants - like the Julius house. Roe is thrilled when Martin gives her the house as a wedding present. She's a keen amateur sleuth, and she has always been intrigued by its infamous history: six years ago, the family who lived there disappeared, never to be seen again. As Roe throws herself into renovating the Julius house, her misgivings about Martin's rather murky past recede. But when Roe is attacked by an axe-wielding maniac, she realises that the secrets inside her four walls - and her brand-new marriage - could destroy her.",256,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Romance', 'Audiobook', 'Mystery Thriller']",35.8k follower,823 review,278,102 (<1%),862 (4%),"5,635 (29%)","7,486 (39%)","4,895 (25%)"
Listening Point,Sigurd F. Olson,4.38,437 rating,"June 27, 1958","Poetic meditations about Olson’s cabin and his life there.This long-awaited paperback edition of a cabin-reading classic tells the story of Olson’s Listening Point from his first night of sleeping under the stars, to the eventual building of his retreat there.""Mr. Olson brings to his writing a native’s perception of the north country and the happy gift of making readers participate in his appreciation of trees and plants and animals."" Atlantic Monthly",256,"['Nature', 'Nonfiction', 'Essays', 'Memoir', 'Environment', 'United States', 'Natural History']",64 follower,30 review,36,2 (<1%),6 (1%),44 (10%),158 (36%),227 (51%)
The Path of Daggers,Robert Jordan,3.93,"143,191 rating","October 20, 1998","The Seanchan invasion force is in possession of Ebou Dar. Nynaeve, Elayne, and Aviendha head for Caemlyn and Elayne's rightful throne, but on the way they discover an enemy much worse than the Seanchan.In Illian, Rand vows to throw the Seanchan back as he did once before. But signs of madness are appearing among the Asha'man.In Ghealdan, Perrin faces the intrigues of Whitecloaks, Seanchan invaders, the scattered Shaido Aiel, and the Prophet himself. Perrin's beloved wife, Faile, may pay with her life, and Perrin himself may have to destroy his soul to save her.Meanwhile the rebel Aes Sedai under their young Amyrlin, Egwene al'Vere, face an army that intends to keep them away from the White Tower. But Egwene is determined to unseat the usurper Elaida and reunite the Aes Sedai. She does not yet understand the price that others—and she herself—will pay.",685,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']",15.4k follower,"3,755 review",563,"1,715 (1%)","8,327 (5%)","35,522 (24%)","50,663 (35%)","46,964 (32%)"
Reasonable Faith: Christian Truth and Apologetics,William Lane Craig,4.26,"3,454 rating","January 1, 1984","Perfect as a textbook yet excellent for lay readers, this updated edition builds a positive case for Christianity by applying the latest thought to core theological themes.J. Gresham Machen once said, False ideas are the greatest obstacles to the reception of the gospel-which makes apologetics that much more important. Wanting to engage not just academics and pastors but Christian laypeople and seekers, William Lane Craig has revised and updated key sections in this third edition of his classic text to reflect the latest work in astrophysics, philosophy, probability calculus, the arguments for the existence of God, and Reformed epistemology.His approach-that of positive apologetics-gives careful attention to crucial questions and concerns, including: the relationship of faith and reason, the existence of God, the problems of historical knowledge and miracles, the personal claims of Christ, and the historicity of the resurrection of Jesus. He shows that there is good reason to think Christianity is true. As Craig says, If you have a sound and persuasive case for Christianity, you don't have to become an expert in comparative religions and Christian cults. A positive justification of the Christian faith automatically overwhelms all competing world views lacking an equally strong case.",416,"['Philosophy', 'Christian', 'Religion', 'Christianity', 'Theology', 'Nonfiction', 'Faith']",743 follower,198 review,119,83 (2%),113 (3%),432 (12%),"1,038 (30%)","1,788 (51%)"
Βιολέτες για μια εποχή,Tasos Leivaditis,4.61,152 rating,"January 1, 1985","Οι ποιητές γυρίζουν ανάμεσά μαςΦτωχοί που περνάνε στους δρόμους, κρύβοντας στα φαρδιά ξεχειλωμέναπανωφόρια τους κάποιον ποιητή, που τον αρνήθηκε η τύχηή τον ξεγέλασαν οι περιστάσειςαλλά που τους χαρίζει καμιά φορά τα ωραία τους δάκρυα.Νυχτερινός άνεμοςΚάποτε θα εγκαταλείψω όλες τις προσδοκίες μου για να γεννηθείένας λόγος αληθινόςοι νύχτες μου αγρύπνησαν πάνω στο στήθος των αγαλμάτωνκι άξαφνα ένας τρελός φώναζε κι έβγαινε ο κούκος του φεγγαριούείμαι λυπημένος σαν μια μικρή άρρωστη που της αρνήθηκαν τονκήποκαι φυσικά ερχόταν από πολύ μακρά όπως κάθε κίνδυνοςενώ το γέλιο της γυναίκας κελάρυζε απαλά σαν βυζαντινό τροπάριοπαιδικές ικεσίες γραμμένες στον άνεμοω λησμονιά...",143,"['Poetry', 'Poetry', 'Poetry']",69 follower,9 review,42,0 (0%),1 (<1%),9 (5%),39 (25%),103 (67%)
Loon Lake,E.L. Doctorow,3.49,"1,562 rating","January 1, 1980","It is America in the great depression, and he is a child of that time, that place. He runs away from home in Paterson, New Jersey, to New York City and learns the bare bones of life before he hits the road with a traveling carnival. Then one icy night in the Adirondacks, the young man sees a private train roar by. In its lit windows, he spies an industrial tycoon, a poet, a gangster, and a heartbreakingly beautiful girl. He follows them, as one follows a dream, to an isolated private estate on Loon Lake.Thus the stage is set for a spellbinding tale of mystery and menace, greed and ambition, harsh lust and tender love, that lays bare the darkest depths of the human heart and the nightmarish underside of the American dream. E. L. Doctorow has written a novel aglow with poetry and passion, lit by the burning fire of humanity and history, terror and truth.",255,"['Fiction', 'Historical Fiction', 'Literature', 'Novels', 'American', 'Classics', 'Literary Fiction']","1,058 follower",128 review,96,72 (4%),177 (11%),512 (32%),522 (33%),279 (17%)
They Were Counted,Miklós Bánffy,4.19,"1,322 rating","January 1, 1934","Shooting parties in great country houses, turbulent scenes in parliament and the luxury life in Budapest provide the backdrop for this gripping, prescient novel, forming a chilling indictment of upper-class frivolity and political folly, in which good manners cloak indifference and brutality. Abady becomes aware of the plight of a group of Romanian mountain peasants and champions their cause, while Gyeroffy dissipates his resources at the gaming tables, mirroring the decline of the Austro-Hungarian empire itself.",621,"['Fiction', 'Historical Fiction', 'Hungary', 'Classics', 'Hungarian Literature', '20th Century', 'Historical', 'Fiction', 'Historical Fiction', 'Hungary', 'Classics', 'Hungarian Literature', '20th Century', 'Historical', 'Fiction', 'Historical Fiction', 'Hungary', 'Classics', 'Hungarian Literature', '20th Century', 'Historical', 'Fiction', 'Historical Fiction', 'Hungary', 'Classics', 'Hungarian Literature', '20th Century', 'Historical', 'Fiction', 'Historical Fiction', 'Hungary', 'Classics', 'Hungarian Literature', '20th Century', 'Historical']",61 follower,186 review,31,14 (1%),33 (2%),194 (14%),524 (39%),557 (42%)
