title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Anansi the Spider: A Tale from the Ashanti,Gerald McDermott,4.12,"7,165 rating","January 1, 1973","Anansi the Spider is one of the great folk heroes of the world. He is a rogue, a mischief maker, and a wise, lovable creature who triumphs over larger foes.In this traditional Ashanti tale, Anansi sets out on a long, difficult journey. Threatened by Fish and Falcon, he is saved from terrible fates by his sons. But which of his sons should Anansi reward? Calling upon Nyame, the God of All Things, Anansi solves his predicament in a touching and highly resourceful fashion.In adapting this popular folktale, Gerald McDermott merges the old with the new, combining bold, rich color with traditional African design motifs and authentic Ashanti language rhythms. Anansi the Spider is a 1973 Caldecott Honor Book.",48,57,69 follower,"['Picture Books', 'Childrens', 'Folklore', 'Africa', 'Fiction', 'Animals', 'Cultural']",479 review,"3,150 (43%)","2,204 (30%)","1,412 (19%)",312 (4%),87 (1%)
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.12,"1,226 rating","January 1, 1997","Ronald Reagan: How and Ordinary Man Became an Extraordinary Leader292 pp. In this enlightening new look at one of our most successful, most popular, and least understood presidents, bestselling author and former Reagan aide Dinesh D'Souza shows how this ""ordinary"" man was able to transform the political landscape in a way that made a permanent impact on America and the world. Ronald Reagan is a thoughtful and honest assessment of how this underestimated president became a truly extraordinary leader.",304,42,866 follower,"['Biography', 'History', 'Politics', 'Nonfiction', 'Presidents', 'American History', 'Biography Memoir']",56 review,533 (43%),424 (34%),195 (15%),37 (3%),37 (3%)
"Damien the Leper: A Life of Magnificent Courage, Devotion and Spirit",John  Farrow,4.11,147 rating,"January 1, 1937","The great adventure of Damien the Leper began quietly over a century ago. Since then, his remarkable story has become legend throughout the world.Joseph De Veuster left his secure life in Belgium, thrusting aside all thoughts of personal danger and spending the rest of his days as Father Damien comforting the sick and the dying. Though virtually entombed among the living dead of a leper colony on the island of Molokai, Father Damien managed to find beauty and enchantment in the lush surroundings. His extraordinary journey of the spirit comes to life in John Farrow's splendid biography, which has become a classic over the years and is sure to endure as long as people thrill to deeds of valor and pay homage to the great spiritual truths so perfectly reflected in this unforgettable story of courage, sacrifice, and devotion.",288,5,2 follower,"['Biography', 'Nonfiction', 'Religion', 'Spirituality', 'History', 'Medicine', 'Historical']",25 review,57 (38%),56 (38%),28 (19%),5 (3%),1 (<1%)
Master Olof,August Strindberg,2.96,108 rating,"January 1, 1872","Johan August Strindberg (1849-1912) was a Swedish writer, playwright, and painter. Strindberg is known as one of the fathers of modern theatre. His work falls into two major literary movements, Naturalism and Expressionism. His novel The Red Room (1879) brought him fame. His early plays were written in the Naturalistic style. His best-known play from this period is Miss Julie (1888). Later, he underwent a time of inner turmoil known as the Inferno Period, which culminated in the production of a book written in French, Inferno (1897). He also exchanged a few cryptic letters with Nietzsche. Strindberg subsequently broke with Naturalism and began to produce works informed by Symbolism. He is considered one of the pioneers of the Modern European stage and Expressionism. The Dance of Death (1900), A Dream Play (1902) and The Ghost Sonata (1907) are well-known plays from this period. It is not so widely known that Strindberg also was a telegrapher, painter, photographer and alchemist.",140,"1,508",691 follower,"['Plays', 'Drama', 'Swedish Literature', 'Fiction', 'Historical', '19th Century', 'Plays', 'Drama', 'Swedish Literature', 'Fiction', 'Historical', '19th Century', 'Plays', 'Drama', 'Swedish Literature', 'Fiction', 'Historical', '19th Century']",6 review,7 (6%),20 (18%),51 (47%),22 (20%),8 (7%)
The Coldest Winter Ever,Sister Souljah,4.46,"39,101 rating","April 1, 1999","Renowned hip-hop artist, political activist, and bestselling author Sister Souljah brings the streets of New York to life in a powerful and utterly unforgettable first novel.I came busting into the world during one of New York's worst snowstorms, so my mother named me Winter. Ghetto-born, Winter is the young, wealthy daughter of a prominent Brooklyn drug-dealing family. Quick-witted, sexy, and business-minded, she knows and loves the streets like the curves of her own body. But when a cold Winter wind blows her life in a direction she doesn't want to go, her street smarts and seductive skills are put to the test of a lifetime. Unwilling to lose, this ghetto girl will do anything to stay on top.  Featuring a Special Collector’s Edition Reader’s Guide—including an author Q&A, detailed character analyses, and the author’s own remarks about the meaning of her story.",430,24,"2,480 follower","['Fiction', 'African American', 'Urban', 'Young Adult', 'Contemporary', 'Adult', 'Adult Fiction']","2,908 review","25,293 (64%)","8,638 (22%)","3,622 (9%)","1,073 (2%)",475 (1%)
Bookends,Jane Green,3.74,"41,714 rating","January 1, 2000","On the heels of her national bestsellers Jemima J and Mr. Maybe, British sensation Jane Green delivers a sparkling tale of old friends reunited and old jealousies rekindled.Catherine Warner and Simon Nelson are best friends: total opposites, always together, and both unlucky in love. Cath is scatterbrained, messy, and–since she had her heart broken a few years back–emotionally closed off. Si is impossibly tidy, bitchy, and desperate for a man of his own. They live in London’s West Hampstead along with their lifelong friends, Josh and Lucy, who are happily married with a devil-spawn child and a terrifying Swedish nanny, Ingrid.All’s well (sort of) until the sudden arrival of a college friend–the stunningly beautiful Portia, who’s known for breaking hearts. Though they’ve grown up and grown apart from Portia, the four friends welcome her back into the fold. But does Portia have a hidden agenda or is she merely looking to reconnect with old friends? Her reappearance soon unleashes a rollicking series of events that tests the foursome’s friendships to the limit and leaves them wondering if a happy ending is in store.Fortunately, Cath has plenty to take her mind off Portia’s schemes–like her gutsy decision to leave her job in advertising to fulfill her dream of opening a bookstore. And then there’s James, the sexy real-estate agent who keeps dropping by even after the bookstore deal is done. With his irresistible smile and boyish charm could he be the one to melt Cath’s heart? Told with Jane Green’s captivating wit and flare, Bookends is above all a story about friendship–its twists, turns and complications–and how it weathers the challenges of love, ambition, marriage, and, most of all, growing up. Warmhearted, sophisticated, and full of delicious surprises, Bookends is Green’s most dazzling novel yet.",368,87,"8,321 follower","['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Adult Fiction', 'British Literature']","1,062 review","10,682 (25%)","14,358 (34%)","12,697 (30%)","3,006 (7%)",971 (2%)
Camping and Woodcraft: A Handbook for Vacation Campers and for Travelers in the Wilderness,Horace Kephart,4.28,328 rating,"March 22, 1906","Originally published in 1906 as one volume, Camping and Woodcraft was expanded into a two-volume edition in 1916-17. Camping and Woodcraft ranks sixth among the ten best-selling sporting books of all time. A standard manual for campers and a veritable outdoor enthusiast’s bible for over four decades, this book reflects Horace Kephart’s practical knowledge and covers, in depth, any problem that campers might confront.Kephart lived in the Great Smoky Mountains and spent most of his time in the wild. Consequently, he became an expert on all aspects of camp life from living in a semi-permanent lean-to to traveling with only the bare essentials in a backpack. More than simply a hunting or fishing guide, Kephart’s book covers a wide variety of subjects from how to dress game and fish to how to shoot accurately. Every chapter is filled with tips that remain useful even after fifty years of improvements in equipment and technology.Jim Casada, who has provided an informative introduction to this edition, is professor of history at Winthrop College. He has written numerous articles on sporting figures and outdoor literature and is editor-at-large for Sporting Classics and contributing editor for Fly Fishing Heritage.",912,112,16 follower,"['Outdoors', 'Nonfiction', 'Survival', 'Reference', 'Nature', 'Outdoors', 'Nonfiction', 'Survival', 'Reference', 'Nature', 'Outdoors', 'Nonfiction', 'Survival', 'Reference', 'Nature']",33 review,174 (53%),91 (27%),49 (14%),10 (3%),4 (1%)
The Secret of Dragonhome,John Peel,4.17,"1,004 rating","August 1, 1998","Melayne and her young brother Sarrow are Talents, hunted by the King's relentless Seekers. If their Talent is discovered, they will be sent to their death. So they must hide...or die.Melayne and Sarrow find refuge at Dragonhome, the mysterious estate of the shadowy Lord Sander. Lord Sander also has something to hide--a dark and fantastical secret that haunts his every move. In order to save herself and her brother, Melayne must confront forces much stronger than her talent--tempests of magic, desire, and betrayal. If Melayne is not careful, her truth will be revealed.Melayne must unlock the secrets of Dragonhome. As danger approaches, it will be her only hope.",369,398,142 follower,"['Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Romance', 'High Fantasy', 'Childrens']",85 review,491 (48%),288 (28%),151 (15%),54 (5%),20 (1%)
"Nausicaä of the Valley of the Wind, Vol. 7",Hayao Miyazaki,4.59,"2,413 rating","January 1, 1995","Nach den ""Sieben Tagen des Feuers"" ist die Erde von einem Wald aus giftigen Riesenpilzen bedeckt. In den wenigen unverseuchten Landstrichen leben die letzten Menschen weitverstreut. Das Tal der Winde ist ein sehr kleines Königreich direkt am Rand des ""Meers der Fäulnis"". Prinzessin Nausicaä kämpft hier mit ihrem Volk ums Überleben...",223,359,"2,925 follower","['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Science Fiction', 'Fiction', 'Comic Book']",140 review,"1,650 (68%)",581 (24%),152 (6%),24 (<1%),6 (<1%)
Petals of Blood,Ngũgĩ wa Thiong'o,3.90,"2,309 rating","January 1, 1977","“The definitive African book of the twentieth century ” (Moses Isegawa, from the Introduction) by the Nobel Prize–nominated Kenyan writerThe puzzling murder of three African directors of a foreign-owned brewery sets the scene for this fervent, hard-hitting novel about disillusionment in independent Kenya. A deceptively simple tale, Petals of Blood  is on the surface a suspenseful investigation of a spectacular triple murder in upcountry Kenya. Yet as the intertwined stories of the four suspects unfold, a devastating picture emerges of a modern third-world nation whose frustrated people feel their leaders have failed them time after time.First published in 1977, this novel was so explosive that its author was imprisoned without charges by the Kenyan government. His incarceration was so shocking that newspapers around the world called attention to the case, and protests were raised by human-rights groups, scholars, and writers, including James Baldwin, Toni Morrison, Donald Barthelme, Harold Pinter, and Margaret Drabble.",432,83,"1,698 follower","['Fiction', 'Africa', 'Kenya', 'Classics', 'African Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Africa', 'Kenya', 'Classics', 'African Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Africa', 'Kenya', 'Classics', 'African Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Africa', 'Kenya', 'Classics', 'African Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Africa', 'Kenya', 'Classics', 'African Literature', 'Historical Fiction', 'Literature']",231 review,712 (30%),869 (37%),548 (23%),137 (5%),43 (1%)
Tailchaser's Song,Tad Williams,3.98,"12,444 rating","January 1, 1985","Meet Fritti Tailchaser, a ginger tom cat of rare courage and curiosity, a born survivor in a world of heroes and villains, of powerful feline gods and whiskery legends about those strange furless, erect creatures called M’an.“The hour of Unfolding Dark had begun, and the rooftop where Tailchaser lay was smothered in shadow. He was deep in a dream of leaping and flying when he felt an unusual tingling in his whiskers. Fritti Tailchaser, hunterchild of the Folk, came suddenly awake and sniffed the air. Ears pricked and whiskers flared straight, he sifted the evening breeze. Nothing unusual. Then what had awakened him? Pondering, he splayed his claws and began a spine-limbering stretch that finally ended at the tip of his reddish tail.”Join Tailchaser on his magical quest to rescue his catfriend Hushpad on a quest that will take him all the way to cat hell and beyond.",375,329,"6,949 follower","['Fantasy', 'Fiction', 'Animals', 'Cats', 'Young Adult', 'Science Fiction Fantasy', 'Animal Fiction']",730 review,"4,419 (35%)","4,344 (34%)","2,842 (22%)",667 (5%),172 (1%)
Under Western Eyes,Joseph Conrad,3.70,"3,204 rating","January 1, 1911","'It was I who removed de P- this morning.' With these chilling words Victor Haldin shatters the solitary, industrious existence of Razumov, his fellow student at St Petersburg University. Razumov aims to overcome the denial of his noble birth by a brilliant career in the tsarist bureaucracy created by Peter the Great. But in pre-revolutionary Russia Peter's legacy is autocracy tempered by assassination; and Razumov is soon caught in a tragic web with Haldin's trustful sister Natalia in spy-haunted Geneva. Their fateful story is told by an elderly Englishman who loves Natalia but plays his part of a 'dense Westerner' to the end.",384,"3,101","4,179 follower","['Fiction', 'Classics', 'Literature', 'Russia', 'Historical Fiction', '20th Century', 'Novels', 'Fiction', 'Classics', 'Literature', 'Russia', 'Historical Fiction', '20th Century', 'Novels', 'Fiction', 'Classics', 'Literature', 'Russia', 'Historical Fiction', '20th Century', 'Novels']",312 review,735 (22%),"1,187 (37%)",938 (29%),260 (8%),84 (2%)
March Violets,Philip Kerr,3.80,"16,880 rating","March 23, 1989","The first book of the Berlin Noir trilogy, March Violets introduces readers to Bernie Gunther, an ex-policeman who thought he'd seen everything on the streets of 1930's Berlin; until he turned freelance and each case he tackled sucked him further into the grisly excesses of Nazi subculture. Bernhard Gunther, a hard-boiled Berlin detective who specializes in tracking down missing persons — mostly Jews. He is summoned by a wealthy industrialist to find the murderer of his daughter and son-in-law, killed during the robbery of a priceless diamond necklace. Gunther quickly is catapulted into a major political scandal involving Hitler's two main henchmen, Goering and Himmler. The search for clues takes Gunther to morgues overflowing with Nazi victims; raucous nightclubs; the Olympic games where Jesse Owens tramples the theory of Aryan racial superiority; the boudoir of a famous actress; and finally to the Dachau concentration camp. Fights with Gestapo agents, shoot-outs with adulterers, run-ins with a variety of criminals, and dead bodies in unexpected places keep readers guessing to the very end. Hard-hitting, fast-paced, and richly detailed, March Violets is noir writing at its blackest and best.",245,116,"1,869 follower","['Mystery', 'Historical Fiction', 'Fiction', 'Crime', 'Thriller', 'Germany', 'Noir']","1,558 review","4,059 (24%)","7,055 (41%)","4,428 (26%)",998 (5%),340 (2%)
The Skook,J.P.  Miller,4.17,122 rating,"January 1, 1984","Fleeing from a motorcycle gang, alienated, middle-aged Spanish Barrman escapes into a hidden cave and finds himself entombed in an underground labyrinth inhabited by the wondrous Skook.",307,10,2 follower,"['Fiction', 'Fantasy', 'Horror', 'Paranormal', 'Magical Realism']",19 review,49 (40%),48 (39%),22 (18%),3 (2%),0 (0%)
Omerta,Mario Puzo,3.75,"17,536 rating","January 1, 2000","To Don Raymonde Aprile's children he was a loyal family member, their father's adopted ""nephew."" To the FBI he was a man who would rather ride his horses than do Mob business. No one knew why Aprile, the last great American Don, had adopted Astorre Viola many years before in Sicily; no one suspected how he had carefully trained him ... and how, while the Don's children claimed respectable careers in America, Astorre Viola waited for his time to come.Now his time has arrived. The Don is dead, his murder one bloody act in a drama of ambition and deceit --- from the deadly compromises made by an FBI agent to the greed of two crooked NYPD detectives and the frightening plans of a South American Mob kingpin. In a collision of enemies and lovers, betrayers and loyal soldiers, Astorre Viola will claim his destiny. Because after all these years, this moment is in his blood ...",369,151,"4,284 follower","['Fiction', 'Crime', 'Thriller', 'Mystery', 'Novels', 'Classics', 'Suspense']",651 review,"4,234 (24%)","6,522 (37%)","5,278 (30%)","1,241 (7%)",261 (1%)
Levels of the Game,John McPhee,4.25,"2,525 rating","September 23, 1969","Levels of the Game is John McPhee's astonishing account of a tennis match played by Arthur Ashe against Clark Graebner at Forest Hills in 1968.It begins with the ball rising into the air for the initial serve and ends with the final point. McPhee provides a brilliant, stroke-by-stroke description while examining the backgrounds and attitudes which have molded the players' games.""This may be the high point of American sports journalism""- Robert Lipsyte, The New York Times",149,122,"1,622 follower","['Sports', 'Nonfiction', 'Biography', 'History', 'Essays', 'Psychology', 'Writing']",247 review,"1,117 (44%)",996 (39%),357 (14%),42 (1%),13 (<1%)
Two Thousand Seasons,Ayi Kwei Armah,4.42,374 rating,"January 1, 1973","A young group inexorably rebels against the forces destroying Africa. By the author of ""Fragments"" and ""The Healers"".",206,16,255 follower,"['Africa', 'Fiction', 'African Literature', 'Historical Fiction', 'Ghana', 'Feminism', 'Literature']",38 review,223 (59%),106 (28%),27 (7%),16 (4%),2 (<1%)
Individuals: An Essay in Descriptive Metaphysics,Peter Frederick Strawson,3.84,73 rating,"January 1, 1959","Since its publication in 1959, Individuals has become a modern philosophical classic. Bold in scope and ambition, it continues to influence debates in metaphysics, philosophy of logic and language, and epistemology. Peter Strawson's most famous work, it sets out to describe nothing less than the basic subject matter of our thought. It contains Strawson's now famous argument for descriptive metaphysics and his repudiation of revisionary metaphysics, in which reality is something beyond the world of appearances.Throughout, Individuals advances some highly influential and controversial ideas, such as 'non-solipsistic consciousness' and the concept of a person a 'primitive concept'",260,25,31 follower,"['Philosophy', 'Metaphysics', 'Nonfiction']",6 review,18 (24%),33 (45%),15 (20%),6 (8%),1 (1%)
