title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
"Anarhie, stat și utopie",Robert Nozick,3.76,"5,622 rating","November 1, 1974","Cartea care l-a consacrat pe Robert Nozick – profesor de filozofie la Harvard – a fost recompensata in 1975 cu prestigiosul National Book Award. De atunci este reeditata periodic, iar extrase semnificative din ea, mai ales din capitolul care prezinta originala teorie a autorului asupra „dreptatii distributive“, sunt incluse in orice antologie anglo–saxona de etica sau filozofie politica. Anarhie, stat si utopie se afla si astazi in centrul atentiei sociologilor, politologilor si specialistilor in teoria dreptului, fiind considerata cea mai non–conformista si mai bine argumentata lucrare din domeniul filozofiei politice de orientare analitica. Robert Nozick ia in serios contestarea anarhista a legitimitatii morale a statului si considera ca intrebarea „De ce trebuie sa existe statul – si nu pur si simplu anarhia?“ constituie problema fundamentala a filozofiei politice, meritand un raspuns temeinic. Argumentele aduse de autor demonstreaza indreptatirea unui „stat minimal“, ale carui functii s-ar limita la protectia individului (de violenta, furt, inselatorie) si la asigurarea respectarii contractelor. Doar un astfel de stat, sustine Nozick, are legitimitate morala, deoarece el nu incalca „drepturile naturale“ (lockeene) ale individului, intre care dreptul la viata si cel la proprietate.",448,33,261 follower,"['Philosophy', 'Politics', 'Nonfiction', 'Economics', 'Political Science', 'Sociology', 'History', 'Philosophy', 'Politics', 'Nonfiction', 'Economics', 'Political Science', 'Sociology', 'History', 'Philosophy', 'Politics', 'Nonfiction', 'Economics', 'Political Science', 'Sociology', 'History']",295 review,"1,630 (28%)","1,915 (34%)","1,365 (24%)",497 (8%),215 (3%)
Queen's Grace,Jan Westcott,4.00,58 rating,"January 1, 1959",The Queen was Marked for death-,444,27,4 follower,"['Historical Fiction', 'Fiction']",11 review,21 (36%),22 (37%),10 (17%),4 (6%),1 (1%)
Alien Agenda: Investigating the Extraterrestrial Presence Among Us,Jim Marrs,3.99,"1,058 rating","January 1, 1997","The bestselling author of ""Crossfire"" weaves together a wealth of new and long-suppressed evidence to present this unique, definitive examination of alien and paranormal events here and now. 16 pages of photos.",433,52,274 follower,"['Nonfiction', 'Conspiracy Theories', 'Aliens', 'Paranormal', 'History', 'Occult', 'Science']",58 review,406 (38%),354 (33%),208 (19%),64 (6%),26 (2%)
The Story of B,Daniel Quinn,4.14,"10,914 rating","January 1, 1996","An Adventure of the Mind and SpiritFather Jared Osborne has received an extraordinary assignment from his superiors: Investigate an itinerant preacher stirring up deep trouble in central Europe. His followers all him B, but his enemies say he’s something else: the Antichrist. However, the man Osborne tracks across a landscape of bars, cabarets, and seedy meeting halls is no blasphemous monster—though an earlier era would undoubtedly have rushed him to the burning stake. For B claims to be enunciating a gospel written not on any stone or parchment but in our very genes, opening up a spiritual direction for humanity that would have been unimaginable to any of the prophets or saviors of traditional religion. Pressed by his superiors for a judgment, Osborne is driven to penetrate B’s inner circle, where he soon finds himself an anguished collaborator in the dismantling of his own religious foundations. More than a masterful novel of adventure and suspense, The Story of B is a rich source of compelling ideas from an author who challenges us to rethink our most cherished beliefs.",352,46,"1,564 follower","['Fiction', 'Philosophy', 'Spirituality', 'Environment', 'Religion', 'Novels', 'Literature']",619 review,"4,781 (43%)","3,636 (33%)","1,861 (17%)",485 (4%),151 (1%)
Delirium's Mistress,Tanith Lee,4.21,783 rating,"January 1, 1985","Azhriaz, daughter of Azhrarn, Demon Lord of Night, and a mortal woman, is hidden on a mysterious island, destined to spend her life in dreams, until her father's enemy, Prince Chuz, Delusion's Master, rescues her and transforms her into Delirium's Mistress",416,651,"1,707 follower","['Fantasy', 'Fiction', 'High Fantasy', 'Dark Fantasy', 'Magic', 'Sci Fi Fantasy', 'Science Fiction Fantasy']",46 review,366 (46%),257 (32%),126 (16%),29 (3%),5 (<1%)
Indian Tales,Jamie De Angulo,4.22,105 rating,"January 1, 1953","Hailed by Ezra Pound as the ""American Ovid"" and renowned as a linguist and a self-described ""amateur anthropologist,"" Jaime de Angulo drew on his forty years among the Pit River tribe of California to create the amalgam of fiction, folklore, tall tales, jokes, ceremonial ritual, and adventure that is Indian Tales. He first wrote these stories to entertain his children, borrowing freely from the worlds of the Pit, and also of the Miwok, Pomo, and Karok. Here are the adventures of Father Bear, Mother Antelope, the little boy Fox, and, of course, Old Man Coyote in a time when people and animals weren't so very far apart. The author's intent was not so much to rer anthropologically faithful translations-though they are here-as to create a magical world fueled by the power of storytelling while avoiding the dangers for the romantic and picturesque. True to the playful and imaginative spirit he portrays, de Angulo mischievously recommends to readers: ""When you find yourself searching for some mechanical explanation, if you don't know the answer, invent one. When you pick out some inconsistency or marvelous improbability, satisfy your curiosity like the old Indian folk: 'Well, that's the way they tell that story. I didn't make it up!'""",256,4,4 book,"['Fiction', 'Literature']",14 review,56 (53%),22 (20%),21 (20%),6 (5%),0 (0%)
Dead Babies,Martin Amis,3.37,"6,059 rating","January 1, 1975","If the Marquis de Sade were to crash one of P.G. Wodehouse's house parties, the chaos might resemble the nightmarishly funny goings-on in this novel by the author of London Fields. The residents of Appleseed Rectory have primed themselves both for a visit from a triad of Americans and a weekend of copious drug taking and sexual gymnastics. There's even a heifer to be slugged and a pair of doddering tenants to be ingeniously harassed. But none of these variously bright and dull young things has counted on the intrusion of ""dead babies"" — dreary spasms of reality. Or on the uninvited presence of a mysterious prankster named Johnny, whose sinister idea of fun makes theirs look like a game of backgammon.",206,91,"2,785 follower","['Fiction', 'Contemporary', 'Thriller', 'Novels', 'British Literature', 'Mystery', '20th Century']",265 review,"1,033 (17%)","1,757 (28%)","2,082 (34%)",823 (13%),364 (6%)
Grand Passion,Jayne Ann Krentz,3.93,"3,683 rating","January 1, 1994","Searching for his hidden inheritance, Max Fortune finds more than he expects at the Robbins’ Nest Inn. Max’s mentor and friend, Jason Curzon, has left five priceless paintings on the coast and from his deathbed has sent Max to retrieve them along with anything else he might discover. What Max does find is a woman who sends shock waves to his core.Cleopatra Robbins has her hands full managing her small coastal inn. When Max arrives she recognizes her dream man…and he’s not at all dreamy! But when danger threatens from Cleo’s past, Max is the one man she can trust.",282,414,"6,751 follower","['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Mystery', 'Fiction', 'Suspense']",133 review,"1,165 (31%)","1,359 (36%)",931 (25%),190 (5%),38 (1%)
SOLO,Jack Higgins,3.91,"2,495 rating","January 1, 1980",Softback Good Condition,256,539,"1,185 follower","['Thriller', 'Fiction', 'Mystery', 'Action', 'Espionage', 'Crime', 'Historical']",116 review,800 (32%),884 (35%),640 (25%),130 (5%),41 (1%)
Make Way for Ducklings,Robert McCloskey,4.24,"88,953 rating","January 1, 1941","This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Awarded the Caldecott Medal in 1942, Make Way for Ducklings has been described as ""one of the merriest picture books ever"" (The New York Times). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf.",64,51,320 follower,"['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Family', 'Juvenile']","1,914 review","47,025 (52%)","23,200 (26%)","13,570 (15%)","3,327 (3%)","1,831 (2%)"
Autobiography Bertrand Russell ed2,Bertrand Russell,4.07,"1,318 rating","January 1, 1951","Bertrand Russell was born in 1872 and died in 1970. One of the most influential figures of the twentieth century, he transformed philosophy and can lay claim to being one of the greatest philosophers of all time. He was a Nobel Prize winner for Literature and was imprisoned several times as a result of his pacifism. His views on religion, education, sex, politics and many other topics, made him one of the most read and revered writers of the age. This, his autobiography, is one of the most compelling and vivid ever written.This one-volume, compact paperback edition contains an introduction by the politician and scholar, Michael Foot, which explores the status of this classic nearly 30 years after the publication of the final volume.",749,"1,418","6,688 follower","['Philosophy', 'Biography', 'Nonfiction', 'Autobiography', 'History', 'Memoir', 'Biography Memoir']",108 review,495 (37%),503 (38%),246 (18%),61 (4%),13 (<1%)
The Complete Claudine,Colette,4.17,"1,578 rating","January 1, 1903","Colette, prodded by her first husband, Willy, began her writing career with Claudine at School, which catapulted the young author into instant, sensational success. Among the most autobiographical of Colette's works, these four novels are dominated by the child-woman Claudine, whose strength, humor, and zest for living make her seem almost a symbol for the life force.Janet Flanner described these books as ""amazing writing on the almost girlish search for the absolute of happiness in physical love . . . recorded by a literary brain always wide awake on the pillow.""",632,555,"1,498 follower","['Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Literary Fiction', 'Queer', 'Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Literary Fiction', 'Queer', 'Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Literary Fiction', 'Queer', 'Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Literary Fiction', 'Queer', 'Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Literary Fiction', 'Queer']",124 review,677 (42%),571 (36%),268 (16%),47 (2%),15 (<1%)
Herbert West—Reanimator,H.P. Lovecraft,3.84,"6,613 rating","June 1, 1922","""Herbert West: Reanimator"" is a short story by American horror fiction writer H. P. Lovecraft. It was written between October 1921 and June 1922. It was first serialized in February through July 1922 in the amateur publication Home Brew. The story was the basis of the 1985 horror film Re-Animator and its sequels, in addition to numerous other adaptations in various media.The story is the first to mention Lovecraft's fictional Miskatonic University. It is also notable as one of the first depictions of zombies, as corpses arising, through scientific means, as animalistic, and uncontrollably violent creatures.",35,"2,484",17.4k follower,"['Horror', 'Short Stories', 'Fiction', 'Lovecraftian', 'Classics', 'Science Fiction', 'Fantasy']",605 review,"1,768 (26%)","2,582 (39%)","1,777 (26%)",414 (6%),72 (1%)
The Oasis,Pauline Gedge,4.14,843 rating,"January 1, 1999","Kamose assumes command of the rebellion of the native princes against their overlords following his father's death, making a perilous sweep up the river Nile toward the delta strongholds of the Hyksos, but the long domination of alien men and their gods have a fortuitous stronghold....",544,65,455 follower,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Ancient', 'Egyptology', 'German Literature']",42 review,314 (37%),357 (42%),152 (18%),15 (1%),5 (<1%)
Cosmic Banditos,A.C. Weisbecker,4.07,"2,318 rating","January 1, 1986","Soon to be a major motion picture starring John Cusack ! Mr. Quark is a down-on-his luck pot-smuggler hiding out in the mountains of Colombia with his dog, High Pockets, and a small band of banditos led by the irascible Jose. Only months before, these three and their fearless associates were rolling in millions in cash and high-grade marijuana, eluding prosecution on “ridiculously false” drug and terrorism charges. But times have quickly grown lean, and to liven up their exile, Jose decides to mug a family of American tourists. Among the spoils are physics texts, which launch Mr. Quark on a side-splitting, boisterous adventure north to California, where he confronts the owner of the books with his own theories on relativity, the nature of the universe, and looking for the meaning of life in all the wrong places….",224,3,37 follower,"['Fiction', 'Comedy', 'Science Fiction', 'Humor', 'Adventure', 'Novels', 'Roman']",202 review,974 (42%),758 (32%),406 (17%),128 (5%),52 (2%)
Miss Wiss ganz groß,Terence Blacker,4.40,5 rating,"January 1, 1988","Eine Lehrerin, die hexen kann, das ist erst mal ein bisschen unheimlich. Aber bald merken die Kinder der Sankt-Barnabas Schule: Miss Wiss ist große Klasse! Egal ob sie es mit eifersüchtigen Lehrerinnen, heimtückischen Katzenfängern oder Jacks rebellierendem Blinddarm zu tun hat -Miss Wiss weiß einfach immer Rat und taucht überall dort auf, wo ein kleiner Zauber vonnöten ist.""Zauberhafte Miss Wiss"", ""Zu Hilfe, Miss Wiss!"" und ""Gefangen, Miss Wiss"" -Mit diesen ersten drei Miss Wiss-Abenteuern zaubert sich Miss Wiss erfrischen witzig in die Herzen der Leser.",223,126,40 follower,[],0 review,3 (60%),1 (20%),1 (20%),0 (0%),0 (0%)
Eric,Terry Pratchett,3.78,"73,298 rating","January 1, 1990","Librarian's note: There is an Alternate Cover Edition for this edition of this book here.Eric is the Discworld's only demonology hacker. The trouble is, he's not very good at it. All he wants is the usual three wishes: to be immortal, rule the world and have the most beautiful woman fall madly in love with him. The usual stuff. But what he gets is Rincewind, and Rincewind's Luggage into the bargain. Terry Pratchett's hilarious take on the Faust legend stars many of the Discworld's'most popular characters in an outrageous adventure that will leave Eric wishing once more - this time, quite fervently, that he'd never been born .",155,489,42.5k follower,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']","2,668 review","18,202 (24%)","26,960 (36%)","22,743 (31%)","4,642 (6%)",751 (1%)
A Man,Oriana Fallaci,4.39,"5,584 rating","January 1, 1979","""What's the point anyway — Of suffering, dying? It teaches us to live, boy. A man who does not struggle does not live, he survives."" (quote from the book)The book is a pseudo-biography about Alexandros Panagoulis written in the form of a novel. Fallaci had an intense romantic relationship with Panagoulis. She uses the novel to put forth her view that Panagoulis was assassinated by a vast conspiracy, a view widely shared by many Greeks.",463,56,"1,350 follower","['Fiction', 'Italian Literature', 'Novels', 'Italy', 'Roman', 'Classics', 'Politics']",395 review,"3,167 (56%)","1,644 (29%)",607 (10%),122 (2%),44 (<1%)
În căutarea unei lumi mai bune: conferințe și eseuri din trei decenii,Karl Popper,4.17,339 rating,"January 1, 1984","Fascinante prin limbajul lor viu si limpede, conferintele si eseurile reunite de autor in aceasta culegere sunt reprezentative pentru universul tematic popperian, penduland intre epistemologie si filozofia sociala. Iata cateva titluri din volum, subsumat ideii ca tot ce vietuieste este ""in cautarea unei lumi mai bune"": Cunoasterea si modelarea societatii, Logica stiintelor sociale, Despre impactul culturilor, O teorie obiectiva a comprehensiunii istorice, Cum vad eu filozofia, In ce crede Occidentul.",256,276,"1,524 follower","['Philosophy', 'Science', 'Essays', 'Nonfiction', 'Politics', 'Social Science', 'Sociology', 'Philosophy', 'Science', 'Essays', 'Nonfiction', 'Politics', 'Social Science', 'Sociology', 'Philosophy', 'Science', 'Essays', 'Nonfiction', 'Politics', 'Social Science', 'Sociology']",35 review,133 (39%),146 (43%),49 (14%),8 (2%),3 (<1%)
Sourcery,Terry Pratchett,3.91,"98,839 rating","January 1, 1988","There was an eighth son of an eighth son. He was, quite naturally, a wizard. And there it should have ended. However (for reasons we'd better not go into), he had seven sons. And then he had an eighth son... a wizard squared... a source of magic... a Sourcerer.",270,489,42.5k follower,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Magic', 'Audiobook']","3,177 review","27,644 (27%)","39,949 (40%)","26,533 (26%)","4,023 (4%)",690 (<1%)
Seis poemas gallegos,Federico García Lorca,4.28,81 rating,"January 1, 1935","«Seis poemas galegos» (‘Seis poemas gallegos’) es una declaración de amor a la cultura de la provincia española de Galicia, sus paisajes y sus poetas. Escritos entre 1932 y 1934, fueron publicados un año después, en Santiago de Compostela. Los motivos son los mismos de toda la obra lorquiana: la muerte, la luna y una esperanza que se asoma tímida en medio de la tragedia.",29,"1,262","2,604 follower","['Poetry', 'Poetry', 'Poetry']",6 review,44 (54%),24 (29%),7 (8%),4 (4%),2 (2%)
