title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
"Sit, Walk, Stand",Watchman Nee,4.44,"4,008 rating","77 pages, PaperbackPublished November 4, 1977","An inspiring look at Ephesians and the believer's association with Christ, the world, and Satan.",77,662,527 follower,"['Christian', 'Nonfiction', 'Theology', 'Christianity', 'Christian Living', 'Spirituality', 'Faith']",290 review,"2,419 (60%)","1,067 (26%)",406 (10%),81 (2%),35 (<1%)
The Fifth Elephant,Terry Pratchett,4.30,"72,574 rating","January 1, 1999","Sam Vimes is a man on the run.Yesterday he was a duke, a chief of police and the ambassador to the mysterious, fat-rich country of Uberworld.Now he was nothing but his native wit and the gloomy trousers of Uncle Vanya (don't ask). It's snowing. It's freezing. And if he can't make it through the forest to civilisation there's going to be a terrible war.But there are monsters on his trail. They're bright. They're fast. They're werewolves - and they're catching up. Sam Vimes is out of time, out of luck and already out of breath...",464,489,42.5k follower,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Mystery']","1,996 review","34,671 (47%)","26,987 (37%)","9,325 (12%)","1,132 (1%)",459 (<1%)
The Everlasting Man,G.K. Chesterton,4.15,"9,378 rating","January 1, 1925","What, if anything, is it that makes the human uniquely human? This, in part, is the question that G.K. Chesterton starts with in this classic exploration of human history. Responding to the evolutionary materialism of his contemporary (and antagonist) H.G. Wells, Chesterton in this work affirms human uniqueness and the unique message of the Christian faith. Writing in a time when social Darwinism was rampant, Chesterton instead argued that the idea that society has been steadily progressing from a state of primitivism and barbarity towards civilization is simply and flatly inaccurate. ""Barbarism and civilization were not successive stages in the progress of the world,"" he affirms, with arguments drawn from the histories of both Egypt and Babylon.  As always with Chesterton, there is in this analysis something (as he said of Blake) ""very plain and emphatic."" He sees in Christianity a rare blending of philosophy and mythology, or reason and story, which satisfies both the mind and the heart. On both levels it rings true. As he puts it, ""in answer to the historical query of why it was accepted, and is accepted, I answer for millions of others in my reply; because it fits the lock; because it is like life."" Here, as so often in Chesterton, we sense a lived, awakened faith. All that he writes derives from a keen intellect guided by the heart's own knowledge.",260,"3,407","5,081 follower","['Theology', 'Philosophy', 'Religion', 'Christian', 'Nonfiction', 'Christianity', 'Classics']",851 review,"4,344 (46%)","3,020 (32%)","1,362 (14%)",398 (4%),254 (2%)
The Second Coming,Walker Percy,3.93,"2,360 rating","January 1, 1980","Will Barrett (also the hero of Percy's The Last Gentleman) is a lonely widower suffering from a depression so severe that he decides he doesn't want to continue living. But then he meets Allison, a mental hospital escapee making a new life for herself in a greenhouse. The Second Coming is by turns touching and zany, tragic and comic, as Will sets out in search of God's existence and winds up finding much more.",360,68,711 follower,"['Fiction', 'Literature', 'Literary Fiction', 'Southern', 'Classics', 'Novels', 'Religion']",207 review,741 (31%),921 (39%),532 (22%),115 (4%),51 (2%)
Julio Cortázar: Rayuela,Robert Brody,4.38,"6,993 rating","January 1, 1976",A guide to Julio Cortázar's classic Rayuela.,85,16,15 follower,"['Classics', 'Fiction', 'Spanish Literature', 'Literature', 'Novels', 'Latin American']",134 review,"4,171 (59%)","1,749 (25%)",760 (10%),203 (2%),110 (1%)
Not Wanted on the Voyage,Timothy Findley,3.98,"7,009 rating","January 1, 1984","Not Wanted on the Voyage is the story of the great flood and the first time the world ended, filed with an extraordinary cast of remarkable characters. With pathos and pageantry, desperation and hope, magic and mythology, this acclaimed novel weaves its unforgettable spell.",352,52,328 follower,"['Fiction', 'Canada', 'Fantasy', 'Historical Fiction', 'Religion', 'Classics', 'Literary Fiction']",371 review,"2,633 (37%)","2,498 (35%)","1,238 (17%)",411 (5%),229 (3%)
The Music of Chance,Paul Auster,3.92,"11,787 rating","January 1, 1990","In a Pennsylvania meadow, a young fireman and an angry gambler are forced to build a wall of fifteenth-century stone. For Jim Nashe, it all started when he came into a small inheritance and left Boston in pusuit of ""a life of freedom."" Careening back and forth across the United States, waiting for the money to run out, Nashe met Jack Pozzi, a young man with a temper and a plan. With Nashe's last funds, they entered a poker game against two rich eccentrics, ""risking everything on the single turn of a card."" In Paul Auster's world of fiendish bargains and punitive whims, where chance is a shifting and powerful force, there is redemption, nonetheless, in Nashe's resolute quest for justice and his capacity for love.",217,249,10.9k follower,"['Fiction', 'American', 'Literature', 'Novels', 'The United States Of America', 'Contemporary', '20th Century']",661 review,"3,276 (27%)","5,104 (43%)","2,731 (23%)",559 (4%),117 (<1%)
REAL: THE LETTERS OF MINA HARKER AND SAM D'ALLESANDRO,Dodie Bellamy,4.22,46 rating,"November 1, 1994",Fiction. Nonfiction. Real contains letters between Dodie Bellamy (Mina Harker) and Sam D'Allesandro; the transcription of a story that was taped by D'Allesandro before he died in 1988; and a letter by Bellamy that concerns D'Allesandro's death.,115,37,166 follower,[],5 review,22 (47%),15 (32%),6 (13%),3 (6%),0 (0%)
Sexing the Cherry,Jeanette Winterson,3.84,"17,617 rating","January 1, 1989","In a fantastic world that is and is not seventeenth-century England, a baby is found floating in the Thames. The child, Jordan, is rescued by Dog Woman and grows up to travel the world like Gulliver, though he finds that the world’s most curious oddities come from his own mind. Winterson leads the reader from discussions on the nature of time to Jordan’s fascination with journeys concealed within other journeys, all with a dizzying speed that shoots the reader from epiphany to shimmering epiphany.",167,112,"6,767 follower","['Fiction', 'Fantasy', 'Magical Realism', 'Historical Fiction', 'Queer', 'LGBT', 'Novels']","1,293 review","5,186 (29%)","6,436 (36%)","4,335 (24%)","1,266 (7%)",394 (2%)
The Realms of the Gods,Tamora Pierce,4.31,"56,178 rating","November 1, 1996","During a dire battle against the fearsome Skinners, Daine and her mage teacher Numair are swept into the Divine Realms. Though happy to be alive, they are not where they want to be. They are desperately needed back home, where their old enemy, Ozorne, and his army of strange creatures are waging war against Tortall.Trapped in the mystical realms Daine discovers her mysterious parentage. And as these secrets of her past are revealed so is the treacherous way back to Tortall. So they embark on an extraordinary journey home, where the fate of all Tortall rests with Daine and her wild magic.",347,141,84k follower,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction Fantasy', 'Childrens', 'Magic', 'Young Adult Fantasy']","1,212 review","29,584 (52%)","16,830 (29%)","7,984 (14%)","1,416 (2%)",364 (<1%)
Jealousy,Alain Robbe-Grillet,3.57,"2,871 rating","May 1, 1957",'Jealousy' tells of a jealous husband whose suspicion of his wife and neighbors takes possession of his mind.,103,119,380 follower,"['Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', '20th Century', 'Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', '20th Century', 'Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels', '20th Century']",258 review,720 (25%),876 (30%),765 (26%),341 (11%),169 (5%)
Four Past Midnight,Stephen King,3.95,"109,218 rating","January 1, 1990","At midnight comes the point of balance. Of danger. The instant of utter stillness when between two beats of the heart, an alternative reality can slip through, like a blade between the ribs, and switch you into a new and terrifying world.""Four Past Midnight"": four heart-stopping accounts of that moment when the familiar world fractures beyond sense, the fragments spinning away from the desperate, clutching reach of sanity...",930,"2,519",841k follower,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Fantasy', 'Mystery', 'Suspense']","2,202 review","33,517 (30%)","42,813 (39%)","27,542 (25%)","4,434 (4%)",912 (<1%)
Aura,Carlos Fuentes,3.81,"35,345 rating","January 1, 1962","Felipe Montero is employed in the house of an aged widow to edit her deceased husband's memoirs. There Felipe meets her beautiful green-eyed niece, Aura. His passion for Aura and his gradual discovery of the true relationship between the young woman and her aunt propel the story to its extraordinary conclusion.",118,350,"1,533 follower","['Fiction', 'Spanish Literature', 'Classics', 'Horror', 'Magical Realism', 'Latin American', 'Literature']","3,147 review","9,964 (28%)","12,965 (36%)","9,113 (25%)","2,496 (7%)",807 (2%)
Dear Mr. Henshaw,Beverly Cleary,3.78,"40,559 rating","August 22, 1983","Leigh has been Boyd Henshaw's number one fan ever since he was in second grade. Now in sixth grade, Leigh lives with his mother and is the new kid in school. He's lonely, troubled by the absence of his father, a cross-country trucker, and angry because a mysterious thief steals from his lunchbag. Then Leigh's teacher assigns a letter-writing project. Naturally Leigh chooses to write to Mr. Henshaw, whose surprising answer changes Leigh's life. (back cover)",134,257,"3,181 follower","['Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Young Adult', 'Classics', 'Juvenile', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Young Adult', 'Classics', 'Juvenile', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Young Adult', 'Classics', 'Juvenile']","1,961 review","11,963 (29%)","13,162 (32%)","11,130 (27%)","3,123 (7%)","1,181 (2%)"
Devil's Bride,Stephanie Laurens,4.07,"22,102 rating","March 1, 1998","Also see: Alternate Cover Editions for this ISBN [ACE]  
ACE #1
When Devil, the most infamous member of the Cynster family, is caught in a compromising position with plucky governess Honoria Wetherby, he astonishes the entire town by offering his hand in marriage. No one dreamed this scandalous rake would ever take a bride. And as society mamas swooned at the loss of England′s most eligible bachelor, Devil′s infamous Cynster cousins began to place wagers on the wedding date.But Honoria wasn′t about to bend society′s demands and marry a man ""just"" because they′d been found together virtually unchaperoned. No, she craved adventure, and while solving the murder of a young Cynster cousin fit the bill for a while, she decided that once the crime was solved she′d go off to see the world. But the scalding heat of her unsated desire for Devil soon had Honoria craving a very different sort of excitement. Could her passion for Devil cause her to embrace the enchanting peril of a lifelong adventure of the heart?",388,216,"5,408 follower","['Historical Romance', 'Romance', 'Historical', 'Regency', 'Historical Fiction', 'Regency Romance', 'Fiction']","1,516 review","9,086 (41%)","7,467 (33%)","3,966 (17%)","1,150 (5%)",433 (1%)
Running Out of Time,Margaret Peterson Haddix,3.99,"26,545 rating","October 1, 1995","Jessie lives with her family in the frontier village of Clifton, Indiana. When diphtheria strikes the village and the children of Clifton start dying, Jessie's mother sends her on a dangerous mission to bring back help. But beyond the walls of Clifton, Jessie discovers a world even more alien and threatening than she could have imagined, and soon she finds her own life in jeopardy. Can she get help before the children of Clifton, and Jessie herself, run out of time?",184,103,"6,026 follower","['Young Adult', 'Fiction', 'Middle Grade', 'Science Fiction', 'Historical Fiction', 'Childrens', 'Mystery']","1,911 review","9,023 (33%)","10,080 (37%)","5,983 (22%)","1,173 (4%)",286 (1%)
With the Old Breed: At Peleliu and Okinawa,E.B. Sledge,4.47,"40,908 rating","November 1, 1981","In his own book, Wartime, Paul Fussell called With the Old Breed ""one of the finest memoirs to emerge from any war."" John Keegan referred to it in The Second World War as ""one of the most arresting documents in war literature."" And Studs Terkel was so fascinated with the story he interviewed its author for his book, ""The Good War."" What has made E.B. Sledge's memoir of his experience fighting in the South Pacific during World War II so devastatingly powerful is its sheer honest simplicity and compassion.Now including a new introduction by Paul Fussell, With the Old Breed presents a stirring, personal account of the vitality and bravery of the Marines in the battles at Peleliu and Okinawa. Born in Mobile, Alabama in 1923 and raised on riding, hunting, fishing, and a respect for history and legendary heroes such as George Washington and Daniel Boone, Eugene Bondurant Sledge (later called ""Sledgehammer"" by his Marine Corps buddies) joined the Marines the year after the bombing of Pearl Harbor and from 1943 to 1946 endured the events recorded in this book. In those years, he passed, often painfully, from innocence to experience.Sledge enlisted out of patriotism, idealism, and youthful courage, but once he landed on the beach at Peleliu, it was purely a struggle for survival. Based on the notes he kept on slips of paper tucked secretly away in his New Testament, he simply and directly recalls those long months, mincing no words and sparing no pain. The reality of battle meant unbearable heat, deafening gunfire, unimaginable brutality and cruelty, the stench of death, and, above all, constant fear. Sledge still has nightmares about ""the bloody, muddy month of May on Okinawa."" But, as he also tellingly reveals, the bonds of friendship formed then will never be severed.Sledge's honesty and compassion for the other marines, even complete strangers, sets him apart as a memoirist of war. Read as sobering history or as high adventure, With the Old Breed is a moving chronicle of action and courage.",326,2,13 follower,"['History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Biography', 'Memoir', 'History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Biography', 'Memoir', 'History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Biography', 'Memoir']","2,249 review","25,081 (61%)","11,334 (27%)","3,347 (8%)",730 (1%),416 (1%)
L'Œuvre au noir,Marguerite Yourcenar,4.04,"5,216 rating","May 8, 1968","En créant le personnage de Zénon, alchimiste et médecin du XVIe siècle, Marguerite Yourcenar, l'auteure des Mémoires d'Hadrien, ne raconte pas seulement le destin tragique d'un homme extraordinaire. C'est toute une époque qui revit dans son infinie richesse, comme aussi dans son âcre et brutale réalité ; un monde contrasté où s'affrontent le Moyen Age et la Renaissance, et où pointent déjà les temps modernes, monde dont Zénon est issu, mais dont peu à peu cet homme libre se dégage, et qui pour cette raison même finira par le broyer.",480,170,"1,403 follower","['Fiction', 'Historical Fiction', 'France', 'Classics', 'French Literature', 'Literature', 'Novels']",396 review,"2,068 (39%)","1,814 (34%)",918 (17%),309 (5%),107 (2%)
Emperor Mage,Tamora Pierce,4.28,"63,298 rating","July 1, 1995","Sent to Carthak as part of the Tortallan peace delegation, Daine finds herself in the middle of a sticky political situation. She doesn't like the Carthaki practice of keeping slaves, but it's not her place to say anything -- she's just there to heal the emperor's birds. It's extremely frustrating! What's more, her power has grown in a mysterious way.As the peace talks stall, Daine puzzles over Carthak's two-faced Emperor Ozorne. How can he be so caring with his birds and so cruel to his people? Daine is sure he's planning something. Daine must fight the powerful Emperor Mage, knowing that the safety and peace of the realm depend on stopping Ozorne's power-hungry schemes.",358,141,84k follower,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy']","1,124 review","31,781 (50%)","20,696 (32%)","8,537 (13%)","1,481 (2%)",803 (1%)
Forever Peace,Joe Haldeman,3.75,"21,341 rating","October 1, 1997",2043 A.D.: The Ngumi War rages. A burned-out soldier and his scientist lover discover a secret that could put the universe back to square one. And it is not terrifying. It is tempting...,351,418,"2,054 follower","['Science Fiction', 'Fiction', 'Hugo Awards', 'War', 'Science Fiction Fantasy', 'Military Fiction', 'Speculative Fiction']",676 review,"5,218 (24%)","8,055 (37%)","6,064 (28%)","1,550 (7%)",454 (2%)
C.P. Cavafy: Collected Poems,Constantinos P. Cavafy,4.38,"4,289 rating","January 1, 1972","C. P. Cavafy (1863 - 1933) lived in relative obscurity in Alexandria, and a collected edition of his poems was not published until after his death. Now, however, he is regarded as the most important figure in twentieth-century Greek poetry, and his poems are considered among the most powerful in modern European literature.Here is an extensively revised edition of the acclaimed translations of Edmund Keeley and Philip Sherrard, which capture Cavafy's mixture of formal and idiomatic use of language and preserve the immediacy of his frank treatment of homosexual themes, his brilliant re-creation of history, and his astute political ironies. The resetting of the entire edition has permitted the translators to review each poem and to make alterations where appropriate. George Savidis has revised the notes according to his latest edition of the Greek text.About the first edition: The best [English version] we are likely to see for some time.--James Merrill, The New York Review of Books [Keeley and Sherrard] have managed the miracle of capturing this elusive, inimitable, unforgettable voice. It is the most haunting voice I know in modern poetry.--Walter Kaiser, The New Republic ?",304,232,483 follower,"['Poetry', 'Classics', 'Greece', 'Literature', 'LGBT', 'Fiction', '20th Century', 'Poetry', 'Classics', 'Greece', 'Literature', 'LGBT', 'Fiction', '20th Century', 'Poetry', 'Classics', 'Greece', 'Literature', 'LGBT', 'Fiction', '20th Century', 'Poetry', 'Classics', 'Greece', 'Literature', 'LGBT', 'Fiction', '20th Century', 'Poetry', 'Classics', 'Greece', 'Literature', 'LGBT', 'Fiction', '20th Century']",324 review,"2,393 (55%)","1,286 (29%)",480 (11%),92 (2%),38 (<1%)
A Charlie Brown Christmas,Charles M. Schulz,4.50,"17,755 rating","January 1, 1965","It's Christmas! Everyone is getting into the Christmas spirit -- except for Charlie Brown. It seems like everybody has forgotten what Christmas is truly about. But Lucy, Linus, and the whole Peanuts gang have some holiday surprises that will make even Charlie Brown feel merry!",32,"3,133","1,525 follower","['Christmas', 'Picture Books', 'Childrens', 'Holiday', 'Fiction', 'Classics', 'Comics']",359 review,"12,097 (68%)","3,291 (18%)","1,707 (9%)",385 (2%),275 (1%)
Rhinocéros,Eugène Ionesco,3.84,"16,337 rating","January 1, 1959","""Tous les chats sont mortels. Socrate est mortel. Donc Socrate est un chat."" Tout langage stéréotypé devient aberrant. C'est ce que Ionesco démontre dans Rhinocéros, pièce qui a tout d'abord vu le jour sous la forme d'une nouvelle. Partisan d'un théâtre total, il porte l'absurde à son paroxysme en l'incarnant matériellement. Allégorie des idéologies de masse, le rhinocéros, cruel et dévastateur, ne se déplace qu'en groupe et gagne du terrain à une vitesse vertigineuse. Seul et sans trop savoir pourquoi, Bérenger résiste à la mutation. Il résiste pour notre plus grande délectation, car sa lutte désespérée donne lieu à des caricatures savoureuses, à des variations de tons et de genres audacieuses et anticonformistes. La sclérose intellectuelle, l'incommunicabilité et la perversion du langage engendrent des situations tellement tragiques qu'elles en deviennent comiques, tellement grotesques qu'elles ne peuvent être que dramatiques. On a dit du théâtre de Ionesco qu'il était engagé ; il l'est, en faveur de l'individu, menacé de marginalisation quand, malgré ses faiblesses, il parvient à résister aux tentations avilissantes qu'il a lui-même fait naître.`",246,469,871 follower,"['Plays', 'Classics', 'Theatre', 'France', 'Drama', 'Fiction', 'French Literature']",794 review,"4,716 (28%)","6,171 (37%)","3,938 (24%)","1,095 (6%)",417 (2%)
