title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Birds of Prey,Wilbur Smith,4.23,"12,711 rating","January 1, 1997","A Courtney series adventure - Book 1 in the Birds of Prey trilogy""Africa!"" The sound of that mysterious name on his own lips raised goose pimples along his arms and made the thick dark hair prickle on the back of his neck.' A simple mission. A battle for their lives. It is 1667 and the war between the Dutch and the English continues apace. Sir Francis Courtney, his son Hal, and their crew are carried around the southern tip of the African colonies by the good ship Lady Edwinna, licensed to attack and seize the treasure-laden ships of the Dutch East India company. When they capture a Dutch trader and hold the passengers to ransom, Sir Francis hopes only for a good price and a small sense of satisfaction. But this is unlawful territory they sail in.An unexpected betrayal will mean the men on board will afce greater peril than they have ever faced before - and many good men may never see home again...",560,462,"4,006 follower","['Historical Fiction', 'Fiction', 'Adventure', 'Africa', 'Historical', 'Thriller', 'Pirates']",381 review,"5,725 (45%)","4,634 (36%)","1,928 (15%)",337 (2%),87 (<1%)
"De Uitvreter, Titaantjes, Dichtertje, Mene Tekel",Nescio,4.02,"2,596 rating","January 1, 1918","De drie verhalen De uitvreter, Titaantjes en Dichtertje werden tijdens het leven van Nescio (pseudoniem van J.H.F. Grönloh) slechts enkele malen herdrukt, de laatste keer samen met het in 1946 verschenen Mene Tekel. Intussen behoren deze vertellingen met de zo eigen relativerende en melancholieke kijk op idealen, hoge verwachtingen en wereldbestormers tot het mooiste uit de schatkamer van de Nederlandse literatuur. Jongens waren we, maar aardige jongens. Al zeg ik t zelf. We zijn nu veel wijzer, stakkerig wijs zijn we, behalve Bavink, die mal geworden is.",157,17,46 follower,"['Fiction', 'Dutch Literature', 'Literature', 'Classics', 'Short Stories', 'School', '20th Century']",131 review,980 (37%),944 (36%),469 (18%),155 (5%),48 (1%)
Madouc,Jack Vance,4.17,"2,633 rating","January 1, 1989","The World Fantasy Award-winning third volume of the Lyonesse trilogy brings attention to the faerie changeling Madouc. Where princess Suldrun once meekly endured the proprieties of Castle Haidion, Madouc defends herself with rotten fruit. Vexed, King Casmir arranges a contest to marry her off, but Madouc has other ideas, and enlists the stableboy ""Sir Pom-pom"" on an impromptu quest to find her father. During their travels, they encounter swindlers, faeries, trolls, ogres, a knight in search of his youth, and a relatively pedestrian item known as the Holy Grail. As the sorcerers Shimrod and Murgen investigate portents of cataclysm in the world of magic, Casmir plans a murder that will bring all the lands under his iron rule; however, his ambitions will be complicated by one small but important oversight--he's failed to allow for Madouc!",426,830,"1,374 follower","['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Speculative Fiction']",140 review,"1,101 (41%)",987 (37%),449 (17%),80 (3%),16 (<1%)
"Asphodel, That Greeny Flower & Other Love Poems",William Carlos Williams,4.07,129 rating,"November 1, 1994","Book by Williams, William Carlos",60,336,762 follower,"['Poetry', 'American']",15 review,49 (37%),50 (38%),23 (17%),4 (3%),3 (2%)
The Kingdom of Matthias: A Story of Sex and Salvation in 19th-Century America,Paul E. Johnson,3.66,877 rating,"April 28, 1994",This narrative history brings to life the spiritual and sexual tensions of mid-19th-century America through the sensational story of the cult of Matthias.,240,55,3 follower,"['History', 'Nonfiction', 'Religion', 'American History', 'School', 'Read For School', '19th Century', 'History', 'Nonfiction', 'Religion', 'American History', 'School', 'Read For School', '19th Century', 'History', 'Nonfiction', 'Religion', 'American History', 'School', 'Read For School', '19th Century']",71 review,192 (21%),322 (36%),259 (29%),79 (9%),25 (2%)
A Night in the Lonesome October,Roger Zelazny,4.18,"12,113 rating","January 1, 1993","All is not what it seems…In the murky London gloom, a knife-wielding gentleman named Jack prowls the midnight streets with his faithful watchdog Snuff – gathering together the grisly ingredients they will need for an upcoming ancient and unearthly rite. For soon after the death of the moon, black magic will summon the Elder Gods back into the world. And all manner of Players, both human and undead, are preparing to participate.Some have come to open the gates. Some have come to slam them shut.And now the dread night approaches – so let the Game begin.",280,758,"3,582 follower","['Fantasy', 'Horror', 'Fiction', 'Mystery', 'Halloween', 'Humor', 'Vampires', 'Fantasy', 'Horror', 'Fiction', 'Mystery', 'Halloween', 'Humor', 'Vampires', 'Fantasy', 'Horror', 'Fiction', 'Mystery', 'Halloween', 'Humor', 'Vampires']","1,723 review","5,407 (44%)","4,200 (34%)","1,925 (15%)",454 (3%),127 (1%)
Ondskans ansikte,Margit Sandemo,3.86,509 rating,"January 1, 1992","Äntligen fick Tiril chansen att möta sin okända mor. Men vad skulle detta möte föra med sig, och hur skulle modern reagera på häxmästaren Móri? Han ville gifta sig med Tiril, men hade en känsla av att han inte hade någon rätt till henne. Bara hans groteska följeslagare från de kalla skuggornas land kunde ge honom svaret.Samtidigt blev de alla jagade av en okänd kraft. Ondskans ansikte var på väg att visa sig...",253,209,353 follower,"['Fantasy', 'Romance', 'Historical Fiction', 'Supernatural', 'Historical', 'Audiobook', 'Witches']",7 review,153 (30%),178 (34%),137 (26%),34 (6%),7 (1%)
Politics and Painting: Murals and Conflict in Northern Ireland,Bill Rolston,4.33,9 rating,"July 1, 1991",Politics and Painting is a study of wall murals in Northern Ireland. The core argument is that the art of wall mural painting is influenced by the political conflict in Northern Ireland.,156,20,2 follower,[],0 review,6 (66%),0 (0%),3 (33%),0 (0%),0 (0%)
Riceyman Steps,Arnold Bennett,3.87,419 rating,"January 1, 1923","Henry Earlforward, a shabby Clerkenwell bookseller, has retired from life to devote himself (and his wife Violet) to a consuming passion for money. Miserliness, long disguised as procrastination, can become a fatal illness. Bennett's bleak story is saved, however, by the Earlforwards' maid Elsie: buxom, warm, ignorant, and sublime in her spontaneous greed for life. Riceyman Steps is a modernist masterpiece; a profound psychological and symbolic exploration of the forces of love and death.",416,"1,189",286 follower,"['Fiction', 'Classics', 'British Literature', 'Novels', '20th Century', 'Literary Fiction', 'Books About Books', 'Fiction', 'Classics', 'British Literature', 'Novels', '20th Century', 'Literary Fiction', 'Books About Books', 'Fiction', 'Classics', 'British Literature', 'Novels', '20th Century', 'Literary Fiction', 'Books About Books', 'Fiction', 'Classics', 'British Literature', 'Novels', '20th Century', 'Literary Fiction', 'Books About Books', 'Fiction', 'Classics', 'British Literature', 'Novels', '20th Century', 'Literary Fiction', 'Books About Books']",75 review,106 (25%),184 (43%),101 (24%),24 (5%),4 (<1%)
دين ضد الدين (الآثار الكاملة، #7(,Ali Shariati,3.80,"1,942 rating","November 1, 2018",عندما تتكلم عن علي شريعتي، لا بد أن تتكلم عن الإسلام- الأيديولوجيا- بما يعنيه هذا المصطلح، من ثورة وفكر وحضارة وحاكمية، من هنا طرح شريعتي مفهومه الموحَّد والموحِّد هذا، من خلال ثلاث طرق: 1- فهم الإسلام فهماً متكاملاً، وعدم الاقتصار على فهم الأمور التي تتعلق بحياة الفرد فقط، بل فهم الاقتصاد والسياسة والمجتمع والتاريخ ومتطلبات العصر، من منطلق الإسلام ذاته، لأنه عقيدة متكاملة، لكل زمان ومكان. 2- أن يطهر الفكر الإسلامي من عناصر الجمود والركود، سواءاً التي لصقت به عبر عصور التخلف، أو التي أدخلها الاستعمار. 3- أن يصبح الإسلام ثقافة الجماهير، كل الجماهير، وأن يخرج من احتكار بعض المتاجرين بالدين.,256,347,"2,406 follower","['Religion', 'Philosophy', 'Islam', 'Nonfiction', 'Politics', 'Sociology', 'Theology', 'Religion', 'Philosophy', 'Islam', 'Nonfiction', 'Politics', 'Sociology', 'Theology', 'Religion', 'Philosophy', 'Islam', 'Nonfiction', 'Politics', 'Sociology', 'Theology']",244 review,555 (28%),709 (36%),473 (24%),144 (7%),61 (3%)
Villa Des Roses,Willem Elsschot,3.55,"2,402 rating","January 1, 1913","The gilt-lettered advertisement outside Madame Brulot's pension in the shabby rue d'Armaille promises a ""first-class family boardinghouse."" But only one thing is certain about this so-called reputable Parisian pension—few guests emerge from their stay unscathed. First published in 1913, this comic novella helped establish Willem Elsschot—the pseudonym of Alfons de Ridder—as one of the great Dutch writers of the 20th century.",144,38,100 follower,"['Fiction', 'Classics', 'School', 'Literature', 'Dutch Literature', '20th Century', 'Belgium']",117 review,313 (13%),985 (41%),848 (35%),221 (9%),35 (1%)
Cuckold,Kiran Nagarkar,4.18,"1,706 rating","October 1, 1999","The time is early 16th century. The Rajput kingdom of Mewar is at the height of its power. It is locked in war with the Sultanates of Delhi, Gujarat and Malwa. But there is another deadly battle being waged within Mewar itself. who will inherit the throne after the death of the Maharana? The course of history, not just of Mewar but of the whole of India, is about to be changed forever. At the centre of Cuckold is the narrator, heir apparent of Mewar, who questions the codes, conventions and underlying assumptions of the feudal world of which he is a part, a world in which political and personal conduct are dictated by values of courage, valour and courtesy; and death is preferable to dishonour. A quintessentially Indian story, Cuckold has an immediacy and appeal that are truely universal.",624,19,141 follower,"['Fiction', 'India', 'Historical Fiction', 'Indian Literature', 'Historical', 'Literature', 'Asia']",216 review,758 (44%),613 (35%),239 (14%),72 (4%),24 (1%)
Blue Moon Rising,Simon R. Green,4.09,"4,664 rating","January 1, 1989","Rupert didn't especially want to be a prince. And he certainly never asked to be the second son of a royal line that really didn't need a spare. So he was sent out to slay a dragon and prove himself-a quest straight out of legend. But he also discovered the kinds of things legends tend to leave out, as well as the usual demons, goblins, the dreaded Night Witch-and even worse terrors hidden in the shadows of Darkwood.  Rupert did find a fiery dragon-and a beautiful princess to rescue. But the dragon turned out to be a better friend than anyone back at the castle, and with the evil of Darkwood spreading, Rupert was going to need all the friends he could get.",480,333,"3,082 follower","['Fantasy', 'Dragons', 'Fiction', 'Humor', 'Adventure', 'Science Fiction Fantasy', 'Epic Fantasy']",312 review,"1,897 (40%)","1,626 (34%)",857 (18%),221 (4%),63 (1%)
Handbook for Preclears,L. Ron Hubbard,3.96,113 rating,"January 1, 1976","Here's a simple, practical handbook you can use and apply right now to improve your awareness, ability and happiness.Handbook for Preclears is a Dianetics self-processing manual containing fifteen powerful yet easily applied exercises to help you overcome barriers in your life that are blocking your true potentials.",423,"1,663",523 follower,"['Religion', 'Philosophy', 'Nonfiction']",7 review,69 (61%),13 (11%),7 (6%),6 (5%),18 (15%)
Solar Storms,Linda Hogan,4.16,"2,339 rating","October 1, 1994","From Pulitzer Prize finalist Linda Hogan, Solar Storms tells the moving, “luminous” ( Publishers Weekly ) story of Angela Jenson, a troubled Native American girl coming of age in the foster system in Oklahoma, who decides to reunite with her family.At seventeen, Angela returns to the place where she was raised—a stunning island town that lies at the border of Canada and Minnesota—where she finds that an eager developer is planning a hydroelectric dam that will leave sacred land flooded and abandoned. Joining up with three other concerned residents, Angela fights the project, reconnecting with her ancestral roots as she does so.Harrowing, lyrical, and boldly incisive, Solar Storms is a powerful examination of the clashes between cultures and traumatic repercussions that have shaped American history.",352,74,491 follower,"['Fiction', 'Historical Fiction', 'School', 'Literary Fiction', 'Historical', 'Novels', 'Adult Fiction']",242 review,"1,055 (45%)",773 (33%),371 (15%),108 (4%),32 (1%)
The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas,4.10,591 rating,"January 1, 1966","English, Spanish (translation)",256,64,317 follower,"['Fiction', 'Literature', 'Latin American', 'Spanish Literature', 'Historical Fiction', 'Novels', '20th Century', 'Fiction', 'Literature', 'Latin American', 'Spanish Literature', 'Historical Fiction', 'Novels', '20th Century', 'Fiction', 'Literature', 'Latin American', 'Spanish Literature', 'Historical Fiction', 'Novels', '20th Century']",68 review,256 (43%),191 (32%),106 (17%),25 (4%),13 (2%)
Others,James Herbert,3.84,"4,480 rating","April 9, 1999","Nicholas Dismas is a Private Investigator, but like no other that has gone before him. He carries a secret about himself to which not even he has the answer . . .He is hired to find a missing baby. One that was taken away at birth . . . Or was it?His investigation takes him to a mysteriously located place called Perfect Rest. It is supposed to be a nursing home for the elderly . . . But is it?Here Dismas will discover the dark secret of the Others. And in an astonishing and spectacular finale he will resolve the enigma of his own existence . . .",504,93,"2,161 follower","['Horror', 'Fiction', 'Thriller', 'Mystery', 'Supernatural', 'Fantasy', 'Crime']",213 review,"1,259 (28%)","1,727 (38%)","1,123 (25%)",273 (6%),98 (2%)
The Greatest Salesman in the World,Og Mandino,4.21,"63,878 rating","January 1, 1968","What you are today is not important... for in this  runaway bestseller you will learn how to change your life by applying the secrets you are about to  discover in the ancient scrolls.The Greatest Salesman in the World is a book that serves as a guide to a philosophy of salesmanship, and success, telling the story of Hafid, a poor camel boy who achieves a life of abundance.",118,218,843 follower,"['Business', 'Self Help', 'Nonfiction', 'Personal Development', 'Philosophy', 'Inspirational', 'Psychology']","2,277 review","32,166 (50%)","17,951 (28%)","9,724 (15%)","2,790 (4%)","1,247 (1%)"
"The Child from the Sea, Part 1 of 2",Elizabeth Goudge,4.11,38 rating,"March 1, 1979","Part One Of Two Parts THE CHILD FROM THE SEA is the story of Lucy Walter, a child of transcendent beauty and spirituality. Born in 17th century England, Lucy grows up to become the secret wife of Charles II. Against the drama of the times and the machinations of the court, such a union had scant hope for success, but as a love match, the marriage remains a beautiful and tender romance. ""Suspenseful...powerful...THE CHILD FROM THE SEA casts a magic spell."" (Cleveland Plain Dealer)","Audio CassetteFirst published March 1, 1979",98,746 follower,['Historical Fiction'],2 review,8 (21%),26 (68%),4 (10%),0 (0%),0 (0%)
The Dog of the South,Charles Portis,3.82,"6,388 rating","January 1, 1979","The narrator is Ray Midge, down-at-the-heels Southerner after his wife. ""Norma had run off with Guy Dupree and I was waiting around for the credit card billings to come in so I could see where they had gone."" The fussbudget is assailed by tropical storms, grifters, hippies, car trouble, and candy wrappers at high speed ""wind came up through the floor hole in such a way that the Heath wrappers were suspended behind my head in a noisy brown vortex"". Leech Dr Reo Symes is a font of dubious financial schemes and fluff such as a circus ""fifty-pound rat from the sewers of Paris, France. Of course it didn't really weigh fifty pounds and it wasn't your true rat and it wasn't from Paris, France, either. It was some kind of animal from South America.""",246,14,651 follower,"['Fiction', 'Humor', 'Novels', 'Literature', 'Southern', 'Audiobook', 'Travel']",936 review,"1,849 (28%)","2,324 (36%)","1,584 (24%)",505 (7%),126 (1%)
Quartered Safe Out Here: A Harrowing Tale of World War II,George MacDonald Fraser,4.13,"3,810 rating","June 1, 1992","George MacDonald Fraser—beloved for his series of Flashman historical novels—offers an action-packed memoir of his experiences in Burma during World War II. Fraser was only 19 when he arrived there in the war's final year, and he offers a first-hand glimpse at the camaraderie, danger, and satisfactions of service. A substantial Epilogue, occasioned by the 50th anniversary of VJ-Day in 1995, adds poignancy to a volume that eminent military historian John Keegan described as ""one of the great personal memoirs of the Second World War.""",264,86,660 follower,"['History', 'Nonfiction', 'War', 'Memoir', 'World War II', 'Military History', 'Biography']",250 review,"1,786 (46%)","1,162 (30%)",551 (14%),188 (4%),123 (3%)
Detective Story,Imre Kertész,3.53,962 rating,"January 1, 1977","As readers, we are accustomed to reading stories of war and injustice from the victims’ point of view, sympathizing with their plight. In Detective Story, the tables have been turned, leaving us in the mind of a monster, as Nobel Laureate Imre Kertész plunges us into a story of the worst kind, told by a man living outside morality.Now in prison, Antonio Martens is a torturer for the secret police of a recently defunct dictatorship. He requests and is given writing materials in his cell, and what he has to recount is his involvement in the surveillance, torture, and assassination of Federigo and Enrique Salinas, a prominent father and son whose principled but passive opposition to the regime left them vulnerable to the secret police. Preying on young Enrique’s aimless life, the secret police began to position him as a subversive and then targeted his father. Once this plan was set into motion, any means were justified to reach the regime’s chosen end—the destruction of an entire liberal class.Inside Martens’s mind, we inhabit the rationalizing world of evil and see firsthand the inherent danger of inertia during times of crisis. A slim, explosive novel of justice railroaded by malevolence, Detective Story is a warning cry for our time.",112,73,340 follower,"['Fiction', 'Hungarian Literature', 'Hungary', 'Nobel Prize', 'Novella', '20th Century', 'Novels', 'Fiction', 'Hungarian Literature', 'Hungary', 'Nobel Prize', 'Novella', '20th Century', 'Novels', 'Fiction', 'Hungarian Literature', 'Hungary', 'Nobel Prize', 'Novella', '20th Century', 'Novels']",152 review,137 (14%),355 (36%),366 (38%),91 (9%),13 (1%)
Tirano Banderas,Ramón María del Valle-Inclán,3.50,878 rating,"January 1, 1926","Book by Valle-Inclan, Ramon Del",288,327,174 follower,"['Fiction', 'Spain', 'Spanish Literature', 'Literature', '20th Century', 'Classics', 'Novels', 'Fiction', 'Spain', 'Spanish Literature', 'Literature', '20th Century', 'Classics', 'Novels', 'Fiction', 'Spain', 'Spanish Literature', 'Literature', '20th Century', 'Classics', 'Novels']",79 review,167 (19%),291 (33%),271 (30%),110 (12%),39 (4%)
