title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Samarkand,Amin Maalouf,4.24,"28,251 rating","January 1, 1988","Accused of mocking the inviolate codes of Islam, the Persian poet and sage Omar Khayyam fortuitously finds sympathy with the very man who is to judge his alleged crimes. Recognising genius, the judge decides to spare him and gives him instead a small, blank book, encouraging him to confine his thoughts to it alone. Thus begins the seamless blend of fact and fiction that is Samarkand. Vividly re-creating the history of the manuscript of the Rubaiyaat of Omar Khayyam, Amin Maalouf spans continents and centuries with breathtaking vision: the dusky exoticism of 11th-century Persia, with its poetesses and assassins; the same country's struggles nine hundred years later, seen through the eyes of an American academic obsessed with finding the original manuscript; and the fated maiden voyage of the Titanic, whose tragedy led to the Rubaiyaat's final resting place—all are brought to life with keen assurance by this gifted and award-winning writer.",304,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Historical', 'France', 'Roman', 'Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Historical', 'France', 'Roman', 'Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Historical', 'France', 'Roman']","5,975 follower","2,366 review",61,228 (<1%),794 (2%),"3,834 (13%)","10,603 (37%)","12,792 (45%)"
Heretics of Dune,Frank Herbert,3.87,"80,207 rating","April 1, 1984","Book Five in the Magnificent Dune Chronicles—the Bestselling Science Fiction Adventure of All TimeLeto Atreides, the God Emperor of Dune, is dead. In the fifteen hundred years since his passing, the Empire has fallen into ruin. The great Scattering saw millions abandon the crumbling civilization and spread out beyond the reaches of known space. The planet Arrakis—now called Rakis—has reverted to its desert climate, and its great sandworms are dying.Now the Lost Ones are returning home in pursuit of power. And as these factions vie for control over the remnants of the Empire, a girl named Sheeana rises to prominence in the wastelands of Rakis, sending religious fervor throughout the galaxy. For she possesses the abilities of the Fremen sandriders—fulfilling a prophecy foretold by the late God Emperor....",471,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Space Opera', 'Audiobook']",13.4k follower,"2,561 review",499,"1,255 (1%)","5,255 (6%)","20,338 (25%)","29,007 (36%)","24,352 (30%)"
The Reivers,William Faulkner,3.78,"7,572 rating","January 1, 1962","One of Faulkner's comic masterpieces, The Reivers is a picaresque that tells of three unlikely car thieves from rural Mississippi. Eleven-year-old Lucius Priest is persuaded by Boon Hogganbeck, one of his family's retainers, to steal his grandfather's car and make a trip to Memphis. The Priests' black coachman, Ned McCaslin, stows away, and the three of them are off on a heroic odyssey, for which they are all ill-equipped, that ends at Miss Reba's bordello in Memphis. From there a series of wild misadventures ensues--involving horse smuggling, trainmen, sheriffs' deputies, and jail.",305,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'Novels', 'American', 'Humor']","9,237 follower",544 review,927,193 (2%),536 (7%),"1,993 (26%)","2,898 (38%)","1,952 (25%)"
The Fionavar Tapestry,Guy Gavriel Kay,4.23,"7,505 rating","January 1, 1986","Celebrated worldwide as a fantasy classic since the release of The Summer Tree (Book I in the series), The Fionavar Tapestry has conjured up sales of more than 100,000 in Canada, and has been translated into 12 languages. No Canadian work in the field of fantasy fiction has ever come close to achieving the international impact of The Fionavar Tapestry. Now available in a single volume, this new edition of the celebrated trilogy is sure to create new worlds of Guy Gavriel Kay fans.",792,"['Fantasy', 'Fiction', 'Canada', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Arthurian']","8,117 follower",291 review,46,139 (1%),283 (3%),"1,047 (13%)","2,256 (30%)","3,780 (50%)"
Made in America,Bill Bryson,3.91,"15,112 rating","January 1, 1994","In this sequel to his history of the English language, Mother Tongue, Bryson takes an informed and fond look at the history of Americans through their popular culture and language. He explains why they drive on the right, say lootenant, and call a certain type of sandwich a hamburger.",3,"['Nonfiction', 'History', 'Language', 'Travel', 'Humor', 'Linguistics', 'Audiobook', 'Nonfiction', 'History', 'Language', 'Travel', 'Humor', 'Linguistics', 'Audiobook', 'Nonfiction', 'History', 'Language', 'Travel', 'Humor', 'Linguistics', 'Audiobook']",20.1k follower,969 review,110,125 (<1%),632 (4%),"3,818 (25%)","6,376 (42%)","4,161 (27%)"
Children of the Mind,Orson Scott Card,3.78,"107,883 rating","August 1, 1996","Children of the Mind (1996) is the fourth novel of Orson Scott Card's popular Ender's Game series of science fiction novels that focus on the character Ender Wiggin. This book was originally the second half of Xenocide, before it was split into two novels.At the start of Children of the Mind, Jane, the evolved computer intelligence, is using her newly discovered abilities to take the races of buggers, humans and pequeninos outside the universe and back instantaneously. She uses these powers to move them to distant habitable planets for colonization. She is losing her memory and concentration as the vast computer network connected to the ansible is being shut down. If she is to survive, she must find a way to transfer her aiúa (or soul) to a human body.",370,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Space', 'Audiobook']",19.5k follower,"2,756 review",859,"2,103 (1%)","8,276 (7%)","30,136 (27%)","38,609 (35%)","28,759 (26%)"
The Song of Bernadette,Franz Werfel,4.19,"1,114 rating","January 1, 1941","The Song of Bernadette is considered one of the twentieth century's greatest novels of triumphant religious faith. How the book came to be written is itself an inspirational and even miraculous story. In 1940, famed Austrian author Franz Werfel and his wife were on a desperate flight from the Nazi invaders, whom Franz had publicly denounced. Repeatedly thwarted in their attempts to cross the French border, they found temporary refuge in Lourdes, home of the famous shrine where Bernadette received visions of the Virgin Mary and where millions come in faith to seek a miracle. Werfel became fascinated with Bernadette's story and began to visit the sacred grotto every day, swearing that, should he and his wife be granted escape from the Nazis, he would write the story of Bernadette for all the world. Franz's prayers were answered, and in America he wrote his masterpiece, The Song of Bernadette, a beautiful fusion of faith and craft.",600,"['Fiction', 'Historical Fiction', 'Religion', 'Catholic', 'Classics', 'France', 'Christianity']",124 follower,132 review,349,16 (1%),40 (3%),175 (15%),370 (33%),513 (46%)
4:50 from Paddington,Agatha Christie,3.96,"65,412 rating","November 4, 1957","For an instant the two trains ran together, going in the same direction side by side. In that frozen moment, Elspeth, riding in the one train, witnessed a murder in the other. Helplessly, she stared out her carriage window as a man remorselessly tightened his grip around a woman’s throat. The body crumpled. Then the other train drew away.Who, apart from Miss Marple, would take her story seriously? After all, there were no suspects, no other witnesses... and no corpse. Not the police.Librarian's note: this entry is for the novel, ""4:50 from Paddington."" Collections and other Miss Marple stories are located elsewhere on Goodreads. The series includes 12 novels and 20 short stories. Entries for the short stories can be found by searching Goodreads for: ""a Miss Marple Short Story.""",288,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'Audiobook']",64.5k follower,"4,061 review","4,155",435 (<1%),"1,970 (3%)","15,855 (24%)","28,427 (43%)","18,725 (28%)"
Peachtree Road,Anne Rivers Siddons,3.93,"11,213 rating","November 13, 1989","Tenth anniversary edition! Set amidst the grandeur of Old Southern aristocracy, here is a novel that chronicles the turbulent changes of a great city--Atlanta--and tells the story of love and hate between a man and a woman. When Lucy comes to live with her cousin, Sheppard, and his family in the great house on Peachtree Road, she is an only child, never expecting that her reclusive young cousin will become her lifelong confidant and the source of her greatest passion and most terrible need.",832,"['Fiction', 'Southern', 'Historical Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Womens Fiction']","1,106 follower",269 review,50,210 (1%),521 (4%),"2,764 (24%)","4,085 (36%)","3,633 (32%)"
Drawing Blood,Poppy Z. Brite,4.02,"10,517 rating","January 1, 1993","Escaping from his North Carolina home after his father murders their family and commits suicide, Trevor McGee returns to confront the past, and finds himself haunted by the same demons that drove his father to insanity.",416,"['Horror', 'Fiction', 'Fantasy', 'LGBT', 'Vampires', 'M M Romance', 'Paranormal']","3,108 follower",452 review,156,223 (2%),612 (5%),"2,072 (19%)","3,394 (32%)","4,216 (40%)"
The Ground Beneath Her Feet,Salman Rushdie,3.80,"11,769 rating","April 1, 1999","Salman Rushdie's most ambitious and accomplished novel, sure to be hailed as his masterpiece.At the beginning of this stunning novel, Vina Apsara, a famous and much-loved singer, is caught up in a devastating earthquake and never seen again by human eyes. This is her story, and that of Ormus Cama, the lover who finds, loses, seeks, and again finds her, over and over, throughout his own extraordinary life in music. Their epic romance is narrated by Ormus's childhood friend and Vina's sometime lover, her ""back-door man,"" the photographer Rai, whose astonishing voice, filled with stories, images, myths, anger, wisdom, humor, and love, is perhaps the book's true hero. Telling the story of Ormus and Vina, he finds that he is also revealing his own truths: his human failings, his immortal longings. He is a man caught up in the loves and quarrels of the age's goddesses and gods, but dares to have ambitions of his own. And lives to tell the tale.Around these three, the uncertain world itself is beginning to tremble and break. Cracks and tears have begun to appear in the fabric of the real. There are glimpses of abysses below the surfaces of things. The Ground Beneath Her Feet is Salman Rushdie's most gripping novel and his boldest imaginative act, a vision of our shaken, mutating times, an engagement with the whole of what is and what might be, an account of the intimate, flawed encounter between the East and the West, a brilliant remaking of the myth of Orpheus, a novel of high (and low) comedy, high (and low) passions, high (and low) culture. It is a tale of love, death, and rock 'n' roll.",576,"['Fiction', 'Magical Realism', 'India', 'Music', 'Literature', 'Novels', 'Romance']",11.4k follower,704 review,140,310 (2%),934 (7%),"2,933 (24%)","4,212 (35%)","3,380 (28%)"
