title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Montana 1948,Larry Watson,3.88,"14,851 rating","January 1, 1993","The events of that small-town summer forever alter David Hayden's view of his family: his self-effacing father, a sheriff who never wears his badge; his clear sighted mother; his uncle, a charming war hero and respected doctor; and the Hayden's lively, statuesque Sioux housekeeper, Marie Little Soldier, whose revelations are at the heart of the story. It is a tale of love and courage, of power abused, and of the terrible choice between family loyalty and justice.",182,"['Fiction', 'Historical Fiction', 'Westerns', 'Coming Of Age', 'School', 'Classics', 'Literary Fiction']",420 follower,"2,111 review",27,293 (1%),898 (6%),"3,398 (22%)","6,044 (40%)","4,218 (28%)"
Georgia Boy,Erskine Caldwell,3.70,483 rating,"January 1, 1943","In this appealing collection of fourteen interrelated stories, twelve-year-old William Stroup recounts the ludicrous predicaments and often self-imposed hardships his family endures. Playing on the tension between Martha, his hardworking, sensible mother, and Morris, his disarmingly likable but shiftless and philandering father, William tells of Pa's flirtation with a widow, his swapping match with a band of gypsies, his battle of wits with a traveling silk-tie saleswoman, and his get-rich-quick schemes based on selling Ma's old love letters and collecting scrap iron.Often caught in the middle of the Stroups' bungles is Handsome Brown, their yard hand, as well as a number of animals with all-too-human Ida, the mule; Pretty Sooky, the runaway calf; College Boy, the fighting cock; a small flock of woodpeckers that favor Handsome's head over a tree; and goats who commandeer the roof of the Stroups' house.Georgia Boy was a special book to Caldwell, and its humor is less in the service of social criticism than in other works in which he dealt with poor white southerners. Beneath Georgia Boy's folksy lightheartedness, however, lie the problems of indigence, racism, and apathy that Caldwell confronted again and again in his fiction.",256,"['Fiction', 'Short Stories', 'Classics', 'Novels', 'Literature', 'Southern', 'American', 'Fiction', 'Short Stories', 'Classics', 'Novels', 'Literature', 'Southern', 'American', 'Fiction', 'Short Stories', 'Classics', 'Novels', 'Literature', 'Southern', 'American']",200 follower,60 review,270,15 (3%),40 (8%),131 (27%),184 (38%),113 (23%)
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.14,"47,497 rating","January 19, 1999","Despite--or because of--her irreverence, faith is a natural subject for Anne Lamott. Since Operating Instructions and Bird by Bird, her fans have been waiting for her to write the book that explained how she came to the big-hearted, grateful, generous faith that she so often alluded to in her two earlier nonfiction books. The people in Anne Lamott's real life are like beloved characters in a favorite series for her readers: Her friend Pammy; her son, Sam; and the many funny and wise folks who attend her church are all familiar. And Traveling Mercies is a welcome return to those lives, as well as an introduction to new companions Lamott treats with the same candor, insight, and tenderness. Lamott's faith isn't about easy answers, which is part of what endears her to believers as well as nonbelievers. Against all odds, she came to believe in God, and then, even more miraculously, in herself. As she puts it, ""My coming to faith did not start with a leap but rather a series of staggers."" At once tough, personal, affectionate, wise, and very funny, Traveling Mercies tells in exuberant detail how Anne Lamott learned to shine the light of faith on the darkest part of ordinary life, exposing surprising pockets of meaning and hope.",275,"['Nonfiction', 'Memoir', 'Spirituality', 'Religion', 'Faith', 'Christian', 'Essays']","9,111 follower","2,685 review",72,822 (1%),"1,810 (3%)","7,464 (15%)","17,369 (36%)","20,032 (42%)"
Tallchief,Dinah McCall,4.23,908 rating,"February 24, 1997","A Dream...Or A Nightmare?Ever since the night Morgan Tallchief lost the only woman he would ever love, he has struggled to seal away the past. But now Kathleen Ryder is back in his life--still pursued by the deadly secrets that forced her to flee before. And even though Morgan swears to protect her, he is helpless against his own rekindled passion.Kathleen has never forgotten the achingly sweet hunger that bound them together years ago. Now, still on the run, all she dares ask is that Morgan keep her safe--never expecting that he has the power to breathe life-giving fire to an ember that has grown cold.",352,"['Romance', 'Contemporary', 'Contemporary Romance', 'Romantic Suspense', 'Historical', 'Westerns', 'Fiction', 'Romance', 'Contemporary', 'Contemporary Romance', 'Romantic Suspense', 'Historical', 'Westerns', 'Fiction', 'Romance', 'Contemporary', 'Contemporary Romance', 'Romantic Suspense', 'Historical', 'Westerns', 'Fiction']",151 follower,49 review,22,22 (2%),35 (3%),136 (14%),236 (25%),479 (52%)
Lady of Quality,Georgette Heyer,3.93,"10,339 rating","January 1, 1972","Independent and spirited, Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, Annis's life becomes more complicated, as she soon encounters her fugitive's uncivil and high-handed guardian, Mr. Oliver Carleton.  Befriending the wayward girl brings excitement and unexpected consequences, among them greater interaction with Lucilla's guardian, who is quite the rudest man Annis has ever met..",255,"['Romance', 'Historical Fiction', 'Regency', 'Historical Romance', 'Historical', 'Fiction', 'Regency Romance']","4,893 follower",847 review,242,106 (1%),548 (5%),"2,560 (24%)","3,870 (37%)","3,255 (31%)"
Poison in Jest,John Dickson Carr,3.63,187 rating,"January 1, 1932",Jeff Marle tries to decide which member of Judge Matthew Quayle's unhappy household put poison in the Judge's brandy,223,"['Mystery', 'Crime', 'Fiction', '20th Century', 'Detective']",395 follower,13 review,403,5 (2%),11 (5%),65 (34%),73 (39%),33 (17%)
Tales from Watership Down,Richard  Adams,3.83,"8,731 rating","August 5, 1996","Watership Down was one of this century's best-loved works of imaginative literature. Now Richard Adams returns, to tell us what happened to the rabbits after their defeat of General Woundwort.Tales From Watership Down begins with some of the great folk stories well known to all rabbits. Then we listen in as Dandelion, the rabbits' master storyteller, relates the thrilling adventures experienced by El-ahrairah, the mythical rabbit hero, and his stalwart, Rabscuttle, during the long journey home after their terrible encounter with the Black Rabbit of Inlé (as narrated in Watership Down). Finally, in the principal part of the book, we are told eight enchanting stories about the rabbits of the Down - Hazel, Fiver, Bigwig, and their companions - including the impact on the warren of the obsessive doe Flyairth, and the appointment of Hyzenthlay as a female Chief Rabbit and partner to Hazel.All listeners - the millions who remember Watership Down with the deepest affection, and also those for whom this volume will be their first encounter with the rabbits - will find these nineteen tales utterly compelling, the fruit of Richard Adams spellbinding narrative power and ability to conjure up a world that is at the same time both real and unreal.",335,"['Fiction', 'Fantasy', 'Classics', 'Animals', 'Short Stories', 'Young Adult', 'Adventure']","1,932 follower",511 review,114,100 (1%),558 (6%),"2,499 (28%)","3,160 (36%)","2,414 (27%)"
Something Fresh,P.G. Wodehouse,4.11,"11,538 rating","September 1, 1915","This is the first Blandings novel, In which P.G. Wodehouse intorduces us to the delightfully dotty Lord Emsworth, his bone-headed younger son, the Hon. Freddie Threepwood, his log-suffering secretary, the Efficient Baxter, and Beach the Blandings butler.As Wodehouse wrote, 'without at least one imposter on the premises, Blandings Castle is never itself'. In Something Fresh there are two, each with an eye on a valuable Egytian amulet which Lord Emsworth has acquired without quite realizing how it came into his pocket. But of course things get a lot more complicated than this...",260,"['Fiction', 'Humor', 'Classics', 'Comedy', 'Audiobook', 'British Literature', 'Mystery']","6,441 follower","1,035 review","1,129",143 (1%),275 (2%),"2,046 (17%)","4,738 (41%)","4,336 (37%)"
Imperial Woman,Pearl S. Buck,4.08,"8,493 rating","January 1, 1956","Imperial Woman is the fictionalized biography of the last Empress in China, Ci-xi, who began as a concubine of the Xianfeng Emperor and on his death became the de facto head of the Qing Dynasty until her death in 1908.Buck recreates the life of one of the most intriguing rulers during a time of intense turbulence.Tzu Hsi was born into one of the lowly ranks of the Imperial dynasty. According to custom, she moved to the Forbidden City at the age of seventeen to become one of hundreds of concubines. But her singular beauty and powers of manipulation quickly moved her into the position of Second Consort.Tzu Hsi was feared and hated by many in the court, but adored by the people. The Empress's rise to power (even during her husband's life) parallels the story of China's transition from the ancient to the modern way.",376,"['Historical Fiction', 'Fiction', 'China', 'Classics', 'Historical', 'Asia', 'Asian Literature']","2,576 follower",637 review,632,86 (1%),336 (3%),"1,609 (18%)","3,232 (38%)","3,230 (38%)"
Seven Views of Olduvai Gorge,Mike Resnick,4.08,"1,746 rating","January 1, 1994","Thousands of years after mankind has become extinct, a party of alien archaeologists try to learn the mysteries of mankind as they excavate in a gorge on Earth. This Hugo and Nebula Award winning novella by Mike Resnick is a gripping exploration of human origins and motivations.","AudiobookFirst published January 1, 1994","['Science Fiction', 'Short Stories', 'Novella', 'Fantasy', 'Africa', 'Science Fiction Fantasy', 'Anthropology', 'Science Fiction', 'Short Stories', 'Novella', 'Fantasy', 'Africa', 'Science Fiction Fantasy', 'Anthropology', 'Science Fiction', 'Short Stories', 'Novella', 'Fantasy', 'Africa', 'Science Fiction Fantasy', 'Anthropology']",530 follower,125 review,755,23 (1%),67 (3%),330 (18%),646 (36%),680 (38%)
Elements of Semiology,Roland Barthes,3.79,973 rating,"January 1, 1964","""In his Course in General Linguistics , first published in 1916, Saussure postulated the existence of a general science of signs, or Semiology, of which linguistics would form only one part. Semiology, therefore aims to take in any system of signs, whatever their substance and limits; images, gestures, musical sounds, objects, and the complex associations of all these, which form the content of ritual, convention or public these constitute, if not languages , at least systems of signification . . . The Elements here presented have as their sole aim the extraction from linguistics of analytical concepts which we think a priori to be sufficiently general to start semiological research on its way. In assembling them, it is not presupposed that they will remain intact during the course of research; nor that semiology will always be forced to follow the linguistic model closely. We are merely suggesting and elucidating a terminology in the hope that it may enable an initial (albeit provisional) order to be introduced into the heterogeneous mass of significant facts. In fact what we purport to do is furnish a principle of classification of the questions. These elements of semiology will therefore be grouped under four main headings borrowed from structural I. Language and Speech ; II. Signified and Signifier ; III. Syntagm and System; IV. Denotation and Connotation .""--Roland Barthes, from his Introduction",112,"['Philosophy', 'Nonfiction', 'Theory', 'Semiotics', 'Linguistics', 'Language', 'France', 'Philosophy', 'Nonfiction', 'Theory', 'Semiotics', 'Linguistics', 'Language', 'France', 'Philosophy', 'Nonfiction', 'Theory', 'Semiotics', 'Linguistics', 'Language', 'France', 'Philosophy', 'Nonfiction', 'Theory', 'Semiotics', 'Linguistics', 'Language', 'France', 'Philosophy', 'Nonfiction', 'Theory', 'Semiotics', 'Linguistics', 'Language', 'France']","2,212 follower",72 review,348,24 (2%),62 (6%),272 (27%),356 (36%),259 (26%)
Zbor în bătaia săgeții,Horia-Roman Patapievici,4.07,162 rating,"January 1, 1995","Nu stiu cum si-au pastrat altii integritatea sub comunism, dar eu m-am salvat prin prieteni. In ciuda constrangerilor sociale care decurgeau firesc din statutul meu de sclav salariat, pe care il imparteam cu orice alt cetatean, a existat un spatiu privat al libertatii, in care s-a desfasurat adevarata noastra viata. Acesta e paradoxul formarii noastre sub comunism: o mizerabila constrangere sociala, combinata cu o supraveghere politieneasca perpetua si omniprezenta s-au impletit miraculos, in cercurile de prieteni care nu au fost infectate de delatori, cu o libertate personala extraordinara. Departe de institutii si maestri, educatia generatiei mele s-a facut prin carti si in conversatii, in atmosfera exaltata si binecuvantata a prieteniei indragostite.",320,"['Nonfiction', 'Philosophy', 'Romanian Literature', 'Memoir', 'History', 'Romania', 'Biography']",94 follower,14 review,54,2 (1%),12 (7%),24 (14%),59 (36%),65 (40%)
The Three Hostages,John Buchan,3.79,"1,177 rating","January 1, 1924","After the war and newly knighted, Richard Hannay is living peacefully in the Cotswolds with his wife Mary and son Peter John. Unfortunately, a day arrives when three separate visitors tell him of three children being held hostage by a secret kidnapper. All three seem to lead back to a man named Dominick Medina, a popular Member of Parliament. Hannay uncovers a dastardly plot involving hypnotism and the black arts, as well as the more earthly crimes of blackmail and profiteering.",288,"['Fiction', 'Adventure', 'Classics', 'Thriller', 'Mystery', 'British Literature', '20th Century']",411 follower,111 review,"1,502",10 (<1%),74 (6%),340 (28%),477 (40%),276 (23%)
In a Lonely Place,Dorothy B. Hughes,4.12,"6,801 rating","January 1, 1947","Los Angeles in the late 1940s is a city of promise and prosperity, but not for former fighter pilot Dix Steele. To his mind nothing has come close to matching ""that feeling of power and exhilaration and freedom that came with loneness in the sky."" He prowls the foggy city night — bus stops and stretches of darkened beaches and movie houses just emptying out — seeking solitary young women. His funds are running out and his frustrations are growing. Where is the good life he was promised? Why does he always get a raw deal? Then he hooks up with his old air corps buddy, Brub, now working for the LAPD, who just happens to be on the trail of the strangler who's been terrorizing the women of the city for months...Written with controlled elegance, Dorothy B. Hughes's tense novel is at once an early indictment of a truly toxic masculinity and a twisty page-turner with a surprisingly feminist resolution. A classic of golden age noir, In a Lonely Place also inspired Nicholas Ray's 1950 film of the same name, starring Humphrey Bogart.",206,"['Fiction', 'Mystery', 'Noir', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Fiction', 'Mystery', 'Noir', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Fiction', 'Mystery', 'Noir', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller']",234 follower,989 review,59,54 (<1%),198 (2%),"1,132 (16%)","2,919 (42%)","2,498 (36%)"
The Collected Stories of Caroline Gordon,Caroline Gordon,3.77,57 rating,"April 1, 1981",This collection brings together all the short fiction published in Gordon’s lifetime. With an Introduction by Robert Penn Warren.,364,"['Short Stories', 'Fiction', 'Southern', 'American']",19 follower,5 review,42,2 (3%),2 (3%),17 (29%),22 (38%),14 (24%)
Everyday Stalinism: Ordinary Life in Extraordinary Times: Soviet Russia in the 1930s,Sheila Fitzpatrick,3.91,"1,203 rating","March 4, 1999","Here is a pioneering account of everyday life under Stalin, written by one of our foremost authorities on modern Russian history.Focusing on urban areas in the 1930s, Sheila Fitzpatrick shows that with the adoption of collectivization and the first Five-Year Plan, everyday life was utterly transformed. With the abolition of the market, shortages of food, clothing, and all kinds of consumer goods became endemic. Aspeasants fled the collectivized villages, major cities were soon in the grip of an acute housing crisis, with families jammed for decades in tiny single rooms in communal apartments, counting living space in square meters. It was a world of privation, overcrowding, endless queues, and brokenfamilies, in which the regime's promises of future socialist abundance rang hollowly. We read of a government bureaucracy that often turned everyday life into a nightmare, and of the ways that ordinary citizens tried to circumvent it, primarily by patronage and the ubiquitous system of personalconnections known as blat . And we read of the police surveillance that was endemic to this society, and the waves of terror like the Great Purges of 1937, that periodically cast this world into turmoil. Fitzpatrick illuminates the ways that Soviet city-dwellers coped with this world, examining suchdiverse activities as shopping, traveling, telling jokes, finding an apartment, getting an education, landing a job, cultivating patrons and connections, marrying and raising a family, writing complaints and denunciations, voting, and trying to steer clear of the secret police.Based on extensive research in Soviet archives only recently opened to historians, this superb book illuminates the ways ordinary people tried to live normal lives under extraordinary circumstances.",288,"['History', 'Russia', 'Nonfiction', 'Russian History', 'Politics', 'Soviet History', 'Soviet Union']",115 follower,72 review,43,17 (1%),49 (4%),294 (24%),506 (42%),337 (28%)
The Gameplayers of Zan,M.A.   Foster,4.00,208 rating,"January 1, 1977","Book by Foster, M. A.","Mass Market PaperbackFirst published January 1, 1977","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Polyamory']",27 follower,17 review,20,7 (3%),12 (5%),36 (17%),72 (34%),81 (38%)
The Tree of Hands,Ruth Rendell,3.90,"2,652 rating","October 15, 1984","Mopsa, driven by a past scarred by madness and violence. Benet, stricken by the most grievous loss any woman can bear. Carol, trapped in a life of crushing drabness no lover can change. Three mothers joined by a single thread of terror, whirled into a spiral of kidnapping, murder, and a final, reckless affirmation of love.",320,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'British Literature', 'Mystery Thriller']","1,514 follower",163 review,454,39 (1%),136 (5%),663 (25%),"1,031 (38%)",783 (29%)
The Atrocity Exhibition,J.G. Ballard,3.77,"6,449 rating","January 1, 1969","Easily one of the 20th century's most visionary writers, J. G. Ballard lived far ahead of his time. Called his ""prophetic masterpiece"" by many, The Atrocity Exhibition practically lies outside of any literary tradition. Part science fiction, part eerie historical fiction, part pornography, its characters adhere to no rules of linearity or stability. This reissued edition features an introduction by William S. Burroughs, extensive text commentary by Ballard, and four additional stories. Of specific interest are the illustrations by underground cartoonist and professional medical illustrator Phoebe Gloeckner. Her ultrarealistic images of eroticism and destruction add an important dimension to Ballard's text.",136,"['Fiction', 'Science Fiction', 'Short Stories', 'Novels', 'Literature', 'Classics', 'Horror', 'Fiction', 'Science Fiction', 'Short Stories', 'Novels', 'Literature', 'Classics', 'Horror', 'Fiction', 'Science Fiction', 'Short Stories', 'Novels', 'Literature', 'Classics', 'Horror', 'Fiction', 'Science Fiction', 'Short Stories', 'Novels', 'Literature', 'Classics', 'Horror', 'Fiction', 'Science Fiction', 'Short Stories', 'Novels', 'Literature', 'Classics', 'Horror']","3,696 follower",489 review,444,231 (3%),563 (8%),"1,568 (24%)","2,212 (34%)","1,875 (29%)"
Gemini,Dorothy Dunnett,4.50,"1,816 rating","January 1, 2000","Scotland, 1477: Nicholas de Fleury, former banker and merchant, has re-appeared in the land that, four years earlier, he had brought very close to ruin in the course of an intense commercial and personal war with secret enemies—and, indeed, with his clever wife Gelis.Now the opportunity for redemption is at hand, but Nicholas soon finds himself pursuing his objectives amid a complex, corrosive power struggle centering on the Scottish royal family but closely involving the powerful merchants of Edinburgh, the gentry, the clergy, the English (ever seeking an excuse to pounce on their neighbor to the north), the French, the Burgundians. His presence soon draws Gelis and their son Jodi to Scotland, as well as Nicholas's companions and subordinates in many a past endeavor—Dr. Tobias and his wife Clémence, Mick Crackbene, John le Grant, and Andro Wodman among them. Here, too, Nicholas meets again with others who have had an influence, for good or evil, in his King James III of Scotland and his rebellious siblings; the St. Jordan, Simon, and young Henry; Mistress Bel of Cuthilgurdy and David de Salmeton; Anselm Adorne and Kathi his niece. Caught up in, and sometimes molding, the course of great events, Nicholas exhibits by turns the fierce silence with which he masks his secrets, and the explosive, willful gaiety that binds men, women, and children to him. And as the secrets of his birth and heritage come to light, Nicholas has to decide whether he desires to establish a future in Scotland for himself and his family, and a home for his descendants.Gemini  brings to a dazzling conclusion Dorothy Dunnett's  House of Niccolò  series (synopsized in this volume), in which this peerless novelist has vividly re-created the dramatic, flamboyant world of the early Renaissance in historical writing of scrupulous authenticity and in the entrancing portrait of her visionary hero. Now, in a book infused with wit and poetry, emotion and humor, action and mystery, she brings Nicholas de Fleury at last to choose his heart's home, where he can exercise all his skills as an advisor to kings and statesmen, as a husband, a father, and a leader of men—and where, perhaps, we will discern a connection between him and that other remarkable personality, Francis Crawford, whose exploits Lady Dunnett recorded so memorably in  The Lymond Chronicles.",672,"['Historical Fiction', 'Historical', 'Fiction', 'Scotland', 'Adventure', 'Romance', 'Fantasy']",788 follower,112 review,48,10 (<1%),30 (1%),154 (8%),473 (26%),"1,149 (63%)"
Flight #116 Is Down!,Caroline B. Cooney,3.80,"2,985 rating","March 1, 1992",An award-winning dramatic thriller finds a young girl confronting her fears and making heroic efforts at the terrifying scene of a crashed 747.,208,"['Young Adult', 'Fiction', 'Thriller', 'Childrens', 'Teen', 'Adventure', 'Suspense']","1,665 follower",241 review,138,47 (1%),215 (7%),838 (28%),"1,081 (36%)",804 (26%)
One River,Wade Davis,4.46,"2,418 rating","September 3, 1996","The story of two generations of scientific explorers in South America—Richard Evans Schultes and his protégé Wade Davis—an epic tale of adventure and a compelling work of natural history.In 1941, Professor Richard Evan Schultes took a leave from Harvard and disappeared into the Amazon, where he spent the next twelve years mapping uncharted rivers and living among dozens of Indian tribes. In the 1970s, he sent two prize students, Tim Plowman and Wade Davis, to follow in his footsteps and unveil the botanical secrets of coca, the notorious source of cocaine, a sacred plant known to the Inca as the Divine Leaf of Immortality.A stunning account of adventure and discovery, betrayal and destruction, One River is a story of two generations of explorers drawn together by the transcendent knowledge of Indian peoples, the visionary realms of the shaman, and the extraordinary plants that sustain all life in a forest that once stood immense and inviolable.",544,"['Nonfiction', 'Travel', 'Science', 'Anthropology', 'Nature', 'History', 'Environment']",723 follower,245 review,75,13 (<1%),43 (1%),218 (9%),696 (28%),"1,448 (59%)"
Heart of Fire,Linda Howard,3.96,"7,043 rating","July 1, 1993","A fabulous lost Amazon city once inhabited by women warriors and containing a rare red diamond: it sounded like myth, but archeologist Jillian Sherwood believed it was real, and she was willing to put up with anything to find it -- even Ben Lewis. Ruffian, knock-about, and number one river guide in Brazil, Ben was all man -- over six feet of rock-hard muscles that rippled under his khakis, with lazy blue eyes that taunted her from his tanned face. Jillian watched him come to a fast boil when she refused to reveal their exact destination upriver in the uncharted rain forests -- and resolved to stand her ground. Neither of them could foresee what the days ahead promised: an odyssey into the fiery heart of passion and betrayal, and a danger that would force them to cast their fates together, immersed in the eternal, unsolved mysteries of love....",309,"['Romance', 'Romantic Suspense', 'Contemporary Romance', 'Contemporary', 'Suspense', 'Adventure', 'Fiction']","6,852 follower",356 review,279,108 (1%),324 (4%),"1,675 (23%)","2,569 (36%)","2,367 (33%)"
