title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Rolling Stone Encyclopedia of Rock & Roll,Rolling Stone Magazine,4.09,587 rating,"January 1, 1983","Completely updated with new entries and extensive revisions of the previous 1,800, The Rolling Stone Encyclopedia Of Rock & Roll is the authoritative volume on the world's music makers—from the one-hit wonders to the megastars.In 1983, Rolling Stone Press introduced its first Rock & Roll Encyclopedia. Almost two decades later, it has become the premier guide to the history of rock & roll, and has been selected by the Rock and Roll Hall of Fame & Museum as its official source of information. Giving full coverage to all aspects of the rock scene, it tells the story of rock & roll in a clear and easy reference format, including complete discographies, personnel changes for every band, and backstage information like date and place of birth, from Elvis Presley to Eminem.Since the last edition, the music scene has exploded in every area, from boy-bands to hip-hop, electronica to indie rock. Here, the Encyclopedia explores them all—'NSync, Notorious B.I.G., Ricky Martin, Radiohead, Britney Spears, Blink-182, Sean “Puffy” Combs, Portishead, Fatboy Slim, Fiona Apple, Lil' Kim, Limp Bizkit, Oasis, Outkast, Yo La Tengo, TLC, and many, many more. The Rolling Stone Encyclopedia of Rock & Roll, Third Edition includes all the facts, phenomena, and flukes that make up the history of rock. Accompanying the biographical and discographical information on the nearly 2,000 artists included in this edition are incisive essays that reveal the performers' musical influences, first breaks, and critical and commercial hits and misses, as well as evaluations of their place in rock history. Filled with hundreds of historical photos, The Rolling Stone Encyclopedia is more than just a reference book, it is the bible of rock & roll.",1136,222,34 follower,"['Music', 'Nonfiction', 'Reference', 'History', 'Childrens', 'Rock N Roll', 'Cultural', 'Music', 'Nonfiction', 'Reference', 'History', 'Childrens', 'Rock N Roll', 'Cultural', 'Music', 'Nonfiction', 'Reference', 'History', 'Childrens', 'Rock N Roll', 'Cultural', 'Music', 'Nonfiction', 'Reference', 'History', 'Childrens', 'Rock N Roll', 'Cultural', 'Music', 'Nonfiction', 'Reference', 'History', 'Childrens', 'Rock N Roll', 'Cultural']",30 review,236 (40%),198 (33%),124 (21%),25 (4%),4 (<1%)
Infatuarea fatală: erorile socialismului,Friedrich A. Hayek,4.23,"2,272 rating","January 1, 1988","În Infatuarea fatală, Friedrich August von Hayek se concentrează asupra a două tipuri de ordine, cea creată prin dispunerea deliberată a elementelor componente și cea spontană, formată prin ajustarea liberă a membrilor. Dezvoltând din perspectivă filosofică una din ideile formulate de Mises în cartea Socialism: An Economic and Sociological Analysis (1922), autorul demontează himera scientistă a societății organizate rațional, o himeră ce invadase lumea academică la finalul primei jumătăți a secolului trecut. Din cuprins: Între instinct și rațiune; Originile libertății, ale proprietății și ale justiției; Evoluția pieței: comerț și civilizație; Revolta instinctului și a rațiunii; Infatuarea fatală; Misterioasa lume a comerțului și a banilor; Limbajul nostru otrăvit; Ordinea extinsă și creșterea demografică; Religia și apărătorii tradiției",188,235,"1,464 follower","['Economics', 'Politics', 'Philosophy', 'Nonfiction', 'History', 'Political Science', 'Sociology', 'Economics', 'Politics', 'Philosophy', 'Nonfiction', 'History', 'Political Science', 'Sociology', 'Economics', 'Politics', 'Philosophy', 'Nonfiction', 'History', 'Political Science', 'Sociology']",158 review,"1,124 (49%)",717 (31%),299 (13%),89 (3%),43 (1%)
Owls in the Family,Farley Mowat,4.10,"5,428 rating","January 1, 1961","Farley Mowat's funniest book tells the adventures of Wol and Weeps, two owls from Saskatchewan who shape up a whole neighbourhood, turn a house topsy-turvy, and outsmart Mutt, the dog hero of The Dog Who Wouldn't Be. Wol brings dead skunks to the family dinner table and terrorizes the minister, the postman, and the French teacher. Weeps is a comical bird, afraid of everything except Mutt, and he never does learn how to fly. Here is the heartwarming story of how a boy named Billy finds Wol and Weeps and unwittingly adds two new members to the family.",91,136,599 follower,"['Fiction', 'Childrens', 'Animals', 'Canada', 'Classics', 'Middle Grade', 'Nature', 'Fiction', 'Childrens', 'Animals', 'Canada', 'Classics', 'Middle Grade', 'Nature', 'Fiction', 'Childrens', 'Animals', 'Canada', 'Classics', 'Middle Grade', 'Nature']",509 review,"2,117 (39%)","2,043 (37%)","1,024 (18%)",176 (3%),68 (1%)
Sonnets to Orpheus,Rainer Maria Rilke,4.25,"3,623 rating","January 1, 1923","One of the literary masterpieces of the century, this translation is now presented with facing-page German. To Rilke himself the Sonnets to Orpheus were ""perhaps the most mysterious in the way they came up and entrusted themselves to me, the most enigmatic dictation I have ever held through and achieved; the whole first part was written down in a single breathless act of obedience, between the 2nd and 5th of February, without one word being doubtful or having to be changed."" With facing-page German.",162,"1,443","5,861 follower","['Poetry', 'Classics', 'German Literature', '20th Century', 'Fiction', 'Literature', 'Germany', 'Poetry', 'Classics', 'German Literature', '20th Century', 'Fiction', 'Literature', 'Germany', 'Poetry', 'Classics', 'German Literature', '20th Century', 'Fiction', 'Literature', 'Germany']",285 review,"1,724 (47%)","1,226 (33%)",549 (15%),104 (2%),20 (<1%)
Winter Words: Poetry and Personal Writings of Thomas Hardy,Thomas Hardy,3.85,40 rating,"January 1, 1928","Although he is best known for his great novels, author Thomas Hardy wrote poetry throughout his life, and letters too, reflecting aspects of his personality that are not so readily seen in his fiction, illustrated in the recording of this special compilation.","AudiobookFirst published January 1, 1928","1,743","5,987 follower","['Poetry', 'Classics', 'Poetry', 'Classics', 'Poetry', 'Classics', 'Poetry', 'Classics', 'Poetry', 'Classics']",11 review,13 (32%),10 (25%),15 (37%),2 (5%),0 (0%)
On the Trail of the Assassins: One Man's Quest to Solve the Murder of President Kennedy,Jim Garrison,4.06,"1,987 rating","January 1, 1988","Jim Garrison’s classic account of his investigation and prosecution of the murder of JFK.Almost fifty years after the assassination of President John F. Kennedy, his murder continues to haunt the American psyche and stands as a turning point in our nation’s history. The Warren Commission rushed out its report in 1964, but questions continue to linger: Was there a conspiracy? Was there a coup at the highest levels of government?On March 1, 1967, New Orleans district attorney Jim Garrison shocked the world by arresting local businessman Clay Shaw for conspiracy to murder the president. His alleged co-conspirator, David Ferrie, had been found dead a few days before. Garrison charged that elements of the United States government, in particular the CIA, were behind the crime. From the beginning, his probe was virulently attacked in the media and violently denounced from Washington. His office was infiltrated and sabotaged, and witnesses disappeared and died strangely. Eventually, Shaw was acquitted after the briefest of jury deliberation and the only prosecution ever brought for the murder of President Kennedy was over.Returning to print for the first time in years, On the Trail of the Assassins—the primary source material for Oliver Stone’s hit film JFK—is Garrison’s own account of his investigations into the background of Lee Harvey Oswald and the assassination of President Kennedy, and his prosecution of Clay Shaw in the trial that followed.",342,36,33 follower,"['History', 'Nonfiction', 'True Crime', 'Politics', 'Crime', 'Historical', 'Conspiracy Theories']",141 review,785 (39%),721 (36%),349 (17%),82 (4%),50 (2%)
The Far Side Gallery 3,Gary Larson,4.43,"26,067 rating","January 1, 1984","The third Far Side treasury.Copyright © 1988 FarWorks, Inc. All rights reserved.The Far Side ®, FarWorks, Inc. ®, and the Larson ® signature are registered trademarks of FarWorks, Inc. in certain countries.",192,124,676 follower,"['Comics', 'Humor', 'Graphic Novels', 'Comedy', 'Fiction', 'Comic Strips', 'Cartoon']",157 review,"15,313 (58%)","7,410 (28%)","2,751 (10%)",405 (1%),188 (<1%)
Colas Breugnon,Romain Rolland,3.79,590 rating,"January 1, 1919","""Colas Breugnon"" is a charming romance of life in Burgundy three hundred years ago. It is an ""autobiographical"" novel, the story being told in the first person by Colas, who reviews his fifty years of life, and describes all its joys and sorrows. The story is gay and humorous, and full of wise observations about life. --- ""Colas Breugnon is the jovial Burgundian, the lusty wood-carver, the practical joker always fond of his glass, the droll fellow. Before everything, Colas Breugnon is a free man. He loves his king, but only so long as the king leaves him his liberty; he loves his wife, but follows his own bent; he is on excellent terms with the priest of a neighboring parish, but never goes to church; he idolizes his children, but his vigorous individuality makes him unwilling to live with them. He is friendly with all, but subject to none; he is freer than the king; he has that sense of humor characteristic of the free spirit to whom the whole world belongs.",242,"1,149",424 follower,"['Fiction', 'Classics', 'France', 'Nobel Prize', 'French Literature', 'Literature', '20th Century']",49 review,194 (32%),184 (31%),131 (22%),56 (9%),25 (4%)
Find a Victim,Ross Macdonald,3.94,"1,480 rating","January 1, 1954","Las Cruces wasn’t a place most travelers would think to stop. But after Lew Archer plays the good samaritan and picks up a bloodied hitchhiker, he finds himself in town for a few days awaiting a murder inquest. A hijacked truck full of liquor and an evidence box full of marijuana, $20,000 from a big time bank heist by a small time crook, corruption, adultery, incest, prodigal daughters and abused wives all make the little town seem a lot more interesting than any guide book ever could. And as the murder rate rises, Archer finds himself caught up in mystery where everyone is a suspect and everyone’s a victim.",224,184,733 follower,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Detective', 'Thriller', 'Hard Boiled']",159 review,384 (25%),684 (46%),359 (24%),45 (3%),8 (<1%)
"Don Quixote, U.S.A.",Richard  Powell,4.28,253 rating,"January 1, 1966","Arthur Peabody Goodpasture is the descendant of an old and respected Boston family. He has, however, been a disappointment to his family in several In appearance he is insignificant looking both in face and figure; he went to the University of Florida instead of Harvard where his forbears had been mainstays of the varsity crew for generations, and he studied agriculture instead of pointing himself toward a career in banking, bonds, or law. To say the least he is not apparently the stuff from which heroes are fashioned.As an agricultural expert specializing in fruit farming, Arthur becomes a Peace Corps volunteer and is assigned to the Republic of San Marco in the Caribbean. This weak-chinned Don Quixote soon acquires his Sancho Panza in the person of a rascally eleven-year-old boy, Pepe, who makes a bargain to be paid 400 pesos each time he saves Arthur's life. (The payments mount alarmingly!)The island's dictator thinks he can use Arthur to obtain military supplies with which to wipe out the band of guerillas in the hills who oppose his corrupt dictatorship. Failing in this the dictator decides to murder Goodpasture and cause an international incident by blaming it on the guerillas. This, he reasons, will bring the U.S. in to help stamp out the rebels.This plan also backfires (with Pepe's help, of course) and Goodpasture is taken prisoner and when they see he is a harmless eccentric he is appointed chief cook for the guerillas. From then on Arthur's life becomes a series of misadventures through which he moves serenely and from which he generally emerges unscathed (again with Pepe's assistance) until he surprisingly finds himself the guerillas' leader.Following one of the funniest bloodless revolutions imaginable Arthur Peabody Goodpasture ends up as Arthur el Gavilan, the new dictator of San Marco. ""His strength was as the strength of ten because his heart was pure.""",192,36,16 follower,"['Fiction', 'Humor']",36 review,131 (51%),76 (30%),33 (13%),12 (4%),1 (<1%)
Among the Shadows: Tales from the Darker Side,L.M. Montgomery,3.86,"1,903 rating","April 1, 1990","These nineteen fascinating stories are unlike any others L.M. Montgomery ever wrote.  Filled with strange and supernatural occurrences, they are peopled with drunkards, embezzlers, and A woman confesses to murder after she has passed away. . . . A righteous deacon gets a taste of his own bitter medicine. . . . An amateur photographer records a dark deed. . . . The ghost of a woman's sweetheart comes to bid her good-bye. . . . Somber, dark, and brooding, these intriguing stories suggest that love really can last beyond death and that poetic justice does exist.  Each of these wonderful tales is full of the strength of Montgomery's own inner resources.",284,"2,107",11.5k follower,"['Short Stories', 'Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Mystery', 'Romance']",132 review,545 (28%),695 (36%),532 (27%),113 (5%),18 (<1%)
The Woman's Comfort Book,Jennifer Louden,3.97,"1,228 rating","March 27, 1992","With over 200 prescriptions for giving yourself a break, this book helps the reader to sort out guilty feelings about self–nurture and to define her comfort/self–nurture needs.In this book the author delivers a host of creative and comforting programmes like the self–care schedule, creative selfishness, creating a comfort network, body delights, a personal sanctuary, the comfort journal, bathing pleasures and comfort rituals. Organised by topic and cross–referenced throughout, this guidebook is designed to appeal to women of all ages. The new edition has been revised and updated for modern women.",209,29,237 follower,"['Self Help', 'Nonfiction', 'Womens', 'Psychology', 'Health', 'Personal Development', 'Reference']",56 review,463 (37%),390 (31%),275 (22%),80 (6%),20 (1%)
Hitchcock/Truffaut,François Truffaut,4.48,"8,262 rating","January 1, 1966","Any book-length interview with Alfred Hitchcock is valuable, but considering that this volume's interlocutor is François Truffaut, the conversation is remarkable indeed. Here is a rare opportunity to eavesdrop on two cinematic masters from very different backgrounds as they cover each of Hitch's films in succession. Though this book was initially published in 1967 when Hitchcock was still active, Truffaut later prepared a revised edition that covered the final stages of his career. It's difficult to think of a more informative or entertaining introduction to Hitchcock's art, interests, and peculiar sense of humor. The book is a storehouse of insight and witticism, including the master's impressions of a classic like Rear Window (""I was feeling very creative at the time, the batteries were well charged""), his technical insight into Psycho's shower scene (""the knife never touched the body; it was all done in the [editing]""), and his ruminations on flops such as Under Capricorn (""If I were to make another picture in Australia today, I'd have a policeman hop into the pocket of a kangaroo and yell 'Follow that car!'""). This is one of the most delightful film books in print. --Raphael Shargel",368,133,207 follower,"['Film', 'Nonfiction', 'Biography', 'Media Tie In', 'Art', 'History', 'Writing', 'Film', 'Nonfiction', 'Biography', 'Media Tie In', 'Art', 'History', 'Writing', 'Film', 'Nonfiction', 'Biography', 'Media Tie In', 'Art', 'History', 'Writing']",527 review,"4,926 (59%)","2,555 (30%)",659 (7%),91 (1%),31 (<1%)
"The Arctic Grail: The Quest for the Northwest Passage and the North Pole, 1818-1909",Pierre Berton,4.36,713 rating,"November 1, 1988","Covering the entire period of exploration from the expedition of William Edward Perry in 1818 to that of Robert Peary in a single volume, Pierre Berton has written a revisionist history of the search for the Northwest passage and the North Pole. 26 illustrations.",672,150,180 follower,"['History', 'Nonfiction', 'Canada', 'Travel', 'Adventure', 'World History', 'Historical']",71 review,368 (51%),257 (36%),74 (10%),6 (<1%),8 (1%)
Charming the Prince,Teresa Medeiros,3.91,"6,356 rating","April 6, 1999","He never lost a battle until he met the one woman who might succeed in...Charming the Prince.Dear Reader,My enemies know me as Lord Bannor the Bold, Pride of the English and Terror of the French. Never in my life have I backed down from any challenge or betrayed so much as a hint of fear—until the war ended and I found myself a reluctant papa to a dozen unruly children.Realizing that I couldn't lop their little heads off or throw them in the dungeon, I sent my steward out to find them a mother and me a bride—an attractive, meek, maternal creature too plain to tempt me to get her with child. You can imagine my horror when he returned with Lady Willow of Bedlington, a spirited beauty who made me think of nothing else!With her cloud of dark curls and the sparkle of passion in her eyes, Willow was everything I'd sworn to resist. I never dreamed she would join forces with those mischievous imps of mine to teach this cynical warrior just how sweet surrender can be.Bannor the Bold,Lord of Elsinore",342,49,"2,521 follower","['Historical Romance', 'Romance', 'Historical', 'Medieval', 'Historical Fiction', 'Medieval Romance', 'Fairy Tales']",434 review,"2,024 (31%)","2,272 (35%)","1,597 (25%)",363 (5%),100 (1%)
Final Flight,Stephen Coonts,4.07,"6,272 rating","August 1, 1988","The most daring -- and deadly -- terrorist plot of all time is about to unfold aboard the supercarrier USS United States. If it succeeds, the balance of nuclear power will tilt in favor of a remorseless Arab leader. And it looks as if no one can stop it - except navy ""jet jock"" Jake Grafton. ""Cag "" Grafton is one helluva pilot. His F-14 Tomcat is one helluva plane. But some of Jake's crewmates have already vanished. A woman reporter who boarded the ship in Tangiers may not be who she claims to be. And Jake may have to disobey a direct order from the President himself for one spine-tingling, hair-raising Final FlightFrom the Paperback edition.",387,157,712 follower,"['Fiction', 'Thriller', 'Military Fiction', 'Aviation', 'Action', 'Adventure', 'Espionage']",94 review,"2,284 (36%)","2,409 (38%)","1,332 (21%)",204 (3%),43 (<1%)
Meet Addy,Connie Rose Porter,4.11,"9,999 rating","September 1, 1993","In 1864, after her father and brother are sold to another owner, nine-year-old Addy Walker and her mother escape from their cruel life as slaves in North Carolina to freedom in Philadelphia.",69,32,92 follower,"['Historical Fiction', 'Childrens', 'Fiction', 'Historical', 'Middle Grade', 'Civil War', 'Young Adult']",361 review,"4,406 (44%)","2,931 (29%)","2,161 (21%)",388 (3%),113 (1%)
Bear Island,Alistair MacLean,3.60,"3,747 rating","January 1, 1971","Reissue of the classic tale of adventure and death on a mysterious Arctic island, from the acclaimed master of action and suspense. A converted fishing trawler, Morning Rose carries a movie-making crew across the Barents Sea to isolated Bear Island, well above the Arctic Circle, for some on-location filming, but the script is a secret known only to the producer and screenwriter. En route, members of the movie crew and ship's company begin to die under mysterious circumstances. The crew's doctor, Marlowe, finds himself enmeshed in a violent, multi-layered plot in which very few of the persons aboard are whom they claim to be. Marlowe's efforts to unravel the plot become even more complicated once the movie crew is deposited ashore on Bear Island, beyond the reach of the law or outside help. The murders continue ashore, and Marlowe, who is not what he seems to be either, discovers they may be related to some forgotten events of the Second World War.",464,334,"1,089 follower","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Suspense', 'Action', 'Crime']",137 review,676 (18%),"1,344 (35%)","1,345 (35%)",323 (8%),59 (1%)
There Was an Old Lady Who Swallowed a Fly,Simms Taback,4.23,"61,218 rating","January 1, 1997","
An old favorite as you've never seen it before!
Everyone knows the song about the old lady who swallowed a fly, a spider, a bird, and even worse, but who's ever seen what's going on inside the old lady's stomach?With this inventive die-cut artwork, 
Simms Tabak
 gives us a rollicking, eye-popping version of the well-loved poem.",36,80,60 follower,"['Picture Books', 'Childrens', 'Poetry', 'Fiction', 'Animals', 'Humor', 'Fantasy']","1,177 review","33,277 (54%)","14,108 (23%)","9,855 (16%)","2,769 (4%)","1,209 (1%)"
Wicked Loving Lies,Rosemary Rogers,3.91,"2,113 rating","January 1, 1976","In the sweeping tradition of Sweet Savage Love, New York Times bestselling author Rosemary Rogers takes readers on an epic journey that spans continents and explores the depths of human passions. Born of scandal and denied his birthright, Dominic Challenger took to the sea, charting his own future. A true rogue, Dominic answers to no one, trusting only himself. Until Marisa. Born of wealth and privilege, Marisa is a prisoner to her father's expectations. When the sanctuary she has found behind the walls of a convent is threatened by the news that her father has arranged for her to marry, Marisa flees...right into the arms of a pirate. From the safety of a sheltered convent to a sultan's harem, from the opulence of Napoleon's court to the wilds of the new frontier, Marisa and Dominic brave all that they encounter in this thrilling age: intrigue, captivity and danger. And above all, an enduring passion that ignites into an infinite love.",768,89,387 follower,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Harem', 'Pirates', 'Fiction']",110 review,825 (39%),623 (29%),416 (19%),140 (6%),109 (5%)
Exercises in Style,Raymond Queneau,4.06,"11,429 rating","April 28, 1947","The plot of Exercises in Style is quite simple: a man gets into an argument with another passenger on a bus. However, this anecdote is told ninety-nine more times, each in a radically different style, as a sonnet, an opera, in slang, and with many more permutations. This virtuoso set of variations is a linguistic rust-remover, and a guide to literary forms.",204,192,517 follower,"['Fiction', 'France', 'Short Stories', 'Writing', 'Classics', 'French Literature', 'Literature', 'Fiction', 'France', 'Short Stories', 'Writing', 'Classics', 'French Literature', 'Literature', 'Fiction', 'France', 'Short Stories', 'Writing', 'Classics', 'French Literature', 'Literature']",989 review,"4,315 (37%)","4,213 (36%)","2,258 (19%)",506 (4%),137 (1%)
