title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Chocolat,Joanne Harris,3.96,"125,223 rating","March 4, 1999","A timeless novel of a straitlaced village's awakening to joy and sensuality - every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere.Illuminating Peter Mayle's South of France with a touch of Laura Esquivel's magic realism, Chocolat is a timeless novel of a straitlaced village's awakening to joy and sensuality. In tiny Lansquenet, where nothing much has changed in a hundred years, beautiful newcomer Vianne Rocher and her exquisite chocolate shop arrive and instantly begin to play havoc with Lenten vows. Each box of luscious bonbons comes with a free gift: Vianne's uncanny perception of its buyer's private discontents and a clever, caring cure for them. Is she a witch? Soon the parish no longer cares, as it abandons itself to temptation, happiness, and a dramatic face-off between Easter solemnity and the pagan gaiety of a chocolate festival. Chocolat's every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere. It's a must for anyone who craves an escapist read, and is a bewitching gift for any holiday.",306,115,"5,879 follower","['Fiction', 'Romance', 'Magical Realism', 'France', 'Fantasy', 'Contemporary', 'Historical Fiction']","5,154 review","39,021 (31%)","50,443 (40%)","28,669 (22%)","5,663 (4%)","1,427 (1%)"
Women in Love,D.H. Lawrence,3.66,"32,067 rating","January 1, 1920","Widely regarded as D. H. Lawrence's greatest novel, Women in Love is both a lucid account of English society before the First World War, and a brilliant evocation of the inexorable power of human desire. Women in Love continues where The Rainbow left off, with the third generation of Brangwens: Ursula Brangwen, now a teacher at Beldover, a mining town in the Midlands, and her sister Gudrun, who has returned from art school in London. The focus of the novel is primarily on their relationships, Ursula's with Rupert Birkin, a school inspector, and Gudrun's with industrialist Gerald Crich, and later with a sculptor, Loerke. Quintessentially modernist, Women in Love is one of Lawrence's most extraordinary, innovative and unsettling works.",416,"1,996","3,638 follower","['Fiction', 'Literature', 'Classics', 'Romance', 'Novels', 'Banned Books', '20th Century']","1,388 review","7,978 (24%)","10,764 (33%)","8,999 (28%)","3,083 (9%)","1,243 (3%)"
Empire of the Sun,J.G. Ballard,3.98,"20,568 rating","September 13, 1984","The classic, award-winning novel, made famous by Steven Spielberg's film, tells of a young boy's struggle to survive World War II in China.Jim is separated from his parents in a world at war. To survive, he must find a deep strength greater than all the events that surround him.Shanghai, 1941 — a city aflame from the fateful torch of Pearl Harbor. In streets full of chaos and corpses, a young British boy searches in vain for his parents. Imprisoned in a Japanese concentration camp, he is witness to the fierce white flash of Nagasaki, as the bomb bellows the end of the war...and the dawn of a blighted world.Ballard's enduring novel of war and deprivation, internment camps and death marches, and starvation and survival is an honest coming-of-age tale set in a world thrown utterly out of joint.",351,444,"3,694 follower","['Fiction', 'Historical Fiction', 'War', 'China', 'Classics', 'Historical', 'World War II', 'Fiction', 'Historical Fiction', 'War', 'China', 'Classics', 'Historical', 'World War II', 'Fiction', 'Historical Fiction', 'War', 'China', 'Classics', 'Historical', 'World War II', 'Fiction', 'Historical Fiction', 'War', 'China', 'Classics', 'Historical', 'World War II', 'Fiction', 'Historical Fiction', 'War', 'China', 'Classics', 'Historical', 'World War II']","1,178 review","6,311 (30%)","8,823 (42%)","4,382 (21%)",834 (4%),218 (1%)
Plainsong,Kent Haruf,4.03,"73,382 rating","October 4, 1999","A heartstrong story of family and romance, tribulation and tenacity, set on the High Plains east of Denver.In the small town of Holt, Colorado, a high school teacher is confronted with raising his two boys alone after their mother retreats first to the bedroom, then altogether. A teenage girl—her father long since disappeared, her mother unwilling to have her in the house—is pregnant, alone herself, with nowhere to go. And out in the country, two brothers, elderly bachelors, work the family homestead, the only world they've ever known.From these unsettled lives emerges a vision of life, and of the town and landscape that bind them together—their fates somehow overcoming the powerful circumstances of place and station, their confusion, curiosity, dignity and humor intact and resonant. As the milieu widens to embrace fully four generations, Kent Haruf displays an emotional and aesthetic authority to rival the past masters of a classic American tradition.Utterly true to the rhythms and patterns of life, Plainsong is a novel to care about, believe in, and learn from.",301,17,"1,769 follower","['Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Literature', 'Adult Fiction', 'Book Club']","6,234 review","25,520 (34%)","29,737 (40%)","14,037 (19%)","3,100 (4%)",988 (1%)
Wise Blood,Flannery O'Connor,3.83,"33,010 rating","May 15, 1952","The American short story master Flannery O'Connor's haunting first novel of faith, false prophets, and redemptive wisdom.Wise Blood, Flannery O'Connor's astonishing and haunting first novel, is a classic of twentieth-century literature. It is the story of Hazel Motes, a twenty-two-year-old caught in an unending struggle against his inborn, desperate fate. He falls under the spell of a ""blind"" street preacher named Asa Hawks and his degenerate fifteen-year-old daughter, Sabbath Lily. In an ironic, malicious gesture of his own non-faith, and to prove himself a greater cynic than Hawks, Motes founds the Church Without Christ, but is still thwarted in his efforts to lose God. He meets Enoch Emery, a young man with ""wise blood,"" who leads him to a mummified holy child and whose crazy maneuvers are a manifestation of Motes's existential struggles.This tale of redemption, retribution, false prophets, blindness, blindings, and wisdom gives us one of the most riveting characters in American fiction.",256,189,"4,674 follower","['Fiction', 'Classics', 'Southern Gothic', 'Literature', 'Novels', 'Southern', 'Gothic']","3,132 review","9,813 (29%)","12,001 (36%)","7,831 (23%)","2,513 (7%)",852 (2%)
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,4.11,"50,972 rating","January 1, 1955","This book contains two separate stories: ""Raise High the Roof Beam, Carpenters"" is the first, and ""Seymour: An Introduction"" is the second.""Raise High the Roof Beam, Carpenters"" is a story about the Glass family, narrated by Buddy, the second oldest brother. Buddy is attending his brother Seymour's wedding to a gal named Muriel, but he's on Army leave during active duty in World War II. At the wedding, everyone is stunned when Seymour does not show up.The action of the story picks up when several characters end up carpooling together following the failed wedding. The others (the Matron of Honor and her husband, and a couple of stragglers) are talking about Seymour and the disappointment of his not showing up, and Buddy never tells them that he is secretly Seymour's brother, so they talk more openly with him than they otherwise would.They criticize Seymour and speculate about his character flaws and deficiencies, but Buddy finds their assessments quite judgmental and biased. He then decides to tell the car who he really is, shaming them for their loose criticisms.He finds Seymour's journal, and he discovers a strange message from their sister Boo Boo for Seymour on their bathroom mirror: ""Raise high the roof beam, carpenters. Like Ares comes the bridegroom/ taller far than a tall man."" This is a fragment from the Greek poet Sappho.""Seymour: An Introduction"" is a kind of elegy for Seymour from Buddy, told in the form of an introduction to the reader. The reader makes Seymour's acquaintance while knowing that Seymour technically isn't alive when the story is published, having killed himself in 1948.This portion of the story is told in stream of consciousness, and it discusses Eastern religious mysticism.",256,148,15k follower,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Novels', 'Literary Fiction']","2,232 review","20,317 (39%)","18,549 (36%)","9,733 (19%)","1,911 (3%)",462 (<1%)
Crossing to Safety,Wallace Stegner,4.16,"46,086 rating","January 1, 1987","Crossing to Safety has, since its publication in 1987, established itself as one of the greatest and most cherished American novels of the twentieth century. Tracing the lives, loves, and aspirations of two couples who move between Vermont and Wisconsin, it is a work of quiet majesty, deep compassion, and powerful insight into the alchemy of friendship and marriage.",335,204,"1,717 follower","['Fiction', 'Classics', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Book Club', 'Fiction', 'Classics', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Book Club', 'Fiction', 'Classics', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Book Club', 'Fiction', 'Classics', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Book Club', 'Fiction', 'Classics', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Book Club']","6,173 review","19,588 (42%)","16,919 (36%)","7,343 (15%)","1,773 (3%)",463 (1%)
Independent People,Halldór Laxness,4.14,"12,304 rating","January 1, 1934","This magnificent novel—which secured for its author the 1955 Nobel Prize in Literature—is at last available to contemporary American readers. Although it is set in the early twentieth century, it recalls both Iceland's medieval epics and such classics as Sigrid Undset's Kristin Lavransdatter. And if Bjartur of Summerhouses, the book's protagonist, is an ordinary sheep farmer, his flinty determination to achieve independence is genuinely heroic and, at the same time, terrifying and bleakly comic.Having spent eighteen years in humiliating servitude, Bjartur wants nothing more than to raise his flocks unbeholden to any man. But Bjartur's spirited daughter wants to live unbeholden to him. What ensues is a battle of wills that is by turns harsh and touching, elemental in its emotional intensity and intimate in its homely detail. Vast in scope and deeply rewarding, Independent People is simply a masterpiece",482,153,684 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature', 'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature', 'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature']","1,741 review","5,490 (44%)","4,090 (33%)","1,907 (15%)",584 (4%),233 (1%)
"Memories, Dreams, Reflections",C.G. Jung,4.16,"34,017 rating","January 1, 1962","In the spring of 1957, when he was eighty-one years old, C. G. Jung undertook the telling of his life story. At regular intervals he had conversations with his colleague and friend Aniela Jaffé, and collaborated with her in the preparation of the text based on these talks. On occasion, he was moved to write entire chapters of the book in his own hand, and he continued to work on the final stages of the manuscript until shortly before his death on June 6, 1961.This edition of Memories, Dreams, Reflections includes Jung's VII Sermones ad Mortuos. It is a fully corrected edition. From the Trade Paperback edition.",430,"1,213","9,356 follower","['Psychology', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Spirituality', 'Autobiography', 'Psychology', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Spirituality', 'Autobiography', 'Psychology', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Spirituality', 'Autobiography', 'Psychology', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Spirituality', 'Autobiography', 'Psychology', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Spirituality', 'Autobiography']","1,159 review","16,307 (47%)","10,471 (30%)","4,752 (13%)","1,407 (4%)","1,080 (3%)"
The Queen of the Damned,Anne Rice,3.91,"151,250 rating","January 1, 1988","Librarian's note: An alternate cover edition can be found hereIn 1976, a uniquely seductive world of vampires was unveiled in the now-classic Interview with the Vampire . . . in 1985, a wild and voluptous voice spoke to us, telling the story of The Vampire Lestat.  In The Queen of the Damned, Anne Rice continues her extraordinary ""Vampire Chronicles"" in a feat of mesmeric storytelling, a chillingly hypnotic entertainment in which the oldest and most powerful forces of the night are unleashed on an unsuspecting world.Three brilliantly colored narrative threads intertwine as the story unfolds:- The rock star known as Vampire Lestat, worshipped by millions of spellbound fans, prepares for a concert in San Francisco.  Among the audience--pilgrims in a blind swoon of adoration--are hundreds of vampires, creatures who see Lestat as a ""greedy fiend risking the secret prosperity of all his kind just to be loved and seen by mortals,"" fiends themselves who hate Lestat's power and who are determined to destroy him . . . - The sleep of certain men and women--vampires and mortals scattered around the world--is haunted by a vivid, mysterious dream: of twins with fiery red hair and piercing green eyes who suffer an unspeakable tragedy.  It is a dream that slowly, tauntingly reveals its meaning to the dreamers as they make their way toward each other--some to be destroyed on the journey, some to face an even more terrifying fate at journey's end . . . - Akasha--Queen of the Damned, mother of all vampires, rises after a 6,000 year sleep and puts into motion a heinous plan to ""save"" mankind from itself and make ""all myths of the world real"" by elevating herself and her chosen son/lover to the level of the gods: ""I am the fulfillment and I shall from this moment be the cause"" . . . These narrative threads wind sinuously across a vast, richly detailed tapestry of the violent, sensual world of vampirism, taking us back 6,000 years to its beginnings.  As the stories of the ""first brood"" of blood drinkers are revealed, we are swept across the ages, from Egypt to South America to the Himalayas to all the shrouded corners of the globe where vampires have left their mark. Vampires are created--mortals succumbing to the sensation of ""being emptied, of being devoured, of being nothing."" Vampires are destroyed.  Dark rituals are performed--the rituals of ancient creatures prowling the modern world.  And, finally, we are brought to a moment in the twentieth century when, in an astonishing climax, the fate of the living dead--and perhaps of the living, all the living--will be decided.From the Hardcover edition.",448,434,25.3k follower,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy']","2,990 review","50,676 (33%)","50,992 (33%)","37,583 (24%)","9,551 (6%)","2,448 (1%)"
A Year in Provence,Peter Mayle,4.00,"76,487 rating","December 31, 1989","In this witty and warm-hearted account, Peter Mayle tells what it is like to realize a long-cherished dream and actually move into a 200-year-old stone farmhouse in the remote country of the Lubéron with his wife and two large dogs. He endures January's frosty mistral as it comes howling down the Rhône Valley, discovers the secrets of goat racing through the middle of town, and delights in the glorious regional cuisine. A Year in Provence transports us into all the earthy pleasures of Provençal life and lets us live vicariously at a tempo governed by seasons, not by days.",224,131,"1,175 follower","['Travel', 'Nonfiction', 'Memoir', 'France', 'Biography', 'Food', 'Humor']","3,935 review","26,241 (34%)","29,339 (38%)","16,340 (21%)","3,437 (4%)","1,130 (1%)"
Main Street,Sinclair Lewis,3.77,"25,793 rating","January 1, 1920","With Commentary by E. M. Forster, Dorothy Parker, H. L. Mencken, Lewis Mumford, Rebecca West, Sherwood Anderson, Malcolm Cowley, Alfred Kazin, Constance Rourke, and Mark Schorer. Main Street, the story of an idealistic young woman's attempts to reform her small town, brought Lewis immediate acclaim when it was published in 1920. It remains one of the essential texts of the American scene. Lewis Mumford observed: ""In Main Street an American had at last written of our life with something of the intellectual rigor and critical detachment that had seemed so cruel and unjustified [in Charles Dickens and Matthew Arnold]. Young people had grown up in this environment, suffocated, stultified, helpless, but unable to find any reason for their spiritual discomfort. Mr. Lewis released them."" Sinclair Lewis (1885-1951), was born in Sauk Centre, Minnesota and graduated from Yale in 1907. In 1930 he became the first American recipient of the Nobel Prize in Literature. Main Street (1920) was his first critical and commercial success. Lewis's other noted books include Babbitt (1922), Arrowsmith (1925), Elmer Gantry (1927), Dodsworth (1929), and It Can't Happen Here (1935).'",454,400,955 follower,"['Classics', 'Fiction', 'Literature', 'American', 'Historical Fiction', 'Novels', '20th Century']","1,367 review","6,969 (27%)","9,356 (36%)","6,862 (26%)","1,907 (7%)",699 (2%)
Batman: The Dark Knight Returns,Frank Miller,4.26,"185,907 rating","January 28, 1986","This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and the man who was Batman is still tortured by the memories of his parents' murders. As civil society crumbles around him, Bruce Wayne's long-suppressed vigilante side finally breaks free of its self-imposed shackles. The Dark Knight returns in a blaze of fury, taking on a whole new generation of criminals and matching their level of violence. He is soon joined by this generation's Robin—a girl named Carrie Kelley, who proves to be just as invaluable as her predecessors.But can Batman and Robin deal with the threat posed by their deadliest enemies, after years of incarceration have made them into perfect psychopaths? And more important, can anyone survive the coming fallout of an undeclared war between the superpowers—or a clash of what were once the world's greatest superheroes?Over fifteen years after its debut, Batman: The Dark Knight Returns remains an undisputed classic and one of the most influential stories ever told in the comics medium.Collecting Batman: The Dark Knight Returns #1-4",197,"1,014","4,745 follower","['Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Dc Comics', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Dc Comics', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Dc Comics', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Dc Comics', 'Comics', 'Graphic Novels', 'Batman', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Dc Comics']","4,265 review","97,409 (52%)","54,227 (29%)","23,411 (12%)","6,657 (3%)","4,203 (2%)"
The Complete Father Brown,G.K. Chesterton,4.03,"9,842 rating","January 1, 1935","Forty-nine quietly sensational cases investigated by the high-priest of detective fiction FATHER BROWN Immortalized in these famous stories, G.K. Chesterton's endearing amateur sleuth has entertained countless generations of readers. For, as his admirers know, Father Brown's cherubic face and unworldly simplicity, his glasses and his huge umbrella, disguise a quite uncanny understanding of the criminal mind at work. This Penguin omnibus edition contains * The Innocence of Father Brown * The Wisdom of Father Brown * The Incredulity of Father Brown * The Secret of Father Brown * The Scandal of Father Brown",718,"3,407","5,081 follower","['Mystery', 'Fiction', 'Classics', 'Short Stories', 'Crime', 'Mystery Thriller', 'Literature']",625 review,"3,824 (38%)","3,426 (34%)","1,879 (19%)",502 (5%),211 (2%)
