title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Miss Nelson Is Missing!,Harry Allard,4.31,"107,987 rating","September 9, 1977","Miss Nelson is missing!Miss Nelson was the nicest teacher in the school. She never yelled and she gave the easiest assignments. She was always smiling and cheery, even when her students cut up in class or would not open their arithmetic books nor pay attention during story hour.Until one day Miss Nelson did not come to school – a substitute teacher came instead. What an opportunity for everyone to be even more naughty. Not so! Miss Swamp immediately laid down the law – no talking, no goofing off in class – and she gave every student loads of homework.Where was Miss Nelson? Where was the wonderful unappreciated Miss Nelson? And so the students hunted for her high and low, with the dubious help of detective McSmogg.Harry Allard and James Marshall, with their incisive feel for the nuances of relationships, point out with imagination and humor the folly of being inconsiderate or unappreciative.",32,33,77 follower,"['Picture Books', 'Childrens', 'Fiction', 'School', 'Humor', 'Classics', 'Mystery', 'Picture Books', 'Childrens', 'Fiction', 'School', 'Humor', 'Classics', 'Mystery', 'Picture Books', 'Childrens', 'Fiction', 'School', 'Humor', 'Classics', 'Mystery']","1,620 review","60,063 (55%)","27,353 (25%)","15,607 (14%)","3,477 (3%)","1,487 (1%)"
Parade's End,Ford Madox Ford,3.87,"6,609 rating","January 1, 1928","In creating his acclaimed masterpiece Parade's End , Ford Madox Ford ""wanted the Novelist in fact to appear in his really proud position as historian of his own time . . . The 'subject' was the world as it culminated in the war."" Published in four parts between 1924 and 1928, his extraordinary novel centers on Christopher Tietjens, an officer and gentleman-""the last English Tory""-and follows him from the secure, orderly world of Edwardian England into the chaotic madness of the First World War. Against the backdrop of a world at war, Ford recounts the complex sexual warfare between Tietjens and his faithless wife Sylvia. A work of truly amazing subtlety and profundity, Parade's End affirms Graham Greene's ""There is no novelist of this century more likely to live than Ford Madox Ford.""",836,409,324 follower,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'World War I', 'Literature', 'British Literature', 'Fiction', 'Classics', 'Historical Fiction', 'War', 'World War I', 'Literature', 'British Literature', 'Fiction', 'Classics', 'Historical Fiction', 'War', 'World War I', 'Literature', 'British Literature']",555 review,"2,262 (34%)","2,202 (33%)","1,413 (21%)",505 (7%),227 (3%)
The Light in the Forest,Conrad Richter,3.42,"5,050 rating","January 1, 1953","When John Cameron Butler was a child, he was captured in a raid on the Pennsylvania frontier and adopted by the great warrior Cuyloga. Renamed True Son, he came to think of himself as fully Indian. But eleven years later his tribe, the Lenni Lenape, has signed a treaty with the white men and agreed to return their captives, including fifteen-year-old True Son. Now he must go back to the family he has forgotten, whose language is no longer his, and whose ways of dress and behavior are as strange to him as the ways of the forest are to them. A beautifully written, sensitively told story of a white boy brought up by Indians, The Light in the Forest is a beloved American classic.",192,57,130 follower,"['Historical Fiction', 'Fiction', 'Classics', 'Young Adult', 'Historical', 'School', 'Adventure']",598 review,948 (18%),"1,519 (30%)","1,616 (32%)",646 (12%),321 (6%)
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,4.20,"38,552 rating","January 1, 1995","Suppose you could ask God the most puzzling questions about existence - questions about love and faith, life and death, good and evil. Suppose God provided clear, understandable answers. It happened to Neale Donald Walsch. It can happen to you. You are about to have a conversation... I have heard the crying of your heart. I have seen the searching of your soul. I know how deeply you have desired the Truth. In pain have you called out for it, and in joy. Unendingly have you beseeched Me. Show Myself. Explain Myself. Reveal Myself. I am doing so here, in terms so plain, you cannot misunderstand. In language so simple, you cannot be confused. In vocabulary so common, you cannot get lost in the verbiage. So go ahead now. Ask Me anything. Anything. I will contrive to bring you the answer. The whole universe will I use to do this. So be on the lookout; this book is far from My only tool. You may ask a question, then put this book down. But watch. Listen. The words to the next song you hear. The information in the next article you read. The story line of the next movie you watch. The chance utterance of the next person you meet. Or the whisper of the next river, the next ocean, the next breeze that caresses your ear - all these devices are Mine; all these avenues are open to Me. I will speak to you if you will listen. I will come to you if you will invite Me. I will show you then that I have always been there. All ways.",223,421,"1,702 follower","['Spirituality', 'Nonfiction', 'Religion', 'Philosophy', 'Self Help', 'Inspirational', 'Personal Development']","2,116 review","20,242 (52%)","10,065 (26%)","5,286 (13%)","1,733 (4%)","1,226 (3%)"
Equal Rites,Terry Pratchett,4.06,"178,249 rating","January 1, 1987","The last thing the wizard Drum Billet did, before Death laid a bony hand on his shoulder, was to pass on his staff of power to the eighth son of an eighth son. Unfortunately for his colleagues in the chauvinistic (not to say misogynistic) world of magic, he failed to check on the newborn baby's sex...",240,489,42.5k follower,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Magic', 'Science Fiction Fantasy', 'Witches']","6,598 review","63,335 (35%)","71,436 (40%)","36,184 (20%)","5,567 (3%)","1,727 (<1%)"
Random Passage,Bernice Morgan,4.04,"1,817 rating","January 1, 1992","Forced to flee England, the Andrews family books passage to a fresh start in a distant country, only to discover a barren, inhospitable land at the end of their crossing. To seventeen-year-old Lavinia, uprooted from everything familiar, it seems a fate worse than the one they left behind. Driven by loneliness she begins a journal. Random Passage satisfies the craving for those details that headstones and history books can never the real story of our Newfoundland ancestors, of how time and chance brought them to the forbidding shores of a new found land. It is a saga of families and of individuals; of acquisitive Mary Bundle; of charming Ned Andrews, whose thievery has turned his family into exiles; of mad Ida; of Thomas Hutchings, who might be an aristocrat, a holy man, or a murderer; and of Lavinia - who wrote down the truth and lies about them all. Random Passage has been adapted into a CBC miniseries and is now a national bestseller.",272,14,27 follower,"['Historical Fiction', 'Fiction', 'Canada', 'Historical', 'Canadian Literature', 'Book Club', 'Literary Fiction']",128 review,641 (35%),738 (40%),330 (18%),81 (4%),27 (1%)
The Feast of Love,Charles Baxter,3.69,"9,481 rating","April 25, 2000","The Feast of Love is a sumptuous work of fiction about the thing that most distracts and delights us. In a re-imagined A Midsummer Night's Dream, men and women speak of and desire their ideal mates; parents seek out their lost children; adult children try to come to terms with their own parents and, in some cases, find new ones.In vignettes both comic and sexy, the owner of a coffee shop recalls the day his first wife seemed to achieve a moment of simple perfection, while she remembers the women's softball game during which she was stricken by the beauty of the shortstop. A young couple spends hours at the coffee shop fueling the idea of their fierce love. A professor of philosophy, stopping by for a cup of coffee, makes a valiant attempt to explain what he knows to be the inexplicable workings of the human heart Their voices resonate with each other—disparate people joined by the meanderings of love—and come together in a tapestry that depicts the most irresistible arena of life.",308,91,368 follower,"['Fiction', 'Novels', 'Contemporary', 'Romance', 'Literary Fiction', 'Book Club', 'Short Stories']","1,009 review","2,278 (24%)","3,388 (35%)","2,663 (28%)",868 (9%),284 (2%)
Ramona the Brave,Beverly Cleary,4.12,"56,904 rating","January 1, 1975","Ramona tries her hardest to be brave and fearless, but now she has her own bedroom it's sometimes a little difficult to be brave - you never know what could be lurking under the bed.",160,257,"3,181 follower","['Childrens', 'Fiction', 'Middle Grade', 'Classics', 'Realistic Fiction', 'Young Adult', 'Chapter Books', 'Childrens', 'Fiction', 'Middle Grade', 'Classics', 'Realistic Fiction', 'Young Adult', 'Chapter Books', 'Childrens', 'Fiction', 'Middle Grade', 'Classics', 'Realistic Fiction', 'Young Adult', 'Chapter Books']","1,008 review","24,481 (43%)","18,639 (32%)","10,814 (19%)","1,971 (3%)",999 (1%)
Death du Jour,Kathy Reichs,3.96,"47,374 rating","May 18, 1999","Assaulted by the bitter cold of a Montreal winter, the American-born Dr. Temperance Breman, Forensic Anthropologist for the Province of Quebec, digs for a corpse where Sister Elisabeth Nicolet, dead over a century and now a candidate for sainthood, should lie in her grave. A strange, small coffin, buried in the recesses of a decaying church, holds the first clue to the cloistered nun's fate. The puzzle surrounding Sister Elisabeth's life and death provides a welcome contrast to discoveries at a burning chalet, where scorched and twisted bodies await Tempe's professional expertise. Who were these people? What brought them to this gruesome fate? Homicide Detective Andrew Ryan, with whom Tempe has a combustive history, joins her in the arson investigation. From the fire scene they are drawn into the worlds of an enigmatic and controversial professor, a mysterious commune, and a primate colony on a Carolina island.",451,162,16k follower,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']","1,757 review","14,028 (29%)","20,194 (42%)","11,021 (23%)","1,614 (3%)",517 (1%)
The Black Prince,Iris Murdoch,3.95,"5,941 rating","January 1, 1973","Bradley Pearson, an unsuccessful novelist in his late fifties, has finally left his dull office job as an Inspector of Taxes. Bradley hopes to retire to the country, but predatory friends and relations dash his hopes of a peaceful retirement. He is tormented by his melancholic sister, who has decided to come live with him; his ex-wife, who has infuriating hopes of redeeming the past; her delinquent brother, who wants money and emotional confrontations; and Bradley's friend and rival, Arnold Baffin, a younger, deplorably more successful author of commercial fiction. The ever-mounting action includes marital cross-purposes, seduction, suicide, abduction, romantic idylls, murder, and due process of law. Bradley tries to escape from it all but fails, leading to a violent climax, and a coda that casts shifting perspectives on all that has preceded.",408,138,"2,141 follower","['Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Literature', '20th Century', 'British Literature', 'Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Literature', '20th Century', 'British Literature', 'Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Literature', '20th Century', 'British Literature']",585 review,"1,916 (32%)","2,370 (39%)","1,208 (20%)",344 (5%),103 (1%)
Miracles of The Qur'an,Harun Yahya,4.19,335 rating,"January 1, 2000","The unprecedented style and the superior wisdom inherent in the Qur’an is conclusive evidence confirming that it is the Word of God. Apart from this, there are a number of miracles verifying its Divine nature, one of them being that, 1,400 years ago, it declared a number of scientific facts that have only been established thanks to the technological breakthroughs of the 20th century. In this book, in addition to the scientific miracles of the Qur’an, you will also find messages regarding history and mathematics.",96,487,316 follower,"['Islam', 'Science', 'Religion', 'Nonfiction']",25 review,172 (51%),93 (27%),48 (14%),4 (1%),18 (5%)
Capitalism and Freedom,Milton Friedman,3.91,"13,633 rating","January 1, 1962","Selected by the Times Literary Supplement as one of the ""hundred most influential books since the war""How can we benefit from the promise of government while avoiding the threat it poses to individual freedom? In this classic book, Milton Friedman provides the definitive statement of his immensely influential economic philosophy—one in which competitive capitalism serves as both a device for achieving economic freedom and a necessary condition for political freedom. The result is an accessible text that has sold well over half a million copies in English, has been translated into eighteen languages, and shows every sign of becoming more and more influential as time goes on.",208,195,"1,425 follower","['Economics', 'Politics', 'Nonfiction', 'Philosophy', 'Business', 'History', 'Finance']",873 review,"4,915 (36%)","4,675 (34%)","2,567 (18%)",871 (6%),605 (4%)
The Moon and the Bonfires,Cesare Pavese,3.77,"15,019 rating","January 1, 1950","The nameless narrator of The Moon and the Bonfires, Cesare Pavese's last and greatest novel, returns to Italy from California after the Second World War. He has done well in America, but success hasn't taken the edge off his memories of childhood, when he was an orphan living at the mercy of a bitterly poor farmer. He wants to learn what happened in his native village over the long, terrible years of Fascism; perhaps, he even thinks, he will settle down. And yet as he uncovers a secret and savage history from the war—a tale of betrayal and reprisal, sex and death—he finds that the past still haunts the present.The Moon and the Bonfires is a novel of intense lyricism and tragic import, a masterpiece of twentieth-century literature that has been unavailable to American readers for close to fifty years. Here it appears in a vigorous new English version by R. W. Flint, whose earlier translations of Pavese's fiction were acclaimed by Leslie Fiedler as ""absolutely lucid and completely incantatory.""Winner of the 2003 PEN/Book-of-the-Month Club Translation PrizeA NEW YORK REVIEW BOOKS ORIGINAL",154,300,"1,055 follower","['Fiction', 'Classics', 'Italian Literature', 'Italy', 'Literature', 'Historical Fiction', 'Novels', 'Fiction', 'Classics', 'Italian Literature', 'Italy', 'Literature', 'Historical Fiction', 'Novels', 'Fiction', 'Classics', 'Italian Literature', 'Italy', 'Literature', 'Historical Fiction', 'Novels', 'Fiction', 'Classics', 'Italian Literature', 'Italy', 'Literature', 'Historical Fiction', 'Novels', 'Fiction', 'Classics', 'Italian Literature', 'Italy', 'Literature', 'Historical Fiction', 'Novels']",874 review,"3,973 (26%)","5,540 (36%)","3,938 (26%)","1,208 (8%)",360 (2%)
Şeker Portakalı,José Mauro de Vasconcelos,4.39,"66,932 rating","January 1, 1968","Yazarlıkta karar kılıncaya kadar, boks antrenörlüğünden ressam ve heykeltıraşlara modellik yapmaya, muz plantasyonlarında hamallıktan gece kulüplerinde garsonluğa kadar çeşitli işlerde çalışan Jose Mauro de Vasconcelos'un başyapıtı Şeker Portakalı, ""günün birinde acıyı keşfeden küçük bir çocuğun öyküsü""dür. Çok yoksul bir ailenin oğlu olarak dünyaya gelen, dokuz yaşında yüzme öğrenirken bir gün yüzme şampiyonu olmanın hayalini kuran Vasconcelos'un çocukluğundan derin izler taşıyan Şeker Portakalı, yaşamın beklenmedik değişimleri karşısında büyük sarsıntılar yaşayan küçük Zeze'nin başından geçenleri anlatır. Vasconcelos, tam on iki günde yazdığı bu romanı ""yirmi yıldan fazla bir zaman yüreğinde taşıdığını"" söyler.Aydın Emeç'in, güzel Türkçesiyle dilimize armağan ettiği Şeker Portakalı'nın başkahramanı Zeze'nin büyüdükçe yaşadığı serüvenleri, yazarın Güneşi Uyandıralım ve Delifişek adlı romanlarında izleyebilirsiniz.",184,40,"1,018 follower","['Fiction', 'Classics', 'Childrens', 'Novels', 'Brazil', 'Literature', 'Drama', 'Fiction', 'Classics', 'Childrens', 'Novels', 'Brazil', 'Literature', 'Drama', 'Fiction', 'Classics', 'Childrens', 'Novels', 'Brazil', 'Literature', 'Drama']","8,032 review","38,207 (57%)","19,448 (29%)","6,965 (10%)","1,671 (2%)",641 (<1%)
Drunter und drüber - bk322,Susan Andersen,3.98,"11,228 rating","January 1, 1966","A classic that won Malamud both the Pulitzer Prize and the National Book Award ""The Fixer (1966) is Bernard Malamud's best-known and most acclaimed novel -- one that makes manifest his roots in Russian fiction, especially that of Isaac Babel. Set in Kiev in 1911 during a period of heightened anti-Semitism, the novel tells the story of Yakov Bok, a Jewish handyman blamed for the brutal murder of a young Russian boy. Bok leaves his village to try his luck in Kiev, and after denying his Jewish identity, finds himself working for a member of the anti-Semitic Black Hundreds Society. When the boy is found nearly drained of blood in a cave, the Black Hundreds accuse the Jews of ritual murder. Arrested and imprisoned, Bok refuses to confess to a crime that he did not commit.",335,92,"1,260 follower","['Fiction', 'Historical Fiction', 'Classics', 'Jewish', 'Russia', 'Literature', 'Novels']",744 review,"3,825 (34%)","4,404 (39%)","2,210 (19%)",515 (4%),274 (2%)
La mort est mon métier,Robert Merle,4.36,"6,558 rating","January 1, 1952","La mort est mon métier sont les pseudo-mémoires de Rudolf Höß (renommé Rudolf Lang dans l'ouvrage). Rudolf Höß était le commandant du camp de concentration et d'extermination d'Auschwitz pendant la Seconde Guerre mondiale.L'histoire commence en 1913 alors que Rudolf Lang a 13 ans.Il reçoit une éducation catholique mal comprise et très normative. Son père, un commerçant, ayant reçu une éducation militaire (famille militaire), totalement psychorigide, qui a commis un péché dans sa jeunesse à Paris et avec qui il entretient des rapports tendus, veut qu'il devienne prêtre pour expier les fautes que lui-même a commises. Rudolf croit en Dieu, jusqu'au jour où, en se battant avec un de ses camarades d'école (Werner), il lui casse la jambe. Immédiatement, il va se confesser à un prêtre. Le soir même, son père devient fou de rage après avoir appris que son fils a commis un « péché » sans lui en parler. Rudolf se sent trahi par le prêtre, seule personne au courant de l'épisode, les autres croyant à un accident. Or, on apprendra que c'est en fait le père de l'enfant blessé qui s'est plaint devant une assemblée de parents d'élèves. Le mal est fait : Rudolf ne croit plus en Dieu. Son père meurt peu avant la déclaration de guerre en 1914.À seize ans, Lang débute sa carrière militaire, d'abord en partant directement pour le front Ouest où il sera intercepté puis renvoyé à l'arrière car il est trop jeune, puis comme aide à l'hôpital militaire où il rencontrera un dragon de cavalerie qui le persuadera de rentrer dans son unité et de partir sur le front en Turquie.À la fin de la guerre, il se retrouve au chômage, rejeté par sa famille. Il s'apprête à se suicider lorsqu'un de ses collègues arrive et lui brandit un tract en lui disant de ne pas trahir l'Allemagne en se donnant la mort.Il adhère au parti nazi et se voit confier la direction d'une ferme avec sa femme Elsie, où il vit des journées de dur labeur, mais paisibles. Puis, après la prise du pouvoir par Hitler, il entre dans les SS, n'ayant pourtant pas les critères requis pour y adhérer. Il accède à des fonctions de plus en plus importantes dans la hiérarchie SS, jusqu'à devenir commandant du camp d'Auschwitz. Ce camp, d'abord de concentration, puis d'extermination, devient le lieu de la lente et tâtonnante mise au point de l'Usine de Mort du village d'Auschwitz. Il y reçoit l'ordre du Reichsführer Himmler de supprimer 500 000 unités par an au lieu des ridicules 80 000 unités de Treblinka. Lang va s'attacher à accomplir la mission qui lui a été assignée : tuer le plus grand nombre de Juifs et éliminer le plus efficacement possible les cadavres. Après la guerre et la chute d'Hitler, il est emprisonné, puis condamné à la pendaison après son procès où il affirmera avoir seulement suivi les ordres, indiquant d'un air naturel qu'il a supervisé et participé activement au meurtre de « seulement » 2,5 millions de personnes au lieu des 3,5 millions prévus3.Tout au long du livre, il se montre incapable de sentiments et même d'action personnelle, car sa conduite lui a toujours été dictée par un chef en qui il portait une confiance totale. À la fin, on le sent cependant en colère se disant trahi par Himmler, qui, tel un lâche, s'est suicidé, et n'a ainsi pas voulu assumer son rôle dans l'extermination des Juifs, laissant Rudolf seul responsable de ses actes. Jusqu'au bout, il assume cependant son idée du chef, en répétant froidement et méthodiquement qu'il est le seul responsable de ce qui s'est passé à Auschwitz, et en énonçant sans difficulté les atrocités commises. Son seul moment de doute survient lorsque sa femme apprend ses activités, mais, ayant été choisi pour ses rares qualités de conscience il n'accorde pas d'importance à la morale.",416,104,236 follower,"['History', 'France', 'War', 'Classics', 'Historical', 'French Literature', 'World War II']",486 review,"3,401 (51%)","2,286 (34%)",727 (11%),109 (1%),35 (<1%)
The White Castle,Orhan Pamuk,3.48,"15,118 rating","January 1, 1985","From a Turkish writer who has been compared with Borges, Nabokov, and DeLillo comes a dazzling novel that is at once a captivating work of historical fiction and a sinuous treatise on the enigma of identity and the relations between East and West. In the 17th century, a young Italian scholar sailing from Venice to Naples is taken prisoner and delivered to Constantinople. There he falls into the custody of a scholar known as Hoja--""master""--a man who is his exact double. In the years that follow, the slave instructs his master in Western science and technology, from medicine to pyrotechnics. But Hoja wants to know more: why he and his captive are the persons they are and whether, given knowledge of each other's most intimate secrets, they could actually exchange identities. Set in a world of magnificent scholarship and terrifying savagery, The White Castle is a colorful and intricately patterned triumph of the imagination.",145,105,"9,607 follower","['Fiction', 'Historical Fiction', 'Turkish Literature', 'Turkish', 'Literature', 'Novels', 'Nobel Prize', 'Fiction', 'Historical Fiction', 'Turkish Literature', 'Turkish', 'Literature', 'Novels', 'Nobel Prize', 'Fiction', 'Historical Fiction', 'Turkish Literature', 'Turkish', 'Literature', 'Novels', 'Nobel Prize']","1,268 review","2,558 (16%)","5,011 (33%)","5,186 (34%)","1,836 (12%)",527 (3%)
