title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Tea and Sympathy,Robert Woodruff Anderson,3.84,466 rating,"January 1, 1952","Drama / 9m, 2f / Int. From the author of I Never Sang for My Father, this groundbreaking drama explores a sensitive young man's coming of age amid the taunts and suspicions of his classmates and teachers at a private boy's academy. Only a sympathetic act of compassion by the wife of the headmaster gives young Tom the courage to grow into a man. A hit onstage and film with Deborah Kerr.",92,"['Plays', 'Drama', 'Theatre', 'Classics', 'Fiction', 'LGBT', 'Gay']",8 follower,45 review,13,5 (1%),19 (4%),146 (31%),173 (37%),123 (26%)
A Field Guide to the Birds of Eastern and Central North America,Roger Tory Peterson Institute,4.43,"1,827 rating","January 1, 1980",""" In this country, no one has done more to promote an interest in living creatures than Roger Tory Peterson, the inventor of the modern field guide...",380,"['Reference', 'Nonfiction', 'Nature', 'Birds', 'Science', 'Field Guides', 'Animals']",29 book,69 review,29,11 (<1%),31 (1%),190 (10%),521 (28%),"1,074 (58%)"
Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,3.91,"9,213 rating","January 1, 1996","In the grand satirical tradition of Swift, Rabelais, and Twain comes...Rush Limbaugh Is a Big Fat Idiot, and Other Observations ...a scathing--but uncompromisingly fair--look at America's largest talk show host and the rest of the Republican right.        Penned by the Emmy award-winning  Saturday Night Live  writer whom John Podhoretz of the  New York Post  has called ""the man responsible for some of the most brilliant political satire of our time,""  Rush Limbaugh Is a Big Fat Idiot  tackles the issues--and the politicians--in ways few have dared...        Exploding Medicare ""Why not shoot the elderly into space?  Stay with me.  Because I'm not just thinking about the budget here.  I'm talking about science.  Just think how many more manned space operations NASA could undertake if they didn't have to worry about getting the astronauts back.""         ""I have a radical gun-buyback idea that I guarantee would be a huge success.  Here's how it hand in a gun, get a free vial of crack.""        Newt ""Many of us, like Newt, have acknowledged smoking dope and reading Toffler in the early 70s.  But after reading his book, I think Newt's dirty little secret is that he smoked dope and watched  The Jetsons .""        Phil ""If you get beyond the fact the Gramm is ugly, mean, hypocritical, has a boob fetish, and drives his wife like a mule, he does have a certain folksy charm.""        On the subject of Rush Limbaugh, Franken lets the facts speak for themselves. Listen to Rush, the ""rugged individualist"" and enemy of government handouts, explain how his second wife made him stop sitting around the house eating just food and go file for unemployment insurance.  And learn all of Rush's several explanations for how he avoided the draft.        Of course, when it comes to draft-dodging Republicans, Rush isn't alone. Reading Al's Vietnam short story, ""Operation Chickenhawk,"" you'll savor the exploits of Privates Limbaugh, Gramm, Quayle, Buchanan, Gingrich, and George Will as Lieutenant Oliver North leads them kicking and screaming into combat.        And don't miss Al's informative discussion with the man who has ""the easiest job in America"": Rush Limbaugh's fact-checker.  And much, much more.",336,"['Humor', 'Politics', 'Nonfiction', 'Comedy', 'Essays', 'History', 'Political Science']",644 follower,287 review,21,319 (3%),452 (4%),"2,010 (21%)","3,435 (37%)","2,997 (32%)"
August 1914,Aleksandr Solzhenitsyn,3.93,"2,640 rating","January 1, 1971","In his monumental narrative of the outbreak of the First World War and the ill-fated Russian offensive into East Prussia, Solzhenitsyn has written what Nina Krushcheva, in The Nation , calls ""a dramatically new interpretation of Russian history."" The assassination of tsarist prime minister Pyotr Stolypin, a crucial event in the years leading up to the Revolution of 1917, is reconstructed from the alienating viewpoints of historical witnesses. The sole voice of reason among the advisers to Tsar Nikolai II, Stolypin died at the hands of the anarchist Mordko Bogrov, and with him perished Russia's last hope for reform. Translated by H.T. Willetts.August 1914 is the first volume of Solzhenitsyn's epic, The Red Wheel; the second is November 1916. Each of the subsequent volumes will concentrate on another critical moment or ""knot,"" in the history of the Revolution. Translated by H.T. Willetts.",896,"['Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Classics', 'World War I', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Classics', 'World War I', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Classics', 'World War I', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Classics', 'World War I', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Classics', 'World War I']","3,581 follower",197 review,432,45 (1%),153 (5%),572 (21%),"1,034 (39%)",836 (31%)
Λωξάντρα,Μαρία Ιορδανίδου,4.13,"1,948 rating","January 1, 1963","""Η Λωξάντρα δεν είναι απλώς βιογραφία, ούτε απλώς μυθιστόρημα. Στο συναρπαστικό αυτό κείμενο, που έγινε ανάρπαστο από την πρώτη του ήδη κυκλοφορία, οι πραγματικοί και οι φανταστικοί χαρακτήρες συγχωνεύονται για να αναπλάσουν την εικόνα της Πόλης πριν από τον Πρώτο Παγκόσμιο Πόλεμο. Η Μαρία Ιορδανίδου έγραψε το βιβλίο το 1963, όταν ήταν ήδη εξήντα έξι χρόνων, επειδή -όπως έλεγε- δεν ήθελε αυτά τα λίγα πράγματα που ήξερε να τα πάρει μαζί της. Η Λωξάντρα είναι η ιστορία της γιαγιάς της: μέσα από αυτήν, η Μαρία Ιορδανίδου ξαναζωντανεύει μιαν ολόκληρη εποχή, ακόμα και 'τώρα, που όλα αυτά πέρασαν και το χορτάρι της λησμονιάς αρχίζει κιόλας να φυτρώνει'.""",247,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Greece', 'Novels', 'Young Adult', 'Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Greece', 'Novels', 'Young Adult', 'Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Greece', 'Novels', 'Young Adult']",43 follower,125 review,8,17 (<1%),79 (4%),337 (17%),713 (36%),802 (41%)
Forrest Gump,Winston Groom,4.02,"68,273 rating","December 31, 1986","Meet Forrest Gump, the lovable, herculean, and surprisingly savvy hero of this remarkable comic odyssey. After accidentally becoming the star of University of Alabama's football team, Forrest goes on to become a Vietnam War hero, a world-class Ping-Pong player, a villainous wrestler, and a business tycoon -- as he wonders with childlike wisdom at the insanity all around him. In between misadventures, he manages to compare battle scars with Lyndon Johnson, discover the truth about Richard Nixon, and survive the ups and downs of remaining true to his only love, Jenny, on an extraordinary journey through three decades of the American cultural landscape. Forrest Gump has one heck of a story to tell -- and you've got to read it to believe it...",248,"['Fiction', 'Humor', 'Historical Fiction', 'Classics', 'Media Tie In', 'Contemporary', 'Drama']",552 follower,"3,175 review",63,"2,123 (3%)","4,422 (6%)","12,015 (17%)","20,781 (30%)","28,932 (42%)"
დიონისოს ღიმილი,Konstantine Gamsakhurdia,4.29,208 rating,"January 1, 1925","კონსტანტინე გამსახურდიას პირველი მოდერნისტული რომანი, ერთ-ერთი უმნიშვნელოვანესი მხატვრული ნაწარმოებია მე-20 საუკუნის ქართულ ლიტერატურაში. დაბრუნების იდეა მან პირველად გამოიყენა ამ რომანში, რომლის იდეოლოგიური დაპირისპირებაა გრიგოლ რობაქიძის გველის პერანგი. მთავარი გმირი, კონსტანტინე სავარსამიძეა.ადამიანი, რომელიც გაიქცა საქართველოდან, აჭრა ვენახი, დაივიწყა მამა და მაინც სამშობლოში დასაბრუნებელ გზებს ეძებს.",460,['Georgian'],152 follower,19 review,31,4 (1%),6 (2%),29 (13%),55 (26%),114 (54%)
The Actual : A Novella,Saul Bellow,3.26,"1,627 rating","May 1, 1997","The Nobel Prize and National Book Award-winning novelist introduces Harry Trellman, an aging businessman and lifelong outsider whose forty years of longing for an interior decorator is fulfilled, thanks to a billionaire friend. Reprint.",112,"['Fiction', 'Nobel Prize', 'Classics', 'Novella', 'American', 'Literature', 'Literary Fiction']","1,784 follower",189 review,262,66 (4%),254 (15%),655 (40%),497 (30%),155 (9%)
L'anno di Don Camillo,Giovannino Guareschi,4.38,158 rating,"April 1, 1986","Don Camillo e Peppone, una delle coppie più celebri della letteratura italianacontemporanea, ci propongono altri capitoli delle loro imprese. Tutto è lecitoper raggiungere il loro scopo salvo dimenticare l'amicizia, il buon senso, laprofonda umanità che li anima. Il grande fiume che scorre pacifico, il piaceredi incontrarsi di nuovo con due personaggi ormai a tutti noti.",519,"['Fiction', 'Humor', 'Classics', 'Short Stories', 'Italy']",205 follower,13 review,192,0 (0%),1 (<1%),18 (11%),59 (37%),80 (50%)
How Many Miles to Babylon?,Jennifer Johnston,3.60,"1,919 rating","January 1, 1974","As a child Alec, heir to the big house and only son of a bitter marriage, formed a close friendship with Jerry, a village boy who shared his passion for horses. In 1914 both enlisted in the British Army - Alec goaded by his beautiful, cold mother to fight for King and Country, Jerry to learn his trade for the Irish Nationalist cause. But amid the mud of Flanders, their relationship is tested by an ordeal beyond the horror of the battlefield...",156,"['Fiction', 'Historical Fiction', 'Ireland', 'Irish Literature', 'War', 'Classics', 'World War I']",80 follower,163 review,43,64 (3%),214 (11%),549 (28%),690 (35%),402 (20%)
A Crónica de Travnik,Ivo Andrić,4.27,"2,318 rating","January 1, 1945","Na pequena cidade bósnia de Travnik, um dos bastiões do império Otomano no começo do século XIX, coabitam muçulmanos, cristãos e judeus. No ar sente-se uma tensão quase palpável não apenas devido aos conflitos religiosos mas sobretudo pela ameaça de guerra.Napoleão está no poder em França e decide criar um consulado em Travnik. Jean Daville é o novo cônsul francês e personagem central deste romance extraordinário apontado pela crítica como a verdadeira obra-prima de Ivo Andrić. Mal recebido pelos habitantes de Travnik, Daville é considerado um homem fechado e impenetrável, e a sua convivência com o império Otomano é um constante choque de culturas e ideias. Passados alguns anos chega também à cidade um cônsul austríaco. Andrić narra-nos com mestria o relacionamento entre ambos, as intrigas, as guerras, os amores e ódios. Os dois cônsules lutam nos bastidores pela realização das suas ambições pessoais perante os olhares desconfiados dos habitantes locais habituados às sucessivas ocupações e domínios sofridos ao longo de séculos.«A crónica de Travnik» é um romance sobre os fanatismos políticos e religiosos e as mesquinhas rivalidades entre os povos. Uma obra profunda que traça a efemeridade dos impérios e ambições humanas.",480,"['Fiction', 'Historical Fiction', 'Classics', 'Nobel Prize', 'Literature', 'Historical', 'Novels']","1,127 follower",189 review,271,18 (<1%),61 (2%),330 (14%),784 (33%),"1,125 (48%)"
Old Possum's Book of Practical Cats,T.S. Eliot,4.07,"27,769 rating","October 5, 1939","Cats! Some are sane, some are mad and some are good and some are bad.Enjoy the show!With all your favourite cats, starring ... Macavity, the Mystery CatMr Mistofelees, the Original Conjuring CatMungojerrie and Rumpelteazerand many more!",56,"['Poetry', 'Classics', 'Fiction', 'Cats', 'Animals', 'Humor', 'Childrens', 'Poetry', 'Classics', 'Fiction', 'Cats', 'Animals', 'Humor', 'Childrens', 'Poetry', 'Classics', 'Fiction', 'Cats', 'Animals', 'Humor', 'Childrens']","5,041 follower","2,215 review","1,112",460 (1%),"1,251 (4%)","5,329 (19%)","9,575 (34%)","11,154 (40%)"
The Quarry,Damon Galgut,3.32,618 rating,"February 28, 1995","A thrilling parable of death and deception from the Booker-shortlisted Galgut. On a lonely stretch of road a man picks up a hitchhiker. The driver is a minister on his way to a new rural congregation. The passenger, a fugitive. When the minister realizes this, the fugitive kills him. He assumes his vestments and identity, only to discover that one of his first duties as the new minister is to preside over his victim's funeral. As the fugitive and the local police chief play a tense game of cat and mouse, culminating in a pursuit across the desolate veldt, Damon Galgut gives us a spare, devastating combat for man’s most prized attribute: freedom","PaperbackFirst published February 28, 1995","['Fiction', 'Africa', 'South Africa', 'Literary Fiction', 'Crime', 'Mystery', 'Thriller']",715 follower,81 review,24,25 (4%),87 (14%),239 (38%),197 (31%),70 (11%)
Stepping Stones,Maureen Lee,4.38,457 rating,"January 1, 1994","Kitty O'Brien's husband is a drunk, and in order to feed her starving children she sells her body on the Liverpool docks. At 13, her daughter Lizzie is pregnant by her father, and still weak after her abortion, kills him. Her mother takes the blame, but Lizzie cannot blot out the painful memories of her childhood. Eventually, with a failed marriage behind her, she finds fame, fortune, and friendship in Hollywood—but happiness still escapes her, even in marriage. And so she returns to her roots, and it is her final marriage and its disastrous consequences that, at last, force her to face her past and find the happiness and peace of mind that have always eluded her.",592,"['Fiction', 'Romance']",261 follower,15 review,60,7 (1%),13 (2%),53 (11%),112 (24%),272 (59%)
Night Without End,Alistair MacLean,3.86,"4,299 rating","January 1, 1959","From the acclaimed master of action and suspense. The all time classic. An airliner crashes in the polar ice-cap. In temperatures 40 degrees below zero, six men and four women survive. But for the members of a remote scientific research station who rescue them, there are some sinister questions to answer -- the first one being, who shot the pilot before the crash?",221,"['Fiction', 'Thriller', 'Adventure', 'Mystery', 'Crime', 'Action', 'Suspense']","1,089 follower",216 review,334,46 (1%),220 (5%),"1,225 (28%)","1,624 (37%)","1,184 (27%)"
Aké: The Years of Childhood,Wole Soyinka,3.86,"1,906 rating","January 1, 1981","A dazzling memoir of an African childhood from Nobel Prize-winning Nigerian novelist, playwright, and poet Wole Soyinka. ""Aké: The Years of Childhood"" gives us the story of Soyinka's boyhood before and during World War II in a Yoruba village in western Nigeria called Aké. A relentlessly curious child who loved books and getting into trouble, Soyinka grew up on a parsonage compound, raised by Christian parents and by a grandfather who introduced him to Yoruba spiritual traditions. His vivid evocation of the colorful sights, sounds, and aromas of the world that shaped him is both lyrically beautiful and laced with humor and the sheer delight of a child's-eye view.A classic of African autobiography, ""Aké"" is also a transcendantly timeless portrait of the mysteries of childhood.",230,"['Africa', 'Nonfiction', 'Memoir', 'Nigeria', 'African Literature', 'Nobel Prize', 'Autobiography']","1,063 follower",173 review,232,47 (2%),118 (6%),475 (24%),672 (35%),594 (31%)
The Best of Roald Dahl,Roald Dahl,4.38,"7,187 rating","January 1, 1978","The Best of Roald Dahl is a collection of 25 of Roald Dahl's short stories. This collection brings together Dahl’s finest work, illustrating his genius for the horrific and grotesque which is unparalleled.Contents- Madame Rosette- Man from the South- The Sound Machine- Taste- Dip in the Pool- Skin- Edward the Conqueror- Lamb to the Slaughter- Galloping Foxley- The Way Up to Heaven- Parson's Pleasure- The Landlady- William and Mary- Mrs. Bixby and the Colonel's Coat- Royal Jelly- Georgy Porgy- Genesis and Catastrophe- Pig- The Visitor- Claud's Dog (The Ratcatcher, Rummins, Mr. Hoddy, Mr. Feasy, Champion of the World)- The Great Switcheroo- The Boy Who Talked with Animals- The Hitchhiker- The Wonderful Story of Henry Sugar- The Bookseller",520,"['Short Stories', 'Fiction', 'Classics', 'Horror', 'Humor', 'Fantasy', 'Anthologies']",24.6k follower,510 review,"1,432",35 (<1%),125 (1%),737 (10%),"2,474 (34%)","3,816 (53%)"
Future Eden: A Brief History Of Next Time,Colin Thompson,3.81,144 rating,"December 31, 1999","In 2287, after the collapse of civilization, twenty-two-year-old Jay and his alien chicken Ethel are determined to save the remainder of humanity.",248,"['Science Fiction', 'Fantasy', 'Fiction', 'Young Adult', 'Dystopia', 'Childrens']",121 follower,10 review,128,5 (3%),17 (11%),30 (20%),40 (27%),52 (36%)
Le Cycle d'Elric,Michael Moorcock,3.85,46 rating,"April 28, 1993","""Un temps vint où il y eut de grandes transformations sur la face de la Terre et dans les Cieux, où la destinée de l'Homme et des Dieux fut martelée dans la forge de la Fatalité, où des guerres monstrueuses et des actions d'éclat se préparèrent dans l'ombre. Et en ce temps-là des héros se dressèrent. Le plus grand de ces héros était un aventurier au funeste destin, armé d'une épée runique gémissante qu'il haïssait. Son nom était Elric de Melniboné, Prince des Ruines, seigneur d'une race éparpillée sur un monde qu'elle avait jadis dominé. Elric, sorcier et homme d'épée, homme de guerre et de magie, souillé du sang de sa race, destructeur de sa patrie, albinos au blanc visage et dernier de sa lignée."" Pour la première fois réunis en un seul volume, tous les livres du cycle d'Elric déroulent ici leur splendeur sauvage, lyrique et romantique.",1218,"['Fantasy', 'Roman', 'France']","3,332 follower",4 review,"1,020",1 (2%),3 (6%),6 (13%),28 (60%),8 (17%)
Madame,Antoni Libera,4.26,"3,177 rating","January 1, 1998","Madame tells the story of a self-absorbed Polish teenager as he pursues intellectual maturity, and the woman of his dreams, his French teacher 'Madame', in the communist-dominated Warsaw of the early 1970s.Libera paces his exuberant young hero's fulminations, fantasies and discoveries beautifully, building a remarkably subtle characterisation of a free mind in a repressive culture. This is one of those rare novels which reminds us why we love books. A consummate literary entertainment.",448,"['Polish Literature', 'Fiction', 'Poland', 'Classics', 'Historical Fiction', 'School', 'Contemporary', 'Polish Literature', 'Fiction', 'Poland', 'Classics', 'Historical Fiction', 'School', 'Contemporary', 'Polish Literature', 'Fiction', 'Poland', 'Classics', 'Historical Fiction', 'School', 'Contemporary']",48 follower,303 review,38,37 (1%),119 (3%),400 (12%),"1,051 (33%)","1,570 (49%)"
The Mystery of the Jade Tiger,Carolyn Keene,3.83,592 rating,"December 1, 1991","In this all-new adventure, Nancy travels to California to investigate a series of break-ins at the home of her father's old friend Terry Kirkland. A Vietnam vet, he came away from that country with a trunk full of memories, but unbeknownst to him, the trunk contains an exotic secret that now threatens to destroy his family.",160,"['Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Mystery Thriller', 'Crime']","3,379 follower",17 review,"1,165",7 (1%),24 (4%),197 (33%),196 (33%),168 (28%)
Die Astronauten,Stanisław Lem,3.52,724 rating,"January 1, 1951","Im Jahre 1908 geht in Sibirien ein Riesenmeteor nieder und vernichtet weite Gebiete der Taiga. Mehrere Expeditionen werden ausgesandt, um nach seinen Überresten zu forschen. Sie kehren ohne Erfolg zurück. Hundert Jahre später wird bei Bauarbeiten in der Taiga ein Fund gemacht, der beweist, daß der »Meteor« eine Weltraumrakete gewesen ist, die zu Erkundungszwecken von der Venus kam und einer Katastrophe zum Opfer fiel. Ein geheimnisvoller ›Rapport‹ läßt eine Bedrohung der Erde vermuten. Das erste Raumschiff der Erde sollte ursprünglich nach dem Mars starten. Nun aber wird dieser Plan geändert; das neue Ziel heißt Venus.",304,"['Science Fiction', 'Fiction', 'Polish Literature', 'Fantasy', 'Science Fiction Fantasy', 'Space', 'Classics']","3,885 follower",61 review,426,12 (1%),78 (10%),261 (36%),265 (36%),108 (14%)
"Breath, Eyes, Memory",Edwidge Danticat,3.90,"29,952 rating","April 1, 1994","At the age of twelve, Sophie Caco is sent from her impoverished village of Croix-des-Rosets to New York, to be reunited with a mother she barely remembers. There she discovers secrets that no child should ever know, and a legacy of shame that can be healed only when she returns to Haiti--to the women who first reared her. What ensues is a passionate journey through a landscape charged with the supernatural and scarred by political violence, in a novel that bears witness to the traditions, suffering, and wisdom of an entire people.At an astonishingly young age, Edwidge Danticat has become one of our most celebrated new novelists, a writer who evokes the wonder, terror, and heartache of her native Haiti--and the enduring strength of Haiti's women--with a vibrant imagery and narrative grace that bear witness to her people's suffering and courage.",234,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Contemporary', 'African American', 'Literature']","2,511 follower","1,689 review",119,381 (1%),"1,580 (5%)","7,535 (25%)","11,694 (39%)","8,762 (29%)"
Words and Life,Hilary Putnam,3.65,17 rating,"January 1, 1994","Hilary Putnam has been convinced for some time that the present situation in philosophy calls for revitalization and renewal; in this latest book he shows us what shape he would like that renewal to take. Words and Life offers a sweeping account of the sources of several of the central problems of philosophy, past and present, and of why some of those problems are not going to go away. As the titles of the first four parts in the volume--""The Return of Aristotle,"" ""The Legacy of Logical Positivism,"" ""The Inheritance of Pragmatism,"" and ""Essays after Wittgenstein""--suggest, many of the essays are concerned with tracing the recent, and the not so recent, history of these problems.The goal is to bring out what is coercive and arbitrary about some of our present ways of posing the problems and what is of continuing interest in certain past approaches to them. Various supposedly timeless philosophical problems appear, on closer inspection, to change with altered historical circumstances, while there turns out to be much of permanent value in Aristotle's, Peirce's, Dewey's, and Reichenbach's work on some of the problems that continue to exercise us.A unifying theme of the volume as a whole is that reductionism, scientism, and old-style disenchanted naturalism tend to be obstacles to philosophical progress. The titles of the final three parts of the volume--""Truth and Reference,"" ""Mind and Language,"" and ""The Diversity of the Sciences""--indicate that the sweep of the problems considered here comprehends all the fundamental areas of contemporary analytic philosophy. Rich in detail, the book is also grand in scope, allowing us to trace the ongoing intellectual evolution of one of the most significant philosophers of the century.",608,"['Philosophy', 'Nonfiction', 'Philosophy', 'Nonfiction', 'Philosophy', 'Nonfiction']",121 follower,0 review,103,0 (0%),0 (0%),7 (41%),9 (52%),1 (5%)
Firefly Summer,Maeve Binchy,3.95,"15,493 rating","January 1, 1987","Every summer the four Ryan children play in the ruins of Fernscourt, the once-grand house on the bank of the river.But when the estate is bought by Patrick O’Neill, the wealthy Irish American, his grand plans for its development threaten to shatter the peace. A new luxury hotel promises to breathe new life into the village, and yet it could also spell disaster for the Ryan family.And as old values and traditions begin to crumble away, no-one – not even Patrick – can predict what his big dreams will do to the heart of their quiet village.",928,"['Fiction', 'Chick Lit', 'Ireland', 'Romance', 'Irish Literature', 'Historical Fiction', 'Contemporary']","4,496 follower",539 review,248,132 (<1%),631 (4%),"3,946 (25%)","5,913 (38%)","4,871 (31%)"
