title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Reflections in a Golden Eye,Carson McCullers,3.83,"6,255 rating","January 1, 1941","This particular hell is an army post in the South. Its inhabitants: a sexually disturbed officer; his sensual animal of a wife; his fellow-officer and wife's lover; a delicate, sensitive woman who must live with her husband's infidelity; and the driven young private who brings the searing drama to a head.",111,141,"2,713 follower","['Fiction', 'Classics', 'Southern Gothic', 'LGBT', 'Novels', 'American', 'Southern', 'Fiction', 'Classics', 'Southern Gothic', 'LGBT', 'Novels', 'American', 'Southern', 'Fiction', 'Classics', 'Southern Gothic', 'LGBT', 'Novels', 'American', 'Southern']",631 review,"1,561 (24%)","2,601 (41%)","1,661 (26%)",356 (5%),76 (1%)
The Diversion,K.A. Applegate,4.04,"2,218 rating","December 1, 2000","The Yeerks are finally starting to realize that the ""Andalite bandits"" are probably not aliens at all. They're finally starting to realize that maybe they've been dealing with humans all along. And no one—especially the newly appointed Visser One—is happy with this knowledge. Not happy at all.When Tobias, the other Animorphs, and Ax realize that the Yeerks are about to find them, it's by accident. But that doesn't make the discovery any less serious. Because in war, one side wins. And one side loses. . . .",164,254,361 follower,"['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Aliens', 'Middle Grade', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Aliens', 'Middle Grade', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Aliens', 'Middle Grade']",109 review,839 (37%),756 (34%),511 (23%),102 (4%),10 (<1%)
Topper,Thorne Smith,3.70,"1,092 rating","January 1, 1926","Thorne Smith is a master of urbane wit and sophisticated repartee. Topper, his best-known work, is the hilarious, ribald comedy on which the hit television show and movie (starring Cary Grant) were based.It all begins when Cosmo Topper, a law-abiding, mild-mannered bank manager, decides to buy a secondhand car, only to find it haunted by the ghosts of its previous owners--the reckless, feckless, frivolous couple who met their untimely demise when the car careened into an oak tree. The ghosts, George and Marion Kerby, make it their mission to rescue Topper from the drab ""summer of suburban Sundays"" that is his life--and they commence a series of madcap adventures that leave Topper, and anyone else who crosses their path, in a whirlwind of discomfiture and delight. As enchanting today as it was when first published in 1926, Topper has set the standard in American pop culture for such mischievous apparitions as those seen in The Ghost and Mrs. Muir, Heaven Can Wait, Beetlejuice, and Bewitched.",220,110,72 follower,"['Fiction', 'Humor', 'Fantasy', 'Classics', 'Paranormal', 'Ghosts', 'Comedy', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Paranormal', 'Ghosts', 'Comedy', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Paranormal', 'Ghosts', 'Comedy']",150 review,280 (25%),358 (32%),324 (29%),101 (9%),29 (2%)
The Butter Battle Book,Dr. Seuss,4.15,"14,206 rating","January 12, 1984","Illus. in full color. ""Dr. Seuss chronicles the feud between the Yooks and the Zooks from slingshots through sophisticated weaponry, until each side has the capacity to destroy the world. The language amuses, the drawings are zesty and humorous, and the demand for this book will be large.""-- ""School Library Journal."" ""Provocative, packs an allegorical punch. The parade of increasingly elaborate (and ridiculous) armaments makes a telling point.""-- ""Booklist.""",56,848,17.6k follower,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Poetry', 'War', 'Fantasy']",683 review,"6,637 (46%)","4,164 (29%)","2,495 (17%)",659 (4%),251 (1%)
Pure Temptation,Connie Mason,3.75,335 rating,"July 1, 1996","Spirits could be so bloody unpredictable, and the specter of Lady Amelia was worst of all. Just when one of her ne'er-do-well descendents thought he could go astray in peace, the phantom lady always appeared to change his wicked ways.A rogue without peer, Jackson Graystoke wanted to make gaming and carousing in London society his life's work. And the penniless baronet would have gladly damned himself with wine and women—if Lady Amelia had given him the ghost of a chance.Fresh off the boat from Ireland, Moira O'Toole wasn't fool enough to believe in legends or naive enough to trust a rake. Yet after an accident landed her in Graystoke Manor, she found herself haunted, harried, and hopelessly charmed by Black Jack Graystoke and his exquisite promise of...Pure Temptation.",400,119,515 follower,"['Romance', 'Historical Romance', 'Historical', 'Ghosts', 'Paranormal', 'M F Romance', 'Adult']",26 review,107 (31%),96 (28%),86 (25%),34 (10%),12 (3%)
The Smell of Evil,Charles Birkin,3.70,46 rating,"June 1, 1965","A sinister baron and his wife inflict unimaginable tortures on their young niece to compel her to sign over her fortune. - In the aftermath of World War II, a German woman's garden is lush and beautiful, for an appalling reason. - Missionaries in Africa get a gruesome surprise when their converts take a biblical text too literally. - A child's fantasy becomes a deadly game with a macabre ending for his adult playmate. The thirteen stories in The Smell of Evil (1965) reveal Sir Charles Birkin (1907-1985) at his diabolical best. Largely eschewing ghost stories and tales of the supernatural, Birkin pioneered a different type of modern horror fiction, describing in exquisitely polished prose the sufferings of ordinary, decent people who encounter inexplicable cruelty and evil in their everyday lives. An important and neglected figure in 20th century British horror fiction, Birkin returns to shock a new generation of readers in this edition, the first in more than 30 years, which features a new introduction by John Llewellyn Probert.",189,57,12 follower,"['Horror', 'Short Stories', 'Fantasy']",9 review,12 (26%),14 (30%),15 (32%),4 (8%),1 (2%)
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.42,"124,976 rating","June 6, 1992","As good a rifle company as any, Easy Company, 506th Airborne Division, US Army, kept getting tough assignments--responsible for everything from parachuting into France early DDay morning to the capture of Hitler's Eagle's Nest at Berchtesgaden. In ""Band of Brothers,"" Ambrose tells of the men in this brave unit who fought, went hungry, froze & died, a company that took 150% casualties & considered the Purple Heart a badge of office. Drawing on hours of interviews with survivors as well as the soldiers' journals & letters, Stephen Ambrose recounts the stories, often in the men's own words, of these American heroes.Foreword""We wanted those wings""; Camp Toccoa, 7-12/42""Stand up & hook up""; Benning, Mackall, Bragg, Shanks, 12/42-9/43""Duties of the latrine orderly""; Aldbourne, 9/43-3/44""Look out, Hitler! Here we come!""; Slapton Sands, Uppottery, 4/1-6/5/44""Follow me""; Normandy, 6/6/44""Move out!""; Carentan, 6/7-7/12/44Healing wounds & scrubbed missions; Aldbourne, 7/13-9/16/44""Hell's highway""; Holland, 9/17-10/1/44Island; Holland, 10/2-11/25/44Resting, recovering & refitting: Mourmelon-le-Grand, 11/26-12/18/44""They got us surrounded-the poor bastards""; Bastogne, 12/19-31/44Breaking point; Bastogne, 1/1-13/45 Attack; Noville, 1/14-17/45Patrol: Haguenau, 1/18-2/23/45""Best feeling in the world"": Mourmelon, 2/25-4/2/45Getting to know the enemy: Germany, 4/2-30/45Drinking Hitler's champagne; Berchtesgaden, 5/1-8/45Soldier's dream life; Austria, 5/8-7/31/45Postwar careers; 1945-91Acknowledgments & SourcesIndex",432,196,"2,093 follower","['History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Military History', 'Historical']","3,586 review","74,147 (59%)","35,746 (28%)","10,843 (8%)","2,500 (2%)","1,740 (1%)"
The Rat-Pit,Patrick MacGill,4.31,42 rating,"January 1, 1971","Both a sequel and a parallel to Children of the Dead End, The Rat-Pit (the name of a Glasgow lodging house) tells the tragic tale of Donegal girl Norah Ryan's struggle against poverty at the turn of the century. Forced into a life of vice, this is the moving story of one woman's decline and death. At the same time it is also a much larger story of the oppression, poverty and racism suffered by Irish immigrants to Britain at that time, and of the hypocrisy of a society which used and abused, yet turned away from the dark underbelly it had created.",336,68,4 follower,['Novels'],3 review,22 (52%),13 (30%),5 (11%),2 (4%),0 (0%)
Over the Edge,Jonathan Kellerman,3.93,"12,598 rating","April 23, 1987","When the phone rings in the middle of the night, child psychologist Alex Delaware does not hesitate. It's a call he can't ignore.Driving through the San Fernando Valley, Alex rushes to Jamey Cadmus, the patient he had failed five years before--and who now calls with a bizarre cry for help. But, by the time Alex reaches Canyon Oaks Psychiatric Hospital, Jamey is gone, surfacing a day later in the hands of the police who believe Jamey is the infamous Lavender Slasher, a psychotic serial killer. Wooed by a high-powered attorney to build a defense, Alex will get a chance to do what he couldn't five years ago. And when he peers into a family's troubled history and Jamey's brilliant, tormented mind, the psychologist puts himself at the heart of a high-profile case. Because Alex knows that in a realm of money, loss, and madness, something terrible pushed Jamey over the edge--or else someone is getting away with murder.",448,253,"5,226 follower","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']",481 review,"3,494 (27%)","5,315 (42%)","3,279 (26%)",419 (3%),91 (<1%)
Η δυστυχία του να είσαι Έλληνας,Νίκος Δήμου,3.81,580 rating,"May 1, 1975","«Ένα βιβλίο µυθικό». Mercedes Arancibia, Periodistas en Espanol, Ισπανία«Ένας Φειδίας του ύφους!» Christophe Ono-dit-Biot, Le Point, Γαλλία«Μία αποκάλυψη!» Norbert Mayer, Die Presse, Γερµανία«Οι διάσηµοι αφορισµοί του Δήµου... έχουν αποκτήσει κύρος θεσµού». Manuel Gogos, Neue Zurcher Zeitung, Ελβετία«Η μεγαλύτερη δυστυχία του Δήμου είναι ότι αυτόν, τον ένθερμο πατριώτη, δεν τον άκουσε κανείς». Berthold Seewald, Die Welt«... ένας προικισμένος άνθρωπος, έξυπνος, παρατηρητικός, σπινθηροβόλος». Αλέξανδρος Κοτζιάς, H Καθημερινή«... έχει γίνει κλασικό. Πικρό κείμενο αυτογνωσίας, έθεσε με τον δικό του σαρκαστικό τρόπο το θέμα της νεοελληνικής ταυτότητας. [...] Ένα πραγματικά πατριωτικό βιβλίο». Αλέξανδρος Στεργιόπουλος, Ελευθεροτυπία, Βιβλιοθήκη«Ο εξυπνότερος συγγραφέας μας μετά τον Ροΐδη;» Γ.Π. Σαββίδης, Τα Νέα",80,47,56 follower,"['Nonfiction', 'Greece', 'Philosophy', 'Essays', 'Literature', 'Sociology', 'Politics']",64 review,163 (28%),216 (37%),143 (24%),45 (7%),13 (2%)
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,4.26,"19,536 rating","August 19, 1998","Neuroscientist V.S. Ramachandran is internationally renowned for uncovering answers to the deep and quirky questions of human nature that few scientists have dared to address. His bold insights about the brain are matched only by the stunning simplicity of his experiments -- using such low-tech tools as cotton swabs, glasses of water and dime-store mirrors. In Phantoms in the Brain, Dr. Ramachandran recounts how his work with patients who have bizarre neurological disorders has shed new light on the deep architecture of the brain, and what these findings tell us about who we are, how we construct our body image, why we laugh or become depressed, why we may believe in God, how we make decisions, deceive ourselves and dream, perhaps even why we're so clever at philosophy, music and art. Some of his most notable cases:A woman paralyzed on the left side of her body who believes she is lifting a tray of drinks with both hands offers a unique opportunity to test Freud's theory of denial.A man who insists he is talking with God challenges us to ask: Could we be ""wired"" for religious experience?A woman who hallucinates cartoon characters illustrates how, in a sense, we are all hallucinating, all the time.Dr. Ramachandran's inspired medical detective work pushes the boundaries of medicine's last great frontier -- the human mind -- yielding new and provocative insights into the ""big questions"" about consciousness and the self.",352,21,"1,177 follower","['Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Medicine', 'Brain', 'Medical', 'Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Medicine', 'Brain', 'Medical', 'Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Medicine', 'Brain', 'Medical', 'Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Medicine', 'Brain', 'Medical', 'Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Medicine', 'Brain', 'Medical']",833 review,"9,767 (49%)","6,330 (32%)","2,530 (12%)",613 (3%),296 (1%)
Vegetables,Roz Denny,4.20,61 rating,"January 1, 1997","This encyclopedia provides a comprehensive illustrated guide to over 180 vegetable ingredients and how to cook them, together with more than 300 mouthwatering recipes for every occasion.'",512,103,3 follower,"['Cookbooks', 'Food', 'Nonfiction', 'Cooking', 'Reference']",8 review,26 (42%),24 (39%),8 (13%),3 (4%),0 (0%)
Indivisible by Four: A String Quartet in Pursuit of Harmony,Arnold Steinhardt,4.37,312 rating,"November 24, 1998","The Guarneri Quartet is fabled for its unique longevity and high-spirited virtuosity. Here is its story from the inside--a story filled with drama, humor, danger, compassion, and, of course, glorious music.A player who studies and performs the exalted string-quartet repertoire has opted for a very special life. Arnold Steinhardt, tracing his own development as a student, orchestra player, and budding young soloist, gives a touching account of how he and his intrepid colleagues were converted to chamber music despite the daunting odds against success. And he reveals, as no one has before, the intensely difficult process by which--on the battlefield of daily three-hour rehearsals--four individualists master and then overcome the confining demands of ensemble playing.",320,8,3 follower,"['Music', 'Nonfiction', 'Biography', 'Memoir', 'Classical Music', 'Musicians']",26 review,156 (50%),120 (38%),32 (10%),3 (<1%),1 (<1%)
Miranda's Big Mistake,Jill Mansell,3.77,"9,538 rating","January 1, 1999","Book by Mansell, Jill",475,82,"4,463 follower","['Chick Lit', 'Romance', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Adult', 'Humor']",497 review,"2,486 (26%)","3,429 (35%)","2,805 (29%)",619 (6%),199 (2%)
Comanches: The Destruction of a People,T.R. Fehrenbach,4.38,414 rating,"January 1, 1974",Describes the culture and history of the Nermernuh plains Indians from their prehistoric beginnings through their gradual disintegration as an independent nation.,557,40,69 follower,"['History', 'Nonfiction', 'American History', 'Native Americans', 'American', 'Native American History', 'Westerns']",54 review,227 (54%),135 (32%),39 (9%),9 (2%),4 (<1%)
The Trick to Money Is Having Some,Stuart Wilde,3.98,401 rating,"September 1, 1989","In this book, Stuart Wilde shows you that money is merely a form of energy, and that the difference between having it and not having it is merely a small but subtle shift in consciousness (in fact, one woman claims she won $1.7 million in the lottery using the techniques presented within these pages). Like his other highly successful books, this work is chock full of useful information and practical ideas. His breezy and comical style makes for effortless reading as you plot your path to complete financial freedom.",210,114,141 follower,"['Spirituality', 'Business', 'Self Help', 'Money', 'Personal Development', 'Finance', 'Nonfiction']",39 review,154 (38%),131 (32%),80 (19%),27 (6%),9 (2%)
Illywhacker,Peter Carey,3.77,"2,986 rating","January 1, 1985","Illywhacker Carey, Peter",569,97,989 follower,"['Fiction', 'Australia', 'Literary Fiction', 'Novels', 'Literature', 'Fantasy', 'Humor']",161 review,774 (25%),"1,145 (38%)",765 (25%),220 (7%),82 (2%)
The Sea Came in at Midnight,Steve Erickson,3.81,950 rating,"April 6, 1999","God invented millennia for writers like Steve Erickson. Erickson's previous books have buried L.A.'s freeways in sand, set bonfires in Paris streets, and hitched along for the 1996 presidential campaign. In terms of madness, doom, and sheer human folly, what could possibly be left? Plenty, as it turns out. As The Sea Came in at Midnight opens, 17-year-old Kristin works in a Japanese ""memory hotel,"" where despite her so-so looks she's in high demand. As an American, ""Kristin represents the Western annihilation of ancient Japanese memory and therefore its master and possessor, a red bomb in one hand, a red bottle of soda pop in the other."" After one of her best clients expires in the booth, she finally tells him her own story--which turns out to be quite a tale, involving escape from a millennial suicide cult and nude solitary confinement at the behest of a man known only as the Occupant. Add in the novel's other threads, which span 40 years and include a dream cartographer, a chaos-based calendar, time capsules, and both real and faked snuff films, and you have a heady mixture indeed. Fans of Erickson's unsettling, dreamlike style are legion, and they won't be disappointed in his latest take on the End Time, Blade Runner-style. But in a way, the millennium is beside the point; with a plot like this one, a mere flipping of digits seems so much apocalyptic icing on the cake. Combing a lyrical surrealism with a jittery, jump-cut technique, Erickson writes like the 21st-century heir of Pynchon and DeLillo. --Chloe Byrne",272,60,426 follower,"['Fiction', 'Fantasy', 'Magical Realism', 'Literature', 'Novels', 'Literary Fiction', 'Contemporary']",113 review,295 (31%),331 (34%),206 (21%),88 (9%),30 (3%)
The Family of Pascual Duarte,Camilo José Cela,3.75,"14,101 rating","January 1, 1942","Cela was awarded the Nobel Prize for Literature in October 1989, and this novel is considered by many to be his masterpiece. It is the story of an ignorant Castillian peasant and multiple murderer, and it tells of the savage impulses behind his crimes and his redeeming characteristics.",166,292,377 follower,"['Fiction', 'Spanish Literature', 'Classics', 'Spain', 'Novels', 'Nobel Prize', 'Literature', 'Fiction', 'Spanish Literature', 'Classics', 'Spain', 'Novels', 'Nobel Prize', 'Literature', 'Fiction', 'Spanish Literature', 'Classics', 'Spain', 'Novels', 'Nobel Prize', 'Literature', 'Fiction', 'Spanish Literature', 'Classics', 'Spain', 'Novels', 'Nobel Prize', 'Literature', 'Fiction', 'Spanish Literature', 'Classics', 'Spain', 'Novels', 'Nobel Prize', 'Literature']","1,129 review","3,465 (24%)","5,459 (38%)","3,732 (26%)","1,059 (7%)",386 (2%)
Reach for the Sky,Paul Brickhill,4.30,"1,348 rating","March 1, 1954","The inspirational story of Douglas Bader, DSO, DFC.",336,28,60 follower,"['Biography', 'History', 'Nonfiction', 'War', 'Aviation', 'World War II', 'Military Fiction']",104 review,651 (48%),483 (35%),192 (14%),14 (1%),8 (<1%)
"Rich Man, Poor Man",Irwin Shaw,4.18,"37,697 rating","January 1, 1969",Traces the fortunes of a first generation German-American family who pursue their dreams in a post-World War II United States,666,240,396 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Drama', 'Novels', 'Contemporary', 'American']",544 review,"16,509 (43%)","13,162 (34%)","6,623 (17%)","1,043 (2%)",360 (<1%)
Wild Horse Summer,Hope Ryden,3.82,110 rating,"January 1, 1997","Alison spends her thirteenth summer on a ranch in Wyoming where she learns to ride a horse and where Kelly, her cousin, who is blind, helps her overcome an old fear.",154,31,23 follower,"['Horses', 'Realistic Fiction', 'Childrens', 'Disability']",13 review,34 (30%),35 (31%),29 (26%),11 (10%),1 (<1%)
Hand to Mouth: A Chronicle of Early Failure,Paul Auster,3.64,"3,044 rating","January 1, 1996","Paul Auster's Hand to A Chronicle of Early Failure is a fascinating and often funny memoir about his early years as a writer struggling to be published, and to make enough money to survive. Leaving high school with ""itchy feet"" and refusing to play it safe, Auster avoided convention and the double life of steady office employment while writing. From the streets of New York City, Dublin, and Paris to a surreal adventure in a dusty village in Mexico, Auster's account of living on next to nothing introduces an unforgettable cast of characters while examining what it means to be a writer.",176,249,10.9k follower,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Literature', 'Writing', 'American']",272 review,571 (18%),"1,148 (37%)","1,034 (33%)",248 (8%),43 (1%)
Reasons and Persons,Derek Parfit,4.27,"1,710 rating","January 1, 1984","Challenging, with several powerful arguments, some of our deepest beliefs about rationality, morality, and personal identity, Parfit claims that we have a false view about our own nature. It is often rational to act against our own best interests, he argues, and most of us have moral views that are self-defeating. We often act wrongly, although we know there will be no one with serious grounds for complaint, and when we consider future generations it is very hard to avoid conclusions that most of us will find very disturbing.",543,28,281 follower,"['Philosophy', 'Nonfiction', 'Psychology', 'Science', 'Metaphysics', 'Spirituality', 'Self Help']",132 review,886 (51%),528 (30%),201 (11%),64 (3%),31 (1%)
A Fool and His Honey,Charlaine Harris,3.81,"16,392 rating","September 13, 1999","When her husband's young niece arrives on the doorstep with a new, unexpected baby in tow, Aurora is surprised, but the girl's equally sudden disappearance in the wake of a killing drags the reluctant couple into a murder investigation. Reprint.",256,278,35.8k follower,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Mystery Thriller', 'Audiobook', 'Adult']",799 review,"4,149 (25%)","6,187 (37%)","4,955 (30%)",923 (5%),178 (1%)
