title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Man Is Wolf to Man: Surviving the Gulag,Janusz Bardach,4.35,850 rating,"January 1, 1998","FROM THE BOOK :""The pit I was ordered to dig had the precise dimensions of a casket. The NKVD officer carefully designed it. He measured my size with a stick, made lines on the forest floor, and told me to dig. He wanted to make sure I'd fit well inside.""In 1941 Janusz Bardach's death sentence was commuted to ten years' hard labor and he was sent to Kolyma―the harshest, coldest, and most deadly prison in Joseph Stalin's labor camp system―the Siberia of Siberias. The only English-language memoir since the fall of communism to chronicle the atrocities committed during the Stalinist regime, Bardach's gripping testimony explores the darkest corners of the human condition at the same time that it documents the tyranny of Stalin's reign, equal only to that of Hitler. With breathtaking immediacy, a riveting eye for detail, and a humanity that permeates the events and landscapes he describes, Bardach recounts the extraordinary story of this nearly inconceivable world.The story begins with the Nazi occupation when Bardach, a young Polish Jew inspired by Soviet Communism, crosses the border of Poland to join the ranks of the Red Army. His ideals are quickly shattered when he is arrested, court-martialed, and sentenced to death. How Bardach survives an endless barrage of brutality―from a near-fatal beating to the harsh conditions and slow starvation of the gulag existence―is a testament to human endurance under the most oppressive circumstances. Besides being of great historical significance, Bardach's narrative is a celebration of life and a vital affirmation of what it means to be human.",440,9,8 follower,"['History', 'Nonfiction', 'Russia', 'Memoir', 'Biography', 'Biography Memoir', 'Survival', 'History', 'Nonfiction', 'Russia', 'Memoir', 'Biography', 'Biography Memoir', 'Survival', 'History', 'Nonfiction', 'Russia', 'Memoir', 'Biography', 'Biography Memoir', 'Survival', 'History', 'Nonfiction', 'Russia', 'Memoir', 'Biography', 'Biography Memoir', 'Survival', 'History', 'Nonfiction', 'Russia', 'Memoir', 'Biography', 'Biography Memoir', 'Survival']",73 review,458 (53%),272 (32%),94 (11%),13 (1%),13 (1%)
The Curse of the Witch-Queen,Paula Volsky,3.49,125 rating,"November 12, 1982",Zargal seeks Queen Godescalc in her dangerous swamp in order to end the horrible curse that she put on King Laza and Princess Bellora,345,21,98 follower,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy']",9 review,24 (19%),33 (26%),51 (40%),14 (11%),3 (2%)
Rings,Charles L. Harness,4.00,12 rating,"December 1, 1999","Book by Harness, Charles L.",597,84,22 follower,[],0 review,5 (41%),4 (33%),1 (8%),2 (16%),0 (0%)
"Darkness, Be My Friend",John Marsden,4.10,"18,876 rating","January 1, 1996","The battle continues as five ordinary kids must journey back into the heart of an epic conflict.Five months into World War III, Ellie and her four remaining friends have barely escaped the Australian town of Wirrawee with their lives and their sanity intact.But as the next step becomes clear, they realize they must once again sacrifice their hard-won comfort and safety. A group of soldiers has recruited the kids to guide the way to the Wirrawee air base.What could possibly motivate Ellie and her friends to return? This risky sabotage mission may be their only hope of rescuing their families, too.",259,101,"1,886 follower","['Young Adult', 'Fiction', 'War', 'Dystopia', 'Australia', 'Adventure', 'Action']",446 review,"7,029 (37%)","7,573 (40%)","3,613 (19%)",518 (2%),143 (<1%)
The Nightrunners,Joe R. Lansdale,3.75,"1,375 rating","January 1, 1987","In the field of country noir--the dark side of rural and small-town America--Lansdale staked his claim to East Texas with The Nightrunners. A '66 Chevy bears down on the countryside, with a carful of vicious teenagers and evil of Biblical proportions, in this terrifying morality tale of sex and violence. Original.",243,807,"3,486 follower","['Horror', 'Fiction', 'Thriller', 'Crime', 'Splatterpunk', 'Mystery', 'Halloween']",124 review,340 (24%),506 (36%),402 (29%),101 (7%),26 (1%)
The Beatles Anthology,The Beatles,4.38,"17,113 rating","September 1, 2000","This extraordinary project has been made possible because Paul McCartney, George Harrison and Ringo Starr have agreed to tell their combined story especially for this book. Together with Yoko Ono Lennon, they have also made available the full transcripts (including all the outtakes) of the television and video series The Beatles Anthology. Through painstaking compilation of sources worldwide, John Lennon's words are equally represented in this remarkable volume. Furthermore, The Beatles have opened their personal and management archives specifically for this project, allowing the unprecedented release of photographs which they took along their ride to fame, as well as fascinating documents and memorabilia from their homes and offices. What a book The Beatles Anthology is! Each page is brimming with personal stories and rare vintage images. Snapshots from their family collections take us back to the days when John Lennon, Paul McCartney, George Harrison and Richard Starkey were just boys growing up in Liverpool. They talk in turn about those early years and how they came to join the band that would make them known around the world as John, Paul, George and Ringo. Then, weaving back and forth, they tell the astonishing story of life as The Beatles: the first rough gigs, the phenomenon of their rise to fame, the musical and social change of their heyday, all the way through to their breakup. From the time Ringo tried to take this drum kit home on the bus to their much anticipated audience with Elvis, from the making of the Sgt. Pepper album to their last photo session together at John's house, The Beatles Anthology is a once-in-a-lifetime collection of The Beatles' own memories.Interwoven with these are the recollections of such associates as road manager Neil Aspinall, producer George Martin and spokesman Derek Taylor. And included in the vast array of photographs are materials from both Apple and EMI, who also opened their archives for this project. This, indeed, is the inside story, providing a wealth of previously unpublished material in both word and image.Created with their full cooperation, The Beatles Anthology is, in effect, The Beatles' autobiography. Like their music has been a part of so many of our lives, it's warm, frank, funny, poignant and bold. At last, here is The Beatles' own story.",368,424,208 follower,"['Music', 'Nonfiction', 'Biography', 'History', 'Autobiography', 'Memoir', 'Pop Culture', 'Music', 'Nonfiction', 'Biography', 'History', 'Autobiography', 'Memoir', 'Pop Culture', 'Music', 'Nonfiction', 'Biography', 'History', 'Autobiography', 'Memoir', 'Pop Culture', 'Music', 'Nonfiction', 'Biography', 'History', 'Autobiography', 'Memoir', 'Pop Culture', 'Music', 'Nonfiction', 'Biography', 'History', 'Autobiography', 'Memoir', 'Pop Culture']",273 review,"10,202 (59%)","4,274 (24%)","1,900 (11%)",439 (2%),298 (1%)
The Trees,Conrad Richter,4.02,"3,996 rating","January 1, 1940","The Trees is a moving novel of the beginning of the American trek to the west. Toward the close of the eighteenth century, the land west of the Alleghenies and north of the Ohio River was an unbroken sea of trees. Beneath them the forest trails were dark, silent, and lonely, brightened only by a few lost beams of sunlight. Here, in the first novel of Conrad Richter’s Awakening Land trilogy, the Lucketts, a wild, woods-faring family, lived their roaming life, pushing ever westward as the frontier advanced and as new settlements threatened their isolation.This novel gives an excellent feel for America's lost woods culture, which was created when most of the eastern midwest was a vast hardwood forest---virtually a jungle. The Trees conveys settler life, including conflicts with Native Americans, illness, hunting, family dynamics, and marriage.",167,57,130 follower,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Novels', 'Westerns', 'Nature']",427 review,"1,519 (38%)","1,432 (35%)",756 (18%),173 (4%),116 (2%)
صيد الخاطر,ابن الجوزي,4.35,"3,412 rating","September 1, 1201","هذا الكتاب .. كتاب ذو طراز فريد من الأدب الديني تشعر فيه أنك أمام كتاب حديث رغم مُضي تسعة قرون على إخراجه.وقد اهتم الشيخ الغزالي بهذا الكتاب عندما قرأه للمرة الأولى, فهمَّ بتحقيقه وقد قال هو نفسه عن هذا الكتاب: ""وكلما مضيت في متابعة أحكامه وطي مراحله زاد إعزازي له وتقديري لصاحبه .. فما من رأي انتهيت إليه في كتاباتي الكثيرة إلا وجدت هذا المؤلف قد سبقني إلى تقريره, وقرنه بما يدعمه من نصوص, وما من علة نددت بها في المجتمع الإسلامي, إلا كان في هذا الكتاب هجوم عليها وحصار لوبائها قبل أن يشيع"".لقد طالع الغزالي هذا الكتاب فأراد أن يخدم المعنى الصحيح له جهد طاقته, فلم يكن بد من حذف كلمات مقحمة, وإثبات كلمات محذوفة, وتصويب كلمات محرفة, وقد اختار لخواطر ابن الجوزي عناوين قريبة من موضوعاتها, ولعله قد حقق ما أراد, كما قام الشيخ الغزالي بتبيين لبعض ما غمض من كلمات وردت في نص الكتاب.نسأل الله له الغفران على ما قدم للإنسانية من جهد في سبيل الله .. والله الموفق فهو نعم المولى ونعم النصير.",384,229,"1,440 follower","['Religion', 'Islam', 'Nonfiction', 'Self Help', 'Unfinished', 'Philosophy', 'Spirituality']",326 review,"1,985 (58%)",877 (25%),381 (11%),98 (2%),71 (2%)
The House Without a Christmas Tree,Gail Rock,4.08,"1,309 rating","January 1, 1974",In 1946 a ten-year-old girl tries to understand and overcome her stern father's objections to having a Christmas tree in the house.,84,7,17 follower,"['Christmas', 'Fiction', 'Childrens', 'Holiday', 'Historical Fiction', 'Young Adult', 'Middle Grade']",133 review,514 (39%),472 (36%),258 (19%),48 (3%),17 (1%)
Man of My Dreams,Johanna Lindsey,4.06,"9,892 rating","405 pages, Mass Market PaperbackPublished August 28, 2018","Wildly unpredictable, the most desirable beauty in the land, Megan Penworthy has set her amorous sights on Ambrose St. James, a man she has never met but has every intention of marrying. And no other suitor will satisfy her especially not the common, if uncommonly handsome, horse breeder, Devlin Jefferys.Posing as lowborn Jefferys to escape a potentially fatal confrontation, Sir Ambrose is enthralled by the brazen, duke-hunting redhead. Without revealing his true identity, he vows to seduce and tame her, thereby foiling Megan's plans to marry the man of her dreams. But the notorious rogue never imagined the enchanting schemer would turn out to be the only woman he would ever dream of marrying.",405,157,"6,878 follower","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult']",465 review,"3,943 (39%)","3,389 (34%)","1,964 (19%)",445 (4%),151 (1%)
Selected Poems of Ezra Pound,Ezra Pound,3.89,"9,274 rating","January 1, 1928","Ezra Pound has been called ""the inventor of modern poetry in English."" The verse and criticism which he produced during the early years of the twentieth century very largely determined the directions of creative writing in our time; and virtually every major poet in England and America today has acknowledged his help or influence. Pound's lyric genius, his superb technique, and his fresh insight into literary problems make him one of the small company of men who through the centuries have kept poetry alive, and one of the great innovators.This book offers a compact yet representative selection of Ezra Pound's poems and translations. The span covered is Pound's entire writing career, from his early lyrics and the translations of Provençal songs to his English version of Sophocles' Trachiniae. Included are parts of his best known works—the Chinese translations, the sequence called Hugh Selwyn Mauberly, the Homage to Sextus Propertius. The Cantos, Pound's major epic, are presented in generous selections, chosen to emphasize the main themes of the whole poem.",184,404,902 follower,"['Poetry', 'Classics', 'Fiction', 'American', 'Literature', '20th Century', 'The United States Of America']",168 review,"3,088 (33%)","3,155 (34%)","2,184 (23%)",626 (6%),221 (2%)
The Forgotten Soldier,Guy Sajer,4.37,"11,143 rating","January 1, 1967","Forgotten Soldier  recounts the horror of World War II on the eastern front, as seen through the eyes of a teenaged German soldier. At first an exciting adventure, young Guy Sajer’s war becomes, as the German invasion falters in the icy vastness of the Ukraine, a simple, desperate struggle for survival against cold, hunger, and above all the terrifying Soviet artillery. As a member of the elite Gross Deutschland Division, he fought in all the great battles from Kursk to Kharkov.Sajer's German footsoldier’s perspective makes The Forgotten Soldier a unique war memoir, the book that the Christian Science Monitor said ""may well be the book about World War II which has been so long awaited."" Now it has been handsomely republished containing fifty rare German combat photos of life and death at the eastern front. The photos of troops battling through snow, mud, burned villages, and rubble-strewn cities depict the hardships and destructiveness of war. Many are originally from the private collections of German soldiers and have never been published before. This volume is a deluxe edition of a true classic.",465,7,37 follower,"['History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Biography', 'Military History']",703 review,"6,314 (56%)","3,237 (29%)","1,182 (10%)",263 (2%),147 (1%)
Venetia,Georgette Heyer,4.11,"17,775 rating","January 1, 1958","Twenty-five-year-old Venetia Lanyon's beauty is rivaled only by her sensibility. Intelligent and independent, her future seems safe and predictable. Lovely Venetia despairs of ever meeting the handsome hero of her romantic dreams but is nearly resigned to spinsterhood, thanks to the enormous amount of responsibility she inherited with a Yorkshire estate and an invalid but precocious brother, Aubrey. She lives in comfortable seclusion in rural Yorkshire, she has never been further than Harrogate, nor enjoyed the lackluster attentions of any but her two wearisomely persistent suitors. She can not accept to marry the respectable but dull Edward Yardley - she will only marry for love.Then her long-absent neighbor, thirty-eight-year-old Lord Jasper Damerel, returns home to Yorkshire. In one extraordinary encounter, she meets the infamous neighbor, who she knows only by reputation - a gamester, a shocking rake, and a man of sadly unsteady character - and before she knows better, she finds friendship with a libertine whose way of life has scandalised the North Riding for years. Lord Damerel finds Venetia to be the most truly engaging and wittily perverse female he has encountered in all his life and determined to woo and win her, he pursues her with a passionate abandon that is soon the talk of the ton. And after her encounter with the dashing, dangerous rake, Venetia's well-ordered life is turned upside down, and she embarks upon a courtship with him that scandalises and horrifies the whole community.But Venetia has no intention of losing her heart to the rakish lord until she is sure that beneath his swashbuckling ways and shocking manners lies a tender heart belonging to her. And Lord Damerel would marry her in a heartbeat if he did not think it would ruin her. Then she discovers a shocking family secret that changes everything ... It was therefore particularly provoking to find that occasion, Lord Damerel could make up his mind to be idiotically noble....",384,242,"4,893 follower","['Romance', 'Historical Fiction', 'Historical Romance', 'Regency', 'Historical', 'Fiction', 'Classics']","1,800 review","7,269 (40%)","6,394 (35%)","3,201 (18%)",679 (3%),232 (1%)
Locus Solus,Raymond Roussel,4.02,"1,196 rating","January 1, 1913","Based, like the earlier Impressions of Africa, on uniquely eccentric principles of composition, this book invites the reader to enter a world which in its innocence and extravagance is unlike anything in the literature of the twentieth century.Cantarel, a scholarly scientist, whose enormous wealth imposes no limits upon his prolific ingenuity, is taking a group of visitors on a tour of ""Locus Solus"", his secluded estate near Paris. One by one he introduces, demonstrates and expounds the discoveries and inventions of his fertile, encyclopaedic mind. An African mud-sculpture representing a naked child; a road-mender's tool which, when activated by the weather, creates a mosaic of human teeth; a vast aquarium in which humans can breathe and in which a depilated cat is seen stimulating the partially decomposed head of Danton to fresh flights of oratory. By each item in Cantarel's exhibition there hangs a tale - a tale such as only that esteemed genius Roussel could tell. As the inventions become more elaborate, the richness and brilliance of the author's stories grow to match them; the flow of his imagination becomes a flood and the reader is swept along in a torrent of wonder and hilarity.",256,63,120 follower,"['Fiction', 'France', 'Literature', 'French Literature', 'Novels', 'Classics', 'Fantasy']",135 review,473 (39%),412 (34%),205 (17%),69 (5%),37 (3%)
The Road to Oz,L. Frank Baum,3.74,"12,076 rating","January 1, 1909","Meet Dorothy's new friends, the Shaggy Man, Button Bright and Polychrome, as you travel with them to the Emerald City. Share their adventures with the Musicker and the Scoodlers. See how they escape from the Soup-Kettle and what they found at the Truth Pond. Find out how they are able to cross the Deadly Desert and finally get to the Emerald City of Oz.",261,"2,734","2,505 follower","['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade']",642 review,"3,207 (26%)","3,898 (32%)","3,815 (31%)",976 (8%),180 (1%)
"The House of Pride, and Other Tales of Hawaii",Jack London,3.69,363 rating,"March 1, 1912","Originally published in 1912, this collection contains six stories:- The House of Pride- Koolau the Leper- Good-bye, Jack- Aloha Oe- Chun Ah Chun- The Sheriff of KonaA departure from London's normal tales of the frozen North, all of these tales take place in the islands of Hawaii.This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.",130,"5,522","6,795 follower","['Fiction', 'Classics', 'Short Stories', 'Adventure', 'American', '20th Century']",45 review,75 (20%),144 (39%),108 (29%),30 (8%),6 (1%)
Ο Μέγας Ανατολικός: Τόμος Α',Andreas Embirikos,3.75,233 rating,"January 1, 1990","Ο Μέγας Ανατολικός είναι το έργο ζωής του ποιητή. Άρχισε να γράφεται το 1945 και ολοκληρώθηκε ύστερα από ενδιάμεσες φάσεις το 1970. Το μυθιστόρημα αποτελείται από 100 κεφάλαια, που συγκροτούν πέντε μέρη, και κυκλοφορεί σε οκτώ τόμους. Πρόκειται για το μεγαλύτερο και τολμηρότερο μυθιστόρημα της ελληνικής γλώσσας. Το θέμα του μυθιστορήματος είναι το παρθενικό ταξίδι του υπερωκεανείου ""Μέγας Ανατολικός"" από την Αγγλία στην Αμερική, τον Μάιο του 1867. Επιβάτες πάσης τάξεως και επαγγέλματος και πλήρωμα διαπλέουν τον Ατλαντικό μέσα στην ηδονική Κιβωτό, απολαμβάνοντας όλες τις μορφές του έρωτα άνευ ορίων και άνευ όρων. Επηρεασμένοι από έναν πρωτογενή ερωτσιμό που ελκύει το ίδιο το υπερωκεάνειο, ζουν, κατά τον δεκαήμερο πλου, την απόλυτη ελευθερία και ηδονή για να καταλήξουν σε μια ανώτατη μορφή αθωότητας και ευτυχίας. Ο Οδυσσέας Ελύτης γράφει για τον ""Μεγάλο Ανατολικό"" ότι η απώτερη αξία του δεν βρίσκεται στα περιγραφόμενα, ""βρίσκεται στην παναγαθοσύνη του ποιητή που διαχέεται πάνω στους χαρακτήρες και στις πράξεις των πλέον διαφορετικών τύπων του έργου, πρωταγωνιστών ή κομπάρσων, και αναεκπέμπεται αδιάκοπα στον αναγνώστη σαν ένα είδος ευλογίας. [...] Ο Μέγας Ανατολικός ναυπηγήθηκε με τα υλικά του ψυχαναλυτή στις δεξαμενές ενός οραματιστή και προφήτη"".",322,35,39 follower,"['Literature', 'Fiction', 'Classics', 'Literature', 'Fiction', 'Classics', 'Literature', 'Fiction', 'Classics', 'Literature', 'Fiction', 'Classics', 'Literature', 'Fiction', 'Classics']",13 review,74 (31%),68 (29%),59 (25%),23 (9%),9 (3%)
