title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Little Town Where Time Stood Still (F): A Novel,Bohumil Hrabal,3.92,"1,252 rating","January 1, 1974","Includes The Little Town Where Time Stood Still and Cutting It Short.In the 1930s Europe is tangoing to the tune of a new age, but in rural Czechoslovakia Maryska dances to a rhythm all her own. In a town dominated by a somber municipal brewery, she is a colorful and rather alarming apparition speeding through the quiet village on her bicycle, her long, tempestuous hair billowing behind her. Not even her husband, Francin (the brewery manager), can control her, as Maryska shocks the populace with her scandalous behavior, and incurs the disapproval of a proper little town that is blissfully unaware of the cataclysmic world events into which it is about to be engulfed. As World War II draws to a close and communism looms on the horizon, Maryska and her town appear to have survived unscathed. But subtle changes begin to appear - in Maryska and her family, and most noticeably at the brewery, where the new political order creates tensions that tear through the social fabric of the town in ways that Maryska in her wildest days could not possibly have imagined. The two linked narratives brought together in The Little Town Where Time Stood Still comprise Bohumil Hrabal's poignant and witty evocation of the passing of an era and display a master writer at the height of his powers as he creates, in an enchanting fictional work, an elegy for a nation that is no more.",302,"['Czech Literature', 'Fiction', 'Classics', 'Literature', '20th Century', 'Novels', 'Literary Fiction', 'Czech Literature', 'Fiction', 'Classics', 'Literature', '20th Century', 'Novels', 'Literary Fiction', 'Czech Literature', 'Fiction', 'Classics', 'Literature', '20th Century', 'Novels', 'Literary Fiction', 'Czech Literature', 'Fiction', 'Classics', 'Literature', '20th Century', 'Novels', 'Literary Fiction', 'Czech Literature', 'Fiction', 'Classics', 'Literature', '20th Century', 'Novels', 'Literary Fiction']","1,170 follower",128 review,181,23 (1%),67 (5%),295 (23%),473 (37%),394 (31%)
"On the Way Home: The Diary of a Trip from South Dakota to Mansfield, Missouri, in 1894",Laura Ingalls Wilder,4.07,"10,113 rating","January 1, 1962","In 1894, Laura Ingalls Wilder, her husband, Almanzo, and their daughter, Rose, packed their belongings into their covered wagon and set out on a journey from De Smet, South Dakota, to Mansfield, Missouri. They heard that the soil there was rich and the crops were bountiful -- it was even called ""the Land of the Big Red Apple."" With hopes of beginning a new life, the Wilders made their way to the Ozarks of Missouri.During their journey, Laura kept a detailed diary of events: the cities they passed through, the travelers they encountered on the way, the changing countryside and the trials of an often difficult voyage. Laura's words, preserved in this book, reveal her inner thoughts as she traveled with her family in search of a new home in Mansfield, where Rose would spend her childhood, where Laura would write her Little House books, and where she and Almanzo would remain all the rest of their happy days together.",101,"['Nonfiction', 'Classics', 'History', 'Memoir', 'Biography', 'Childrens', 'Historical']","4,769 follower",334 review,346,106 (1%),436 (4%),"2,286 (22%)","3,091 (30%)","4,194 (41%)"
Operation Chaos,Poul Anderson,3.81,932 rating,"April 1, 1971","The prequel to the popular Operation Luna. In a war waged against black magic, a werewolf and his witch wife are called upon to neutralize an enemy's ultimate weapon--the world's most powerful demon.Set in a fantasy alternate history United States where magic and technology combine. Werewolfery is not only hereditary, but a recessive gene, and the polarized component of moonlight has been isolated, so that the hero can use a Were-flash to transform without the full moon.",256,"['Fantasy', 'Science Fiction', 'Fiction', 'Alternate History', 'Urban Fantasy', 'Paranormal', 'Science Fiction Fantasy']",999 follower,82 review,"1,457",19 (2%),74 (7%),242 (25%),328 (35%),269 (28%)
He Is There and He Is Not Silent,Francis A. Schaeffer,4.23,"2,059 rating","January 1, 1972","In He Is There and He Is Not Silent , Francis Schaeffer―philosopher, popular speaker, and founder of L’Abri Fellowship in the Swiss Alps―addresses some of the most perplexing questions to believers and unbelievers During his life, Francis Schaeffer welcomed questioners and doubters from all walks of life to L’Abri Fellowship. For Schaeffer, Christianity expressed the ultimate truth. That is why he never shunned doubts and questions by honest seekers. He knew the truths in the Bible would always prove themselves when they were thoroughly investigated by an open mind and heart.From the intriguing, late-night discussions at L’Abri came a series of compelling books from Francis Schaeffer― The God Who Is There, Escape from Reason, True Spirituality , and this classic book every Christian should own, He Is There and He Is Not Silent .",88,"['Theology', 'Philosophy', 'Christian', 'Christianity', 'Nonfiction', 'Religion', 'Faith', 'Theology', 'Philosophy', 'Christian', 'Christianity', 'Nonfiction', 'Religion', 'Faith', 'Theology', 'Philosophy', 'Christian', 'Christianity', 'Nonfiction', 'Religion', 'Faith', 'Theology', 'Philosophy', 'Christian', 'Christianity', 'Nonfiction', 'Religion', 'Faith', 'Theology', 'Philosophy', 'Christian', 'Christianity', 'Nonfiction', 'Religion', 'Faith']",712 follower,172 review,75,32 (1%),67 (3%),249 (12%),751 (36%),960 (46%)
A Stranger at Green Knowe,Lucy M. Boston,3.96,"1,111 rating","January 1, 1961","L. M. Boston's thrilling and chilling tales of Green Knowe, a haunted manor deep in an overgrown garden in the English countryside, have been entertaining readers for half a century. Now the children of Green Knowe--both alive and ghostly--are back in appealing new editions.The spooky original illustrations have been retained, but dramatic new cover art by Brett Helquist (illustrator of A Series of Unfortunate Events) gives the books a fresh, timeless appeal for today's readers.",200,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'British Literature', 'Fantasy', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'British Literature', 'Fantasy', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'British Literature']",97 follower,95 review,32,13 (1%),48 (4%),280 (25%),403 (36%),367 (33%)
Crimson Roses,Grace Livingston Hill,4.24,870 rating,"January 1, 1928","Alone in the city, Marion struggles to survive. Desperate to find a small bit of happiness, she impulsively spends some of her hard earned and terribly meager money on a season ticket to the symphony.On the night of the second concert, something wonderful happens. There, on Marion's seat in the concert hall, lies a beautiful, dark crimson rose! And every week after that, she finds yet another beautiful, fresh rose waiting for her at the concert hall! Marion is torn between joy at receiving the beautiful flowers and worry at not knowing who could be sending them.Then, suddenly, Marion's mystery flowers lead her into the confusing world of a wealthy man--and make her the target of a society beauty's dangerous envy. . . .",238,"['Romance', 'Christian Fiction', 'Fiction', 'Christian', 'Historical Fiction', 'Christian Romance', 'Classics']",473 follower,72 review,427,5 (<1%),37 (4%),133 (15%),266 (30%),429 (49%)
The Life and Adventures of Santa Claus,L. Frank Baum,3.93,"6,322 rating","April 12, 1902","Every child knows about Santa Claus, the jolly man who brings gifts to all on Christmas. There are many stories that tell of his life, but the delightful version relayed in The Life and Adventures of Santa Claus is by far the most charming and original of all. Only L. Frank Baum, the man who created the wonderful land of Oz, could have told Santa's tale in such rich and imaginative detail.",224,"['Christmas', 'Fantasy', 'Classics', 'Fiction', 'Childrens', 'Holiday', 'Young Adult']","2,505 follower","1,049 review","2,734",84 (1%),309 (4%),"1,588 (25%)","2,336 (36%)","2,005 (31%)"
The Night Train at Deoli and Other Stories,Ruskin Bond,4.21,"4,933 rating","January 1, 1988","A collection of short stories on small town life by one of India's novelists.The best of a lifetime of stories from a short story writer of rare distinction. Ruskin Bond's stories are predominantly set in the beautiful hill country of Garhwal where he has made his home for the last twenty-five years. Some of these stories present people who, consciously or otherwise, need each other: people in love or in need of love, the awkward adolescent and the timid lover. Some are gently satirical studies about village and small-town braggarts and petty officials. Several others mourn the gradual erosion of the beauty of the hills (and the gentle people who live in them) with the coming of the steel and dust and worries of modern civilization. All the stories are rewarding for their compassionate portrayal of love, loss, accomplishment, pain and struggle.",246,"['Short Stories', 'Fiction', 'India', 'Indian Literature', 'Classics', 'Contemporary', 'Romance']","3,225 follower",271 review,653,65 (1%),105 (2%),693 (14%),"1,929 (39%)","2,141 (43%)"
Stronghold,Melanie Rawn,4.04,"11,925 rating","September 3, 1991","The first book in the Dragon Star trilogy returns to the spellbinding fantasy world of the bestselling Dragon Prince trilogyWith her widely acclaimed, bestselling fantasy trilogy, Dragon Prince, Melanie Rawn opened an enchanted gateway to a spellbinding universe of Sunrunner’s magic and sorcerous evil, of a ruler fighting to bring peace to a world of warring kingdoms, and of the dragons—deadly dangerous yet holding the secret to wealth beyond imagining.Now, in Stronghold , the first novel of Melanie’s new Dragon Star trilogy, there is a devastating new challenge to the power of both the High Prince Rohan and Andry, Lord of the Sunrunners at Goddess Keep, as a mysterious and seemingly unstoppable invasion force swarms across their lands. For Andry it signals the start of a nightmare made real, the horrifying fulfillment of his long ago visions of his homeland in flames, and he will draw upon even the forbidden sorcerer’s magic in an attempt to destroy this enemy which is bent on the extermination of all Sunrunners.Rohan and his son Pol will also fight the enemy with every weapon at their command—from their valiant warriors, to conjurations with sun, moons, and stars, to the terrifying presence of the dragons, to the unforgiving wrath of the Desert itself. Yet soon they begin to fear that this invasion may prove not only the end of their dream of an unbreakable peace but the beginning of the end of their entire world....",592,"['Fantasy', 'Fiction', 'Dragons', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Magic']","1,174 follower",91 review,69,181 (1%),553 (4%),"2,502 (20%)","4,074 (34%)","4,615 (38%)"
"So Long, See You Tomorrow",William Maxwell,3.91,"12,179 rating","January 1, 1980","On an Illinois farm in the 1920s, a man is murdered, and in the same moment the tenuous friendship between two lonely boys comes to an end. In telling their interconnected stories, American Book Award winner William Maxwell delivers a masterfully restrained and magically evocative meditation on the past.",135,"['Fiction', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Novels', 'American', 'Literature']",298 follower,"1,807 review",104,193 (1%),763 (6%),"2,786 (22%)","4,648 (38%)","3,789 (31%)"
"Standing at Armageddon: The United States, 1877-1919",Nell Irvin Painter,3.88,337 rating,"January 1, 1987",Winner of the Letitia Brown Memorial Publication Prize.,446,"['History', 'Nonfiction', 'American History', 'Politics', 'American', '19th Century', 'The United States Of America']",346 follower,32 review,33,2 (<1%),22 (6%),75 (22%),154 (45%),84 (24%)
The Case for Mars,Robert Zubrin,4.11,"2,846 rating","November 8, 1996","Leading space exploration authority Robert Zubrin has crafted a daring new blueprint, Mars Direct, that experts are hailing as the most visionary and pragmatic step toward expanding human activity in space since the Apollo Moon landings. Presented here with illustrations, photographs, and engaging anecdotes, Dr. Zubrin's plan will revive our hopes and dreams and convince us that other worlds can be reached - affordably and within our lifetime.Unlike the dead world of the Moon, the Martian landscape abounds with ancient canyons, dried river beds, the remains of frozen polar oceans, and enormous ice caps. The possibilities for exploration and discovery are nearly limitless; but significant exploration of Mars can only occur on her surface, and in order to do that we must be able to survive there. In the great tradition of human exploration, Dr. Zubrin's plan calls for a travel-light and live-off-the-land approach. He explains step-by-step how we can use present-day technology to send humans to Mars within ten years; actually produce fuel and oxygen on the planet's surface with Martian natural resources; how we can build bases and settlements; and how we can one day ""terraform"" Mars - a process that can alter the atmosphere of planets and pave the way for sustainable life.Under Dr. Zubrin's program, a human mission is only the first step toward a day when research bases and eventual colonies can be developed on Mars' surface. Mars possesses enormous chemical and mineral resources, all of which can be put to use in pursuit of travel, exploration, structures, and a variety of human activities on a planet that is neither as harsh nor as unreachable as we popularly believe.The Case For Mars is not a vision for the far future or one that will cost us impossible billions. It is a plan that can be put into action today if we are willing to rethink our traditional methods and costs. Zubrin maps out how the use of Martian resources, innovations, streamlined approaches, and a series of manageable government grants coupled with the efforts of private enterprise can make repeated humans-to-Mars missions possible.",368,"['Science', 'Nonfiction', 'Space', 'Astronomy', 'Engineering', 'Technology', 'Politics']",140 follower,208 review,35,31 (1%),129 (4%),476 (16%),"1,068 (37%)","1,142 (40%)"
"Bless Me, Ultima",Rudolfo Anaya,3.82,"34,330 rating","January 1, 1972","Antonio Marez is six years old when Ultima enters his life. She is a curandera, one who heals with herbs and magic. 'We cannot let her live her last days in loneliness,' says Antonio's mother. 'It is not the way of our people,' agrees his father. And so Ultima comes to live with Antonio's family in New Mexico. Soon Tony will journey to the threshold of manhood. Always, Ultima watches over him. She graces him with the courage to face childhood bigotry, diabolical possession, the moral collapse of his brother, and too many violent deaths. Under her wise guidance, Tony will probe the family ties that bind him, and he will find in himself the magical secrets of the pagan past—a mythic legacy equally as palpable as the Catholicism of Latin America in which he has been schooled. At each turn in his life there is Ultima who will nurture the birth of his soul.",290,"['Fiction', 'Classics', 'Magical Realism', 'Young Adult', 'School', 'Historical Fiction', 'Banned Books']",419 follower,"2,956 review",91,"1,143 (3%)","2,754 (8%)","7,997 (23%)","11,814 (34%)","10,622 (30%)"
Going Solo,Roald Dahl,4.05,"30,014 rating","January 1, 1986","From the bestselling author of Charlie and the Chocolate Factory and The BFG comes an autobiographical account of his exploits as a World War II pilot!'Going Solo' tells of how, when he grew up, Roald Dahl left England for Africa and a series of daring and dangerous adventures began. From tales of plane crashes to surviving snake bites, read all about Roald Dahl's life before becoming the world's number-one storyteller.This book is full of exciting and strange things—some funny, some frightening, all true.Here is the action-packed sequel to 'Boy' (1984), a tale of Dahl's exploits as a World War II pilot. Told with the same irresistible appeal that has made Roald Dahl one the world's best-loved writers, Going Solo brings you directly into the action and into the mind of this fascinating man.
Roald Dahl
 was a spy, ace fighter-pilot, chocolate historian, and medical inventor. He was also the author of Charlie and the Chocolate Factory, Matilda, The BFG and many more brilliant stories. He remains the World's No. 1 Storyteller.",209,"['Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Biography Memoir', 'Classics', 'Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Biography Memoir', 'Classics', 'Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Biography Memoir', 'Classics']",24.6k follower,"1,883 review","1,432",586 (1%),"1,298 (4%)","5,521 (18%)","11,137 (37%)","11,472 (38%)"
The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,4.08,"27,045 rating","May 2, 1991","At some point during the last 100,000 years, humans began exhibiting traits and behavior that distinguished us from other animals, eventually creating language, art, religion, bicycles, spacecraft, and nuclear weapons—all within a heartbeat of evolutionary time. Now, faced with the threat of nuclear weapons and the effects of climate change, it seems our innate tendencies for violence and invention have led us to a crucial fork in our road. Where did these traits come from? Are they part of our species immutable destiny? Or is there hope for our species’ future if we change?  With fascinating facts and his unparalleled readability, Diamond intended his book to improve the world that today’s young people will inherit. Triangle Square’s The Third Chimpanzee for Young People is a book for future generation and the future they’ll help build.",407,"['Science', 'Nonfiction', 'History', 'Anthropology', 'Evolution', 'Biology', 'Sociology']","7,226 follower","1,006 review",45,505 (1%),"1,085 (4%)","4,785 (17%)","10,034 (37%)","10,636 (39%)"
დიდოსტატის კონსტანტინეს მარჯვენა; დიონისოს ღიმილი,Konstantine Gamsakhurdia,4.59,56 rating,"January 1, 1976",,706,['Georgian'],152 follower,2 review,31,2 (3%),0 (0%),5 (8%),5 (8%),44 (78%)
