title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Betsy-Tacy,Maud Hart Lovelace,4.08,"24,506 rating","January 1, 1940","Best Friends ForeverThere are lots of children on Hill Street, but no little girls Betsy's age. So when a new family moves into the house across the street, Betsy hopes they will have a little girl she can play with. Sure enough, they do—a little girl named Tacy. And from the moment they meet at Betsy's fifth birthday party, Betsy and Tacy become such good friends that everyone starts to think of them as one person—Betsy-Tacy.Betsy and Tacy have lots of fun together. They make a playhouse from a piano box, have a sand store, and dress up and go calling. And one day, they come home to a wonderful surprise—a new friend named Tib.Ever since their first publication in the 1940's, the Betsy-Tacy stories have been loved by each generation of young readers.",144,"['Classics', 'Childrens', 'Fiction', 'Historical Fiction', 'Middle Grade', 'Young Adult', 'Juvenile', 'Classics', 'Childrens', 'Fiction', 'Historical Fiction', 'Middle Grade', 'Young Adult', 'Juvenile', 'Classics', 'Childrens', 'Fiction', 'Historical Fiction', 'Middle Grade', 'Young Adult', 'Juvenile']",680 follower,"1,376 review",41,808 (3%),"1,022 (4%)","4,317 (17%)","7,649 (31%)","10,710 (43%)"
The Hot Rock,Donald E. Westlake,3.95,"6,361 rating","January 1, 1970","John Archibald Dortmunder is the thief whose capers never quite come off. Here, the released convict and his ride pal Kelp plot to steal the $500,000 Balaboma Emerald. The former British colony has recently become independent and split. The Akinzi have the stone, the Talabwo want it back, and their UN rep will pay for retrieval.",287,"['Mystery', 'Crime', 'Fiction', 'Humor', 'Thriller', 'Mystery Thriller', 'Comedy']",845 follower,617 review,395,71 (1%),266 (4%),"1,508 (23%)","2,582 (40%)","1,934 (30%)"
Mr. Popper's Penguins,Richard Atwater,3.97,"72,569 rating","January 1, 1938","The Poppers unexpectedly come into possession of a penguin, then get a penguin from the zoo who mates with the first penguin to have 10 baby penguins. Before long, something must be done before they eat the Poppers out of house and home!A classic of American humor, this story of a gentle housepainter and his high stepping penguins has delighted children for generations.",139,"['Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'Humor', 'Young Adult', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'Humor', 'Young Adult', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'Humor', 'Young Adult', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'Humor', 'Young Adult', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'Humor', 'Young Adult']",54 follower,"3,523 review",15,"1,164 (1%)","3,783 (5%)","17,305 (23%)","24,340 (33%)","25,977 (35%)"
Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,4.24,"20,584 rating","January 1, 1988","In this pathbreaking work, Edward S. Herman and Noam Chomsky show that, contrary to the usual image of the news media as cantankerous, obstinate, and ubiquitous in their search for truth and defense of justice, in their actual practice they defend the economic, social, and political agendas of the privileged groups that dominate domestic society, the state, and the global order.Based on a series of case studies—including the media’s dichotomous treatment of “worthy” versus “unworthy” victims, “legitimizing” and “meaningless” Third World elections, and devastating critiques of media coverage of the U.S. wars against Indochina—Herman and Chomsky draw on decades of criticism and research to propose a Propaganda Model to explain the media’s behavior and performance. Their new introduction updates the Propaganda Model and the earlier case studies, and it discusses several other applications. These include the manner in which the media covered the passage of the North American Free Trade Agreement and subsequent Mexican financial meltdown of 1994-1995, the media’s handling of the protests against the World Trade Organization, World Bank, and International Monetary Fund in 1999 and 2000, and the media’s treatment of the chemical industry and its regulation. What emerges from this work is a powerful assessment of how propagandistic the U.S. mass media are, how they systematically fail to live up to their self-image as providers of the kind of information that people need to make sense of the world, and how we can understand their function in a radically new way.",412,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Sociology', 'Economics', 'Journalism', 'Politics', 'Nonfiction', 'History', 'Philosophy', 'Sociology', 'Economics', 'Journalism', 'Politics', 'Nonfiction', 'History', 'Philosophy', 'Sociology', 'Economics', 'Journalism']",202 follower,"1,189 review",45,203 (<1%),602 (2%),"2,840 (13%)","7,352 (35%)","9,587 (46%)"
"Nausicaä of the Valley of the Wind, Vol. 1",Hayao Miyazaki,4.47,"11,704 rating","January 1, 1982","In a long-ago war, humankind set off a devastating ecological disaster. Thriving industrial societies disappeared. The earth is slowly submerging beneath the expanding Sea of Corruption, an enormous toxic forest that creates mutant insects and releases a miasma of poisonous spores into the air. At the periphery of the sea, tiny kingdoms are scattered on tiny parcels of land. Here lies the Valley of the Wind, a kingdom of barely 500 citizens; a nation given fragile protection from the decaying sea's poisons by the ocean breezes; and home to Nausicaä .Nausicaä, a young princess, has an emphatic bond with the giant Ohmu insects and animals of every creed. She fights to create tolerance, understanding and patience among empires that are fighting over the world's remaining precious natural resources.",130,"['Manga', 'Graphic Novels', 'Comics', 'Fantasy', 'Science Fiction', 'Fiction', 'Graphic Novels Comics']","2,925 follower",551 review,359,63 (<1%),180 (1%),"1,125 (9%)","3,214 (27%)","7,122 (60%)"
American Indian Stories,Zitkála-Šá,3.97,"1,666 rating","January 1, 1919","American Indian Stories, first published in 1921, is a collection of childhood stories, allegorical fiction, and an essay, including several of Zitkála-Šá's articles that were originally published in Harper's Monthly and Atlantic Monthly.One of the most famous Sioux writers and activists of the modern era, Zitkala-Sa (Gertrude Simmons Bonnin) recalled legends and tales from oral tradition and used experiences from her life and community to educate others about the Yankton Sioux. Determined, controversial, and visionary, she creatively worked to bridge the gap between her own culture and mainstream American society and advocated for Native rights on a national level. Susan Rose Dominguez provides a new introduction to this edition.",196,"['Short Stories', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Poetry', 'Biography', 'Short Stories', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Poetry', 'Biography', 'Short Stories', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Poetry', 'Biography', 'Short Stories', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Poetry', 'Biography', 'Short Stories', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Poetry', 'Biography']",160 follower,173 review,62,14 (<1%),78 (4%),354 (21%),715 (42%),505 (30%)
Joy in the Morning,P.G. Wodehouse,4.27,"11,875 rating","January 1, 1947","Trapped in rural Steeple Bumpleigh, a man less stalwart than Bertie Wooster would probably give way at the knees, for among those present were Florence Craye, to whom Bertie had once been engaged; her new fiance ""Stilton"" Cheesewright, who sees Bertie as a snake in the grass; and that biggest blot on the landscape, Edwin the Boy Scout, who is busy doing acts of kindness out of sheer malevolence. All of Bertie's forebodings are fully justified, for in his efforts to oil the wheels of commerce, promote the course of true love, and avoid the consequences of a vendetta, he becomes the prey of all and sundry. In fact only Jeeves can save him.",272,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', '20th Century']","6,441 follower",947 review,"1,129",107 (<1%),210 (1%),"1,488 (12%)","4,583 (38%)","5,487 (46%)"
Coming Into the Country,John McPhee,4.22,"7,080 rating","January 1, 1977","This is the story of Alaska and the Alaskans. Written with a vividness and clarity which shifts scenes frequently, and yet manages to tie the work into a rewarding whole, McPhee segues from the wilderness to life in urban Alaska to the remote bush country.",448,"['Nonfiction', 'Travel', 'Nature', 'History', 'Science', 'Adventure', 'Environment']","1,622 follower",398 review,122,66 (<1%),177 (2%),"1,030 (14%)","2,695 (38%)","3,112 (43%)"
The Slaves of Solitude,Patrick Hamilton,4.08,"2,626 rating","January 1, 1947","England in the middle of World War II, a war that seems fated to go on forever, a war that has become a way of life. Heroic resistance is old hat. Everything is in short supply, and tempers are even shorter. Overwhelmed by the terrors and rigors of the Blitz, middle-aged Miss Roach has retreated to the relative safety and stupefying boredom of the suburban town of Thames Lockdon, where she rents a room in a boarding house run by Mrs. Payne. There the savvy, sensible, decent, but all-too-meek Miss Roach endures the dinner-table interrogations of Mr. Thwaites and seeks to relieve her solitude by going out drinking and necking with a wayward American lieutenant. Life is almost bearable until Vicki Kugelmann, a seeming friend, moves into the adjacent room. That’s when Miss Roach’s troubles really start to begin.Recounting an epic battle of wills in the claustrophobic confines of the boarding house, Patrick Hamilton’s The Slaves of Solitude, with a delightfully improbable heroine, is one of the finest and funniest books ever written about the trials of a lonely heart.",242,"['Fiction', 'Classics', 'British Literature', 'Historical Fiction', 'War', 'Literature', 'Literary Fiction', 'Fiction', 'Classics', 'British Literature', 'Historical Fiction', 'War', 'Literature', 'Literary Fiction', 'Fiction', 'Classics', 'British Literature', 'Historical Fiction', 'War', 'Literature', 'Literary Fiction']",259 follower,338 review,40,30 (1%),101 (3%),438 (16%),"1,124 (42%)",933 (35%)
"Collected Poems, 1948-1984",Derek Walcott,4.17,873 rating,"January 1, 1985","This remarkable collection, which won the 1986 Los Angeles Times Book Prize for Poetry, includes most of the poems from each of Derek Walcott's seven prior books of verse and all of his long autobiographical poem, ""Another Life."" The 1992 Nobel Laureate in Literature, Walcott has been producing for several decades, poetry with all the beauty, wisdom, directness, and narrative force of our classic myths and fairy tales, and in this hefty volume readers will find a full record of his important endeavor. ""Walcott's virutes as a poet are extraordinary,"" James Dickey wrote in The New York Times Book Review. ""He could turn his attention on anything at all and make it live with a reality beyond its own; through his fearless language it becomes not only its acquired life, but the real one, the one that lasts . . . Walcott is spontaneous, headlong, and inventive beyond the limits of most other poets now writing.""",516,"['Poetry', 'Nobel Prize', 'Fiction', 'Post Colonial', '20th Century', 'School', 'Literature']",449 follower,32 review,148,10 (1%),32 (3%),154 (17%),283 (32%),394 (45%)
Shadow of the Moon,M.M. Kaye,4.23,"4,445 rating","January 1, 1956","The author of THE FAR PAVILIONS returns us once again to the vast, intoxicating romance of India under the British Raj. SHADOW OF THE MOON is the story of Winter de Ballesteros, a beautiful English heiress come home to her beloved India. It is also the tale of Captain Alex Randall, her protector, who aches to possess her. Forged in the fires of a war that threatens to topple an empire, their tale is the saga of a desperate and unforgettable love that consumes all in its thrall. Filled with the mystery of moonlit palace gardens and the whisperings of passion and intrigue, M. M. Kaye evokes an era at once of its time, yet timeless.""Another splendid tale of India."" (Wall Street Journal)",803,"['Historical Fiction', 'Fiction', 'Romance', 'India', 'Historical', 'Historical Romance', 'Adventure']",540 follower,336 review,36,40 (<1%),117 (2%),728 (16%),"1,472 (33%)","2,088 (46%)"
Young Miles,Lois McMaster Bujold,4.40,"6,109 rating","January 1, 1997","The Warrior's Apprentice 1The Mountains of Mourning 373The Vor Game 465Author's Afterword 829IT ISN'T EASY, BEING VOR...Being a Vor lord on the war-torn planet Barrayar wasn't easy. Being an officer in Barrayar's military wasn't easy. And being the leader of a force of spaceborne mercenaries while maintaining a secret identity wasn't easy—in fact it should have been impossible, to say nothing of being a capital offense on Barrayar. Not that impossibility or great danger would slow down young Miles Vorkosigan much.The Warrior's Apprentice 1Discharged from the Barrarayan academy after flunking the physical, a discouraged Miles (17) takes possession of a jumpship and becomes the leader of a mercenary force that expands to a fleet of treasonous proportions.The Mountains of Mourning 373Miles (20) is sent to a small mountain village to investigate the murder of an infant, killed because she had a physical defect. Miles must deal with deep-seated prejudice against “mutants” and uncover the real killer in this novella that won both the Hugo Award and Nebula Award.The Vor Game 465 Miles (20s) faces enormous challenges in this Hugo Award-winning novel as he leads a mutiny against his military commander's criminal orders, rejoins his Dendarii mercenaries, and attempts to rescue Emperor Gregor after Barrayar's royal scion has run off straight into trouble.",827,"['Science Fiction', 'Fiction', 'Space Opera', 'Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Space']",38.1k follower,298 review,176,17 (<1%),69 (1%),630 (10%),"2,157 (35%)","3,236 (52%)"
Doctors,Erich Segal,4.06,"14,554 rating","January 1, 1988","Writing with all the passion of ""Love Story"" and power of ""The Class,"" Erich Segal sweeps us into the lives of the Harvard Medical School's class of 1962. His stunning novel reveals the making of doctors--what makes them tick, scheme, hurt . . . and love. From the crucible of med school's merciless training through the demanding hours of internship and residency to the triumphs--and sometimes tragedies--beyond, ""Doctors"" brings to vivid life the men and women who seek to heal but who must first walk through fire. At the novel's heart is the unforgettable relationship of Barney Livingston and Laura Castellano, childhood friends who separately find unsettling celebrity and unsatisfying love--until their friendship ripens into passion. Yet even their devotion to each other, even their medical gifts may not be enough to save the one life they treasure above all others. ""Doctors"" --heartbreaking, witty, inspiring, and utterly, grippingly real--is a vibrant portrait that culminates in a murder, a trial . . . and a miracle.""A superior story . . . A moving and compelling novel of doctors and their fears--how they confront them or are confounded by them.""-- ""UPI.""""Segal's best work to date.""-- ""New York Post""",675,"['Fiction', 'Romance', 'Medical', 'Drama', 'Medicine', 'Contemporary', 'Novels']","1,049 follower",573 review,133,144 (<1%),595 (4%),"2,910 (19%)","5,427 (37%)","5,478 (37%)"
La virgen de los sicarios,Fernando Vallejo,3.71,"3,952 rating","January 1, 1994","«La Virgen de los Sicarios es una descarnada parodia de la violencia que afectó a Medellín durante el auge del cartel dirigido por Pablo Escobar. Aquí Vallejo se representa como un anciano homosexual de conservadoras costumbres y de espíritu elitista que se dedica a la gramática y que regresa a su ciudad natal después de largos años de exilio en busca de amantes adolescentes y en espera de la muerte. Con humor cáustico describe la ciudad y sus habitantes, nada escapa a su afán desacralizador y a su mirada critica» María Mercedes Jaramillo, Gaceta de Colombia",128,"['Fiction', 'Spanish Literature', 'LGBT', 'Latin American', 'Literature', 'Latin American Literature', 'Crime']",317 follower,363 review,36,118 (2%),313 (7%),"1,106 (27%)","1,456 (36%)",959 (24%)
Messiah,Gore Vidal,3.93,"1,175 rating","January 1, 1954","When a mortician appears on television to declare that death is infinitely preferable to life, he sparks a religious movement that quickly leaves Christianity and most of Islam in the dust.Gore Vidal’s deft and daring blend of satire and prophecy, first published in 1954, eerily anticipates the excesses of Jim Jones, David Koresh, and the Heaven’s Gate suicide cult.",264,"['Fiction', 'Science Fiction', 'Religion', 'American', 'Novels', 'Literary Fiction', 'Dystopia']","1,716 follower",113 review,284,13 (1%),51 (4%),294 (25%),470 (40%),347 (29%)
"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,4.38,"1,857 rating","January 1, 1973","The bible of all fundamental algorithms and the work that taught many of today's software developers most of what they know about computer programming. – Byte , September 1995 I can't begin to tell you how many pleasurable hours of study and recreation they have afforded me! I have pored over them in cars, restaurants, at work, at home... and even at a Little League game when my son wasn't in the line-up. –Charles Long If you think you're a really good programmer... read [Knuth's] Art of Computer Programming... You should definitely send me a resume if you can read the whole thing. –Bill Gates It's always a pleasure when a problem is hard enough that you have to get the Knuths off the shelf. I find that merely opening one has a very useful terrorizing effect on computers. –Jonathan Laventhol This first volume in the series begins with basic programming concepts and techniques, then focuses more particularly on information structures–the representation of information inside a computer, the structural relationships between data elements and how to deal with them efficiently. Elementary applications are given to simulation, numerical methods, symbolic computing, software and system design. Dozens of simple and important algorithms and techniques have been added to those of the previous edition. The section on mathematical preliminaries has been extensively revised to match present trends in research.Ebook (PDF version) produced by Mathematical Sciences Publishers (MSP),",672,"['Programming', 'Computer Science', 'Technology', 'Nonfiction', 'Science', 'Technical', 'Software']",673 follower,56 review,104,18 (<1%),60 (3%),215 (11%),467 (25%),"1,097 (59%)"
Existentialism and Human Emotions,Jean-Paul Sartre,3.83,"4,750 rating","January 1, 1957",Essay by Jean-Paul Sartre translated in English from French.,96,"['Philosophy', 'Nonfiction', 'Psychology', 'Classics', 'France', 'Essays', 'Literature']",11.1k follower,231 review,"1,186",98 (2%),297 (6%),"1,256 (26%)","1,778 (37%)","1,321 (27%)"
Sister of My Heart,Chitra Banerjee Divakaruni,4.00,"20,204 rating","January 18, 2000","Anju is the daughter of an upper-caste Calcutta family; her cousin Sudha is the daughter of the black sheep of the family. Sudha is as beautiful, tenderhearted, and serious as Anju is plain, whip-smart, and defiant. yet since the day they were born, Sudha and Anju have been bonded in ways even their mothers cannot comprehend.The cousins' bond is shattered, however, when Sudha learns a dark family secret. Urged into arranged marriages, their lives take sudden, opposite turns: Sudha becomes the dutiful daughter-in-law of a rigid small-town household, while Anju goes to America with her new husband and learns to live her own life of secrets. Then tragedy strikes them both, and the women discover that, despite the distance that has grown between them, they have only each other to turn to. Set in the two worlds of India and America, this is an exceptionally moving novel of love, friendship, and compelling courage.",322,"['Fiction', 'India', 'Contemporary', 'Book Club', 'Indian Literature', 'Novels', 'Asia']","5,613 follower","1,659 review",60,191 (<1%),750 (3%),"4,285 (21%)","8,620 (42%)","6,358 (31%)"
Byzantium: The Apogee,John Julius Norwich,4.41,"1,171 rating","January 1, 1991","Volume 2 of the series. With 32 pages of illustrations, and 7 maps.",428,"['History', 'Nonfiction', 'Medieval', 'Medieval History', 'European History', 'Ancient History', 'Classics']",587 follower,66 review,116,4 (<1%),16 (1%),118 (10%),390 (33%),643 (54%)
Trilce,César Vallejo,4.28,"1,282 rating","June 1, 1922","'Trilce' is one of the great monuments of 20th-Century Hispanic poetry, as important in Hispanic letters as 'The Wasteland' and 'The Cantos' in the anglophone world, and all the more amazing for having been composed in remote Peru. Full of neologisms and symbols, the book is one that needs to be re-translated often, but this is only the second version to appear in the UK, and the fourth in the USA. A fully bilingual book, the Spanish texts are based upon the very latest scholarship, and are presented with full explanatory annotations for the English-speaking reader. Apart from the canonical text of 'Trilce', the book also includes an appendix of a further eight poems that were left out of the final published version of the book, but which it is useful to have available with the core text. The translations are by the Irish poet, and award-winning translator, Michael Smith, and the Peruvian scholar Valentino Gianuzzi.",252,"['Poetry', 'Spanish Literature', 'Classics', 'Literature', '20th Century', 'College', 'Fiction', 'Poetry', 'Spanish Literature', 'Classics', 'Literature', '20th Century', 'College', 'Fiction', 'Poetry', 'Spanish Literature', 'Classics', 'Literature', '20th Century', 'College', 'Fiction', 'Poetry', 'Spanish Literature', 'Classics', 'Literature', '20th Century', 'College', 'Fiction', 'Poetry', 'Spanish Literature', 'Classics', 'Literature', '20th Century', 'College', 'Fiction']",339 follower,95 review,283,17 (1%),47 (3%),179 (13%),360 (28%),679 (52%)
Master of the Game,Sidney Sheldon,4.14,"57,188 rating","August 1, 1982","One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans. Kate Blackwell is one of the richest and most powerful women in the world. She is an enigma, a woman surrounded by a thousand unanswered questions. Her father was a diamond prospector who struck it rich beyond his wildest dreams. Her mother was the daughter of a crooked Afrikaaner merchant. Her conception was itself an act of hate-filled vengeance. At the extravagent celebrations of her ninetieth birthday, there are toasts from a Supreme Court Judge and a telegram from the White House. And for Kate there are ghosts, ghosts of absent friends and of enemies. Ghosts from a life of blackmail and murder. Ghosts from an empire spawned by naked ambition! Sidney Sheldon is one of the most popular storytellers in the world. This is one of his best-loved novels, a compulsively readable thriller, packed with suspense, intrigue and passion. It will recruit a new generation of fans to his writing.",489,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Drama']","8,009 follower","2,182 review",277,504 (<1%),"1,978 (3%)","10,371 (18%)","20,521 (35%)","23,814 (41%)"
Pyramids,Terry Pratchett,3.92,"85,010 rating","January 1, 1989","Being trained by the Assassin's Guild in Ankh-Morpork did not fit Teppic for the task assigned to him by fate. He inherited the throne of the desert kingdom of Djelibeybi rather earlier than he expected (his father wasn’t too happy about it either), but that was only the beginning of his problems...",341,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']",42.5k follower,"2,789 review",489,753 (<1%),"3,815 (4%)","21,903 (25%)","33,402 (39%)","25,137 (29%)"
