title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Me Talk Pretty One Day,David Sedaris,4.01,"697,074 rating","January 1, 2000","Anyone that has read NAKED and BARREL FEVER, or heard David Sedaris speaking live or on the radio will tell you that a new collection from him is cause for jubilation. His recent move to Paris from New York inspired these hilarious new pieces, including 'Me Talk Pretty One Day', about his attempts to learn French from a sadistic teacher who declares that 'every day spent with you is like having a caesarean section'. His family is another inspiration. 'You Can't Kill the Rooster' is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails.",272,"['Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Humor', 'Biography']",25.8k follower,"19,898 review",99,"25,316 (3%)","37,702 (5%)","121,922 (17%)","234,735 (33%)","277,399 (39%)"
The Very Hungry Caterpillar,Eric Carle,4.33,"506,263 rating","June 3, 1969","THE all-time classic story, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life? One sunny Sunday, the caterpillar was hatched out of a tiny egg. He was very hungry. On Monday, he ate through one apple; on Tuesday, he ate through three plums--and still he was hungry. When full at last, he made a cocoon around himself and went to sleep, to wake up a few weeks later wonderfully transformed into a butterfly!The brilliantly innovative Eric Carle has dramatized the story of one of Nature's commonest yet loveliest marvels, the metamorphosis of the butterfly. This audiobook will delight as well as instruct the very youngest listener.",26,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting']","2,070 follower","10,376 review",816,"11,944 (2%)","18,742 (3%)","63,530 (12%)","109,331 (21%)","302,716 (59%)"
American Psycho,Bret Easton Ellis,3.81,"310,883 rating","March 6, 1991","Patrick Bateman is twenty-six and works on Wall Street. He is handsome, sophisticated, charming and intelligent. He is also a psychopath. Taking us to head-on collision with America's greatest dream—and its worst nightmare—American Psycho is a bleak, bitter, black comedy about a world we all recognize but do not wish to confront.",399,"['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Contemporary', 'Novels']",10.6k follower,"18,716 review",31,"14,818 (4%)","24,196 (7%)","64,596 (20%)","108,332 (34%)","98,941 (31%)"
The Virgin Suicides,Jeffrey Eugenides,3.80,"331,973 rating","January 1, 1993","The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence: the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.",250,"['Fiction', 'Classics', 'Contemporary', 'Young Adult', 'Literary Fiction', 'Coming Of Age', 'Mental Health']","9,453 follower","21,949 review",38,"8,172 (2%)","25,262 (7%)","83,180 (25%)","123,154 (37%)","92,205 (27%)"
Little House in the Big Woods,Laura Ingalls Wilder,4.20,"267,793 rating","January 1, 1932","Based on the real-life adventures of Laura Ingalls Wilder, Little House in the Big Woods is the first book in the award-winning Little House series, which has captivated generations of readers. This edition features the classic black-and-white artwork from Garth Williams.Little House in the Big Woods takes place in 1871 and introduces us to four-year-old Laura, who lives in a log cabin on the edge of the Big Woods of Wisconsin. She shares the cabin with her Pa, her Ma, her sisters Mary and Carrie, and their lovable dog, Jack.Pioneer life isn’t easy for the Ingalls family, since they must grow or catch all their own food as they get ready for the cold winter. But they make the best of every tough situation. They celebrate Christmas with homemade toys and treats, do their spring planting, bring in the harvest in the fall, and make their first trip into town. And every night, safe and warm in their little house, the sound of Pa’s fiddle lulls Laura and her sisters into sleep.The nine books in the timeless Little House series tell the story of Laura’s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.",224,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']","4,767 follower","7,798 review",346,"4,351 (1%)","8,604 (3%)","42,974 (16%)","84,239 (31%)","127,625 (47%)"
Foucault's Pendulum,Umberto Eco,3.91,"69,716 rating","January 1, 1988","Three clever editors (who have spent altogether too much time reviewing crackpot manuscripts on the occult by fanatics and dilettantes) decide to have a little fun. They are inspired by an extraordinary fable they heard years before from a suspiciously natty colonel, who claimed to know of a mystic source of power greater than atomic energy.On a lark, the editors begin randomly feeding esoteric bits of knowledge into an incredible computer capable of inventing connections between all their entries. What they believe they are creating is a long, lazy game - until the game starts taking over...Here is an incredible journey of thought and history, memory and fantasy, a tour de force as enthralling as anything Umberto Eco—or indeed anyone—has ever devised.",623,"['Fiction', 'Mystery', 'Historical Fiction', 'Literature', 'Classics', 'Italian Literature', 'Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Literature', 'Classics', 'Italian Literature', 'Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Literature', 'Classics', 'Italian Literature', 'Thriller']",10.8k follower,"4,032 review",862,"2,279 (3%)","5,027 (7%)","14,273 (20%)","23,412 (33%)","24,725 (35%)"
The Neverending Story,Michael Ende,4.18,"199,944 rating","September 1, 1979","This epic work of the imagination has captured the hearts of millions of readers worldwide since it was first published. Its special story within a story is an irresistible invitation for readers to become part of the book itself. The story begins with a lonely boy named Bastian and the strange book that draws him into the beautiful but doomed world of Fantastica. Only a human can save this enchanted place by giving its ruler, the Childlike Empress, a new name. But the journey to her tower leads through lands of dragons, giants, monsters, and magic, and once Bastian begins his quest, he may never return. As he is drawn deeper into Fantastica, he must find the courage to face unspeakable foes and the mysteries of his own heart. Readers, too, can travel to the wondrous, unforgettable world of Fantastica if they will just turn the page...",396,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature', 'Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature', 'Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']","2,998 follower","9,420 review",267,"2,921 (1%)","7,763 (3%)","32,969 (16%)","63,223 (31%)","93,068 (46%)"
The Reader,Bernhard Schlink,3.78,"209,192 rating","January 1, 1995","Hailed for its coiled eroticism and the moral claims it makes upon the reader, this mesmerizing novel is a story of love and secrets, horror and compassion, unfolding against the haunted landscape of postwar Germany.When he falls ill on his way home from school, fifteen-year-old Michael Berg is rescued by Hanna, a woman twice his age. In time she becomes his lover—then she inexplicably disappears. When Michael next sees her, he is a young law student, and she is on trial for a hideous crime. As he watches her refuse to defend her innocence, Michael gradually realizes that Hanna may be guarding a secret she considers more shameful than murder.",216,"['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical', 'Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical', 'Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']","1,758 follower","12,766 review",70,"4,088 (1%)","15,055 (7%)","55,984 (26%)","82,535 (39%)","51,530 (24%)"
A Time to Kill,John Grisham,4.11,"799,288 rating","January 1, 1989","This is an alternate cover edition for ISBN 9780385338608 Before The Firm and The Pelican Brief made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence, as he delivers a compelling tale of uncertain justice in a small southern town, Clanton, Mississippi. The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town reacts with shock and horror at the inhuman crime. That is, until her black father acquires an assault rifle and takes matters into his hands. For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life, and then his own.",738,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",80.4k follower,"6,975 review",712,"14,104 (1%)","29,425 (3%)","142,308 (17%)","280,989 (35%)","332,462 (41%)"
"Absalom, Absalom!",William Faulkner,3.98,"44,304 rating","May 1, 1936","Published in 1936, Absalom, Absalom! is considered by many to be William Faulkner's masterpiece. Although the novel's complex and fragmented structure poses considerable difficulty to readers, the book's literary merits place it squarely in the ranks of America's finest novels. The story concerns Thomas Sutpen, a poor man who finds wealth and then marries into a respectable family. His ambition and extreme need for control bring about his ruin and the ruin of his family. Sutpen's story is told by several narrators, allowing the reader to observe variations in the saga as it is recounted by different speakers. This unusual technique spotlights one of the novel's central questions: To what extent can people know the truth about the past?",316,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'Historical Fiction', 'Southern Gothic']","9,237 follower","2,789 review",927,"1,608 (3%)","2,921 (6%)","8,271 (18%)","13,557 (30%)","17,947 (40%)"
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.25,"91,921 rating","April 1, 1970","Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history The New York Times called ""Original, remarkable, and finally heartbreaking...Impossible to put down.""Bury My Heart at Wounded Knee is Dee Brown's eloquent, fully documented account of the systematic destruction of the American Indian during the second half of the nineteenth century. A national bestseller in hardcover for more than a year after its initial publication, it has sold almost four million copies and has been translated into seventeen languages. For this elegant thirtieth-anniversary edition—published in both hardcover and paperback—Brown has contributed an incisive new preface.Using council records, autobiographies, and firsthand descriptions, Brown allows the great chiefs and warriors of the Dakota, Ute, Sioux, Cheyenne, and other tribes to tell us in their own words of the battles, massacres, and broken treaties that finally left them demoralized and defeated. A unique and disturbing narrative told with force and clarity, Bury My Heart at Wounded Knee changed forever our vision of how the West was really won.",509,"['History', 'Nonfiction', 'American History', 'Classics', 'Historical', 'Politics', 'Race']",351 follower,"5,400 review",120,"1,846 (2%)","2,849 (3%)","11,738 (12%)","29,810 (32%)","45,678 (49%)"
The Magus,John Fowles,4.05,"58,308 rating","January 1, 1965","This daring literary thriller, rich with eroticism and suspense, is one of John Fowles's best-loved and bestselling novels and has contributed significantly to his international reputation as a writer of the first degree. At the center of The Magus is Nicholas Urfe, a young Englishman who accepts a teaching position on a remote Greek island, where he befriends a local millionaire. The friendship soon evolves into a deadly game, in which reality and fantasy are deliberately manipulated, and Nicholas finds that he must fight not only for his sanity but for his very survival.",656,"['Fiction', 'Classics', 'Fantasy', 'Mystery', 'Literature', 'Novels', 'Literary Fiction']","2,591 follower","3,874 review",124,"1,571 (2%)","3,530 (6%)","9,829 (16%)","18,784 (32%)","24,594 (42%)"
"I, Claudius",Robert Graves,4.24,"66,199 rating","January 1, 1934","Into the 'autobiography' of Clau-Clau-Claudius, the pitiful stammerer who was destined to become Emperor in spite of himself, Graves packs the everlasting intrigues, the depravity, the bloody purges and mounting cruelty of the reigns of Augustus and Tiberius, soon to culminate in the deified insanity of Caligula.I, Claudius and its sequel, Claudius the God, are among the most celebrated, as well the most gripping historical novels ever written.Cover illustration: Brian Pike",468,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels', 'Italy']","1,635 follower","3,418 review",479,904 (1%),"2,026 (3%)","8,529 (12%)","23,254 (35%)","31,486 (47%)"
Nine Stories,J.D. Salinger,4.18,"146,894 rating","April 6, 1953","Nine Stories (1953) is a collection of short stories by American fiction writer J. D. Salinger published in April 1953. It includes two of his most famous short stories, ""A Perfect Day for Bananafish"" and ""For Esmé – with Love and Squalor"". (Nine Stories is the U.S. title; the book is published in many other countries as For Esmé - with Love and Squalor, and Other Stories.)The stories are:""A Perfect Day for Bananafish""""Uncle Wiggily in Connecticut""""Just Before the War with the Eskimos""""The Laughing Man""""Down at the Dinghy""""For Esmé – with Love and Squalor""""Pretty Mouth and Green My Eyes""""De Daumier-Smith's Blue Period""""Teddy""",302,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', '20th Century', 'Literary Fiction']",15k follower,"5,711 review",148,"1,841 (1%)","4,736 (3%)","23,359 (15%)","52,386 (35%)","64,572 (43%)"
All the King's Men,Robert Penn Warren,4.09,"63,263 rating","January 1, 1946","All the King's Men is a 1946 novel by Robert Penn Warren. Its title is drawn from the nursery rhyme ""Humpty Dumpty"". The novel tells the story of charismatic populist governor Willie Stark and his political machinations in the Depression-era Deep South. It is commonly thought to have been loosely inspired by the real-life story of U.S. Senator Huey P. Long, who was assassinated in 1935. Warren won the Pulitzer Prize for All the King's Men in 1947. The novel has received critical acclaim and remained perennially popular since its first publication. It was rated the 36th greatest novel of the 20th century by Modern Library, and it was chosen as one of Time magazine's 100 best novels since 1923. All the King's Men portrays the dramatic and theatrical political rise and governorship of Willie Stark, a cynical populist in the 1930s American South.",439,"['Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Novels', 'Literary Fiction']",691 follower,"3,215 review",229,"1,249 (1%)","3,012 (4%)","10,867 (17%)","21,995 (34%)","26,140 (41%)"
"I, Robot",Isaac Asimov,4.21,"344,081 rating","December 2, 1950","Isaac Asimov's I, Robot launches readers on an adventure into a not-so-distant future where man and machine , struggle to redefinelife, love, and consciousness—and where the stakes are nothing less than survival. Filled with unforgettable characters, mind-bending speculation, and nonstop action, I, Robot is a powerful reading experience from one of the master storytellers of our time. I, ROBOT They mustn't harm a human being, they must obey human orders, and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics, humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilities—and unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers, companions, and semisentient worker-machines. And soon the robots themselves; aware of their own intelligence, power, and humanity, aren't either. As humans and robots struggle to survive together—and sometimes against each other—on earth and in space, the future of both hangs in the balance. Human men and women confront robots gone mad, telepathic robots, robot politicians, and vast robotic intelligences that may already secretly control the world. And both are asking the same questions: What is human? And is humanity obsolete? In l, Robot Isaac Asimov changes forever our perception of robots, and human beings and updates the timeless myth of man's dream to play god. with all its rewards—and terrors.--front flap",224,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Robots']",24.8k follower,"10,048 review","4,420","2,112 (<1%)","8,459 (2%)","53,051 (15%)","130,885 (38%)","149,574 (43%)"
Holes,Louis Sachar,4.00,"1,188,456 rating","August 20, 1998","Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys’ detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes.It doesn’t take long for Stanley to realize there’s more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. But what could be buried under a dried-up lake? Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment—and redemption.",272,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'School', 'Realistic Fiction']","3,877 follower","26,328 review",141,"23,404 (1%)","62,618 (5%)","250,565 (21%)","409,772 (34%)","442,097 (37%)"
Neverwhere,Neil Gaiman,4.17,"526,418 rating","September 16, 1996","Under the streets of London there's a world most people could never even dream of. A city of monsters and saints, murderers and angels, knights in armour and pale girls in black velvet. ""Neverwhere"" is the London of the people who have fallen between the cracks.Strange destinies lie in wait in London below - a world that seems eerily familiar. But a world that is utterly bizarre, peopled by unearthly characters such as the Angel called Islington, the girl named Door, and the Earl who holds Court on a tube train.Now a single act of kindness has catapulted young businessman Richard Mayhew out of his safe and predictable life - and into the realms of ""Neverwhere."" Richard is about to find out more than he ever wanted to know about this other London. Which is a pity. Because Richard just wants to go home...",370,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Horror', 'Science Fiction']",313k follower,"29,219 review","1,401","6,393 (1%)","17,636 (3%)","81,586 (15%)","195,046 (37%)","225,757 (42%)"
Cold Mountain,Charles Frazier,3.88,"242,165 rating","January 1, 1997","Cold Mountain is a novel about a soldier’s perilous journey back to his beloved near the Civil War's end. At once a love story & a harrowing account of one man’s long walk home, Cold Mountain introduces a new talent in American literature.Based on local history & family stories passed down by Frazier’s great-great-grandfather, Cold Mountain is the tale of a wounded Confederate soldier, Inman, who walks away from the ravages of the war & back home to his prewar sweetheart, Ada. His odyssey thru the devastated landscape of the soon-to-be-defeated South interweaves with Ada’s struggle to revive her father’s farm, with the help of an intrepid young drifter named Ruby. As their long-separated lives begin to converge at the close of the war, Inman & Ada confront the vastly transformed world they’ve been delivered.Frazier reveals insight into human relations with the land & the dangers of solitude. He also shares with the great 19th century novelists a keen observation of a society undergoing change. Cold Mountain recreates a world gone by that speaks to our time.",449,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Civil War', 'War', 'Classics']","1,883 follower","6,521 review",31,"6,993 (2%)","16,335 (6%)","53,200 (21%)","86,986 (35%)","78,651 (32%)"
Island of the Blue Dolphins,Scott O'Dell,3.87,"331,137 rating","September 9, 1960","In the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind. — This is the story of Karana, the Indian girl who lived alone for years on the Island of the Blue Dolphins. Year after year, she watched one season pass into another and waited for a ship to take her away. But while she waited, she kept herself alive by building shelter, making weapons, finding food, and fighting her enemies, the wild dogs. It is not only an unusual adventure of survival, but also a tale of natural beauty and personal discovery.",194,"['Fiction', 'Young Adult', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']",741 follower,"9,936 review",86,"10,244 (3%)","23,264 (7%)","77,843 (23%)","108,621 (32%)","111,165 (33%)"
The Hours,Michael Cunningham,3.95,"140,519 rating","July 31, 1998","'The Hours' is a daring and deeply affecting novel inspired by the life and work of Virginia Woolf. It is a passionate, profound and haunting story of love and inheritance, hope and despair.",230,"['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'LGBT', 'Novels', 'Classics']","3,704 follower","6,424 review",90,"3,015 (2%)","8,470 (6%)","29,766 (21%)","50,450 (35%)","48,818 (34%)"
