title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Lover,Marguerite Duras,3.73,"55,640 rating","January 1, 1984","Set against the backdrop of French colonial Vietnam, The Lover reveals the intimacies and intricacies of a clandestine romance between a pubescent girl from a financially strapped French family and an older, wealthy Chinese-Vietnamese man.",117,"['Fiction', 'Classics', 'France', 'Romance', 'French Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Classics', 'France', 'Romance', 'French Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Classics', 'France', 'Romance', 'French Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Classics', 'France', 'Romance', 'French Literature', 'Historical Fiction', 'Literature', 'Fiction', 'Classics', 'France', 'Romance', 'French Literature', 'Historical Fiction', 'Literature']","2,672 follower","4,859 review",289,"1,469 (2%)","5,031 (9%)","15,139 (27%)","19,631 (35%)","14,370 (25%)"
Message in a Bottle,Nicholas Sparks,3.97,"237,460 rating","April 1, 1998","Shimmering with suspense and emotional intensity - takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love.Nicholas Sparks is our very best chronicler of the human heart. His stunning first novel, The Notebook, has been given by friend to friend and lover to lover all over the world as a testament to the timeless power of love. But if we thought he could never again move us so deeply, he now shows us he can-in a story that renews our faith in destiny...in the ability of true lovers to find each other no matter where, no matter when... Message In A Bottle Thrown to the waves, and to fate, the bottle could have ended up anywhere. Instead, it is found just three weeks after it begins its journey. Theresa Osborne, divorced and the mother of a twelve-year-old son, picks it up during a seaside vacation from her job as a Boston newspaper columnist. Inside is a letter that opens with: My Dearest Catherine, I miss you my darling, as I always do, but today is particularly hard because the ocean has been singing to me, and the song is that of our life together... For ""Garrett,"" the man who signs the letter, the message is the only way he knows to express his undying love for a woman he has lost. For Theresa, wary of romance since her husband shattered her trust, the message raises questions that intrigue her. Who are Garrett and Catherine? Where is he now? What is his story? Challenged by the mystery, and pulled to find Garrett by emotions she does not fully understand, Theresa begins a search that takes her to a sunlit coastal town and an unexpected confrontation. Brought together by chance-or something more powerful-Theresa and Garrett are people whose lives are about to touch for a purpose, in a tale that resonates with our deepest hopes for finding that special someone and everlasting love. Shimmering with suspense and emotional intensity, Message in a Bottle takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love. For those who cherished The Notebook and readers waiting to discover the magic of Nicholas Sparks's storytelling, here is his new, achingly lovely novel of happenstance, desire, and the choices that matter most...",342,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']",228k follower,"5,020 review",405,"5,123 (2%)","14,049 (5%)","53,111 (22%)","74,782 (31%)","90,395 (38%)"
The Long Walk,Richard Bachman,4.09,"183,004 rating","January 1, 1979","Against the wishes of his mother, sixteen-year-old Ray Garraty is about to compete in the annual grueling match of stamina and wits known as The Long Walk. One hundred boys must keep a steady pace of four miles per hour without ever stopping... with the winner being awarded ""The Prize""—anything he wants for the rest of his life. But, as part of this national tournament that sweeps through a dystopian America year after year, there are some harsh rules that Garraty and ninety-nine others must adhere to in order to beat out the rest. There is no finish line—the winner is the last man standing. Contestants cannot receive any outside aid whatsoever. Slow down under the speed limit and you're given a warning. Three warnings and you're out of the game—permanently...",370,"['Horror', 'Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Fantasy', 'Audiobook', 'Horror', 'Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Fantasy', 'Audiobook', 'Horror', 'Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Fantasy', 'Audiobook']","3,999 follower","12,010 review",52,"2,406 (1%)","8,246 (4%)","33,805 (18%)","65,354 (35%)","73,193 (39%)"
Dragonflight,Anne McCaffrey,4.09,"136,660 rating","July 1, 1968","How can one girls save an entire world?To the nobles who live in Benden Weyr, Lessa is nothing but a ragged kitchen girl. For most of her life she has survived by serving those who betrayed her father and took over his lands. Now the time has come for Lessa to shed her disguise-and take back her stolen birthright.But everything changes when she meets a Queen dragon. The bond they share will be deep and last forever. It will protect them when, for the first time in centuries, Lessa's world is threatened by Thread, an evil substance that falls like rain and destroys everything it touches. Dragons and their Riders once protected the planet from Thread and the blood-red star, but there are very few of them left these days. Only the gigantic, golden Queen can breed new dragons. And the Queen is fading... dying...Now brave Lessa must risk her life, and the life of her beloved dragon, to save her beautiful world...",299,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'High Fantasy']","7,225 follower","4,235 review",568,"2,487 (1%)","6,131 (4%)","25,458 (18%)","45,480 (33%)","57,104 (41%)"
House of Sand and Fog,Andre Dubus III,3.86,"132,700 rating","January 1, 1999","On a road crew in California, a former colonel in the Iranian Air Force sees a way to restore his family's dignity in an attractive bungalow available on county auction. But the house's owner, a recovering alcoholic and addict down on her luck, will fight for the one thing she has left. And her lover, a married cop, will be driven to extremes to win her love. In this masterpiece of American realism and Shakespearean consequence, Andre Dubus III's unforgettable characters careen toward inevitable conflict, their tragedy painting a shockingly true picture of the country we live in today.",384,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature', 'Book Club']",993 follower,"4,621 review",37,"3,929 (2%)","8,847 (6%)","30,075 (22%)","49,161 (37%)","40,688 (30%)"
Still Life with Woodpecker,Tom Robbins,4.03,"79,913 rating","October 1, 1980","Still Life with Woodpecker is a sort of a love story that takes place inside a pack of Camel cigarettes. It reveals the purpose of the moon, explains the difference between criminals andoutlaws, examines the conflict between social activism and romantic individualism, and paints a portrait of contemporary society that includes powerful Arabs, exiled royalty, and pregnant cheerleaders. It also deals withthe problem of redheads. ""From the Trade Paperback edition.""",277,"['Fiction', 'Humor', 'Literature', 'Novels', 'Magical Realism', 'Classics', 'Contemporary']","6,507 follower","3,305 review",71,"1,625 (2%)","3,891 (4%)","14,770 (18%)","29,412 (36%)","30,215 (37%)"
The Right Stuff,Tom Wolfe,4.23,"52,415 rating","January 1, 1979","When the future began...The men had it. Yeager. Conrad. Grissom. Glenn. Heroes ... the first Americans in space ... battling the Russians for control of the heavens ... putting their lives on the line.The women had it. While Mr. Wonderful was aloft, it tore your heart out that the Hero's Wife, down on the ground, had to perform with the whole world watching ... the TV Press ""What's in your heart? Do you feel with him while he's in orbit?""The Right Stuff. It's the quality beyond bravery, beyond courage. It's men like Chuck Yeager, the greatest test pilot of all and the fastest man on earth. Pete Conrad, who almost laughed himself out of the running. Gus Grissom, who almost lost it when his capsule sank. John Glenn, the only space traveler whose apple-pie image wasn't a lie.",352,"['Nonfiction', 'History', 'Space', 'Science', 'Biography', 'American History', 'Classics']","2,732 follower","2,084 review",165,769 (1%),"1,444 (2%)","7,078 (13%)","18,912 (36%)","24,212 (46%)"
Lord Jim,Joseph Conrad,3.62,"30,948 rating","January 1, 1900",Tanning due to age. (1984) BX,61,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Novels', 'Historical Fiction', 'British Literature']","4,179 follower","1,682 review","3,102","1,410 (4%)","3,166 (10%)","8,712 (28%)","10,264 (33%)","7,396 (23%)"
A Thousand Acres,Jane Smiley,3.82,"68,386 rating","January 1, 1991","Aging Larry Cook announces his intention to turn over his 1,000-acre farm—one of the largest in Zebulon County, Iowa—to his three daughters, Caroline, Ginny, and Rose. A man of harsh sensibilities, he carves Caroline out of the deal because she has the nerve to be less than enthusiastic about her father's generosity. While Larry Cook deteriorates into a pathetic drunk, his daughters are left to cope with the often grim realities of life on a family farm—from battering husbands to cutthroat lenders. In this winner of the 1992 Pulitzer Prize for Fiction, Smiley captures the essence of such a life with stark, painful detail.",371,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', 'Family', 'Historical Fiction']","2,253 follower","3,577 review",130,"1,781 (2%)","4,694 (6%)","16,575 (24%)","26,259 (38%)","19,077 (27%)"
Black Hawk Down: A Story of Modern War,Mark Bowden,4.30,"64,079 rating","February 10, 1999","On October 3, 1993, about a hundred U.S. soldiers were dropped by helicopter into a teeming market in the heart of Mogadishu, Somalia, to abduct two top lieutenants of a Somali warlord. The action was supposed to take an hour. Instead, they spent a long and terrible night fighting thousands of armed Somalis. By morning, eighteen Americans were dead, and more than seventy badly injured. Mark Bowden's gripping narrative is one of the most exciting accounts of modern war ever written--a riveting story that captures the heroism, courage and brutality of battle.",386,"['History', 'Nonfiction', 'Military Fiction', 'War', 'Military History', 'Africa', 'Historical']","1,512 follower","1,916 review",71,577 (<1%),"1,321 (2%)","7,880 (12%)","23,133 (36%)","31,168 (48%)"
Civilization and Its Discontents,Sigmund Freud,3.79,"40,217 rating","January 1, 1930","It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century. It is both witness and tribute to the late theory of mind—the so-called structural theory, with its stress on aggression, indeed the death drive, as the pitiless adversary of eros.Civilization and Its Discontents is one of the last of Freud's books, written in the decade before his death and first published in German in 1929. In it he states his views on the broad question of man's place in the world, a place Freud defines in terms of ceaseless conflict between the individual's quest for freedom and society's demand for conformity.Freud's theme is that what works for civilization doesn't necessarily work for man. Man, by nature aggressive and egotistical, seeks self-satisfaction. But culture inhibits his instinctual drives. The result is a pervasive and familiar guilt.Of the various English translations of Freud's major works to appear in his lifetime, only one was authorized by Freud himself: The Standard Edition of the Complete Psychological Works of Sigmund Freud under the general editorship of James Strachey.Freud approved the overall editorial plan, specific renderings of key words and phrases, and the addition of valuable notes, from bibliographical and explanatory. Many of the translations were done by Strachey himself; the rest were prepared under his supervision. The result was to place the Standard Edition in a position of unquestioned supremacy over all other existing versions.",127,"['Psychology', 'Philosophy', 'Nonfiction', 'Classics', 'Psychoanalysis', 'Sociology', 'Theory', 'Psychology', 'Philosophy', 'Nonfiction', 'Classics', 'Psychoanalysis', 'Sociology', 'Theory', 'Psychology', 'Philosophy', 'Nonfiction', 'Classics', 'Psychoanalysis', 'Sociology', 'Theory', 'Psychology', 'Philosophy', 'Nonfiction', 'Classics', 'Psychoanalysis', 'Sociology', 'Theory', 'Psychology', 'Philosophy', 'Nonfiction', 'Classics', 'Psychoanalysis', 'Sociology', 'Theory']","7,459 follower","1,709 review","3,477","1,277 (3%)","3,055 (7%)","10,302 (25%)","13,601 (33%)","11,982 (29%)"
Kim,Rudyard Kipling,3.71,"37,505 rating","October 1, 1901","Set after the Second Afghan War which ended in 1881, but before the Third fought in 1919, probably in the period 1893 to 1898. The novel is notable for its detailed portrait of the people, culture, and varied religions of India. The book presents a vivid picture of India, its teeming populations, religions, and superstitions, and the life of the bazaars and the road.Two men - a boy who grows into early manhood and an old ascetic priest, the lama - are at the center of the novel. A quest faces them both. Born in India, Kim is nevertheless white, a sahib. While he wants to play the Great Game of Imperialism, he is also spiritually bound to the lama. His aim, as he moves chameleon-like through the two cultures, is to reconcile these opposing strands, while the lama searches for redemption from the Wheel of Life. A celebration of their friendship in a beautiful but often hostile environment, 'Kim' captures the opulence of India's exotic landscape, overlaid by the uneasy presence of the British Raj.",366,"['Classics', 'Fiction', 'India', 'Historical Fiction', 'Adventure', 'Literature', 'Novels']","3,205 follower","2,275 review","6,490","1,183 (3%)","3,389 (9%)","10,466 (27%)","12,731 (33%)","9,736 (25%)"
Ubik,Philip K. Dick,4.11,"107,169 rating","May 1, 1969","Glen Runciter está muerto. ¿O lo están todos los demás? Lo que es seguro es que alguien ha muerto en una explosión organizada por los competidores de Runciter. De hecho, sus empleados asisten a un funeral. Pero durante el duelo comienzan a recibir mensajes descorcentantes, e incluso morbosos, de su jefe. Y el mundo a su alrededor comienza a desmoronarse de un modo que sugiere que a ellos tampoco les queda mucho tiempo. Esta mordaz comedia metafísica de muerte y salvación (que podrá llevar un cómodo envase) es un tour de force de amenaza paranoica y comedia absurda, en la cual los muertos ofrecen consejos comerciales, compran su siguiente reencarnación y corren el riesgo continuo de volver a morir.",288,"['Science Fiction', 'Fiction', 'Classics', 'Novels', 'Science Fiction Fantasy', 'Mystery', 'Fantasy']",20.1k follower,"6,153 review","1,583","1,236 (1%)","4,168 (3%)","18,662 (17%)","41,020 (38%)","42,083 (39%)"
Alias Grace,Margaret Atwood,4.04,"142,600 rating","September 7, 1996","It's 1843, and Grace Marks has been convicted for her involvement in the vicious murders of her employer and his housekeeper and mistress. Some believe Grace is innocent; others think her evil or insane. Now serving a life sentence, Grace claims to have no memory of the murders.An up-and-coming expert in the burgeoning field of mental illness is engaged by a group of reformers and spiritualists who seek a pardon for Grace. He listens to her story while bringing her closer and closer to the day she cannot remember. What will he find in attempting to unlock her memories?Captivating and disturbing, Alias Grace showcases best-selling, Booker Prize-winning author Margaret Atwood at the peak of her powers.",468,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Canada', 'Classics', 'Literary Fiction']",81.2k follower,"8,708 review",591,"1,464 (1%)","5,119 (3%)","27,154 (19%)","61,721 (43%)","47,142 (33%)"
The Black Stallion,Walter Farley,4.19,"73,463 rating","January 1, 1941","First published in 1941, Walter Farley's best-selling novel for young readers is the triumphant tale of a boy and a wild horse. From Alec Ramsay and the Black's first meeting on an ill-fated ship to their adventures on a desert island and their eventual rescue, this beloved story will hold the rapt attention of readers new and old.",275,"['Classics', 'Fiction', 'Childrens', 'Horses', 'Young Adult', 'Animals', 'Middle Grade', 'Classics', 'Fiction', 'Childrens', 'Horses', 'Young Adult', 'Animals', 'Middle Grade', 'Classics', 'Fiction', 'Childrens', 'Horses', 'Young Adult', 'Animals', 'Middle Grade']",811 follower,"1,479 review",200,658 (<1%),"2,198 (2%)","13,379 (18%)","23,331 (31%)","33,897 (46%)"
The Rainmaker,John Grisham,4.00,"195,622 rating","April 1, 1995","InThe Rainmaker, John Grisham tells the story of a young man barely out of law school who finds himself taking on one of the most powerful, corrupt, and ruthless companies in America -- and exposing a complex, multibillion-dollar insurance scam. In his final semester of law school Rudy Baylor is required to provide free legal advice to a group of senior citizens, and it is there that he meets his first ""clients,"" Dot and Buddy Black. Their son, Donny Ray, is dying of leukemia, and their insurance company has flatly refused to pay for his medical treatments. While Rudy is at first skeptical, he soon realizes that the Blacks really have been shockingly mistreated by the huge company, and that he just may have stumbled upon one of the largest insurance frauds anyone's ever seen -- and one of the most lucrative and important cases in the history of civil litigation. The problem is, Rudy's flat broke, has no job, hasn't even passed the bar, and is about to go head-to-head with one of the best defense attorneys -- and powerful industries -- in America.",419,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']",80.4k follower,"2,627 review",712,"1,529 (<1%)","7,324 (3%)","45,863 (23%)","76,213 (38%)","64,693 (33%)"
The Painted Veil,W. Somerset Maugham,3.96,"45,695 rating","April 1, 1925","Set in England and Hong Kong in the 1920s, The Painted Veil is the story of the beautiful, but love-starved Kitty Fane.When her husband discovers her adulterous affair, he forces her to accompany him to the heart of a cholera epidemic. Stripped of the British society of her youth and the small but effective society she fought so hard to attain in Hong Kong, she is compelled by her awakening conscience to reassess her life and learn how to love.The Painted Veil is a beautifully written affirmation of the human capacity to grow, to change, and to forgive.",246,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'China', 'Literature', 'British Literature']","5,276 follower","4,515 review","1,310",386 (<1%),"2,045 (4%)","10,092 (22%)","19,501 (42%)","13,671 (29%)"
The Celestine Prophecy,James Redfield,3.71,"113,726 rating","January 1, 1993","You have never read a book like this before...The Celestine Prophecy contains secrets that are currently changing our world. Drawing on the ancient wisdom found in a Peruvian manuscript, it tells you how to make connections between the events happening in your own life right now...and lets you see what is going to happen to you in the years to come.The story it tells is a gripping one of adventure and discovery, but it is also a guidebook that has the power to crystalize your perceptions of why you are where you are in life...and to direct your steps with a new energy and optimism as you head into tomorrow.A book that comes along just once in a lifetime to change lives forever.",247,"['Fiction', 'Spirituality', 'Philosophy', 'Self Help', 'Fantasy', 'New Age', 'Religion']","1,298 follower","4,832 review",149,"7,805 (6%)","11,314 (9%)","25,100 (22%)","31,545 (27%)","37,962 (33%)"
The Power and the Glory,Graham Greene,3.98,"39,201 rating","March 1, 1940","In a poor, remote section of southern Mexico, the paramilitary group, the Red Shirts have taken control. God has been outlawed, and the priests have been systematically hunted down and killed. Now, the last priest is on the run. Too human for heroism, too humble for martyrdom, the nameless little worldly ""whiskey priest"" is nevertheless impelled toward his squalid Calvary as much by his own compassion for humanity as by the efforts of his pursuers. In his introduction, John Updike calls The Power and the Glory, ""Graham Greene's masterpiece…. The energy and grandeur of his finest novel derive from the will toward compassion, an ideal communism even more Christian than Communist.""",222,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Religion', 'Novels', 'Literary Fiction', 'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Religion', 'Novels', 'Literary Fiction', 'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Religion', 'Novels', 'Literary Fiction']","5,270 follower","2,837 review",456,666 (1%),"2,000 (5%)","8,033 (20%)","15,242 (38%)","13,260 (33%)"
The Haunting of Hill House,Shirley Jackson,3.82,"298,383 rating","October 16, 1959","It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House: Dr. Montague, an occult scholar looking for solid evidence of a ""haunting""; Theodora, the lighthearted assistant; Eleanor, a friendless, fragile young woman well acquainted with poltergeists; and Luke, the future heir of Hill House. At first, their stay seems destined to be merely a spooky encounter with inexplicable phenomena. But Hill House is gathering its powers—and soon it will choose one of them to make its own.",182,"['Horror', 'Fiction', 'Gothic', 'Mystery', 'Paranormal', 'Classics', 'Audiobook']","9,043 follower","28,642 review",292,"6,220 (2%)","23,307 (7%)","75,304 (25%)","105,907 (35%)","87,645 (29%)"
Love Story,Erich Segal,3.64,"60,382 rating","February 14, 1970","Oliver Barrett IV, a wealthy jock from a stuffy WASP family on his way to a Harvard degree and a career in law . . . Jenny Cavilleri, a sharp-tongued, working-class beauty studying music at Radcliffe . . .Opposites in nearly every way, Oliver and Jenny are kindred spirits from vastly different worlds. Falling deeply and powerfully, their attraction to one another defies everything they have ever believed—as they share a passion far greater than anything they dreamed possible . . . and explore the wonder of a love that must end too soon.One of the most adored novels of our time, this is the book that defined a generation—a story of uncompromising devotion, of life as it really is . . . and love that changes everything.",224,"['Romance', 'Fiction', 'Classics', 'Contemporary', 'Chick Lit', 'Love', 'Novels']","1,047 follower","3,509 review",133,"2,318 (3%)","6,585 (10%)","17,101 (28%)","18,830 (31%)","15,548 (25%)"
The Tao of Pooh,Benjamin Hoff,4.01,"119,956 rating","April 28, 1982","The Wisdom of Pooh.Is there such thing as a Western Taoist? Benjamin Hoff says there is, and this Taoist's favorite food is honey. Through brilliant and witty dialogue with the beloved Pooh-bear and his companions, the author of this smash bestseller explains with ease and aplomb that rather than being a distant and mysterious concept, Taoism is as near and practical to us as our morning breakfast bowl. Romp through the enchanting world of Winnie-the-Pooh while soaking up invaluable lessons on simplicity and natural living.",176,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism', 'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism', 'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']",516 follower,"5,957 review",15,"2,422 (2%)","6,406 (5%)","24,591 (20%)","41,155 (34%)","45,382 (37%)"
