title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"The Rosicrucian cosmo-conception: or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development",Max Heindel,4.18,185 rating,"January 1, 1911","This book gives a complete outline of the Western Wisdom Teaching as far as it may be made public at the present time. It contains a comprehensive outline of the evolutionary processes of man and the universe, correlating science with religion. Max Heindel, the author, received this Teaching personally from the Rosicrucian Brotherhood. It is their latest communication.Part I is a treatise on the Visible and the Invisible Worlds, Man and the Method of Evolution, Rebirth and the Law of Cause and Effect.Part II takes up the scheme of Evolution in general and the Evolution of the Solar System and the Earth in particular.Part III treats of Christ and His Mission, Future Development of Man and Initiation, Esoteric Training and a Safe Method of Acquiring Firsthand Knowledge.",602,"['Occult', 'Religion', 'Personal Development', 'Spirituality', 'History', 'Theology', 'Nonfiction']",49 follower,18 review,546,2 (1%),10 (5%),35 (18%),43 (23%),95 (51%)
Metropole,Ferenc Karinthy,3.53,"2,970 rating","March 1, 1970","A linguist flying to a conference in Helsinki has landed in a strange city where he can't understand a word anyone says. As one claustrophobic day follows another, he wonders why no one has found him yet, whether his wife has given him up for dead, and how he'll get by in this society that looks so familiar, yet is so strange. In a vision of hell unlike any previously imagined, Budai must learn to survive in a world where words and meaning are unconnected. A suspenseful and haunting Hungarian classic. Translated by George Szirtes.Ferenc Karinthy was born in Budapest in 1921. He obtained a PhD in linguistics and went on to be a translator and editor, as well as an award-winning novelist, playwright, journalist and water polo champion. He is the author of over a dozen novels. Metropole is the first to be translated into English.",279,"['Fiction', 'Hungary', 'Hungarian Literature', 'Science Fiction', 'Dystopia', 'Literature', 'Classics', 'Fiction', 'Hungary', 'Hungarian Literature', 'Science Fiction', 'Dystopia', 'Literature', 'Classics', 'Fiction', 'Hungary', 'Hungarian Literature', 'Science Fiction', 'Dystopia', 'Literature', 'Classics']",23 follower,387 review,40,86 (2%),360 (12%),925 (31%),"1,080 (36%)",519 (17%)
An Odor of Sanctity,Frank Yerby,3.95,200 rating,"January 1, 1965","9th century Iberian Peninsula - an age of brutal battles to the death and dungeons equipped with thumbscrews and spiked boots. An age of perfumed harems where acts of love were spiced with the erotic mysteries of the Orient. a time when merchants, princes, thieves and whores, Christians, Islamic Arabs, Berbers, Yemenites, Greeks and Jews were trapped in an inferno of embattled peoples and faiths.Only such an age could have spawned Spaniard Alaric Teudisson - the mighty Visigoth nobleman whose extraordinary capacity for love was matched only by the violence of his destiny. Young Alaric Teudisson, has a fair, effeminate appearance and even an odor of netity. But beneath this milky exterior beats the heart of a lion. When he sets out to revenge his brother upon some Berbers, Alaric winds up as a page in the Alcazar, which is ruled by Islamites. Eunuchs, slave girls, homosexual princes abound. Named by the Moors Aizun ibn al Qutiyya, is seemingly touched by the hand of God. He was once warrior and scholar, saint and savage.",637,"['Historical Fiction', 'Fiction', 'Historical', 'Spain', 'Adventure', 'Medieval History']",94 follower,19 review,152,5 (2%),18 (9%),35 (17%),66 (33%),76 (38%)
Flash: ou le grand voyage,Charles Duchaussois,4.31,"1,975 rating","May 1, 1971","Janvier 1970 : Charles, « le drogué français de Katmandou », sauvé in extremis, regagne la France. Les journaux lui consacrent de nombreux articles. Qui est ce garçon de trente ans ? Qu'a-t-il fait ? Un an plus tard, soigné, désintoxiqué, Charles Duchaussois nous livre, lui-même son histoire, qui est un formidable roman d'aventures vécues. Son moteur: un gigantesque appétit de vivre et de connaître. Son combustible: la drogue, toutes les drogues. Sa chance : un héros qui sait sauter à la gorge des occasions qui se présentent, aussi risquées soient-elles. De Marseille à Beyrouth, d'Istanbul à Bagdad, de Bombay à Bénarès, en bateau, à pied, en voiture, Charles peu à peu se rapproche de Katmandou, le haut lieu de la drogue et des hippies. Sa route est jalonnée d'aventures extraordinaires.",704,"['Nonfiction', 'Biography', 'Romance', 'Classics', 'Travel', 'France', '20th Century']",1 book25 follower,88 review,1,8 (<1%),46 (2%),244 (12%),706 (35%),971 (49%)
People,Peter Spier,4.33,"1,962 rating","January 1, 1979","A celebration of diverse world cultures from the brilliant Peter Spier, one of the most beloved children's illustrators of the last sixty years.In this breathtaking tour around the world, young readers can pore over the many details that make each country and culture unique and special—illuminated by Spier's detailed and witty illustrations of festivals and holidays, foods, religions, homes, pets, and clothing. In print since 1980, this classic, boundary-pushing book is a must-have in today's global age—a tribute to the ways in which we as the world's citizens are at once both different and the same.★ “The Caldecott Medalist has created his most ambitious and impressive picture book so far, with minutely detailed and exquisite paintings of human beings on all four continents.”— Publishers Weekly , starred review“A wonderful introduction to a global view that will answer and arouse curiosity in the young and act as an absorbing reminder for any age.”— School Library Journal ★ The Christopher Award★ An American Bookseller Pick of the Lists",48,"['Picture Books', 'Childrens', 'Nonfiction', 'Cultural', 'Geography', 'History', 'Family']",63 follower,191 review,93,22 (1%),54 (2%),260 (13%),542 (27%),"1,084 (55%)"
What's So Amazing About Grace?,Philip Yancey,4.18,"42,499 rating","January 1, 1997","Original Cover Edition for ISBN 0310245656In 1987, an IRA bomb buried Gordon Wilson and his twenty-year-old daughter beneath five feet of rubble. Gordon alone survived. And forgave. He said of the bombers, ' I have lost my daughter, but I bear no grudge . . . I shall pray, tonight and every night, that God will forgive them.' His words caught the media's ears  and out of one man's grief, the world got a glimpse of grace. Grace is the church's great distinctive. It's the one thing the world cannot duplicate, and the one thing it craves above all else  for only grace can bring hope and transformation to a jaded world. In What's So Amazing About Grace? award-winning author Philip Yancey explores grace at street level. If grace is God's love for the undeserving, he asks, then what does it look like in action? And if Christians are its sole dispensers, then how are we doing at lavishing grace on a world that knows far more of cruelty and unforgiveness than it does of mercy? Yancey sets grace in the midst of life's stark images, tests its mettle against horrific 'ungrace.' Can grace survive in the midst of such atrocities as the Nazi holocaust? Can it triumph over the brutality of the Ku Klux Klan? Should any grace at all be shown to the likes of Jeffrey Dahmer, who killed and cannibalized seventeen young men? Grace does not excuse sin, says Yancey, but it treasures the sinner. True grace is shocking, scandalous. It shakes our conventions with its insistence on getting close to sinners and touching them with mercy and hope. It forgives the unfaithful spouse, the racist, the child abuser. It loves today's AIDS-ridden addict as much as the tax collector of Jesus' day. In his most personal and provocative book ever, Yancey offers compelling, true portraits of grace's life-changing power. He searches for its presence in his own life and in the church. He asks, How can Christians contend graciously with moral issues that threaten all they hold dear? And he challenges us to become living answers to a world that desperately wants to know, What's So Amazing About Grace?",300,"['Christian', 'Nonfiction', 'Christianity', 'Religion', 'Faith', 'Theology', 'Christian Living']","2,225 follower","1,221 review",258,"1,231 (2%)","1,634 (3%)","5,879 (13%)","13,108 (30%)","20,647 (48%)"
Up from Slavery,Booker T. Washington,4.10,"33,653 rating","January 1, 1900","Booker T. Washington, the most recognized national leader, orator and educator, emerged from slavery in the deep south, to work for the betterment of African Americans in the post Reconstruction period. ""Up From Slavery"" is an autobiography of Booker T. Washington's life and work, which has been the source of inspiration for all Americans. Washington reveals his inner most thoughts as he transitions from ex-slave to teacher and founder of one of the most important schools for African Americans in the south, The Tuskegee Industrial Institute.",224,"['History', 'Biography', 'Nonfiction', 'Classics', 'Memoir', 'Autobiography', 'African American', 'History', 'Biography', 'Nonfiction', 'Classics', 'Memoir', 'Autobiography', 'African American', 'History', 'Biography', 'Nonfiction', 'Classics', 'Memoir', 'Autobiography', 'African American']",338 follower,"2,285 review",344,713 (2%),"1,472 (4%)","5,969 (17%)","11,048 (32%)","14,451 (42%)"
Zilele şi nopţile unui student întârziat,Gib I. Mihăescu,3.70,254 rating,"January 1, 1934","Deşi critica veche nu l-a apreciat. Zilele şi nopţile unui student întârziat rămâne cel mai bun roman al lui Gib I. Mihăescu. Şi aici intervine tema bova­rismului masculin. [...] Romanul are la început o originală fac­tură picarescă şi reconstituie cu umor şi cu multă culoare at­mosfera mahalalelor bătute de erou. O tipologie bogată, schi­ţată cu mână sigură, populează cartea, dând o imagine plină de veridicitate a mediului ambiant. Interesantă şi surprinzătoare e răsturnarea care se petrece la un moment dat. Romanul de­vine grav. Psihologia lui Mihnea se adânceşte, problemele exis­tenţei lui câştigă ecouri morale. Bovarismul intelectual e văzut aici sub un unghi critic mult mai ascuţit. Ideea lu Gib I. Mi­hăescu este de a denunţa atât viaţa morală a eroului (acesta e pedepsit prin efectul social nociv al comportării lui, deoarece constată cum pot apărea din alt unghi comportările cinice), cât şi dezarmarea fiinţelor care, ca Arina, trăiesc doar în lumea ficţiunilor ideale, nu ştiu să se apere de animalele prădalnice ale junglei morale din jur. Mihnea Băiatu, în finalul romanului, e decis să cucerească cetatea ştiinţei ca un om întreg, în­văţat cu legile aspre ale exigenţei. Cartea are o rezonanţă sufletească tonică. Idealul urmărit nu mai ia aspectul unei fan­tome înşelătoare, ci e scos dintr-o experienţă dureroasă de viaţă, examinată cu luciditate.OV. S. CROHMALNICEANU",390,"['Romanian Literature', 'Classics']",15 follower,10 review,26,4 (1%),18 (7%),84 (33%),92 (36%),56 (22%)
The Great Indian Novel,Shashi Tharoor,3.89,"6,524 rating","January 1, 1989","Ved Vyas, India's oldest surviving politician from the days of Raj, reveals behind-the-scenes atrocities in India's struggle for independence",423,"['Fiction', 'India', 'Historical Fiction', 'Indian Literature', 'Mythology', 'Humor', 'Politics']","2,789 follower",515 review,87,152 (2%),357 (5%),"1,501 (23%)","2,577 (39%)","1,937 (29%)"
Koko,Peter Straub,3.60,"9,722 rating","January 1, 1988","KOKO. Only four men knew what it meant. Now they must stop it. They are Vietnam vets a doctor, a lawyer, a working stiff, and a writer. Very different from each other, they are nonetheless linked by a shared history and a single shattering secret. Now, they have been reunited and are about to embark on a quest that will take them from Washington, D.C., to the graveyards and fleshpots of the Far East to the human jungle of New York, hunting someone from the past who has risen from the darkness to kill and kill and kill.",656,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'War']","3,946 follower",437 review,263,361 (3%),952 (9%),"3,009 (30%)","3,336 (34%)","2,064 (21%)"
Soul Clap Hands and Sing,Paule Marshall,4.06,49 rating,"January 1, 1961","These novellas each center on aged men who have sacrificed companionship for fame, fortune, or prestige",236,"['Fiction', 'Fiction', 'Fiction']",167 follower,11 review,35,0 (0%),2 (4%),11 (22%),18 (36%),18 (36%)
The Four-Story Mistake,Elizabeth Enright,4.29,"4,993 rating","January 1, 1942","The Melendy family moves from their New York City brownstone to an odd old house in the country. Mona, 13, actress-to-be, recites poetry at the drop of a hat. Rush, 12, is a bit mischievous. Miranda, 10, dances and paints pictures. Oliver, 6, is calm and thoughtful. Their father is a writer, so beloved housekeeper Cuffy takes on the motherly role",196,"['Fiction', 'Childrens', 'Middle Grade', 'Classics', 'Young Adult', 'Juvenile', 'Historical Fiction']",247 follower,315 review,51,88 (1%),119 (2%),636 (12%),"1,549 (31%)","2,601 (52%)"
The Mad Scientists' Club,Bertrand R. Brinley,4.27,"2,210 rating","January 1, 1961","﻿60th Anniversary Edition. A strange sea monster suddenly appears on the lake … a fortune is unearthed from an old cannon … a valuable dinosaur egg is stolen. Who’s responsible? Those seven junior geniuses — and their wild ideas!""Every time you Mad Scientists get mixed up in something, it means trouble!"" cries the mayor of Mammoth Falls.Watch out as the seven junior geniuses of the Mad Scientists’ Club turn the town upside down.",217,"['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Classics', 'Mystery', 'Humor', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Classics', 'Mystery', 'Humor', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Classics', 'Mystery', 'Humor']",33 follower,168 review,11,30 (1%),74 (3%),301 (13%),665 (30%),"1,140 (51%)"
A Spinner in the Sun: Grey Scale Illustrations,Myrtle Reed,4.05,115 rating,"January 1, 1906","Evelina Grey returns to her home town after being away for twenty five years. She is frail and her face is veiled at all times. He neighbors help her clean up her house and garden. Araminta Lee, a young girl who is helping Evenlina injures her ankle while cleaning. She is treated by the new young doctor in town and must have total bedrest at Evelina's house. Both Araminta and Evelina grow as people as a result of this experience, and the people surrounding them grow as well. What is the secret behind Evelina's veil and what will happen if her secret gets out?",192,"['Romance', 'Classics', 'Christian', 'Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Christian', 'Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Christian', 'Fiction', 'Historical Fiction']",28 follower,18 review,130,3 (2%),6 (5%),22 (19%),35 (30%),49 (42%)
Nutuk,Mustafa Kemal Atatürk,4.81,"4,964 rating","January 1, 1927","Atatürk`ün kendi kaleminden çıkan bu eser, yine Atatürk tarafından Cumhuriyet Halk Partisi`nin 15-20 Ekim 1927 tarihleri arasında Ankara`da toplanan ikinci kurultayında 36,5 saat süren ve altı günde okunarak tarihi bir hitabeye dayandığı için NUTUK adını almıştır.1919 senesi Mayısının 19. günü Samsun'a çıktım. Vaziyet ve manzara-i umumiye: Osmanlı Devleti'nin dahil bulunduğu grup, Harb-i Umumide mağlup olmuş, Osmanlı ordusu her tarafta zedelenmiş, şeriaiti ağır bir mütarekename imzalanmış. Büyük harbin uzun seneleri zarfında, millet, yorgun ve fakir bir halde. Millet ve memleketi Harb-i Umumiye sevk edenler, kendi hayatları endişesine düşerek, memleketten firar etmişler. Saltanat ve hilafet mevkiini işgal eden Vahdettin, mütereddi, şahsını ve yalnız tahtını temin edebileceğini tahayyül ettiği deni tedbirler araştırmakta. Damat Ferit Paşa'nın riyasetindeki kabine; aciz, haysiyetsiz, cebin, yalnız Padişah'ın iradesine tabi ve onunla beraber şahıslarını vikaye edebilecek herhangi bir vaziyete razı.Ordu'nun elinden esliha ve cephanesi alınmış ve alınmakta...İtilaf Devletleri, mütareke ahkamına rivayete lüzum görmüyorlar. Birer vesile ile, İtilaf donanmaları ve askerleri İstanbul'da. Adana vilayeti Fransızlar; Urfa, Maraş, Ayıntap İngilizler tarafından işgal edilmiş. Antalya ve Konya'da, İtalyan kıtaat-ı askeriyesi; Merzifon ve Samsun'da İngiliz askerleri bulunuyor. Her tarafta, ecnebi zabit ve memurları ve hususi adamları faaliyette. Nihayet, mebde-i kelam kabul ettiğimiz tarihten dört gün evvel, 15 Mayıs 1919'da İtilaf Devletleri'nin muvafakatiyle Yunan ordusu İzmir'e ihraç ediliyor.(Kitabın İçinden)",610,"['History', 'Turkish Literature', 'Nonfiction', 'Turkish', 'Politics', 'Classics', 'Biography', 'History', 'Turkish Literature', 'Nonfiction', 'Turkish', 'Politics', 'Classics', 'Biography', 'History', 'Turkish Literature', 'Nonfiction', 'Turkish', 'Politics', 'Classics', 'Biography']",403 follower,195 review,206,35 (<1%),51 (1%),132 (2%),404 (8%),"4,342 (87%)"
Guard Of Honor: A Pulitzer Prize Winner,James Gould Cozzens,3.48,"1,197 rating","January 1, 1948","Winner of the Pulitzer Prize ""Every major war. . . has produced at least one masterpiece. For the Civil War, it's The Red Badge of Courage . For World War 1, A Farewell to Arms. As for World War II, there are numerous candidates. . . T he Naked and the Dead , Catch-22, The Caine Mutiny , maybe a James Jones—and then there is a book that I think will one day be recognized as better than any of James Gould Cozzens's Guard of Honor ."" —Noel Perrin, Washington Post Book World A neglected masterpiece that stands comparison with the greatest novels of the Second World War James Gould Cozzens's Guard of Honor won the Pulitzer Prize in 1949. The novel balances a vast cast of intricately enmeshed characters as they react over the course of three tense days in September 1943 to a racial incident on a U.S. Army airbase in Florida. ""No other American novelist of our time writes with such profound understanding of the wellsprings of human character and of the social pressures that help to form it,"" said Orville Prescott in The New York Times .",640,"['Fiction', 'Historical Fiction', 'War', 'Classics', 'Literature', 'World War II', 'Novels']",23 follower,71 review,69,117 (9%),137 (11%),304 (25%),327 (27%),312 (26%)
Islandia,Austin Tappan Wright,4.28,605 rating,"January 1, 1942","Austin Tappan Wright left the world a wholly unsuspected legacy. After he died in a tragic accident, among this distinguished legal scholar's papers were found thousands of pages devoted to a staggering feat of literary creationa detailed history of an imagined country complete with geography, genealogy, literature, language and culture. As detailed as J.R.R. Tolkien's middle-earth novels, Islandia has similarly become a classic touchstone for those concerned with the creation of imaginary world.",1040,"['Fantasy', 'Fiction', 'Science Fiction', 'Classics', 'Literature', 'Speculative Fiction', 'Utopia']",14 follower,121 review,5,7 (1%),30 (4%),81 (13%),156 (25%),331 (54%)
The divine and the decay,Bill  Hopkins,4.32,19 rating,"January 1, 1957",,234,['Fiction'],4 follower,4 review,3,0 (0%),0 (0%),4 (21%),5 (26%),10 (52%)
The Eternal Smile: Three Stories,Pär Lagerkvist,4.06,272 rating,"January 1, 1920","""Det var en gång några döda, de satt samman någonstans i mörkret, var visste de inte, kanske ingenstans, de satt och pratade för att få evigheten till att gå.""",206,"['Fiction', 'Scandinavian Literature', 'Literature', 'Short Stories', 'Swedish Literature', 'Classics', 'Nobel Prize', 'Fiction', 'Scandinavian Literature', 'Literature', 'Short Stories', 'Swedish Literature', 'Classics', 'Nobel Prize', 'Fiction', 'Scandinavian Literature', 'Literature', 'Short Stories', 'Swedish Literature', 'Classics', 'Nobel Prize', 'Fiction', 'Scandinavian Literature', 'Literature', 'Short Stories', 'Swedish Literature', 'Classics', 'Nobel Prize', 'Fiction', 'Scandinavian Literature', 'Literature', 'Short Stories', 'Swedish Literature', 'Classics', 'Nobel Prize']",285 follower,21 review,151,3 (1%),12 (4%),50 (18%),107 (39%),100 (36%)
The Dark Child,Camara Laye,3.69,"2,242 rating","January 1, 1954","The Dark Child is a distinct and graceful memoir of Camara Laye's youth in the village of Koroussa, French Guinea. Long regarded Africa's preeminent Francophone novelist, Laye (1928-80) herein marvels over his mother's supernatural powers, his father's distinction as the village goldsmith, and his own passage into manhood, which is marked by animistic beliefs and bloody rituals of primeval origin. Eventually, he must choose between this unique place and the academic success that lures him to distant cities. More than autobiography of one boy, this is the universal story of sacred traditions struggling against the encroachment of a modern world. A passionate and deeply affecting record, The Dark Child is a classic of African literature.",192,"['Africa', 'France', 'Nonfiction', 'Memoir', 'Guinea', 'African Literature', 'Classics', 'Africa', 'France', 'Nonfiction', 'Memoir', 'Guinea', 'African Literature', 'Classics', 'Africa', 'France', 'Nonfiction', 'Memoir', 'Guinea', 'African Literature', 'Classics', 'Africa', 'France', 'Nonfiction', 'Memoir', 'Guinea', 'African Literature', 'Classics', 'Africa', 'France', 'Nonfiction', 'Memoir', 'Guinea', 'African Literature', 'Classics']",95 follower,212 review,19,47 (2%),188 (8%),715 (31%),759 (33%),533 (23%)
