title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Diviners,Margaret Laurence,4.18,"7,655 rating","January 1, 1974","The Diviners is the culmination and completion of Margaret Laurence's Manawaka cycle.This is the powerful story of an independent woman who refuses to abandon her search for love. For Morag Gunn, growing up in a small Canadian prairie town is a toughening process – putting distance between herself and a world that wanted no part of her. But in time, the aloneness that had once been forced upon her becomes a precious right – relinquished only in her overwhelming need for love. Again and again, Morag is forced to test her strength against the world – and finally achieves the life she had determined would be hers.The Diviners has been acclaimed by many critics as the outstanding achievement of Margaret Laurence’s writing career. In Morag Gunn, Laurence has created a figure whose experience emerges as that of all dispossessed people in search of their birthright, and one who survives as an inspirational symbol of courage and endurance.The Diviners received the Governor General’s Award for Fiction for 1974.",390,40,360 follower,"['Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Historical Fiction', 'Literary Fiction', 'Literature']",297 review,"3,375 (44%)","2,730 (35%)","1,174 (15%)",279 (3%),97 (1%)
Battle Cry of Freedom,James M. McPherson,4.38,"31,111 rating","February 25, 1988","Filled with fresh interpretations and information, puncturing old myths and challenging new ones, Battle Cry of Freedom will unquestionably become the standard one-volume history of the Civil War. James McPherson's fast-paced narrative fully integrates the political, social, and military events that crowded the two decades from the outbreak of one war in Mexico to the ending of another at Appomattox. Packed with drama and analytical insight, the book vividly recounts the momentous episodes that preceded the Civil War--the Dred Scott decision, the Lincoln-Douglas debates, John Brown's raid on Harper's Ferry--and then moves into a masterful chronicle of the war itself--the battles, the strategic maneuvering on both sides, the politics, and the personalities. Particularly notable are McPherson's new views on such matters as the slavery expansion issue in the 1850s, the origins of the Republican Party, the causes of secession, internal dissent and anti-war opposition in the North and the South, and the reasons for the Union's victory. The book's title refers to the sentiments that informed both the Northern and Southern views of the conflict: the South seceded in the name of that freedom of self-determination and self-government for which their fathers had fought in 1776, while the North stood fast in defense of the Union founded by those fathers as the bulwark of American liberty. Eventually, the North had to grapple with the underlying cause of the war--slavery--and adopt a policy of emancipation as a second war aim. This ""new birth of freedom,"" as Lincoln called it, constitutes the proudest legacy of America's bloodiest conflict. This authoritative volume makes sense of that vast and confusing ""second American Revolution"" we call the Civil War, a war that transformed a nation and expanded our heritage of liberty.",867,172,647 follower,"['History', 'Nonfiction', 'Civil War', 'American History', 'War', 'American Civil War', 'Military History']","1,608 review","17,793 (57%)","8,878 (28%)","3,256 (10%)",776 (2%),408 (1%)
The Magnificent Ambersons,Booth Tarkington,3.78,"11,488 rating","January 1, 1918","Winner of the Pulitzer Prize when it was first published in 1918, The Magnificent Ambersons chronicles the changing fortunes of three generations of an American dynasty. The protagonist of Booth Tarkington's great historical drama is George Amberson Minafer, the spoiled and arrogant grandson of the founder of the family's magnificence. Eclipsed by a new breed of developers, financiers, and manufacturers, this pampered scion begins his gradual descent from the midwestern aristocracy to the working class. Today The Magnificent Ambersons is best known through the 1942 Orson Welles movie, but as the critic Stanley Kauffmann noted, ""It is high time that [the novel] appear again, to stand outside the force of Welles's genius, confident in its own right."" ""The Magnificent Ambersons is perhaps Tarkington's best novel,"" judged Van Wyck Brooks. ""[It is] a typical story of an American family and town--the great family that locally ruled the roost and vanished virtually in a day as the town spread and darkened into a city. This novel no doubt was a permanent page in the social history of the United States, so admirably conceived and written was the tale of the Amber-sons, their house, their fate and the growth of the community in which they were submerged in the end.""Booth Tarkington (1869-1946), a prolific writer who achieved overnight success with his first novel, The Gentleman from Indiana (1899), is perhaps best remembered as the author of the popular Penrod adventures and Seventeen (1916). He was awarded a second Pulitzer Prize for the novel Alice Adams (1921).",288,401,156 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'American', 'Literary Fiction']","1,084 review","2,969 (25%)","4,424 (38%)","3,009 (26%)",826 (7%),260 (2%)
Rabbit at Rest,John Updike,4.00,"15,583 rating","December 18, 1990","Winner of the 1991 Pulitzer Prize for Fiction. In John Updike's fourth and final novel about ex-basketball player Harry ""Rabbit"" Angstrom, the hero has acquired heart trouble, a Florida condo, and a second grandchild. His son and daughter-in-law are acting erratically, his wife Janice wants to work, and Rabbit is searching his soul, looking for reasons to live.",608,891,"2,215 follower","['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Animals']",589 review,"5,694 (36%)","5,735 (36%)","2,937 (18%)",825 (5%),392 (2%)
Maurice,E.M. Forster,4.08,"46,213 rating","January 1, 1971","Maurice is heartbroken over unrequited love, which opened his heart and mind to his own sexual identity. In order to be true to himself, he goes against the grain of society’s often unspoken rules of class, wealth, and politics.Forster understood that his homage to same-sex love, if published when he completed it in 1914, would probably end his career. Thus, Maurice languished in a drawer for fifty-seven years, the author requesting it be published only after his death (along with his stories about homosexuality later collected in The Life to Come).Since its release in 1971, Maurice has been widely read and praised. It has been, and continues to be, adapted for major stage productions, including the 1987 Oscar-nominated film adaptation starring Hugh Grant and James Wilby.",256,576,"3,619 follower","['Classics', 'Fiction', 'LGBT', 'Queer', 'Romance', 'Gay', 'Historical Fiction']","4,445 review","17,001 (36%)","18,479 (39%)","8,593 (18%)","1,629 (3%)",511 (1%)
The Sea Wolf,Jack London,4.05,"30,294 rating","January 1, 1904",Knyga iš serijos „Drąsiųjų keliai“.Garsus žymaus amerikiečių rašytojo romanas vaizduoja amžiną pagrindinių pasaulėžiūrų – idealizmo ir materializmo – kovą.,425,"6,594","6,793 follower","['Classics', 'Fiction', 'Adventure', 'Literature', 'Historical Fiction', 'Novels', 'American']","1,863 review","11,020 (36%)","11,654 (38%)","6,114 (20%)","1,189 (3%)",317 (1%)
The River Why,David James Duncan,4.22,"11,677 rating","January 1, 1983","Flyfishing genius Gus Orviston, seeking refuge from his stuffy, world-famous father and ripsnorting cowgirl mother, embarks on a reluctant quest for meaning that leads him to an astonishing task",293,22,602 follower,"['Fiction', 'Philosophy', 'Nature', 'Novels', 'Literature', 'Humor', 'Classics']","1,074 review","5,690 (48%)","3,732 (31%)","1,616 (13%)",468 (4%),171 (1%)
Philosophical Investigations,Ludwig Wittgenstein,4.26,"14,562 rating","January 1, 1953","Incorporating significant editorial changes from earlier editions, the fourth edition of Ludwig Wittgenstein's Philosophical Investigations is the definitive en face German-English version of the most important work of 20th-century philosophy The extensively revised English translation incorporates many hundreds of changes to Anscombe's original translation Footnoted remarks in the earlier editions have now been relocated in the text What was previously referred to as 'Part 2' is now republished as Philosophy of Psychology - A Fragment, and all the remarks in it are numbered for ease of reference New detailed editorial endnotes explain decisions of translators and identify references and allusions in Wittgenstein's original text Now features new essays on the history of the Philosophical Investigations, and the problems of translating Wittgenstein's text",246,279,"2,535 follower","['Philosophy', 'Nonfiction', 'Language', 'Classics', 'Linguistics', 'German Literature', 'Theory', 'Philosophy', 'Nonfiction', 'Language', 'Classics', 'Linguistics', 'German Literature', 'Theory', 'Philosophy', 'Nonfiction', 'Language', 'Classics', 'Linguistics', 'German Literature', 'Theory']",450 review,"7,731 (53%)","4,023 (27%)","1,937 (13%)",546 (3%),325 (2%)
The Door Into Summer,Robert A. Heinlein,4.02,"26,338 rating","January 1, 1957","It is 1970, and electronics engineer Dan Davis has finally made the invention of a lifetime: a household robot with extraordinary abilities, destined to dramatically change the landscape of everyday routine. Then, with wild success just within reach, Dan's greedy partner and even greedier fiancée steal his work and leave him penniless, and trick him into taking the long sleep—suspended animation for thirty years.",304,818,"9,544 follower","['Science Fiction', 'Fiction', 'Time Travel', 'Science Fiction Fantasy', 'Fantasy', 'Classics', 'Adventure']","1,404 review","9,294 (35%)","9,987 (37%)","5,644 (21%)","1,117 (4%)",296 (1%)
Jingo,Terry Pratchett,4.18,"65,921 rating","January 1, 1997","A weathercock has risen from the sea of Discworld, and suddenly you can tell which way the wind is blowing.A new land has surfaced, and so have old feuds.And as two armies march, Commander Vimes of Ankh-Morpork City Watch has got just a few hours to deal with a crime so big that there's no law against it. It's called ""war.""He's facing unpleasant foes who are out to get him... that's just the people on his side. The enemy might even be worse. And his pocket Dis-organiser says he's got to DIE under ""Things To Do Today.""But he'd better not, because the world's cleverest inventor and its most devious politician are on their way to the battlefield with a little package that's guaranteed to stop a battle...Discworld goes to war, with armies of sardines, warriors, fishermen, squid, and at least one very camp follower.",461,489,42.5k follower,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'High Fantasy']","2,030 review","26,973 (40%)","25,783 (39%)","11,508 (17%)","1,405 (2%)",252 (<1%)
The Runaway Jury,John Grisham,4.02,"302,864 rating","January 1, 1996","Every jury has a leader, and the verdict belongs to him. In Biloxi, Mississippi, a landmark tobacco trial with hundreds of millions of dollars at stake begins routinely, then swerves mysteriously off course. The jury is behaving strangely, and at least one juror is convinced he's being watched. Soon they have to be sequestered. Then a tip from an anonymous young woman suggests she is able to predict the jurors' increasingly odd behavior. Is the jury somehow being manipulated, or even controlled? If so, by whom? And, more importantly, why?From the Trade Paperback edition.",464,712,80.4k follower,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Legal Thriller', 'Suspense', 'Mystery Thriller']","2,698 review","103,309 (34%)","118,351 (39%)","67,734 (22%)","10,818 (3%)","2,652 (<1%)"
Seven Years in Tibet,Heinrich Harrer,4.10,"24,286 rating","January 1, 1953","Recounts how the author, an Austrian, escaped from an English internment camp in India in 1943 and spent the next seven years in Tibet, observing its social practices, religion, politics, and people.",330,49,147 follower,"['Nonfiction', 'Travel', 'History', 'Biography', 'Memoir', 'Adventure', 'Asia']","1,407 review","9,142 (37%)","9,744 (40%)","4,271 (17%)",845 (3%),284 (1%)
The Way of All Flesh,Samuel Butler,3.61,"9,186 rating","January 1, 1903","Written between 1873 and 1884 and published posthumously in 1903, The Way of All Flesh is regarded by some as the first twentieth-century novel. Samuel Butler's autobiographical account of a harsh upbringing and troubled adulthood shines an iconoclastic light on the hypocrisy of a Victorian clerical family's domestic life. It also foreshadows the crumbling of nineteenth-century bourgeois ideals in the aftermath of the First World War, as well as the ways in which succeeding generations have questioned conventional values. Hailed by George Bernard Shaw as ""one of the summits of human achievement,"" this chronicle of the life and loves of Ernest Pontifex spans four generations, focusing chiefly on the relationship between Ernest and his father, Theobald. Written in the wake of Darwin's Origin of Species, it reflects the dawning consciousness of heredity and environment as determinants of character. Along the way, it offers a powerfully satirical indictment of Victorian England's major institutions—the family, the church, and the rigidly hierarchical class structure.",315,644,169 follower,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Victorian', '19th Century']",580 review,"2,065 (22%)","3,092 (33%)","2,727 (29%)",945 (10%),357 (3%)
The First Circle,Aleksandr Solzhenitsyn,4.24,"7,988 rating","September 1, 1968","Notice: ""In the First Circle"" and ""The First Circle"": ""In The First Circle"" is 200pp longer; ""The first circle"" is a censored and abridged version.Set in Moscow during a three-day period in December 1949, 'The First Circle' is the story of the prisoner Gleb Nerzhin, a brilliant mathematician. At the age of thirty-one, Nerzhin has survived the war years on the German front and the postwar years in a succession of Russian prisons and labor camps. His story is interwoven with the stories of a dozen fellow prisoners - each an unforgettable human being - from the prison janitor to the tormented Marxist intellectual who designed the Dnieper dam; of the reigning elite and their conflicted subordinates; and of the women, wretched or privileged, bound to these men. A landmark of Soviet literature, 'The First Circle' is as powerful today as it was when it was first published, nearly thirty years ago.",580,432,"3,581 follower","['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Historical Fiction', 'Literature', 'Politics', 'Fiction', 'Classics', 'Russia', 'Russian Literature', 'Historical Fiction', 'Literature', 'Politics', 'Fiction', 'Classics', 'Russia', 'Russian Literature', 'Historical Fiction', 'Literature', 'Politics']",388 review,"3,744 (46%)","2,820 (35%)","1,094 (13%)",228 (2%),102 (1%)
Bellwether,Connie Willis,3.93,"12,901 rating","March 1, 1996","Connie Willis has won more Hugo and Nebula awards than any other science fiction author. Now, with her trademark wit and inventiveness, she explores the intimate relationship between science, pop culture, and the arcane secrets of the heart.Sandra Foster studies fads - from Barbie dolls to the grunge look - how they start and what they mean. Bennett O'Reilly is a chaos theorist studying monkey group behavior. They both work for the HiTek corporation, strangers until a misdelivered package brings them together. It's a moment of synchronicity - if not serendipity - which leads them into a chaotic system of their own, complete with a million-dollar research grant, caffé latte, tattoos, and a series of unlucky coincidences that leaves Bennett monkeyless, fundless, and nearly jobless. Sandra intercedes with a flock of sheep and an idea for a joint project. (After all, what better animal to study both chaos theory and the herd mentality that so often characterizes human behavior?)But scientific discovery is rarely straightforward and never simple, and Sandra and Bennett have to endure a series of setbacks, heartbreaks, dead ends, and disasters before they find their ultimate answer...",248,258,"4,334 follower","['Science Fiction', 'Fiction', 'Humor', 'Romance', 'Audiobook', 'Fantasy', 'Science Fiction Fantasy']","1,669 review","3,866 (29%)","5,206 (40%)","3,013 (23%)",650 (5%),166 (1%)
Gormenghast,Mervyn Peake,4.07,"13,786 rating","January 1, 1950","Titus Groan is seven years old. Lord and heir to the crumbling castle Gormenghast. A gothic labyrinth of roofs and turrets, cloisters and corridors, stairwells and dungeons, it is also the cobwebbed kingdom of Byzantine government and age-old rituals, a world primed to implode beneath the weight of centuries of intrigue, treachery, and death. Steerpike, who began his climb across the roofs when Titus was born, is now ascending the spiral staircase to the heart of the castle, and in his wake lie imprisonment, manipulation, and murder.Gormenghast is the second volume in Mervyn Peake’s widely acclaimed trilogy, but it is much more than a sequel to Titus Groan—it is an enrichment and deepening of that book.The Gormenghast Trilogy ranks as one of the twentieth century’s most remarkable feats of imaginative writing.",505,101,"1,013 follower","['Fantasy', 'Fiction', 'Classics', 'Gothic', 'Novels', 'Science Fiction Fantasy', 'Literature']",696 review,"6,212 (45%)","4,098 (29%)","2,189 (15%)",790 (5%),497 (3%)
Dona Flor and Her Two Husbands,Jorge Amado,4.03,"8,484 rating","January 1, 1966","It surprises no one that the charming but wayward Vadinho dos Guimaraes–a gambler notorious for never winning—dies during Carnival. His long suffering widow Dona Flor devotes herself to her cooking school and her friends, who urge her to remarry. She is soon drawn to a kind pharmacist who is everything Vadinho was not, and is altogether happy to marry him. But after her wedding she finds herself dreaming about her first husband’s amorous attentions; and one evening Vadinho himself appears by her bed, as lusty as ever, to claim his marital rights.",553,127,"1,377 follower","['Fiction', 'Magical Realism', 'Brazil', 'Classics', 'Romance', 'Latin American', 'Literature']",527 review,"2,997 (35%)","3,313 (39%)","1,689 (19%)",370 (4%),115 (1%)
Planet of the Apes,Pierre Boulle,3.98,"41,698 rating","January 1, 1963","""I am confiding this manuscript to space, not with the intention of saving myself, but to help, perhaps, to avert the appalling scourge that is menacing the human race. Lord have pity on us!""With these words, Pierre Boulle hurtles the reader onto the Planet of the Apes. In this simian world, civilization is turned upside down: apes are men and men are apes; apes rule and men run wild; apes think, speak, produce, wear clothes, and men are speechless, naked, exhibited at fairs, used for biological research. On the planet of the apes, man, having reached to apotheosis of his genius, has become inert.To this planet come a journalist and a scientist. The scientist is put into a zoo, the journalist into a laboratory. Only the journalist retains the spiritual strength and creative intelligence to try to save himself, to fight the appalling scourge, to remain a man.Out of this situation, Pierre Boulle has woven a tale as harrowing, bizarre, and meaningful as any in the brilliant roster of this master storyteller. With his customary wit, irony, and disciplined intellect and style, the author of The Bridge Over the River Kwai tells a swiftly moving story dealing with man's conflicts, and takes the reader into a suspenseful and strangely fascinating orbit.",276,120,239 follower,"['Science Fiction', 'Fiction', 'Classics', 'Fantasy', 'France', 'Dystopia', 'Adventure', 'Science Fiction', 'Fiction', 'Classics', 'Fantasy', 'France', 'Dystopia', 'Adventure', 'Science Fiction', 'Fiction', 'Classics', 'Fantasy', 'France', 'Dystopia', 'Adventure']","2,408 review","14,156 (33%)","15,728 (37%)","9,222 (22%)","1,932 (4%)",660 (1%)
The Butcher Boy,Patrick McCabe,3.83,"9,275 rating","April 10, 1992","This is a precisely crafted, often lyrical, portrait of the descent into madness of a young killer in small-town Ireland. ""Imagine Huck Finn crossed with Charlie Starkweather,"" said The Washington Post. Short-listed for the Bram Stoker Award and England's prestigious Booker Prize.",231,68,268 follower,"['Fiction', 'Ireland', 'Irish Literature', 'Horror', 'Novels', 'Crime', 'Literary Fiction']",841 review,"2,619 (28%)","3,569 (38%)","2,216 (23%)",622 (6%),249 (2%)
Titus Groan,Mervyn Peake,3.92,"20,541 rating","January 1, 1946","Starts with the birth and ends with the first birthday celebrations of the heir to the grand, tradition-bound castle of Gormenghast. A grand miasma of doom and foreboding weaves over the sterile rituals of the castle. Villainous Steerpike seeks to exploit the gaps between the formal rituals and the emotional needs of the ruling family for his own profit.",396,101,"1,013 follower","['Fantasy', 'Fiction', 'Classics', 'Gothic', 'Science Fiction Fantasy', 'Novels', 'Literature', 'Fantasy', 'Fiction', 'Classics', 'Gothic', 'Science Fiction Fantasy', 'Novels', 'Literature', 'Fantasy', 'Fiction', 'Classics', 'Gothic', 'Science Fiction Fantasy', 'Novels', 'Literature']","2,023 review","7,769 (37%)","6,435 (31%)","3,999 (19%)","1,591 (7%)",747 (3%)
