title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Fours Crossing,Nancy Garden,4.17,24 rating,"February 1, 1981","Shortly after her mother's death, thirteen-year-old Melissa goes to live with her grandmother in a small New Hampshire town which is experiencing an odd unending winter.",197,40,429 follower,['Fantasy'],6 review,8 (33%),12 (50%),4 (16%),0 (0%),0 (0%)
Goodbye Mr. Chips,James Hilton,3.97,"12,950 rating","January 1, 1934","Mr. Hilton's classic story of an English schoolmaster.Mr. Chipping, the classics master at Brookfield School since 1870, takes readers on a beguiling journey through the late 19th and early 20th centuries. Sometimes Chips, as he is affectionately known, is an old man who dreams by the fire; then he's a difficult young taskmaster schooling his students, or a middle-aged man encountering the lovely Katherine, whose ""new woman"" opinions work far-reaching changes in him. As succeeding generations of boys march onward through Chips' mind, Hilton's narrative remains masterful. He seamlessly interweaves a poignant love story with the jokes and eccentricities of English public school life, while also chronicling a new, uncertain world full of conflict and upheaval that extends far beyond the turrets of Brookfield.",128,163,243 follower,"['Fiction', 'Classics', 'Historical Fiction', 'British Literature', 'Literature', 'Young Adult', 'Education']","1,344 review","4,308 (33%)","4,873 (37%)","3,001 (23%)",617 (4%),151 (1%)
The Man Who Invented Florida,Randy Wayne White,3.85,"3,253 rating","January 1, 1993","When solitary marine biologist Doc Ford focused his telescope on the woman in the white boat, he didn't know his life was about to be capsized: that his conniving uncle Tucker Gatrell would discover the Fountain of Youth, that The National Enquirer would write about it, and that the law would beat down his door in search of three missing men.But Doc Ford is about to find these things out-- the hard way. Because in the shadowy world of Southwest Florida, where gators yawn, cattle craze, and Indian bones are buried, mysteries great and small have found the man to solve them...in The Man Who Invented Florida by bestselling author Randy Wayne White.",304,98,"1,336 follower","['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Adventure', 'Mystery Thriller', 'Suspense']",216 review,896 (27%),"1,268 (38%)",842 (25%),205 (6%),42 (1%)
The Journals of Lewis and Clark,Meriwether Lewis,4.11,"5,204 rating","January 1, 1905","The Journals of Lewis and Clark are ""the first report on the West, on the United States over the hill and beyond the sunset, on the province of the American future"" (Bernard DeVoto).In 1803, the great expanse of the Louisiana Purchase was an empty canvas. Keenly aware that the course of the nation's destiny lay westward—and that a ""Voyage of Discovery"" would be necessary to determine the nature of the frontier—President Thomas Jefferson commissioned Meriwether Lewis to lead an expedition from the Missouri River to the northern Pacific coast and back. From 1804 to 1806, accompanied by co-captain William Clark, the Shoshone guide Sacajawea, and thirty-two men, Lewis mapped rivers, traced the principal waterways to the sea, and established the American claim to the territories of Idaho, Washington, and Oregon. Together the captains kept this journal: a richly detailed record of the flora and fauna they sighted, the native tribes they encountered, and the awe-inspiring landscape they traversed, from their base camp near present-day St. Louis to the mouth of the Columbia River, that has become an incomparable contribution to the literature of exploration and the writing of natural history.",576,231,29 follower,"['History', 'Nonfiction', 'Travel', 'American History', 'Adventure', 'Biography', 'Classics', 'History', 'Nonfiction', 'Travel', 'American History', 'Adventure', 'Biography', 'Classics', 'History', 'Nonfiction', 'Travel', 'American History', 'Adventure', 'Biography', 'Classics', 'History', 'Nonfiction', 'Travel', 'American History', 'Adventure', 'Biography', 'Classics', 'History', 'Nonfiction', 'Travel', 'American History', 'Adventure', 'Biography', 'Classics']",244 review,"2,127 (40%)","1,874 (36%)",949 (18%),178 (3%),76 (1%)
King's Dragon,Kate Elliott,3.81,"9,279 rating","February 1, 1997","King Henry still holds the crown, but his reign has long been contested by his sister Sabella, and there are many eager to flock to her banner. Internal conflict weakens Wendar's defences, drawing raiders, human and inhuman, across its borders. Terrifying portents abound and dark spirits walk the land in broad daylight.Suddenly two innocents are thrust into the midst of the conflict: Alain, a young man granted a vision by the Lady of Battles, and Liath, a young woman with the power to change the course of history. Both must discover the truth about themselves before they can accept their fates. For in a war where sorcery, not swords, may determine the final outcome, the price of failure may be more than their own lives.",591,112,"2,696 follower","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adult']",404 review,"2,534 (27%)","3,459 (37%)","2,444 (26%)",640 (6%),202 (2%)
The Barrack's Thief,Tobias Wolff,3.84,"1,775 rating","January 1, 1986","The Barracks Thief is the story of three young paratroopers waiting to be shipped out to Vietnam. Brought together one sweltering afternoon to stand guard over an ammunition dump threatened by a forest fire, they discover in each other an unexpected capacity for recklessness and violence. Far from being alarmed by this discovery, they are exhilarated by it; they emerge from their common danger full of confidence in their own manhood and in the bond of friendship they have formed. This confidence is shaken when a series of thefts occur. The author embraces the perspectives of both the betrayer and the betrayed, forcing us to participate in lives that we might otherwise condemn, and to recognize the kinship of those lives to our own.",112,157,"1,126 follower","['Fiction', 'Novels', 'War', 'Novella', 'Short Stories', 'Literature', 'Historical Fiction']",181 review,411 (23%),797 (44%),456 (25%),91 (5%),20 (1%)
The Space Merchants,Frederik Pohl,3.84,"10,555 rating","August 1, 1952","In a vastly overpopulated near-future world, businesses have taken the place of governments and now hold all political power. States exist merely to ensure the survival of huge transnational corporations. Advertising has become hugely aggressive and boasts some of the world's most powerful executives.Through advertising, the public is constantly deluded into thinking that all the products on the market improve the quality of life. However, the most basic elements are incredibly scarce, including water and fuel.The planet Venus has just been visited and judged fit for human settlement, despite its inhospitable surface and climate; colonists would have to endure a harsh climate for many generations until the planet could be terraformed.Mitch Courtenay is a star-class copywriter in the Fowler Schocken advertising agency and has been assigned the ad campaign that would attract colonists to Venus, but a lot more is happening than he knows about. Mitch is soon thrown into a world of danger, mystery, and intrigue, where the people in his life are never quite what they seem, and his loyalties and core beliefs will be put to the test.",256,"1,021",991 follower,"['Science Fiction', 'Fiction', 'Dystopia', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Novels', 'Science Fiction', 'Fiction', 'Dystopia', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Novels', 'Science Fiction', 'Fiction', 'Dystopia', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Novels']",694 review,"2,820 (26%)","4,109 (38%)","2,900 (27%)",580 (5%),146 (1%)
Our Heritage: A Brief History of the Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints,4.30,"3,668 rating","January 1, 1980","The central message of this book is the message declared by The Church of Jesus Christ of Latter-day Saints since its beginning. Joseph Smith, the first prophet of this dispensation, taught:“The fundamental principles of our religion are the testimony of the Apostles and Prophets, concerning Jesus Christ, that He died, was buried, and rose again the third day, and ascended into heaven; and all other things which pertain to our religion are only appendages to it.”Every prophet who has succeeded Joseph Smith has added his personal witness of the divine mission of the Savior. The First Presidency affirmed:“As those who are called and ordained to bear witness of Jesus Christ to all the world, we testify that He was resurrected on that Easter morning nearly two thousand years ago, and that He lives today. He has a glorified, immortal body of flesh and bones. He is the Savior, the Light and Life of the world.”Millions of faithful Saints have also had testimonies of the divinity of Jesus Christ. This knowledge has motivated them to make the sacrifices necessary to build The Church of Jesus Christ of Latter-day Saints, the kingdom of God on the earth. The story of the establishment of the Church is one of faith, consecration, and joy. It is the story of living prophets who taught the truths of God to the modern world. It is the story of men and women from all walks of life who sought for the fulness of the gospel of Jesus Christ and, upon finding it, were willing to pay the price of becoming the Savior’s disciples. These stalwart Saints pressed on through sufferings and hardships, witnessing even in their darkest hours of the goodness of God and the joy of his love. They have left a legacy of faith, courage, obedience, and sacrifice.The heritage of faith continues today. Latter-day Saints throughout the world are modern pioneers in their own homelands, where they live with faith and courage in a time fraught with new challenges and opportunities. There are pages of history yet to be written. We each have an opportunity to leave a heritage for generations to follow that will help them understand the joy of living and sharing the gospel of Jesus Christ.As we learn more about the faith of those who have gone before us, we can better understand those with whom we have joined hands in bearing witness of the Savior and helping to establish his kingdom. We can determine to live more righteously as faithful disciples of the Lord Jesus Christ.",152,"2,236","1,181 follower","['Religion', 'Lds', 'History', 'Nonfiction', 'Church', 'Lds Non Fiction', 'Mormonism']",110 review,"2,020 (55%)",985 (26%),478 (13%),120 (3%),65 (1%)
This Is All I Ask,Lynn Kurland,4.23,"4,439 rating","August 1, 1997","Gillian of Warewick knows no other treatment than the terrible physical and mental abuse issued by her father. When he arranges a match for Gillian with Christopher of Blackmour, she is fearful: Blackmour is rumored to be an evil sorcerer. When Gillian meets him, he proves to be far more of a man than her father is, yet he is unwilling to be a lover to Gillian. She finds that Blackmour has as many psychological scars to heal as she has physical scars.",432,55,"1,514 follower","['Romance', 'Historical Romance', 'Historical', 'Medieval', 'Time Travel', 'Historical Fiction', 'Medieval Romance']",288 review,"2,173 (48%)","1,389 (31%)",655 (14%),159 (3%),63 (1%)
The Unlikely Spy,Daniel Silva,4.25,"25,175 rating","December 24, 1996","red cloth cover w/gold imprint lettering on spine, yellow, white, red & black dustjacket 860 g, 24 cm x16 cm x 4.5 cm, 451 pgs",454,90,"8,365 follower","['Fiction', 'Thriller', 'Historical Fiction', 'Espionage', 'Mystery', 'Mystery Thriller', 'World War II']","1,113 review","11,380 (45%)","9,635 (38%)","3,398 (13%)",554 (2%),208 (<1%)
The Knight at Dawn,Mary Pope Osborne,3.91,"24,859 rating","February 16, 1993","
Peacocks for dinner and boys in skirts?
That's what Jack and Annie find when the Magic Tree House whisks them back to the Middle Ages for another wild adventure. In the Great Gall of the castle, a feast is under way. But Jack and Annie aren't exactly welcome guests!",66,895,"2,273 follower","['Fantasy', 'Childrens', 'Fiction', 'Historical Fiction', 'Chapter Books', 'Adventure', 'Middle Grade', 'Fantasy', 'Childrens', 'Fiction', 'Historical Fiction', 'Chapter Books', 'Adventure', 'Middle Grade', 'Fantasy', 'Childrens', 'Fiction', 'Historical Fiction', 'Chapter Books', 'Adventure', 'Middle Grade']","1,249 review","8,940 (35%)","7,250 (29%)","6,614 (26%)","1,546 (6%)",509 (2%)
Dogeaters,Jessica Hagedorn,3.60,"2,774 rating","January 1, 1990","Welcome to Manila in the turbulent period of the Philippines' late dictator. It is a world in which American pop culture and local Filipino tradition mix flamboyantly, and gossip, storytelling, and extravagant behavior thrive.A wildly disparate group of characters--from movie stars to waiters, from a young junkie to the richest man in the Philippines--becomes caught up in a spiral of events culminating in a beauty pageant, a film festival, and an assassination. In the center of this maelstrom is Rio, a feisty schoolgirl who will grow up to live in America and look back with longing on the land of her youth.",272,39,165 follower,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'School', 'Asia', 'Contemporary']",235 review,559 (20%),997 (35%),854 (30%),276 (9%),88 (3%)
Colette,Colette,0.00,0 rating,"January 1, 1997","Brilliant stage performance profiles writings of author Collete, one of France's greatest prose stylists of the 20th century.","Audio CassetteFirst published January 1, 1997",555,"1,498 follower",[],0 review,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
The Urth of the New Sun,Gene Wolfe,4.04,"7,487 rating","January 1, 1987","The long awaited sequel to Gene Wolfe’s four-volume classic, The Book of the New Sun. We return to the world of Severian, now the Autarch of Urth, as he leaves the planet on one of the huge spaceships of the alien Hierodules to travel across time and space to face his greatest test, to become the legendary New Sun or die. The strange, rich, original spaceship scenes give way to travels in time, wherein Severian revisits times and places which fill in parts of the background of the four-volume work, that will thrill and intrigue particularly all readers of the earlier books. But The Urth of the New Sun is an independent structure all of a piece, an integral masterpiece to shelve beside the classics, one itself.",372,496,"3,095 follower","['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Literature', 'Novels']",489 review,"2,812 (37%)","2,723 (36%)","1,513 (20%)",348 (4%),91 (1%)
Dragonlance Chronicles,Margaret Weis,4.24,"21,172 rating","September 1, 1985","More than three million readers have witnessed the return of the dragons...And now the books that began the best-selling 'dragonlance' saga are collected in their entirety in this special edition, along with all of the artwork from the trilogy. This splendid collector's edition is a must for the millions of readers who fell in love with the fantasy world of Krynn.",1030,653,"5,457 follower","['Fantasy', 'Dragonlance', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Fantasy', 'Dragonlance', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Fantasy', 'Dragonlance', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons']",565 review,"10,281 (48%)","6,843 (32%)","3,165 (14%)",664 (3%),219 (1%)
Der Räuber Hotzenplotz,Otfried Preußler,4.21,"5,351 rating","August 1, 1962","Kasperl und Seppl machen sich auf, den wilden Räuber Hotzenplotz zu fangen, der Großmutters Kaffeemühle gestohlen hat. Unglücklicherweise geraten sie dabei in die Hände des Räubers und des bösen Zauberers Zwackelmann. Keine Frage, dass die Geschichte trotzdem gut ausgeht.""Hmmm - das hat gut geschmeckt!"" sagte Hotzenplotz nach dem Essen und stieß einen Rülps aus. ""Nun könnte ich einen Kaffee vertragen ..."" Er ging an die Truhe und kramte die Kaffeemühle hervor. Großmutters Kaffeemühle! Die füllte er mit Kaffeebohnen. ""Da!"" rief er Seppel zu, ""mahle!"" Und Seppel musste auf Großmutters Kaffeemühle für Hotzenplotz den Kaffee mahlen. Dazu spielte die Kaffeemühle ""Alles neu macht der Mai ..."" Das war schlimm für ihn - schlimmer als alles andere, was er an diesem Unglückstag erlebt hatte.",128,159,256 follower,"['Childrens', 'German Literature', 'Fiction', 'Classics', 'Fantasy', 'Germany', 'Adventure']",146 review,"2,502 (46%)","1,742 (32%)",900 (16%),168 (3%),39 (<1%)
Diary of a Mad Old Man,Jun'ichirō Tanizaki,3.47,"3,382 rating","January 1, 1961","Diary of a Mad Old Man is the journal of Utsugi, a seventy-seven-year-old man of refined tastes who is recovering from a stroke. He discovers that, while his body is decaying, his libido still rages on – unwittingly sparked by the gentle, kindly attentions of his daughter-in-law Satsuko, a chic, flashy dancer with a shady past. Pitiful and ridiculous as he is, Utsugi is without a trace of self-pity, and his diary shines with self-effacing good humor. At once hilarious and of a sadness, Diary of a Mad Old Man is a brilliant depiction of the relationship between eros and the will to live – a novel of the tragicomedy of human existence.",192,531,"1,820 follower","['Japan', 'Japanese Literature', 'Fiction', 'Classics', 'Literature', 'Novels', 'Asia']",349 review,503 (14%),"1,187 (35%)","1,199 (35%)",369 (10%),124 (3%)
Tracks,Louise Erdrich,3.94,"13,030 rating","January 1, 1988","An alternative cover edition for this ISBN can be found here:https://www.goodreads.com/book/show/2...Set earliest in time within the cycle of her prizewinning and bestselling books, Love Medicine and The Beet Queen, Tracks takes readers to North Dakota at a time when Indian tribes were struggling to keep what little remained of their land. Features many familiar characters.",226,125,10.5k follower,"['Fiction', 'Historical Fiction', 'Magical Realism', 'School', 'Novels', 'Literary Fiction', 'Historical']",824 review,"4,076 (31%)","5,178 (39%)","2,878 (22%)",695 (5%),203 (1%)
The Blitzed Brits,Terry Deary,4.01,"1,577 rating","January 1, 1994","Can you imagine life without television, road signs and bananas? Or only having enough clothing coupons to buy a small pair of knickers? Not to mention the late-night bombing raids. These were just some of the hardships for the people who stayed at home in World War Two - the blitzed Brits.",128,539,723 follower,"['History', 'Nonfiction', 'Childrens', 'Humor', 'Historical', 'Comedy', 'British Literature']",85 review,559 (35%),562 (35%),371 (23%),75 (4%),10 (<1%)
Liberalismul,Pascal Salin,3.89,19 rating,"April 1, 2000","Traducere de Diana Morăraşu. Cartea urmăreşte o istorie a liberalismului, abordând concepte precum proprietate, democratie, responsabilitate, concurenţă etc. Sructuratata pe cinci părţi, accentul este pus pe libertatea individuală, condiţionată însă, deseori în mod abuziv, de libertatea colectivă reprezentată de Stat.http://www.editura.uaic.ro/fisa-carte...",430,37,3 follower,['Economics'],3 review,8 (42%),5 (26%),3 (15%),2 (10%),1 (5%)
Ring for Jeeves,P.G. Wodehouse,3.97,"4,842 rating","April 22, 1953","Jeeves is acting as temporary butler to Captain Biggar, big-game hunter and all round tough guy while the young master is away teaching the aristocracy how to fend for itself in case of social revolution.",240,"1,129","6,441 follower","['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', 'Historical Fiction']",434 review,"1,565 (32%)","1,894 (39%)","1,096 (22%)",243 (5%),44 (<1%)
Life in France under Louis XIV,John Laurence Carr,3.50,6 rating,"January 1, 1966","Capricorn Books edition, 1970",176,3,3 book,"['France', 'History', 'Research', 'Nonfiction']",3 review,1 (16%),2 (33%),2 (33%),1 (16%),0 (0%)
Akin to Anne: Tales of Other Orphans,L.M. Montgomery,3.69,"1,823 rating","May 7, 1988","In this heartwarming collection of nineteen short stories L.M. Montgomery returns to the enchanting shores of beautiful Prince Edward Island to tell about orphans much like Anne of Green Gables -- vulnerable, sensitive, and full of hope and courage. There's the lonely young girl on a quest for a real-life mother, a budding artist who dreams of fame and fortune, and old family quilt that unites two sisters with a long-lost relative, an ancient Egyptian doll that invokes an unusual spell for a little girl yearning for a special friend. L.M. Montgomery brings to life a magical place and a circle of characters who will long be treasured and remembered.",256,"2,107",11.5k follower,"['Short Stories', 'Fiction', 'Classics', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Short Stories', 'Fiction', 'Classics', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Short Stories', 'Fiction', 'Classics', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada']",94 review,418 (22%),582 (31%),680 (37%),129 (7%),14 (<1%)
God's Englishman: Oliver Cromwell and the English Revolution,Christopher Hill,3.82,330 rating,"January 1, 1970","This is a nuanced biography of Oliver Cromwell, breaking down Cromwell's life into different fenland farmer and humble backbencher; stalwart of the good old cause and the New Model Army; key figure of the Commonwealth; and, finally Lord Protector. Hill leads the reader unsentimentally through Cromwell's life from his beginnings in Huntingdonshire to his brutal end. Hill brings all his considerable knowledge of the period to bear on the relationships God's Englishman had with God and England. Such a detailed understanding of the workings of providence is vital to understanding Cromwell.",324,184,77 follower,"['History', 'Biography', 'Nonfiction', 'British Literature', 'Politics', 'English Civil War', '17th Century']",35 review,74 (22%),151 (45%),82 (24%),19 (5%),4 (1%)
Rock Hudson: His Story,Rock Hudson,3.89,526 rating,"July 1, 1986",Rock Hudson His Story,234,13,8 follower,"['Biography', 'Nonfiction', 'Memoir', 'Film', 'Biography Memoir', 'Autobiography', 'Queer', 'Biography', 'Nonfiction', 'Memoir', 'Film', 'Biography Memoir', 'Autobiography', 'Queer', 'Biography', 'Nonfiction', 'Memoir', 'Film', 'Biography Memoir', 'Autobiography', 'Queer']",48 review,159 (30%),185 (35%),149 (28%),30 (5%),3 (<1%)
