title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Fantastic Voyage,Isaac Asimov,3.91,"27,777 rating","October 1, 1966","Four men and a woman are reduced to a microscopic fraction of their original size, sent in a miniaturized atomic sub through a dying man's carotid artery to destroy a blood clot in his brain. If they fail, the entire world will be doomed.",186,"['Science Fiction', 'Fiction', 'Classics', 'Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction']",24.8k follower,586 review,"4,420",299 (1%),"1,283 (4%)","7,374 (26%)","10,589 (38%)","8,232 (29%)"
The Tryst,Grace Livingston Hill,3.93,467 rating,"January 1, 1921","When young Patricia Merrill overhears a terrible conversation, she knows she must run away. She decides to go to New York City — the perfect place to hide and forget her newly discovered sorrows. Once there, she assumes a false name and finds a job as the companion to an elderly, wealthy woman. Safe at last, Patricia settles down to her new life.",478,"['Christian Fiction', 'Romance', 'Christian', 'Fiction', 'Historical Fiction', 'Christian Romance', 'Inspirational']",473 follower,32 review,427,5 (1%),33 (7%),130 (27%),121 (25%),178 (38%)
Granny Dan,Danielle Steel,3.97,"8,946 rating","January 1, 1999","In my eyes she had always been old, always been mine, always been Granny Dan. But in another time, another place, there had been dancing, people, laughter, love. . . . She had had another life before she came to us, long before she came to me. . . .She was the cherished grandmother who sang songs in Russian, loved to roller-skate, and spoke little of her past. But when Granny Dan died, all that remained was a box wrapped in brown paper, tied with string. Inside, an old pair of satin toe shoes, a gold locket, and a stack of letters tied with ribbon. It was her legacy, her secret past, waiting to be discovered by the granddaughter who loved her but never really knew her. It was a story waiting to be told. . . .The year was 1902. A new century was dawning as a motherless young girl arrived at a ballet school in St. Petersburg, Russia, at the age of seven. By age seventeen, Danina Petroskova had become a great ballerina, a favorite of the Czar and Czarina, who welcomed her into the heart of the Imperial family. But events both near and far away shook the ground upon which she danced. A war, an extraordinary man, and a devastating illness altered the course of her life. And when revolution shattered Russia, Danina Petroskova was forced to make a heartbreaking choice--as the world around her was about to change forever.Granny Dan is about the magic of history. In it, Danielle Steel reminds us how little we know of those who came before us--and how, if we could only glimpse into their early lives, and see who they once were, there is so much we would understand and learn. For in this extraordinary novel, a simple box, filled with mementos from a grandmother, offers the greatest legacy of an unexpected gift of a life transformed, a long-forgotten history of youth and beauty, love and dreams.","Audio CassetteFirst published January 1, 1999","['Romance', 'Fiction', 'Historical Fiction', 'Historical', 'Chick Lit', 'Contemporary', 'Novels']",14.1k follower,413 review,765,171 (1%),564 (6%),"2,089 (23%)","2,697 (30%)","3,425 (38%)"
Lost in the City,Edward P. Jones,4.06,"3,277 rating","June 1, 1992","A magnificent collection of short fiction focusing on the lives of African-American men and women in Washington, D.C., Lost in the City is the book that first brought author Edward P. Jones to national attention. Winner of the Pulitzer Prize, the National Book Critics Circle Award, and numerous other honors for his novel The Known World, Jones made his literary debut with these powerful tales of ordinary people who live in the shadows in this metropolis of great monuments and rich history. Lost in the City received the Pen/Hemingway Award for Best First Fiction and was a National Book Award Finalist. This beautiful 20th Anniversary Edition features a new introduction by the author, and is a wonderful companion piece to Jones’s masterful novel and his second acclaimed collection of stories, All Aunt Hagar’s Children.",268,"['Short Stories', 'Fiction', 'African American', 'Historical Fiction', 'Literary Fiction', 'Race', 'Dc Comics']",617 follower,384 review,24,38 (1%),135 (4%),603 (18%),"1,303 (39%)","1,198 (36%)"
Scrub Dog of Alaska,Walt Morey,4.21,200 rating,"October 21, 1971","After a runt sled dog is raised by a young boy, the dog's cruel owner demands his return.",152,"['Fiction', 'Animals', 'Childrens', 'Young Adult', 'Adventure']",42 follower,22 review,58,1 (<1%),4 (2%),41 (20%),61 (30%),93 (46%)
Fear Nothing,Dean Koontz,4.00,"37,679 rating","January 1, 1997","This is a killer of a book, period. Probably the best of Koontz's career to date. Because Chris Snow has xeroderma pimentosum - a rare, and usually fatal, genetic disorder - even a brief exposure to sunlight can cause irreparable damage leading to blindness and fatal skin cancers. So Snow only comes at night. The novel opens with the death of Snow's father, a tragic, but seemingly innocent incident that tears open the fabric of Snow's life. He soon becomes embroiled in a conspiracy that seems to involve everyone in the small town of Moonlight Bay, where Snow has spent his entire life. The whole book, except for the last few pages, takes place during one night, making for a riveting, fast-paced read that still has time for thoughtful speculations and wonderful characters. If you've never tried Koontz before, this is the place to start, while for longtime readers, I need say no more than that this is Koontz writing at the peak of his form.  - Charles de Lint",391,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy']",36.2k follower,"1,228 review",922,583 (1%),"1,821 (4%)","8,292 (22%)","13,378 (35%)","13,605 (36%)"
Les Justes,Albert Camus,4.02,"8,508 rating","January 1, 1949","À Moscou, en 1905, un groupe de socialistes révolutionnaires projette d'assassiner le grand-duc Serge, qui gouverne la ville en despote, afin de lutter contre la tyrannie exercée sur eux. Kaliayev, un jeune terroriste, lancera la bombe. Dora restera en arrière, mais c'est elle qui a fabriqué les bombes servant à l'attentat. Dora et Kaliayev sont amants. Kaliayev est emprisonné, la grande-duchesse Élisabeth lui propose d'être gracié, il refuse et il est pendu. Dora, à la fin, s'apprête à faire le prochain attentat et peut ainsi rejoindre Kaliayev.",152,"['Plays', 'Classics', 'France', 'Philosophy', 'Theatre', 'French Literature', 'Fiction']",30k follower,553 review,843,83 (<1%),341 (4%),"1,749 (20%)","3,463 (40%)","2,872 (33%)"
Tempting Fortune,Jo Beverley,3.73,"1,959 rating","March 1, 1995","THE STAKESPortia St. Claire's brother has gambled and lost, throwing her into the power of ruthless men. Their price for his life is her virtue, to be auctioned off in London's most notorious brothel ...THE BIDDERTo retrieve an incriminating letter, Bryght Malloren once broke into a house where he was greeted at pistol point by a resolute woman ... a woman he could swear stands before him, masked and trembling, on a madam's auction block ...THE RISKIEST GAMEUnable to leave Portia to such a cruel fate, Bryght turns the private wager into a very public game of seduction, one that confirms his reputation as a shameless rake and keeps all of London society breathless with anticipation. But on a night shimmering with destiny, truth, and passion, those who tempt fortune risk losing everything ... including their hearts ...",444,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Georgian']","1,101 follower",161 review,141,47 (2%),171 (8%),548 (27%),686 (35%),507 (25%)
The Ax,Donald E. Westlake,3.91,"2,189 rating","January 1, 1997","The multi-award-winning, widely-acclaimed mystery master Donald E. Westlake delivers a masterpiece with this brilliant, laser-sharp tale of the deadly consequences of corporate downsizing.Burke Devore is a middle-aged manager at a paper company when the cost-cutting ax falls, and he is laid off. Eighteen months later and still unemployed, he puts a new spin on his job search -- with agonizing care, Devore finds the seven men in the surrounding area who could take the job that rightfully should be his, and systematically kills them. Transforming himself from mild-mannered middle manager to ruthless murderer, he discovers skills ne never knew ne had -- and that come to him far too easily.",352,"['Fiction', 'Crime', 'Mystery', 'Thriller', 'Horror', 'Mystery Thriller', 'Noir']",845 follower,220 review,395,54 (2%),135 (6%),485 (22%),789 (36%),726 (33%)
Unfinished Symphony,V.C. Andrews,3.84,"6,877 rating","January 1, 1997","Melody Logan had only just found a safe harbor when a new storm set her adrift all over again.... Melody had always believed her mother, Haille, and dear stepdaddy had died in tragic accidents — that's why she'd come to stay with her secretive Logan relatives on Cape Cod. But then a friend recognized Haille's picture in a catalog and kindled Melody's hopes. Maybe her mother hadn't perished in a fire in California after all, but was in some desperate trouble that kept her out of reach.... Melody's dream of finding her mother seemed as flimsy as the scrap of paper that was her only clue. And despite the pampered life Melody was offered as a guest in a Beverly Hills mansion, nothing could soften the blow of the moment she stood face-to-face with her mother and saw her eyes turn dark and cold as stones. Melody knew there must be a reason why her mother pretended at first not to recognize her — and why she'd even faked her own death. Though Melody's beloved Cary beckoned from Cape Cod, she felt in her heart that her mother needed her now more than ever. And beneath her mother's unkept promises and tattered fantasies, Melody hoped to unearth the truth about her own past, and find her way to a safer, better place...where she could embrace a bright new future of her own.",344,"['Fiction', 'Young Adult', 'Horror', 'Romance', 'Mystery', 'Chick Lit', 'Gothic']","8,072 follower",91 review,325,103 (1%),542 (7%),"1,944 (28%)","2,065 (30%)","2,223 (32%)"
The Vanishing Tower,Michael Moorcock,3.97,"9,294 rating","January 1, 1970","The swashbuckling and fantastic adventures of the moody albino prince -- Elric -- and his soul-drinking runesword, called Storm-bringer. The two are on a quest for The Vanishing Tower, which stands at the nexus of space and time and is a gateway into other dimensions. Elric must conquer the demon that inhabits the tower and tame the soul of his black runesword.This tale and its heroes weave in and out of events throughout Moorcock's Eternal Champion series.",175,"['Fantasy', 'Fiction', 'Sword and Sorcery', 'Science Fiction Fantasy', 'Dark Fantasy', 'Epic Fantasy', 'High Fantasy']","3,332 follower",176 review,"1,020",59 (<1%),354 (3%),"2,269 (24%)","3,727 (40%)","2,885 (31%)"
Cała jaskrawość,Edward Stachura,4.15,224 rating,"January 1, 2000",Cala jaskrawosc,180,"['Polish Literature', 'Fiction', 'Audiobook', 'Poland']",39 follower,15 review,44,3 (1%),8 (3%),34 (15%),86 (38%),93 (41%)
A Cavern of Black Ice,J.V. Jones,3.88,"9,119 rating","March 1, 1999","HIGH ADVENTURE ON THE SWORD EDGE OF DESTINYA Cavern of Black Ice is the first book in J.V. Jones's Sword of Shadow seriesAs a newborn Ash March was abandoned--left for dead at the foot of a frozen mountain. Found and raised by the Penthero Iss, the mighty Surlord of Spire Vanis, she has always known she is different. Terrible dreams plague her and sometimes in the darkness she hears dread voices from another world. Iss watches her as she grows to womanhood, eager to discover what powers his ward might possess. As his interest quickens, he sends his living blade, Marafice Eye, to guard her night and day.Raif Sevrance, a young man of Clan Blackhail, also knows he is different, with uncanny abilities that distance him from the clan. But when he and his brother survive an ambush that plunges the entire Northern Territories into war, he yet seeks justice for his own . . . even if means he must forsake clan and kin.Ash and Raif must learn to master their powers and accept their joint fate if they are to defeat an ancient prophecy and prevent the release of the pure evil known as the End Lords.",769,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Dark Fantasy']",815 follower,263 review,20,198 (2%),569 (6%),"2,144 (23%)","3,453 (37%)","2,755 (30%)"
Don't Bump the Glump! and Other Fantasies,Shel Silverstein,3.88,"1,459 rating","January 1, 1964","It's a zoo in here!
Have you ever...Seen a Gritchen in your kitchen?Dared to dance with the One-Legged Zantz?Declined to dine with the Glub-Toothed Sline?
You haven't? Well then, step inside - but only if you are ready to be amazed, tickled, astonished and entertained by this most unusual bestiary of silly and scary creatures.Shel Silverstein combined his unique imagination and bold brand of humor for his first poetry collection - the only one he illustrated in full color. Now available again after three decades, DON'T BUMP THE GLUMP! and Other Fantasies was originally published in 1964, the same year as his most famous picture book, THE GIVING TREE.",64,"['Poetry', 'Childrens', 'Picture Books', 'Fiction', 'Humor', 'Classics', 'Fantasy']","9,771 follower",207 review,145,20 (1%),114 (7%),372 (25%),468 (32%),485 (33%)
Rum Punch,Elmore Leonard,3.93,"11,260 rating","January 1, 1992","Rum Punch is classic Elmore Leonard—the electrifying thriller that served as the basis for the acclaimed film Jackie Brown by director Quentin Tarantino, starring Pam Grier, Robert DeNiro, and Samuel L. Jackson. Leonard’s story of a not-altogether-blameless flight attendant on the run from her vicious gun-running sometime employer who sees her as a troublesome loose end, Rum Punch is Elmore Leonard at his sharpest and most ingeniously entertaining.",368,"['Fiction', 'Crime', 'Mystery', 'Thriller', 'Novels', 'Noir', 'American']","3,265 follower",645 review,239,54 (<1%),353 (3%),"2,699 (23%)","5,380 (47%)","2,774 (24%)"
The Business of Fancydancing,Sherman Alexie,4.17,"2,013 rating","January 1, 1991","Poetry. Fiction. Published in 1992, well before Sherman Alexie became well-known as the screenwriter for the film SMOKE SIGNALS, THE BUSINESS OF FANCYDANCING has now been turned into a film with none other than Alexie himself in his directorial debut. The screenplay for the movie, which recently won the Audience Award at the San Francisco Film Festival, is loosly adapted from this book. Many film-goers will want to visit or revisit the elegaic poems and stories that set the tone for the film itself. ""In an age when many 'Native American' writers publish books that prove their ignorance of the real Indian world, Sherman Alexie paints painfully honest visions of our beautiful and brutal lives""—Adrian C. Louis.",84,"['Poetry', 'Fiction', 'Short Stories', 'Literature', 'Adult', 'Native Americans', 'Contemporary']","6,274 follower",120 review,130,11 (<1%),44 (2%),351 (17%),792 (39%),815 (40%)
The Mark: The Beast Rules the World,Tim LaHaye,4.04,"29,422 rating","November 14, 2000","2001 Christy Award finalist!The international fiction series phenomenon continues. Jerry B. Jenkins and Tim LaHaye pick up the exciting end-times saga where The Indwelling left off. The evil world leader Nicolae Carpathia officially takes his place as the Antichrist and begins his three-and-a-half year reign of terror over the earth. Technology provides the means to place the mark of the beast on every human, and the Trib Force scrambles to survive.","Audio CassetteFirst published November 14, 2000","['Christian Fiction', 'Fiction', 'Christian', 'Religion', 'Fantasy', 'Thriller', 'Christianity', 'Christian Fiction', 'Fiction', 'Christian', 'Religion', 'Fantasy', 'Thriller', 'Christianity', 'Christian Fiction', 'Fiction', 'Christian', 'Religion', 'Fantasy', 'Thriller', 'Christianity', 'Christian Fiction', 'Fiction', 'Christian', 'Religion', 'Fantasy', 'Thriller', 'Christianity', 'Christian Fiction', 'Fiction', 'Christian', 'Religion', 'Fantasy', 'Thriller', 'Christianity']","1,926 follower",481 review,746,775 (2%),"1,519 (5%)","5,603 (19%)","9,406 (31%)","12,119 (41%)"
"The Doors of His Face, the Lamps of His Mouth",Roger Zelazny,4.07,"3,859 rating","January 1, 1964","Here are strange, beautiful stories covering the full spectrum of the late Roger Zelazny's remarkable talents. In Doors of His Face, The Lamps of His Mouth, Zelazny's rare ability to mix the dream-like, disturbing imagery of fantasy with the real-life hardware of science fiction is on full display. His vivid imagination and fine prose made him one of the most highly acclaimed writers in his field.Contents:· The Doors of His Face, the Lamps of His Mouth · nv F&SF Mar ’65 · The Keys to December · nv New Worlds Aug ’66 · Devil Car [Sam Nurdock] · ss Galaxy Jun ’65 · A Rose for Ecclesiastes · nv F&SF Nov ’63 · The Monster and the Maiden · vi Galaxy Dec ’64 · Collector’s Fever · vi Galaxy Jun ’64 · This Mortal Mountain · nv If Mar ’67 · This Moment of the Storm · nv F&SF Jun ’66 · The Great Slow Kings · ss Worlds of Tomorrow Dec ’63 · A Museum Piece · ss Fantastic Jun ’63 · Divine Madness · ss Magazine of Horror Sum ’66 · Corrida · ss Anubis v1 #3 ’68 · Love Is an Imaginary Number · ss New Worlds Jan ’66 · The Man Who Loved the Faioli · ss Galaxy Jun ’67 · Lucifer · ss Worlds of Tomorrow Jun ’64",512,"['Science Fiction', 'Fantasy', 'Short Stories', 'Fiction', 'Science Fiction Fantasy', 'Anthologies', 'Collections']","3,582 follower",149 review,758,21 (<1%),129 (3%),791 (20%),"1,531 (39%)","1,387 (35%)"
Wounded Prophet: A Portrait of Henri J.M. Nouwen,Michael    Ford,4.20,252 rating,"January 1, 1999","Henri Nouwen, a Dutch Roman Catholic priest, was one of the most beloved and important spiritual writers of the twentieth century. Since his death in 1996, his stature has only increased; and his books, including The Inner Voice of Love , The Wounded Healer , and The Return of the Prodigal Son , have become cherished classics. For thousands of readers around the world, Nouwen’s influence as a teacher and author is considered equal to, or greater than, that of the century’s great spiritual writers, C. S. Lewis and Thomas Merton.Although Nouwen could be radically revealing about his personal thoughts and struggles, there are nonetheless gaps in our understanding of who he was.With Wounded Prophet , readers are given the first extensive look into this man who touched so many, not only through his own words but, most powerfully, through the eyes of those around the world who knew Nouwen best. While researching this compelling biography, BBC producer Michael Ford conducted wide-ranging interviews with Nouwen’s friends, colleagues, and family members. What he discovered was far more compelling than what he had Though Nouwen was indeed the generous and loving man many thought he was, he was also never able to find consistent peace in his own life. Tormenting him were profound feelings of anxiety, insecurity, and loneliness. This portrait gives an honest and well-balanced account of Nouwen’s life that leaves no stone unturned, investigating his childhood, his family, his sexuality, and his life as a priest and member of the L’Arche Daybreak community in Toronto.",264,"['Biography', 'Spirituality', 'Religion', 'Christianity', 'Faith', 'Theology', 'Christian']",6 follower,21 review,9,3 (1%),6 (2%),38 (15%),95 (37%),110 (43%)
The Boardman Tasker Omnibus,Joe Tasker,4.47,197 rating,"February 16, 1995",Boardman and Tasker were British mountaineers who died on Everest in 1982. Their legacy includes four classic books that have now been gathered together in this book. Well worth the read!,890,"['Mountaineering', 'Climbing', 'Nonfiction', 'Adventure', 'Outdoors', 'Biography', 'Nature', 'Mountaineering', 'Climbing', 'Nonfiction', 'Adventure', 'Outdoors', 'Biography', 'Nature', 'Mountaineering', 'Climbing', 'Nonfiction', 'Adventure', 'Outdoors', 'Biography', 'Nature', 'Mountaineering', 'Climbing', 'Nonfiction', 'Adventure', 'Outdoors', 'Biography', 'Nature', 'Mountaineering', 'Climbing', 'Nonfiction', 'Adventure', 'Outdoors', 'Biography', 'Nature']",7 book,11 review,7,0 (0%),5 (2%),8 (4%),74 (37%),110 (55%)
"Walt Disney - Eeyore, Be Happy",Don Ferguson,4.35,603 rating,"January 1, 1991","Eeyore's gloominess gets to Tigger, so Pooh and Piglet set out to make Eeyore happy, an effort that turns into a very tiring day for poor Eeyore.",24,"['Childrens', 'Picture Books', 'Fiction', 'Childrens', 'Picture Books', 'Fiction', 'Childrens', 'Picture Books', 'Fiction']",14 follower,26 review,46,4 (<1%),27 (4%),90 (14%),114 (18%),368 (61%)
The Justification of God: An Exegetical and Theological Study of Romans 9:1-23,John      Piper,4.31,631 rating,"February 1, 1993","John Piper presents a careful, reasoned study of the doctrine of election. He dissects Paul's argument to highlight the picture of God and his righteousness painted in Romans 9. Undergirded by his belief that the sovereignty of God is too precious a part of our faith to dismiss or approach weak-kneed, Piper explores the Greek text and Paul's argument with singular deftness.",245,"['Theology', 'Christian', 'Christianity', 'Nonfiction', 'New Testament', 'Faith', 'Christian Living']","4,113 follower",39 review,446,10 (1%),16 (2%),88 (13%),171 (27%),346 (54%)
"The Prophet Armed: Trotsky, 1879-1921",Isaac Deutscher,4.33,"1,021 rating","January 1, 1954","Few political figures of the twentieth century have aroused as much controversy as the Russian revolutionary Leon Trotsky. Trotsky’s extraordinary life and extensive writings have left an indelible mark on revolutionary conscience; and yet there was at one time a danger that his name would disappear altogether from history. Isaac Deutscher’s magisterial three-volume biography was the first major publication to counter the powerful Stalinist propaganda machine, and in this definitive work Trotsky emerges in his real stature, as the most heroic, and ultimately tragic, character of the Russian revolution.This first volume of the trilogy, originally published in 1954, traces Trotsky’s political development: his early activities, the formation and crystallization of his distinctive and motivating idea—the permanent revolution— his long feud and final reconciliation with Lenin and Bolshevism, and his role in the October insurrection of 1917. The volume ends in the year 1921, when Trotsky, then at the climax of his power, unwittingly sowed the seeds of his own defeat.",497,"['History', 'Biography', 'Politics', 'Russia', 'Nonfiction', 'Russian History', 'Russian Revolution']",124 follower,74 review,83,14 (1%),25 (2%),121 (11%),311 (30%),550 (53%)
David Boring,Daniel Clowes,3.82,"8,740 rating","September 12, 2002","Meet David Boring: a nineteen-year-old security guard with a tortured innner life and an obsessive nature. When he meets the girl of his dreams, things begin to go awry: what seems too good to be true apparently is. And what seems truest in Boring's life is that, given the right set of circumstances (in this case, an orgiastic cascade of vengeance, humiliation and murder) the primal nature of humandkind will come inexorably to the fore.",136,"['Graphic Novels', 'Comics', 'Fiction', 'Graphic Novels Comics', 'Comix', 'Comic Book', 'Bande Dessinée']","1,769 follower",357 review,104,145 (1%),614 (7%),"2,299 (26%)","3,304 (37%)","2,378 (27%)"
L'esclusa,Luigi Pirandello,3.71,"1,896 rating","January 1, 1901","A questo romanzo di impianto naturalistico, Pirandello lavorò in tempi diversi e ne trasse anche una commedia: L'uomo, la bestia e la virtù. Si narra la storia di Marta, che viene cacciata di casa dal marito dietro il sospetto di un tradimento che si riduce invece a qualche lettera appassionata e filosoficheggiante che le indirizza un intellettuale del luogo, Gregorio Alvignani, deputato al Parlamento. Creduta colpevole da tutti e persino dal padre, Marta,dopo aver cercato di guadagnarsi la vita in paese, accetta un posto di maestra a Palermo. Sarà qui che tornerà ad affacciarsi l'ombra del marito e che lei, giovane e bella, diventerà facilmente vittima dell'Alvignani. Ma la sua scelta la porterà al distacco da tutti coloro che l'avevano esclusa.",236,"['Classics', 'Italian Literature', 'Fiction', 'Italy', 'Nobel Prize', 'Literature', 'Read For School']","1,256 follower",87 review,"1,229",24 (1%),148 (7%),557 (29%),789 (41%),378 (19%)
When Hope Springs New,Janette Oke,4.18,"6,952 rating","January 1, 1986","Leaving behind their dear friends in Beaver Creek, Elizabeth and Wynn take over an even more primitive outpost in the Canadian Northwest. Elizabeth finds herself totally isolated because of the Indian women's fear to even communicate with her. They thought they had already faced the most crushing disappointment of their lives when they saw little Sammy disappear from view in the arms of his father. Would they be able to survive the challenges ahead? The best in prairie love stories from bestselling author Janette Oke!",222,"['Christian Fiction', 'Historical Fiction', 'Fiction', 'Romance', 'Christian', 'Historical', 'Christian Romance']","3,023 follower",232 review,296,41 (<1%),210 (3%),"1,237 (17%)","2,412 (34%)","3,052 (43%)"
