title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Among the Hidden,Margaret Peterson Haddix,3.99,"124,580 rating","September 1, 1998","SHADOW CHILDRENLuke has never been to school. He's never had a birthday party, or gone to a friend's house for an overnight. In fact, Luke has never had a friend.Luke is one of the shadow children, a third child forbidden by the Population Police. He's lived his entire life in hiding, and now, with a new housing development replacing the woods next to his family's farm, he is no longer even allowed to go outside.Then, one day Luke sees a girl's face in the window of a house where he knows two other children already live. Finally, he's met a shadow child like himself. Jen is willing to risk everything to come out of the shadows - does Luke dare to become involved in her dangerous plan? Can he afford not to?",153,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Fantasy']","6,027 follower","6,984 review",103,"2,067 (1%)","6,431 (5%)","27,205 (21%)","43,746 (35%)","45,131 (36%)"
Patrimony,Philip Roth,4.21,"5,372 rating","January 1, 1991","Patrimony, a true story, touches the emotions as strongly as anything Philip Roth has ever written. Roth watches as his eighty-six-year-old father—famous for his vigor, charm, and his repertoire of Newark recollections—battles with the brain tumor that will kill him. The son, full of love, anxiety, and dread, accompanies his father through each fearful stage of his final ordeal, and, as he does so, discloses the survivalist tenacity that has distinguished his father's long, stubborn engagement with life.",240,"['Memoir', 'Nonfiction', 'Biography', 'American', 'Biography Memoir', 'The United States Of America', 'Literature']","6,690 follower",509 review,260,22 (<1%),117 (2%),802 (14%),"2,226 (41%)","2,205 (41%)"
Put Out the Fires,Maureen Lee,4.36,661 rating,"December 28, 1996","The second novel in bestseller Maureen Lee's outstanding Liverpool sequence about family life during the Second World War September 1940 - the cruellest year of war for Britain's civilians as the Luftwaffe mercilessly blitz their cities. In Pearl Street, near Liverpool's docks, families struggle to cope the best they can. A nasty surprise for ever-cheerful dressmaker Brenda Mahon, and flighty Sean's love for little Alice, show how life goes on even when it appears to be falling apart. Yet while Eileen Costello tries to hide her ruined hopes of happiness with Nick, and do her best by the husband she hoped had gone for ever, Ruth Singerman returns, having escaped from Austria. Even the joy of seeing her father again cannot make up for the bitter loss of her children.",496,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'British Literature', 'World War II']",261 follower,34 review,60,9 (1%),13 (1%),75 (11%),197 (29%),367 (55%)
"Nausicaä of the Valley of the Wind, Vol. 6",Hayao Miyazaki,4.60,"2,550 rating","January 1, 1993","In a long-ago war, humankind set off a devastating ecological disaster. Now the Earth is slowly submerging beneath the expanding Sea of Corruption, an enormous toxic forest filled with mutant fungi that release a miasma of poisonous spores into the air. Nausicaa, a compassionate young princess, and her allies fight to create peace between kingdoms fighting over the world's remaining precious natural resources. Nausicaa embarks on an inner, spiritual journey to the heart of the Sea of Corruption, where she discovers its surprising secret. She returns to the land of the living, compelled to share her discovery, but Nausicaa accidentally awakens a God Warrior - a biotechnological abomination of the war known as the Seven Days of Fire - from its stasis. And now the monstrous yet childlike God Warrior thinks Nausicaa is its mother!",159,"['Manga', 'Comics', 'Graphic Novels', 'Fantasy', 'Science Fiction', 'Fiction', 'Graphic Novels Comics']","2,925 follower",71 review,359,2 (<1%),19 (<1%),145 (5%),659 (25%),"1,725 (67%)"
"His Toy, His Dream, His Rest",John Berryman,4.38,69 rating,"January 1, 1968",Continues and concludes the long poem begun in 77 Dream Songs. Winner of the National Book Award.,317,['Poetry'],221 follower,3 review,121,0 (0%),2 (2%),9 (13%),19 (27%),39 (56%)
The Gods of Mars,Edgar Rice Burroughs,3.88,"19,219 rating","January 1, 1913","After the long exile on Earth, John Carter finally returned to his beloved Mars. But beautiful Dejah Thoris, the woman he loved, had vanished. Now he was trapped in the legendary Eden of Mars -- an Eden from which none ever escaped alive.The Gods of Mars is a science fantasy novel by American writer Edgar Rice Burroughs, the second of his Barsoom series. It was first published in The All-Story as a five-part serial in the issues for January-May 1913.[1] It was later published as a complete novel by A. C. McClurg in September, 1918.Excerpt:For moments after that awful laugh had ceased reverberating through the rocky room, Tars Tarkas and I stood in tense and expectant silence. But no further sound broke the stillness, nor within the range of our vision did aught move.At length Tars Tarkas laughed softly, after the manner of his strange kind when in the presence of the horrible or terrifying. It is not an hysterical laugh, but rather the genuine expression of the pleasure they derive from the things that move Earth men to loathing or to tears.Often and again have I seen them roll upon the ground in mad fits of uncontrollable mirth when witnessing the death agonies of women and little children beneath the torture of that hellish green Martian fete-the Great Games.I looked up at the Thark, a smile upon my own lips, for here in truth was greater need for a smiling face than a trembling chin.",190,"['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Pulp', 'Science Fiction Fantasy', 'Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Pulp', 'Science Fiction Fantasy', 'Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Pulp', 'Science Fiction Fantasy']","2,586 follower","1,050 review","3,035",197 (1%),913 (4%),"5,215 (27%)","7,522 (39%)","5,372 (27%)"
Call for the Dead,John le Carré,3.85,"38,397 rating","January 1, 1961","John le Carré classic novels deftly navigate readers through the intricate shadow worlds of international espionage with unsurpassed skill and knowledge, and have earned him -- and his hero, British Secret Service Agent George Smiley, who is introduced in this, his first novel -- unprecedented worldwide acclaim. George smiley had liked Samuel Fennan, and now Fennan was dead from an apparent suicide. But why? Fennan, a Foreign Office man, had been under investigation for alleged Communist Party activities, but Smiley had made it clear that the investigation -- little more than a routine security check -- was over and that the file on Fennan could be closed. The very next day, Fennan was found dead with a note by his body saying his career was finished and he couldn't go on. Smiley was puzzled...",144,"['Fiction', 'Mystery', 'Thriller', 'Espionage', 'Crime', 'Mystery Thriller', 'Audiobook']","8,512 follower","2,609 review",174,351 (<1%),"1,446 (3%)","10,569 (27%)","17,278 (44%)","8,753 (22%)"
A Rose for Emily,William Faulkner,3.83,"10,768 rating","April 30, 1930","Emily is a member of a family in the antebellum Southern aristocracy; after the Civil War, the family has fallen on hard times.",36,"['Short Stories', 'Classics', 'Fiction', 'Horror', 'Gothic', 'School', 'Read For School']","9,238 follower",887 review,928,190 (1%),717 (6%),"2,813 (26%)","4,045 (37%)","3,003 (27%)"
Moonraker,Ian Fleming,3.79,"27,211 rating","January 1, 1955","‘Benzedrine,’ said James Bond. ‘It’s what I shall need If I’m going to keep my wits about me tonight. It’s apt to make one a bit overconfident, but that’ll help too.’ He stirred the champagne so that the white powder whirled among the bubbles. Then he drank the mixture down with one long swallow. ‘It doesn’t taste,’ said Bond, ‘And the champagne is quite excellent’At M’s request, Bond has gone up against Sir Hugo Drax at the card table, on a mission to teach the millionaire and head of the Moonraker project a lesson he won’t forget, and prevent a scandal engulfing Britain’s latest defence system. But there is more to the mysterious Drax than simply cheating at cards. And once Bond delves deeper into goings-on at the Moonraker base he discovers that both the project and its leader are something other than they pretend to be …",310,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Audiobook', 'Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Audiobook', 'Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Audiobook']","3,013 follower","1,764 review",667,218 (<1%),"1,457 (5%)","8,242 (30%)","11,089 (40%)","6,205 (22%)"
Flying Fury: Five Years in the Royal Flying Corps,James McCudden,4.34,680 rating,"January 1, 1918","The day-to-day insights of a brilliantly daring World War I ace that only ends with his death at the age of 23 . . .James McCudden was an outstanding British fighter ace of World War I, whose daring exploits earned him a tremendous reputation and, ultimately, an untimely end. Here, in this unique and gripping firsthand account, he brings to life some of aviation history's most dramatic episodes in a memoir completed at the age of twenty-three, just days before his tragic death. During his time in France with the Royal Flying Corps from 1914 to 1918, McCudden rose from mechanic to pilot and flight commander. Following his first kill in September 1916, McCudden shot down a total of fifty-seven enemy planes, including a remarkable three in a single minute in January 1918. A dashing patrol leader, he combined courage, loyalty, and judgment, studying the habits and psychology of enemy pilots and stalking them with patience and tenacity.Written with modesty and frankness, yet acutely perceptive, Flying Fury is both a valuable insight into the world of early aviation and a powerful account of courage and survival above the mud and trenches of Flanders. Fighter ace James McCudden died in July 1918, after engine failure caused his plane to crash just four months before the end of World War I. His success as one of Britain's deadliest pilots earned him the Victoria Cross.",288,"['Aviation', 'World War I', 'Biography', 'Nonfiction', 'History', 'Military History']",2 follower,35 review,3,6 (<1%),16 (2%),82 (12%),215 (31%),361 (53%)
The Children's Hour,Lillian Hellman,3.96,"14,405 rating","January 1, 1934","Cast 2 men, 12 women. One of the great successes of this distinguished writer. A serious and adult play about two women who run a school for girls. After a malicious youngster starts a rumor about the two women, the rumor soon turns to scandal. As the young girl comes to understand the power she wields, she sticks by her story, which precipitates tragedy for the women. It is later discovered that the gossip was pure invention, but it is too late. Irreparable damage has been done.",75,"['Plays', 'Classics', 'Drama', 'Theatre', 'Fiction', 'LGBT', 'Queer']",187 follower,330 review,73,431 (2%),749 (5%),"2,923 (20%)","5,111 (35%)","5,191 (36%)"
The Bicentennial Man and Other Stories,Isaac Asimov,4.13,"14,579 rating","February 1, 1976","Andrew was one of Earth's first house robot domestic servants—smoothly designed and functional. But when Andrew started to develop special talents which exceeded the confines of his allotted positronic pathways, he abandoned his domestic duties in favour of more intellectual pursuits. As time passed, Andrew acquired knowledge, feelings and ambitions way beyond anything ever experienced by any other mechanical men. And he found himself launched on to a career which would bring him fame fortune — and danger. For a robot who wants to be human must also be prepared to die...In the Bicentennial Man, Isaac Asimov returns to his first and most enduring love — robotics. The result is a brilliant book of first-class entertainment and mind-spinning ideas which confirm Asimov's supreme status as Grand Master of science fiction.Content""Feminine Intuition"" (1969)""Waterclap"" (1970) ""That Thou Art Mindful of Him"" (1974)""Stranger in Paradise"" (1974)""The Life and Times of Multivac"" (1975)""The Winnowing"" (1976)""The Bicentennial Man"" (1976)""Marching In"" (1976) ""Old-Fashioned"" (1976)""The Tercentenary Incident"" (1976)""Birth of a Notion"" (1976)Cover Illustration: Don Dixon",211,"['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Robots', 'Science Fiction Fantasy', 'Collections']",24.8k follower,561 review,"4,420",62 (<1%),384 (2%),"2,696 (18%)","5,909 (40%)","5,528 (37%)"
A Hunger Artist,Franz Kafka,4.11,"18,103 rating","January 1, 1924","The last book published during Kafka's lifetime, A Hunger Artist (1924) explores many of the themes that were close to him: spiritual poverty, asceticism, futility, and the alienation of the modern artist. He edited the manuscript just before his death, and these four stories are some of his best known and most powerful work, marking his maturity as a writer. In addition to ""First Sorrow,"" ""A Little Woman,"" and ""Josephine the Singer, or the Mouse People"" is the title story, ""A Hunger Artist,"" which has been called by the critic Heinz Politzer ""a perfection, a fatal fulfillment that expresses Kafka's desire for permanence."" The three volumes Twisted Spoon Press has published: Contemplation, A Country Doctor, and A Hunger Artist are the collections of stories that Kafka had published during his lifetime. Though each volume has its own distinctive character, they have most often appeared in English in collected editions. They are presented here as separate editions, in new translations by Kevin Blahut, each with its own illustrator from the Prague community.",84,"['Short Stories', 'Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Literary Fiction', 'Short Stories', 'Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Literary Fiction', 'Short Stories', 'Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Literary Fiction', 'Short Stories', 'Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Literary Fiction', 'Short Stories', 'Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Literary Fiction']",29.1k follower,"1,039 review","2,758",166 (<1%),652 (3%),"3,314 (18%)","6,931 (38%)","7,040 (38%)"
The Coherence of Theism,Richard Swinburne,3.99,88 rating,"December 29, 1977","This book investigates what it means, and whether it is coherent, to say that there is a God. The author concludes that, despite philosophical objections, the claims which religious believers make about God are generally coherent; and that although some important claims are coherent only ifthe words by which they are expressed are being used in stretched or analogical senses, this is in fact the way in which theologians have usually claimed they are being used. This revised edition includes various minor corrections and clarifications.",328,"['Philosophy', 'Religion', 'Theology', 'Nonfiction', 'Atheism', 'Christian']",127 follower,10 review,43,2 (2%),3 (3%),19 (21%),34 (38%),30 (34%)
Light a Penny Candle,Maeve Binchy,3.96,"21,018 rating","January 1, 1982","Evacuated from Blitz-battered London, shy and genteel Elizabeth White is sent to stay with the boisterous O’Connors in Kilgarret, Ireland. It is the beginning of an unshakeable bond between Elizabeth and Aisling O’Connor, a friendship that will endure through twenty turbulent years of change and chaos, joy and sorrow, soaring dreams and searing betrayals.Writing with warmth, wit and great compassion, Maeve Binchy tells a magnificent story of the lives and loves of two women, bound together in a friendship that nothing could tear asunder -- not even the man who threatened to come between them forever.",832,"['Fiction', 'Ireland', 'Chick Lit', 'Historical Fiction', 'Romance', 'Irish Literature', 'Adult Fiction']","4,496 follower",966 review,248,210 (<1%),888 (4%),"5,204 (24%)","7,988 (38%)","6,728 (32%)"
Harlequin Valentine,Neil Gaiman,3.74,"3,332 rating","March 1, 1999","In this modern hardcover retelling of a classic commedia dell'arte legend of tomfoolery and hopeless, fawning love, creators Neil Gaiman (The Sandman, the Newbery Medal-winning The Graveyard Book) and John Bolton (Evil Dead) update the relationship of Harlequin and Columbine. A buffoon burdened with a brimming heart, Harlequin chases his sensible, oblivious Columbine around the city streets, having given his heart freely. Consumed with love, the impulsive clown sees his heart dragged about town, with a charming surprise to bend the tale in a modern direction. Gaiman's writing is poetic and as heartfelt as the subject matter. Bolton's art, a combination of digitally enhanced photorealism and dynamic painting, provides sensational depth with bright characters over fittingly muted backgrounds. Those who have spent Valentine's Day alone are aware that the cold February holiday can be hard to swallow. Gaiman and Bolton want you to know that all it takes is a steak knife, a fork, and a bottle of quality ketchup!",40,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Short Stories', 'Horror', 'Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Short Stories', 'Horror', 'Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Short Stories', 'Horror']",314k follower,159 review,"2,138",52 (1%),254 (7%),"1,043 (31%)","1,130 (33%)",853 (25%)
The ABC of Communism,Nikolai Bukharin,3.63,309 rating,"January 1, 1919","A duo of classic Russian Communist texts are presented together in this single volume. First published in 1919 and 1920 respectively, Programme of the Russian Communist Party and ABC of Communism were created as popular introductions, explanations, and commentary for the masses on the new party. Today they serve as historical documents and offer a non-Stalinist view of early Russian Communism. A new introduction and a glossary are included.Author Biography: Nicholas I. Bukharin was a member of the Russian Communist Party. He was the editor of Pravda and the author of Economics of the Transition Period, Historical Materialism, and Imperialism and World Economy. Evgenii A. Preobrazhensky was a member of the Russian Communist Party and was elected to the secretariat of the party central committee. He was the author of The Crisis of Soviet Industrialization, From NEP to Socialism, and The New Economics.",479,"['Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Russia', 'Theory', 'Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Russia', 'Theory', 'Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Russia', 'Theory', 'Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Russia', 'Theory', 'Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Russia', 'Theory']",50 follower,42 review,67,12 (3%),27 (8%),90 (29%),114 (36%),66 (21%)
Doom Patrol: Book One,Grant Morrison,4.32,"1,188 rating","July 1, 1990","The groundbreaking series from Grant Morrison that led American comics in a wholly unexpected direction. Originally conceived in the 1960s by the visionary team of writer Arnold Drake and artist Bruno Premiani, the Doom Patrol was reborn a generation later through Grant Morrison’s singular imagination. Though they are super-powered beings, and though their foes are bent on world domination, convention ends there. Shunned as freaks and outcasts, and tempered by loss and insanity, this band of misfits faces threats so mystifying in nature and so corrupted in motive that reality itself threatens to fall apart around them—but it’s still all in a day’s work for the Doom Patrol. Written by Grant Morrison and featuring art by Richard Case, John Nyberg, Doug Braithwaite, Scott Hanna and Carlos Garzón, Doom Patrol: Book One collects issues #19-34 and includes introductions by Morrison and editor Tom Peyer.",424,"['Comics', 'Graphic Novels', 'Dc Comics', 'Fiction', 'Superheroes', 'Horror', 'Science Fiction']","4,225 follower",147 review,"2,001",8 (<1%),25 (2%),133 (11%),434 (36%),588 (49%)
Cinco horas con Mario,Miguel Delibes,3.90,"5,799 rating","January 1, 1966",Librarian note: An alternative cover for this ISBN can be found here.,296,"['Spanish Literature', 'Classics', 'Fiction', 'Spain', 'Drama', '20th Century', 'Novels']",484 follower,395 review,156,131 (2%),413 (7%),"1,240 (21%)","2,133 (36%)","1,882 (32%)"
The Occult Reich,J.H. Brennan,3.13,47 rating,"May 1, 1974",British account of occultism during the Third Reich.It is one of the most prominent books on the subject matter. It was first published in the UK in 1974 by Futura Publications,192,"['Nonfiction', 'Occult', 'World War II', 'History', 'Mythology', 'Magic']",44 follower,6 review,103,4 (8%),7 (14%),18 (38%),15 (31%),3 (6%)
Comics and Sequential Art,Will Eisner,4.11,"6,150 rating","November 1, 1985","Eisner presents the principles of graphic storytelling in this guide, which is based on his popular sequential art course at New York's School of Visual Art. Readers will learn the basic anatomy, fundamentals of storycraft and how the medium works as a means of expression.",163,"['Comics', 'Art', 'Nonfiction', 'Graphic Novels', 'Writing', 'Reference', 'Drawing']",506 follower,146 review,670,179 (2%),258 (4%),"1,079 (17%)","1,805 (29%)","2,829 (46%)"
Dino: Living High in the Dirty Business of Dreams,Nick Tosches,4.04,995 rating,"January 1, 1992","From dealing blackjack in the small-time gangster  town of Steubenville, Ohio, to carousing with the  famous ""Rat Pack"" in a Hollywood he  called home, Dean Martin lived in a grandstand,  guttering life of booze, broads, and big money. He  rubbed shoulders with the mob, the Kennedys, and  Hollywood's biggest stars. He was one of America's  favorite entertainers. But no one really knew him.  Now Nick Tosches reveals the man behind the  image--the dark side of the American dream. It's a  wild, illuminating, sometimes shocking tale of sex,  ambition, heartaches--and a life lived hard, fast,  and without  apologies.",620,"['Biography', 'Music', 'Nonfiction', 'Film', 'Biography Memoir', 'History', 'Media Tie In']",218 follower,122 review,66,16 (1%),48 (4%),186 (18%),376 (37%),369 (37%)
Cotton Comes to Harlem,Chester Himes,3.81,"2,168 rating","January 1, 1964","Black flim-flam man Deke O'Hara is no sooner out of Atlanta's state penitentiary than he's back on the streets working the scam of a lifetime. As sponsor of the Back-to-Africa movement he's counting on the big Harlem rally to produce a big collection-for his own private charity. But the take-$87,000-is hijacked by white gunmen and hidden in a bale of cotton that suddenly everybody wants to get his hands on. With Coffin Ed Johnson and Grave Digger Jones on everyone's trail and piecing together the complexity of the scheme, Cotton Comes to Harlem is one of Himes's hardest-hitting and most entertaining thrillers.",160,"['Mystery', 'Fiction', 'Crime', 'Noir', 'African American', 'Classics', 'Mystery Thriller']",419 follower,218 review,147,29 (1%),140 (6%),565 (26%),916 (42%),518 (23%)
Mangeclous,Albert Cohen,4.10,331 rating,"January 1, 1938","Mangeclous, un des sommets de la littérature contemporaine. Mangeclous, livre plein d'une verve triomphale, livre d'une liberté extraordinaire (nous sommes à l'époque des livres contraints), livre riche (nous sommes à l'époque des livres pauvres), livre gras (nous sommes à l'époque des livres maigres), grand livre enfin. Mangeclous est pour moi l'exemple à peu près unique, dans la littérature contemporaine, d'une épopée comique, c'est-à-dire d'un comique grand. Une épopée, et pourtant on ne cesse pas de hurler de rire.Félicien Marceau, de l'Académie française.Un héros comme Mangeclous atteint à l'épique. Il y a là, à mon sens, quelque chose sans aucune espèce de comparaison. Il y a du souffle de Rabelais. C'est comme dans Rabelais: on accepte tout. On accepte tout parce qu'il y a encore un amour du personnage, parce qu'il y a une manière démesurée de le traiter qui fait que simplement on est ébloui.Joseph Kessel, de l'Académie française.L'admirable Mangeclous, un grand héros comique d'une drôlerie extraordinaire. Le comique de Mangeclous est juif par sa subtilité, par les récifs de mélancolie qui affleurent soudain, par l'observation féroce et tendre qui le nourrit. Mais ce roman acquiert une portée générale par son humanité, son grand rire salubre, sa verve populaire. Sa fraîcheur, sa fruste saveur, sa robuste simplicité le font accéder à la majesté des légendes populaires et des grandes épopées.Marcel Pagnol, de l'Académie française.",496,"['France', 'Fiction', 'Roman', 'Novels', 'Literature', 'French Literature', '20th Century']",163 follower,22 review,138,5 (1%),17 (5%),56 (16%),116 (35%),137 (41%)
Les Mandarins: Tome 1,Simone de Beauvoir,4.13,613 rating,"January 1, 1954","«– Qu'est-ce qui ne va pas ?– Rien, tout va très bien, dis-je d'un ton dégagé.– Allons ! Allons ! je sais ce que ça veut dire quand tu prends ta voix de dame du monde, dit Robert. Je suis sûr qu'en ce moment ça tourne dur dans cette tête. Combien de verres de punch as-tu bus ?– Sûrement moins que vous, et le punch n'y est pour rien.– Ah ! tu avoues ! dit Robert d'un ton triomphant ; il y a quelque chose et le punch n'y est pour rien ; quoi donc ?– C'est Scriassine, dis-je en riant ; il m'a expliqué que les intellectuels français étaient foutus.»",512,"['Fiction', 'Novels', 'France', 'Classics', 'Feminism', 'Roman', 'French Literature']","9,113 follower",71 review,307,4 (<1%),19 (3%),107 (17%),248 (40%),235 (38%)
