title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Dark Angel,V.C. Andrews,3.99,"19,620 rating","January 1, 1986","At last, Heaven would find the happiness she longed for...free from the scorn and contempt of her past!  In her grandmother's fine, rich Boston house, Heaven Leigh Casteel dreamed of a wonderful new life of new friends, the best schools, beautiful clothes and most important, love. The pearls of culture, wisdom and breeding would now be hers. Soon she would make the Casteel name respectable, find her brothers and sisters, and have a family again.  But even in the world of the wealthy, there were strange forebodings, secrets best forgotten. And as Heaven reached out for love, she was slowly ensnared in a sinister web of cruel deceits and hidden passions!",443,325,"8,072 follower","['Fiction', 'Young Adult', 'Horror', 'Romance', 'Gothic', 'Drama', 'Chick Lit']",336 review,"7,278 (37%)","6,382 (32%)","4,669 (23%)","1,098 (5%)",193 (<1%)
Tales of Nevèrÿon,Samuel R. Delany,3.92,"1,548 rating","September 1, 1979","In his four-volume series Return to Nevèrÿon, Hugo and Nebula award-winner Samuel R. Delany appropriated the conceits of sword-and-sorcery fantasy to explore his characteristic themes of language, power, gender, and the nature of civilization. Wesleyan University Press has reissued the long-unavailable Nevèrÿon volumes in trade paperback. The eleven stories, novellas, and novels in Return to Nevèrÿon's four volumes chronicle a long-ago land on civilization's brink, perhaps in Asia or Africa, or even on the Mediterranean. Taken slave in childhood, Gorgik gains his freedom, leads a slave revolt, and becomes a minister of state, finally abolishing slavery. Ironically, however, he is sexually aroused by the iron slave collars of servitude. Does this contaminate his mission - or intensify it? Presumably elaborated from an ancient text of unknown geographical origin, the stories are sunk in translators' and commentators' introductions and appendices, forming a richly comic frame.",260,276,"1,996 follower","['Fantasy', 'Fiction', 'Science Fiction', 'Short Stories', 'Queer', 'Sword and Sorcery', 'Science Fiction Fantasy']",151 review,511 (33%),570 (36%),333 (21%),95 (6%),39 (2%)
Danzig Passage,Bodie Thoene,4.41,"4,871 rating","June 1, 1991","A boarded-up church, a dressmaker's shop, a ""borrowed"" apartment, a Vienna pawnshop, a locked train compartment are these places of safety before making it to the Danzig Passage or way stations to betrayal and destruction? The net of Hitler's Third Reich begins to close around the Jews in prewar Europe, and millions are trapped in his sinister web. Kristal Nacht, the Night of Broken Glass, shatters the last illusions for thousands who hoped to escape the Nazi terror. As the synagogues of Berlin burn and Jewish homes are plundered, two families face the grim reality of life in the New Germany. Anna Lindheim's sister Helen and her pastor husband Karl Ibsen are arrested for helping the Jews. The Ibsen children, Lori and Jamie, must find a way to escape their Nazi pursuers and get past the iron gates that keep them imprisoned in the Reich. Young Peter Wallich, with his mother, sister and baby brother, faces the same dilemma. How can he, a Jew, get them out of Vienna to safety? How can they reach Danzig, the one place that offers hope, the promise of freedom? And then there is Lucy, in such desperate straits herself. How can she possibly help these children? What Can One Person Do?",416,244,"1,220 follower","['Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'World War II', 'Romance', 'Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'World War II', 'Romance', 'Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'World War II', 'Romance']",113 review,"2,719 (55%)","1,578 (32%)",477 (9%),63 (1%),34 (<1%)
Six Characters in Search of an Author,Luigi Pirandello,3.83,"20,006 rating","March 9, 1921","One of the major figures of modern theater, Luigi Pirandello (1867–1936) wrote dramas and satires that sparked controversy with their radical departures from conventional theatrical techniques. His most celebrated work, Six Characters in Search of an Author, embodies the Nobel Prize-winning playwright's innovations by presenting an open-ended drama on a stage without sets.First performed in 1923, this intellectual comedy introduces six individuals to a stage where a company of actors has assembled for a rehearsal. Claiming to be the incomplete, unused creations of an author's imagination, they demand lines for a story that will explain the details of their lives. In ensuing scenes, these ""real-life characters,"" all professing to be part of an extended family, produce a drama of sorts — punctuated by disagreements, interruptions, and arguments. In the end they are dismissed by the irate manager, their dilemma unsolved and the ""truth"" a matter of individual viewpoints.A tour de force exploring the many faces of reality, this classic is now available in an inexpensive edition that will be welcomed by amateur theatrical groups as well as by students of drama.",64,"1,229","1,256 follower","['Plays', 'Drama', 'Classics', 'Theatre', 'Fiction', 'Italian Literature', 'Italy', 'Plays', 'Drama', 'Classics', 'Theatre', 'Fiction', 'Italian Literature', 'Italy', 'Plays', 'Drama', 'Classics', 'Theatre', 'Fiction', 'Italian Literature', 'Italy']",900 review,"5,879 (29%)","7,295 (36%)","4,831 (24%)","1,473 (7%)",528 (2%)
Guess How Much I Love You,Sam McBratney,4.38,"141,592 rating","January 1, 1988","""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him.",20,252,435 follower,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Family', 'Love', 'Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Family', 'Love', 'Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Family', 'Love']","2,166 review","85,843 (60%)","32,491 (22%)","17,107 (12%)","4,156 (2%)","1,995 (1%)"
The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter,4.15,"5,816 rating","January 1, 1981","Brilliant, shattering, mind-jolting, The Mind's I is a searching, probing cosmic journey of the mind that goes deeply into the problem of self and self-consciousness as anything written in our time. From verbalizing chimpanzees to scientific speculations involving machines with souls, from the mesmerizing, maze-like fiction of Borges to the tantalizing, dreamlike fiction of Lem and Princess Ineffable, her circuits glowing read and gold, The Mind's I  opens the mind to the Black Box of fantasy, to the windfalls of reflection, to new dimensions of exciting possibilities.""Ever since David Hume declared in the 18th century that the Self is only a heap of perceptions, the poor Ego has been in a shaky conditions indeed...Mind and consciousness becomes dispensable items in our accounts of reality, ghosts in the bodily machine...Yet there are indications here and there that the tide may be tuming...and the appearance of The Mind's I, edited by Douglas R. Hofstadter and Daniel C. Dennett, seems a welcome sign of change."" William Barrett, The New York Times Book Review",512,37,"2,054 follower","['Philosophy', 'Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Essays', 'Artificial Intelligence', 'Philosophy', 'Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Essays', 'Artificial Intelligence', 'Philosophy', 'Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Essays', 'Artificial Intelligence']",153 review,"2,477 (42%)","2,085 (35%)",981 (16%),201 (3%),72 (1%)
A Very Long Engagement,Sébastien Japrisot,3.90,"7,257 rating","September 6, 1991","In January 1917, five wounded French soldiers, their hands bound behind them, are brought to the front at Picardy by their own troops, forced into the no-man's land between the French and German armies, and left to die in the cross fire. Their brutal punishment has been hushed up for more than two years when Mathilde Donnay, unable to walk since childhood, begins a relentless quest to find out whether her fiancé, officially ""killed in the line of duty,"" might still be alive. Tipped off by a letter from a dying soldier, the shrewd, sardonic, and wonderfully imaginative Mathilde scours the country for information about the men. As she carries her search to its end, an elaborate web of deception and coincidence emerges, and Mathilde comes to an understanding of the horrors, and the acts of kindness, brought about by war.A runaway bestseller in France and the winner of the 1991 Prix Interallié, this astonishing novel is many things at once: an absorbing mystery, a playful study of the different ways one story can be told, a moving and incisive portrait of life in France during and after the First World War, and a love story of transforming power and beauty.",327,48,134 follower,"['Historical Fiction', 'Fiction', 'France', 'Romance', 'War', 'World War I', 'Historical', 'Historical Fiction', 'Fiction', 'France', 'Romance', 'War', 'World War I', 'Historical', 'Historical Fiction', 'Fiction', 'France', 'Romance', 'War', 'World War I', 'Historical']",658 review,"2,151 (29%)","2,873 (39%)","1,714 (23%)",398 (5%),121 (1%)
Italian Folktales,Italo Calvino,4.17,"4,198 rating","November 1, 1956","One of the  New York Times ’s Ten Best Books of the These traditional stories of Italy, retold by a literary master, are “a treasure” ( Los Angeles Times ). Filled with kings and peasants, saints and ogres—as well as some quite extraordinary plants and animals—these two hundred tales bring to life Italy’s folklore, sometimes with earthy humor, sometimes with noble mystery, and sometimes with the playfulness of sheer nonsense. Selected and retold by one of the country’s greatest literary icons, “this collection stands with the finest folktale collections anywhere” ( The New York Times Book Review ). “For readers of any age . . . A masterwork.” — The Wall Street Journal “A magic book, and a classic to boot.” — Time ",800,479,"7,826 follower","['Fiction', 'Short Stories', 'Italy', 'Fantasy', 'Italian Literature', 'Folklore', 'Fairy Tales']",269 review,"1,804 (42%)","1,508 (35%)",722 (17%),134 (3%),30 (<1%)
A Perfect Evil,Alex Kava,4.03,"19,397 rating","June 17, 2000","A killer is watching . . .The brutal murders of three young boys paralyze the citizens of Platte City, Nebraska. What's worse is the grim realization that the man recently executed for the crimes was a copycat. When Sheriff Nick Morrelli is called to the scene of another grisly murder, it becomes clear that the real predator is still at large, waiting to kill again.Morreli understands the urgency of the case terrorizing his community, but it's the experienced eye of FBI criminal profiler Maggie O'Dell that pinpoints the true nature of the evil behind the killings -- a revelation made all the more horrific when Morrelli's own nephew goes missing.Maggie understands something else: the killer is enjoying himself, relishing his ability to stay one step ahead of her, making this case more personal by the hour. Because out there, watching, is a killer with a heart of pure and perfect evil.",461,51,"2,429 follower","['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Romance']",838 review,"6,917 (35%)","7,486 (38%)","3,903 (20%)",747 (3%),344 (1%)
The Blue Flowers,Raymond Queneau,4.04,"2,715 rating","May 26, 1965","En el París de la década de 1960, Cidrolin, un insólito individuo que vive en un barco amarrado en el Sena, pasa las tardes durmiendo la siesta. Durante sus cabezadas, sueña con las aventuras del duque d'Auge, un caballero medieval que viaja en el tiempo a lomos de un caballo charlatán y filósofo. ¿O es el duque d'Auge el que sueña con Cidrolin y los avatares de un hombre del siglo XX?Incapaces de descubrir quién sueña con quién, nos adentraremos en un mundo cómico y épico a la vez capaz de provocar carcajadas o de mover a la reflexión. Los juegos del lenguaje, el anacronismo o las citas permiten a Raymond Queneau crear un singular escenario sobre el que cuestiona el sentido de la historia, de las ideologías y de la propia escritura.Queneau, uno de los autores más imaginativos y lúdicos de la literatura moderna integra varias lecturas en una: una novela de amor, un juego entre el sueño y la realidad o una parodia de la novela histórica. Pero Flores azules es, ante todo, una narración asombrosamente divertida y de una riqueza estilística y referencial desbordante. Una novela que invita a ser leída una y otra vez y a descubrir los secretos que esconde en cada una de sus páginas.",232,192,517 follower,"['Fiction', 'France', 'French Literature', 'Classics', 'Novels', 'Literature', 'Roman']",181 review,"1,047 (38%)",960 (35%),526 (19%),132 (4%),50 (1%)
Reach for Tomorrow,Arthur C. Clarke,3.86,"1,234 rating","January 1, 1956","From the grandmaster of science fiction, a dozen memorable tales filled with wonder and imagination.From the Paperback edition.",176,"1,419",10.4k follower,"['Science Fiction', 'Fiction', 'Short Stories', 'Collections', 'Anthologies', 'Speculative Fiction', 'Science Fiction Fantasy']",60 review,311 (25%),499 (40%),369 (29%),45 (3%),10 (<1%)
El rey de hierro,Maurice Druon,4.07,"20,109 rating","April 25, 1955","¡Todos malditos, hasta la séptima generación!Ésa es la terrible maldición que el jefe de los templarios lanza a la cara de Felipe el Hermoso, rey de Francia.Corre el año 1314 y la profecía parece haberse hecho realidad: durante más de medio siglo, los reyes se suceden en el trono de Francia, pero nunca duran mucho tiempo. De las intrigas palaciegas a las muertes súbitas e inexplicables, de las batallas entre las dinastías a las guerras desastrosas, todo parece fatalmente regido por el sino de los Reyes Malditos.El futuro de Europa está en juego durante esos años negros. Un periodo turbio de la historia y, al mismo tiempo, una época extraordinaria... Maurice Druon supo narrar como ningún otro las historias secretas, las pasiones y debilidades de ese periodo.",344,109,690 follower,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'France', 'Medieval', 'Classics']","1,479 review","7,387 (36%)","8,043 (39%)","3,643 (18%)",789 (3%),247 (1%)
Dinosaurs Before Dark,Mary Pope Osborne,3.97,"42,294 rating","July 28, 1992","Jack and Annie's very first fantasy adventure in the bestselling middle-grade series—the Magic Tree House!Where did the tree house come from?Before Jack and Annie can find out, the mysterious tree house whisks them to the prehistoric past. Now they have to figure out how to get home. Can they do it before dark . . . or will they become a dinosaur's dinner?",68,895,"2,273 follower","['Fantasy', 'Childrens', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade', 'Fantasy', 'Childrens', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade', 'Fantasy', 'Childrens', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade']","3,511 review","16,610 (39%)","12,329 (29%)","9,968 (23%)","2,397 (5%)",990 (2%)
The Twelve Dancing Princesses: A Folk Tale from the Brothers Grimm,Freya Littledale,3.50,56 rating,"August 1, 1988","Every night, the king locks his 12 daughters in their room. Every morning, he finds them looking pale with their new dancing slippers in tatters. Can a young gardener solve the mystery without becoming bewitched himself?",32,38,6 follower,"['Picture Books', 'Fairy Tales', 'Childrens', 'Fiction', 'Fantasy', 'Classics']",10 review,14 (25%),10 (17%),23 (41%),8 (14%),1 (1%)
"Dr. Strangelove, or, How I Learned to Stop Worrying and Love the Bomb",Peter  George,3.82,"1,217 rating","January 1, 1963","The novelization of the movie. Co-written by Peter Bryan George, the author of Red Alert which was the novel that served as the source material for Stanley Kubrick's famous movie.","PaperbackFirst published January 1, 1963",10,14 follower,"['Fiction', 'Science Fiction', 'Humor', 'Classics', 'Film', 'Russia', 'Novels']",50 review,307 (25%),467 (38%),373 (30%),61 (5%),9 (<1%)
Discourse on Colonialism,Aimé Césaire,4.42,"6,069 rating","January 1, 1950","This classic work, first published in France in 1955, profoundly influenced the generation of scholars and activists at the forefront of liberation struggles in Africa, Latin America, and the Caribbean. Nearly twenty years later, when published for the first time in English, Discourse on Colonialism inspired a new generation engaged in the Civil Rights, Black Power, and antiwar movements. Aimé Césaire eloquently describes the brutal impact of capitalism and colonialism on both the colonizer and colonized, exposing the contradictions and hypocrisy implicit in western notions of ""progress"" and ""civilization"" upon encountering the ""savage,"" ""uncultured,"" or ""primitive."" He reaffirms African values, identity, and culture, and their relevance, reminding us that ""the relationship between consciousness and reality is extremely complex. . . . It is equally necessary to decolonize our minds, our inner life, at the same time that we decolonize society."" An interview with Aimé Césaire by the poet René Depestre is also included.",102,101,451 follower,"['Nonfiction', 'History', 'Politics', 'Philosophy', 'Theory', 'Race', 'Essays', 'Nonfiction', 'History', 'Politics', 'Philosophy', 'Theory', 'Race', 'Essays', 'Nonfiction', 'History', 'Politics', 'Philosophy', 'Theory', 'Race', 'Essays']",522 review,"3,500 (57%)","1,788 (29%)",624 (10%),123 (2%),34 (<1%)
The Third Wave,Alvin Toffler,3.96,"2,818 rating","January 1, 1980","The Third Wave makes startling sense of the violent changes now battering our world. Its sweeping synthesis casts fresh light on our new forms of marriage and family, on today's dramatic changes in business and economics. It explains the role of cults, the new definitions of work, play, love, and success. It points toward new forms of twenty-first-century democracy.",544,54,640 follower,"['Nonfiction', 'Sociology', 'History', 'Economics', 'Philosophy', 'Politics', 'Science']",185 review,930 (33%),"1,061 (37%)",644 (22%),143 (5%),40 (1%)
The Sound of Waves,Yukio Mishima,3.78,"19,110 rating","June 10, 1954","Set in a remote fishing village in Japan, The Sound of Waves is a timeless story of first love. It tells of Shinji, a young fisherman and Hatsue, the beautiful daughter of the wealthiest man in the village. Shinji is entranced at the sight of Hatsue in the twilight on the beach and they fall in love. When the villagers' gossip threatens to divide them, Shinji must risk his life to prove his worth.",183,433,"7,424 follower","['Fiction', 'Japan', 'Japanese Literature', 'Classics', 'Romance', 'Literature', 'Asia']","2,057 review","4,471 (23%)","7,691 (40%)","5,452 (28%)","1,211 (6%)",285 (1%)
"Mio, My Son",Astrid Lindgren,4.10,"13,741 rating","January 1, 1954","Young Anders is carried away from his bleak life as an unloved foster child in Stockholm, Sweden, to become Mio, son of the King of Farawayland.",178,"1,008","3,442 follower","['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Adventure', 'Scandinavian Literature', 'Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Adventure', 'Scandinavian Literature', 'Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Adventure', 'Scandinavian Literature']",623 review,"5,621 (40%)","4,825 (35%)","2,554 (18%)",588 (4%),153 (1%)
Jerusalem Interlude,Bodie Thoene,4.36,"4,859 rating","October 31, 1990","Finally reaching the Promised Land, Leah and Shimon begin their new life under the shadow of the Western Wall, but they find that a more sinister shadow is casting its darkness over Jerusalem",400,244,"1,220 follower","['Historical Fiction', 'Christian Fiction', 'Christian', 'Historical', 'Fiction', 'World War II', 'War', 'Historical Fiction', 'Christian Fiction', 'Christian', 'Historical', 'Fiction', 'World War II', 'War', 'Historical Fiction', 'Christian Fiction', 'Christian', 'Historical', 'Fiction', 'World War II', 'War']",135 review,"2,569 (52%)","1,592 (32%)",581 (11%),93 (1%),24 (<1%)
Pather Panchali: Song of the Road,Bibhutibhushan Bandyopadhyay,4.60,"6,186 rating","September 11, 1929","English, Bengali (translation)",316,180,853 follower,"['Fiction', 'Classics', 'India', 'Novels', 'Indian Literature', 'Drama', 'Literature']",398 review,"4,355 (70%)","1,360 (21%)",342 (5%),78 (1%),51 (<1%)
The Honorary Consul,Graham Greene,3.80,"5,090 rating","January 1, 1973","The Honorary Consul is a British thriller novel by Graham Greene, published in 1973. It was one of the author's favourite works.The story is set in an unnamed city in northern Argentina, near the border with Paraguay which can be assumed to be the city of Corrientes.",265,456,"5,272 follower","['Fiction', 'Classics', 'Novels', 'Thriller', 'British Literature', 'Mystery', 'Literature', 'Fiction', 'Classics', 'Novels', 'Thriller', 'British Literature', 'Mystery', 'Literature', 'Fiction', 'Classics', 'Novels', 'Thriller', 'British Literature', 'Mystery', 'Literature']",383 review,982 (19%),"2,422 (47%)","1,409 (27%)",240 (4%),37 (<1%)
