title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Money,Martin Amis,3.69,"23,452 rating","January 1, 1984","Time Magazine included the book in its list of the 100 Best English-language Novels from 1923 to 2005. The story of John Self and his insatiable appetite for money, alcohol, fast food, drugs, pornography, and more, Money is ceaselessly inventive and thrillingly savage; a tale of life lived without restraint, of money and the disasters it can precipitate.",394,91,"2,785 follower","['Fiction', 'Classics', 'Novels', 'Contemporary', 'Literature', 'British Literature', 'Literary Fiction']","1,381 review","6,164 (26%)","8,214 (35%)","5,811 (24%)","2,214 (9%)","1,049 (4%)"
Palace Walk / Palace of Desire / Sugar Street,Naguib Mahfouz,4.46,"4,664 rating","January 1, 1957","Naguib Mahfouz’s magnificent epic trilogy of colonial Egypt appears here in one volume for the first time. The Nobel Prize-winning writer's masterwork is the engrossing story of a Muslim family in Cairo during Britain's occupation of Egypt in the early decades of the twentieth century.The novels of The Cairo Trilogy trace three generations of the family of tyrannical patriarch Al-Sayyid Ahmad Abd al-Jawad, who rules his household with a strict hand while living a secret life of self-indulgence. Palace Walk introduces us to his gentle, oppressed wife, Amina, his cloistered daughters, Aisha and Khadija, and his three sons–the tragic and idealistic Fahmy, the dissolute hedonist Yasin, and the soul-searching intellectual Kamal. Al-Sayyid Ahmad’s rebellious children struggle to move beyond his domination in Palace of Desire, as the world around them opens to the currents of modernity and political and domestic turmoil brought by the 1920s. Sugar Street brings Mahfouz’s vivid tapestry of an evolving Egypt to a dramatic climax as the aging patriarch sees one grandson become a Communist, one a Muslim fundamentalist, and one the lover of a powerful politician.Throughout the trilogy, the family's trials mirror those of their turbulent country during the years spanning the two World Wars, as change comes to a society that has resisted it for centuries. Filled with compelling drama, earthy humor, and remarkable insight, The Cairo Trilogy is the achievement of a master storyteller.",1313,481,15k follower,"['Fiction', 'Historical Fiction', 'Classics', 'Egypt', 'Africa', 'Literature', 'Novels']",393 review,"2,813 (60%)","1,324 (28%)",415 (8%),78 (1%),34 (<1%)
Eye of the Needle,Ken Follett,4.20,"155,801 rating","May 23, 1978","One enemy spy knows the secret to the Allies' greatest deception, a brilliant aristocrat and ruthless assassin -- code name: ""The Needle"" -- who holds the key to ultimate Nazi victory. Only one person stands in his way: a lonely Englishwoman on an isolated island, who is beginning to love the killer who has mysteriously entered her life. All will come to a terrifying conclusion in Ken Follett's unsurpassed and unforgettable masterwork of suspense, intrigue, and the dangerous machinations of the human heart.",368,439,53.7k follower,"['Fiction', 'Historical Fiction', 'Thriller', 'Mystery', 'Espionage', 'Suspense', 'War']","4,070 review","66,146 (42%)","61,212 (39%)","23,782 (15%)","3,408 (2%)","1,253 (<1%)"
Survivor,Chuck Palahniuk,3.93,"117,884 rating","February 17, 1999","From the author of the underground sensation Fight Club comes this wickedly incisive second novel, a mesmerizing, unnerving, and hilarious vision of cult and post-cult life.Tender Branson—last surviving member of the so-called Creedish Death Cult—is dictating his life story into the flight recorder of Flight 2039, cruising on autopilot at 39,000 feet somewhere over the Pacific Ocean. He is all alone in the airplane, which will crash shortly into the vast Australian outback. Before it does, he will unfold the tale of his journey from an obedient Creedish child and humble domestic servant to an ultra-buffed, steroid- and collagen-packed media messiah, author of a best-selling autobiography, Saved from Salvation, and the even better selling Book of Very Common Prayer (The Prayer to Delay Orgasm, The Prayer to Prevent Hair Loss, The Prayer to Silence Car Alarms). He'll reveal the truth of his tortured romance with the elusive and prescient Fertility Hollis, share his insight that ""the only difference between suicide and martyrdom is press coverage,"" and deny responsibility for the Tender Branson Sensitive Materials Sanitary Landfill, a 20,000-acre repository for the nation's outdated pornography. Among other matters both bizarre and trenchant.Not since Kurt Vonnegut's Mother Night and Jerzy Kosinski's Being There has there been as dark and telling a satire on the wages of fame and the bedrock lunacy of the modern world. Unpredictable, compelling, and unforgettable, Survivor is Chuck Palahniuk at his deadpan peak; and it cements his place as one of the most original writers in fiction today.",304,226,129k follower,"['Fiction', 'Contemporary', 'Thriller', 'Novels', 'Humor', 'Literature', 'American']","4,201 review","36,115 (30%)","46,482 (39%)","27,363 (23%)","6,405 (5%)","1,519 (1%)"
The Three Stigmata of Palmer Eldritch,Philip K. Dick,4.01,"38,763 rating","January 1, 1965","In the overcrowded world and cramped space colonies of the late 21st century, tedium can be endured through the drug Can-D, which enables users to inhabit a shared illusory world. When industrialist Palmer Eldritch returns from an interstellar trip, he brings with him a new drug, Chew-Z. It is far more potent than Can-D, but threatens to plunge the world into a permanent state of drugged illusion controlled by the mysterious Eldritch.Cover illustration: Chris Moore",231,"1,583",20.1k follower,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction', 'Dystopia', 'Classics']","2,158 review","12,951 (33%)","15,785 (40%)","7,994 (20%)","1,634 (4%)",399 (1%)
The Monkey Wrench Gang,Edward Abbey,4.08,"26,215 rating","August 1, 1975","Ed Abbey called The Monkey Wrench Gang, his 1975 novel, a ""comic extravaganza."" Some readers have remarked that the book is more a comic book than a real novel, and it's true that reading this incendiary call to protect the American wilderness requires more than a little of the old willing suspension of disbelief.The story centers on Vietnam veteran George Washington Hayduke III, who returns to the desert to find his beloved canyons and rivers threatened by industrial development. On a rafting trip down the Colorado River, Hayduke joins forces with feminist saboteur Bonnie Abbzug, wilderness guide Seldom Seen Smith, and billboard torcher Doc Sarvis, M.D., and together they wander off to wage war on the big yellow machines, on dam builders and road builders and strip miners. As they do, his characters voice Abbey's concerns about wilderness preservation (""Hell of a place to lose a cow,"" Smith thinks to himself while roaming through the canyonlands of southern Utah. ""Hell of a place to lose your heart. Hell of a place... to lose. Period"").Moving from one improbable situation to the next, packing more adventure into the space of a few weeks than most real people do in a lifetime, the motley gang puts fear into the hearts of their enemies, laughing all the while. It's comic, yes, and required reading for anyone who has come to love the desert.",421,66,"1,674 follower","['Fiction', 'Nature', 'Environment', 'Classics', 'Humor', 'Politics', 'Novels']","1,796 review","10,340 (39%)","9,632 (36%)","4,694 (17%)","1,179 (4%)",370 (1%)
The Cost of Discipleship,Dietrich Bonhoeffer,4.29,"44,490 rating","January 1, 1937","One of the most important theologians of the twentieth century illuminates the relationship between ourselves and the teachings of Jesus in this classic text on ethics, humanism, and civic duty.What can the call to discipleship, the adherence to the word of Jesus, mean today to the businessman, the soldier, the laborer, or the aristocrat? What did Jesus mean to say to us? What is his will for us today? Drawing on the Sermon on the Mount, Dietrich Bonhoeffer answers these timeless questions by providing a seminal reading of the dichotomy between ""cheap grace"" and ""costly grace."" ""Cheap grace,"" Bonhoeffer wrote, ""is the grace we bestow on ourselves...grace without discipleship....Costly grace is the gospel which must be sought again and again, the girl which must be asked for, the door at which a man must know....It is costly because it costs a man his life, and it is grace because it gives a man the only true life.""The Cost of Discipleship is a compelling statement of the demands of sacrifice and ethical consistency from a man whose life and thought were exemplary articulations of a new type of leadership inspired by the Gospel, and imbued with the spirit of Christian humanism and a creative sense of civic duty.",320,315,"1,488 follower","['Christian', 'Theology', 'Christianity', 'Religion', 'Nonfiction', 'Faith', 'Christian Living', 'Christian', 'Theology', 'Christianity', 'Religion', 'Nonfiction', 'Faith', 'Christian Living', 'Christian', 'Theology', 'Christianity', 'Religion', 'Nonfiction', 'Faith', 'Christian Living']","1,610 review","23,853 (53%)","13,241 (29%)","4,996 (11%)","1,441 (3%)",959 (2%)
"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,4.13,"11,693 rating","January 1, 1969","Published two weeks after his seventieth birthday, Ada, or Ardor is one of Nabokov's greatest masterpieces, the glorious culmination of his career as a novelist. It tells a love story troubled by incest. But more: it is also at once a fairy tale, epic, philosophical treatise on the nature of time, parody of the history of the novel, and erotic catalogue. Ada, or Ardor is no less than the superb work of an imagination at white heat.This is the first American edition to include the extensive and ingeniously sardonic appendix by the author, written under the anagrammatic pseudonym Vivian Darkbloom.",606,751,13.3k follower,"['Fiction', 'Classics', 'Russia', 'Literature', 'Novels', 'Russian Literature', 'Romance']","1,036 review","5,386 (46%)","3,553 (30%)","1,880 (16%)",607 (5%),267 (2%)
"Poetry, Drama and Prose",W.B. Yeats,4.27,"2,899 rating","March 19, 2000","
This brand new collection, impeccably edited by James Pethica, presents a comprehensive selection of Yeats's major contributions in poetry, drama, prose fiction, autobiography, and criticism.
""Criticism"" includes twenty-four interpretive essays by T. S. Eliot, Daniel Albright, Douglas Archibald, Harold Bloom, George Bornstein, Elizabeth Cullingford, Paul de Man, Richard Ellman, R. F. Foster, Stephen Gwynn, Seamus Heaney, Marjorie Howes, John Kelly, Declan Kiberd, Lucy McDiarmid, Michael North, Thomas Parkinson, Marjorie Perloff, James Pethica, Jahan Ramazani, Ronald Schuchard, Michael J. Sidnell, Anita Sokolsky, and Helen Vendler.   A Chronology and Selected Bibliography are included.",518,"1,665","2,353 follower","['Poetry', 'Plays', 'Classics', 'Drama', 'Irish Literature', 'Literature', 'Ireland', 'Poetry', 'Plays', 'Classics', 'Drama', 'Irish Literature', 'Literature', 'Ireland', 'Poetry', 'Plays', 'Classics', 'Drama', 'Irish Literature', 'Literature', 'Ireland']",28 review,"1,448 (49%)",894 (30%),464 (16%),74 (2%),19 (<1%)
Collected Poems,W.H. Auden,4.27,"6,018 rating","January 1, 1976","Between 1927 and his death in 1973, W. H. Auden endowed poetry in the English language with a new face.  Or rather, with several faces, since his work ranged from the political to the religious, from the urbane to the pastoral, from the mandarin to the invigoratingly plain-spoken.This collection presents all the poems Auden wished to preserve, in the texts that received his final approval. It includes the full contents of his previous collected editions along with all the later volumes of his shorter poems. Together, these works display the astonishing range of Auden's voice and the breadth of his concerns, his deep knowledge of the traditions he inherited, and his ability to recast those traditions in modern times.",960,590,982 follower,"['Poetry', 'Classics', 'Literature', 'Fiction', 'British Literature', '20th Century', 'Anthologies', 'Poetry', 'Classics', 'Literature', 'Fiction', 'British Literature', '20th Century', 'Anthologies', 'Poetry', 'Classics', 'Literature', 'Fiction', 'British Literature', '20th Century', 'Anthologies']",97 review,"2,940 (48%)","2,031 (33%)",843 (14%),148 (2%),56 (<1%)
Farmer Boy,Laura Ingalls Wilder,4.09,"67,633 rating","January 1, 1933","Growing up on his family's farm in New York, Almanzo Wilder wishes for just one thing — his very own horse. But Father doesn't yet trust him with such a big responsibility. Almanzo needs to prove himself — but how?",384,346,"4,767 follower","['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']","3,028 review","27,660 (40%)","22,649 (33%)","13,738 (20%)","2,712 (4%)",874 (1%)
My Side of the Mountain,Jean Craighead George,4.09,"76,882 rating","January 1, 1959","Every kid thinks about running away at one point or another; few get farther than the end of the block. Young Sam Gribley gets to the end of the block and keeps going--all the way to the Catskill Mountains of upstate New York. There he sets up house in a huge hollowed-out tree, with a falcon and a weasel for companions and his wits as his tool for survival. In a spellbinding, touching, funny account, Sam learns to live off the land, and grows up a little in the process. Blizzards, hunters, loneliness, and fear all battle to drive Sam back to city life. But his desire for freedom, independence, and adventure is stronger. No reader will be immune to the compulsion to go right out and start whittling fishhooks and befriending raccoons.  Jean Craighead George, author of more than 80 children's books, including the Newbery Medal-winning Julie of the Wolves, created another prizewinner with My Side of the Mountain--a Newbery Honor Book, an ALA Notable Book, and a Hans Christian Andersen Award Honor Book. Astonishingly, she wrote its sequel, On the Far Side of the Mountain, 30 years later, and a decade after that penned the final book in the trilogy, Frightful's Mountain, told from the falcon's point of view. George has no doubt shaped generations of young readers with her outdoor adventures of the mind and spirit. (Ages 9 to 12) --Emilie Coulter",177,191,"1,185 follower","['Fiction', 'Young Adult', 'Classics', 'Childrens', 'Adventure', 'Middle Grade', 'Survival']","4,414 review","31,015 (40%)","27,209 (35%)","14,406 (18%)","3,024 (3%)","1,228 (1%)"
Because of Winn-Dixie,Kate DiCamillo,4.09,"255,391 rating","March 1, 2000","The summer Opal and her father, the preacher, move to Naomi, Florida, Opal goes into the Winn-Dixie supermarket—and comes out with a dog. A big, ugly, suffering dog with a sterling sense of humor. A dog she dubs Winn-Dixie. Because of Winn-Dixie, the preacher tells Opal ten things about her absent mother, one for each year Opal has been alive. Winn-Dixie is better at making friends than anyone Opal has ever known, and together they meet the local librarian, Miss Franny Block, who once fought off a bear with a copy of WAR AND PEACE. They meet Gloria Dump, who is nearly blind but sees with her heart, and Otis, an ex-con who sets the animals in his pet shop loose after hours, then lulls them with his guitar.Opal spends all that sweet summer collecting stories about her new friends and thinking about her mother. But because of Winn-Dixie or perhaps because she has grown, Opal learns to let go, just a little, and that friendship—and forgiveness—can sneak up on you like a sudden summer storm.Kate DiCamillo's beloved, best-selling debut novel is now available in a paperback digest edition.Kate DiCamillo's first published novel, like Winn-Dixie himself, immediately proved to be a keeper—a New York Times bestseller, a Newbery Honor winner, the inspiration for a popular film, and most especially, a cherished classic that touches the hearts of readers of all ages. It's now available in a paperback digest format certain to bring this tale's magic to an even wider circle of fans.",182,117,"9,579 follower","['Fiction', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'Young Adult', 'Classics', 'Animals']","11,219 review","105,162 (41%)","85,389 (33%)","50,342 (19%)","11,312 (4%)","3,186 (1%)"
The Horse Whisperer,Nicholas Evans,3.85,"58,348 rating","September 11, 1995","A forty-ton truck hurtles out of control on a snowy country road, a teenage girl on horseback in its path. In a few terrible seconds the life of a family is shattered. And a mother's quest beings - to save her maimed daughter and a horse driven mad by pain. It is an odyssey that will bring her to...THE HORSE WHISPERERHe is the stuff of legend. His voice can calm wild horses and his touch heal broken spirits. For secrets uttered softly into pricked and troubled ears, such men were once called Whisperers. Now Tom Booker, the inheritor of this ancient gift, is to meet his greatest challenge.Annie Graves has traveled across a continent with her daughter, Grace, and their wounded horse, Pilgrim, to the Booker ranch in Montana. Annie has risked everything - her career, her marriage, her comfortable life - in her desperate belief that the Whisperer can help them. The accident has turned Pilgrim savage. He is now so demented and dangerous that everyone says he should be destroyed. But Annie won't give up on him. For she feels his fate is inextricably entwined with that of he daughter, who has retreated into a heartrending, hostile silence. Annie knows that if the horse dies, something in Grace will die too.In the weeks to come, under the massive sky of the Rocky Mountain Front, all their lives - including Tom Booker's - will be transformed forever in a way none could have foretold. At once an epic love story and a gripping adventure, The Horse Whisperer weaves an extraordinary tale of healing and redemption - a magnificent emotional journey that explores our ancient bonds with earth and sky and hearts untamed. It is a stirring elegy to the power of belief and self-discovery, to hopes lost and found again.",451,128,"1,249 follower","['Fiction', 'Romance', 'Animals', 'Horses', 'Contemporary', 'Drama', 'Adult']","2,297 review","17,344 (29%)","21,120 (36%)","14,633 (25%)","4,027 (6%)","1,224 (2%)"
The Castle,Franz Kafka,3.94,"62,228 rating","January 1, 1926","Translated and with a preface by Mark HarmanLeft unfinished by Kafka in 1922 and not published until 1926, two years after his death, The Castle is the haunting tale of K.’s relentless, unavailing struggle with an inscrutable authority in order to gain access to the Castle. Scrupulously following the fluidity and breathlessness of the sparsely punctuated original manuscript, Mark Harman’s new translation reveals levels of comedy, energy, and visual power, previously unknown to English language readers.",328,"2,760",29.1k follower,"['Fiction', 'Classics', 'Literature', 'German Literature', 'Philosophy', 'Novels', 'Czech Literature', 'Fiction', 'Classics', 'Literature', 'German Literature', 'Philosophy', 'Novels', 'Czech Literature', 'Fiction', 'Classics', 'Literature', 'German Literature', 'Philosophy', 'Novels', 'Czech Literature']","3,532 review","21,087 (33%)","22,642 (36%)","13,379 (21%)","3,843 (6%)","1,277 (2%)"
Bambi,Felix Salten,4.12,"36,079 rating","January 1, 1923","The Prince of the ForestBambi's life in the woods begins happily. There are forest animals to play with -- Friend Hare, the chattery squirrel, the noisy screech owl, and Bambi's twin cousins, frail Gobo and beautiful Faline.But winter comes, and Bambi learns that the woods hold danger -- and things he doesn't understand. The first snowfall makes food hard to find. Bambi's father, a handsome stag, roams the forest, but leaves Bambi and his mother alone.Then there is Man. He comes to the forest with weapons that can wound an animal. He does terrible things to Gobo, to Bambi's mother, and even to Bambi. But He can't keep Bambi from growing into a handsome stag himself, and becoming...the Prince of the Forest.",192,134,99 follower,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Fantasy', 'Young Adult', 'Nature', 'Classics', 'Fiction', 'Childrens', 'Animals', 'Fantasy', 'Young Adult', 'Nature', 'Classics', 'Fiction', 'Childrens', 'Animals', 'Fantasy', 'Young Adult', 'Nature']","1,182 review","16,793 (46%)","10,029 (27%)","6,859 (19%)","1,748 (4%)",650 (1%)
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.47,"21,200 rating","September 16, 1974","One of the most acclaimed books of our time, winner of both the Pulitzer and the Francis Parkman prizes, The Power Broker tells the hidden story behind the shaping (and mis-shaping) of twentieth-century New York (city and state) and makes public what few have known: that Robert Moses was, for almost half a century, the single most powerful man of our time in New York, the shaper not only of the city's politics but of its physical structure and the problems of urban decline that plague us today.In revealing how Moses did it--how he developed his public authorities into a political machine that was virtually a fourth branch of government, one that could bring to their knees Governors and Mayors (from La Guardia to Lindsay) by mobilizing banks, contractors, labor unions, insurance firms, even the press and the Church, into an irresistible economic force--Robert Caro reveals how power works in all the cities of the United States. Moses built an empire and lived like an emperor. He personally conceived and completed public works costing 27 billion dollars--the greatest builder America (and probably the world) has ever known. Without ever having been elected to office, he dominated the men who were--even his most bitter enemy, Franklin D. Roosevelt, could not control him--until he finally encountered, in Nelson Rockefeller, the only man whose power (and ruthlessness in wielding it) equalled his own.",1246,45,"2,370 follower","['History', 'Biography', 'Nonfiction', 'Politics', 'New York', 'Business', 'American History']","2,383 review","13,976 (65%)","4,565 (21%)","1,650 (7%)",576 (2%),433 (2%)
