title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Yearbook,Peter Lerangis,3.47,563 rating,"April 1, 1994","Pity, pity Laura ChasePretty hair and pretty faceIsn't it a sorry fateShe won't live to graduate?Somebody has a morbid sense of humour at Wetherby High School. The yearbook has been sabotaged and nasty poems have appeared next to some students' photographs.David Kallas thinks it's just a sick joke - until his friends start disappearing one by one. And when he finds a dead body, he realises that something far more sinister is going on ...",229,141,775 follower,"['Horror', 'Young Adult', 'Thriller', 'Teen', 'Mystery', 'Fantasy', 'Suspense']",65 review,132 (23%),142 (25%),177 (31%),83 (14%),29 (5%)
What Ho!,P.G. Wodehouse,4.46,"1,324 rating","February 3, 2000","We all know Jeeves and Wooster, but which is the best Jeeves story? We all know Blandings, but which is the funniest tale about Lord Emsworth and his adored prize-winning pig? And would the best of Ukridge, or the yarns of the Oldest Member, or Wodehouse's Hollywood stories outdo them? This bumper anthology allows you to choose, bringing you the cream of the crop of stories by the twentieth century's greatest humorous writer.There are favourites aplenty in this selection, which has been compiled with enthusiastic support from P.G. Wodehouse societies around the world. With additional material including novel extracts, working drafts, articles, letters and poems, this anthology provides the best overall celebration of side-splitting humour and sheer good nature available in the pages of any book.",592,"1,129","6,441 follower","['Fiction', 'Humor', 'Classics', 'Comedy', 'Short Stories', 'British Literature', 'Literature']",86 review,770 (58%),425 (32%),107 (8%),14 (1%),8 (<1%)
Faces and Masks,Eduardo Galeano,4.44,"1,258 rating","January 1, 1984","""From pre-Columbian creation myths and the first European voyages of discovery and conquest to the Age of Reagan, here is 'nothing less than a unified history of the Western Hemisphere... recounted in vivid prose.'""-- The New Yorker A unique and epic history, Eduardo Galeano's Memory of Fire trilogy is an outstanding Latin American eye view of the making of the New World. From its first English language publication in 1985 it has been recognized as a classic of political engagement, original research, and literary form.",320,217,"3,390 follower","['History', 'Nonfiction', 'Latin American', 'Spanish Literature', 'Politics', 'Poetry', 'Latin American Literature', 'History', 'Nonfiction', 'Latin American', 'Spanish Literature', 'Politics', 'Poetry', 'Latin American Literature', 'History', 'Nonfiction', 'Latin American', 'Spanish Literature', 'Politics', 'Poetry', 'Latin American Literature']",80 review,751 (59%),355 (28%),120 (9%),23 (1%),9 (<1%)
Faith And Rationality: Reason and Belief in God,Alvin Plantinga,3.99,112 rating,"January 1, 1983","Arguments about the ""evidences of Christianity"" have consumed the talents of believers and agnostics. These arguments have tried to give―or to deny―Christian belief a ""foundation."" Belief is rational, the argument goes, only if it is logically derived from axiomatic truths or is otherwise supported by ""enough evidence."" Arguments for belief generally fail to sway the unconvinced. But is this because the evidence is flimsy and the arguments weak―or because they attempt to give the right answer to the wrong question? What, after all, would satisfy Russell's all for evidence? Faith and Rationality investigates the rich implications of what the authors call ""Calvinistic"" or ""Reformed epistemology."" This is the view of knowledge-enunciated by Calvin, further developed by Barth-that sees belief in God as its own foundation; in the authors’ terms, is it properly ""basic"" in itself.",328,41,322 follower,"['Philosophy', 'Theology', 'Religion', 'Nonfiction', 'Faith', 'Christian', 'Reference', 'Philosophy', 'Theology', 'Religion', 'Nonfiction', 'Faith', 'Christian', 'Reference', 'Philosophy', 'Theology', 'Religion', 'Nonfiction', 'Faith', 'Christian', 'Reference']",8 review,36 (32%),47 (41%),23 (20%),4 (3%),2 (1%)
Dove,Robin Lee Graham,4.21,"3,522 rating","June 1, 1972","In 1965, 16-year-old Robin Lee Graham began a solo around-the-world voyage from San Pedro, California, in a 24-foot sloop. Five years and 33,000 miles later, he returned to home port with a wife and daughter and enough extraordinary experiences to fill this bestselling book, Dove .",199,8,12 follower,"['Nonfiction', 'Travel', 'Adventure', 'Biography', 'Memoir', 'Biography Memoir', 'Autobiography', 'Nonfiction', 'Travel', 'Adventure', 'Biography', 'Memoir', 'Biography Memoir', 'Autobiography', 'Nonfiction', 'Travel', 'Adventure', 'Biography', 'Memoir', 'Biography Memoir', 'Autobiography']",281 review,"1,591 (45%)","1,253 (35%)",545 (15%),96 (2%),37 (1%)
Η Ελένη,Yiannis Ritsos,4.52,23 rating,"January 1, 1972",,48,199,276 follower,"['Poetry', 'Classics', 'Poetry', 'Classics', 'Poetry', 'Classics']",0 review,14 (60%),7 (30%),2 (8%),0 (0%),0 (0%)
Pole to Pole,Michael Palin,4.13,"3,213 rating","January 1, 1992","'The cracked and fissured ice-pack offers no comfortable reassurance - no glimmer of any reward to the traveller who has made his way to the top of the world. The Arctic Ocean, known to the Victorians as the Sea of Ancient Ice, stares balefully back as we descend towards it, reflecting nothing but the Why?' Michael Palin's adventure begins when he is enrolled in the Royal and Ancient Polar Bear Society...Travelling by train, truck, raft, Ski-Doo, barge, balloon and bicycle, Michael Palin experiences every extreme the world has to offer. Braving the cold grip of the Arctic Circle, and the swirling snowstorms of Spitsbergen, Palin has to cope with friendly locals, occasional gunfire and his own unruly digestive system before he can finally stand in Scott's shoes at the South Pole, in the Land of the Midnight Sun.",298,114,"1,063 follower","['Travel', 'Nonfiction', 'Audiobook', 'Adventure', 'Africa', 'Travelogue', 'Humor']",155 review,"1,151 (35%)","1,417 (44%)",569 (17%),57 (1%),19 (<1%)
The Golden Goblet,Eloise Jarvis McGraw,3.82,"9,094 rating","January 1, 1961","Ranofer struggles to thwart the plottings of his evil brother, Gebu, so he can become master goldsmith like their father in this exciting tale of ancient Egyptian mystery and intrigue.  Newbery Honor Book",248,30,284 follower,"['Historical Fiction', 'Fiction', 'Young Adult', 'School', 'Historical', 'Childrens', 'Middle Grade']",796 review,"2,772 (30%)","3,277 (36%)","2,088 (22%)",588 (6%),369 (4%)
The Cosmological Eye,Henry Miller,3.88,326 rating,"January 1, 1939","This collection, first published by New Directions in 1939, contains a number of Henry Miller's most important shorter prose writings. They are taken from the Paris books Black Spring (1936) and Max and the White Phagocytes (1938) and were for the most part, written at about the satire time as Tropic of Capricorn ―the period of Miller’s and Durrell’s life in the famous Villa Seurat in Paris.As is usual with Miller, these pieces cannot be tagged with the label of any given literary category. The unforgettable portrait of Max, the Paris drifter, and the probably-autobiographical Tailor Shop , are basically short stories, but even here the irrepressible vitality of Miller’s personality keeps breaking into the narrative. And in the critical and philosophical essays, the prose poems and surrealist fantasies, the travel sketches and scenarios, Miller’s passion for fiction, for telling the endless story of his extraordinary life, cannot be held down. Life, as no other modern author has lived it or can write it, bursts from these pages―the life of the mind and the body; of people, places and things; of ideas and the imagination.",371,780,"4,725 follower","['Fiction', 'Essays', 'Literature', 'Short Stories', 'American', '20th Century', 'Philosophy']",10 review,100 (30%),121 (37%),77 (23%),23 (7%),5 (1%)
Flight to Canada,Ishmael Reed,3.68,"1,261 rating","January 1, 1976","Ishmael Reed has created a sharp, wildly funny slave's-eye view of the Civil War. Three slaves infected with Dysaethesia Aethipica (a term coined in the nineteenth century for the disease that makes Negroes run away) escape from Virginia. Not satisfied with leaving slavery halfway, one of the trio has vowed to go the whole distance to Canada; his master, Arthur Swille, determined to recover his property, pursues, hot on Raven Quickskill's trail.With his myth-bending ingenuity, Reed merges history, fantasy, political reality, and high comedy as he parodies the fugitive slave narrative: the slave-poet Quickskill flees to Canada on a nonstop jumbo jet; Abe Lincoln waltzes through slave quarters to the tune of ""Hello Dolly""; the plantation mistress lies in bed watching the Beecher Hour on TV. Flight to Canada's preposterous episodes leap out from the pages of history to reveal a keen sense of America past and present.",179,136,391 follower,"['Fiction', 'Historical Fiction', 'African American', 'Novels', 'American', 'The United States Of America', 'Literature']",105 review,283 (22%),481 (38%),353 (27%),104 (8%),40 (3%)
Open Heart,A.B. Yehoshua,3.47,375 rating,"January 1, 1994","A young Israeli intern vying for the position of surgeon learns that his internship has been terminated and he has been chosen to accompany the hospital administrator and his wife on a trip to India. There, the couple intend to retrieve their ailing daughter and bring her back to Israel. The long journey awakens urges in the young doctor that will threaten his carefully contained world.",512,88,251 follower,"['Fiction', 'Israel', 'Jewish', 'Literary Fiction', 'Fiction', 'Israel', 'Jewish', 'Literary Fiction', 'Fiction', 'Israel', 'Jewish', 'Literary Fiction']",46 review,77 (20%),120 (32%),105 (28%),50 (13%),23 (6%)
Hidden Leaves,V.C. Andrews,3.86,"2,285 rating","March 1, 2003","The truth could not be revealed — until now....After the tragic death of her adoptive father, Willow De Beers receives an unexpected gift: a family diary that unlocks all the secrets of her world — and shatters the life she's known in glitzy Palm Beach, Florida. At last, Willow learns the identity of her real father, and unearths his secret love affair with her real mother. She discovers the reasons for her adoptive mother's cruelty...and the truth about the mysterious woman who couldn't keep her, but would love her forever.Look inside for the original e-book prequel Dark Seed — first time in print! Also inside...a preview of the thrilling Broken Wings series — coming soon from Pocket Star Books",288,325,"8,072 follower","['Fiction', 'Horror', 'Young Adult', 'Romance', 'Gothic', 'Thriller', 'Adult Fiction']",38 review,832 (36%),606 (26%),598 (26%),202 (8%),47 (2%)
The Practical Heart: Four Novellas,Allan Gurganus,3.72,168 rating,"January 1, 2001","In his fictional Falls, North Carolina–a watchful zone of stifling mores–Allan Gurganus’s fond and comical characters risk everything to protect their improbable hopes from prejudice, poverty, betrayal. Seeking warmth and true connection, they shield themselves and loved ones while creating a rarely-glimpsed world of valor, minor grandeur, side-street heroics.Muriel Fraser, a poor Scottish-born spinster, is the subject of a John Singer Sargent portrait in the imagination of her devoted grand-nephew. Tad Worth, a young man dying of AIDS, finds ways to restore vitality to old friends and 18th-century houses. Overnight, one pillar of the community, accused of child molesting, becomes the village pariah. And Clyde Delman, ugliest if kindest man in Falls, finds the love of his eight-year-old son jeopardized when troubling family secrets arise. In each of these splendid complex tales, Allan Gurganus wrings truths–sometimes bruising, ofttimes warming–from human hearts as immense as they are local.",336,63,126 follower,"['Fiction', 'Short Stories', 'LGBT', 'Americana', 'Gay Fiction', 'Contemporary', 'Gay']",19 review,38 (22%),66 (39%),48 (28%),11 (6%),5 (2%)
Manhattan Transfer,John E. Stith,3.73,386 rating,"January 1, 1993","When aliens abduct New York City, carrying it into space inside a huge dome, the citizens trapped inside must find out why, what they can do to save themselves . . . and to save the dozens of other cities which the aliens have stolen from other planets. A stunning tour-de-force of science fiction storytelling, with gripping action, believable characters, and a plot that will keep you on the edge of your seat!""Considerable ingenuity . . . Think of it as a visually spectacular movie . . . and a really outstanding, imaginative, and professional production staff and special effects crew working to bring off the big set-pieces and guarantee the thrills.""--Locus""Fascinating, intelligent account of people -- some ordinary, some extraordinary -- struggling to define and confront events that are beyond anything they have dared to imagine. One of the better surprise endings to come down the cosmos in light-years."" --Chicago Tribune",381,21,50 follower,"['Science Fiction', 'Fiction', 'Novels', 'Science Fiction Fantasy']",30 review,97 (25%),138 (35%),112 (29%),29 (7%),10 (2%)
The Tightrope Walker,Dorothy Gilman,4.07,"1,827 rating","January 1, 1979","“They’re going to kill me soon…”When the quiet and shy Amelia Jones reads these words, her life changes irrevocably. She’s just become the new owner of the Ebbtide Shop, a musty antique store filled with merry-go-round horses and hurdy-gurdies, and it is while fixing one of these barrel organs that the scrawled and threatening note falls out. Armed only with the strange woman’s first name and the note written years before, Amelia begins a journey into the past, a search that takes her from the protective cocoon she’s wrapped herself in to a precarious world where passions boil underneath the surface, where nothing is the way it seems, where fear is second nature, and dark secrets just might uncover murder—her own…",223,124,658 follower,"['Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Adventure', 'Audiobook', 'Cozy Mystery']",207 review,654 (35%),718 (39%),391 (21%),48 (2%),16 (<1%)
"Go Down, Moses",William Faulkner,3.93,"10,047 rating","January 1, 1942","“I believe that man will not merely endure: he will prevail. He is immortal, not because he alone among creatures has an inexhaustible voice, but because he has a soul, a spirit capable of compassion and sacrifice and endurance.” —William Faulkner, on receiving the Nobel Prize Go Down, Moses is composed of seven interrelated stories, all of them set in Faulkner’s mythic Yoknapatawpha County. From a variety of perspectives, Faulkner examines the complex, changing relationships between blacks and whites, between man and nature, weaving a cohesive novel rich in implication and insight.",365,928,"9,238 follower","['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Southern', 'Novels']",583 review,"3,322 (33%)","3,758 (37%)","2,163 (21%)",582 (5%),222 (2%)
Burning Up,Caroline B. Cooney,3.57,"1,424 rating","January 1, 1999","This bestselling author explores the destructive nature of hatred, the crime of indifference, and the power of accepting love and responsibility.Fifteen-year-old Macey Clare has always loved her quiet, beautiful Connecticut hometown. It's the place where her grandparents live, the place where her mother grew up. Macey is looking forward to the summer to come. She's hoping for fun and romance with her neighbor's perfect grandson Austin. But when Macey wants to research the facts behind who set fire to a barn across the street from her grandparent's home, she is shocked no one wants to answer questions about the place that burned down 38 years ago. And when a tragedy strikes a new friend who lives in the inner city, something clicks in Macey. She must discover her own true colors and face whatever it is she is going to find. Can she stand alone and take responsibility for the present while uncovering the past?",230,138,"1,665 follower","['Young Adult', 'Mystery', 'Fiction', 'Realistic Fiction', 'Historical Fiction', 'Thriller', 'Teen']",129 review,290 (20%),451 (31%),496 (34%),150 (10%),37 (2%)
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Mollie Katzen,3.93,"51,781 rating","October 1, 1977","Among the most influential cookbooks of our time, the Moosewood Cookbook is such a powerful symbol that the publishers were tempted not to tamper with it. But times have changed, and knowledge about the foods we eat and their nutritional value has increased. So, after many inquiries and requests, the author has revised many of her recipes to be lighter and healthier. Illustrated.",248,33,125 follower,"['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Vegetarian', 'Foodie']",495 review,"19,997 (38%)","15,921 (30%)","10,198 (19%)","3,421 (6%)","2,244 (4%)"
The Charioteer,Mary Renault,4.11,"5,900 rating","January 1, 1953","Narrated by: Joe JamesonLength: 14 hrs and 42 mins Unabridged AudiobookAfter enduring an injury at Dunkirk during World War II, Laurie Odell is sent to a rural veterans’ hospital in England to convalesce. There he befriends the young, bright Andrew, a conscientious objector serving as an orderly. As they find solace and companionship together in the idyllic surroundings of the hospital, their friendship blooms into a discreet, chaste romance. Then one day, Ralph Lanyon, a mentor from Laurie’s schoolboy days, suddenly reappears in Laurie’s life, and draws him into a tight-knit social circle of world-weary gay men. Laurie is forced to choose between the sweet ideals of innocence and the distinct pleasures of experience. Originally published in the United States in 1959, The Charioteer is a bold, unapologetic portrayal of male homosexuality during World War II that stands with Gore Vidal’s The City and the Pillar and Christopher Isherwood’s Berlin Stories as a monumental work in gay literature.",347,33,"1,443 follower","['LGBT', 'Historical Fiction', 'Fiction', 'Historical', 'Queer', 'Classics', 'Romance']",656 review,"2,520 (42%)","1,997 (33%)","1,009 (17%)",265 (4%),109 (1%)
The Tenants of Moonbloom,Edward Lewis Wallant,3.88,774 rating,"January 1, 1963","Norman Moonbloom is a loser, a drop-out who can't even make it as a deadbeat. His brother, a slumlord, hires him to collect rent in the buildings he owns in Manhattan. Making his rounds from apartment to apartment, Moonbloom confronts a wildly varied assortment of brilliantly described urban characters, among them a gay jazz musician with a sideline as a gigolo, a Holocaust survivor, and a brilliant young black writer modeled on James Baldwin. Moonbloom hears their cries of outrage and abuse; he learns about their secret sorrows and desires. And as he grows familiar with their stories, he finds that he is drawn, in spite of his best judgment, into a desperate attempt to improve their lives.Edward Lewis Wallant's astonishing comic tour de force is a neglected masterpiece of 1960s America.",264,10,40 follower,"['Fiction', 'American', 'The United States Of America', 'Literary Fiction', 'Novels', 'Literature', 'Classics', 'Fiction', 'American', 'The United States Of America', 'Literary Fiction', 'Novels', 'Literature', 'Classics', 'Fiction', 'American', 'The United States Of America', 'Literary Fiction', 'Novels', 'Literature', 'Classics']",115 review,221 (28%),300 (38%),207 (26%),29 (3%),17 (2%)
Waylander,David Gemmell,4.29,"20,169 rating","August 21, 1986","All of Waylander's instincts had screamed at him to spurn the contract from Kaem the cruel, the killer of nations. But he had ignored them. He had made his kill. And even as he went to collect his gold, he knew that he had been betrayed.Now the Dark Brotherhood and the hounds of chaos were hunting him, even as Kaem's armies waged war on the Drenai lands, intent on killing every man, woman, and child. The Drenai soldiers were doomed to ultimate defeat, and chaos would soon reign. Then a strange old man told Waylander that the only way to turn the tide of battle would be for Waylander himself to retrieve the legendary Armor of Bronze from its hiding place deep within a shadow-haunted land. He would be hunted. He was certain to fail. But he must try, the old man commanded--commanded in the name of his son, the king, who had been slain by an assassin... Waylander was the most unlikely of heroes--for he was a traitor, the Slayer who had killed the king...",310,156,"3,233 follower","['Fantasy', 'Fiction', 'Epic Fantasy', 'Heroic Fantasy', 'High Fantasy', 'Adventure', 'Sword and Sorcery']",482 review,"9,750 (48%)","7,091 (35%)","2,805 (13%)",429 (2%),94 (<1%)
"The Masks of God, Volume 3: Occidental Mythology",Joseph Campbell,4.32,"1,809 rating","January 1, 1964","A systematic and fascinating comparison of the themes that underlie the art, worship, and literature of the Western world.",576,366,"5,351 follower","['Mythology', 'Nonfiction', 'Religion', 'History', 'Philosophy', 'Psychology', 'Anthropology']",83 review,916 (50%),606 (33%),248 (13%),27 (1%),12 (<1%)
قصص ضائعة,Gabriel García Márquez,3.70,643 rating,"January 1, 1990","مجموعة مقالات للكاتب الكولومبي غابرييل غارسيا ماركيز , ترجمة صالح علماني و يشمل : هذه هي القصة كما رووها لي, قصص ضائعة, أشباح الدروب, شيخوخة لويس بونويل الشابة, ما لم تحزره نبوءات اوركل .... و غيرها من القصص الممتعة صدرت هذه الطبعة عام 1999 عن دار أزمنة",108,820,36.1k follower,"['Short Stories', 'Literature', 'Fiction', 'Essays', 'Short Stories', 'Literature', 'Fiction', 'Essays', 'Short Stories', 'Literature', 'Fiction', 'Essays', 'Short Stories', 'Literature', 'Fiction', 'Essays', 'Short Stories', 'Literature', 'Fiction', 'Essays']",139 review,143 (22%),241 (37%),198 (30%),48 (7%),13 (2%)
Hitler,Ian Kershaw,4.35,"5,578 rating","January 1, 2008","Quando foram publicados pela primeira vez, os dois volumes da biografia de Hitler escrita por Ian Kershaw foram considerados necessários para compreender esta personalidade do século XX. A presente tradução foi realizada a partir da versão condensada elaborada pelo autor, que eliminou cerca de quatrocentas páginas de notas e referências - destinadas sobretudo ao público acadêmico -, procurando, no entanto, não prejudicar a força da narrativa e o poder de seu argumento. Kershaw escreve baseado na documentação já conhecida e em diversas fontes, como o diário de Goebbels, redescoberto no início da década de 1990, que traz revelações mais íntimas sobre as atitudes, as hesitações e o comportamento de Hitler no poder. A trajetória inteira desse indivíduo é esmiuçada pelo autor, em busca de uma explicação para essa trajetória ascendente, para o domínio que Hitler exerceu sobre as elites alemãs e para a catástrofe que causou em seu país e no resto do mundo. Sem desprezar os traços de personalidade do ditador na explicação da história, o autor enfatiza os aspectos sociais, políticos e econômicos da sociedade alemã traumatizada pela derrota na Primeira guerra, a instabilidade política, a miséria econômica e a crise cultural.",1024,77,939 follower,"['History', 'Biography', 'Nonfiction', 'World War II', 'War', 'Politics', 'Germany']",426 review,"2,915 (52%)","1,934 (34%)",552 (9%),109 (1%),68 (1%)
