title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
We Can Build You,Philip K. Dick,3.54,"4,194 rating","July 1, 1972","Louis Rosen and his partners sell people--ingeniously designed, historically authentic simulacra of personages such as Edwin M. Stanton and Abraham Lincoln. The problem is that the only prospective buyer is a rapacious billionaire whose plans for the simulacra could land Louis in jail. Then there's the added complication that someone--or something--like Abraham Lincoln may not want to be sold.Is an electronic Lincoln any less alive than his creators? Is a machine that cares and suffers inferior to the woman Louis loves--a borderline psychopath who does neither? With irresistible momentum, intelligence, and wit, Philip K. Dick creates an arresting techno-thriller that suggests a marriage of Bladerunner and Barbarians at the Gate .",256,"1,582",20.1k follower,"['Science Fiction', 'Fiction', 'Novels', 'Speculative Fiction', 'Science Fiction Fantasy', 'Fantasy', 'American']",319 review,657 (15%),"1,544 (36%)","1,491 (35%)",414 (9%),88 (2%)
The Velvet Room,Zilpha Keatley Snyder,4.28,"2,491 rating","January 1, 1965","Robin was always ""wandering off"" (her mother's words) to get away from the confusion she felt inside her. It was not until Robin's father found a permanent job at the McCurdy ranch, after three years as a migrant worker, that Robin had a place to wander to. As time went by the Velvet Room became more and more of a haven for her--a place to read and dream, a place to bury one's fears and doubts, a place to count on. The Velvet Room, first published in 1965, was a Junior Library Guild selection, and part of Scholastic Books' Arrow Book Club.",216,68,429 follower,"['Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Mystery', 'Historical', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Mystery', 'Historical', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Mystery', 'Historical']",341 review,"1,235 (49%)",815 (32%),356 (14%),67 (2%),18 (<1%)
A Curtain of Green and Other Stories,Eudora Welty,4.03,"1,173 rating","January 1, 1941","In her now-famous introduction to this first collection by a then-unknown young writer from Mississippi named Eudora Welty, Katherine Anne Porter wrote that ""there is even in the smallest story a sense of power in reserve which makes me believe firmly that, splendid beginning that it is, it is only the beginning."" Porter was of course prophetic, and the beginning was splendid. A Curtain of Green both introduced and established Eudora Welty as in instinctive genius of short fiction, and in this groundbreaking collection, which includes ""Powerhouse"" and ""Keela, the Outcast Indian Maiden,"" are the first great works of a great American writer.",324,229,893 follower,"['Short Stories', 'Fiction', 'Classics', 'Southern', 'Southern Gothic', 'Literature', 'Short Story Collection', 'Short Stories', 'Fiction', 'Classics', 'Southern', 'Southern Gothic', 'Literature', 'Short Story Collection', 'Short Stories', 'Fiction', 'Classics', 'Southern', 'Southern Gothic', 'Literature', 'Short Story Collection']",139 review,428 (36%),444 (37%),226 (19%),56 (4%),19 (1%)
Palm-of-the-Hand Stories,Yasunari Kawabata,3.91,"3,118 rating","January 1, 1971","Recipient of the Nobel Prize in Literature in 1968, the novelist Yasunari Kawabata felt the essence of his art was to be found not in his longer works but in a series of short stories--which he called ""Palm-of-the-Hand Stories""--written over the span of his career. In them we find loneliness, love, and the passage of time, demonstrating the range and complexity of a true master of short fiction.",262,370,"3,278 follower","['Short Stories', 'Japan', 'Fiction', 'Japanese Literature', 'Literature', 'Asia', 'Classics', 'Short Stories', 'Japan', 'Fiction', 'Japanese Literature', 'Literature', 'Asia', 'Classics', 'Short Stories', 'Japan', 'Fiction', 'Japanese Literature', 'Literature', 'Asia', 'Classics', 'Short Stories', 'Japan', 'Fiction', 'Japanese Literature', 'Literature', 'Asia', 'Classics', 'Short Stories', 'Japan', 'Fiction', 'Japanese Literature', 'Literature', 'Asia', 'Classics']",309 review,"1,004 (32%)","1,133 (36%)",728 (23%),207 (6%),46 (1%)
Orphans,V.C. Andrews,3.92,"2,197 rating","November 1, 1999","Butterfly...She was a lonely orphan until a wealthy couple gave her a homeand a chance to be a world-class ballerina. But her newfound happiness was as fragile as a spider's web.Crystal...Bright and gifted with a flair for science, she found loving new parents, and a boyfriend in her new school. But a shocking tragedy could shatter her perfect world.Brooke...Whisked away from the orphanage into a glamerous life, she was surrounded by every privilege a girl could want. But all she really wanted was to be lovedjust as she is.Raven...She put her painful past behind her when she was taken in by her aunt and uncle. But the torment she was about to endure was far worse than anything she had ever experienced before.",672,325,"8,072 follower","['Fiction', 'Young Adult', 'Horror', 'Romance', 'Drama', 'Gothic', 'Adult Fiction']",41 review,848 (38%),611 (27%),514 (23%),173 (7%),51 (2%)
Homographesis: Essays in Gay Literary and Cultural Theory,Lee Edelman,4.00,53 rating,"January 25, 1994","Brings provocative, rigorous and controversial readings of literary and cultural texts to gay critical analysis. Lee Edelman rearticulates the politics of sexuality, addressing some of the most hotly debated issues of our time.",306,10,59 follower,"['Queer', 'Theory', 'Nonfiction', 'Gay', 'Literary Criticism', 'Queer Studies']",3 review,18 (33%),19 (35%),14 (26%),2 (3%),0 (0%)
If I Should Die Before I Wake,Han Nolan,4.06,"4,590 rating","March 31, 1994","Hilary hates Jews. As part of a neo-Nazi gang in her town, she's finally found a sense of belonging. But when she's critically injured in an accident, everything changes.Somehow, in her mind, she has become Chana, a Jewish girl fighting for her own life in the ghettos and concentration camps of World War II.Han Nolan offers powerful insight into one young woman's survival through the Holocaust and another's journey out of hatred and self-loathing.Reader's guide and an interview with the author included.",293,14,214 follower,"['Historical Fiction', 'Young Adult', 'Holocaust', 'Fiction', 'World War II', 'Historical', 'Fantasy']",431 review,"1,822 (39%)","1,582 (34%)",896 (19%),207 (4%),83 (1%)
O Relógio Belisário,José J. Veiga,3.29,7 rating,"147 pages, PaperbackPublished January 1, 1995","Um Relogio Encantado, que Conta Historias em Imagens. um Colecionador que Traz o Relogio Para o Brasil sem Suspeitar de sua Particularidade. um Menino sem Familia, que tem o Poder de Captar as Imagens do Relogio. Esses são os Ingredientes Deste Livro.",147,34,26 follower,[],0 review,1 (14%),2 (28%),2 (28%),2 (28%),0 (0%)
Stations of the Tide,Michael Swanwick,3.68,"2,580 rating","January 1, 1991","When a strange magician and renegade scientist steals the secrets that could save a distant planet from being annihilated by its own oceans' tides, a man is sent to Miranda to retrieve those secrets before it is too late. Winner of the Nebula Award. Reprint.",256,436,514 follower,"['Science Fiction', 'Fantasy', 'Fiction', 'Cyberpunk', 'Mystery', 'Speculative Fiction', 'Novels']",242 review,662 (25%),894 (34%),662 (25%),273 (10%),89 (3%)
The Tin Princess,Philip Pullman,3.81,"8,545 rating","March 15, 1994","Sally Lockhart's friend and partner-in-adventure Jim Taylor has just solved a mystery. For years he's been searching for Adelaide, the little girl enslaved by toothless crone Mrs Holland in The Ruby in the Smoke. And now he's found her - just as she's about to become a princess. Crown Princess of Razkavia, to be exact, and a princess in danger. Her future husband is desperate to protect his bride, and employs Jim as their bodyguard - Razkavia's quaint little streets are full of danger.",304,274,24k follower,"['Young Adult', 'Historical Fiction', 'Mystery', 'Fiction', 'Fantasy', 'Historical', 'Adventure']",335 review,"2,090 (24%)","3,373 (39%)","2,514 (29%)",489 (5%),79 (<1%)
The New Penguin Atlas of Medieval History,Colin McEvedy,4.19,410 rating,"January 1, 1961","This is a revised edition of ""The Penguin Atlas of Medieval History"".",112,31,9 follower,"['History', 'Nonfiction', 'Reference', 'Medieval', 'Maps', 'Atlases', 'Medieval History', 'History', 'Nonfiction', 'Reference', 'Medieval', 'Maps', 'Atlases', 'Medieval History', 'History', 'Nonfiction', 'Reference', 'Medieval', 'Maps', 'Atlases', 'Medieval History']",38 review,172 (41%),161 (39%),61 (14%),13 (3%),3 (<1%)
"The Day of Christ's Return: What the Bible Teaches, What You Need to Know",Andrew Kuyvenhoven,4.43,7 rating,"October 1, 1998","What will Christ's glorious return to earth be like? How can we get ready for it? Recent years have generated a great deal of talk about a rapture, a great tribulation, an Antichrist, a millennial reign of Christ on earth, a restoration of Israel, and other prophecies. Sorting out fact from fiction, Kuyvenhoven offers a clear, Reformed perspective on issues surrounding the end times--and provides a faith-nurturing journey that helps us live in the faith of our Lord's return.",186,14,14 book,[],0 review,4 (57%),2 (28%),1 (14%),0 (0%),0 (0%)
The Jokers,Albert Cossery,3.76,764 rating,"January 1, 1964","Who are the jokers?The jokers are the government, and the biggest joker of all is the governor, a bug-eyed, strutting, rapacious character of unequaled incompetence who presides over the nameless Middle Eastern city where this effervescent comedy by Albert Cossery is set.The jokers are also the revolutionaries, no less bumbling and no less infatuated with the trappings of power than the government they oppose.And the jokers are Karim, Omar, Heykal, Urfy, and their friends, free spirits who see the other jokers for the jokers they are and have cooked up a sophisticated and, most important, foolproof plan to enliven public life with a dash of subversive humor.The joke is on them all.",145,28,241 follower,"['Fiction', 'France', 'Literature', 'Egypt', 'Novels', 'Africa', 'Humor', 'Fiction', 'France', 'Literature', 'Egypt', 'Novels', 'Africa', 'Humor', 'Fiction', 'France', 'Literature', 'Egypt', 'Novels', 'Africa', 'Humor', 'Fiction', 'France', 'Literature', 'Egypt', 'Novels', 'Africa', 'Humor', 'Fiction', 'France', 'Literature', 'Egypt', 'Novels', 'Africa', 'Humor']",119 review,192 (25%),284 (37%),215 (28%),58 (7%),15 (1%)
Feeling Good: The New Mood Therapy,David D. Burns,4.05,"31,477 rating","January 1, 1980","The good news is that anxiety, guilt, pessimism, procrastination, low self-esteem, and other ""black holes"" of depression can be cured without drugs. In Feeling Good, eminent psychiatrist, David D. Burns, M.D., outlines the remarkable, scientifically proven techniques that will immediately lift your spirits and help you develop a positive outlook on life. Now, in this updated edition, Dr. Burns adds an All-New Consumer′s Guide To Anti-depressant Drugs as well as a new introduction to help answer your questions about the many options available for treating depression.- Recognise what causes your mood swings- Nip negative feelings in the bud- Deal with guilt- Handle hostility and criticism- Overcome addiction to love and approval- Build self-esteem- Feel good everyday",736,33,562 follower,"['Psychology', 'Self Help', 'Nonfiction', 'Mental Health', 'Health', 'Personal Development', 'Science']","1,542 review","13,325 (42%)","9,875 (31%)","5,683 (18%)","1,682 (5%)",912 (2%)
Beyond the Sky and the Earth: A Journey into Bhutan,Jamie Zeppa,4.16,"4,173 rating","May 18, 1999","At age 24 Jamie Zeppa, a Canadian who had never been outside of North America, said goodbye to her fiancé and her plans for graduate school and moved to Bhutan, a remote Buddhist kingdom in the Himalayas. Beyond the Sky and the Earth is an autobiographical work that details her experiences and transformations after spending three years in Bhutan. It is as much a book about Zeppa's day-to-day life in Bhutan as it is about the personal awakenings and realizations that she had while living there. Visitors to Bhutan, an increasingly hot tourist destination, are still few and far between, largely because of tight government restrictions on entry, visa requirements, and a law requiring tourists to spend at least $200 a day there. There aren't many books on Bhutan, and even fewer first-hand accounts of life there. Beyond the Sky and the Earth stands out as both an informative introduction to the people and culture of Bhutan and as a beautiful piece of travel literature set against the backdrop of one of the most remote and unspoiled places on earth. Zeppa recounts her experiences living abroad, such as learning to live without electricity and carrying on a forbidden affair with one of her students, in such a compelling way that even someone who has never left home will become entranced by her story and captivated by her unique experiences. Naturally, Zeppa experienced culture shock when she arrived in Bhutan. The hardships she encountered seemed insurmountable, and at first she thought she couldn't bear it and fantasized about returning to Canada. She had to learn a new language in order to communicate with her students, she had to learn to live on her own, and she had to learn to deal with homesickness. Perhaps her biggest challenge was learning how to reconcile her growing love for Bhutan with her nostalgia for her life in Canada, her family, and her fiancé. But after living among Bhutan's Himalayan peaks, lush valleys, colorful villages, and friendly people, and after gaining an appreciation for life in a place frozen in time, Zeppa realizes that she feels at home in Bhutan and wants to stay.Although to Zeppa Bhutan is a magical land, she cautions herself and the reader not to deem it ""the last Shangri-La,"" as is often done by the lucky travelers who make their way through the red tape required for entry into the kingdom. Bhutan is not without its problems: it is an underdeveloped country plagued by the problems that affect many places cut off from modernity. There is infant mortality, illness, and poverty. There are also domestic and international tensions that stem from the government's stringent regulations intended to preserve the national culture. Among them are the prohibition of foreign television and a requirement that people wear the national dress, a kira for women and a gho for men.Few of us will ever get to see the place that was Zeppa's home. But her narrative is so clear and insightful that you easily feel as though you are sharing this portion of her life with her. Even if you haven't had the experience of living abroad, or if the prospect of a trip to the furthest reaches of Asia is not in your cards, Zeppa's book is a worthy read on many levels. From her powerful use of language to describe the superb beauty of Bhutan's landscape to her passionate description of her spellbinding relationship with her future husband, Beyond the Sky and the Earth draws readers in and takes them on her rocky ride to self-realization. When trying to explain to a friend what she finds appealing about Bhutan, Zeppa writes: ""It takes a long time to find the true words, to put them in order, to tell the whole story. It is not just this or that, the mountains, the people, it is me and the way I can be here, the freedom to walk unafraid into the great dark night. It is a hundred thousand things and I could never trace or tell all the connections and reflections, the shadows and echoes and secret relations between them.""But, in fact, Zeppa does tell the reader about these connections and reflections in a lyrical way. After reading the book, you will have a deep understanding, appreciation, and respect for Zeppa's strength of character and for the wonders of Bhutan.Beyond the Sky and the Earth is a delight to read in every way. Zeppa's beautiful prose, peppered alternately with funny observations and profound soul-searching, is a truly special and unique work that will leave you craving an adventure of your own.",320,4,45 follower,"['Travel', 'Nonfiction', 'Memoir', 'Asia', 'Biography', 'Adventure', 'Biography Memoir']",405 review,"1,715 (41%)","1,636 (39%)",636 (15%),135 (3%),51 (1%)
Love's Unending Legacy,Janette Oke,4.23,"9,982 rating","January 1, 1984","Marty and her husband Clark, return home, but worry how the children will adjust to the amputation of Clark's foot after a severe accident","PaperbackFirst published January 1, 1984",296,"3,023 follower","['Christian Fiction', 'Historical Fiction', 'Romance', 'Christian', 'Fiction', 'Historical', 'Christian Romance']",181 review,"4,837 (48%)","3,117 (31%)","1,608 (16%)",283 (2%),137 (1%)
Nya hyss av Emil i Lönneberga,Astrid Lindgren,4.23,"1,441 rating","January 1, 1966","När boken börjar har Emil täljt sin nittiosjunde trägubbe och när den slutar har han hunnit till etthundratjugofem gubbar. Då kan man räkna ut hur många hyss han har hunnit med under tiden, till exempel hur han hällde paltsmet över sin far och firade sitt hundragubbesjubileum i snickarboden och hur han gjorde Stora Tabberaset i Katthult när han bjöd alla fattighjonen på julkalas.Den andra boken om Emil i Lönneberga, en av de mest älskade av alla Astrid Lindgrens karaktärer, och den som hon själv tyckte bäst om. Berättelserna om Emil är baserade på hennes egen pappa Samuel August och allt som han berättade om sin barndom i Småland i slutet av 1800-talet.",128,"1,008","3,442 follower","['Childrens', 'Fiction', 'Classics', 'Swedish Literature', 'Scandinavian Literature', 'Audiobook', 'Humor', 'Childrens', 'Fiction', 'Classics', 'Swedish Literature', 'Scandinavian Literature', 'Audiobook', 'Humor', 'Childrens', 'Fiction', 'Classics', 'Swedish Literature', 'Scandinavian Literature', 'Audiobook', 'Humor']",68 review,628 (43%),554 (38%),226 (15%),28 (1%),5 (<1%)
TD : Dreams in Motion,Terrell Davis,3.95,55 rating,"October 1, 1998","On a sun-filled January day, running back Terrell Davis stood atop a fire truck that slowly wound through downtown Denver during the Broncos' Super Bowl victory parade while 650,000 raucous fans were chanting ""TD! TD! TD!"" It was a moment of exhilaration and accomplishment for Terrell, whose record-setting, three-touchdown performance against the Green Bay Packers earned him the Super Bowl XXXII MVP. As he waved and gave the Mile High Salute, Terrell couldn't help but think of how unbelievable it all was, how it had taken so much to get to this shining moment. ""If I were to jump outside my body and get a chance to read my life story, I would say, `Man, that's amazing.' I've never heard, seen, or read a story like this--never."" Terrell had faced hurdles that make carrying a football seem easy in comparison. There were blinding migraine headaches that had haunted him from the age of seven and almost removed him from the Super Bowl; a capricious father, who toughened Terrell in unorthodox ways, yet helped mold him into the person and player he is today; an arrest in college that could have cost him everything he ever wanted; a contentious relationship with his head coach at the University of Georgia that made him more determined than ever. At Lincoln High School, before being switched to fullback during his senior year, Terrell was a nose guard, attracting scant attention from colleges. At Long Beach State, his college of choice, the football program folded two seasons after Terrell arrived. At Georgia, Terrell saw his stock and reputation almost irreparably damaged, all leading to him becoming the 196th player and 21st running back selected in the 1995 NFL draft. Finally, in his rookie year with the Broncos, he battled from being a sixth-string running back to starter in the span of only one summer. Not since his Pop Warner days, when he was known as ""Boss Hogg,"" was he thought of as a go-to guy, and now, here he was, one of the NFL's top players. Dreams in Motion is a candid and surprising autobiography, unlike any sports book. It takes you on a journey through Terrell's life and into his mind and heart. It explains how Terrell has been able to maintain the edge that others have lost. It spells out the origins of the Mile High Salute that became a nationally recognized sports symbol and celebration. It discusses the unique relationship he shares with his mother, a remarkable and compassionate woman. Perhaps most important, Dreams in Motion is inspirational. It helps you understand why Terrell has been able to persevere while others he has known have veered off the road. Terrell will overwhelm you not with his moves on the football field, but with his words on the page. Searing and gut-wrenching, lighthearted and funny, honest and real, this is Terrell Davis's own story, the memoirs of a champion.",224,5,5 book,"['Sports', 'Biography', 'Sports', 'Biography', 'Sports', 'Biography']",11 review,19 (34%),21 (38%),11 (20%),1 (1%),3 (5%)
