title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Lords Of The Starship,Mark S. Geston,3.45,141 rating,"January 1, 1967","The ship was to be seven miles long, a third of a mile in diameter and have a wingspread of three and a half miles. It would take two and a half centuries to construct. Its announced purpose: to carry humanity away from its ruined world, from the world that had become a perpetual purgatory.To build this vast ship would require the undivided activity of an entire nation and would mean carrying out a ruthless program of war and conquest, of annihilation and reconstruction, and of education and discovery.But was this starship really what it was claimed to be? Or was there a greater secret behind its incredible cost - a secret so strange that no man dared reveal it?",158,17,7 follower,"['Science Fiction', 'Fiction', 'Dying Earth', 'Post Apocalyptic', 'Science Fiction Fantasy']",24 review,27 (19%),39 (27%),50 (35%),21 (14%),4 (2%)
"Mountains of Tibet, The",Mordicai Gerstein,4.43,366 rating,"January 1, 1987",‘This story of the death and reincarnation of a Tibetan woodcutter is a beautifully gentle look at one human being dealing with life’s choices and possibilities.’ —SLJ. ‘The impact of its peaceful message will reverberate long after the last page is read.’ —H. Outstanding Children's Books of 1987 (NYT)Best Illustrated Children's Books of 1987 (NYT)Notable 1987 Children's Trade Books in Social Studies (NCSS/CBC)1988 Choices (Association of Booksellers for Children)1987 The Year's Best Books (Publishers Weekly)1987 Children's Books (NY Public Library),32,92,65 follower,"['Picture Books', 'Childrens', 'Death', 'Spirituality', 'Cultural', 'Fiction', 'Asia']",59 review,219 (59%),98 (26%),39 (10%),8 (2%),2 (<1%)
Everville,Clive Barker,4.04,"10,819 rating","October 27, 1994","On the borderland between this world and the world of Quiddity, the sea of our dreams, sits Everville. For years, it has lived in ignorance of the gleaming shore on which it lies. But its ignorance is not bliss. Opening the door between worlds, Clive Barker delivers his characters into the heart of the human mystery; into a place of revelation, where the forces which have shaped our past(and are ready to destroy our future) are at work.",697,702,13.7k follower,"['Horror', 'Fantasy', 'Fiction', 'Dark Fantasy', 'Thriller', 'Science Fiction', 'Urban Fantasy']",274 review,"3,916 (36%)","4,145 (38%)","2,164 (20%)",460 (4%),134 (1%)
The Magnetic Fields,André Breton,3.87,450 rating,"January 1, 1920",Les Champs magnétiques (1920; The Magnetic Fields) is known as the first major surrealist work.,115,262,711 follower,"['Poetry', 'French Literature', 'Fiction', 'France', 'Art', '20th Century', 'Literature', 'Poetry', 'French Literature', 'Fiction', 'France', 'Art', '20th Century', 'Literature', 'Poetry', 'French Literature', 'Fiction', 'France', 'Art', '20th Century', 'Literature', 'Poetry', 'French Literature', 'Fiction', 'France', 'Art', '20th Century', 'Literature', 'Poetry', 'French Literature', 'Fiction', 'France', 'Art', '20th Century', 'Literature']",58 review,166 (36%),134 (29%),94 (20%),39 (8%),17 (3%)
The Tender Shoot and Other Stories,Colette,3.93,58 rating,"404 pages, PaperbackPublished January 1, 1975","Book by Colette, Colette, Sidonie-Gabriel",404,555,"1,498 follower","['Short Stories', 'Fiction', 'France', 'Short Stories', 'Fiction', 'France', 'Short Stories', 'Fiction', 'France', 'Short Stories', 'Fiction', 'France', 'Short Stories', 'Fiction', 'France']",3 review,17 (29%),23 (39%),15 (25%),3 (5%),0 (0%)
Hot Sour Salty Sweet: A Culinary Journey Through Southeast Asia,Jeffrey Alford,4.15,"1,873 rating","October 2, 2000","Luminous at dawn and dusk, the Mekong is a river road, a vibrant artery that defines a vast and fascinating region. Here, along the world's tenth largest river, which rises in Tibet and joins the sea in Vietnam, traditions mingle and exquisite food prevails. Award-winning authors Jeffrey Alford and Naomi Duguid followed the river south, as it flows through the mountain gorges of southern China, to Burma and into Laos and Thailand. For a while the right bank of the river is in Thailand, but then it becomes solely Lao on its way to Cambodia. Only after three thousand miles does it finally enter Vietnam and then the South China Sea.It was during their travels that Alford and Duguid—who ate traditional foods in villages and small towns and learned techniques and ingredients from cooks and market vendors—came to realize that the local cuisines, like those of the Mediterranean, share a distinctive culinary approach: Each cuisine balances, with grace and style, the regional flavor quartet of hot, sour, salty, and sweet. This book, aptly titled, is the result of their journeys.Like Alford and Duguid's two previous works, Flatbreads and Flavors (""a certifiable publishing event"" —Vogue) and Seductions of Rice (""simply stunning""—The New York Times), this book is a glorious combination of travel and taste, presenting enticing recipes in ""an odyssey rich in travel anecdote"" (National Geographic Traveler).The book's more than 175 recipes for spicy salsas, welcoming soups, grilled meat salads, and exotic desserts are accompanied by evocative stories about places and people. The recipes and stories are gorgeously illustrated throughout with more than 150 full-color food and travel photographs.In each chapter, from Salsas to Street Foods, Noodles to Desserts, dishes from different cuisines within the region appear side by side: A hearty Lao chicken soup is next to a Vietnamese ginger-chicken soup; a Thai vegetable stir-fry comes after spicy stir-fried potatoes from southwest China.The book invites a flexible approach to cooking and eating, for dishes from different places can be happily served and eaten together: Thai Grilled Chicken with Hot and Sweet Dipping Sauce pairs beautifully with Vietnamese Green Papaya Salad and Lao sticky rice.North Americans have come to love Southeast Asian food for its bright, fresh flavors. But beyond the dishes themselves, one of the most attractive aspects of Southeast Asian food is the life that surrounds it. In Southeast Asia, people eat for joy. The palate is wildly eclectic, proudly unrestrained. In Hot, Sour, Salty, Sweet, at last this great culinary region is celebrated with all the passion, color, and life that it deserves.",346,11,15 follower,"['Cookbooks', 'Food', 'Cooking', 'Nonfiction', 'Travel', 'Asian Literature', 'Asia', 'Cookbooks', 'Food', 'Cooking', 'Nonfiction', 'Travel', 'Asian Literature', 'Asia', 'Cookbooks', 'Food', 'Cooking', 'Nonfiction', 'Travel', 'Asian Literature', 'Asia']",47 review,871 (46%),574 (30%),310 (16%),72 (3%),46 (2%)
The Awesome Egyptians,Terry Deary,4.04,"3,457 rating","January 1, 1994","History with the nasty bits left in. Awful information about phabulous Pharoahs, mean mummies, revolting recipes for 3000 year old sweets, and more. History has never been so horrible! For 9-12 year olds.",128,539,723 follower,"['History', 'Nonfiction', 'Childrens', 'Historical', 'Humor', 'Egypt', 'Middle Grade', 'History', 'Nonfiction', 'Childrens', 'Historical', 'Humor', 'Egypt', 'Middle Grade', 'History', 'Nonfiction', 'Childrens', 'Historical', 'Humor', 'Egypt', 'Middle Grade', 'History', 'Nonfiction', 'Childrens', 'Historical', 'Humor', 'Egypt', 'Middle Grade', 'History', 'Nonfiction', 'Childrens', 'Historical', 'Humor', 'Egypt', 'Middle Grade']",164 review,"1,270 (36%)","1,266 (36%)",756 (21%),135 (3%),30 (<1%)
Jurnalul de la Păltiniş: un model paideic în cultura umanistă,Gabriel Liiceanu,4.11,659 rating,"January 1, 1983","„...O astfel de carte istoriseşte o fabulă care, cu sau fără noi, merita să fie inventată.“(Constantin NOICA)Mult iubite Domnule Noica,Ţin pe masa mea o poză pe care Andrei ne-a făcut-o la Păltiniş, în timp ce urcam pe poteca pietruită care duce spre cabana d-voastră. Poza este făcută din spate şi are în ea o elocvenţă a însoţirii care mă fascinează de câte ori o privesc. Poate pentru că astăzi este ajunul Crăciunului şi simt nevoia să mă deschid către obiectele iubirilor şi veneraţiilor mele, mă întorc către d-voastră, din depărtarea aceasta care apropie în chipul cel mai adânc, şi vă mulţumesc pentru drumul pe care, cu spatele întors către lume, m-aţi lăsat să îl facem împreună. De „despărţit“ poate fi vorba doar în sensul că drumul ce mi se deschide în faţă trebuie de-acum să-l străbat singur, vegheat doar de privirea d-voastră, pe care îmi place să o simt în urma mea ca pe o însoţire, ce îmi măsoară din depărtare poticnirile, şovăiala şi regăsirile. Aşa mă simt în clipa aceasta, altfel, dar la fel de tare, legat de d-voastră...(Gabriel Liiceanu către Constantin Noica, 24 decembrie 1982)„Peste 100 de ani nici eu nu voi mai fi cunoscut, nici Liiceanu. Dar raportul dintre noi va fi cunoscut. A face cultură e a sta într-un picior. În fotografie şi eu sunt într-un picior, şi el. Dar eu sunt pe piciorul drept, pe când el e pe cel stâng. Acesta e raportul.“ (Constantin NOICA, Jurnal de idei)„Asist cu bucurie la «despărţirea» lui Gabriel de mine. O grăbesc chiar. Voi sfârşi în singurătate, aşa cum mi-am dorit. Sau poate legat numai de departele meu...“ (Constantin NOICA, Jurnal de idei)",376,111,261 follower,"['Philosophy', 'Nonfiction', 'Romanian Literature', 'Biography', 'Journal', 'Memoir', 'History']",25 review,261 (39%),256 (38%),102 (15%),32 (4%),8 (1%)
The Courage of Sarah Noble,Alice Dalgliesh,3.91,"7,365 rating","January 1, 1954","In this Newbery Honor book classic, young Sarah learns how to be brave even when the world is strange and new.In 1707, young Sarah Noble and her father traveled through the wilderness to build a new home for their family. “Keep up your courage, Sarah Noble,” her mother had said, but Sarah found that it was not always easy to feel brave inside. The dark woods were full of animals and Indians, too, and Sarah was only eight!The true story of Sarah’s journey is inspiring. And as she cares for her father and befriends her Indian neighbors, she learns that to be afraid and to be brave is the greatest courage of all.The New York Times Book Review described this book as one “to be long remembered for its beautifully written simplicity and dignity.”",64,56,42 follower,"['Historical Fiction', 'Childrens', 'Fiction', 'Historical', 'Classics', 'Middle Grade', 'American History', 'Historical Fiction', 'Childrens', 'Fiction', 'Historical', 'Classics', 'Middle Grade', 'American History', 'Historical Fiction', 'Childrens', 'Fiction', 'Historical', 'Classics', 'Middle Grade', 'American History']",492 review,"2,534 (34%)","2,424 (32%)","1,804 (24%)",417 (5%),186 (2%)
Out Of The Mouth Of The Dragon,Mark S. Geston,3.45,66 rating,"January 1, 1969","Amon VanRoark heard the prophet speaking in the marketplace of the decaying city. Timonias spoke with all the glowing words and crystal clarity of his calling. And the young man listened and he followed.The call was to the Meadows, to the Wars, to the Armageddon in which all the forces of Good and all the forces of Evil would meet, would clash, would decide the fate of the already doomed world.There had been other Armageddons, false ones, so Amon believed, in the lifetimes of his father, and his grandfather before him. But when Amon looked at the ruined world around him, at the lost technologies, the vestiges of dying cultures, the warped rays of the sun, he knew he must answer the call to this last Armageddon, in which Creation would either be renewed or finally be let to end.",160,17,7 follower,"['Science Fiction', 'Post Apocalyptic', 'Science Fiction Fantasy', 'Fiction']",14 review,13 (19%),20 (30%),21 (31%),8 (12%),4 (6%)
The Folded Leaf,William Maxwell,3.97,"1,271 rating","January 1, 1945","
In the suburbs of Chicago in the 1920s, two boys initiate an unusual friendship: Lymie Peters, a skinny and somewhat clumsy boy who always gets good grades, and newcomer Spud Latham, a star athlete and mediocre student. Spud accepts Lymie’s devotion without questioning it, but once high school ends and the boys enter college, tensions begin to arise between them. Lymie is the first to meet Sally Forbes, but she will fall in love with Spud, and this will mark the beginning of the rift between them. But this rupture will be more than Lymie can bear. William Maxwell provides the reader with a moving portrayal of adolescence and the shift from youth into adulthood.
 

En los suburbios de Chicago en los años veinte, dos chicos inician una insólita amistad: Lymie Peters, un muchacho delgado y un poco torpe que siempre saca buenas notas, y el recién llegado Spud Latham, un auténtico atleta y estudiante mediocre. Spud acepta la devoción de Lymie sin cuestionarla, pero al terminar la escuela secundaria y comenzar la universidad, aparecen las primeras tensiones entre ellos. Lymie es el primero en conocer a Sally Forbes, pero ella se enamorará de Spud, y este hecho marcará el inicio del distanciamiento entre los dos amigos. Pero la ruptura es más de lo que Lymie podrá soportar. He aquí un conmovedor retrato de la adolescencia y el paso de la juventud a la edad adulta.

",304,104,298 follower,"['Fiction', 'Classics', 'LGBT', 'Gay', 'Coming Of Age', 'Historical Fiction', 'Novels']",156 review,397 (31%),530 (41%),265 (20%),64 (5%),15 (1%)
The Lion's Bride,Connie Mason,3.90,913 rating,"December 1, 1995","After saving William the Conqueror's life on the battlefield, Lord Lyon of Normandy cannot help falling in love with the new bride chosen by his king for him, Ariana of Cragmere, who considers the Norman warrior her sworn enemy. Original.",384,119,515 follower,"['Historical Romance', 'Historical', 'Medieval', 'Romance', 'Medieval Romance', 'Historical Fiction', 'Adult']",48 review,340 (37%),267 (29%),205 (22%),73 (7%),28 (3%)
Neothink: Superpuzzle,Mark Hamilton,4.17,23 rating,"January 1, 1999",A tome that teaches one being how to thrive and life beyond limits.,1210,111,16 follower,[],6 review,15 (65%),2 (8%),3 (13%),1 (4%),2 (8%)
The Melancholy of Resistance,László Krasznahorkai,4.16,"4,339 rating","January 1, 1989","A powerful, surreal novel, in the tradition of Gogol, about the chaotic events surrounding the arrival of a circus in a small Hungarian town. The Melancholy of Resistance, László Krasznahorkai's magisterial novel, depicts a chain of mysterious events in a small Hungarian town. A circus, promising to display the stuffed body of the largest whale in the world, arrives in the dead of winter, prompting bizarre rumours. Word spreads that the circus folk have a sinister purpose in mind, and the frightened citizens cling to any manifestation of order they can find - music, cosmology, fascism. The novel's characters are unforgettable: the evil Mrs. Eszter, plotting her takeover of the town; her weakling husband; and Valuska, our hapless hero with his head in the clouds, who is the tender center of the book, the only pure and noble soul to be found. Compact, powerful and intense, The Melancholy of Resistance, as its enormously gifted translator George Szirtes puts it, ""is a slow lava flow of narrative, a vast black river of type."" And yet, miraculously, the novel, in the words of The Guardian, ""lifts the reader along in lunar leaps and bounds.""",314,40,"1,595 follower","['Fiction', 'Hungary', 'Hungarian Literature', 'Novels', 'Literature', 'Literary Fiction', 'Horror', 'Fiction', 'Hungary', 'Hungarian Literature', 'Novels', 'Literature', 'Literary Fiction', 'Horror', 'Fiction', 'Hungary', 'Hungarian Literature', 'Novels', 'Literature', 'Literary Fiction', 'Horror']",607 review,"1,969 (45%)","1,471 (33%)",605 (13%),207 (4%),87 (2%)
The Shackle,Colette,3.61,232 rating,"January 1, 1913","Renee Nere is now 36 - it is three years after she leaves Max and she sees him again with his wife and young child.He doesn't even recognize her, and she in turn feels nothing for him. Renee is now living as an independent woman on a small income from an inheritance. She has left the music hall and is thinking once again of writing seriously. This time, however, she falls in love with her friend May's lover Jean. Renee is resigned to putting on the shackle when she becomes his mistress. It is the shackle you wear when you fall in love, and cannot extract yourself emotionally.",168,555,"1,498 follower","['Fiction', 'Classics', 'Feminism', 'France', '20th Century', 'French Literature', 'Literature']",34 review,50 (21%),73 (31%),82 (35%),22 (9%),5 (2%)
Joschis Garten,Ursula Wölfel,3.86,36 rating,"January 1, 1995",Joschis Garten - bk634; Ravensburger Buchverlag; Ursula Wölfel; pocket_book; 1996,159,40,6 follower,['Childrens'],3 review,14 (38%),13 (36%),3 (8%),2 (5%),4 (11%)
The End of Science: Facing the Limits of Knowledge in the Twilight of the Scientific Age,John Horgan,3.58,599 rating,"January 1, 1996","As staff writer for Scientific American, John Horgan has a window on contemporary science unsurpassed in all the world. Who else routinely interviews the likes of Lynn Margulis, Roger Penrose, Francis Crick, Richard Dawkins, Freeman Dyson, Murray Gell-Mann, Stephen Jay Gould, Stephen Hawking, Thomas Kuhn, Chris Langton, Karl Popper, Stephen Weinberg, and E.O. Wilson, with the freedom to probe their innermost thoughts?In The End Of Science, Horgan displays his genius for getting these larger-than-life figures to be simply human, and scientists, he writes, ”are rarely so human...so at ther mercy of their fears and desires, as when they are confronting the limits of knowledge.”This is the secret fear that Horgan pursues throughout this remarkable Have the big questions all been answered? Has all the knowledge worth pursuing become known? Will there be a final ”theory of everything” that signals the end? Is the age of great discoverers behind us? Is science today reduced to mere puzzle solving and adding detains to existing theories?Horgan extracts surprisingly candid answers to there and other delicate questions as he discusses God, Star Trek, superstrings, quarks, plectics, consciousness, Neural Darwinism, Marx's view of progress, Kuhn's view of revolutions, cellular automata, robots, and the Omega Point, with Fred Hoyle, Noam Chomsky, John Wheeler, Clifford Geertz, and dozens of other eminent scholars. The resulting narrative will both infuriate and delight as it mindles Horgan's smart, contrarian argument for ”endism” with a witty, thoughtful, even profound overview of the entire scientific enterprise.Scientists have always set themselves apart from other scholars in the belief that they do not construct the truth, they discover it. Their work is not interpretation but simple revelation of what exists in the empirical universe. But science itself keeps imposing limits on its own power. Special relativity prohibits the transmission of matter or information as speeds faster than that of light; quantum mechanics dictates uncertainty; and chaos theory confirms the impossibility of complete prediction. Meanwhile, the very idea of scientific rationality is under fire from Neo-Luddites, animal-rights acitivists, religious fundamentalists, and New Agers alike.As Horgan makes clear, perhaps the greatest threat to science may come from losing its special place in the hierarchy of disciplines, being reduced to something more akin to literaty criticism as more and more theoreticians engage in the theory twiddling he calls ”ironic science.” Still, while Horgan offers his critique, grounded in the thinking of the world's leading researchers, he offers homage too. If science is ending, he maintains, it is only because it has done its work so well.",320,42,52 follower,"['Science', 'Nonfiction', 'Philosophy', 'Physics', 'History Of Science', 'Popular Science', 'History']",56 review,126 (21%),215 (35%),167 (27%),65 (10%),26 (4%)
The Fall of the House of Usher and Other Tales,Edgar Allan Poe,4.17,"73,531 rating","January 1, 1960","The eerie tales of Edgar Allan Poe, from the 1830s and 40s, remain among the most brilliant and influential works in American literature. Some of the celebrated tales contained in this unique volume include the world's first detective stories -- ""The Murders in the Rue Morgue"" and ""The Purloined Letter"", and three stories sure to make a reader's hair stand on end -- ""The Cask of Amontillado"", ""The Tell-Tale Heart"", and ""The Masque of the Red Death"".The work includes a new introduction by Stephen Marlowe, author of ""The Memoirs of Christopher Columbus"" and ""The Lighthouse at the End of the World.""Besides the five stories already mentioned, it also contains: ""The Balloon-Hoax"", ""Ms. Found in a Bottle"", ""A Descent into a Maelstrom"", ""The Black Cat"", ""The Pit and the Pendulum"", The Assignation"", ""Diddling"", ""The Man That Was Used Up"", and the novel, ""Narrative of A. Gordon Pym"". These may vary with different editions.The Signet Classic Edition of ""The Fall of the House of Usher and Other Tales"" has over 250,000 copies in print!Librarian's note: this is a collection by the author of short stories, and one novel, Entries for each of them on their own can be found elsewhere on Goodreads, including the specific entry for the story, ""The Fall of the House of Usher"".",400,"9,636",25.5k follower,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery', 'Literature', 'Classics', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery', 'Literature', 'Classics', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery', 'Literature']",676 review,"31,230 (42%)","26,712 (36%)","12,951 (17%)","2,155 (2%)",483 (<1%)
The Stain,Rikki Ducornet,3.87,279 rating,"January 1, 1984","In ""The Stain"" Rikki Ducornet tells the story of a young girl named Charlotte, branded with a furry birthmark in the shape of a dancing hare, regarded as the mark of Satan. ""Sadistic nuns, scatology, butchered animals, monkish rapists, and Satan"" (Kirkus), as well as the village exorcist, inhabit this bawdy tale of perversion, power, possession, and the rape of innocence. Ducornet weaves an intricate design of fantasy and reality, at once surreal, hilarious, and terrifying.",223,59,212 follower,"['Fiction', 'Horror', 'Fantasy', 'Novels', 'American', '20th Century', 'Literature']",42 review,85 (30%),105 (37%),59 (21%),27 (9%),3 (1%)
