title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Midwives,Chris Bohjalian,3.99,"159,418 rating","April 1, 1997","The time is 1981, and Sibyl Danforth has been a dedicated midwife in the rural community of Reddington, Vermont, for fifteen years. But one treacherous winter night, in a house isolated by icy roads and failed telephone lines, Sibyl takes desperate measures to save a baby's life. She performs an emergency Caesarean section on its mother, who appears to have died in labor. But what if—as Sibyl's assistant later charges—the patient wasn't already dead, and it was Sibyl who inadvertently killed her?As recounted by Sibyl's precocious fourteen-year-old daughter, Connie, the ensuing trial bears the earmarks of a witch hunt except for the fact that all its participants are acting from the highest motives—and the defendant increasingly appears to be guilty. As Sibyl Danforth faces the antagonism of the law, the hostility of traditional doctors, and the accusations of her own conscience, Midwives engages, moves, and transfixes us as only the very best novels ever do.",384,40,11.8k follower,"['Fiction', 'Contemporary', 'Book Club', 'Adult Fiction', 'Mystery', 'Adult', 'Historical Fiction']","4,904 review","50,108 (31%)","67,014 (42%)","34,843 (21%)","5,982 (3%)","1,471 (<1%)"
Ποιήματα 1978-1987,Έκτωρ Κακναβάτος,5.00,3 rating,"January 1, 1990",,318,19,19 book,[],0 review,3 (100%),0 (0%),0 (0%),0 (0%),0 (0%)
"The Last Lion: Winston Spencer Churchill: Visions of Glory, 1874-1932",William Manchester,4.33,"15,117 rating","January 1, 1983","s/t: Winston Spencer Churchill: Visions of Glory 1874-1932When Winston Spencer Churchill was born in Blenheim Palace, Imperial Britain stood at the splendid pinnacle of her power. Yet within a few years, the Empire would hover on the brink of a catastrophic new era. This first volume of the best-selling biography of the adventurer, aristocrat, soldier, and statesman covers the first 58 years of the remarkable man whose courageous vision guided the destiny of those darkly troubled times and who looms today as one of the greatest figures of the 20th century. Black and white photos & illustrations.",992,131,488 follower,"['Biography', 'History', 'Nonfiction', 'Politics', 'Biography Memoir', 'War', 'British Literature']",690 review,"8,703 (57%)","3,987 (26%)","1,513 (10%)",475 (3%),439 (2%)
Come Over to My House,Theo LeSieg,4.26,978 rating,"August 12, 1966","I can read it all by myself beginner books, illustrated",63,20,92 follower,"['Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Kids', 'Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Kids', 'Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Kids']",93 review,511 (52%),258 (26%),174 (17%),23 (2%),12 (1%)
The Selected Poems of Rosario Castellanos (Palbra Sur Book),Rosario Castellanos,4.37,68 rating,"October 1, 1988","A mystic and a feminist, Rosario Castellanos opened the way for other Mexican women to become writers. She published eight volumes of poetry, and in 1972 anthologized them in a book entitled Poesía No Eres Tú (Poetry Is Not You), from which the Selected Poems was assembled.",132,89,394 follower,"['Poetry', 'Latin American']",9 review,40 (58%),17 (25%),8 (11%),2 (2%),1 (1%)
Black Hole: A Graphic Novel,Charles Burns,3.85,"49,434 rating","January 12, 2005","Suburban Seattle, the mid-1970s. We learn from the out-set that a strange plague has descended upon the area's teenagers, transmitted by sexual contact. The disease is manifested in any number of ways—from the hideously grotesque to the subtle (and concealable)—but once you've got it, that's it. There's no turning back. As we inhabit the heads of several key characters—some kids who have it, some who don't, some who are about to get it—what unfolds isn't the expected battle to fight the plague, or bring heightened awareness to it, or even to treat it. What we become witness to instead is a fascinating and eerie portrait of the nature of high school alienation itself—the savagery, the cruelty, the relentless anxiety and ennui, the longing for escape. And then the murders start. As hypnotically beautiful as it is horrifying, Black Hole transcends its genre by deftly exploring a specific American cultural moment in flux and the kids who are caught in it—back when it wasn't exactly cool to be a hippie anymore, but Bowie was still just a little too weird. To say nothing of sprouting horns and molting your skin…",368,115,932 follower,"['Graphic Novels', 'Comics', 'Horror', 'Fiction', 'Graphic Novels Comics', 'Science Fiction', 'Comix']","2,833 review","15,722 (31%)","17,133 (34%)","11,358 (22%)","3,736 (7%)","1,485 (3%)"
An Experiment in Criticism,C.S. Lewis,4.20,"2,772 rating","January 1, 1961","Why do we read literature and how do we judge it? C. S. Lewis's classic An Experiment in Criticism springs from the conviction that literature exists for the joy of the reader and that books should be judged by the kind of reading they invite. He argues that ""good reading,"" like moral action or religious experience, involves surrender to the work in hand and a process of entering fully into the opinions of others: ""in reading great literature I become a thousand men and yet remain myself."" Crucial to his notion of judging literature is a commitment to laying aside expectations and values extraneous to the work, in order to approach it with an open mind. Amid the complex welter of current critical theories, C. S. Lewis's wisdom is valuably down-to-earth, refreshing and stimulating in the questions it raises about the experience of reading.",99,"1,291",42.2k follower,"['Nonfiction', 'Literary Criticism', 'Literature', 'Philosophy', 'Writing', 'Books About Books', 'Christian']",455 review,"1,248 (45%)",965 (34%),452 (16%),91 (3%),16 (<1%)
The Tragedy of the Chinese Revolution,Harold R. Isaacs,4.40,52 rating,"January 1, 1938","The story of contemporary China typically dates back to Mao's 1949 revolution. But in this classic work of Marxist scholarship, historian Harold Isaacs uncovers how workers and peasants struggled for a different kind of revolution, one built from the bottom up, in the 1920s. The defeat of their heroic efforts profoundly shaped the further course of modern Chinese history.Harold Isaacs was an acclaimed Marxist historian who identified with Leon Trotsky's critique of the Soviet Union's degeneration under Stalinism during the 1920s. ""The Tragedy,"" his major work, is dedicated to the ""martyrs"" of the 1925-1927 revolution, who fought for a truly democratic society.",408,27,5 follower,"['China', 'History', 'Nonfiction']",9 review,27 (51%),19 (36%),6 (11%),0 (0%),0 (0%)
"Jelena, žena koje nema",Ivo Andrić,4.38,"1,159 rating","January 1, 1962","Pored naslovne novele u ovaj izbor su uvrštene najbolje priče Iva Andrića; Anikina vremena, Ljubav u kasabi, Ćorkan i švabica, ... i druge koje na najbolji način predstavljaju Andrićev pripovedački opus.",335,271,"1,127 follower","['Classics', 'Serbian Literature', 'Short Stories', 'Fiction', 'Adult', 'Drama']",29 review,651 (56%),344 (29%),129 (11%),25 (2%),10 (<1%)
Gravity and Grace,Simone Weil,4.30,"2,808 rating","January 1, 1947","Gravity and Grace was the first ever publication by the remarkable thinker and activist, Simone Weil. In it Gustave Thibon, the farmer to whom she had entrusted her notebooks before her untimely death, compiled in one remarkable volume a compendium of her writings that have become a source of spiritual guidance and wisdom for countless individuals. On the fiftieth anniversary of the first English edition - by Routledge & Kegan Paul in 1952 - this Routledge Classics edition offers English readers the complete text of this landmark work for the first time ever, by incorporating a specially commissioned translation of the controversial chapter on Israel. Also previously untranslated is Gustave Thibon's postscript of 1990, which reminds us how privileged we are to be able to read a work which offers each reader such 'light for the spirit and nourishment for the soul'. This is a book that no one with a serious interest in the spiritual life can afford to be without.",224,219,"1,326 follower","['Philosophy', 'Religion', 'Nonfiction', 'Theology', 'Spirituality', 'Essays', 'France']",324 review,"1,449 (51%)",898 (31%),336 (11%),99 (3%),26 (<1%)
Bone In The Throat,Anthony Bourdain,3.47,"4,427 rating","June 6, 1995","A wildly funny, irreverent tale of murder, mayhem, and the mob.When up-and-coming chef Tommy Pagana settles for a less than glamorous stint at his uncle’s restaurant in Manhattan’s Little Italy, he unwittingly finds himself a partner in big-time crime. And when the mob decides to use the kitchen for a murder, nothing Tommy learned in cooking school has prepared him for what happens next. With the FBI on one side and his eccentric wise guy superiors on the other, Tommy has to struggle to do right by his conscience and avoid getting killed in the meantime…Stuffed with charming characters and peppered with Bourdain’s wry humor, Bone in the Throat is one satisfying feast of a novel.",352,74,"4,685 follower","['Fiction', 'Mystery', 'Food', 'Crime', 'Thriller', 'Cooking', 'Mystery Thriller']",391 review,642 (14%),"1,478 (33%)","1,722 (38%)",496 (11%),89 (2%)
Jennings Goes to School,Anthony Buckeridge,4.16,577 rating,"January 1, 1950","When Jennings arrives at Linbury Court Preparatory School as a new boy, he soon discovers how much he has to learn, especially when the other boys seem to be talking in a different language! Spivish ozard! But it is not long before Jennings becomes a celebrity, following an intrepid escape from the school grounds and a riotous attempt to enliven a fire practice, which leaves Old Wilkie literally climbing the walls! From then on, every time Jennings gives trouble the elbow, a new disaster trips him over. But only one thing really matters to J C T Jennings – his First Eleven debut. When the long-awaited match arrives, Jennings certainly uses his head.",226,99,42 follower,"['Childrens', 'Humor', 'School Stories', 'Fiction', 'British Literature', 'School', 'Young Adult']",65 review,235 (40%),225 (38%),97 (16%),15 (2%),5 (<1%)
The New Atlantis,Ursula K. Le Guin,3.16,669 rating,"January 1, 1975","A vision of hope sinking and hope rising, in an America paralyzed by corporate control of government while sea levels rise catastrophically due to human-caused climate change.First published in The New Atlantis and Other Novellas of Science Fiction, edited by Robert Silverberg, 1975, the scarily prescient story was nominated for the Hugo and Nebula awards, and won the Locus Poll Award for Best Novelette. The ebook includes a new foreword by the author.","ebookFirst published January 1, 1975",977,25.5k follower,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Dystopia', 'Climate Change Fiction', 'The United States Of America']",72 review,64 (9%),159 (23%),296 (44%),117 (17%),33 (4%)
Night of the Living Dummy,R.L. Stine,3.84,"30,687 rating","May 1, 1993","When twins Lindy and Kris find a ventriloquist's dummy in a Dumpster, Lindy decides to ""rescue"" it, and she names it Slappy. But Kris is green with envy. It's not fair. Why does Lindy get to have all the fun and all the attention? Kris decides to get a dummy of her own. She'll show Lindy. Then weird things begin to happen. Nasty things. Evil things. It can't be the dummy causing all the trouble, Can it?",134,"1,674",16.7k follower,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery']","1,647 review","10,507 (34%)","8,775 (28%)","8,273 (26%)","2,368 (7%)",764 (2%)
The Dark Planet,J. Hunter Holly,3.42,24 rating,"January 1, 1962","[Back Cover]The Cobellans had conquered Earth by killing almost everyone.The few survivors, weaponless, griefstricken and disorganized, were no match for the invaders. A few straggling bands of guerrilla fighters were allowed to survive only because the Cobellans wanted them to, for propaganda purposes.Yet in the midst of the desolation, one man saw a way out. It would take a gigantic bluff, murder, treachery and betrayal.If he won, Earth would be free.If he lost...all of Earth would die with him.""",144,23,14 follower,['Science Fiction'],4 review,3 (12%),9 (37%),7 (29%),5 (20%),0 (0%)
Read My Desire: Lacan Against the Historicists,Joan Copjec,4.21,173 rating,"August 25, 1994","Copjec conjures a dialogue between Jacques Lacan, champion for psychoanalysis and Michael Foucault, champion for historicism, with the object of Lacan winning this time; usually the historicists smite the psychoanalysts with the charge of historical indifference and walk away unanswered. She makes a case for the superiority of Lacan's explanation of historical process, its generative principles, and its complex functionings. Annotation copyright Book News, Inc. Portland, Or.",288,48,50 follower,"['Psychoanalysis', 'Philosophy', 'Theory', 'Nonfiction', 'Psychology', 'History', 'Feminism']",22 review,77 (44%),63 (36%),26 (15%),7 (4%),0 (0%)
I Won't Learn from You: And Other Thoughts on Creative Maladjustment,Herbert R. Kohl,4.15,504 rating,"January 25, 1991","""I won't learn from you"" is Herb Kohl's now-classic essay about the phenomenon of ""not-learning,"" or refusing to learn, which takes place when a student's intelligence, dignity, or integrity is compromised by a teacher, an institution, or a larger social mindset. Available in book form for the first time, ""I Won't Learn from You"" serves here as a starting point for four new, groundbreaking essays by one of the country's leading thinkers on education. ""The Tattooed Man: Confessions of a Hopemonger"" is about the importance of teaching hope, and is Kohl's first autobiographical effort to discover in his own ghettoized childhood attitudes that let him recognize ""not-learning"" when he saw it among his students decades later. ""Creative Maladjustment and the Struggle for Public Education"" is inspired by Martin Luther King, Jr.'s call for creative maladjustment to an unjust society, and deals with the ways in which one can lead a positive life and learn new ways of maintaining opposition and resistance. ""Excellence, Equality, and Equity"" explores the relationship between these three crucial - and often confused - concepts. ""Uncommon Differences"" is about the way in which notions such as political correctness have been used to distract us from the central concerns of public education, including educating the poor, developing cultural diversity within the schools, and undoing the stigmatization of students who do not conform. It is about what public education in America can become. Written in Kohl's hallmark conversational style and employing the case examples that make his writing so compelling, these essays are at the forefront of current thinking on urban education.",176,64,17 follower,"['Education', 'Nonfiction', 'Teaching', 'School', 'Leadership', 'Education', 'Nonfiction', 'Teaching', 'School', 'Leadership', 'Education', 'Nonfiction', 'Teaching', 'School', 'Leadership']",57 review,209 (41%),191 (37%),79 (15%),19 (3%),6 (1%)
Transit,Anna Seghers,3.70,"2,600 rating","January 1, 1944","Marseille im Sommer 1940: Am Rande Europas versammeln sich die von den Nazis Verfolgten und Bedrohten. Sie hetzen nach Visa und Bescheinigungen, um nach Übersee ins rettende Exil zu entkommen. Für kurze Zeit sind fremde Leben durch Hoffnungen, Träume und Leidenschaften miteinander verbunden.",290,135,103 follower,"['Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Classics', 'War', 'World War II']",299 review,626 (24%),990 (38%),654 (25%),239 (9%),91 (3%)
The Real Cool Killers,Chester Himes,3.87,"2,192 rating","January 1, 1958","When Harlemites set about each other with knives, it's an everyday kind of happening. But when a white man is shot dead in a Harlem street one steamy evening it means trouble, big trouble.Plenty of people had motives for killing Galen, a big Greek with too much money and too great a liking for young black girls. But there are complications - like Sonny, high on hash, found standing over the body with a gun in his hand that fires only blanks, a street gang called the Moslems, a disappearing suspect, and the fact that Coffin Ed's own daughter is up to her pretty neck in the whole explosive situation...",159,147,419 follower,"['Mystery', 'Fiction', 'Crime', 'Noir', 'African American', 'American', '20th Century']",219 review,542 (24%),973 (44%),555 (25%),92 (4%),30 (1%)
Emmanuel's Book II: The Choice for Love,Pat Rodegast,4.40,212 rating,"September 1, 1989","Fear tells you, “I want to make you safe.”Love says, “you are  safe.”Fear would walk you on a narrow path.Love says, “open your arms and fly with me.”—EmmanuelEmmanuel’s great wisdom—coming to us through channel Pat Rodegast—has illuminated thousands of lives. Emmanuel’s Book revealed deeply enriching truths about our place in the cosmos and the evolutionary destiny of the human soul.Now Emmanuel shines his light on the limitless power of love—and the prison house of fear. With startling directness and gentle wit, he confronts ageless questions such as “Why am I here?” and contemporary questions such as “How can we help the homeless?” Whether we struggle with personal confusion and pain or with the dilemmas of a troubled world, this wonderful new collection brings us singular comfort, assurance, and encouragement on our way to wholeness.",235,14,8 follower,"['Spirituality', 'Metaphysics', 'Spirituality', 'Metaphysics', 'Spirituality', 'Metaphysics', 'Spirituality', 'Metaphysics', 'Spirituality', 'Metaphysics']",8 review,130 (61%),47 (22%),27 (12%),6 (2%),2 (<1%)
A Time of Omens,Katharine Kerr,4.12,"4,875 rating","January 1, 1992","While a dashing young king journeys to his throne in disguise, fulfilling an ancient prophecy, the exiled lord Rhodry travels anonymously as a mercenary.",395,90,"1,526 follower","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic']",76 review,"1,824 (37%)","1,946 (39%)",972 (19%),119 (2%),14 (<1%)
Rebecca's World,Terry Nation,4.45,376 rating,"January 1, 1975","It was the eleventh day of the school holidays and Rebecca was bored. But events take a dramatic turn for the better (or worse) when she finds herself transported to a distant planet whose people are terrorized by jelly-like monsters called Ghosts. Rebecca's World is a marvellously gripping (and frequently comic) adventure story, with a memorable cast of characters. A story that will be enjoyed by children and adults alike.",117,44,21 follower,"['Fantasy', 'Childrens', 'Science Fiction', 'Fiction', 'Adventure', 'Middle Grade', 'Fantasy', 'Childrens', 'Science Fiction', 'Fiction', 'Adventure', 'Middle Grade', 'Fantasy', 'Childrens', 'Science Fiction', 'Fiction', 'Adventure', 'Middle Grade']",61 review,227 (60%),101 (26%),41 (10%),5 (1%),2 (<1%)
Волонтеры вечности,Max Frei,4.45,"2,441 rating","January 1, 1997","Иногда мертвецы возвращаются в мир живых; иногда живые уходят по тропм мертвых и возвращаются обратно. Их глаза видели ад, поэтому ничего не сравнится с силой их любви к жизни. Власть над другими - тяжелейшая ноша, а плата за могущество может оказаться слишком высокой. Но нет места для пустых сожалений в сердце того, кто по доброй воле стал волонтером вечности.",576,150,586 follower,"['Fantasy', 'Russia', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Humor', 'Fantasy', 'Russia', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Humor', 'Fantasy', 'Russia', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Humor']",44 review,"1,461 (59%)",696 (28%),223 (9%),47 (1%),14 (<1%)
All Men Are Mortal,Simone de Beauvoir,4.12,"6,125 rating","December 17, 1946","When the beautiful, ambitious actress Regina takes Fosca into her life and learns his amazing truth, she is obsessed with the thought that in his memory her performances will live forever. But, as he recounts the story of his immortal existence over more than six centuries, as she learns of his involvement in some of the most significant events in history and how human hope and love have withered in him, she finally understands the implications for him and for love.",352,307,"9,113 follower","['Fiction', 'Philosophy', 'Classics', 'France', 'Feminism', 'Literature', 'French Literature']",589 review,"2,515 (41%)","2,213 (36%)","1,067 (17%)",273 (4%),57 (<1%)
"The Journal of Augustus Pelletier: The Lewis and Clark Expedition, 1804",Kathryn Lasky,3.77,394 rating,"September 1, 2000","In Kathryn Lasky's first book for the My Name Is America line, the acclaimed author tells the story of the Lewis and Clark expedition through the eyes of fictional, fourteen-year-old Augustus Pelletier. Eager to strike out on his own, Gus joins Lewis and Clark's Corps of Discovery on their journey from Missouri to the Pacific Ocean as the youngest member of the trip.",171,222,"2,129 follower","['Historical Fiction', 'Young Adult', 'Middle Grade', 'Historical', 'Childrens', 'Juvenile', 'Adventure']",54 review,108 (27%),123 (31%),130 (32%),29 (7%),4 (1%)
"Henry Reed, Inc.",Keith Robertson,4.05,"3,038 rating","January 1, 1958","Henry Reed has arrived in Grover's Corner--and the town will never be the same. While spending the summer with his aunt and uncle, Henry comes up with a sure-fire money-making project: Henry Reed, Inc., Research. Henry's neighbor, Midge Glass, has an even more sure-fire hit: Reed and Glass, Inc. Now with Henry's ingenious mind and Midge's practical reasoning, Reed and Class Inc. turns into a huge success--while creating more bewildering and outrageous schemes than the townfold could have imagined.",240,51,27 follower,"['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Humor', 'Juvenile', 'School', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Humor', 'Juvenile', 'School', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Humor', 'Juvenile', 'School']",120 review,"1,171 (38%)","1,092 (35%)",594 (19%),127 (4%),54 (1%)
The Book of Evidence,John Banville,3.70,"5,388 rating","January 1, 1989","Returning to Ireland to reclaim a painting that is part of his patrimony, a thirty-eight-year-old man commits a ghastly and motiveless murder, which he confesses in a novel-length narrative.",220,118,"1,919 follower","['Fiction', 'Ireland', 'Mystery', 'Irish Literature', 'Literature', 'Novels', 'Literary Fiction']",543 review,"1,264 (23%)","2,047 (37%)","1,431 (26%)",489 (9%),157 (2%)
