title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
They Do It With Mirrors,Agatha Christie,3.78,"38,527 rating","January 1, 1952","A man is shot at in a juvenile reform home – but someone else dies…Miss Marple senses danger when she visits a friend living in a Victorian mansion which doubles as a rehabilitation centre for delinquents. Her fears are confirmed when a youth fires a revolver at the administrator, Lewis Serrocold. Neither is injured. But a mysterious visitor, Mr Gulbrandsen, is less fortunate – shot dead simultaneously in another part of the building.Pure coincidence? Miss Marple thinks not, and vows to discover the real reason for Mr Gulbrandsen’s visit.Librarian's note: this entry is for the novel, ""They Do It with Mirrors."" Collections and other Miss Marple stories are located elsewhere on Goodreads. The series includes 12 novels and 20 short stories. Entries for the short stories can be found by searching Goodreads for: ""a Miss Marple Short Story.""",224,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']",64.5k follower,"2,416 review","4,158",376 (<1%),"1,902 (4%)","12,109 (31%)","15,579 (40%)","8,561 (22%)"
Just Above My Head,James Baldwin,4.42,"2,700 rating","January 1, 1979","James Baldwin’s final novel is “the work of a born storyteller at the height of his powers” ( The New York Times Book Review ). “Not everything is lost. Responsibility cannot be lost, it can only be abdicated. If one refuses abdication, one begins again.” The stark grief of a brother mourning a brother opens this stunning, unforgettable novel. Here, in a monumental saga of love and rage, James Baldwin goes back to Harlem, to the church of his groundbreaking novel  Go Tell It on the Mountain , to the forbidden passion of  Giovanni’s Room , and to the political fire that enflames his nonfiction work. Here, too, the story of gospel singer Arthur Hall and his family becomes both a journey into another country of the soul and senses—and a living contemporary history of black struggle in this land.",584,"['Fiction', 'Classics', 'LGBT', 'Queer', 'African American', 'Race', 'Literature']",12.4k follower,355 review,255,19 (<1%),46 (1%),278 (10%),785 (29%),"1,572 (58%)"
The Lady in the Lake,Raymond Chandler,4.06,"25,147 rating","January 1, 1943","A couple of missing wives—one a rich man's and one a poor man's—become the objects of Marlowe's investigation. One of them may have gotten a Mexican divorce and married a gigolo and the other may be dead. Marlowe's not sure he cares about either one, but he's not paid to care.",266,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Classics', 'Detective', 'Thriller']","4,916 follower","1,435 review",456,239 (<1%),758 (3%),"4,638 (18%)","11,193 (44%)","8,319 (33%)"
The Drowned and the Saved,Primo Levi,4.43,"8,819 rating","January 1, 1986","Shortly after completing THE DROWNED AND THE SAVED, Primo Levi committed suicide. The matter of his death was sudden, violent and unpremiditated, and there were some who argue that he killed himself because he was tormented by guilt - guilt that he had survived the horrors of Auschwitz while others, better than he, had gone to the wall. THE DROWNED AND THE SAVED is Levi's impassioned attempt to understand the 'rationale' behind the concentration camps, was completed shortly before his tragic death in 1987. THE DROWNED AND THE SAVED dispels the myth that Primo Levi forgave the Germans for what they did to his people. He didn't and couldn't forgive. He refused, however, to indulge in what he called 'the bestial vice of hatred' which is an entirely different matter. The voice that sounds in his writing is that of a reasonable man...it warns and reminds us that the unimaginable can happen again. A would-be tyrant is waiting in the wings, with 'beautiful words' on his lips. The book is constantly impressing on us the need to learn from the past, to make sense of the senseless' PAUL BAILEY",170,"['Nonfiction', 'History', 'Holocaust', 'Memoir', 'Philosophy', 'Biography', 'War', 'Nonfiction', 'History', 'Holocaust', 'Memoir', 'Philosophy', 'Biography', 'War', 'Nonfiction', 'History', 'Holocaust', 'Memoir', 'Philosophy', 'Biography', 'War']","1,888 follower",536 review,137,50 (<1%),107 (1%),818 (9%),"2,847 (32%)","4,997 (56%)"
ماهی سیاه کوچولو,Samad Behrangi,4.17,"15,696 rating","January 1, 1969",کتاب ماهی سیاه کوچولو، نوشته‌ی صمد بهرنگی داستان ماهی کوچکی است که به عشق دیدن دریا و شناختن دنیای پیرامونش، از خانواده و دوستانش جدا می‌شود و به سفر می‌رود. شجاعت و شهامت ماهی سیاه کوچولو در سفرش، نقطه‌ی محوری داستان است.  ماهی سیاه کوچولو کتاب برگزیده کودک در سال ۱۳۴۷ شدداستان ماهی سیاه کوچولو در سال‌های پیش از انقلاب، به عنوان یک داستان علیه حکومت پهلوی معرفی می‌شد و بسیاری ماهی سیاه کوچولو را نماد نسل جوان انقلابی و روشنفکر می‌دانستند. زبان نمادین قصه، الهام‌بخش بسیاری از نویسندگان و شاعران مختلف شد و اشعار و متون بسیاری در وصفش سروده شد,48,"['Fiction', 'Childrens', 'Short Stories', 'Iran', 'Novels', 'Literature', 'Classics', 'Fiction', 'Childrens', 'Short Stories', 'Iran', 'Novels', 'Literature', 'Classics', 'Fiction', 'Childrens', 'Short Stories', 'Iran', 'Novels', 'Literature', 'Classics']",450 follower,"1,003 review",67,224 (1%),647 (4%),"2,586 (16%)","5,035 (32%)","7,204 (45%)"
A Kingdom of Dreams,Judith McNaught,4.21,"53,406 rating","March 1, 1989","Abducted from her convent school, headstrong Scottish beauty Jennifer Merrick does not easily surrender to Royce Westmoreland, Duke of Claymore. Known as ""The Wolf""; his very name strikes terror in the hearts of his enemies. But proud Jennifer will have nothing to do with the fierce English warrior who holds her captive, this handsome rogue who taunts her with his blazing arrogance. Boldly she challenges his will... until the night he takes her in his powerful embrace, awakening in her an irresistible hunger. And suddenly Jennifer finds herself ensnared in a bewildering web... a seductive, dangerous trap of pride, passion, loyalty, and overwhelming love.",438,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Adult']","7,393 follower","2,823 review",96,932 (1%),"2,025 (3%)","8,015 (15%)","16,479 (30%)","25,955 (48%)"
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,4.00,"67,480 rating","January 1, 1995","The Newbery Honor-winning American classic,  The Watsons Go to Birmingham--1963 , celebrates 20 years with this anniversary edition featuring a special letter from Christopher Paul Curtis and an introduction by noted educator Dr. Pauletta Bracy. Enter the hilarious world of ten-year-old Kenny and his family, the Weird Watsons of Flint, Michigan. There's Momma, Dad, little sister Joetta, and brother Byron, who's thirteen and an ""official juvenile delinquent."" When Momma and Dad decide it's time for a visit to Grandma, Dad comes home with the amazing Ultra-Glide, and the Watsons set out on a trip like no other. They're heading South to Birmingham, Alabama, toward one of the darkest moments in America's history.",224,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Historical', 'School']","1,131 follower","5,531 review",48,"1,397 (2%)","3,784 (5%)","13,544 (20%)","23,629 (35%)","25,126 (37%)"
"Preacher, Volume 1: Gone to Texas",Garth Ennis,4.16,"76,600 rating","January 1, 1995","
 Alternate Cover Edition
One of the most celebrated comics titles of the late 1990s, PREACHER is a modern American epic of life, death, love and redemption also packed with sex, booze, blood and bullets - not to mention angels, demons, God, vampires and deviants of all stripes.At first glance, the Reverend Jesse Custer doesn't look like anyone special-just another small-town minister slowly losing his flock and his faith. But he's about to come face-to-face with proof that God does indeed exist. Merging with a bizarre spiritual force called Genesis, Jesse now possesses the power of ""the Word,"" an ability to make people do whatever he utters. He begins a violent and riotous journey across the country in search of answers from the elusive deity.Collects: Preacher #1–7",336,"['Comics', 'Graphic Novels', 'Fantasy', 'Horror', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Comics', 'Graphic Novels', 'Fantasy', 'Horror', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Comics', 'Graphic Novels', 'Fantasy', 'Horror', 'Fiction', 'Graphic Novels Comics', 'Comic Book']","2,960 follower","1,805 review","3,022","2,702 (3%)","3,361 (4%)","10,424 (13%)","22,895 (29%)","37,218 (48%)"
Scaramouche,Rafael Sabatini,4.09,"8,688 rating","January 1, 1921","“Last Wednesday he had been engaged in moving an audience of Rennes to anger; on this Wednesday he was to move an audience of Guichen to mirth...”Once he was André-Louis Moreau, a lawyer raised by nobility, unconcerned with the growing discontent among France’s lower class—until his friend was mercilessly struck down by a member of the aristocracy.Now he is Scaramouche. Speaking out against the unjust French government, he takes refuge with a nomadic band of actors and assumes the role of the clown Scaramouche—a comic figure with a very serious message...Set during the French Revolution, this novel of swashbuckling romance is also a thought-provoking commentary on class, inequality, and the individual’s role in society—a story that has become Rafael Sabatini’s enduring legacy.With an Introduction by Gary Hoppenstand",359,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'France', 'French Revolution', 'Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'France', 'French Revolution', 'Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'France', 'French Revolution']",494 follower,830 review,810,93 (1%),282 (3%),"1,648 (18%)","3,349 (38%)","3,316 (38%)"
The House on the Strand,Daphne du Maurier,3.83,"12,709 rating","January 1, 1969",Dick Young is lent a house in Cornwall by his friend Professor Magnus Lane. During his stay he agrees to serve as guinea pig for a new drug Magnus has discovered in his biochemical research; the effect of which is to transport Dick from the house at Kilmarth to the Cornwall of the 14th century.Alternate cover is available here.,329,"['Fiction', 'Classics', 'Historical Fiction', 'Time Travel', 'Fantasy', 'Science Fiction', 'Mystery', 'Fiction', 'Classics', 'Historical Fiction', 'Time Travel', 'Fantasy', 'Science Fiction', 'Mystery', 'Fiction', 'Classics', 'Historical Fiction', 'Time Travel', 'Fantasy', 'Science Fiction', 'Mystery']","8,571 follower","1,405 review",324,197 (1%),793 (6%),"3,376 (26%)","4,905 (38%)","3,438 (27%)"
The Odessa File,Frederick Forsyth,4.14,"59,930 rating","September 1, 1972",THIS IS BRAND NEW BOOK.WE PROVIDE 100% CUSTOMER SATISFACTION.,320,"['Fiction', 'Thriller', 'Historical Fiction', 'Espionage', 'Mystery', 'Suspense', 'Adventure']","3,583 follower","1,009 review",255,309 (<1%),"1,214 (2%)","10,999 (18%)","24,775 (41%)","22,633 (37%)"
The Magic Toyshop,Angela Carter,3.81,"12,148 rating","January 1, 1967","One night Melanie walks through the garden in her mother's wedding dress. The next morning her world is shattered. Forced to leave the comfortable home of her childhood, she is sent to London to live with relatives she never met: Aunt Margaret, beautiful and speechless, and her brothers, Francie, whose graceful music belies his clumsy nature, and the volatile Finn, who kisses Melanie in the ruins of the pleasure garden. And brooding Uncle Philip loves only the life-sized wooden puppets he creates in his toyshops. The classic gothic novel established Angela Carter as one of our most imaginative writers and augurs the themes of her later creative works. ""Beneath its contemporary surface, this novel shimmers with blurred echoes—from Lewis Carroll, from 'Giselle' and 'Coppelia,' Harlequin and Punch… It leave behind it a flavor, pungent and unsettling"" —The New York Times Book Review",200,"['Fiction', 'Fantasy', 'Gothic', 'Magical Realism', 'Classics', 'Horror', '20th Century']","3,375 follower","1,182 review",187,247 (2%),896 (7%),"3,056 (25%)","4,725 (38%)","3,224 (26%)"
The Thurber Carnival,James Thurber,4.21,"3,291 rating","January 1, 1945","James Thurber was one of the finest humorists of the twentieth century (and a crack cartoonist to boot). A bestseller upon its initial publication in 1999, The Thurber Carnival captures the depth of his talent and the breadth of his wit. The stories compiled here, almost all of which first appeared in The New Yorker , are from his uproarious and candid collection My World and Welcome to It —including the American classic ""The Secret Life of Walter Mitty""—as well as from The Owl in the Attic , The Seal in the Bathroom , and Men, Women and Dogs .",425,"['Humor', 'Fiction', 'Short Stories', 'Classics', 'Essays', 'Comedy', 'Literature']",564 follower,223 review,326,30 (<1%),103 (3%),470 (14%),"1,221 (37%)","1,467 (44%)"
Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,Carl Sagan,4.30,"17,032 rating","June 2, 1997","In the final book of his astonishing career, Carl Sagan brilliantly examines the burning questions of our lives, our world, and the universe around us. These luminous, entertaining essays travel both the vastness of the cosmos and the intimacy of the human mind, posing such fascinating questions as how did the universe originate and how will it end, and how can we meld science and compassion to meet the challenges of the coming century? Here, too, is a rare, private glimpse of Sagan's thoughts about love, death, and God as he struggled with fatal disease. Ever forward-looking and vibrant with the sparkle of his unquenchable curiosity, Billions & Billions is a testament to one of the great scientific minds of our day.",296,"['Science', 'Nonfiction', 'Philosophy', 'Physics', 'Astronomy', 'Essays', 'Space']",11.6k follower,674 review,150,161 (<1%),424 (2%),"2,252 (13%)","5,583 (32%)","8,612 (50%)"
And the Ass Saw the Angel,Nick Cave,3.85,"10,567 rating","January 1, 1989","Cave’s debut novel takes on the southern gothic in this bizarre baroque tale. Born mute to a drunken mother and a demented father, tortured Euchrid Eucrow finds more compassion in the family mule than in his fellow men. But he alone will grasp the cruel fate of Cosey Mo, the beautiful young prostitute in the pink caravan on Hooper’s Hill. And it is Euchrid, spiraling ever deeper into his mad angelic vision, who will ultimately redeem both the town and its people. “Surprising, remarkable.” — The Atlanta Journal",320,"['Fiction', 'Horror', 'Gothic', 'Novels', 'Southern Gothic', 'Music', 'Contemporary']","1,754 follower",674 review,91,338 (3%),764 (7%),"2,372 (22%)","3,757 (35%)","3,336 (31%)"
Every Man Dies Alone,Hans Fallada,4.26,"31,986 rating","January 1, 1947","Inspired by a true story, Hans Fallada's Alone in Berlin is the gripping tale of an ordinary man's determination to defy the tyranny of Nazi rule. This Penguin Classics edition contains an afterword by Geoff Wilkes, as well as facsimiles of the original Gestapo file which inspired the novel. Berlin, 1940, and the city is filled with fear. At the house on 55 Jablonski Strasse, its various occupants try to live under Nazi rule in their different ways: the bullying Hitler loyalists the Persickes, the retired judge Fromm and the unassuming couple Otto and Anna Quangel. Then the Quangels receive the news that their beloved son has been killed fighting in France. Shocked out of their quiet existence, they begin a silent campaign of defiance, and a deadly game of cat and mouse develops between the Quangels and the ambitious Gestapo inspector Escherich. When petty criminals Kluge and Borkhausen also become involved, deception, betrayal and murder ensue, tightening the noose around the Quangels' necks ... If you enjoyed Alone in Berlin, you might like John Steinbeck's The Moon is Down, also available in Penguin Modern Classics. 'One of the most extraordinary and compelling novels written about World War II. Ever' Alan Furst 'Terrific ... a fast-moving, important and astutely deadpan thriller' Irish Times 'An unrivalled and vivid portrait of life in wartime Berlin' Philip Kerr 'To read Fallada's testament to the darkest years of the 20th century is to be accompanied by a wise, somber ghost who grips your shoulder and whispers into your ear: ""This is how it was. This is what happened""' The New York Times",543,"['Fiction', 'Historical Fiction', 'Germany', 'War', 'World War II', 'German Literature', 'Classics', 'Fiction', 'Historical Fiction', 'Germany', 'War', 'World War II', 'German Literature', 'Classics', 'Fiction', 'Historical Fiction', 'Germany', 'War', 'World War II', 'German Literature', 'Classics', 'Fiction', 'Historical Fiction', 'Germany', 'War', 'World War II', 'German Literature', 'Classics', 'Fiction', 'Historical Fiction', 'Germany', 'War', 'World War II', 'German Literature', 'Classics']",676 follower,"3,438 review",174,290 (<1%),837 (2%),"4,025 (12%)","12,100 (37%)","14,734 (46%)"
The Passion,Jeanette Winterson,4.11,"23,651 rating","January 1, 1987","""Winterson is a master of her material, a writer in whom great talent deeply abides."" — Vanity Fair First published to great acclaim in 1987, this arresting, elegant novel from Jeanette Winterson uses Napolean’s Europe as the setting for a tantalizing surrealistic romance between an observer of history and a creature of fantasy. Jeanette Winterson’s novels have established her as one of the most important young writers in world literature.  The Passion  is perhaps her most highly acclaimed work, a modern classic that confirms her special claim on the novel. Set during the tumultuous years of the Napoleonic Wars,  The Passion  intertwines the destinies of two remarkable people: Henri, a simple French soldier, who follows Napoleon from glory to Russian ruin; and Villanelle, the red-haired, web-footed daughter of a Venetian boatman, whose husband has gambled away her heart. In Venice’s compound of carnival, chance, and darkness, the pair meet their singular destiny.In her unique and mesmerizing voice, Winterson blends reality with fantasy, dream, and imagination to weave a hypnotic tale with stunning effects.",160,"['Fiction', 'Historical Fiction', 'Magical Realism', 'LGBT', 'Queer', 'Historical', 'Fantasy']","6,767 follower","2,063 review",112,266 (1%),"1,026 (4%)","4,219 (17%)","8,503 (35%)","9,637 (40%)"
"One, No One and One Hundred Thousand",Luigi Pirandello,4.05,"23,226 rating","January 1, 1926","The great Pirandello's (1867-1936) 1926 novel, previously published here in 1933 in another translation, synthesizes the themes and personalities that illuminate such dramas as Six Characters in Search of an Author.Vitangelo Moscarda ``loses his reality'' when his wife cavalierly informs him that his nose tilts to the right; suddenly he realizes that ``for others I was not what till now, privately, I had imagined myself to be,'' and that, consequently, his identity is evanescent, based purely on the shifting perceptions of those around him. Thus he is simultaneously without a self--``no one''--and the theater for myriad selves--``one hundred thousand.'' In a crazed search for an identity independent of others' preconceptions, Moscarda careens from one disaster to the next and finds his freedom even as he is declared insane.It is Pirandello's genius that a discussion of the fundamental human inability to communicate, of our essential solitariness, and of the inescapable restriction of our free will elicits such thoroughly sustained and earthy laughter.",160,"['Classics', 'Fiction', 'Italian Literature', 'Italy', 'Literature', 'Philosophy', 'Novels', 'Classics', 'Fiction', 'Italian Literature', 'Italy', 'Literature', 'Philosophy', 'Novels', 'Classics', 'Fiction', 'Italian Literature', 'Italy', 'Literature', 'Philosophy', 'Novels']","1,256 follower","1,376 review","1,229",369 (1%),"1,224 (5%)","4,292 (18%)","8,437 (36%)","8,904 (38%)"
I Sing the Body Electric! & Other Stories,Ray Bradbury,4.05,"12,491 rating","August 1, 1969","The mind of Ray Bradbury is a wonder-filled carnival of delight and terror that stretches from the verdant Irish countryside to the coldest reaches of outer space. Yet all his work is united by one common thread: a vivid and profound understanding of the vast set of emotions that bring strength and mythic resonance to our frail species. Ray Bradbury characters may find themselves anywhere and anywhen. A horrified mother may give birth to a strange blue pyramid. A man may take Abraham Lincoln out of the grave—and meet another who puts him back. An amazing Electrical Grandmother may come to live with a grieving family. An old parrot may have learned over long evenings to imitate the voice of Ernest Hemingway, and became the last link to the great man. A priest on Mars may confront his fondest dream: to meet the Messiah. Each of these magnificent creations has something to tell us about our humanity—and all of their fates await you in this new trade edition of twenty-eight classic Bradbury stories and one luscious poem. Travel on an unpredictable and unforgettable literary journey—safe in the hands of one of the century's great men of imagination.",336,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Horror', 'Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Horror', 'Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Horror']",22.6k follower,470 review,"1,195",76 (<1%),421 (3%),"2,575 (20%)","5,194 (41%)","4,225 (33%)"
The Woman Who Rides Like a Man,Tamora Pierce,4.18,"79,654 rating","March 1, 1986","""Let her prove herself worthy as a man.""  Newly knighted, Alanna of Trebond seeks adventure in the vast desert of Tortall. Captured by fierce desert dwellers, she is forced to prove herself in a duel to the death -- either she will be killed or she will be inducted into the tribe. Although she triumphs, dire challenges lie ahead. As her mythic fate would have it, Alanna soon becomes the tribe's first female shaman -- despite the desert dwellers' grave fear of the foreign woman warrior. Alanna must fight to change the ancient tribal customs of the desert tribes -- for their sake and for the sake of all Tortall.  Alanna's journey continues...",284,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Young Adult Fantasy', 'Romance']",84k follower,"1,948 review",141,959 (1%),"2,610 (3%)","13,370 (16%)","26,550 (33%)","36,165 (45%)"
When Rabbit Howls,Truddi Chase,4.04,"17,382 rating","June 8, 1987",Truddi Chase began therapy to discover why she suffered from blackouts. What surfaced was terrifying: she was inhabited by 'the Troops'-92 individual personalities. This groundbreaking true story is made all the more extraordinary in that it was written by the Troops themselves. What they reveal is a spellbinding descent into a personal hell-and an ultimate deliverance for the woman they became.,400,"['Nonfiction', 'Psychology', 'Memoir', 'Biography', 'Mental Illness', 'Mental Health', 'Autobiography']",82 follower,720 review,3,330 (1%),813 (4%),"3,553 (20%)","5,769 (33%)","6,917 (39%)"
Giles Goat-Boy,John Barth,3.75,"2,163 rating","January 1, 1966","In this outrageously farcical adventure, hero  George Giles sets out to conquer the terrible Wescac computer system that threatens to destroy his community in this brilliant ""fantasy of theology, sociology, and sex"" (Time).",752,"['Fiction', 'Literature', 'Novels', 'Fantasy', 'American', '20th Century', 'Literary Fiction']",675 follower,167 review,88,74 (3%),187 (8%),555 (25%),732 (33%),615 (28%)
