title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Buddenbrooks: The Decline of a Family,Thomas Mann,4.19,"30,012 rating","January 1, 1901","A classic of modern literature: Buddenbrooks is the story of four generations of a wealthy bourgeois family in northern Germany facing the advent of modernity; in an uncertain new world, the family’s bonds and traditions begin to disintegrate. With an introduction by T. J. Reed, and translated by John E. Woods.As Mann charts the Buddenbrooks’ decline from prosperity to bankruptcy, from moral and psychic soundness to sickly piety, artistic decadence, and madness, he ushers the reader into a world of stunning vitality, pieced together from births and funerals, weddings and divorces, recipes, gossip, and earthy humor.First published in Germany in 1901, when Mann was only twenty-six, Buddenbrooks surpasses all other modern family chronicles in its immensity of scope, richness of detail, and fullness of humanity. With remarkable fidelity to the original German text, this superb translation emphasizes the magnificent scale of Mann’s achievement in this riveting, tragic novel.",731,"['Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Literature', 'Novels', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Literature', 'Novels', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Literature', 'Novels', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Literature', 'Novels', 'Classics', 'Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Literature', 'Novels']","4,368 follower","1,894 review","1,449",445 (1%),"1,143 (3%)","4,357 (14%)","10,344 (34%)","13,723 (45%)"
Black Like Me,John Howard Griffin,4.11,"67,800 rating","January 1, 1961","In the Deep South of the 1950s, journalist John Howard Griffin decided to cross the color line. Using medication that darkened his skin to deep brown, he exchanged his privileged life as a Southern white man for the disenfranchised world of an unemployed black man. His audacious, still chillingly relevant eyewitness history is a work about race and humanity-that in this new millennium still has something important to say to every American.",208,"['Nonfiction', 'History', 'Memoir', 'Classics', 'Biography', 'Race', 'African American']",454 follower,"3,244 review",36,"1,022 (1%)","2,406 (3%)","12,004 (17%)","25,296 (37%)","27,072 (39%)"
Darkness at Noon,Arthur Koestler,4.11,"30,392 rating","January 1, 1940","Darkness at Noon is a fictional portrayal of the nightmare politics of our time. Its hero is an aging revolutionary, imprisoned and psychologically tortured by the Party to which he has dedicated his life. As the pressure to confess preposterous crimes increases, he relives a career that embodies the terrible ironies and human betrayals of a totalitarian movement masking itself as an instrument of deliverance. Almost unbearably vivid in its depiction of one man's solitary agony, it asks questions about ends and means that have relevance not only for the past but for the perilous present. It is —- as the Times Literary Supplement has declared —- ""A remarkable book, a grimly fascinating interpretation of the logic of the Russian Revolution, indeed of all revolutionary dictatorships, and at the same time a tense and subtly intellectualized drama.""Darkness at Noon (from the German: Sonnenfinsternis) is a novel by the Hungarian-born British novelist Arthur Koestler, first published in 1940. His best-known work tells the tale of Rubashov, a Bolshevik 1917 revolutionary who is cast out, imprisoned and tried for treason by the Soviet government he'd helped create.",216,"['Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Russia', 'Novels', 'Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Russia', 'Novels', 'Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Russia', 'Novels']",837 follower,"2,100 review",258,373 (1%),"1,110 (3%)","5,262 (17%)","11,765 (38%)","11,882 (39%)"
The Complete Stories,Flannery O'Connor,4.39,"39,074 rating","November 8, 1971","This is the original cover edition of ISBN:	0374515360 (ISBN13: 9780374515362Winner of the National Book AwardThe publication of this extraordinary volume firmly established Flannery O'Connor's monumental contribution to American fiction. There are thirty-one stories here in all, including twelve that do not appear in the only two story collections O'Connor put together in her short lifetime - Everything That Rises Must Converge and A Good Man Is Hard to Find. O'Connor published her first story, ""The Geranium,"" in 1946, while she was working on her master's degree at the University of Iowa. Arranged chronologically, this collection shows that her last story, ""Judgement Day"" - sent to her publisher shortly before her death - is a brilliantly rewritten and transfigured version of ""The Geranium."" Taken together, these stories reveal a lively, penetrating talent that has given us some of the most powerful and disturbing fiction of the twentieth century. Also included is an introduction by O'Connor's longtime editor and friend, Robert Giroux.Contents:The geranium -- The barber -- Wildcat -- The crop -- The turkey -- The train -- The peeler -- The heart of the park -- A stoke of good fortune -- Enoch and the gorilla -- A good man is hard to find -- A late encounter with the enemy -- The life you save may be your own -- The river -- A circle in the fire -- The displaced person -- A temple of the Holy Ghost -- The artificial nigger -- Good country people -- You can't be any poorer than dead -- Greenleaf -- A view of the woods -- The enduring chill -- The comforts of home -- Everything that rises must converge -- The partridge festival -- The lame shall enter first -- Why do the heathen rage? -- Revelation -- Parker's back -- Judgement Day.",555,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Southern Gothic', 'Southern', 'Literary Fiction', 'Short Stories', 'Fiction', 'Classics', 'Literature', 'Southern Gothic', 'Southern', 'Literary Fiction', 'Short Stories', 'Fiction', 'Classics', 'Literature', 'Southern Gothic', 'Southern', 'Literary Fiction']","4,674 follower","2,087 review",189,458 (1%),959 (2%),"3,938 (10%)","11,294 (28%)","22,425 (57%)"
Trainspotting,Irvine Welsh,4.10,"166,566 rating","January 1, 1993","The bestselling novel by Irvine Welsh that provided the inspiration for Danny Boyle’s hit film'Choose us. Choose life. Choose mortgage payments; choose washing machines; choose cars; choose sitting oan a couch watching mind-numbing and spirit-crushing game shows, stuffing fuckin junk food intae yir mooth. Choose rotting away, pishing and shiteing yersel in a home, a total fuckin embarrassment tae the selfish, fucked-up brats ye've produced. Choose life.",431,"['Fiction', 'Contemporary', 'Classics', 'Scotland', 'Novels', 'Crime', 'Literature']","6,793 follower","3,956 review",138,"3,203 (1%)","6,498 (3%)","27,278 (16%)","62,545 (37%)","67,042 (40%)"
Housekeeping,Marilynne Robinson,3.81,"52,952 rating","March 1, 1980","A modern classic, Housekeeping is the story of Ruth and her younger sister, Lucille, who grow up haphazardly, first under the care of their competent grandmother, then of two comically bumbling great-aunts, and finally of Sylvie, their eccentric and remote aunt. The family house is in the small Far West town of Fingerbone set on a glacial lake, the same lake where their grandfather died in a spectacular train wreck, and their mother drove off a cliff to her death. It is a town ""chastened by an outsized landscape and extravagant weather, and chastened again by an awareness that the whole of human history had occurred elsewhere."" Ruth and Lucille's struggle toward adulthood beautifully illuminates the price of loss and survival, and the dangerous and deep undertow of transience.",219,"['Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'American']","5,093 follower","6,708 review",49,"1,668 (3%)","4,813 (9%)","12,294 (23%)","17,250 (32%)","16,927 (31%)"
Till We Have Faces,C.S. Lewis,4.19,"69,471 rating","January 1, 1956","In this timeless tale of two mortal princesses- one beautiful and one unattractive- C.S. Lewis reworks the classical myth of Cupid and Psyche into an enduring piece of contemporary fiction. This is the story of Orual, Psyche's embittered and ugly older sister, who posessively and harmfully loves Psyche. Much to Orual's frustration, Psyche is loved by Cupid, the god of love himself, setting the troubled Orual on a path of moral development.Set against the backdrop of Glome, a barbaric, pre-Christian world, the struggles between sacred and profane love are illuminated as Orual learns that we cannot understand the intent of the gods ""till we have faces"" and sincerity in our souls and selves.",313,"['Fiction', 'Fantasy', 'Classics', 'Mythology', 'Christian', 'Religion', 'Christianity']",42.2k follower,"6,106 review","1,291","1,099 (1%)","2,902 (4%)","10,710 (15%)","21,979 (31%)","32,781 (47%)"
High Fidelity,Nick Hornby,3.91,"200,440 rating","January 1, 1995","Do you know your desert-island, all-time, top five most memorable split-ups?Rob does. He keeps a list, in fact. But Laura isn't on it - even though she's just become his latest ex. He's got his life back, you see. He can just do what he wants when he wants: like listen to whatever music he likes, look up the girls that are on his list, and generally behaves as if Laura never mattered. But Rob finds he can't move on. He's stuck in a really deep groove - and it's called Laura. Soon, Rob's asking himself some big questions: about love, about life - and about why we choose to share ours with the people we do.",323,"['Fiction', 'Music', 'Contemporary', 'Humor', 'Romance', 'Novels', 'British Literature']","9,481 follower","7,922 review",101,"2,732 (1%)","10,444 (5%)","46,623 (23%)","82,933 (41%)","57,708 (28%)"
The Gift of the Magi,O. Henry,4.11,"95,093 rating","December 10, 1905","O. Henry's classic tale of the wisest gifts of Christmas is itself a gift to share and treasure.In a shabby New York flat, Della sobs as she counts the few coins she has saved to buy a Christmas present for her husband, Jim. One dollar and eighty-seven cents is all the money she has in the world. A gift worthy of her devotion will require a great sacrifice: selling her long, beautiful hair. Set in New York at the turn of the twentieth century, this classic piece of American literature tells the story of a young couple and the value of love.Jim, meanwhile, has made a sacrifice for Della that is no less difficult. As they exchange gifts on Christmas Eve, the discovery of what each has done fills them with despair, until they realize that the true gifts of Christmas can be found more readily in their humble apartment than in any fine store. Set in New York at the turn of the twentieth century, this classic piece of American literature tells the story of a young couple and the value of love.
O. Henry
 paints a masterly portrait of unfaltering love, a haven from the harsh world outside. The poignancy of his story is captured in Zwerger's eloquent art, wherein every glance, every gesture, tells a subtle truth.",26,"['Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Holiday', 'Literature', 'Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Holiday', 'Literature', 'Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Holiday', 'Literature']","1,562 follower","2,676 review","2,205","1,132 (1%)","3,744 (3%)","18,225 (19%)","32,839 (34%)","39,153 (41%)"
Rendezvous with Rama,Arthur C. Clarke,4.12,"164,470 rating","June 1, 1973","At first, only a few things are known about the celestial object that astronomers dub Rama. It is huge, weighing more than ten trillion tons. And it is hurtling through the solar system at an inconceivable speed. Then a space probe confirms the unthinkable: Rama is no natural object. It is, incredibly, an interstellar spacecraft. Space explorers and planet-bound scientists alike prepare for mankind's first encounter with alien intelligence. It will kindle their wildest dreams... and fan their darkest fears. For no one knows who the Ramans are or why they have come. And now the moment of rendezvous awaits — just behind a Raman airlock door.",243,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Classics', 'Novels', 'Aliens']",10.4k follower,"5,723 review","1,419","1,232 (<1%)","5,607 (3%)","29,966 (18%)","63,304 (38%)","64,361 (39%)"
One for the Money,Janet Evanovich,4.05,"548,776 rating","August 26, 1994","Meet Stephanie Plum, a bounty hunter with attitude. In Stephanie’s opinion, toxic waste, rabid drivers, armed schizophrenics, and August heat, humidity, and hydrocarbons are all part of the great adventure of living in Jersey.She’s a product of the “burg,” a blue-collar pocket of Trenton where houses are attached and narrow, cars are American, windows are clean, and (God forbid you should be late) dinner is served at six.Out of work and out of money, Stephanie blackmails her bail-bondsman cousin Vinnie into giving her a try as an apprehension agent. Stephanie knows zilch about the job requirements, but she figures her new pal, el-primo bounty hunter Ranger, can teach her what it takes to catch a crook. Her first nail Joe Morelli, a former vice cop on the run from a charge of murder one. Morelli’s the inamorato who charmed Stephanie out of her virginity at age sixteen. There’s still powerful chemistry between them, so the chase should be interesting…and could also be extremely dangerous.",320,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Mystery Thriller']",38k follower,"17,074 review",305,"13,149 (2%)","26,615 (4%)","106,455 (19%)","178,041 (32%)","224,516 (40%)"
The Crystal Cave,Mary  Stewart,4.13,"46,046 rating","January 1, 1970","Fifth century Britain is a country of chaos and division after the Roman withdrawal. This is the world of young Merlin, the illegitimate child of a South Wales princess who will not reveal to her son his father's true identity. Yet Merlin is an extraordinary child, aware at the earliest age that he possesses a great natural gift - the Sight. Against a background of invasion and imprisonment, wars and conquest, Merlin emerges into manhood, and accepts his dramatic role in the New Beginning - the coming of King Arthur.",494,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Historical', 'Mythology', 'Science Fiction Fantasy']","2,405 follower","2,062 review",71,376 (<1%),"1,488 (3%)","8,305 (18%)","17,288 (37%)","18,589 (40%)"
The Brothers K,David James Duncan,4.39,"15,800 rating","January 1, 1992","Duncan took almost 10 years to follow up the publication of his much-praised first novel, The River Why, but this massive second effort is well worth the wait. It is a stunning work: a complex tapestry of family tensions, baseball, politics and religion, by turns hilariously funny and agonizingly sad. Highly inventive formally, the novel is mainly narrated by Kincaid Chance, the youngest son in a family of four boys and identical twin girls, the children of Hugh Chance, a discouraged minor-league ballplayer whose once-promising career was curtained by an industrial accident, and his wife Laura, an increasingly fanatical Seventh-Day Adventist. The plot traces the working-out of the family's fate from the beginning of the Eisenhower years through the traumas of Vietnam.",645,"['Fiction', 'Baseball', 'Historical Fiction', 'Sports', 'Novels', 'Literary Fiction', 'Family']",602 follower,"2,084 review",22,210 (1%),474 (3%),"1,507 (9%)","4,440 (28%)","9,169 (58%)"
Dragonfly in Amber,Diana Gabaldon,4.34,"353,729 rating","July 1, 1992","An alternate cover edition can be found here.From the author of Outlander... a magnificent epic that once again sweeps us back in time to the drama and passion of 18th-century Scotland...For twenty years Claire Randall has kept her secrets. But now she is returning with her grown daughter to Scotland's majestic mist-shrouded hills. Here Claire plans to reveal a truth as stunning as the events that gave it birth: about the mystery of an ancient circle of standing stones ...about a love that transcends the boundaries of time ...and about James Fraser, a Scottish warrior whose gallantry once drew a young Claire from the security of her century to the dangers of his ....Now a legacy of blood and desire will test her beautiful copper-haired daughter, Brianna, as Claire's spellbinding journey of self-discovery continues in the intrigue-ridden Paris court of Charles Stuart ...in a race to thwart a doomed Highlands uprising ...and in a desperate fight to save both the child and the man she loves....",947,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']",177k follower,"17,517 review",261,"2,222 (<1%)","7,608 (2%)","42,787 (12%)","116,850 (33%)","184,262 (52%)"
"Winesburg, Ohio",Sherwood Anderson,3.84,"34,554 rating","May 8, 1919","Winesburg, Ohio depicts the strange, secret lives of the inhabitants of a small town. In ""Hands,"" Wing Biddlebaum tries to hide the tale of his banishment from a Pennsylvania town, a tale represented by his hands. In ""Adventure,"" lonely Alice Hindman impulsively walks naked into the night rain. Threaded through the stories is the viewpoint of George Willard, the young newspaper reporter who, like his creator, stands witness to the dark and despairing dealings of a community of isolated people.",240,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Literary Fiction', '20th Century', 'Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Literary Fiction', '20th Century', 'Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Literary Fiction', '20th Century']",541 follower,"2,855 review",439,837 (2%),"2,544 (7%)","8,533 (24%)","12,161 (35%)","10,479 (30%)"
The Source,James A. Michener,4.30,"43,345 rating","January 1, 1965","In the grand storytelling style that is his signature, James Michener sweeps us back through time to the very beginnings of the Jewish faith, thousands of years ago. Through the predecessors of four modern men and women, we experience the entire colorful history of the Jews, including the life of the early Hebrews and their persecutions, the impact of Christianity, the Crusades, and the Spanish Inquisition, all the way to the founding of present-day Israel and the Middle-East conflict.""A sweeping chronology filled with excitement.""THE PHILADELPHIA INQUIRER",1080,"['Historical Fiction', 'Fiction', 'Historical', 'Israel', 'Religion', 'Jewish', 'Novels']","2,995 follower","1,694 review",439,501 (1%),"1,260 (2%)","5,635 (13%)","13,445 (31%)","22,504 (51%)"
The Remains of the Day,Kazuo Ishiguro,4.14,"299,882 rating","May 1, 1989","Librarian's note: See alternate cover edition of ISBN 0571225381 here.In the summer of 1956, Stevens, a long-serving butler at Darlington Hall, decides to take a motoring trip through the West Country. The six-day excursion becomes a journey into the past of Stevens and England, a past that takes in fascism, two world wars, and an unrealised love between the butler and his housekeeper.",258,"['Fiction', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Historical', 'Literature', 'Novels']",34.9k follower,"23,825 review",66,"3,240 (1%)","11,220 (3%)","49,080 (16%)","113,411 (37%)","122,931 (40%)"
Memoirs of Hadrian,Marguerite Yourcenar,4.23,"29,262 rating","January 1, 1951","Both an exploration of character and a reflection on the meaning of history, Memoirs of Hadrian has received international acclaim since its first publication in France in 1951. In it, Marguerite Yourcenar reimagines the Emperor Hadrian's arduous boyhood, his triumphs and reversals, and finally, as emperor, his gradual reordering of a war-torn world, writing with the imaginative insight of a great writer of the twentieth century while crafting a prose style as elegant and precise as those of the Latin stylists of Hadrian's own era.",347,"['Historical Fiction', 'Fiction', 'Classics', 'France', 'Historical', 'Philosophy', 'Literature', 'Historical Fiction', 'Fiction', 'Classics', 'France', 'Historical', 'Philosophy', 'Literature', 'Historical Fiction', 'Fiction', 'Classics', 'France', 'Historical', 'Philosophy', 'Literature']","1,403 follower","2,632 review",170,445 (1%),"1,219 (4%)","4,095 (13%)","9,000 (30%)","14,503 (49%)"
The Souls of Black Folk,W.E.B. Du Bois,4.30,"42,142 rating","April 18, 1903","This landmark book is a founding work in the literature of black protest. W. E. B. Du Bois (1868–1963) played a key role in developing the strategy and program that dominated early 20th-century black protest in America. In this collection of essays, first published together in 1903, he eloquently affirms that it is beneath the dignity of a human being to beg for those rights that belong inherently to all mankind. He also charges that the strategy of accommodation to white supremacy advanced by Booker T. Washington, then the most influential black leader in America, would only serve to perpetuate black oppression.Publication of The Souls of Black Folk was a dramatic event that helped to polarize black leaders into two groups: the more conservative followers of Washington and the more radical supporters of aggressive protest. Its influence cannot be overstated. It is essential reading for everyone interested in African-American history and the struggle for civil rights in America.",288,"['Nonfiction', 'History', 'Classics', 'Race', 'Essays', 'Sociology', 'Philosophy', 'Nonfiction', 'History', 'Classics', 'Race', 'Essays', 'Sociology', 'Philosophy', 'Nonfiction', 'History', 'Classics', 'Race', 'Essays', 'Sociology', 'Philosophy', 'Nonfiction', 'History', 'Classics', 'Race', 'Essays', 'Sociology', 'Philosophy', 'Nonfiction', 'History', 'Classics', 'Race', 'Essays', 'Sociology', 'Philosophy']","1,275 follower","2,185 review",388,495 (1%),"1,051 (2%)","5,346 (12%)","13,608 (32%)","21,642 (51%)"
The Complete Maus,Art Spiegelman,4.57,"217,644 rating","January 1, 1980","On the occasion of the twenty-fifth anniversary of its first publication, here is the definitive edition of the book acclaimed as “the most affecting and successful narrative ever done about the Holocaust” (Wall Street Journal) and “the first masterpiece in comic book history” (The New Yorker).The Pulitzer Prize-winning Maus tells the story of Vladek Spiegelman, a Jewish survivor of Hitler’s Europe, and his son, a cartoonist coming to terms with his father’s story. Maus approaches the unspeakable through the diminutive. Its form, the cartoon (the Nazis are cats, the Jews mice), shocks us out of any lingering sense of familiarity and succeeds in “drawing us closer to the bleak heart of the Holocaust” (The New York Times).Maus is a haunting tale within a tale. Vladek’s harrowing story of survival is woven into the author’s account of his tortured relationship with his aging father. Against the backdrop of guilt brought by survival, they stage a normal life of small arguments and unhappy visits. This astonishing retelling of our century’s grisliest news is a story of survival, not only of Vladek but of the children who survive even the survivors. Maus studies the bloody pawprints of history and tracks its meaning for all of us.",296,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']","2,843 follower","13,907 review",168,"1,492 (<1%)","2,708 (1%)","13,128 (6%)","52,706 (24%)","147,610 (67%)"
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,"407,733 rating","May 5, 1998","The Appalachian Trail stretches from Georgia to Maine and covers some of the most breathtaking terrain in America—majestic mountains, silent forests, sparking lakes. If you’re going to take a hike, it’s probably the place to go. And Bill Bryson is surely the most entertaining guide you’ll find. He introduces us to the history and ecology of the trail and to some of the other hardy (or just foolhardy) folks he meets along the way—and a couple of bears. Already a classic, A Walk in the Woods  will make you long for the great outdoors (or at least a comfortable chair to sit and read in).",397,"['Nonfiction', 'Travel', 'Memoir', 'Humor', 'Nature', 'Adventure', 'Audiobook']",20.1k follower,"21,919 review",110,"6,001 (1%)","15,693 (3%)","75,762 (18%)","159,255 (39%)","151,022 (37%)"
