title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
A Treatise on White Magic: The Way of the Disciple,Alice A. Bailey,4.30,200 rating,"January 1, 1934","Throughout the whole of this series of books runs a single thread uniting various aspects of life and specialised activities within the Plan for man. This is the thread of consciousness, evolving in man through the efforts of the soul to contact and control its personality equipment; and evolving within the planet as the centre Hierarchy becomes increasingly able to impress the Plan on the minds of men.This book, therefore, contains the Fifteen Rules for Magic, and for soul control, based on these words in the ""Though I am Unborn, the Soul that passes not away, though I am the Lord of Being, yet as Lord over My nature I become manifest, through the magical power of the Soul.""The soul unmanifest in its essential being, manifest through the nature of its personality equipment, is always a source of mystery. It evades the analytical concrete it reveals its true self to the illumined mind fused with the open heart, seeking not to grasp and to hold for personal progress, but to wield the magical power in service. The power of the soul is always available to the one who seeks, as an aspirant to accepted discipleship, to become of practical service in his own peculiar times, state and environment.The teaching in this book is based on four fundamental postulates which Through these underlying postulates runs the theme of energy, of the one informing life as a centre of energy, pervading and uniting all within the divine flow. Man is essentially and inherently divine; and the soul, the centre of consciousness, the result of the pervasive union of Spirit with matter, is the means whereby man evolves a consciousness of divinity and unity, redeems the gross matter of his vehicles and liberates the pure flame of life energy from the limitation of form. The soul is the vital link, therefore, between God and man.The book closes with a rousing call to the soul in all ""I close with an appeal to all who read these instructions, to rally their forces, to renew their vows of dedication to the service of humanity, to subordinate their own ideas and wishes to the group good, to take their eyes off themselves and fix them anew upon the vision, . . . Let all students make up their minds in this day of emergency and of opportunity to sacrifice all they have to the helping of humanity. . . . I call upon all of you to join the strenuous efforts of the Great Ones.""",705,261,183 follower,"['Spirituality', 'Occult', 'Theosophy', 'Philosophy', 'Unfinished', 'Magick', 'New Age']",16 review,126 (63%),38 (19%),16 (8%),9 (4%),11 (5%)
Fallen Hearts,V.C. Andrews,3.93,"16,176 rating","January 1, 1988","Proud and beautiful, Heaven came back to the hills -- to rise at last above her family's shame!  As Logan's bride, she would savor now the love she had sought for so long. And free from her father's clutches, she would live again in her backwoods town, a respected teacher and cherished wife. But after a wedding trip to Boston's Farthinggale Manor and a lavish, elegant party, Heaven and Logan are persuaded to stay...lured by Tony Tatterton's guile to live amidst the Tatterton wealth and privilege. Then the ghosts of Heaven's past rise up once more, writhing around her fragile happiness...threatening her precious love with scandal and jealousy, sinister passions and dangerous dreams!",406,325,"8,072 follower","['Fiction', 'Young Adult', 'Horror', 'Romance', 'Gothic', 'Drama', 'Thriller']",233 review,"5,615 (34%)","5,109 (31%)","4,277 (26%)","1,016 (6%)",159 (<1%)
Song of Kali,Dan Simmons,3.61,"13,888 rating","January 1, 1985","Calcutta: a monstrous city of immense slums, disease and misery, is clasped in the foetid embrace of an ancient cult. At its decaying core is the Goddess Kali: the dark mother of pain, four-armed and eternal, her song the sound of death and destruction. Robert Luczak has been hired by Harper's to find a noted Indian poet who has reappeared, under strange circumstances, years after he was thought dead. But nothing is simple in Calcutta and Lucsak's routine assignment turns into a nightmare when he learns that the poet is rumoured to have been brought back to life in a bloody and grisly ceremony of human sacrifice.",311,314,11.9k follower,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'India', 'Mystery', 'Science Fiction', 'Horror', 'Fantasy', 'Fiction', 'Thriller', 'India', 'Mystery', 'Science Fiction', 'Horror', 'Fantasy', 'Fiction', 'Thriller', 'India', 'Mystery', 'Science Fiction', 'Horror', 'Fantasy', 'Fiction', 'Thriller', 'India', 'Mystery', 'Science Fiction', 'Horror', 'Fantasy', 'Fiction', 'Thriller', 'India', 'Mystery', 'Science Fiction']","1,155 review","2,748 (19%)","5,124 (36%)","4,305 (30%)","1,302 (9%)",409 (2%)
Bomber,Len Deighton,4.19,"2,983 rating","January 1, 1970","The classic novel of the Second World War that relates in devastating detail the 24-hour story of an allied bombing raid. Bomber is a novel of war. There are no victors, no vanquished. There are simply those who remain alive, and those who die. Bomber follows the progress of an Allied air raid through a period of twenty-four hours in the summer of 1943. It portrays all the participants in a terrifying drama, both in the air and on the ground, in Britain and in Germany. In its documentary style, it is unique. In its emotional power it is overwhelming. Len Deighton has been equally acclaimed as a novelist and as an historian. In Bomber he has combined both talents to produce a masterpiece.",576,186,775 follower,"['Fiction', 'Historical Fiction', 'War', 'World War II', 'Aviation', 'Military Fiction', 'Thriller']",201 review,"1,312 (43%)","1,076 (36%)",471 (15%),93 (3%),31 (1%)
The Death of Grass,John Christopher,3.88,"9,651 rating","January 1, 1956","The Chung-Li virus has devastated Asia, wiping out the rice crop and leaving riots and mass starvation in its wake. The rest of the world looks on with concern, though safe in the expectation that a counter-virus will be developed any day. Then Chung-Li mutates and spreads. Wheat, barley, oats, rye: no grass crop is safe, and global famine threatens.In Britain, where green fields are fast turning brown, the Government lies to its citizens, devising secret plans to preserve the lives of a few at the expense of the many.Getting wind of what's in store, John Custance and his family decide they must abandon their London home to head for the sanctuary of his brother's farm in a remote northern valley.And so they begin the long trek across a country fast descending into barbarism, where the law of the gun prevails, and the civilized values they once took for granted become the price they must pay if they are to survive.",194,168,513 follower,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Classics', 'Horror', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Classics', 'Horror', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Classics', 'Horror']",880 review,"2,697 (27%)","3,977 (41%)","2,261 (23%)",544 (5%),172 (1%)
There's a Nightmare in My Closet,Mercer Mayer,4.24,"15,340 rating","January 1, 1968","The pesky nightmare in the closet won't stay in there at night, even with the door closed all the way. When he gets out, what do you do? Comfort him and put him to bed, of course! The ultimate afraid-of-the-dark story has helped generations of kids deal with the nightmares in their own closets.A perennial favorite.",32,693,739 follower,"['Picture Books', 'Childrens', 'Fiction', 'Monsters', 'Fantasy', 'Classics', 'Storytime', 'Picture Books', 'Childrens', 'Fiction', 'Monsters', 'Fantasy', 'Classics', 'Storytime', 'Picture Books', 'Childrens', 'Fiction', 'Monsters', 'Fantasy', 'Classics', 'Storytime']",371 review,"7,573 (49%)","4,535 (29%)","2,654 (17%)",426 (2%),152 (<1%)
"Fruits Basket, Vol. 1",Natsuki Takaya,4.28,"190,881 rating","January 1, 1999",A family with an ancient curse...And the girl who will change their lives forever...Tohru Honda was an orphan with no place to go until the mysterious Sohma family offered her a place to call home. Now her ordinary high school life is turned upside down as she's introduced to the Sohma's world of magical curses and family secrets.,216,192,"2,579 follower","['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Comics', 'Fiction']","2,429 review","111,093 (58%)","41,745 (21%)","24,647 (12%)","7,491 (3%)","5,905 (3%)"
The Four Loves,C.S. Lewis,4.16,"58,330 rating","January 1, 1960","A repackaged edition of the revered author's classic work that examines the four types of human love: affection, friendship, erotic love, and the love of God—part of the C. S. Lewis Signature Classics series.C.S. Lewis—the great British writer, scholar, lay theologian, broadcaster, Christian apologist, and bestselling author of Mere Christianity, The Screwtape Letters, The Great Divorce, The Chronicles of Narnia, and many other beloved classics—contemplates the essence of love and how it works in our daily lives in one of his most famous works of nonfiction. Lewis examines four varieties of human love: affection, the most basic form; friendship, the rarest and perhaps most insightful; Eros, passionate love; charity, the greatest and least selfish. Throughout this compassionate and reasoned study, he encourages readers to open themselves to all forms of love—the key to understanding that brings us closer to God.",192,"1,291",42.2k follower,"['Christian', 'Nonfiction', 'Theology', 'Religion', 'Philosophy', 'Christianity', 'Faith']","2,787 review","25,958 (44%)","20,040 (34%)","9,274 (15%)","1,958 (3%)","1,100 (1%)"
"The Armies of the Night: History as a Novel, the Novel as History",Norman Mailer,3.62,"3,220 rating","January 1, 1968","Winner of the Pulitzer Prize and the National Book AwardFifty years after the March on the Pentagon, Norman Mailer’s seminal tour de force remains as urgent and incisive as ever. Winner of America’s two highest literary awards, The Armies of the Night uniquely and unforgettably captures the Sixties’ tidal wave of love and rage at its crest and a towering genius at his peak. The time is October 21, 1967. The place is Washington, D.C. Depending on the paper you read, 20,000 to 200,000 protestors are marching to end the war in Vietnam, while helicopters hover overhead and federal marshals and soldiers with fixed bayonets await them on the Pentagon steps. Among the marchers is a writer named Norman Mailer. From his own singular participation in the day’s events and his even more extraordinary perceptions comes a classic work that shatters the mold of traditional reportage. Intellectuals and hippies, clergymen and cops, poets and army MPs crowd the pages of a book in which facts are fused with techniques of fiction to create the nerve-end reality of experiential truth.",304,307,"1,261 follower","['History', 'Nonfiction', 'Politics', 'Memoir', 'Classics', 'Journalism', 'Literature']",298 review,739 (22%),"1,146 (35%)",860 (26%),337 (10%),138 (4%)
Falling Leaves,Adeline Yen Mah,3.90,"27,941 rating","January 1, 1997","Born in 1937 in a port city a thousand miles north of Shanghai, Adeline Yen Mah was the youngest child of an affluent Chinese family who enjoyed rare privileges during a time of political and cultural upheaval. But wealth and position could not shield Adeline from a childhood of appalling emotional abuse at the hands of a cruel and manipulative Eurasian stepmother. Determined to survive through her enduring faith in family unity, Adeline struggled for independence as she moved from Hong Kong to England and eventually to the United States to become a physician and writer.A compelling, painful, and ultimately triumphant story of a girl's journey into adulthood, Adeline's story is a testament to the most basic of human needs: acceptance, love, and understanding. With a powerful voice that speaks of the harsh realities of growing up female in a family and society that kept girls in emotional chains, Falling Leaves is a work of heartfelt intimacy and a rare authentic portrait of twentieth-century China.",278,22,608 follower,"['Nonfiction', 'Memoir', 'China', 'Biography', 'History', 'Autobiography', 'Biography Memoir']","2,075 review","8,236 (29%)","11,141 (39%)","6,623 (23%)","1,455 (5%)",486 (1%)
Fables for Our Time and Famous Poems Illustrated,James Thurber,4.04,456 rating,"January 1, 1940",This book is a collection of Fables and Poems by James Thurber and is a first edition copyright 1940.,124,326,564 follower,"['Humor', 'Poetry', 'Fiction', 'Short Stories', 'Classics', 'Fantasy', 'Childrens']",41 review,159 (34%),179 (39%),93 (20%),25 (5%),0 (0%)
The Last King of Scotland,Giles Foden,3.78,"4,065 rating","January 1, 1998","Shortly after his arrival in Uganda, Scottish doctor Nicholas Garrigan is called to the scene of a bizarre accident: Idi Amin, careening down a dirt road in his red Maserati, has run over a cow. When Garrigan tends to Amin, the dictator, in his obsession for all things Scottish, appoints him as his personal physician. And so begins a fateful dalliance with the central African leader whose Emperor Jones-style autocracy would transform into a reign of terror.In The Last King of Scotland Foden's Amin is as ridiculous as he is abhorrent: a grown man who must be burped like an infant, a self-proclaimed cannibalist who, at the end of his 8 years in power, would be responsible for 300,000 deaths. And as Garrigan awakens to his patient's baroque barbarism--and his own complicity in it--we enter a venturesome meditation on conscience, charisma, and the slow corruption of the human heart. Brilliantly written, comic and profound, The Last King of Scotland announces a major new talent.",352,36,50 follower,"['Fiction', 'Historical Fiction', 'Africa', 'Uganda', 'Historical', 'War', 'Thriller']",351 review,800 (19%),"1,878 (46%)","1,136 (27%)",212 (5%),39 (<1%)
Fear of Flying,Erica Jong,3.47,"21,637 rating","January 1, 1973","The groundbreaking #1 New York Times Bestseller—updated for the 50th Anniversary with a New Foreword by Molly Jong-Fast and a New Introduction by Taffy Brodesser-Akner!“The boundary-breaking novel that redefined sexuality.”—O MagazineIsadora Wing is tired. Tired of being psychoanalyzed. Tired of grad school. Tired of fighting with her husband. Tired of having unfulfilled desires. She thinks she knows what she's searching for and how to achieve it. But her quest to engage in no-strings-attached sex quickly shifts into a journey of self-discovery that will leave her questioning her own mind, her ideals, and what she truly wants in life....Originally published in 1973, the ground-breaking, uninhibited story of Isadora Wing and her desire to fly free caused a national sensation. It fueled fantasies, ignited debates, and introduced a notorious new phrase to the English language. Now, after fifty years, this revolutionary novel still stands as a timeless tale of self-discovery, liberation, and womanhood.“Smart, bold, bracing and, importantly, extremely funny.”—Meg Wolitzer",461,125,800 follower,"['Fiction', 'Feminism', 'Classics', 'Erotica', 'Novels', 'Romance', 'Literature']","1,935 review","4,108 (18%)","6,675 (30%)","7,084 (32%)","2,739 (12%)","1,031 (4%)"
Gift,Tove Ditlevsen,4.40,"9,805 rating","January 1, 1971","I sin tredje erindringsbog vender Tove Ditlevsen tilbage til sin ungdom og fortæller om det kærlighedsløse ægteskab med Viggo F., om forelskelsen i den sværmeriske Ebbe, som hun får sit første barn med, og om lægen Carl, som hun gifter sig med.Romanen er en usminket fortælling om ægteskabet og Ditlevsens omsiggribende misbrug af alkohol og piller. Den skabte både opmærksomhed og forargelse da den udkom første gang, og indledes i denne nye udgave med et forord af Dy Plambeck.- See more at: http://www.arnoldbusck.dk/boeger/biog...",140,101,714 follower,"['Nonfiction', 'Memoir', 'Classics', 'Danish', 'Denmark', 'Biography', 'Scandinavian Literature', 'Nonfiction', 'Memoir', 'Classics', 'Danish', 'Denmark', 'Biography', 'Scandinavian Literature', 'Nonfiction', 'Memoir', 'Classics', 'Danish', 'Denmark', 'Biography', 'Scandinavian Literature']",773 review,"5,003 (51%)","3,843 (39%)",850 (8%),94 (<1%),15 (<1%)
The Monkey's Paw,W.W. Jacobs,3.84,"14,653 rating","September 1, 1902","When the White family comes into the possession of a monkey’s paw that magically grant wishes, they do what many people would do—they succumb to vanity and wish for the unneeded. But every wish has a consequence, and the White family finds they are completely unprepared for what comes next. The Monkey’s Paw is a classic horror tale that gives new meaning to the phrase “be careful what you wish for.”One of W.W. Jacob's most memorable works, The Monkey’s Paw has become a classic horror story and has been adapted numerous times, including into episodes of such popular television series as The X-Files, The Twilight Zone, Buffy the Vampire Slayer, The Simpsons: Treehouse of Horror, Are You Afraid of the Dark?, and Tales from the Crypt.",32,718,136 follower,"['Horror', 'Short Stories', 'Classics', 'Fiction', 'Fantasy', 'School', 'Gothic']","1,120 review","3,973 (27%)","5,632 (38%)","3,975 (27%)",844 (5%),229 (1%)
The Zap Gun,Philip K. Dick,3.42,"2,578 rating","January 1, 1965","Scalding sarcastic yet enduringly empathetic, ""The Zap Gun""is Dick's remarkable novel depicting the insanity of the arms race. Lars Powderdry and Lilo Topchev are counterpart weapons fashion designers for a world divided into two factions - Wes-bloc and Peep-East. Since the Plowshare Protocols of 2002, their job has been to invent elaborate weapons that only seem massively lethal. But when alien satellites hostile to both sides appear in the sky, the two are brought together in the dire hope that they can create a weapon to save the world, a task made all the more difficult by Lars falling in love with Lilo even as he knows she's trying to kill him.",256,"1,583",20.1k follower,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction', 'Fantasy', 'American', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction', 'Fantasy', 'American', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction', 'Fantasy', 'American']",199 review,315 (12%),839 (32%),"1,083 (42%)",283 (10%),58 (2%)
A Place of Greater Safety,Hilary Mantel,3.99,"10,004 rating","January 1, 1992","Capturing the violence, tragedy, history, and drama of the French Revolution, this novel focuses on the families and loves of three men who led the Revolution--Danton, the charismatic leader and orator; Robespierre, the cold rationalist; and Desmoulins, the rabble-rouser.",749,108,"7,099 follower","['Historical Fiction', 'Fiction', 'France', 'Historical', 'French Revolution', 'Literary Fiction', 'Literature']","1,335 review","3,750 (37%)","3,531 (35%)","1,826 (18%)",626 (6%),271 (2%)
A Sport and a Pastime,James Salter,3.66,"9,909 rating","January 1, 1967","""As nearly perfect as any American fiction I know,"" is how Reynolds Price (The New York Times) described this classic that has been a favorite of readers, both here and in Europe, for almost forty years. Set in provincial France in the 1960s, it is the intensely carnal story—part shocking reality, part feverish dream —of a love affair between a footloose Yale dropout and a young French girl. There is the seen and the unseen—and pages that burn bright with a rare intensity.",185,85,623 follower,"['Fiction', 'Classics', 'Novels', 'Literary Fiction', 'Erotica', 'Literature', 'France', 'Fiction', 'Classics', 'Novels', 'Literary Fiction', 'Erotica', 'Literature', 'France', 'Fiction', 'Classics', 'Novels', 'Literary Fiction', 'Erotica', 'Literature', 'France']","1,228 review","2,380 (24%)","3,469 (35%)","2,689 (27%)","1,050 (10%)",321 (3%)
This House Of Sky: Landscapes of a Western Mind,Ivan Doig,4.28,"6,734 rating","October 30, 1978","Ivan Doig grew up in the rugged wilderness of western Montana among the sheepherders and denizens of small-town saloons and valley ranches. What he deciphers from his past with piercing clarity is not only a raw sense of land and how it shapes us but also of the ties to our mothers and fathers, to those who love us, and our inextricable connection to those who shaped our values in our search for intimacy, independence, love, and family. A powerfully told story, This House of Sky is at once especially American and universal in its ability to awaken a longing for an explicable past.",314,44,694 follower,"['Memoir', 'Nonfiction', 'Biography', 'Westerns', 'History', 'Biography Memoir', 'Nature']",766 review,"3,310 (49%)","2,281 (33%)",887 (13%),198 (2%),58 (<1%)
