title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Roman Way,Edith Hamilton,3.84,821 rating,"January 1, 1932","In this informal history of Roman civilization, Edith Hamilton vividly depicts the Roman life and spirit as they are revealed in the greatest writers of the time. Among these literary guides are Cicero, who left an incomparable collection of letters; Catullus, the quintessential poet of love; Horace, the chronicler of a cruel and materialistic Rome; and the Romantics Virgil, Livy, and Seneca. The story concludes with the stark contrast between high-minded Stoicism and the collapse of values witnessed by Tacitus and Juvenal.",224,"['History', 'Nonfiction', 'Mythology', 'Classics', 'Ancient History', 'Philosophy', 'Classical Studies']",522 follower,80 review,44,17 (2%),50 (6%),215 (26%),305 (37%),234 (28%)
The Doorman,Reinaldo Arenas,3.73,379 rating,"January 1, 1989","Reinaldo Arenas is the most highly acclaimed writer of Cuba’s post-revolutionary generation. The Doorman , his first work set in the United States, breaks new ground with the extraordinary and tragic story of Juan, a young Cuban refugee who becomes a doorman at a luxury apartment building in Manhattan. Oddly alienated from the tenants, Juan finds himself being seduced by their pets–a bear, a rattlesnake, an orangutan, goldfish, cats, dogs–who speak to him, determined to recruit him to their a revolt against humans and human society, and a mass flight to liberty. Fantastic, satirical, dizzyingly inventive, The Doorman is a bittersweet parable about freedom and community, told with a profound sense of humanity.",204,"['Fiction', 'Latin American', 'Spanish Literature', 'Fantasy', 'Novels', 'Speculative Fiction', 'Contemporary', 'Fiction', 'Latin American', 'Spanish Literature', 'Fantasy', 'Novels', 'Speculative Fiction', 'Contemporary', 'Fiction', 'Latin American', 'Spanish Literature', 'Fantasy', 'Novels', 'Speculative Fiction', 'Contemporary']",317 follower,35 review,64,13 (3%),30 (7%),103 (27%),134 (35%),99 (26%)
Shanghai Baby,Wei Hui,3.23,"5,123 rating","January 1, 1999","Publicly burned in China for its sensual nature and irreverent style, this novel is the semi-autobiographical story of Coco, a café waitress, who is full of enthusiasm and impatience for life. She meets a young man, Tian Tian, for whom she feels tenderness and love, but he is reclusive, impotent and an increasing user of drugs. Despite parental objections, Coco moves in with him, leaves her job and throws herself into writing. Shortly afterwards she meets Mark, a married Westerner. The two are uncontrollably attracted and begin a highly charged, physical affair. Torn between her two lovers, and tormented by her deceit, her unfinished novel and the conflicting feelings involved in love and betrayal, Coco begins to find out who she really is. Here is a beautifully written novel with a distinct voice that describes China on the brink of its own social and sexual revolution.",279,"['China', 'Fiction', 'Romance', 'Asia', 'Chinese Literature', 'Contemporary', 'Asian Literature', 'China', 'Fiction', 'Romance', 'Asia', 'Chinese Literature', 'Contemporary', 'Asian Literature', 'China', 'Fiction', 'Romance', 'Asia', 'Chinese Literature', 'Contemporary', 'Asian Literature']",134 follower,444 review,41,406 (7%),887 (17%),"1,758 (34%)","1,279 (24%)",793 (15%)
In Pursuit of Happiness: Better Living from Plato to Prozac,Mark Kingwell,3.64,107 rating,"January 1, 1998","We all think that we know what happiness is, or at least that we would like more of it. But the pursuit of this rather abstract commodity may be at once the simplest and the most vexing of human endeavors. In Pursuit of Better Living from Plato to Prozac is an exploration of the idea of happiness, the ways in which that idea has changed over the course of history, and how it influences not only individual lives, but also economic and political thinking, psychological investigation, medical practice -- in fact all facets of human life.  Featuring Mark Kingwell's unique combination of cultural reportage, historical investigation, and philosophical reflection, In Pursuit of Happiness excavates layers of manipulation to seek out a happiness uncontaminated by technology, advertising, and popular culture. From a meditation on the relevance of Platonic ideas about happiness to a running commentary on the author's week at a ""happy camp"" in Massachusetts, this is an utterly absorbing and often hilarious exploration of just what it is that makes life worth living.",416,"['Philosophy', 'Nonfiction', 'Psychology', 'Self Help']",51 follower,9 review,53,1 (<1%),8 (7%),41 (38%),36 (33%),21 (19%)
The Cult of Loving Kindness,Paul Park,3.80,71 rating,"January 1, 1991","As intellectual oppression reigns in Charn, a pair of changeling twins--seduced by the violent extremes of an outlaw religion--usher in a bizarre and terrifying future. Reprint.",320,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy']",39 follower,0 review,57,0 (0%),7 (9%),23 (32%),18 (25%),23 (32%)
Into the Forest,Jean Hegland,3.81,"15,220 rating","August 18, 1996","NOW A MAJOR MOTION PICTURE • Set in the near-future, Into the Forest is a powerfully imagined novel that focuses on the relationship between two teenage sisters living alone in their Northern California forest home.Over 30 miles from the nearest town, and several miles away from their nearest neighbor, Nell and Eva struggle to survive as society begins to decay and collapse around them. No single event precedes society's fall. There is talk of a war overseas and upheaval in Congress, but it still comes as a shock when the electricity runs out and gas is nowhere to be found. The sisters consume the resources left in the house, waiting for the power to return. Their arrival into adulthood, however, forces them to reexamine their place in the world and their relationship to the land and each other.Reminiscent of Margaret Atwood's A Handmaid's Tale, Into the Forest is a mesmerizing and thought-provoking novel of hope and despair set in a frighteningly plausible near-future America.Praise for Into the Forest“[A] beautifully written and often profoundly moving novel.” — San Francisco Chronicle“A work of extraordinary power, insight and lyricism,  Into the Forest  is both an urgent warning and a passionate celebration of life and love.” —Riane Eisler, author of  The Chalice and the Blade“From the first page, the sense of crisis and the lucid, honest voice of the . . . narrator pull the reader in. . . . A truly admirable addition to a genre defined by the very high standards of George Orwell's  1984.” — Publishers Weekly  (starred review)“Beautifully written.” — Kirkus Reviews“This beautifully written story captures the essential nature of the sister bond: the fierce struggle to be true to one’s own self, only to learn that true strength comes from what they are able to share together.” —Carol Saline, co-author of  Sisters“Jean Hegland’s sense of character is firm, warm, and wise. . . . [A] fine first novel.” —John Keeble, author of  Yellowfish",243,"['Fiction', 'Post Apocalyptic', 'Dystopia', 'Science Fiction', 'Young Adult', 'Apocalyptic', 'Survival']",225 follower,"1,890 review",9,412 (2%),"1,177 (7%)","3,604 (23%)","5,670 (37%)","4,357 (28%)"
Aurélia and Other Writings,Gérard de Nerval,4.03,933 rating,"January 1, 1855","Aurelia is French poet and novelist Gerard de Nerval's account of his descent into madness--a condition provoked in part by his unrequited passion for an actress named Jenny Colon. One of the original self-styled -bohemians, - Nerval was best known in his own day for parading a lobster on a pale blue ribbon through the gardens of the Palais-Royal, and was posthumously notorious for his suicide in 1855, hanging from an apron string he called the garter of the Queen of Sheba. This hallucinatory document of dreams, obsession, and insanity has fascinated artists such as Joseph Cornell, who cited passages from it to explain his own work; Antonin Artaud, who saw his own madness mirrored by Nerval's; and Andre Breton, who placed Nerval in the highest echelon of Surrealist heroes. Geoffrey Wagner's translation of Aurelia was first published by Grove Press in 1959, but has remained out of print for nearly 20 years. Also included in this volume are previously untranslated stories by Marc Lowenthal, and poet Robert Duncan's version of the sonnet cycle Chimeras, making this the most complete collection of Nerval's influential oeuvre ever published in English.",240,"['Poetry', 'France', 'Fiction', 'Literature', 'French Literature', 'Classics', 'Short Stories', 'Poetry', 'France', 'Fiction', 'Literature', 'French Literature', 'Classics', 'Short Stories', 'Poetry', 'France', 'Fiction', 'Literature', 'French Literature', 'Classics', 'Short Stories', 'Poetry', 'France', 'Fiction', 'Literature', 'French Literature', 'Classics', 'Short Stories', 'Poetry', 'France', 'Fiction', 'Literature', 'French Literature', 'Classics', 'Short Stories']",217 follower,50 review,543,18 (1%),59 (6%),184 (19%),287 (30%),385 (41%)
I Married Adventure: The Lives of Martin and Osa Johnson,Osa Johnson,4.12,830 rating,"January 1, 1940","A CLASSIC MEMOIR OF TWO PIONEERING ADVENTURERS Before Joy Adamson went to Africa, before Margaret Mead sailed to Samoa, before Dian Fossey was even born, a Kansas teenager named Osa Leighty married Martin Johnson, a pioneering photographer just back from a 'round-the-world cruise with Jack London. Together the Johnsons flew and sailed to Borneo, to Kenya, and to the Congo, filming Simba and other popular nature movies with Martin behind the camera and Osa holding her rifle at the ready in case the scene's big game star should turn hostile. This bestselling memoir retraces their careers in rich detail, with precisely observed descriptions and often heart-stopping anecdotes. Illustrated with scores of the dramatic photos that made the Johnsons famous, it's a book sure to delight every lover of true adventure.",422,"['Nonfiction', 'Adventure', 'Travel', 'Biography', 'Africa', 'Memoir', 'History', 'Nonfiction', 'Adventure', 'Travel', 'Biography', 'Africa', 'Memoir', 'History', 'Nonfiction', 'Adventure', 'Travel', 'Biography', 'Africa', 'Memoir', 'History']",14 follower,105 review,16,11 (1%),24 (2%),150 (18%),312 (37%),333 (40%)
The Structural Transformation of the Public Sphere: An Inquiry into a Category of Bourgeois Society,Jürgen Habermas,3.87,"2,060 rating","January 1, 1962","This is Jürgen Habermas's most concrete historical-sociological book and one of the key contributions to political thought in the postwar period. It will be a revelation to those who have known Habermas only through his theoretical writing to find his later interests in problems of legitimation and communication foreshadowed in this lucid study of the origins, nature, and evolution of public opinion in democratic societies.",301,"['Philosophy', 'Sociology', 'Nonfiction', 'History', 'Politics', 'Theory', 'Academic', 'Philosophy', 'Sociology', 'Nonfiction', 'History', 'Politics', 'Theory', 'Academic', 'Philosophy', 'Sociology', 'Nonfiction', 'History', 'Politics', 'Theory', 'Academic']",605 follower,78 review,377,46 (2%),131 (6%),488 (23%),770 (37%),625 (30%)
A Tear and a Smile,Kahlil Gibran,3.96,"5,568 rating","228 pages, HardcoverPublished June 27, 1950","Contains 56 parables, stories, and poems in Gibran's wholly inimitable manner. Illustrated with 4 of his own paintings and drawings, it is the most important edition to the canon of this great writer.",228,"['Poetry', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Spirituality', 'Short Stories', 'Poetry', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Spirituality', 'Short Stories', 'Poetry', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Spirituality', 'Short Stories', 'Poetry', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Spirituality', 'Short Stories', 'Poetry', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Spirituality', 'Short Stories']",14.2k follower,477 review,"1,108",112 (2%),339 (6%),"1,221 (21%)","1,892 (33%)","2,004 (35%)"
The Fool's Run,John Camp,4.00,"10,167 rating","January 1, 1989","John Sandford, the #1 New York Times bestselling author of the Prey novels gives suspense an ingenious twist as he takes readers into the mind games of two irresistible con artists plotting the perfect sting...Kidd is a computer whiz, artist, and professional criminal. LuEllen is his lover, and his favorite partner in crime. Their playing field in on the cutting edge of high-tech corporate warfare. This time they've been hired by a defense industry corporation to destroy its business rival through computer sabotage. If Kidd and LuEllen can pull it off, they'll reap millions. It's the sting of a lifetime. One false move and it's a lifetime sentence. As the takedown unfolds, everything goes according to plan. But their string of successes turns into a noose when the ultimate con artists find themselves on the wrong end of the ultimate con...",340,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Detective', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Detective', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Detective']",51 follower,356 review,7,132 (1%),422 (4%),"2,169 (21%)","3,988 (39%)","3,456 (33%)"
Το καπλάνι της βιτρίνας,Alki Zei,4.31,"3,945 rating","January 1, 1963","ΕΥ-ΠΟ; ΛΥ-ΠΟ; είναι η συνθηματική ερώτηση που ανταλλάσσουν μεταξύ τους η Μέλια και η Μυρτώ λίγο πριν κοιμηθούν. Δυο μικρές αδερφές που ζουν σ' ένα νησί του Αιγαίου το 1936 ακούνε τον παππού τους να τους μιλάει ώρες ατέλειωτες για τους ""αρχαίους"" του, ανυπομονούν να ανταμώσουν με τους φίλους και τις φίλες τους από τα τσαρδάκια σαν έρχεται το καλοκαίρι, μα πάνω απ' όλα τρελαίνονται με τις μαγικές ιστορίες του καπλανιού που τους διηγείται ο ξάδερφός τους ο Νίκος, φοιτητής από την Αθήνα.Το καπλάνι -όπως το λένε στο νησί-, ένας βαλσαμωμένος τίγρης, που βρίσκεται κλειδωμένο μέσα στη βιτρίνα της μεγάλης σάλας του σπιτιού, πότε κοιτάει με το γαλάζιο και πότε με το μαύρο του μάτι, ανάλογα με τη διάθεσή του. Τι συμβαίνει μια ζεστή μέρα του Αυγούστου που αναστατώνει τη ζωή των κοριτσιών και των δικών τους; Ποιος θέλει να βλάψει το καπλάνι;""Η Άλκη Ζέη πρέπει, νομίζω, να χαιρετισθεί σαν συγγραφικό φαινόμενο. Το βιβλίο με τη φυσική αβίαστη πορεία του -γελάς σε κάθε σελίδα- φωτίζει και διδάσκει.Βάζει το δάχτυλο πάνω στις πληγές που χρόνια δυναστεύουν και τυραννούν την ελληνική ζωή...""Έλλη Αλεξίου",183,"['Fiction', 'Childrens', 'Classics', 'Greece', 'Historical Fiction', 'Literature', 'Middle Grade', 'Fiction', 'Childrens', 'Classics', 'Greece', 'Historical Fiction', 'Literature', 'Middle Grade', 'Fiction', 'Childrens', 'Classics', 'Greece', 'Historical Fiction', 'Literature', 'Middle Grade']",244 follower,148 review,36,26 (<1%),93 (2%),492 (12%),"1,347 (34%)","1,987 (50%)"
The Face on the Milk Carton,Caroline B. Cooney,3.71,"60,978 rating","February 1, 1990","The face on the milk carton looks like an ordinary little girl: hair in tight pigtails, a dress with a narrow white collar, a three-year-old who was kidnapped more than twelve years ago from a shopping mall in New Jersey.As fifteen-year-old Janie Johnson stares at the milk carton, she feels overcome with shock. She knows that little girl is she. But how could it be true?Janie can't believe that her loving parents kidnapped her, until she begins to piece together clues that don't make sense. Why are there no pictures of Janie before she was four? Her parents have always said they didn't have a camera. Now that explanation sounds feeble. Something is terribly wrong, and Janie is afraid to find out what happened more than twelve years ago.In this gripping page-turner, the reader will unravel—as Janie does—the twisted events that changed the lives of two families forever.",192,"['Young Adult', 'Mystery', 'Fiction', 'Childrens', 'Realistic Fiction', 'Teen', 'Middle Grade']","1,665 follower","3,423 review",138,"1,425 (2%)","5,351 (8%)","18,566 (30%)","20,024 (32%)","15,612 (25%)"
Bridge of Dreams,Christina Skye,4.07,323 rating,"May 1, 1995","1794Rake and reckless hero, Gabriel Montserrat falls prey to blackest treachery; his death a mystery to be locked away forever in the deepest recesses of Draycott Abbey.1994American-born beauty Cathlin O'Neill finds herself named in a strange bequest. But to claim her legendary treasure, she must spend seven days and nights in the hauntingly beautiful British Abbey where her mother was murdered years before.Her co-inheritor is Dominic Montserrat; arrogant ex-royal bodyguard and confirmed cynic who must now protect Cathlin...and help heal the secret pain of her wounded heart. For grave danger prowls the abbey's ghostly halls where Cathlin and Dominic must confront the dark shadows of a mysterious past... in the sacred cause of a love too long unfulfilled and a passion too long denied.",389,"['Romance', 'Paranormal', 'Romantic Suspense', 'Suspense', 'Time Travel', 'Historical Romance', 'Paranormal Romance']",333 follower,11 review,58,2 (<1%),11 (3%),72 (22%),116 (35%),122 (37%)
White Plume Mountain,Schick,4.23,249 rating,"January 1, 1979","An Adventure for Character Levels 5-10:This module contains background information, referee's notes, player aids, a complete map level, and a cutaway view of the mountain complex. WHITE PLUME MOUNTAIN is from the Special (""S"") series; like others in this series, it is meant to stand on its own and is a complete ADVANCED DUNGEONS & DRAGONS adventure. The recommended number of players is four to ten, with levels ranging from fifth to tenth.White Plume Mountain has always been a subject of superstitious awe to the neighboring villagers. People still travel many miles to gaze upon this natural wonder, though few will approach it closely, as it is reputed to be the haunt of various demons & devils. The occasional disappearance of those who stray too close to the Plume reinforces this belief.Thirteen hundred years ago, the wizard Keraptis was searching for a suitable haven where he could indulge his eccentricities without fear of interference. He visited White Plume Mountain, going closer than most dared to, & discovered the system of old lava-tubes that riddle the cone & the underlying strata.With a little alteration, he thought, these would be perfect for his purposes. The area already had a bad reputation, & he could think of a few ways to make it worse. So, taking with him his fanatically loyal company of renegade gnomes, he disappeared below white Plume Mountain & vanished from the knowledge of men...",12,"['Role Playing Games', 'Fantasy', 'Gaming', 'Dungeons and Dragons', 'Games', 'Role Playing Games', 'Fantasy', 'Gaming', 'Dungeons and Dragons', 'Games', 'Role Playing Games', 'Fantasy', 'Gaming', 'Dungeons and Dragons', 'Games']",16 book,15 review,16,0 (0%),5 (2%),42 (16%),92 (36%),110 (44%)
Despair,Vladimir Nabokov,3.91,"10,063 rating","January 1, 1934","Extensively revised by Nabokov in 1965 - thirty years after its original publication -Despair is the wickedly inventive and richly derisive story of Hermann Karlovich, a man who undertakes the perfect crime - his own murder.",212,"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Novels', 'Literature', 'Literary Fiction']",13.3k follower,766 review,751,88 (<1%),494 (4%),"2,343 (23%)","4,420 (43%)","2,718 (27%)"
