title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Point Counter Point,Aldous Huxley,3.86,"11,650 rating","January 1, 1928","Aldous Huxley's lifelong concern with the dichotomy between passion and reason finds its fullest expression both thematically and formally in his masterpiece Point Counter Point. By presenting a vision of life in which diverse aspects of experience are observed simultaneously, Huxley characterizes the symptoms of ""the disease of the modern man"" in the manner of a composer--themes and characters are repeated, altered slightly, and played off one another in a tone that is at once critical and sympathetic.First published in 1928, Huxley's satiric view of intellectual life in the '20s is populated with characters based on such celebrities as D.H. Lawrence, Katherine Mansfield, Nancy Cunard, and John Middleton Murry, as well as Huxley himself.",432,"['Fiction', 'Classics', 'Literature', 'Philosophy', 'Novels', 'British Literature', '20th Century', 'Fiction', 'Classics', 'Literature', 'Philosophy', 'Novels', 'British Literature', '20th Century', 'Fiction', 'Classics', 'Literature', 'Philosophy', 'Novels', 'British Literature', '20th Century']",12.1k follower,417 review,776,267 (2%),774 (6%),"2,902 (24%)","4,032 (34%)","3,675 (31%)"
The Farthest Shore,Ursula K. Le Guin,4.13,"112,826 rating","September 1, 1972","Book Three of Ursula K. Le Guin's Earthsea Cycle. Darkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it.",259,"['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic']",25.5k follower,"3,726 review",977,"1,231 (1%)","3,833 (3%)","20,274 (17%)","41,730 (36%)","45,758 (40%)"
Foundation's Edge,Isaac Asimov,4.17,"88,865 rating","October 1, 1982","At last, the costly and bitter war between the two Foundations had come to an end. The scientists of the First Foundation had proved victorious; and now they return to Hari Seldon's long-established plan to build a new Empire on the ruins of the old. But rumors persist that the Second Foundation is not destroyed after all—and that its still-defiant survivors are preparing their revenge. Now two exiled citizens of the Foundation—a renegade Councilman and a doddering historian—set out in search of the mythical planet Earth. . .and proof that the Second Foundation still exists.Meanwhile someone—or something—outside of both Foundations seems to be orchestrating events to suit its own ominous purpose. Soon representatives of both the First and Second Foundations will find themselves racing toward a mysterious world called Gaia and a final shocking destiny at the very end of the universe!",450,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Hugo Awards']",24.8k follower,"2,164 review","4,420",443 (<1%),"2,376 (2%)","15,038 (16%)","34,532 (38%)","36,476 (41%)"
Balzac and the Little Chinese Seamstress,Dai Sijie,3.64,"63,765 rating","January 1, 2000","In this enchanting tale about the magic of reading and the wonder of romantic awakening, two hapless city boys are exiled to a remote mountain village for reeducation during China's infamous Cultural Revolution. There they meet the daughter of the local tailor and discover a hidden stash of Western classics in Chinese translation. As they flirt with the seamstress and secretly devour these banned works, they find transit from their grim surroundings to worlds they never imagined.",184,"['Fiction', 'Historical Fiction', 'China', 'Historical', 'Books About Books', 'Novels', 'Asian Literature', 'Fiction', 'Historical Fiction', 'China', 'Historical', 'Books About Books', 'Novels', 'Asian Literature', 'Fiction', 'Historical Fiction', 'China', 'Historical', 'Books About Books', 'Novels', 'Asian Literature']",255 follower,"5,185 review",18,"1,288 (2%)","5,208 (8%)","20,446 (32%)","24,931 (39%)","11,892 (18%)"
The Second World War,Winston S. Churchill,4.22,"6,940 rating","January 1, 1990","The definitive, Nobel Prize–winning history of World War II, universally acknowledged as a magnificent historical reconstruction and an enduring work of literature From Britain's darkest and finest hour to the great alliance and ultimate victory, the Second World War remains the most pivotal event of the twentieth century. Winston Churchill was not only the war's greatest leader, he was the free world's singularly eloquent voice of defiance in the face of Nazi tyranny, and it's that voice that animates this six-volume history. Remarkable both for its sweep and for its sense of personal involvement, it begins with The Gathering Storm; moves on to Their Finest Hour, The Grand Alliance, The Hinge of Fate, and Closing the Ring; and concludes with Triumph and Tragedy.",4736,"['History', 'Nonfiction', 'War', 'Military History', 'World War II', 'Military Fiction', 'Biography']","2,307 follower",301 review,"1,216",62 (<1%),174 (2%),"1,035 (14%)","2,594 (37%)","3,075 (44%)"
Regeneration,Pat Barker,4.02,"30,910 rating","May 30, 1991","Regeneration, one in Pat Barker's series of novels confronting the psychological effects of World War I, focuses on treatment methods during the war and the story of a decorated English officer sent to a military hospital after publicly declaring he will no longer fight. Yet the novel is much more. Written in sparse prose that is shockingly clear—the descriptions of electronic treatments are particularly harrowing—it combines real-life characters and events with fictional ones in a work that examines the insanity of war like no other. Barker also weaves in issues of class and politics in this compactly powerful book. Other books in the series include The Eye in the Door and the Booker Award winner The Ghost Road.",256,"['Historical Fiction', 'Fiction', 'War', 'Historical', 'World War I', 'British Literature', 'Literary Fiction']","2,189 follower","1,978 review",31,418 (1%),"1,425 (4%)","6,023 (19%)","12,310 (39%)","10,734 (34%)"
Maniac Magee,Jerry Spinelli,3.89,"124,684 rating","April 2, 1990","A Newbery Medal winning modern classic about a racially divided small town and a boy who runs.Jeffrey Lionel ""Maniac"" Magee might have lived a normal life if a freak accident hadn't made him an orphan. After living with his unhappy and uptight aunt and uncle for eight years, he decides to run--and not just run away, but run. This is where the myth of Maniac Magee begins, as he changes the lives of a racially divided small town with his amazing and legendary feats.",184,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'School', 'Classics']","3,702 follower","4,916 review",113,"3,129 (2%)","8,735 (7%)","29,604 (23%)","39,855 (31%)","43,361 (34%)"
Reservation Blues,Sherman Alexie,3.98,"13,765 rating","May 1, 1995","The life of Spokane Indian Thomas Builds-the-Fire irrevocably changes when blues legend Robert Johnson miraculously appears on his reservation and passes the misfit storyteller his enchanted guitar. Inspired by this gift, Thomas forms Coyote Springs, an all-Indian Catholic band who find themselves on a magical tour that leads from reservation bars to Seattle and New York--and deep within their own souls.",306,"['Fiction', 'Magical Realism', 'Music', 'Novels', 'Literature', 'Literary Fiction', 'Contemporary']","6,274 follower","1,000 review",130,150 (1%),567 (4%),"2,927 (21%)","5,846 (42%)","4,275 (31%)"
Tikki Tikki Tembo,Arlene Mosel,4.20,"64,501 rating","January 1, 1968","Tikki tikki tembo-no sa rembo-chari bari ruchi-pip peri pembo!Three decades and more than one million copies later children still love hearing about the boy with the long name who fell down the well. Arlene Mosel and Blair Lent's classic re-creation of an ancient Chinese folktale has hooked legions of children, teachers, and parents, who return, generation after generation, to learn about the danger of having such an honorable name as Tikki tikki tembo-no sa rembo-chari bari ruchi-pip peri pembo.",48,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'China', 'Cultural', 'Folklore', 'Picture Books', 'Childrens', 'Fiction', 'Classics', 'China', 'Cultural', 'Folklore', 'Picture Books', 'Childrens', 'Fiction', 'Classics', 'China', 'Cultural', 'Folklore']",22 follower,"1,111 review",12,"1,416 (2%)","2,479 (3%)","10,639 (16%)","17,284 (26%)","32,683 (50%)"
Cottonmouth Kisses,Clint Catalyst,4.11,141 rating,"January 1, 2000","With wicked sarcasm and brilliant agility, Catalyst shreds the surface of all his many subjects—gay relationships, backwater adolescence, and spiraling addiction—and ignites a bonfire of personal honesty. Whether he's writing about a chance sexual encounter at a Goth club or revealing the inner thoughts of young hustlers, Catalyst grinds platitudes into toxic dust with a vivid, whip-smart voice.",158,"['Poetry', 'Short Stories', 'Queer', 'Goth', 'Gothic', 'LGBT', 'Memoir']",35 follower,17 review,10,4 (2%),9 (6%),24 (17%),35 (24%),69 (48%)
Christ Recrucified,Nikos Kazantzakis,4.32,"7,931 rating","January 1, 1948","The inhabitants of a Greek village, ruled by the Turks, plan to enact the life of Christ in a mystery play but are overwhelmed by their task. A group of refugees, fleeing from the ruins of their plundered homes, arrive asking for protection - and suddenly the drama of the Passion becomes reality.",470,"['Fiction', 'Classics', 'Literature', 'Novels', 'Greece', 'Religion', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Novels', 'Greece', 'Religion', 'Philosophy', 'Fiction', 'Classics', 'Literature', 'Novels', 'Greece', 'Religion', 'Philosophy']","3,851 follower",760 review,193,53 (<1%),206 (2%),970 (12%),"2,635 (33%)","4,067 (51%)"
The Third Twin,Ken Follett,3.79,"35,539 rating","October 21, 1996","Using a restricted FBI database, genetic researcher Jeanie Ferrami has located identical twins born to different mothers. Frightened by her bizarre discovery, she is determined to discover the truth at any cost—until she finds herself at the center of a scandal that could ruin her career. To fight the charges, Jeannie plunges into a maze of hidden evidence. With growing horror, she uncovers a cynical, far-reaching conspiracy involving disturbing genetic experiments and some of the most powerful men in America—men who will kill to keep their secrets concealed.",640,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Crime', 'Mystery Thriller']",53.7k follower,"1,504 review",439,669 (1%),"2,453 (6%)","9,767 (27%)","13,272 (37%)","9,378 (26%)"
The Child in Time,Ian McEwan,3.58,"13,863 rating","January 1, 1987","Stephen Lewis, a successful writer of children's books, is confronted with the unthinkable: his only child, three-year-old Kate, is snatched from him in a supermarket. In one horrifying moment that replays itself over the years that follow, Stephen realizes his daughter is gone. With extraordinary tenderness and insight, Booker Prize–winning author Ian McEwan takes us into the dark territory of a marriage devastated by the loss of a child. Kate's absence sets Stephen and his wife, Julie, on diverging paths as they each struggle with a grief that only seems to intensify with the passage of time. Eloquent and passionate, the novel concludes in a triumphant scene of love and hope that gives full rein to the author's remarkable gifts. The winner of the Whitbread Prize, The Child in Time is an astonishing novel by one of the finest writers of his generation.",263,"['Fiction', 'Contemporary', 'Literary Fiction', 'British Literature', 'Novels', 'Literature', '20th Century']",16.3k follower,"1,031 review",124,419 (3%),"1,364 (9%)","4,373 (31%)","5,131 (37%)","2,576 (18%)"
Soul Mountain,Gao Xingjian,3.60,"5,323 rating","January 1, 1990","In 1983, Chinese playwright, critic, fiction writer, and painter Gao Xingjian was diagnosed with lung cancer and faced imminent death. But six weeks later, a second examination revealed there was no cancer -- he had won ""a reprieve from death."" Faced with a repressive cultural environment and the threat of a spell in a prison farm, Gao fled Beijing and began a journey of 15,000 kilometers into the remote mountains and ancient forests of Sichuan in southwest China. The result of this epic voyage of discovery is Soul Mountain.Bold, lyrical, and prodigious, Soul Mountain probes the human soul with an uncommon directness and candor and delights in the freedom of the imagination to expand the notion of the individual self.",510,"['Fiction', 'China', 'Nobel Prize', 'Literature', 'Asia', 'Chinese Literature', 'Novels', 'Fiction', 'China', 'Nobel Prize', 'Literature', 'Asia', 'Chinese Literature', 'Novels', 'Fiction', 'China', 'Nobel Prize', 'Literature', 'Asia', 'Chinese Literature', 'Novels']",326 follower,689 review,83,288 (5%),618 (11%),"1,376 (25%)","1,695 (31%)","1,346 (25%)"
The A.B.C. Murders,Agatha Christie,4.03,"164,306 rating","January 6, 1936","When Alice Asher is murdered in Andover, Hercule Poirot is already looking into the clues. Alphabetically speaking, it's one letter down, twenty-five to go.There's a serial killer on the loose. His macabre calling card is to leave the ABC Railway Guide beside each victim's body. But if A is for Alice Asher, bludgeoned to death in Andover, and B is for Betty Bernard, strangled with her belt on the beach at Bexhill, who will then be Victim C? More importantly, why is this happening?Often considered to be one of Agatha Christie's best.Librarian's note: the first fifteen novels in the Hercule Poirot series are 1) The Mysterious Affair at Styles, 1920; 2) The Murder on the Links, 1923; 3) The Murder of Roger Ackroyd, 1926; 4) The Big Four, 1927; 5) The Mystery of the Blue Train, 1928; 6) Peril at End House, 1932; 7) Lord Edgware Dies, 1933; 8) Murder on the Orient Express, 1934; 9) Three Act Tragedy, 1935; 10) Death in the Clouds, 1935; 11) The A.B.C. Murders, 1936; 12) Murder in Mesopotamia, 1936; 13) Cards on the Table, 1936; 14) Dumb Witness, 1937; and 15) Death on the Nile, 1937. These are just the novels; Poirot also appears in this period in a play, Black Coffee, 1930, and two collections of short stories, Poirot Investigates, 1924, and Murder in the Mews, 1937. Each novel, play and short story has its own entry on Goodreads.",232,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller']",64.5k follower,"9,938 review","4,158",857 (<1%),"4,698 (2%)","35,777 (21%)","70,294 (42%)","52,680 (32%)"
Cloudsplitter,Russell Banks,3.93,"4,866 rating","February 17, 1998","A triumph of the imagination and a masterpiece of modern storytelling, Cloudsplitter is narrated by the enigmatic Owen Brown, last surviving son of America's most famous and still controversial political terrorist and martyr, John Brown. Deeply researched, brilliantly plotted, and peopled with a cast of unforgettable characters both historical and wholly invented, Cloudsplitter is dazzling in its re-creation of the political and social landscape of our history during the years before the Civil War, when slavery was tearing the country apart. But within this broader scope, Russell Banks has given us a riveting, suspenseful, heartbreaking narrative filled with intimate scenes of domestic life, of violence and action in battle, of romance and familial life and death that make the reader feel in astonishing ways what it is like to be alive in that time.",758,"['Fiction', 'Historical Fiction', 'Civil War', 'Literature', 'Historical', 'Novels', 'Literary Fiction']",911 follower,595 review,103,126 (2%),282 (5%),998 (20%),"1,884 (38%)","1,576 (32%)"
Ask Dr. Mueller: The Writings of Cookie Mueller,Cookie Mueller,4.51,271 rating,"January 1, 1996","Ask Dr. Mueller captures the glamour and grittiness of Cookie Mueller?s life and times. Here are previously unpublished stories - wacky as they are enlightening - along with favorites from Walking Through Clear Water in a Pool Painted Black and other publications. Also the best of Cookie?s art columns from Details magazine, and the funniest of her advice columns from the East Village Eye, on everything from homeopathic medicine to how to cut your cocaine with a healthy substance. This collection is as much an autobiography as it is a map of downtown New York in the early ?80s - that moment before Bright Lights, Big City, before the art world exploded, before New York changed into a yuppie metropolis, while it still had a glimmer of bohemian life.",320,"['Nonfiction', 'Memoir', 'Essays', 'Queer', 'Short Stories', 'Humor', 'Nonfiction', 'Memoir', 'Essays', 'Queer', 'Short Stories', 'Humor', 'Nonfiction', 'Memoir', 'Essays', 'Queer', 'Short Stories', 'Humor']",141 follower,33 review,13,0 (0%),6 (2%),16 (5%),83 (30%),166 (61%)
The Vagina Monologues,V (formerly Eve Ensler),3.87,"36,435 rating","January 1, 1996","""I was worried about vaginas. I was worried about what we think about vaginas, and even more worried that we don't think about them. . . . So I decided to talk to women about their vaginas, to do vagina interviews, which became vagina monologues. I talked with over two hundred women. I talked to old women, young women, married women, single women, lesbians, college professors, actors, corporate professionals, sex workers, African American women, Hispanic women, Asian American women, Native American women, Caucasian women, Jewish women. At first women were reluctant to talk. They were a little shy. But once they got going, you couldn't stop them.""So begins Eve Ensler's hilarious, eye-opening tour into the last frontier, the forbidden zone at the heart of every woman. Adapted from the award-winning one-woman show that's rocked audiences around the world, this groundbreaking book gives voice to a chorus of lusty, outrageous, poignant, and thoroughly human stories, transforming the question mark hovering over the female anatomy into a permanent victory sign. With laughter and compassion, Ensler transports her audiences to a world we've never dared to know, guaranteeing that no one who reads The Vagina Monologues will ever look at a woman's body the same way again.",224,"['Feminism', 'Nonfiction', 'Plays', 'Drama', 'Womens', 'Theatre', 'Sexuality', 'Feminism', 'Nonfiction', 'Plays', 'Drama', 'Womens', 'Theatre', 'Sexuality', 'Feminism', 'Nonfiction', 'Plays', 'Drama', 'Womens', 'Theatre', 'Sexuality']","1,163 follower","2,684 review",27,870 (2%),"2,479 (6%)","8,539 (23%)","13,064 (35%)","11,483 (31%)"
Winter's Heart,Robert Jordan,3.97,"136,486 rating","November 7, 2000","Rand is on the run with Min, and in Cairhein, Cadsuane is trying to figure out where he is headed. Rand's destination is, in fact, one she has never considered.Mazrim Taim, leader of the Black Tower, is revealed to be a liar. But what is he up to?Faile, with the Aiel Maidens, Bain and Chiad, and her companions, Queen Alliandre and Morgase, is prisoner of Savanna's sept.Perrin is desperately searching for Faile. With Elyas Machera, Berelain, the Prophet and a very mixed ""army"" of disparate forces, he is moving through country rife with bandits and roving Seanchan. The Forsaken are ever more present, and united, and the man called Slayer stalks Tel'aran'rhiod and the wolfdream.In Ebou Dar, the Seanchan princess known as Daughter of the Nine Moons arrives--and Mat, who had been recuperating in the Tarasin Palace, is introduced to her. Will the marriage that has been foretold come about?There are neither beginnings or endings to the turning of the Wheel of Time. But it is a beginning....",780,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']",15.4k follower,"3,701 review",640,"1,800 (1%)","7,598 (5%)","31,100 (22%)","48,756 (35%)","47,232 (34%)"
