title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
All My Sons,Arthur Miller,3.90,"27,674 rating","January 1, 1947","Joe Keller and Herbert Deever, partners in a machine shop during the war, turned out defective airplane parts, causing the deaths of many men. Deever was sent to prison while Keller escaped punishment and went on to make lots of money. In a work of tremendous power, a love affair between Keller's son, Chris, and Ann Deever, Herbert's daughter, the bitterness of George Keller, who returns from the war to find his father in prison and his father's partner free, and the reaction of a son to his father's guilt escalate toward a climax of electrifying intensity.Winner of the Drama Critics' Award for Best New Play in 1947, All My Sons established Arthur Miller as a leading voice in the American theater. All My Sons introduced themes that thread through Miller's work as a whole: the relationship between fathers and sons, and the conflict between business and personal ethics.",112,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', '20th Century', 'Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', '20th Century', 'Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', '20th Century']","2,681 follower","1,143 review",500,596 (2%),"1,681 (6%)","6,434 (23%)","10,106 (36%)","8,857 (32%)"
Pantaleón y las visitadoras,Mario Vargas Llosa,3.97,"11,205 rating","January 1, 1973","Pantaleón Pantoja, un capitán del Ejército recientemente ascendido, recibe la misión de establecer un servicio de prostitución para las Fuerzas Armadas del Perú en el más absoluto secreto militar. Estricto cumplidor del deber que le ha sido asignado, Pantaleón se traslada a Iquitos, en plena selva, para llevar a cabo su cometido, pero se entrega a esta misión con tal obcecación que termina por poner en peligro el engranaje que él mismo ha puesto en movimiento. Así arranca la novela de Mario Vargas Llosa Pantaleón y las visitadoras, publicada en 1973 y llevada posteriormente al cine. Mario Vargas Llosa utiliza está anécdota para subrayar la hipocresía de las instituciones que se llaman ejemplares en relación con el oficio más viejo del mundo.",392,"['Fiction', 'Latin American', 'Spanish Literature', 'Humor', 'Latin American Literature', 'Novels', 'Nobel Prize']","8,163 follower",631 review,473,113 (1%),504 (4%),"2,460 (21%)","4,643 (41%)","3,485 (31%)"
Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,3.54,"596,019 rating","September 29, 1995","When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale we heard only her side of the story. But what about her arch-nemesis, the mysterious Witch? Where did she come from? How did she become so wicked? And what is the true nature of evil?Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability, and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to become the infamous Wicked Witch of the West, a smart, prickly, and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.An astonishingly rich re-creation of the land of Oz, this book retells the story of Elphaba, the Wicked Witch of the West, who wasn't so wicked after all. Taking readers past the yellow brick road and into a phantasmagoric world rich with imagination and allegory, Gregory Maguire just might change the reputation of one of the most sinister characters in literature.",406,"['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Witches', 'Adult Fiction', 'Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Witches', 'Adult Fiction', 'Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Witches', 'Adult Fiction']","7,615 follower","26,299 review",105,"44,146 (7%)","72,683 (12%)","149,344 (25%)","175,695 (29%)","154,151 (25%)"
The Far Side of the World,Patrick O'Brian,4.45,"12,376 rating","January 1, 1984","The inspiration for the major motion picture starring Russell Crowe. The war of 1812 continues, and Jack Aubrey sets course for Cape Horn on a mission after his own heart: intercepting a powerful American frigate outward bound to play havoc with the British whaling trade. Stephen Maturin has fish of his own to fry in the world of secret intelligence. Disaster in various guises awaits them in the Great South Sea and in the far reaches of the Pacific: typhoons, castaways, shipwrecks, murder, and criminal insanity.",366,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'War', 'Audiobook', 'Military Fiction']","2,192 follower",462 review,272,41 (<1%),121 (<1%),"1,005 (8%)","4,263 (34%)","6,946 (56%)"
The Ponder Heart,Eudora Welty,3.62,"2,010 rating","January 1, 1954","Uncle Daniel Ponder, whose fortune is exceeded only by his desire to give it away, is a source of vexation for his niece, Edna Earle. Uncle Daniel’s trial for the alleged murder of his seventeen-year-old bride is a comic masterpiece. Awarded the William Dean Howells Medal of the american Academy of Arts and Letters. Drawings by Joe Krush.",156,"['Fiction', 'Classics', 'Southern', 'Humor', 'Southern Gothic', 'American', 'Literary Fiction']",893 follower,227 review,229,85 (4%),180 (8%),584 (29%),733 (36%),428 (21%)
الإسلام ومشكلات الحضارة,Sayed Qutb,3.83,230 rating,"January 1, 1980",ما تتسبب فيه حضارة اليوم من تدمير خصائص الإنسان وتحويله إلى آلة وحيوان، والجهل المطبق الذى يمر به الإنسان بالرغم من التقدم المادى، والعلاقة بين جنسى الرجل والمرأة وما بها من تخبط وما حدث فى النظم الاجتماعية والاقتصادية من اضطراب وأثر المدنية والحضارة الحديثة على نفوس البشر، وكيفية التخلص من هذه الأعباء التى جلبتها الحضارة المادية.,198,"['Islam', 'Religion', 'Philosophy', 'Islam', 'Religion', 'Philosophy', 'Islam', 'Religion', 'Philosophy']","2,023 follower",40 review,125,10 (4%),17 (7%),48 (20%),83 (36%),72 (31%)
زوجة أحمد,إحسان عبد القدوس,3.50,"1,636 rating","January 1, 1961",تروي هذه القصة سيرة امرأة وزوجة وأم، وبعينين هذه المرأة متلهفاً لأن يعرف الحل لمثل هذه المشاكل وهذه التفاصيل التي مرت معه، أو سوف تمر مع أولاده... فهذه المرأة ليست زوجة الطراز المتعارف عليه، وإنما هي مختلفة بتعقل أحكامها وآرائها فعندها الحب ترفع، والمبادئ والقيم والدين والزواج تترقى إلى حد الكمال،إلى حد يطمح إليه كل إنسان، وإلى حد يسعى كل منا لأن يصل للحد الذي استطاعت هذه الإنسانة أن تحققه من سعادة وتوازن وحب.,224,"['Novels', 'Fiction', 'Classics', 'Romance', 'Literature']","4,238 follower",177 review,87,71 (4%),237 (14%),513 (31%),432 (26%),383 (23%)
The Great Game: The Struggle for Empire in Central Asia,Peter Hopkirk,4.32,"7,805 rating","January 1, 1990","For nearly a century the two most powerful nations on earth - Victorian Britain and Tsarist Russia - fought a secret war in the lonely passes and deserts of Central Asia. Those engaged in this shadowy struggle called it 'The Great Game', a phrase immortalized in Kipling's Kim. When play first began the two rival empires lay nearly 2,000 miles apart. By the end, some Russian outposts were within 20 miles of India.This book tells the story of the Great Game through the exploits of the young officers, both British and Russian, who risked their lives playing it. Disguised as holy men or native horsetraders, they mapped secret passes, gathered intelligence, and sought the allegiance of powerful khans. Some never returned.",564,"['History', 'Nonfiction', 'Russia', 'Asia', 'Politics', 'World History', 'India']",267 follower,684 review,22,83 (1%),135 (1%),923 (11%),"2,704 (34%)","3,960 (50%)"
Moribito: Guardian of the Spirit,Nahoko Uehashi,4.04,"2,841 rating","July 1, 1996","You've never read a fantasy novel like this one! The deep well of Japanese myth merges with the Western fantasy tradition for a novel that's as rich in place and culture as it is hard to put down.Balsa was a wanderer and warrior for hire. Then she rescued a boy flung into a raging river -- and at that moment, her destiny changed. Now Balsa must protect the boy -- the Prince Chagum -- on his quest to deliver the great egg of the water spirit to its source in the sea. As they travel across the land of Yogo and discover the truth about the spirit, they find themselves hunted by two deadly the egg-eating monster Rarunga . . . and the prince's own father.",248,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Japanese Literature', 'Japan', 'Manga']",319 follower,439 review,83,28 (<1%),92 (3%),563 (19%),"1,219 (42%)",939 (33%)
Borderlands/La Frontera: The New Mestiza,Gloria E. Anzaldúa,4.33,"12,106 rating","January 1, 1987","Anzaldua, a Chicana native of Texas, explores in prose and poetry the murky, precarious existence of those living on the frontier between cultures and languages. Writing in a lyrical mixture of Spanish and English that is her unique heritage, she meditates on the condition of Chicanos in Anglo culture, women in Hispanic culture, and lesbians in the straight world. Her essays and poems range over broad territory, moving from the plight of undocumented migrant workers to memories of her grandmother, from Aztec religion to the agony of writing. Anzaldua is a rebellious and willful talent who recognizes that life on the border, ""life in the shadows,"" is vital territory for both literature and civilization. Venting her anger on all oppressors of people who are culturally or sexually different, the author has produced a powerful document that belongs in all collections with emphasis on Hispanic American or feminist issues.",260,"['Poetry', 'Nonfiction', 'Feminism', 'Theory', 'Race', 'Queer', 'Memoir', 'Poetry', 'Nonfiction', 'Feminism', 'Theory', 'Race', 'Queer', 'Memoir', 'Poetry', 'Nonfiction', 'Feminism', 'Theory', 'Race', 'Queer', 'Memoir']",683 follower,584 review,26,133 (1%),341 (2%),"1,437 (11%)","3,714 (30%)","6,481 (53%)"
The Charm School,Nelson DeMille,4.28,"37,922 rating","April 1, 1988","Deep in the heart of Russia, a group of casually dressed young men are learning a different kind of lesson. The undergraduates sprawled around a game board aren't chilling out on campus: the young KGB agents attending the Charm School are brushing up on their American.When a young tourist goes to the aid of a stranger on a dark Russian road, he is astonished to find a fellow American on the run. The man has been missing for over a decade, plucked from the jungles of Vietnam to become an unwilling tutor at the institution. Now his former students are poised to strike at the heart of America.",630,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Suspense', 'Mystery Thriller', 'Historical Fiction']","6,789 follower","1,654 review",175,244 (<1%),893 (2%),"5,167 (13%)","13,405 (35%)","18,213 (48%)"
The School at the Chalet,Elinor M. Brent-Dyer,4.06,"3,785 rating","January 1, 1925","When Madge Bettany sets up a school in the Austrian Tyrol, her sister Joey is among the first pupils. From small beginnings, it grows rapidly, enjoying all sorts of exciting adventures and mishaps.",192,"['Childrens', 'Fiction', 'School Stories', 'Classics', 'Young Adult', 'Boarding School', 'School']",102 follower,114 review,151,99 (2%),188 (4%),750 (19%),"1,114 (29%)","1,634 (43%)"
To Have and Have Not,Ernest Hemingway,3.52,"32,379 rating","January 1, 1937","To Have and Have Not is the dramatic story of Harry Morgan, an honest man who is forced into running contraband between Cuba and Key West as a means of keeping his crumbling family financially afloat. His adventures lead him into the world of the wealthy and dissipated yachtsmen who throng the region, and involve him in a strange and unlikely love affair.Harshly realistic, yet with one of the most subtle and moving relationships in the Hemingway oeuvre, To Have and Have Not is literary high adventure at its finest.",176,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', '20th Century', 'Literary Fiction']",28.9k follower,"2,194 review","1,698",896 (2%),"3,624 (11%)","11,173 (34%)","11,052 (34%)","5,634 (17%)"
Tehanu,Ursula K. Le Guin,4.03,"49,555 rating","June 20, 1990","Years ago, they had escaped together from the sinister Tombs of Atuan—she, an isolated young priestess; he, a powerful wizard. Now she is a farmer's widow, having chosen for herself the simple pleasures of an ordinary life. And he is a broken old man, mourning the powers lost to him through no choice of his own.Once, when they were young, they helped each other at a time of darkness and danger and shared an adventure like no other. Now they must join forces again, to help another in need -- the physically and emotionally scarred child whose own destiny has yet to be revealed.",281,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Classics', 'Dragons']",25.5k follower,"3,071 review",977,761 (1%),"2,468 (4%)","9,780 (19%)","18,222 (36%)","18,324 (36%)"
"Marvel Masterworks: The Amazing Spider-Man, Vol. 1",Stan Lee,4.30,"4,742 rating","March 1, 1964","Book by Stan Lee, Steve Ditko",256,"['Comics', 'Graphic Novels', 'Marvel', 'Spider Man', 'Fiction', 'Superheroes', 'Comic Book', 'Comics', 'Graphic Novels', 'Marvel', 'Spider Man', 'Fiction', 'Superheroes', 'Comic Book', 'Comics', 'Graphic Novels', 'Marvel', 'Spider Man', 'Fiction', 'Superheroes', 'Comic Book']","2,173 follower",325 review,"7,283",52 (1%),116 (2%),645 (13%),"1,473 (31%)","2,456 (51%)"
The Dark Age,Traci Harding,3.92,"2,968 rating","January 1, 1996","The white light surrounded her, exuding from the ground within the circle. The mist rose towards the sky to form a billowing cloud. From within the largest stone a ball of blue light steadily made its way towards her.Late one evening, a car accident leaves Tory - a daughter of a prominent history professor - stranded near a ring of stones in the English countryside. She resolves to spend the night at the sacred site; a black belt in Tae-kwon-do, Tory holds little fear for her safety...But across the vortex of time and space, she is being watched. The Merlin knows of the legend Tory is to become, and through the wisdom of the Old Ones, teleports her back to the Dark Age.Prince Maelgwyn of Gwynedd and his band of knights stumble across this mysterious woman dressed in jeans and a leather jacket. Believing she is the witch of the stones, they threaten to kill her. Rising to her own defence, Tory challenges the Prince's champion to unarmed combat. With her superior fighting skill she easily overwhelms the warrior, winning the admiration of the Prince, and changing the course of British history forever.",560,"['Fantasy', 'Time Travel', 'Science Fiction', 'Romance', 'Fiction', 'Historical Fiction', 'Historical']",456 follower,187 review,37,172 (5%),213 (7%),526 (17%),836 (28%),"1,221 (41%)"
Le Livre de ma mère,Albert Cohen,3.88,"1,734 rating","January 1, 1954","Peu de livres ont connu un succès aussi constant que Le livre de ma mère. Ce livre bouleversant est l'évocation d'une femme à la fois « quotidienne » et sublime, une mère, aujourd'hui morte, qui n'a vécu que pour son fils et par son fils.Ce livre d'un fils est aussi le livre de tous les fils. Chacun de nous y reconnaîtra sa propre mère, sainte sentinelle, courage et bonté, chaleur et regard d'amour. Et tout fils pleurant sa mère disparue y retrouvera les reproches qu'il s'adresse à lui-même lorsqu'il pense à telle circonstance où il s'est montré ingrat, indifférent ou incompréhensif. Regrets ou remords toujours tardifs.« Aucun fils ne sait vraiment que sa mère mourra et tous les fils se fâchent et s'impatientent contre leurs mères, les fous si tôt punis. »",203,"['Classics', 'France', 'Nonfiction', 'French Literature', 'Biography', 'Literature', '20th Century']",163 follower,178 review,138,53 (3%),140 (8%),383 (22%),543 (31%),615 (35%)
Reading in the Dark,Seamus Deane,3.74,"4,504 rating","January 1, 1996","A New York Times Notable BookWinner of the Guardian Fiction PrizeWinner of the Irish Times Fiction Award and International AwardHugely acclaimed in Great Britain, where it was awarded the Guardian Fiction Prize and short-listed for the Booker, Seamus Deane's first novel is a mesmerizing story of childhood set against the violence of Northern Ireland in the 1940s and 1950s.The boy narrator grows up haunted by a truth he both wants and does not want to discover. The matter: a deadly betrayal, unspoken and unspeakable, born of political enmity. As the boy listens through the silence that surrounds him, the truth spreads like a stain until it engulfs him and his family. And as he listens, and watches, the world of legend--the stone fort of Grianan, home of the warrior Fianna; the Field of the Disappeared, over which no gulls fly--reveals its transfixing reality. Meanwhile the real world of adulthood unfolds its secrets like a collection of folktales: the dead sister walking again; the lost uncle, Eddie, present on every page; the family house ""as cunning and articulate as a labyrinth, closely designed, with someone sobbing at the heart of it.""Seamus Deane has created a luminous tale about how childhood fear turns into fantasy and fantasy turns into fact. Breathtakingly sad but vibrant and unforgettable, Reading in the Dark is one of the finest books about growing up--in Ireland or anywhere--that has ever been written.",246,"['Fiction', 'Ireland', 'Historical Fiction', 'Irish Literature', 'Literary Fiction', 'Historical', 'Coming Of Age']",52 follower,362 review,53,98 (2%),352 (7%),"1,253 (27%)","1,731 (38%)","1,070 (23%)"
A Crackup at the Race Riots,Harmony Korine,3.79,"1,243 rating","April 6, 1998","The original Ritalin kid, Harmony Korine burst on the scene with Kids, a film so gritty and unsettling in its depiction of teen life that it was slapped with an NC-17 rating and banned in some theaters across the country. In some ways, the media frenzy over the rating overshadowed the harrowing portrait of teenagers destroying their lives and the then twenty-one-year-old screenwriter who created them. ""Whether you see the movie as a masterpiece or as sensationalism,"" wrote Lynn Hirshberg, ""the movie is relentless and brilliant and extremely disturbing. It's powerful-both steel-eyed and sexy; horrifying and captivating.""Now, in this first book of fictional set pieces, Korine captures the fragmented moments of a life observed through the demented lens of media, TV, and teen obsession. Korine reinvents the novel in this highly experimental montage of scenes that seem both real and surreal at the same time. With a filmmaker's eye and a prankster's glee, this bizarre collection of jokes, half-remembered scenes, dialogue fragments, movie ideas, and suicide notes is an episodic, epigrammatic lovesong to the world of images. Korine is the voice of his media-savvy generation and A Crack-Up at the Race Riots is the satiric lovechild of his dark imagination.",192,"['Fiction', 'Short Stories', 'Humor', 'Novels', 'Film', 'Literature', 'Poetry']",161 follower,129 review,31,42 (3%),113 (9%),303 (24%),393 (31%),392 (31%)
Duino Elegies and The Sonnets to Orpheus,Rainer Maria Rilke,4.46,"2,539 rating","January 1, 1923","Rilke is one of the most widely read poets of the 20th century. In his poetry, Rilke addresses the problems of death, God, and ""destructive time,"" and attempts to overcome and transform these problems into an indestructive inner world.",224,"['Poetry', 'Classics', 'German Literature', 'Fiction', '20th Century', 'Germany', 'Literature']","5,861 follower",216 review,"1,443",16 (<1%),45 (1%),259 (10%),662 (26%),"1,557 (61%)"
