title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Copper Beech,Maeve Binchy,3.93,"23,273 rating","January 1, 1992","In the Irish town of Schancarrig, the young people carve their initials--and those of their loves-into the copper beech tree in front of the schoolhouse. But not even Father Gunn, the parish priest, who knows most of what goes on behind Shancarrig's closed doors, or Dr. Jims, the village doctor, who knows all the rest, realizes that not everything in the placid village is what it seems.
From the Hardcover edition.
",407,248,"4,496 follower","['Fiction', 'Ireland', 'Chick Lit', 'Romance', 'Irish Literature', 'Contemporary', 'Womens Fiction']",667 review,"6,889 (29%)","9,017 (38%)","6,367 (27%)",847 (3%),153 (<1%)
The Valley of Fear,Arthur Conan Doyle,3.96,"47,294 rating","February 27, 1915","Doyle's final novel featuring the beloved sleuth, Sherlock Holmes, brings the detective and his friend to a country manor where they are preceded by either a murder or a suicide. A secretive organization lies culprit and an infiltration of it is in order.Duration: 6 hr., 25 min.",7,13.6k,22.4k follower,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller', 'Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller', 'Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller']","2,913 review","14,723 (31%)","18,788 (39%)","11,385 (24%)","1,990 (4%)",408 (<1%)
The Spell of the Sensuous: Perception and Language in a More-Than-Human World,David Abram,4.16,"4,858 rating","January 1, 1996","Winner of the International Lannan Literary Award for NonfictionAnimal tracks, word magic, the speech of stones, the power of letters, and the taste of the wind all figure prominently in this intellectual tour de force that returns us to our senses and to the sensuous terrain that sustains us. This major work of ecological philosophy startles the senses out of habitual ways of perception.For a thousand generations, human beings viewed themselves as part of the wider community of nature, and they carried on active relationships not only with other people with other animals, plants, and natural objects (including mountains, rivers, winds, and weather patters) that we have only lately come to think of as inanimate. How, then, did humans come to sever their ancient reciprocity with the natural world? What will it take for us to recover a sustaining relation with the breathing earth?In The Spell of the Sensuous David Abram draws on sources as diverse as the philosophy of Merleau-Ponty, Balinese shamanism, Apache storytelling, and his own experience as an accomplished sleight-of-hand of magician to reveal the subtle dependence of human cognition on the natural environment. He explores the character of perception and excavates the sensual foundations of language, which--even at its most abstract--echoes the calls and cries of the earth. On every page of this lyrical work, Abram weaves his arguments with a passion, a precision, and an intellectual daring that recall such writers as Loren Eisleley, Annie Dillard, and Barry Lopez.",368,31,309 follower,"['Philosophy', 'Nonfiction', 'Nature', 'Spirituality', 'Psychology', 'Ecology', 'Science']",453 review,"2,406 (49%)","1,429 (29%)",591 (12%),248 (5%),184 (3%)
The Art Book,Phaidon Press,3.86,"156,801 rating","January 1, 1997","An A to Z guide to 500 great painters and sculptors from medieval to modern times, it debunks art historical classifications by throwing together brilliant examples of all periods, schools, visions and techniques. Each artist is represented by a full-page colour plate of a definitive work, accompanied by explanatory and illuminating information on the image and its creator. Glossaries of artistic movements and technical terms are included, making this a valuable work of reference as well as a feast for the eyes. By breaking with traditional classifications, The Art Book presents a fresh and original approach to art: an unparalleled visual sourcebook and a celebration of our rich and multi-faceted culture.",512,189,357 follower,"['Art', 'Nonfiction', 'Reference', 'Art History', 'History', 'Art Design', 'Design', 'Art', 'Nonfiction', 'Reference', 'Art History', 'History', 'Art Design', 'Design', 'Art', 'Nonfiction', 'Reference', 'Art History', 'History', 'Art Design', 'Design', 'Art', 'Nonfiction', 'Reference', 'Art History', 'History', 'Art Design', 'Design', 'Art', 'Nonfiction', 'Reference', 'Art History', 'History', 'Art Design', 'Design']",350 review,"63,257 (40%)","41,095 (26%)","30,378 (19%)","11,155 (7%)","10,916 (6%)"
The Years,Virginia Woolf,3.77,"5,724 rating","January 1, 1937","The most popular of Virginia Woolf's novels during her lifetime, The Years is a savage indictment of British society at the turn of the century, edited with an introduction and notes by Jeri Johnson in Penguin Modern Classics.The Years is the story of three generations of the Pargiter family - their intimacies and estrangements, anxieties and triumphs - mapped out against the bustling rhythms of London's streets during the first decades of the twentieth century. Growing up in a typically Victorian household, the Pargiter children must learn to find their footing in an alternative world, where the rules of etiquette have shifted from the drawing-room to the air-raid shelter. A work of fluid and dazzling lucidity, The Years eschews a simple line of development in favour of a varied and constantly changing style, emphasises the radical discontinuity of personal experiences and historical events. Virginia Woolf's penultimate novel celebrates the resilience of the individual self and, in her dazzlingly fluid and distinctive voice, she confidently paints a broad canvas across time, generation and class.",444,"1,373",24.1k follower,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Historical Fiction', '20th Century', 'Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Historical Fiction', '20th Century', 'Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Historical Fiction', '20th Century']",555 review,"1,376 (24%)","2,242 (39%)","1,596 (27%)",406 (7%),104 (1%)
The Life and Extraordinary Adventures of Private Ivan Chonkin,Vladimir Voinovich,4.01,"2,496 rating","January 1, 1969","Ivan Chonkin is a simple, bumbling peasant who has been drafted into the Red Army. Shortly before the outbreak of World War II, he is sent to an obscure village with one week's ration of canned meat and orders to guard a downed plane. Apparently forgotten by his unit, Chonkin resumes his life as a peasant and passes the war tending the village postmistress's garden. Just after the German invasion, the secret police discover this mysterious soldier lurking behind the front line. Their pursuit of Chonkin and his determined resistance lead to wild skirmishes and slapstick encounters.",316,74,87 follower,"['Fiction', 'Russia', 'Russian Literature', 'Humor', 'War', 'Literature', 'Historical Fiction', 'Fiction', 'Russia', 'Russian Literature', 'Humor', 'War', 'Literature', 'Historical Fiction', 'Fiction', 'Russia', 'Russian Literature', 'Humor', 'War', 'Literature', 'Historical Fiction']",122 review,926 (37%),908 (36%),480 (19%),132 (5%),50 (2%)
Probability Theory: The Logic of Science,E.T. Jaynes,4.40,621 rating,"April 9, 1999","The standard rules of probability can be interpreted as uniquely valid principles in logic. In this book, E. T. Jaynes dispels the imaginary distinction between 'probability theory' and 'statistical inference', leaving a logical unity and simplicity, which provides greater technical power and flexibility in applications. This book goes beyond the conventional mathematics of probability theory, viewing the subject in a wider context. New results are discussed, along with applications of probability theory to a wide variety of problems in physics, mathematics, economics, chemistry and biology. It contains many exercises and problems, and is suitable for use as a textbook on graduate level courses involving data analysis. The material is aimed at readers who are already familiar with applied mathematics at an advanced undergraduate level or higher. The book will be of interest to scientists working in any area where inference from incomplete information is necessary.",758,4,28 follower,"['Mathematics', 'Science', 'Philosophy', 'Nonfiction', 'Textbooks', 'Reference', 'Technical', 'Mathematics', 'Science', 'Philosophy', 'Nonfiction', 'Textbooks', 'Reference', 'Technical', 'Mathematics', 'Science', 'Philosophy', 'Nonfiction', 'Textbooks', 'Reference', 'Technical']",26 review,371 (59%),157 (25%),69 (11%),17 (2%),7 (1%)
El Hereje,Miguel Delibes,3.93,"3,344 rating","January 1, 1998","Barcelona. 23 cm. 424 p. Encuadernación en tapa dura de editorial con sobrecubierta ilustrada. Delibes, Miguel 1920-2010 .. Este libro es de segunda mano y tiene o puede tener marcas y señales de su anterior propietario. ISBN: 84-226-7623-0",424,156,484 follower,"['Fiction', 'Historical Fiction', 'Spain', 'Spanish Literature', 'Novels', 'Historical', 'Classics']",318 review,"1,018 (30%)","1,383 (41%)",692 (20%),185 (5%),66 (1%)
Two Serious Ladies,Jane Bowles,3.60,"3,758 rating","January 1, 1943","Eccentric, adventurous Christina Goering meets the anxious but equally enterprising Mrs. Copperfield at a party. Two serious ladies who want to live outside of themselves, they go in search of salvation: Mrs. Copperfield visits Panama with her husband, where she finds solace among the women who live and work in its brothels; while Miss Goering becomes involved with various men. At the end the two women meet again, each changed by her experience. Mysterious, profound, anarchic and very funny, 'Two Serious Ladies' is a daring, original work that defies analysis.",234,31,182 follower,"['Fiction', 'Classics', 'Novels', 'Queer', 'LGBT', 'American', 'Womens']",507 review,902 (24%),"1,196 (31%)","1,058 (28%)",448 (11%),154 (4%)
The Proletarian Revolution and the Renegade Kautsky,Vladimir Lenin,4.12,386 rating,"November 1, 1918","Anarchy In Petrograd. The War: 4th Year 1908th. Aided by the garriso'l of Petrograd, the Maximalists under Lenin have deposed the Kerensky Government, and have assumed office. They announce that this was acomplished without bloodshed, that several Ministers have been arrested, and that M. Kerensky is a fugitive. In a proclamation to the Arrny Committees they state that authority of Government has been taken over by the Military Revolutionary Committee until the creation of a Government of Soviets. At the head of their programme is "" the offer of an immzdiate democratic peace."" They charge their adherents in the Army to arrest officers who do not join the movement imme- diately, and not to allow uncertain military detactments to leave the front for Petrograd. There has been fighting in Petrograd for posses- sion of the Winter Palace, the headquarters of the Kerensky Government, in which a cruiser took part. The Palace is now in possession of the Maximalists. Thq Livonza has been crossed, and the enemy are pursuing the Italians towards the line of tlie Piave. Between the two rivers, the Italian report says, brave covering troops succeeded in detaining the enemy's advance. The larger units retired without molestation. Prisoners, says the German report, now number over 250,000, and captured guns to over 2,300. Part of the large increase is from the battles oni tho Tagliamento line. A large Italian force was cut off in the arm of the upper river between Tolmezzo and Gemona. Part of it is still holding out, but 17,000 men have had to surrender. Mr. Lloyd George, M. Painleve, and Signor Orlando, with their advisers, have concluded their conference in Italy. General Maude has fought another brilliant action up the Tigris.","NookFirst published November 1, 1918","1,799","1,364 follower","['Politics', 'Theory', 'History', 'Lenin', 'Philosophy', 'Nonfiction', 'Audiobook']",34 review,183 (47%),109 (28%),65 (16%),15 (3%),14 (3%)
"Mushishi, Vol. 1",Yuki Urushibara,4.29,"7,227 rating","November 22, 2000","THEY HAVE EXISTED SINCE THE DAWN OF TIME.Some live in the deep darkness behind your eyelids. Some eat silence. Some thoughtlessly kill. Some simply drive men mad. Shortly after life emerged from the primordial ooze, these deadly creatures, mushi, came into terrifying being. And they still exist and wreak havoc in the world today. Ginko, a young man with a sardonic smile, has the knowledge and skill to save those plagued by mushi . . . perhaps.",229,54,189 follower,"['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Seinen', 'Supernatural', 'Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Seinen', 'Supernatural', 'Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Seinen', 'Supernatural']",290 review,"3,891 (53%)","2,022 (27%)",959 (13%),241 (3%),114 (1%)
Animals Animals Animals: A Collection of Great Animal Cartoons,George Booth,4.12,17 rating,"January 1, 1981","A retrospective of animal cartoons over the past 75 years, this collection features cartoons by George Price, Peter Arno, Charles Addams, Charles Schulz, James Stevenson, and others",241,63,5 follower,"['Humor', 'Comics', 'Humor', 'Comics', 'Humor', 'Comics', 'Humor', 'Comics', 'Humor', 'Comics']",5 review,9 (52%),3 (17%),3 (17%),2 (11%),0 (0%)
Politics and the English Language,George Orwell,4.30,"7,333 rating","April 1, 1946","'Politics and the English Language' is widely considered Orwell's most important essay on style. Style, for Orwell, was never simply a question of aesthetics; it was always inextricably linked to politics and to truth.'All issues are political issues, and politics itself is a mass of lies, evasions, folly, hatred and schizophrenia.When the general atmosphere is bad, language must suffer.'Language is a political issue, and slovenly use of language and cliches make it easier for those in power to deliberately use misleading language to hide unpleasant political facts. Bad English, he believed, was a vehicle for oppressive ideology, and it is no accident that 'Politics and the English Language' was written after the close of World War II.",24,"1,187",43.8k follower,"['Nonfiction', 'Politics', 'Essays', 'Writing', 'Classics', 'Language', 'Philosophy']",742 review,"3,558 (48%)","2,633 (35%)",938 (12%),158 (2%),46 (<1%)
Supplying War: Logistics from Wallenstein to Patton,Martin van Creveld,3.96,542 rating,"January 1, 1977","Why did Napoleon succeed in 1805 but fail in 1812? Were the railways vital to Prussia's victory over France in 1870? Was the famous Schlieffen Plan militarily sound? Could the European half of World War II have been ended in 1944? These are only a few of the questions that form the subject-matter of this meticulously researched, lively book. Drawing on a very wide range of unpublished and previously unexploited sources, Martin van Creveld examines the 'nuts and bolts' of war: namely, those formidable problems of movement and supply, transportation and administration, so often mentioned - but rarely explored - by the vast majority of books on military history. In doing so he casts his net far and wide, from Gustavus Adolphus to Rommel, from Marlborough to Patton, subjecting the operations of each to a thorough analysis from a fresh and unusual point of view. The result is a fascinating book that has something new to say about virtually every one of the most important campaigns waged in Europe during the last two centuries.","PaperbackFirst published January 1, 1977",64,124 follower,"['History', 'Military History', 'Military Fiction', 'War', 'Nonfiction', 'Economics', 'Academic']",42 review,160 (29%),236 (43%),114 (21%),28 (5%),4 (<1%)
The VBAC Companion: The Expectant Mother's Guide to Vaginal Birth After Cesarean,Diana Korte,3.86,214 rating,"January 1, 1997",The expectant mother's guide to vaginal birth after cesarean.,256,5,5 book,"['Nonfiction', 'Parenting']",33 review,53 (24%),94 (43%),55 (25%),9 (4%),3 (1%)
True Spirituality: How to Live for Jesus Moment by Moment,Francis A. Schaeffer,4.26,"2,300 rating","January 1, 1971","Francis Shaeffer had been serving as a pastor for over a decade when he began to wonder if Christianity really made a difference in people’s lives. True Spirituality , a twentieth-century spiritual classic, outlines the result of his effort to “start at the beginning” and re-examine his faith. The book is a treasure trove of wisdom for Christians trying to discover what true spirituality looks like in everyday life. Includes a foreword by Chuck Colson and an introduction by Dr. Jerram Barrs, director of the Schaeffer Institute.",192,75,712 follower,"['Christian', 'Theology', 'Christianity', 'Christian Living', 'Nonfiction', 'Spirituality', 'Religion']",194 review,"1,127 (49%)",762 (33%),325 (14%),63 (2%),23 (1%)
The Knights of King Midas,Paul Berna,4.83,6 rating,"November 12, 1962",,160,46,10 follower,['Fiction'],2 review,5 (83%),1 (16%),0 (0%),0 (0%),0 (0%)
Dutchman & The Slave,Amiri Baraka,3.78,"2,823 rating","January 1, 1964",""" Dutchman  is designed to shock—its basic idea, its language and its murderous rage."" — New York Times Centered squarely on the Negro-white conflict, both  Dutchman  and  The Slave  are shocking plays—in ideas, in language, in honest anger. They illuminate as with a flash of lightning a deadly serious problem—and they bring an eloquent and exceptionally powerful voice to the American theatre. Dutchman  opened in New York City on March 24, 1964, to perhaps the most excited acclaim ever accorded an off-Broadway production and shortly thereafter received the  Village Voice's  Obie Award.  The Slave,  which was produced off-Broadway the following fall, continues to be the subject of heated critical controversy.",87,144,375 follower,"['Plays', 'Drama', 'Fiction', 'Theatre', 'Classics', 'African American', 'School']",144 review,771 (27%),"1,015 (35%)",748 (26%),229 (8%),60 (2%)
Stranger in the Forest: On Foot Across Borneo,Eric Hansen,4.13,"1,857 rating","January 1, 1988","Outfitted with a pair of ratty sand shoes and a knapsack full of trade goods, Eric Hansen set off to cross the rainforest of Borneo, one of the last places on earth largely untouched by Western civilization. For seven months Hansen hunted wild pig, gathered roots, and lived among tribes whose longhouses were still decorated with the headhunting swords of their ancestors, completing one of the great adventures of our time.",286,49,74 follower,"['Travel', 'Nonfiction', 'Adventure', 'Memoir', 'Asia', 'Nature', 'Anthropology']",153 review,754 (40%),707 (38%),302 (16%),73 (3%),21 (1%)
Skylark,Patricia MacLachlan,3.98,"7,057 rating","January 1, 1994","My mother, Sarah, doesn't love the prairie. She tries, but she can't help remembering what she knew first.Sarah came to the prairie from Maine to marry Papa. But that summer, a drought turned the land dry and brown. Fires swept across the fields and coyotes came to the well in search of water. So Sarah took Anna and Caleb back east, where they would be safe. Papa stayed behind. He would not leave his land.Maine was beautiful, but Anna missed home, and Papa. And as the weeks went by, she began to wonder what would happen if the rains never came. Would she and Caleb and Sarah and Papa ever be a family again?",98,122,746 follower,"['Historical Fiction', 'Fiction', 'Childrens', 'Middle Grade', 'Historical', 'Classics', 'Young Adult']",450 review,"2,402 (34%)","2,592 (36%)","1,693 (23%)",287 (4%),83 (1%)
Love & Sleep,John Crowley,4.04,839 rating,"January 1, 1994","Pierce Moffett stands at a turning point, when the world is changing from what it has been into what it will be. Is it only a moment in the history of his own soul? Or the course of his generation's progress toward maturity?As a child Pierce was no stranger to magic. Transplanted from his native Brooklyn to the Cumberland Mountains of Kentucky, he and his cousins formed a secret club called the Invisible College. Fueled by books, adventures, and the imagination of youth, they scratched the surface of ordinary life and found the hints of something glittering and strange underneath. For most children these revelations fade with the coming of adulthood, but for Pierce the search for the hidden history of the world is just beginning.It is a search that begins with the unfinished manuscript of a writer named Fellowes Kraft and leads to the real-life history of the doomed heretic Giordano Bruno and the Elizabethan metaphysician John Dee. These mysteries reach from past to present, to intertwine themselves with the life of Rosie Rasmussen, who brought Pierce that unfinished manuscript and will be given charge of Pierce's destiny. And as he delves deeper, Pierce begins to apprehend a power beyond reckoning, a knowledge beyond imagining, and a love that can waken sleeping souls.Only rarely does an author emerge with the vision, the voice, and the courage to speculate on the alchemy that transforms the everyday into something transcendent. Crowley opened the gates to this feared and desired land in his magnificent novel AEgypt. Now he leads us far within.",502,119,752 follower,"['Fantasy', 'Fiction', 'Historical Fiction', 'Magical Realism', 'Novels', 'Speculative Fiction', 'Literature']",59 review,296 (35%),342 (40%),146 (17%),45 (5%),10 (1%)
História de dois amores,Carlos Drummond de Andrade,4.03,67 rating,"January 1, 1985","Osbó era um elefante de bem com a vida. Ele estava tão ocupado pensando nas férias que tiraria para descansar de suas obrigações como chefe da manada que nem percebeu uma pulga - aliás, um pulgo - instalada atrás de sua orelha. É assim que começa esta história da amizade entre Pul, o pulgo, e Osbó, o elefante. Juntos, eles viajam, enfrentam guerras, riem e choram - até chegar aquele dia em que a convivência fica complicada. Vaidoso por ser amigo de um bicho importante, Pul passou a distribuir ordens por todos os lados e ser malcriado à toa, inclusive com Osbó. Mas pra tudo existe uma solução. E, em muitos casos, essa solução é aquela coisa que todo mundo sente, que dizem que move até montanhas. Quem adivinha? Aí vai uma dica. O autor deste livro disse, em um de seus poemas, o seguinte: “Que pode uma criatura senão, entre criaturas, amar?”. Um livro escrito e ilustrado por dois dos maiores nomes da literatura brasileira, com um texto inédito de Ziraldo, além de capa e ilustrações fresquinhas.",48,226,421 follower,[],7 review,26 (38%),21 (31%),16 (23%),4 (5%),0 (0%)
