title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
September,Rosamunde Pilcher,4.16,"22,376 rating","January 1, 1990","As spring comes to Scotland and the hills burst into life, a dance is planned for September. The invitations summon home the group of people Violet Aird has cared for most in her long life. The oldest, strongest and wisest of them all, she sees Alexa, her vulnerable granddaughter, find love for the first time, while the decision to send her little grandson away to school is driving parents Edmund and Virginia even further apart. Far from them all is Pandora, the glamorous, exciting girl who ran away twenty years before. All will converge on Scotland this September.",613,"['Fiction', 'Romance', 'Scotland', 'Historical Fiction', 'Chick Lit', 'Contemporary', 'British Literature']","2,575 follower","1,066 review",236,174 (<1%),622 (2%),"3,970 (17%)","8,321 (37%)","9,289 (41%)"
"The Secret Life of Plants: A Fascinating Account of the Physical, Emotional and Spiritual Relations Between Plants and Man",Peter Tompkins,4.00,"2,951 rating","September 1, 1973","Exploring the world of plants and its relation to mankind as revealed by the latest discoveries of scientists, The Secret Life of Plants includes remarkable information about plants as lie detectors and plants as ecological sentinels; it describes their ability to adapt to human wishes, their response to music, their curative powers, and their ability to communicate with man. Authors Peter Tompkins and Christopher Bird suggest that the most far-reaching revolution of the 20th century — one that could save or destroy the planet — may come from the bottom of your garden.""Almost incredible ... bristles with plenty of hard facts and astounding scientific and practical lore."" —S. K. Oberbeck, Newsweek“This fascinating book roams ... over that marvelous no man's land of mystical glimmerings into the nature of science and life itself."" —Henry Mitchell, Washington Post Book World“If I can't ‘get inside a plant’ or ‘feel emanations’ from a plant and don't know anyone else who can. that doesn't detract one whit from the possibility that some people can and do. . . .According to The Secret Life of Plants, plants and men do inter-relate, with plants exhibiting empathetic and spiritual relationships and showing reactions interpreted as demonstrating physical-force connections with men. As my students say, ‘hey, wow!’""—Richard M. Klein, Professor of Botany, University of Vermont (in Smithsonian)",402,"['Nonfiction', 'Science', 'Nature', 'Plants', 'Spirituality', 'Gardening', 'Biology', 'Nonfiction', 'Science', 'Nature', 'Plants', 'Spirituality', 'Gardening', 'Biology', 'Nonfiction', 'Science', 'Nature', 'Plants', 'Spirituality', 'Gardening', 'Biology']",79 follower,307 review,49,128 (4%),165 (5%),523 (17%),895 (30%),"1,240 (42%)"
A Princess in Berlin,Arthur R.G. Solmssen,3.94,667 rating,"January 1, 1980","When American soldier Peter Ellis returns to Berlin in 1922 to study painting, he experiences all the opulent decadence of an upper-class romance and the lurid bohemian lifestyle of Berlin's art world",374,"['Fiction', 'Historical Fiction', 'Romance', 'Germany', 'Politics', 'Historical', 'The United States Of America']",5 follower,45 review,12,11 (1%),29 (4%),146 (21%),282 (42%),199 (29%)
The Return of Moriarty,John  Gardner,3.86,964 rating,"January 28, 1974","It is the turn of the century and, far from perishing during the struggle with Sherlock Holmes at the Reichenbach Falls, Professor James Moriarty is alive and well and about to realize his plans to establish crime syndicates in the major cities of the United States. But suddenly he is called back to London, where his vast criminal society has been overrun by a rival concern led by the shadowy Sir Jordan Jack Idell - or Idle Jack - a supposed gentleman hoodlum acting on behalf of criminal elements in France, Italy, Spain, and Germany.As Moriarty fights back - against both the unruly crime families and the forces of law and order - readers are thrown in among the lurkers, punishers, dippers, cracksmen, and other specialized criminals of the period, as well as the professor's elite guard.Moriarty lives again and revolts against those who attempt to oust him from his rightful place as king of all criminal endeavors.",304,"['Mystery', 'Fiction', 'Historical Fiction', 'Crime', 'Thriller', 'Historical Mystery', 'Audiobook']",154 follower,78 review,134,31 (3%),71 (7%),222 (23%),322 (33%),318 (32%)
Houtekiet,Gerard Walschap,3.38,747 rating,"January 1, 1939","Houtekiet is een roman van Gerard Walschap uit 1939.Jan Houtekiet is een zwerver die op de heide leeft. Hij bouwt er een huisje voor de boerendochter Lien, die hij zwanger gemaakt heeft. Als ook anderen zich daar vestigen, groeit een nieuw dorp, Deps genaamd, dat de regels van de buitenwereld naast zich neerlegt.n.",268,"['Fiction', 'School', '20th Century', 'Classics', 'Novels', 'Dutch Literature']",12 follower,27 review,79,23 (3%),98 (13%),297 (39%),232 (31%),97 (12%)
Robohnya Surau Kami,A.A. Navis,4.01,"3,207 rating","January 1, 1956","Dalam cerpen ""Robohnya Surau Kami"", berdialoglah Tuhan dengan Haji Saleh, seorang warga negara Indonesia yang selama hidupnya hanya beribadah dan beribadah…""kenapa engkau biarkan dirimu melarat, hingga anak cucumu teraniaya semua. Sedang harta bendamu kau biarkan orang lain yang mengambilnya untuk anak cucu mereka. Dan engkau lebih suka berkelahi antara kamu sendiri, saling menipu, saling memeras. Aku beri kau negeri yang kaya raya, tapi kau malas. Kau lebih suka beribadat saja, karena beribadat tidak mengeluarkan peluh, tidak membanting tulang. Sedang aku menyuruh engkau semuanya beramal di samping beribadat. Bagaimana engkau bisa beramal kalau engkau miskin. Engkau kira aku ini suka pujian, mabuk disembah saja, hingga kerjamu lain tidak memuji-muji dan menyembahku saja.Tidak..."" Semua jadi pucat pasi tak berani berkata apa - apa lagi. Tahulah mereka sekarang apa jalan yang diridai Allah di dunia.",147,"['Indonesian Literature', 'Fiction', 'Short Stories', 'Novels', 'Literature', 'Classics', 'Drama']",81 follower,287 review,29,48 (1%),124 (3%),704 (21%),"1,199 (37%)","1,132 (35%)"
Jade Island,Elizabeth Lowell,4.09,"4,759 rating","September 1, 1998","Wild and restless, Kyle Donovan has freed himself from the constraints of his family's high-powered gem-trading empire to rove the world as a treasure hunter. Now the president of Donovan International has given Kyle an assignment with explosive ramifications. A casehe must take.When one of China's legendary cultural treasures isstolen, Lianne Blakely, a mysterious and beautiful jade expert, is accused of the theft. Its Kyle's job to get to the bottom of what could be a potential disaster for the Donovans as well as Lianne.But Kyle finds himself irresistibly drawn to the exotic beauty and captivated by her fierce claim of innocence. Soon they are in dangerous pursuit of the real thief, drawn deeper into the perils of spiraling power plays, and linked by a passion as powerful as the lore of the ancient culture and as enduring as the splendor of the treasured jade.""The Donovan family saga continues in spectacular fashion with Jade Island. Clear your calendar, you will want time to savor every word.""",372,"['Romance', 'Romantic Suspense', 'Mystery', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Suspense']","1,823 follower",119 review,203,27 (<1%),150 (3%),979 (20%),"1,815 (38%)","1,788 (37%)"
Five on Kirrin Island Again,Enid Blyton,4.04,"14,312 rating","January 1, 1947",What can Uncle Quentin be up to - all alone - on Kirrin Island. He won't let anyone visit - not even George and the rest of the Famous Five. But Quentin isn't really all alone on the island - somebody is watching his every move!,248,"['Childrens', 'Fiction', 'Adventure', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult']","5,786 follower",316 review,"5,916",108 (<1%),520 (3%),"3,378 (23%)","4,973 (34%)","5,333 (37%)"
Birds of America: Stories,Lorrie Moore,4.10,"15,658 rating","January 1, 1998","A long-awaited collection of stories--twelve in all--by one of the most exciting writers at work today, the acclaimed author of Who Will Run the Frog Hospital? and Self-Help. Stories remarkable in their range, emotional force, and dark laughter, and in the sheer beauty and power of their language.From the opening story, ""Willing"", about a second-rate movie actress in her thirties who has moved back to Chicago, where she makes a seedy motel room her home and becomes involved with a mechanic who has not the least idea of who she is as a human being, Birds of America unfolds a startlingly brilliant series of portraits of the unhinged, the lost, the unsettled of our America. In the story ""Which Is More Than I Can Say About Some People"" (""There is nothing as complex in the world--no flower or stone--as a single hello from a human being""), a woman newly separated from her husband is on a long-planned trip through Ireland with her mother. When they set out on an expedition to kiss the Blarney Stone, the image of wisdom and success that her mother has always put forth slips away to reveal the panicky woman she really is. In ""Charades,"" a family game at Christmas is transformed into a hilarious and insightful (and fundamentally upsetting) revelation of crumbling family ties. In ""Community Life,""a shy, almost reclusive, librarian, Transylvania-born and Vermont-bred, moves in with her boyfriend, the local anarchist in a small university town, and all hell breaks loose. And in ""Four Calling Birds, Three French Hens,"" a woman who goes through the stages of grief as she mourns the death of her cat (Anger, Denial, Bargaining, Haagen Dazs, Rage) is seen by her friends as really mourning other issues: the impending death of her parents, the son she never had, Bosnia.In what may be her most stunning book yet, Lorrie Moore explores the personal and the universal, the idiosyncratic and the mundane, with all the wit, brio, and verve that have made her one of the best storytellers of our time.Willing --Which is more than I can say about some people --Dance in America --Community life --Agnes of Iowa --Charades --Four calling birds, three French hens --Beautiful grade --What you want to do fine --Real estate --People like that are the only people here --Terrific mother",308,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'American', 'Literature', 'The United States Of America']","2,292 follower","1,378 review",78,210 (1%),690 (4%),"2,653 (16%)","5,882 (37%)","6,223 (39%)"
Only You Can Save Mankind,Terry Pratchett,3.73,"13,089 rating","January 1, 1992","It's just a game . . . isn't it?The alien spaceship is in his sights. His finger is on the Fire button. Johnny Maxwell is about to set the new high score on the computer game Only You Can Save Mankind.Suddenly, a message appears:We wish to talk. We surrender.But the aliens aren't supposed to surrender—they're supposed to die!",210,"['Fantasy', 'Science Fiction', 'Fiction', 'Young Adult', 'Humor', 'Childrens', 'Comedy']",42.5k follower,594 review,489,139 (1%),958 (7%),"4,244 (32%)","4,680 (35%)","3,068 (23%)"
The Bachman Books,Richard Bachman,4.14,"72,462 rating","January 1, 1986","Four novels from the inimitable - and unmistakable - master of terror and suspense... RAGEA high school show-and-tell session explodes into a nightmare of evil. A story of stunning psychological horror about a group of nice, ordinary kids who learn savage secrets of lust and violence...THE LONG WALKOnly death can keep you from the finish line--in the ultimate competition of the all-too-near future. A chilling glimpse into a future America where a macabre marathon is a contest with death...ROADWORKWhat happens when one good-and-angry man fights back is murder--and then some. An eerie variation on the theme of ""Home Sweet Home""...THE RUNNING MANIn the year 2025, the best men don't run for president, they run for their lives. A nightmare version of a ghoulish game show where you bet your life - literally",704,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Science Fiction', 'Fantasy', 'Suspense', 'Horror', 'Fiction', 'Short Stories', 'Thriller', 'Science Fiction', 'Fantasy', 'Suspense', 'Horror', 'Fiction', 'Short Stories', 'Thriller', 'Science Fiction', 'Fantasy', 'Suspense']","4,001 follower","1,053 review",52,780 (1%),"2,144 (2%)","13,196 (18%)","26,228 (36%)","30,114 (41%)"
The Conspiracy,K.A. Applegate,3.86,"2,993 rating","July 1, 1999","Jake's great-grandfather has died. It blows the family away—especially Jake's mom. So Jake's parents decide they should all travel to the great-grandfather's home to help with any arrangements. In another state. For three or four days.This is a very big problem for Jake's brother, Tom. He can't be away from the Yeerk pool for that long. So Tom refuses to go—and his father insists. But Tom's Yeerk will do anything to survive. Including making his father less of a problem.Now Jake, the other Animorphs, and Ax have to find a way to protect his father without Tom discovering their secret. And without having to choose between his father's life. . . and Tom's.",139,"['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Middle Grade', 'Aliens']",361 follower,137 review,254,33 (1%),178 (5%),861 (28%),"1,021 (34%)",900 (30%)
You Belong To Me,Mary Higgins Clark,3.90,"27,882 rating","April 21, 1998","A killer who targets lonely women on cruise ships is at the center of Mary Higgins Clark's newest thriller ""You Belong to Me,"" a masterful combination of page-turning suspense and classic mystery.When Dr. Susan Chandler decides to use her daily radio talk show to explore the phenomenon of women who disappear and are later found to have become victims of killers who prey on the lonely and insecure, she has no idea that she is exposing herself -- and those closest to her -- to the very terror that she hopes to warn others against.Susan sets out to determine who is responsible for an attempt on the life of a woman who called in to the show offering information on the mysterious disappearance from a cruise ship, years before, of Regina Clausen, a wealthy investment advisor. Soon Susan finds herself in a race against time, for not only does the killer stalk these lonely women, but he seems intent on eliminating anyone who can possibly further Susan's investigation.As her search intensifies, Susan finds herself confronted with the realization that one of the men who have become important figures in her life might actually be the killer. And as she gets closer to uncovering his identity, she realizes almost too late that the hunter has become the hunted, and that she herself is marked for murder.In its review of her previous novel ""Pretend You Don't See Her,"" the ""Detroit News"" said of Mary Higgins Clark, ""What's amazing...is how expertly [she] manages to keep us hooked time after time, and even better, create new plots, each as fresh as a mountain stream.""""You Belong to Me"" is Mary Higgins Clark at her thrilling best.",373,"['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Mystery Thriller', 'Crime', 'Adult']",12.3k follower,759 review,562,274 (<1%),"1,234 (4%)","7,665 (27%)","10,412 (37%)","8,297 (29%)"
"A Dance to the Music of Time, Complete Set: 1st Movement, 2nd Movement, 3rd Movement, 4th Movement",Anthony Powell,4.41,150 rating,"January 1, 1975","Anthony Powell's universally acclaimed epic encompasses a four-volume panorama of twentieth century London. Hailed by Time as ""brilliant literary comedy as well as a brilliant sketch of the times,"" A Dance to the Music of Time opens just after World War I. Amid the fever of the 1920s and the first chill of the 1930s, Nick Jenkins and his friends confront sex, society, business, and art. In the second volume they move to London in a whirl of marriage and adulteries, fashions and frivolities, personal triumphs and failures. These books ""provide an unsurpassed picture, at once gay and melancholy, of social and artistic life in Britain between the wars"" (Arthur Schlesinger, Jr.). The third volume follows Nick into army life and evokes London during the blitz. In the climactic final volume, England has won the war and must now count the losses. Four very different young men on the threshold of manhood dominate this opening volume of A Dance to the Music of Time. The narrator, Jenkins—a budding writer—shares a room with Templer, already a passionate womanizer, and Stringham, aristocratic and reckless. Widermerpool, as hopelessly awkward as he is intensely ambitious, lurks on the periphery of their world. Amid the fever of the 1920s and the first chill of the 1930s, these four gain their initiations into sex, society, business, and art. Considered a masterpiece of modern fiction, Powell's epic creates a rich panorama of life in England between the wars. Includes these novels: A Question of Upbringing A Buyer's Market  The Acceptance World ""Anthony Powell is the best living English novelist by far. Hisadmirers are addicts, let us face it, held in thrall by a magician.""—Chicago Tribune ""A book which creates a world and explores it in depth, which ponders changing relationships and values, which creates brilliantly living and diverse characters and then watches them grow and change in their milieu. . . . Powell's world is as large and as complex as Proust's.""—Elizabeth Janeway, New York Times ""One of the most important works of fiction since the Second World War. . . . The novel looked, as it began, something like a comedy of manners; then, for a while, like a tragedy of manners; now like a vastly entertaining, deeply melancholy, yet somehow courageous statement about human experience.""—Naomi Bliven, New Yorker",2940,"['Classics', 'Historical Fiction', 'Fiction', 'Humor', 'Comedy', 'Novels', '20th Century']",303 follower,21 review,102,0 (0%),4 (2%),17 (11%),42 (28%),87 (57%)
Time Stops at Shamli and Other Stories,Ruskin Bond,4.15,"2,117 rating","January 1, 1989","This volume brings together the best of Ruskin Bond's prose and poetry. For over four decades, by way of innumerable novels, essays, short stories and poems, the author has mapped out and peopled a unique literary landscape. This anthology has selections from all of his major books and includes the classic novella Delhi Is Not Far.",184,"['Short Stories', 'Fiction', 'Indian Literature', 'India', 'Short Story Collection', 'Contemporary']","3,225 follower",136 review,653,24 (1%),51 (2%),350 (16%),854 (40%),838 (39%)
Sing the Four Quarters,Tanya Huff,3.87,"5,509 rating","December 1, 1994","To call the kigh was the height of bard's magic. Only those born with the gift could learn to Sing these spirits of earth, air, fire and water into doing their bidding, and even someone as gifted as the Princess Annice must spend years studying at the Bardic Hall to truly master the Art. And for Annice, one of those rare talents able to Sing the elemental spirits from each of the four quarters, the call of magic was too strong to be denied, even if it meant renouncing her royal blood and privileges.But Annice might have made a different choice if she could have foreseen that ten years after she'd transferred her life and loyalties from the Royal Palace to the Bardic Hall, she'd find herself fleeing from the King's Guards. For Annice was twice guilty of treason, first for imperiling the order of succession by becoming pregnant, and second for aiding the father of her unborn child, the Duc of Ohrid, to escape the palace dungeons and the sentence of death hanging over his head.Now the fugitives' only hope lay in tracking down and bringing to justice the enemy who'd masterminded the Duc's downfall, a dangerous foe who had found a way to tie lies and truths together into a knot even the most powerful of Bardic spells could not unravel...",410,"['Fantasy', 'Fiction', 'LGBT', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Queer']","2,332 follower",188 review,164,73 (1%),327 (5%),"1,472 (26%)","2,033 (36%)","1,604 (29%)"
Gantenbein,Max Frisch,4.02,"2,482 rating","January 1, 1964","A stranger walks out of a bar and is later found dead at the wheel of his car. The narrator creates the story of this man -- or, rather, two stories, based on the two personae that he has imagined. One of these is named Enderlin; the other, Gantenbein.Originally published as A Wilderness of Mirrors.",304,"['Fiction', 'German Literature', 'Classics', 'Literature', 'Novels', 'Roman', '20th Century']",707 follower,115 review,238,43 (1%),143 (5%),483 (19%),853 (34%),960 (38%)
High Citadel,Desmond Bagley,3.89,959 rating,"January 1, 1965","A group of adventurers set sail to track down the treasure and smuggle it out, encountering many enemies along the route, including murderous ex-partisans, ruthless beauties and menacing smugglers, all of whom will stop at nothing for a chance to hijack the fortune.",296,"['Thriller', 'Fiction', 'Adventure', 'Action', 'Mystery', 'Suspense', 'Espionage']",148 follower,49 review,117,5 (<1%),34 (3%),281 (29%),377 (39%),262 (27%)
Last Days of Summer,Steve Kluger,4.38,"5,038 rating","June 1, 1998","May 15, 1940Charlie BanksNew York GiantsPolo Grounds, New YorkDear Mr. Banks:I am a 12-year-old boy and I am dying from malaria. Please hit a home run for me because I don′t think I will be around much longer.Your friend,Joey MargolisDear Kid:Last week it was the plague. Now it′s malaria. What do I look - stupid to you? You′re lucky I don′t send somebody over there to tap you on the conk. I am enclosing 1 last picture. Do not write to me again.Chase. Banks3d BaseDear Charlie:Nobody asked for your damn picture. I never even heard of you before. And you can forget about the home run too. The only reason I needed one was because the bullies who keep beating me up somehow thought you were my best friend and the homer was supposed to keep them from slugging me anymore. Thanks for nothing.Can I go on a road trip with you?Your arch enemy,Joey NargolisDear Joey:""Somehow"" they thought I was your best friend? Where did they hear that from? A Nazi spy? J. Herbert Hoover? Franklin Delano Biscuithead? And didn′t I tell you not to write to me anymore? Go bug DiMaggio.CharlieP.S. And just because there′s a spot open for a bat boy this summer doesn′t mean your going to get it. Even if we ARE chips off the same block. May 15, 1940",353,"['Fiction', 'Historical Fiction', 'Sports', 'Baseball', 'Young Adult', 'Humor', 'Historical']",329 follower,892 review,8,66 (1%),110 (2%),559 (11%),"1,400 (27%)","2,903 (57%)"
