title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Golden Sword,Janet E. Morris,4.07,128 rating,"January 1, 1977",She had the power to create planets. The sixty carved bones of the Yris-tera foretold her ancient fate.  Her heritage of power took her beyond time and space and stole from her the one man she loved. Enslaved on the planet Silistra tomorrow's most beautiful courtesan unleashes the powers of the gods. ,420,97,340 follower,"['Fantasy', 'Science Fiction', 'Dystopia', 'Fiction', 'Science Fiction Fantasy', 'Heroic Fantasy', 'Dark Fantasy']",13 review,66 (51%),24 (18%),24 (18%),9 (7%),5 (3%)
Edwin Mullhouse: The Life and Death of an American Writer 1943-1954 by Jeffrey Cartwright,Steven Millhauser,4.05,901 rating,"January 1, 1972","A parody of a literary biography starring a 10-year-old novelist who is mysteriously dead at 11—from the Pulitzer Prize-winning author of Martin Dressler.As a memorial, Edwin Mullhouse's best friend, Jeffrey Cartwright, decides that the life of this great American writer must be told. He follows Edwin's development from his preverbal first noises through his love for comic books to the fulfillment of his literary genius in the remarkable novel, Cartoons.",305,66,431 follower,"['Fiction', 'Novels', 'American', 'Literature', 'Literary Fiction', 'Humor', 'Contemporary']",96 review,378 (41%),286 (31%),162 (17%),57 (6%),18 (1%)
The Collected Poems,Langston Hughes,4.36,"17,720 rating","November 1, 1994","Spanning five decades and comprising 868 poems (nearly 300 of which have never before appeared in book form), this magnificent volume is the definitive sampling of a writer who has been called the poet laureate of African America--and perhaps our greatest popular poet since Walt Whitman.  Here, for the first time, are all the poems that Langston Hughes published during his lifetime, arranged in the general order in which he wrote them and annotated by Arnold Rampersad and David Roessel.Alongside such famous works as ""The Negro Speaks of Rivers"" and Montage of a Dream Deferred, The Collected Poems includes the author's lesser-known verse for children; topical poems distributed through the Associated Negro Press; and poems such as ""Goodbye Christ"" that were once suppressed.  Lyrical and pungent, passionate and polemical, the result is a treasure of a book, the essential collection of a poet whose words have entered our common language.",736,552,"1,948 follower","['Poetry', 'Classics', 'African American', 'Fiction', 'Race', 'Literature', 'African American Literature', 'Poetry', 'Classics', 'African American', 'Fiction', 'Race', 'Literature', 'African American Literature', 'Poetry', 'Classics', 'African American', 'Fiction', 'Race', 'Literature', 'African American Literature']",305 review,"9,501 (53%)","5,591 (31%)","2,177 (12%)",320 (1%),131 (<1%)
Dream Dancer,Janet E. Morris,3.94,237 rating,"January 1, 1980","The universe called. She answered. Everything you've seen or read till now took you only to the brink . . .Neither pure fantasy, nor straight science fiction, nor earthbound dynastic saga, Dream Dancer is a stunning amalgam of all three. It is a family saga with the epic appeal of Dune and the action and excitement of Star Wars. It is a saga of love, power and treachery that will appeal to men and women equally; full of action, compulsively readable and quite unlike anything being published in the realms of fantasy today.The heroine, Shebat, is a remarkable girl from Earth. She is brought to the vast empire of the Kerrion family by a renegade son; named as its future ruler on a whim of his autocratic father; abducted to the slums where the Kerrions' slaves drug themselves with powerful mystical sorcery; and finally rescued to take part in a great rebellion. She falls in love with one brother but marries another and becomes more Kerrion than some born to the name. A magical seductress of men, passionate in her lust for power, Shebat moves among those who control the destinies of millions, for whom treachery and betrayal are as easy as murder. Set in the timeless future on a primitive, savage Earth and on the sophisticated habitats of deep space, Dream Dancer is the first volume of a three-part saga. ""Not since Dune have we witnessed a power struggle of such awesome intensity. Dream, Dancer may well be the I, Claudius of fantasy novels. A literary feast!"" -- Eric Van Lustbader, author of The Ninja.""Dream Dancer is a fascinating and lyrical story, told with great invention"" -- Peter Straub, author of Ghost Story.""The pacing is brisk; fascinating concepts abound."" -- Booklist",424,97,340 follower,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space Opera']",23 review,87 (36%),75 (31%),55 (23%),14 (5%),6 (2%)
"The Nature and Destiny of Man, Vol 1",Reinhold Niebuhr,4.17,121 rating,"January 1, 1940",Has some pnecil and ink underlines in about three chapters in the middle of the book. covers sshow wear. A used looking paperback in tight condition should last 50 more years.,305,133,227 follower,"['Philosophy', 'Theology', 'Religion', 'Nonfiction', 'Christianity']",14 review,51 (42%),45 (37%),20 (16%),4 (3%),1 (<1%)
Sabbath's Theater,Philip Roth,3.88,"11,002 rating","January 1, 1995","Winner of the National Book Award for FictionSabbath's Theater is a comic creation of epic proportions, and Mickey Sabbath is its gargantuan hero. At sixty-four Sabbath is still defiantly antagonistic and exceedingly libidinous; sex is an obsession and a principle, an instrument of perpetual misrule in his daily existence. But after the death of his long-time mistress - an erotic free spirit whose great taste for the impermissible matches his own - Sabbath embarks on a turbulent journey into his past. Bereft and grieving, tormented by the ghosts of those who loved and hated him, he contrives a succession of farcical disasters that take him to the brink of madness and extinction.",451,260,"6,690 follower","['Fiction', 'American', 'Novels', 'Literature', 'Literary Fiction', 'The United States Of America', 'Classics']",918 review,"3,786 (34%)","3,744 (34%)","2,214 (20%)",838 (7%),420 (3%)
Death in the Andes,Mario Vargas Llosa,3.71,"8,133 rating","January 1, 1993","In an isolated community in the Peruvian Andes, a series of mysterious disappearances has occurred. Army corporal Lituma and his deputy Tomás believe the Shining Path guerrillas are responsible, but the townspeople have their own ideas about the forces that claimed the bodies of the missing men. This riveting novel is filled with unforgettable characters, among them disenfranchised Indians, eccentric local folk, and a couple performing strange cannibalistic sacrifices. As the investigation moves forward, Tomás entertains Lituma with the surreal tale of a precarious love affair.Death in the Andes is both a fascinating detective novel and an insightful political allegory. Mario Vargas Llosa offers a panoramic view of Peruvian society, from the recent social upheaval to the cultural influences in its past.",322,473,"8,163 follower","['Fiction', 'Latin American', 'Novels', 'Spanish Literature', 'Historical Fiction', 'Literature', 'Mystery']",794 review,"1,612 (19%)","3,342 (41%)","2,482 (30%)",573 (7%),124 (1%)
Wind from the Abyss,Janet E. Morris,4.01,121 rating,"March 15, 1983","She was descended from the masters of the universe. To hold her he challenged the gods...Epic fantasy, social science fiction, allegorical fiction, anthropological fiction, post-apocalyptic fictionWind from the Abyss is the third volume in Janet Morris' classic Silistra Quartet, continuing one woman's quest for self-realization in a distant tomorrow.Aristocrat. Outcast. Picara. Slave. Ruler ....She is descended from the masters of the universe. To hold her he challenges the gods themselves.This Perseid Press Author's Cut Edition is revised and expanded by the author and presented in a format designed to enhance your reading experience with covers designed for these premium editions.Wind from the Abyss begins with this note from Estri. . .Author's NoteSince, at the beginning of this tale, I did not recollect myself nor retain even the slightest glimmer of such understanding as would have led me to an awareness of the significance of the various occurrences that transpired at the Lake of Horns then, I am adding this preface, though it was no part of my initial conception, that the meaningfulness of the events described by ""Khys' Estri"" (as I have come to think of the shadow-self I was while the dharen held my skills and memory in abeyance) not be withheld from you as they were from me.I knew myself not: I was Estri because the girl Carth supposedly found wandering in the forest stripped of comprehension and identity chose that name. There, perhaps, lies the greatest irony of all, that I named myself anew after Estri Hadrath diet Estrazi, who in reality I had once been. And perhaps it is not irony at all, but an expression of Khys' humor, an implicit dissertation by him who structured my experiences, my very thoughts, for nearly two years, until his audacity drove him to bring together once more Sereth crill Tyris, past-Slayer, then the outlawed Ebvrasea, then arrar to the dharen himself; Chayin rendi Inekte, cahndor of Nemar, co-cahndor of the Taken Lands, chosen so of Tar-Kesa, and at that time Khys' puppet-vassal; and myself, former Well-Keepress, tiask of Nemar, and lastly becoming the chaldless outlaw who had come to judgment and endured ongoing retribution at the dharen's hands. To test his hesting, his power over owkahen, the time-coming-to-be, did Khys put us together, all three, in his Day-Keeper's city -- and from that moment onward, the Weathers of Life became fixed: siphoned into a singular future; sealed tight as a dead god in his mausoleum, whose every move brought him closer to the sum total, obliteration. So did the dharen Khys bespeak it, himself. . . .",309,97,340 follower,"['Fantasy', 'Science Fiction', 'Dystopia', 'Fiction']",10 review,58 (47%),27 (22%),21 (17%),9 (7%),6 (4%)
The Cross and the Switchblade,David Wilkerson,4.25,"56,899 rating","January 1, 1963",A young preacher from the Pennsylvania hills comes to New York City and influences troubled teenagers with his inspirational message.,176,229,237 follower,"['Christian', 'Nonfiction', 'Biography', 'Religion', 'Christianity', 'Memoir', 'Faith', 'Christian', 'Nonfiction', 'Biography', 'Religion', 'Christianity', 'Memoir', 'Faith', 'Christian', 'Nonfiction', 'Biography', 'Religion', 'Christianity', 'Memoir', 'Faith', 'Christian', 'Nonfiction', 'Biography', 'Religion', 'Christianity', 'Memoir', 'Faith', 'Christian', 'Nonfiction', 'Biography', 'Religion', 'Christianity', 'Memoir', 'Faith']",935 review,"29,222 (51%)","16,416 (28%)","8,490 (14%)","1,917 (3%)",854 (1%)
Excellent Women,Barbara Pym,3.92,"17,396 rating","January 1, 1952","Excellent Women is one of Barbara Pym's richest and most amusing high comedies. Mildred Lathbury is a clergyman's daughter and a mild-mannered spinster in 1950s England. She is one of those ""excellent women,"" the smart, supportive, repressed women who men take for granted. As Mildred gets embroiled in the lives of her new neighbors--anthropologist Helena Napier and her handsome, dashing husband, Rocky, and Julian Malory, the vicar next door--the novel presents a series of snapshots of human life as actually, and pluckily, lived in a vanishing world of manners and repressed desires.",231,35,852 follower,"['Fiction', 'Classics', 'Humor', 'British Literature', 'Historical Fiction', '20th Century', 'Novels']","2,484 review","4,916 (28%)","7,388 (42%)","4,023 (23%)",870 (5%),199 (1%)
Parable of the Talents,Octavia E. Butler,4.31,"58,104 rating","January 1, 1998","This Nebula Award-winning sequel to Parable of the Sower continues the story of Lauren Olamina in socially and economically depressed California in the 2030s. Convinced that her community should colonize the stars, Lauren and her followers make preparations. But the collapse of society and rise of fanatics result in Lauren's followers being enslaved, and her daughter stolen from her. Now, Lauren must fight back to save the new world order.",448,95,17.4k follower,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Speculative Fiction', 'Post Apocalyptic', 'Science Fiction Fantasy']","5,415 review","28,234 (48%)","21,262 (36%)","7,151 (12%)","1,175 (2%)",282 (<1%)
The Sweet Hereafter,Russell Banks,3.86,"9,562 rating","January 1, 1991",A small town's response to the inexplicable loss of its children in a school bus accident.,416,103,911 follower,"['Fiction', 'Novels', 'Contemporary', 'Literary Fiction', 'Literature', 'Adult', 'Adult Fiction']",778 review,"2,387 (24%)","4,230 (44%)","2,325 (24%)",481 (5%),139 (1%)
The C Programming Language,Brian W. Kernighan,4.44,"10,700 rating","January 1, 1978","This book is meant to help the reader learn how to program in C. It is the definitive reference guide, now in a second edition. Although the first edition was written in 1978, it continues to be a worldwide best-seller. This second edition brings the classic original up to date to include the ANSI standard.  From the Preface:  We have tried to retain the brevity of the first edition. C is not a big language, and it is not well served by a big book. We have improved the exposition of critical features, such as pointers, that are central to C programming. We have refined the original examples, and have added new examples in several chapters. For instance, the treatment of complicated declarations is augmented by programs that convert declarations into words and vice versa. As before, all examples have been tested directly from the text, which is in machine-readable form.   As we said in the first preface to the first edition, C ""wears well as one's experience with it grows."" With a decade more experience, we still feel that way. We hope that this book will help you to learn C and use it well.",272,31,281 follower,"['Programming', 'Computer Science', 'Nonfiction', 'Reference', 'Technology', 'Technical', 'Computers', 'Programming', 'Computer Science', 'Nonfiction', 'Reference', 'Technology', 'Technical', 'Computers', 'Programming', 'Computer Science', 'Nonfiction', 'Reference', 'Technology', 'Technical', 'Computers']",510 review,"6,395 (59%)","2,954 (27%)","1,057 (9%)",206 (1%),88 (<1%)
The Broom of the System,David Foster Wallace,3.84,"22,608 rating","January 6, 1987","Published when Wallace was just twenty-four years old, The Broom of the System stunned critics and marked the emergence of an extraordinary new talent. At the center of this outlandishly funny, fiercely intelligent novel is the bewitching heroine, Lenore Stonecipher Beadsman. The year is 1990 and the place is a slightly altered Cleveland, Ohio. Lenore’s great-grandmother has disappeared with twenty-five other inmates of the Shaker Heights Nursing Home. Her beau, and boss, Rick Vigorous, is insanely jealous, and her cockatiel, Vlad the Impaler, has suddenly started spouting a mixture of psycho-babble, Auden, and the King James Bible. Ingenious and entertaining, this debut from one of the most innovative writers of his generation brilliantly explores the paradoxes of language, storytelling, and reality.",467,142,11.7k follower,"['Fiction', 'Novels', 'Literature', 'Contemporary', 'Literary Fiction', 'American', 'Philosophy']","1,871 review","5,984 (26%)","9,351 (41%)","5,423 (23%)","1,465 (6%)",385 (1%)
"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,3.87,"9,867 rating","April 18, 1996","The creator of Dilbert, the fastest-growing comic strip in the nation (syndicated in nearly 1000 newspapers), takes a look at corporate America in all its glorious lunacy. Lavishly illustrated with Dilbert strips, these hilarious essays on incompetent bosses, management fads, bewildering technological changes and so much more, will make anyone who has ever worked in an office laugh out loud in recognition. The Dilbert Principle: The most ineffective workers will be systematically moved to the place where they can do the least damage -- management.Since 1989, Scott Adams has been illustrating this principle each day, lampooning the corporate world through Dilbert, his enormously popular comic strip. In Dilbert, the potato-shaped, abuse-absorbing hero of the strip, Adams has given voice to the millions of Americans buffeted by the many adversities of the workplace.Now he takes the next step, attacking corporate culture head-on in this lighthearted series of essays. Packed with more than 100 hilarious cartoons, these 25 chapters explore the zeitgeist of ever-changing management trends, overbearing egos, management incompetence, bottomless bureaucracies, petrifying performance reviews, three-hour meetings, the confusion of the information superhighway and more. With sharp eyes, and an even sharper wit, Adams exposes -- and skewers -- the bizarre absurdities of everyday corporate life. Readers will be convinced that he must be spying on their bosses, The Dilbert Principle rings so true!",336,246,"1,204 follower","['Humor', 'Business', 'Nonfiction', 'Comics', 'Comedy', 'Management', 'Leadership']",420 review,"2,998 (30%)","3,764 (38%)","2,207 (22%)",607 (6%),291 (2%)
"Collected Poems, 1909-1962",T.S. Eliot,4.29,"21,010 rating","January 1, 1963","There is no more authoritative collection of the poetry that T.S. Eliot himself wished to preserve than this volume, published two years before his death in 1965.Poet, dramatist, critic, and editor, T. S. Eliot was one of the defining figures of twentieth-century poetry. This edition of Collected Poems 1909-1962 includes his verse from Prufrock and Other Observations (1917) to Four Quartets (1943), and includes such literary landmarks as 'The Waste Land' and 'Old Possum's Book of Practical Cats'.",240,"1,112","5,041 follower","['Poetry', 'Classics', 'Literature', 'Fiction', 'American', '20th Century', 'British Literature']",348 review,"10,898 (51%)","6,397 (30%)","2,913 (13%)",591 (2%),211 (1%)
"Forever, Erma: Best-Loved Writing from America's Favorite Humorist",Erma Bombeck,4.30,"2,152 rating","January 1, 1996","Forever, Erma gives readers around the world a classic way to hold on to this most gifted writer and her cherished columns.In the pages of this book readers can delight again in their favorite selections. Here is Erma's first column, ""Children Cornering the Coin Market,"" which ran in January 1965, as well as her last one, ""Let's Face It,"" from April 1996. I88 other columns are also collected here, on her favorite subjects, organized by topic.",288,98,493 follower,"['Humor', 'Nonfiction', 'Essays', 'Memoir', 'Biography', 'Comedy', 'Parenting']",217 review,"1,096 (50%)",682 (31%),308 (14%),51 (2%),15 (<1%)
The Looking Glass War,John le Carré,3.74,"15,519 rating","January 1, 1965","John le Carré's classic novels deftly navigate readers through the intricate shadow worlds of international espionage with unsurpassed skill and knowledge, and have earned him unprecedented worldwide acclaim. THE LOOKING GLASS WAR Once upon a time the distinction had been the Circus handled all things political while the Department dealt with matters military. But over the years, power shifted and the Circus elbowed the Department out. Now, suddenly, the Department has a job on its hands. Evidence suggests Soviet missiles are being positioned close to the German border. Vital film is missing and a courier is dead. Lacking active agents, but possessed of an outdated mandate to proceed, the Department has to find an old hand to prove its mettle. Fred Leiser, German-speaking Pole turned Englishman -- once a qualified radio operator, now involved in the motor trade -- must be called back to the colors and sent East....",288,174,"8,511 follower","['Fiction', 'Espionage', 'Thriller', 'Mystery', 'Spy Thriller', 'British Literature', 'Mystery Thriller']",963 review,"3,123 (20%)","6,513 (41%)","4,738 (30%)",963 (6%),182 (1%)
Jurgen,James Branch Cabell,3.82,"1,025 rating","September 1, 1919","One of the most-talked-about works of the 1920s, this compelling fantasy recounts the odyssey of a middle-aged pawnbroker who regains his youth for a year of amorous adventures. Jurgen's allegorical journey leads through a supernatural dreamscape to romances with Guenevere and The Lady of the Lake and confrontations with God and the Devil. This edition of Cabell's witty and irreverent landmark of modern fiction contains the full text of the revised and definitive version of 1926, together with 13 striking full-page illustrations by Frank Papé.",346,278,116 follower,"['Fantasy', 'Fiction', 'Classics', 'Humor', 'Mythology', 'Novels', 'Literature', 'Fantasy', 'Fiction', 'Classics', 'Humor', 'Mythology', 'Novels', 'Literature', 'Fantasy', 'Fiction', 'Classics', 'Humor', 'Mythology', 'Novels', 'Literature']",141 review,330 (32%),333 (32%),249 (24%),77 (7%),36 (3%)
Island,Aldous Huxley,3.86,"31,602 rating","January 1, 1962","In Island, his last novel, Huxley transports us to a Pacific island where, for 120 years, an ideal society has flourished. Inevitably, this island of bliss attracts the envy and enmity of the surrounding world. A conspiracy is underway to take over Pala, and events begin to move when an agent of the conspirators, a newspaperman named Faranby, is shipwrecked there. What Faranby doesn't expect is how his time with the people of Pala will revolutionize all his values and—to his amazement—give him hope.",354,958,12.1k follower,"['Fiction', 'Classics', 'Science Fiction', 'Philosophy', 'Dystopia', 'Literature', 'Novels']","2,193 review","10,477 (33%)","10,421 (32%)","7,289 (23%)","2,584 (8%)",831 (2%)
სამოსელი პირველი,Guram Dochanashvili,4.70,"1,924 rating","January 1, 1975","თანამედროვე ქართველი კლასიკოსი მწერალის გურამ დოჩანაშვილის ყველაზე ცნობილი ნაწარმოები. ""სამოსელი პირველის"" სიუჟეტი თავგადასავლის მაძიებელი ჭაბუკის დომენიკოს ტიპური ამბავია, რომელზეც დიდად იმოქმედა იდუმალებით მოცული კაცის - ლტოლვილის ნაამბობმა. დომენიკო ტოვებს მშობლიურ სახლ-კარს, მამას და მიდის ""ლამაზ ქალაქში"". თანდათან მრავალი ადამიანთან ურთიერთობისას, იგი მიხვდება, თუ რა არის მეგობრობა, სიყვარული, სიკეთე, ბოროტება, გულწფელობა, პატიოსნება. ეს არის წიგნი სიკეთისა და ბოროტების შეცნობაზე, მას თამამად შეიძლება ვუწოდოთ ""ცხოვრების წიგნი"".",664,32,281 follower,"['Georgian', 'Fiction', 'Magical Realism', 'Classics']",78 review,"1,561 (81%)",222 (11%),92 (4%),29 (1%),20 (1%)
Still Life,A.S. Byatt,3.88,"2,436 rating","January 1, 1985","From the author of The New York Times best seller Possession , comes a highly acclaimed novel which captures in brilliant detail the life of one extended English family-and illuminates the choices they must make between domesticity and ambition, life and art.Stephanie Potter gives up a promising academic career to marry Daniel Orton, while her sister, Frederica, enters Cambridge, and her brother, Marcus, begins recovering from a nervous breakdown.",384,162,"2,454 follower","['Fiction', 'Historical Fiction', 'Literary Fiction', 'British Literature', 'Literature', 'Contemporary', 'Novels']",179 review,665 (27%),993 (40%),633 (25%),110 (4%),35 (1%)
