title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Morning Glory,LaVyrle Spencer,4.27,"14,987 rating","January 1, 1989","LOVE IN A STRANGER'S EYES...ELLYIn town, they called her ""Crazy Widow Dinsmore."" But Elly was no stranger to their ridicule--she had been an outsider all her life, growing up in a boarded-up old house under the strict eye of her eccentric grandparents. Now she was all alone, with two little boys to raise, and a third child on the way.WILLHe drifted into Whitney, Georgia, one lazy afternoon in the summer of 1941, hoping to put his lonely past behind him. He yearned for the tenderness he had never known, the home he'd never had. All he needed was for someone to give him a chance.Then he saw her classified ad: WANTED--A husband. When he stepped across Elly Dinsmore's cluttered yard, Will Parker knew he had come home at last ...",480,99,"1,419 follower","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Westerns', 'Fiction', 'Adult']","1,379 review","7,550 (50%)","4,661 (31%)","2,184 (14%)",433 (2%),159 (1%)
The Garden of Eden,Ernest Hemingway,3.71,"21,096 rating","May 1, 1986","The last uncompleted novel of Ernest Hemingway, published posthumously in 1986, charts the life of a young American writer and his glamorous wife who fall for the same woman.A sensational bestseller when it appeared in 1986, The Garden of Eden is the last uncompleted novel of Ernest Hemingway, which he worked on intermittently from 1946 until his death in 1961. Set on the Côte d'Azur in the 1920s, it is the story of a young American writer, David Bourne, his glamorous wife, Catherine, and the dangerous, erotic game they play when they fall in love with the same woman. ""A lean, sensuous narrative...taut, chic, and strangely contemporary,"" The Garden of Eden represents vintage Hemingway, the master ""doing what nobody did better"" (R. Z. Sheppard, Time).",248,"1,698",28.9k follower,"['Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'American', 'France', 'Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'American', 'France', 'Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'American', 'France']","1,443 review","5,315 (25%)","7,420 (35%)","5,838 (27%)","1,950 (9%)",573 (2%)
The Art and Science of Learning Languages,Amorey Gethin,4.29,34 rating,"December 1, 1997","Offers a framework for learning any language and provides the arguments as to why anyone should do so, as well as examining the merits of various methods of language learning. The key message of the book is the importance of self-reliance based on a positive approach and efficient organization.",344,6,6 book,"['Language', 'Nonfiction', 'Education', 'Linguistics']",6 review,18 (52%),8 (23%),8 (23%),0 (0%),0 (0%)
Talking to the Dead,Helen Dunmore,3.65,"1,346 rating","January 1, 1996","Praised by critics on both sides of the Atlantic for its elegant and sensuous prose, ""Talking to the Dead"" tells the story of two sisters whose lives are bound by the hidden and surprising truth about the long-ago death of their infant brother.",304,129,925 follower,"['Fiction', 'Mystery', 'Literary Fiction', 'Novels', 'Family', 'Contemporary', 'British Literature']",163 review,268 (19%),523 (38%),397 (29%),129 (9%),29 (2%)
The Best Laid Plans,Sidney Sheldon,3.71,"24,674 rating","January 1, 1997","He wanted power. Oliver Russell is fated to rise to the pinnacle of power, President of the United States. She wanted revenge. Leslie Stewart is his betrayed fiancee. Amassing her own media empire, on her fortieth birthday, she looks back. What went wrong?",372,277,"8,009 follower","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Crime']",903 review,"5,744 (23%)","8,948 (36%)","7,582 (30%)","1,970 (7%)",430 (1%)
The Red Badge of Courage & The Veteran,Stephen Crane,3.38,626 rating,"January 1, 1990","One of the greatest works of American literature, The Red Badge of Courage gazes fearlessly into the bright hell of war through the eyes of one young soldier, the reluctant Henry Fleming. Written by Stephen Crane at the age of twenty-one, the novel imagines the Civil War's terror and loss with an unblinking vision so modern and revolutionary that, upon publication, critics hailed it as a work of literary genius. Ernest Hemingway declared, ""There was no real literature of our Civil War . . . until Stephen Crane wrote The Red Badge of Courage.""This Modern Library Paperback Classics edition includes the short story ""The Veteran,"" Crane's tale of an aged Civil War soldier looking back at his past.",336,"1,781",746 follower,"['Classics', 'Fiction', 'Historical Fiction', 'Civil War', 'War', 'Literature', 'Novels', 'Classics', 'Fiction', 'Historical Fiction', 'Civil War', 'War', 'Literature', 'Novels', 'Classics', 'Fiction', 'Historical Fiction', 'Civil War', 'War', 'Literature', 'Novels']",56 review,110 (17%),182 (29%),204 (32%),93 (14%),37 (5%)
The Glass Palace,Amitav Ghosh,3.99,"26,192 rating","January 1, 2000","NATIONAL BESTSELLER • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW AND LOS ANGELES TIMES“A rich, layered epic that probes the meaning of identity and homeland— a literary territory that is as resonant now, in our globalized culture, as it was when the sun never set on the British Empire.”— Los Angeles Times Book ReviewSet in Burma during the British invasion of 1885, this masterly novel tells the story of Rajkumar, a poor boy lifted on the tides of political and social chaos, who goes on to create an empire in the Burmese teak forest. When soldiers force the royal family out of the Glass Palace and into exile, Rajkumar befriends Dolly, a young woman in the court of the Burmese Queen, whose love will shape his life. He cannot forget her, and years later, as a rich man, he goes in search of her. The struggles that have made Burma, India, and Malaya the places they are today are illuminated in this wonderful novel by the writer Chitra Divakaruni calls “a master storyteller.”Praise for The Glass Palace“An absorbing story of a world in transition, brought to life through characters who love and suffer with equal intensity.” —J. M. Coetzee“There is no denying Ghosh’s command of culture and history. . . . [He] proves a writer of supreme skill and intelligence.” — The Atlantic Monthly“I will never forget the young and old Rajkumar, Dolly, the Princesses, the forests of teak, the wealth that made families and wars. A wonderful novel. An incredible story.” —Grace Paley“A novelist of dazzling ingenuity.” — San Francisco Chronicle",486,51,"3,642 follower","['Fiction', 'Historical Fiction', 'Historical', 'Indian Literature', 'Novels', 'Literary Fiction', 'Literature']","2,014 review","8,444 (32%)","10,882 (41%)","5,455 (20%)","1,110 (4%)",301 (1%)
Company K,William March,4.23,972 rating,"January 1, 1933","Stemming directly from the author's experiences with the US Marines in France during World War I, this book consists of 113 sketches, or chapters, tracing the fictional Company K's war exploits and providing an emotional history of the men of the company that extends beyond the boundaries of the war itself. William Edward Campbell served courageously in France as evidenced by his chestful of medals and certificates, including the Croix de Guerre, the Distinguished Service Cross, and the Navy Cross. However, without the medals and citations we would know of his bravery. For it is clear in the pages of Company K that this book was written by a man who had been to war, who had clearly seen his share of the worst of it, who had somehow survived, and who had committed himself afterward to the new bravery of sense-making embodied in the creation of major literary art. It is of that bravery that we still have the record of magnificent achievement, the brave terrible gift of Company K.",260,59,75 follower,"['Fiction', 'War', 'Historical Fiction', 'World War I', 'Military Fiction', 'Classics', 'American', 'Fiction', 'War', 'Historical Fiction', 'World War I', 'Military Fiction', 'Classics', 'American', 'Fiction', 'War', 'Historical Fiction', 'World War I', 'Military Fiction', 'Classics', 'American']",113 review,424 (43%),378 (38%),142 (14%),24 (2%),4 (<1%)
Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,4.31,"6,792 rating","May 1, 1992","The Pulitzer Prize-winning author of Beloved and Jazz now gives us a learned, stylish, and immensely persuasive work of literary criticism that promises to change the way we read American literature even as it opens a new chapter in the American dialogue on race.Toni Morrison's brilliant discussions of the ""Africanist"" presence in the fiction of Poe, Melville, Cather, and Hemingway leads to a dramatic reappraisal of the essential characteristics of our literary tradition. She shows how much the themes of freedom and individualism, manhood and innocence, depended on the existence of a black population that was manifestly unfree--and that came to serve white authors as embodiments of their own fears and desires.Written with the artistic vision that has earned Toni Morrison a pre-eminent place in modern letters, Playing in the Dark will be avidly read by Morrison admirers as well as by students, critics, and scholars of American literature.",104,208,19.3k follower,"['Nonfiction', 'Essays', 'Race', 'Literary Criticism', 'African American', 'Writing', 'Feminism']",621 review,"3,371 (49%)","2,400 (35%)",823 (12%),161 (2%),37 (<1%)
"The Redneck Manifesto: How Hillbillies, Hicks, and White Trash Became America's Scapegoats",Jim Goad,3.80,"1,295 rating","May 14, 1997","Culture maverick Jim Goad presents a thoroughly reasoned, darkly funny, and rampagingly angry defense of America's most maligned social group -- the cultural clan variously referred to as rednecks, hillbillies, white trash, crackers, and trailer trash. As The Redneck Manifesto boldly points out and brilliantly demonstrates, America's dirty little secret isn't racism but classism. While pouncing incessantly on racial themes, most major media are silent about America's widening class rifts, a problem that negatively affects more people of all colors than does racism. With an unmatched ability for rubbing salt in cultural wounds, Jim Goad deftly dismantles most popular American notions about race and culture and takes a sledgehammer to our delicate glass-blown popular conceptions of government, religion, media, and history.",272,25,182 follower,"['Politics', 'Nonfiction', 'Sociology', 'History', 'Essays', 'Philosophy', 'Economics']",138 review,406 (31%),443 (34%),278 (21%),119 (9%),49 (3%)
Martian Time-Slip,Philip K. Dick,3.78,"13,117 rating","April 1, 1964","On the arid colony of Mars the only thing more precious than water may be a ten-year-old schizophrenic boy named Manfred Steiner. For although the UN has slated 'anomalous' children for deportation and destruction, other people—especially Supreme Goodmember Arnie Kott of the Water Workers' union—suspect that Manfred's disorder may be a window into the future. But what sort of future? And what happens to those unfortunates whom Manfred ushers into it? In Martian Time-Slip Philip K. Dick uses power politics and extraterrestrial real estate scams, adultery, and murder to penetrate the mysteries of being and time.",262,"1,583",20.1k follower,"['Science Fiction', 'Fiction', 'Novels', 'Speculative Fiction', 'Science Fiction Fantasy', 'Time Travel', 'American']",794 review,"2,894 (22%)","5,413 (41%)","3,918 (29%)",759 (5%),133 (1%)
The Secret Pearl,Mary Balogh,3.90,"7,001 rating","September 3, 1991","He first spies her in the shadows outside a London theatre, a ravishing creature forced to barter her body to survive. To the woman known simply as Fleur, the well-dressed gentleman with the mesmerizing eyes is an unlikely savior. And when she takes the stranger to her bed, she never expects to see him again. But then Fleur accepts a position as governess to a young girl…and is stunned to discover that her midnight lover is a powerful nobleman. As two wary hearts ignite—and the threat of scandal hovers over them—one question remains: will she be mistress or wife?",401,241,"5,839 follower","['Historical Romance', 'Romance', 'Historical', 'Regency', 'Historical Fiction', 'Regency Romance', 'Fiction']",495 review,"2,336 (33%)","2,379 (33%)","1,676 (23%)",448 (6%),162 (2%)
"A Biography of The Prophet of Islam , In the Light of the Original Sources An Analytical Study",Mahdi Rizqullah Ahmad,4.26,31 rating,"January 1, 1992","This work on the life history of the Prophet (S) stands out from other works in quite a few ways. First, every detail mentioned has been traced back to original sources, whose authenticity has been discussed extensively in the footnotes. Second, the events of the Prophet's life have been related to modern times and lessons drawn for the benefit of those who happen to face similar situations in their struggle to spread the Prophetic message.",936,4,2 follower,"['Islam', 'Biography', 'History', 'Islam', 'Biography', 'History', 'Islam', 'Biography', 'History', 'Islam', 'Biography', 'History', 'Islam', 'Biography', 'History']",7 review,18 (58%),6 (19%),5 (16%),1 (3%),1 (3%)
Dancer from the Dance,Andrew Holleran,3.98,"8,591 rating","May 1, 1978","One of the most important works of gay literature, this haunting, brilliant novel is a seriocomic remembrance of things past -- and still poignantly present. It depicts the adventures of Malone, a beautiful young man searching for love amid New York's emerging gay scene. From Manhattan's Everard Baths and after-hours discos to Fire Island's deserted parks and lavish orgies, Malone looks high and low for meaningful companionship. The person he finds is Sutherland, a campy quintessential queen -- and one of the most memorable literary creations of contemporary fiction. Hilarious, witty, and ultimately heartbreaking, Dancer from the Dance is truthful, provocative, outrageous fiction told in a voice as close to laughter as to tears.",250,32,284 follower,"['Fiction', 'LGBT', 'Queer', 'Gay', 'Classics', 'Romance', 'New York', 'Fiction', 'LGBT', 'Queer', 'Gay', 'Classics', 'Romance', 'New York', 'Fiction', 'LGBT', 'Queer', 'Gay', 'Classics', 'Romance', 'New York']",759 review,"3,098 (36%)","3,023 (35%)","1,836 (21%)",503 (5%),131 (1%)
Picnic at Hanging Rock,Joan Lindsay,3.67,"24,451 rating","January 1, 1967","An alternative cover edition for this ISBN can be found hereWhile Joan Lindsay's haunting Australian classic Picnic at Hanging Rock is a work of fiction, the story is often considered one of Australia's greatest mysteries.In 1900, a class of young women from an exclusive private school go on an excursion to the isolated Hanging Rock, deep in the Australian bush. The excursion ends in tragedy when three girls and a teacher mysteriously vanish after climbing the rock. Only one girl returns, with no memory of what has become of the others...",189,12,148 follower,"['Classics', 'Fiction', 'Mystery', 'Historical Fiction', 'Australia', 'Horror', 'Historical']","2,860 review","5,114 (20%)","9,353 (38%)","7,318 (29%)","2,147 (8%)",519 (2%)
"Goodbye, Columbus",Philip Roth,3.86,"20,011 rating","January 1, 1959","Neil Klugman and pretty, spirited Brenda Patimkin - he of poor Newark, she of suburban Short Hills - meet one summer and dive into an affair that is as much about social class and suspicion as it is about love. The novella, the first book published by Phillip Roth, explores issues of both class and Jewish assimilation into American culture. It won the National Book Award in 1960.©1993 Phillip Roth (P)2009",298,260,"6,690 follower","['Fiction', 'Short Stories', 'Classics', 'Jewish', 'Literature', 'American', 'Literary Fiction']","1,349 review","5,045 (25%)","8,586 (42%)","5,180 (25%)",985 (4%),215 (1%)
The Stone Raft,José Saramago,3.82,"8,703 rating","January 1, 1986","When the Iberian Peninsula breaks free of Europe and begins to drift across the North Atlantic, five people are drawn together on the newly formed island-first by surreal events and then by love. “A splendidly imagined epic voyage...a fabulous fable” (Kirkus Reviews). Translated by Giovanni Pontiero.",292,278,14.8k follower,"['Fiction', 'Portugal', 'Magical Realism', 'Literature', 'Portuguese Literature', 'Nobel Prize', 'Novels', 'Fiction', 'Portugal', 'Magical Realism', 'Literature', 'Portuguese Literature', 'Nobel Prize', 'Novels', 'Fiction', 'Portugal', 'Magical Realism', 'Literature', 'Portuguese Literature', 'Nobel Prize', 'Novels']",645 review,"2,249 (25%)","3,518 (40%)","2,214 (25%)",568 (6%),154 (1%)
Albion's Seed: Four British Folkways in America,David Hackett Fischer,4.36,"3,203 rating","January 1, 1989","This book is the first volume in a cultural history of the United States, from the earliest English settlements to our own time. It is a history of American folkways as they have changed through time, and it argues a thesis about the importance for the United States of having been British in its cultural origins.From 1629 to 1775, North America was settled by four great waves of English-speaking immigrants. The first was an exodus of Puritans from the east of England to Massachusetts (1629-1640). The second was the movement of a Royalist elite and indentured servants from the south of England to Virginia (ca. 1649-75). The third was the ""Friends' migration,""--the Quakers--from the North Midlands and Wales to the Delaware Valley (ca. 1675-1725). The fourth was a great flight from the borderlands of North Britain and northern Ireland to the American backcountry (ca. 1717-75).These four groups differed in many ways--in religion, rank, generation and place of origin. They brought to America different folkways which became the basis of regional cultures in the United States. They spoke distinctive English dialects and built their houses in diverse ways. They had different ideas of family, marriage and gender; different practices of child-naming and child-raising; different attitudes toward sex, age and death; different rituals of worship and magic; different forms of work and play; different customs of food and dress; different traditions of education and literacy; different modes of settlement and association. They also had profoundly different ideas of comity, order, power and freedom which derived from British folk-traditions. Albion's Seed describes those differences in detail, and discusses the continuing importance of their transference to America.Today most people in the United States (more than 80 percent) have no British ancestors at all. These many other groups, even while preserving their own ethnic cultures, have also assimilated regional folkways which were transplanted from Britain to America. In that sense, nearly all Americans today are ""Albion's Seed,"" no matter what their ethnic origins may be; but they are so in their different regional ways. The concluding section of Albion's Seed explores the ways that regional cultures have continued to dominate national politics from 1789 to 1988, and still control attitudes toward education, government, gender, and violence, on which differences between American regions are greater than between European nations.Albion's Seed also argues that the four British folkways created an expansive cultural pluralism that has proved to the more libertarian than any single culture alone could be. Together they became the determinants of a voluntary society in the United States.",946,31,420 follower,"['History', 'Nonfiction', 'American History', 'Politics', 'American', 'Sociology', 'Cultural']",395 review,"1,720 (53%)","1,029 (32%)",356 (11%),74 (2%),24 (<1%)
Jailbird,Kurt Vonnegut Jr.,3.83,"24,402 rating","January 1, 1979","“[Kurt Vonnegut] has never been more satirically on-target. . . . Nothing is spared.”— PeopleJailbird takes us into a fractured and comic, pure Vonnegut world of high crimes and misdemeanors in government—and in the heart. This wry tale follows bumbling bureaucrat Walter F. Starbuck from Harvard to the Nixon White House to the penitentiary as Watergate’s least known co-conspirator. But the humor turns dark when Vonnegut shines his spotlight on the cold hearts and calculated greed of the mighty, giving a razor-sharp edge to an unforgettable portrait of power and politics in our times.Praise for Jailbird“[Vonnegut] is our strongest writer . . . the most stubbornly imaginative.” —John Irving “A gem . . . a mature, imaginative novel—possibly the best he has written . . .  Jailbird  is a guided tour de force of America. Take it!” — Playboy“A profoundly humane comedy . . .  Jailbird  definitely mounts up on angelic wings—in its speed, in its sparkle, and in its high-flying intent.” — Chicago Tribune Book World “Joyously inventive . . . gleams with the loony magic Vonnegut alone can achieve.” — Cosmopolitan “Vonnegut is our great apocalyptic writer, the closest thing we’ve had to a prophet since . . . Lenny Bruce.” — Chicago Sun-Times “Vonnegut at his impressive best. . . . His imaginative leaps alone . . . are worth the price of admission. . . . His far-reaching metaphysical and cultural concerns . . . are ultimately serious and worth our contemplation.” — The Washington Post",310,530,33.4k follower,"['Fiction', 'Classics', 'Humor', 'Literature', 'Science Fiction', 'Novels', 'American']","1,134 review","5,482 (22%)","10,618 (43%)","7,057 (28%)","1,119 (4%)",126 (<1%)
