title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Killing Floor,Lee Child,4.08,"315,788 rating","January 1, 1997","Ex-military policeman Jack Reacher is a drifter. He’s just passing through Margrave, Georgia, and in less than an hour, he’s arrested for murder. Not much of a welcome. All Reacher knows is that he didn’t kill anybody. At least not here. Not lately. But he doesn’t stand a chance of convincing anyone. Not in Margrave, Georgia. Not a chance in hell.",474,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Suspense', 'Action']",30.6k follower,"13,840 review",307,"4,921 (1%)","11,903 (3%)","57,148 (18%)","121,833 (38%)","119,983 (37%)"
The Black Echo,Michael Connelly,4.13,"196,855 rating","January 21, 1992","For maverick LAPD homicide detective Harry Bosch, the body in the drainpipe at Mulholland Dam is more than another anonymous statistic. This one is personal...because the murdered man was a fellow Vietnam ""tunnel rat"" who had fought side by side with him in a hellish underground war. Now Bosch is about to relive the horror of Nam. From a dangerous maze of blind alleys to a daring criminal heist beneath the city, his survival instincts will once again be tested to their limit. Pitted against enemies inside his own department and forced to make the agonizing choice between justice and vengeance, Bosch goes on the hunt for a killer whose true face will shock him.",482,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Audiobook']",30.2k follower,"6,005 review",414,"3,734 (1%)","5,635 (2%)","31,184 (15%)","77,266 (39%)","79,036 (40%)"
History of the Russian Revolution,Leon Trotsky,4.18,"1,729 rating","January 1, 1931","“During the first two months of 1917 Russia was still a Romanov monarchy. Eight months later the Bolsheviks stood at the helm. They were little known to anybody when the year began, and their leaders were still under indictment for state treason when they came to power. You will not find another such sharp turn in history especially if you remember that it involves a nation of 150 million people. It is clear that the events of 1917, whatever you think of them, deserve study.”—Leon Trotsky, from History of the Russian RevolutionRegarded by many as among the most powerful works of history ever written, this book offers an unparalleled account of one of the most pivotal and hotly debated events in world history. This book reveals, from the perspective of one of its central actors, the Russian Revolution’s profoundly democratic, emancipatory character.Originally published in three parts, Trotsky’s masterpiece is collected here in a single volume. It serves as the most vital and inspiring record of the Russian Revolution to date.“[T]he greatest history of an event that I know.”—C. L. R. James“In Trotsky all passions were aroused, but his thought remained calm and his vision clear.... His involvement in the struggle, far from blurring his sight, sharpens it.... The History is his crowning work, both in scale and power and as the fullest expression of his ideas on revolution. As an account of a revolution, given by one of its chief actors, it stands unique in world literature.”—Isaac Deutscher",1040,"['History', 'Nonfiction', 'Politics', 'Russia', 'Russian Revolution', 'Russian History', 'Philosophy', 'History', 'Nonfiction', 'Politics', 'Russia', 'Russian Revolution', 'Russian History', 'Philosophy', 'History', 'Nonfiction', 'Politics', 'Russia', 'Russian Revolution', 'Russian History', 'Philosophy', 'History', 'Nonfiction', 'Politics', 'Russia', 'Russian Revolution', 'Russian History', 'Philosophy', 'History', 'Nonfiction', 'Politics', 'Russia', 'Russian Revolution', 'Russian History', 'Philosophy']",651 follower,122 review,968,48 (2%),61 (3%),255 (14%),525 (30%),840 (48%)
Fierce Invalids Home from Hot Climates,Tom Robbins,4.04,"28,400 rating","September 5, 2000","“As clever and witty a novel as anyone has written in a long time . . . Robbins takes readers on a wild, delightful ride. . . . A delight from beginning to end.”— Buffalo NewsSwitters is a contradiction for all seasons: an anarchist who works for the government; a pacifist who carries a gun; a vegetarian who sops up ham gravy; a cyberwhiz who hates computers; a man who, though obsessed with the preservation of innocence, is aching to deflower his high-school-age stepsister (only to become equally enamored of a nun ten years his senior). Yet there is nothing remotely wishy-washy about Switters. He doesn’t merely pack a pistol. He is a pistol. And as we dog Switters’s strangely elevated heels across four continents, in and out of love and danger, discovering in the process the “true” Third Secret of Fatima, we experience Tom Robbins—that fearless storyteller, spiritual renegade, and verbal break dancer—at the top of his game. On one level this is a fast-paced CIA adventure story with comic overtones; on another it’s a serious novel of ideas that brings the Big Picture into unexpected focus; but perhaps more than anything else, Fierce Invalids is a sexy celebration of language and life.Praise for Fierce Invalids Home From Hot Climates“Superb.” — New York Post “Dangerous? Wicked? Forbidden? You bet. . . . Pour yourself a bowl of chips and dig in.” — Daily News , New York “Robbins is a great writer . . . and definitely a provocative rascal.” — The Tennessean“Whoever said truth is stranger than fiction never read a Tom Robbins novel. . . Clever, creative, and witty, Robbins tosses off impassioned observations like handfuls of flower petals.” — San Diego Union-Tribune",445,"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'Comedy', 'Modern']","6,507 follower","1,368 review",71,440 (1%),"1,447 (5%)","5,612 (19%)","10,046 (35%)","10,855 (38%)"
The Tombs of Atuan,Ursula K. Le Guin,4.12,"116,579 rating","January 1, 1970","Librarian's Note: For an alternate cover edition of the same ISBN, click here.When young Tenar is chosen as high priestess to the ancient and nameless Powers of the Earth, everything is taken away - home, family, possessions, even her name. For she is now Arha, the Eaten One, guardian of the ominous Tombs of Atuan. While she is learning her way through the dark labyrinth, a young wizard, Ged, comes to steal the Tombs' greatest hidden treasure, the Ring of Erreth-Akbe. But Ged also brings with him the light of magic, and together, he and Tenar escape from the darkness that has become her domain.",180,"['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic']",25.5k follower,"5,373 review",977,"1,011 (<1%)","3,469 (2%)","20,887 (17%)","45,969 (39%)","45,243 (38%)"
سینوهه,Mika Waltari,4.19,"25,081 rating","January 1, 1945","First published in the United States in 1949 and widely condemned as obscene, The Egyptian outsold every other novel published that year, and remains a classic; readers worldwide have testified to its life-changing power. It is a full-bodied re-creation of a largely forgotten era in the world’s history: the Egypt of the 14th century B.C.E., when pharaohs and gods contended with the near-collapse of history’s greatest empire. This epic tale encompasses the whole of the then-known world, from Babylon to Crete, from Thebes to Jerusalem, while centering around one unforgettable figure: Sinuhe, a man of mysterious origins who rises from the depths of degradation to become personal physician to Pharaoh Akhnaton.",904,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Egypt', 'Finnish Literature', 'Novels', 'Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Egypt', 'Finnish Literature', 'Novels', 'Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Egypt', 'Finnish Literature', 'Novels']",613 follower,"1,448 review",247,473 (1%),"1,067 (4%)","3,586 (14%)","7,992 (31%)","11,963 (47%)"
The Mummy,Anne Rice,3.86,"46,934 rating","January 1, 1989","Ramses the Great has reawakened in opulent Edwardian London. Having drunk the elixir of life, he is now Ramses the Damned, doomed forever to wander the earth, desperate to quell hungers that can never be satisfied. He becomes the close companion of a voluptuous heiress, Julie Stratford, but his cursed past again propels him toward disaster. He is tormented by searing memories of his last reawakening, at the behest of Cleopatra, his beloved queen of Egypt. And his intense longing for her, undiminished over the centuries, will force him to commit an act that will place everyone around him in the gravest danger.",480,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Historical Fiction', 'Romance']",25.3k follower,"1,429 review",434,951 (2%),"3,618 (7%)","11,991 (25%)","15,088 (32%)","15,286 (32%)"
Ender's Shadow,Orson Scott Card,4.32,"171,456 rating","October 1, 1999","Welcome to Battleschool.Growing up is never easy. But try living on the mean streets as a child begging for food and fighting like a dog with ruthless gangs of starving kids who wouldn't hesitate to pound your skull into pulp for a scrap of apple. If Bean has learned anything on the streets, it's how to survive. And not with fists. He is way too small for that. But with brains.Bean is a genius with a magician's ability to zero in on his enemy and exploit his weakness.What better quality for a future general to lead the Earth in a final climactic battle against a hostile alien race, known as Buggers. At Battleschool Bean meets and befriends another future commander - Ender Wiggins - perhaps his only true rival.Only one problem: for Bean and Ender, the future is now.Ender's Shadow is the book that launched The Shadow Series, and the parallel novel to Orson Scott Card's science fiction classic, Ender's Game.",469,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Space']",19.5k follower,"5,802 review",859,"1,330 (<1%)","3,869 (2%)","20,939 (12%)","58,630 (34%)","86,688 (50%)"
The Black Book,Orhan Pamuk,3.92,"12,131 rating","March 1, 1990","From the Nobel Prize winner and acclaimed author of My Name is Red —a brilliantly unconventional mystery of a missing wife, and a provocative meditation on identity.“A glorious flight of dark, fantastic invention.” — The Washington PostGalip is a lawyer living in Istanbul. His wife, the detective novel–loving Ruya, has disappeared. Could she have left him for her ex-husband or Celâl, a popular newspaper columnist? But Celâl, too, seems to have vanished. As Galip investigates, he finds himself assuming the enviable Celâl's identity, wearing his clothes, answering his phone calls, even writing his columns. Galip pursues every conceivable clue, but the nature of the mystery keeps changing, and when he receives a death threat, he begins to fear the worst.With its cascade of beguiling stories about Istanbul, The Black Book is a brilliantly unconventional mystery, and a provocative meditation on identity. For Turkish literary readers it is the cherished cult novel in which Orhan Pamuk found his original voice, but it has largely been neglected by English-language readers. Now, in Maureen Freely’s beautiful translation, they, too, may encounter all its riches.A Translation and Afterword by Maureen Freely",466,"['Fiction', 'Turkish Literature', 'Turkish', 'Mystery', 'Novels', 'Literature', 'Nobel Prize', 'Fiction', 'Turkish Literature', 'Turkish', 'Mystery', 'Novels', 'Literature', 'Nobel Prize', 'Fiction', 'Turkish Literature', 'Turkish', 'Mystery', 'Novels', 'Literature', 'Nobel Prize']","9,607 follower","1,042 review",105,366 (3%),866 (7%),"2,526 (20%)","3,954 (32%)","4,419 (36%)"
William Golding's Lord of the Flies,Harold Bloom,3.77,620 rating,"January 1, 1996","Each title - Critical essays reflecting a variety of schools of criticism- Notes on the contributing critics, a chronology of the author's life, and an index- An introductory essay by Harold Bloom.",176,"['Classics', 'Fiction', 'Literary Criticism', 'Horror']","1,585 follower",33 review,"1,612",26 (4%),45 (7%),143 (23%),238 (38%),168 (27%)
The Elephant Vanishes,Haruki Murakami,3.84,"51,821 rating","March 1, 1993","Alternate cover edition of ISBN 9780679750536With the same deadpan mania and genius for dislocation that he brought to his internationally acclaimed novels A Wild Sheep Chase and Hard-Boiled Wonderland and the End of the World, Haruki Murakami makes this collection of stories a determined assault on the normal. A man sees his favorite elephant vanish into thin air; a newlywed couple suffers attacks of hunger that drive them to hold up a McDonald's in the middle of the night; and a young woman discovers that she has become irresistible to a little green monster who burrows up through her backyard.By turns haunting and hilarious, The Elephant Vanishes is further proof of Murakami's ability to cross the border between separate realities -- and to come back bearing treasure.",327,"['Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Fantasy', 'Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Fantasy', 'Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Fantasy', 'Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Fantasy', 'Short Stories', 'Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Fantasy']",117k follower,"3,628 review",412,440 (<1%),"2,494 (4%)","14,177 (27%)","22,646 (43%)","12,064 (23%)"
The Love of a Good Woman,Alice Munro,4.01,"8,806 rating","January 1, 1998","**Winner of the Nobel Prize in Literature**Alice Munro has a genius for entering the lives of ordinary people and capturing the passions and contradictions that lie just below the surface. In this brilliant new collection she takes mainly the lives of women - unruly, ungovernable, unpredictable, unexpected, funny, sexy and completely recognisable - and brings their hidden desires bubbling to the surface. The love of a good woman is not as pure and virtuous as it seems: as in her title story it can be needy and murderous. Here are women behaving badly, leaving husbands and children, running off with unsuitable lovers, pushing everyday life to the limits, and if they don't behave badly, they think surprising and disturbing thoughts.",352,"['Short Stories', 'Fiction', 'Canada', 'Literary Fiction', 'Contemporary', 'Canadian Literature', 'Nobel Prize']","5,921 follower",852 review,209,119 (1%),423 (4%),"1,705 (19%)","3,527 (40%)","3,032 (34%)"
Dr. Sax,Jack Kerouac,3.40,"3,348 rating","January 1, 1959","“Kerouac dreams of America in the authentic rolling rhythms of a Whitman or a Thomas Wolfe, drunk with eagerness for life.”—John K. Hutchens",245,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'The United States Of America', '20th Century']",10.4k follower,178 review,357,136 (4%),486 (14%),"1,217 (36%)",918 (27%),591 (17%)
Mumbo Jumbo,Ishmael Reed,3.84,"4,349 rating","August 1, 1972","The Classic Freewheeling Look at Race Relations Through the Ages Mumbo Jumbo is Ishmael Reed's brilliantly satiric deconstruction of Western civilization, a racy and uproarious commentary on our society. In it, Reed, one of our preeminent African-American authors, mixes portraits of historical figures and fictional characters with sound bites on subjects ranging from ragtime to Greek philosophy. Cited by literary critic Harold Bloom as one of the five hundred most significant books in the Western canon, Mumbo Jumbo is a trenchant and often biting look at black-white relations throughout history, from a keen observer of our culture.",224,"['Fiction', 'Novels', 'Classics', 'Literature', 'African American', 'Race', '20th Century']",391 follower,377 review,136,151 (3%),314 (7%),990 (22%),"1,503 (34%)","1,391 (31%)"
Die Trying,Lee Child,4.06,"142,787 rating","July 20, 1998","Alternate cover for this ISBN can be found hereIn a Chicago suburb, a dentist is met in his office parking lot by three men and ordered into the trunk of his Lexus. On a downtown sidewalk, Jack Reacher and an unknown woman are abducted in broad daylight by two men - practiced and confident - who stop them at gunpoint and hustle them into the same sedan. Then Reacher and the woman are switched into a second vehicle and hauled away, leaving the dentist bound and gagged inside his car with the woman's abandoned possessions, two gallons of gasoline. . . and a burning match. The FBI is desperate to rescue the woman, a Special Agent from the Chicago office, because the FBI always - always - takes care of its own, and because this woman is not just another agent. Reacher and the woman join forces, against seemingly hopeless odds, to outwit their captors and escape. But the FBI thinks Jack is one of the kidnappers - and when they close in, the Bureau snipers will be shooting to kill.",567,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Mystery Thriller', 'Suspense']",30.6k follower,"6,161 review",307,945 (<1%),"4,249 (2%)","27,877 (19%)","61,341 (42%)","48,375 (33%)"
Black Spring,Henry Miller,3.82,"5,309 rating","January 1, 1936","Continuing the subversive self-revelation begun in Tropic of Cancer and Tropic of Capricorn, Henry Miller takes readers along a mad, free-associating journey from the damp grime of his Brooklyn youth to the sun-splashed cafes and squalid flats of Paris. With incomparable glee, Miller shifts effortlessly from Virgil to venereal disease, from Rabelais to Roquefort. In this seductive technicolor swirl of Paris and New York, he captures like no one else the blending of people and the cities they inhabit.",243,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Short Stories', 'Erotica']","4,724 follower",270 review,779,91 (1%),379 (7%),"1,438 (27%)","1,868 (35%)","1,533 (28%)"
Tales of the City,Armistead Maupin,4.01,"43,918 rating","January 1, 1978","San Francisco, 1976. A naïve young secretary, fresh out of Cleveland, tumbles headlong into a brave new world of laundromat Lotharios, pot-growing landladies, cut throat debutantes, and Jockey Shorts dance contests. The saga that ensues is manic, romantic, tawdry, touching, and outrageous—unmistakably the handiwork of Armistead Maupin.",272,"['Fiction', 'LGBT', 'Queer', 'Humor', 'Gay', 'Classics', 'Contemporary']","1,774 follower","3,351 review",85,736 (1%),"2,220 (5%)","9,004 (20%)","16,054 (36%)","15,904 (36%)"
Behind the Scenes at the Museum,Kate Atkinson,3.97,"39,947 rating","March 9, 1995","Ruby Lennox begins narrating her life at the moment of conception, and from there takes us on a whirlwind tour of the twentieth century as seen through the eyes of an English girl determined to learn about her family and its secrets.",332,"['Fiction', 'Historical Fiction', 'Mystery', 'Literary Fiction', 'British Literature', 'Contemporary', 'Historical']",10.8k follower,"3,321 review",56,721 (1%),"2,017 (5%)","8,229 (20%)","15,732 (39%)","13,248 (33%)"
The Ghost Writer,Philip Roth,3.82,"12,576 rating","January 1, 1979","When talented young writer Nathan Zuckerman makes his pilgrimage to sit at the feet of his hero, the reclusive master of American Literature, E. I. Lonoff, he soon finds himself enmeshed in the great Jewish writer's domestic life, with all its complexity, artifice and drive for artistic truth. As Nathan sits in breathlessly awkward conversation with his idol, a glimpse of a dark-haired beauty through a closing doorway leaves him reeling. He soon learns that the entrancing vision is Amy Bellette, but her position in the Lonoff household - student? mistress? - remains tantalisingly unclear. Over a disturbed and confusing dinner, Nathan gleans snippets of Amy's haunting Jewish background, and begins to draw his own fantastical conclusions...",179,"['Fiction', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Jewish', 'Classics']","6,691 follower",998 review,258,146 (1%),755 (6%),"3,320 (26%)","5,404 (42%)","2,951 (23%)"
The Moving Finger,Agatha Christie,3.86,"47,616 rating","July 1, 1942","The placid village of Lymstock seems the perfect place for Jerry Burton to recuperate from his accident under the care of his sister, Joanna. But soon a series of vicious poison-pen letters destroys the village's quiet charm, eventually causing one recipient to commit suicide. The vicar, the doctor, the servants—all are on the verge of accusing one another when help arrives from an unexpected quarter. The vicar's houseguest happens to be none other than Jane Marple.Librarian's note: this entry is for the novel, ""The Moving Finger."" Collections and other Miss Marple stories are located elsewhere on Goodreads. The series includes 12 novels and 20 short stories. Entries for the short stories can be found by searching Goodreads for: ""a Miss Marple Short Story.""",299,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']",64.5k follower,"3,819 review","4,158",350 (<1%),"2,111 (4%)","13,541 (28%)","19,623 (41%)","11,991 (25%)"
Naked,David Sedaris,4.09,"264,425 rating","March 1, 1997","Welcome to the hilarious, strange, elegiac, outrageous world of David Sedaris. In Naked, Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldview—a sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous tics, to the great amusement of his teachers; a stint of Kerouackian wandering is undertaken (of course!) with a quadriplegic companion; a family gathers for a wedding in the face of imminent death. Through it all is Sedaris's unmistakable voice, without doubt one of the freshest in American writing.",304,"['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Biography']",25.8k follower,"6,333 review",99,"4,468 (1%)","9,562 (3%)","45,960 (17%)","101,216 (38%)","103,219 (39%)"
